	kallisto_quant_sample140	kallisto_quant_sample145	kallisto_quant_sample150	kallisto_quant_sample173	kallisto_quant_sample178
XM_044323365.1	0.175521	0	4.47312	0	0
XM_044312052.1	0	0	0	0	0
XM_044325827.1	3103	1263	396	3327	900.62
XM_029338652.2	0	0	0	0	61.8829
XM_044314675.1	0	5.77875	0	0	10.3316
XM_029333295.2	17442	18649	9226	16621	12264
XM_029336709.2	5.53358	39.9854	2.9574	86.987	99.9781
XM_044323765.1	0	0	0	0	0
XM_029338036.2	926	829	549	864	1094
XM_029352788.2	364	187.759	175.665	207.815	280
XM_029336963.2	526	137	138	393	502
XR_006396840.1	0	0	0	6	0
XR_006391790.1	12.883	0	3.97974	10.9037	0
XM_029358656.2	109.448	47.0818	45.6144	184.869	203.018
XM_029342215.2	1621	1580	984	1374	1798
XM_044320971.1	10	24	11	29	45
XM_044325375.1	590.599	807.72	115.354	53.9063	609.422
XR_003822748.2	130	118	339	86	52
XM_044324017.1	1.12737	6.3144	3.4486	8.60364	4.98414e-06
XR_006391506.1	486	239	104	297	258
XM_044325400.1	810.03	754.75	510.25	1382.27	776.301
XM_029356905.2	354.506	423.343	185.655	269.638	206.785
XM_029349625.2	21.286	0	18.2083	1.01343	41.3127
XM_044310488.1	23.3386	0	0	33.9341	23.6766
XM_044324246.1	736	379.45	274	773.567	992.241
XM_029335190.2	197.391	299.544	211.995	281.476	154.139
XM_044326772.1	38.8153	0	0	0	25.9313
XM_044328068.1	732	325	516	679	693
XM_044319845.1	526.256	264	189	478	435.672
XM_044306756.1	20.9424	0	0	0	0
XM_044308413.1	32.3767	6.85136	14.8819	12.7207	0
XM_029336366.2	192	109	69	136	122
XM_029358486.2	511.778	441.032	600	2332	1117.75
XM_029333448.2	178.701	66.9356	123.176	108.937	92.8336
XM_029344579.2	17.3478	0	22.9572	0	0
XM_029332427.2	0	37.5858	44.3285	33.5574	43.7925
XM_044312604.1	0	2	2	0	0
XM_029334387.2	318.79	868	558.837	794.514	516.03
XM_044322472.1	0	0	0	2.6256	0
XM_029357132.2	565.394	337.853	281.57	425.603	525.195
XM_044323805.1	773.745	251.666	0	531.306	476.258
XM_029323604.2	4902.57	6487.21	3690.61	5634.93	2690.18
XM_029357421.2	2.42819e-06	0	0.000400308	6.00237e-07	109.219
XR_003825896.2	269	370	104	345	187
XM_044306896.1	191.73	124.514	45.3375	51.7684	243.066
XM_044310527.1	4.23767	1.28035	0	0	1.33888
XM_044326587.1	0	163.15	0	0	0
XM_029343262.2	1484	1893	968	1673	2690
XM_044317701.1	0	33.4022	0	0	1.2161e-05
XM_029342986.2	4.43735e-07	1.20544e-05	55.1335	58.2055	241.945
XM_044316350.1	1.017	0	0	0	12
XR_006393350.1	0	0	0	1	0
XM_029328913.2	220.321	206.201	84	325.8	190
XM_044311064.1	159.841	124.249	56.4941	37.2692	63.7426
XM_044324029.1	1.46233	2.18876	337.697	22.8389	279.285
XM_044328794.1	0	11.9132	5.06035	2.78068	29.4394
XM_029356873.2	1.96674e-05	0	0	3.80381e-06	0
XR_006396978.1	0	0	0	0	0
XM_029341882.2	433.837	1509.4	388.166	543.152	616.546
XM_029340761.2	251.578	13.853	40.2767	589.063	383.868
XM_044324424.1	21.9191	22	29	72.2701	45.2492
XR_006392631.1	2.54025	3.53587	30.5823	25.0819	0
XM_029347185.2	289.835	164.149	124.59	230.485	174.622
XM_044314817.1	0	0	0	0	0
XM_029354818.2	470	364	286	575	750
XR_006391544.1	12.5484	7.31542	15.2926	10.8398	23.9985
XM_029328188.2	434.431	367.176	301.07	361.58	338.075
XM_029338513.2	1071.77	999.526	825	1540.39	1018.3
XR_006392519.1	0	0	10.4172	20.057	25.1994
XM_044317018.1	201.818	106.411	56.9795	125.013	120.68
XM_044322731.1	179.663	133.916	49.8741	56.2317	265.504
XM_044316232.1	48.9533	4.1241	3.60446	4.5	18.7692
XM_044320451.1	79.1389	102.612	105.468	113.413	172.072
XM_029329719.2	99	336	192	350	108
XR_003825331.1	65	72	58	93	51
XM_029355667.2	177	111	82	126	142
XM_029330570.2	0	21.0331	0	0	0.00495179
XM_044326366.1	0	0	4.90438	5.37353	0
XM_029340211.2	203.802	70.1014	168.465	106.458	208.999
XM_044315912.1	5	29	15.0602	7.25738	21
XM_044309901.1	96.803	97.9291	43.8014	168.414	274.352
XM_029343534.2	46.5527	26.256	10.9693	10.0128	106.408
XM_044318297.1	44.8536	46	24	15	61.4055
XM_044327625.1	9.94286	6.57225	2.22564	0	2.26704
XM_029338992.2	81	242	96	97	158
XM_044317777.1	358.486	319.576	183.707	513.698	666.87
XM_029337933.2	0	0	0	23.4348	13.6285
XM_044307499.1	0	0	0	0	0
XM_044325794.1	0	6.50257	0	0	0
XM_044311057.1	18.6782	0	0	0	0
XM_044326793.1	1.22537	1	18.1179	0	15.7735
XM_029337092.2	8.93324e-07	0	0	0.0853946	0
XM_029345997.2	455.098	524.298	334.765	948.286	347.932
XM_044327255.1	2038.38	1556.82	2254.19	2953.47	2408.61
XM_029341426.2	0	0	0	0	3
XM_029329350.2	17366	15051	14247	21345	21913
XM_029331367.2	16.8955	50.5697	0	29.1117	70.797
XM_044312354.1	0	0	10	0	1
XM_029326555.2	316.086	370.838	160.318	797.86	675.63
XR_006396127.1	86.7714	74.5085	56.9605	32	154.118
XM_029323631.2	346.76	29	643.525	119.063	1889.83
XM_044317169.1	195.607	0	0	77.2252	0
XM_044319227.1	199.525	46.905	65.8809	198.339	185.719
XM_029354905.2	498.943	487.082	368.792	454.731	528.477
XM_044328349.1	24	605	446	551.25	43.0321
XM_044321280.1	0	0	0	0	0
XM_044320524.1	92.8655	5.46375	31.1975	10.7585	53.5346
XR_006391463.1	38	48	18	21	31
XM_029341864.2	22.3256	0	22.5262	33.3143	46.8175
XM_044315837.1	175.269	115.801	296.267	163.049	619.171
XM_029351977.2	49.6645	34.8119	29.5969	60.4641	5.4017
XM_029338585.2	2.07793e-06	0	125.97	235.018	171.509
XM_044307275.1	81.5745	37.5738	32.8258	48.1993	47.9158
XM_029350391.2	301.848	212.855	158	188.016	385
XM_029338457.2	16.6968	0	0	2.63319e-06	220.303
XM_029358715.2	92.963	159.793	0	0	0
XM_044313583.1	4	0	1	0	0
XM_044312749.1	59.5914	51.5672	0	0	0
XM_029343926.2	67.9648	113.433	219.341	266.538	151.943
XM_029336503.2	0	0	0	0	14.7628
XM_044322955.1	0	0	9.15543	0	0
XM_029333986.2	227.646	2.56961e-06	4.60358e-06	107.006	147.646
XM_029353385.2	0	0	0	0	5.01383
XM_029338701.2	787.39	787.56	549.206	1542.14	1153.13
XM_029340241.2	7529	5865	5129	5608	4588
XM_044325861.1	28.2801	56.8679	25.3015	102.389	44.0013
XM_029348785.2	0.0457959	58.1895	9.84902	474.036	185.576
XM_044311495.1	0	0	0	0	0
XM_044321766.1	722.381	835.098	310.256	713.016	2033.86
XR_006392350.1	96.469	56.3507	210.964	271.526	38.6416
XM_044316915.1	754	427	375	517	783
XM_029333560.2	31	8	14	33	18
XM_044321688.1	0	10.1039	0	0	24.8965
XM_044325207.1	22.7576	0	0	0	0
XM_044309150.1	88.5895	178.407	113.727	64.7382	158.422
XM_044310133.1	19.3447	101.056	0	28.7772	16.5544
XM_044326986.1	0	0	3	3	0
XM_044310361.1	0	0	0	5	0
XR_006397963.1	77	32	33	73	54
XM_029345147.2	133.733	104.927	118.089	248.71	39.8725
XR_006398018.1	2	1	6.48964	4.31166	6.52661
XM_044322868.1	252.917	153.18	333.976	569.672	38.2413
XM_044313142.1	182.225	462.012	131.626	252.591	643.792
XM_044309603.1	0	0	0	0	5.34202
XM_044327247.1	0	63.6201	101.255	0	3.58695e-05
XM_029348600.2	905.125	4.19833e-06	5.52411e-07	178.755	1287.06
XM_029349129.2	0.00264167	30.6925	9.69463e-05	0	71.4541
XM_044310801.1	24.102	19.6305	26.0294	23.9923	62.443
XM_029357151.2	65.5891	39.7533	96.3472	19.5399	370.002
XR_006394684.1	0	0	0	0	0
XM_044310040.1	20.0558	0	0	3	4
XM_044328903.1	452.504	125.928	436.009	320.665	539.558
XM_029358223.2	745	94	392	492	396
XM_029344291.2	0.0127499	0.316244	36.2895	241.679	313.562
XM_029335275.2	208.559	130.9	137.362	377.388	80.6888
XM_044311746.1	249.966	184.032	108.612	170.239	194.983
XM_044324759.1	35.2811	0	2.04819	15.7819	56.4954
XM_044312858.1	143.964	51.8376	56.7212	108.264	89.2419
XM_044329328.1	13.7964	21.8621	0	5.31332	28.0463
XM_029358727.2	260	142	81	244	408
XM_044306980.1	1138.17	521.477	810.86	0	703.912
XR_006396154.1	0	0	0	0	20.4177
XM_044326348.1	4080.53	124.785	100.639	1644.53	2928.93
XM_029358575.2	299.326	49.9928	0	0	1.08566e-08
XM_044314199.1	204.147	0	0	101.391	118.545
XM_044318719.1	7.26973	335.135	62.0082	139.792	50.8424
XM_029337905.2	610	140	287	466	445
XR_006394376.1	27.6308	10.5452	26.9678	36.2662	56.6473
XM_029335809.2	703.682	641.793	365.317	685.476	655.034
XM_029326973.2	0	0	0	0	0
XM_044307625.1	102	16	66	71	72
XM_029343640.2	295	147	126	282	435
XM_044311661.1	98.6232	104.282	29.0474	27.4011	0
XM_044327762.1	245.21	141.413	127.342	51.5512	134.485
XR_003824814.2	0	10	0	130.788	2.15962
XM_044309307.1	15.9946	6.04383	20.073	11.1298	20.4077
XM_029356184.2	0	23.5749	0	0	0.00271201
XM_029342005.2	88.7153	46	24	101	44.6865
XM_044308508.1	52.9751	14.904	12.4533	10.5458	10.0867
XM_029340058.2	92	87	27	48	38
XM_044319626.1	3	2	0.0431323	0	2
XR_006395694.1	0	2	2	8	0
XM_044321929.1	163.255	124.197	98.0871	127.797	285.648
XM_044310339.1	0	0	2.95613	6.15085	11.4341
XM_044323060.1	238.593	7.08498	0	9.23642	134.933
XM_044312808.1	0	0	4.02059	0	65.4737
XM_044311956.1	13.1879	14	11	5	20
XM_029356653.2	53	215	31	62.2731	43
XM_044310658.1	3.8565	34.4427	9.41249	0	9.1568
XM_029356676.2	808	589	1328	1794	1200
XM_044319574.1	0.000964309	0.145819	19.3433	0.239948	21.8805
XM_044312174.1	0	0	0	0	0
XR_006396054.1	0	0	0	0	0
XM_029357796.2	0	13.7724	0	36.6617	0
XM_044318150.1	472.432	289.625	210.406	407.133	428.381
XM_044317165.1	224.65	65.1434	74.8559	70.452	124.419
XM_029344213.2	248	251	212	135	129
XM_029334293.2	0	12.1121	13.5803	30.7973	7.38717
XM_029331431.2	496	668	344	588	412
XM_029330506.2	391	194	197	201	175.907
XM_029346575.2	2.37e-06	4.27693e-06	8.56315e-08	4.94206e-07	1.21703e-06
XM_044319128.1	0	0	0	0	0
XM_044309438.1	490.132	406.63	462.404	508.247	325.149
XM_029356934.2	859.38	173	271.659	269	217.517
XM_044311513.1	0	0	0	0	0
XM_044328177.1	2081	1104	1288	2600	1823
XM_029327762.2	0	27.7714	8.78295	24.8924	2.46781
XR_003826553.2	0	0	2	0	18
XM_044320447.1	98.6627	238.476	127.603	77.3864	91.3008
XM_029335348.2	365.996	96.5614	114.808	0	0
XM_044327188.1	35	23	24	5	60
XM_029342840.2	411.211	406.399	361.305	293.623	320.978
XR_006397175.1	26.7201	7.58245	4.84781	9.61483	26.7765
XM_044319176.1	137.012	113.326	192.499	125.019	412.936
XR_003826490.2	22	5	18.3456	17	64.2974
XM_044325785.1	328	329	396	573	749
XM_029343148.2	852.592	237.21	669.908	59.2066	580.809
XM_044328216.1	95.0802	77.095	64.3191	69.6465	130.498
XM_029329864.2	0.429155	31.5254	0.00234307	2.41026	0.00132267
XM_029328573.2	15.2569	0	0	0	10.7399
XM_044309714.1	0	0	3	0	0
XM_029334161.2	0	0	0	4.4538e-05	0
XM_029344153.2	7048	2850	1619	6972	7049
XM_029353453.2	12	13	19	36	75
XM_044315664.1	0	0	0	0	0
XM_044325614.1	574.684	1518.17	854.341	1690.67	938.837
XM_044320443.1	19.7049	0	5.41467	13.7487	95.1558
XM_029349939.2	4.3148	0	1.67713	17.3318	0
XM_029350249.2	842.394	959.541	356.99	1020.95	686.07
XM_029329570.2	6	31	15	43	84
XR_003824113.2	277	128	119.326	100	362
XM_029337651.2	0	0	0	0	0
XR_006393743.1	15	22	2	44.5687	26
XM_029331490.2	14	13	1	21	12
XR_006391960.1	632.187	356.015	192.273	299.673	619.381
XM_029338162.2	948.57	951.243	556.239	1100.01	1618
XM_029357467.2	0	0	0	0	0
XM_029349786.2	0	0	5	2	1
XR_006397892.1	101.712	82.2496	54	31.0575	52
XM_029332687.2	28	0	23	5	21
XM_029340908.2	2.63935e-07	158.51	260.288	555.202	955.231
XM_044328869.1	23.7432	17.2841	24.8957	30.2067	30.6304
XM_029337669.2	140.218	187.274	40.1876	567.365	126.559
XM_044308354.1	1686.44	732	870.767	136.384	318
XR_006396628.1	0	0	0	0	0
XM_044309452.1	0	0	0	0	0
XM_044317531.1	0	3	16	8.59004	2.70177
XM_044309283.1	0	0	0	2	4
XM_044323187.1	1105.81	722.276	385.204	772.776	666.642
XM_029324369.2	2.98367	19.4037	28.0915	75.5713	27.7739
XR_006392082.1	73.8793	45.3251	46.0737	33.0664	66.1266
XM_029337646.2	0	0	0	0	1.1686
XR_006392697.1	0	0	0	0	0
XM_029323519.2	28	39	65	69.173	52.2851
XM_029323667.2	316.605	134	104	211	197
XM_029334444.2	27.0306	1	2.27855	13.25	5.26511
XM_044324700.1	2.06639	0	0	0	0
XM_044309660.1	0	0	11.7129	0	0
XR_006392671.1	0.542168	0	0	0	0
XM_044325508.1	7.00184	77.0734	29.2164	197.307	50.7249
XM_044312261.1	0	0	0	0	0
XM_029329079.2	16.0232	0	111.079	53.623	0
XM_029357839.2	367.418	81.9593	143.201	102.094	155.046
XM_044319675.1	0	0	0	0	0
XM_044315448.1	182.355	114.636	16	110.765	34
XR_006392344.1	25.6474	68.5507	50.575	18.8486	19.9905
XM_029342627.2	157.444	18.4942	87.923	171.404	432.602
XM_044318622.1	454	357	355	450	652
XM_029350470.2	587	505	613	1206	1156
XM_029330301.2	2858.35	3796.49	3674.22	1825.38	1272.39
XR_003822741.2	107.248	51.5649	57.4781	150.501	152.734
XM_044327955.1	0	0	0	0	0
XM_044312744.1	53.5446	69.5407	72.6979	107.172	141.37
XM_029353719.2	1240.83	1091	1023.53	1272.64	1430.79
XM_029348525.2	38.3297	25.2213	0	7.8684	14.5306
XM_044324598.1	0	0	0	0	0
XR_003824232.2	23.0157	3.04625	17.0973	25.5561	47.5645
XM_044328555.1	3250	2242	1517	3472	2465
XM_029333694.2	805	585	360	558	689
XM_029334294.2	99.1286	113.647	91.3046	352.115	144.341
XR_006391555.1	0	15.2694	0	0	76.3407
XM_029335933.2	719	855	533	506	350
XM_044310954.1	0	0	8.92491	4	0
XM_044316024.1	74	24	29	69	234
XM_029326532.2	0	0	0	0	0
XM_044328482.1	60.1865	48.1085	11.3236	60.9513	76.4833
XM_044328365.1	0	0	0	0	0
XR_006392507.1	0	0	0	0	0
XM_029332985.2	132	46	84	148	102
XR_003824285.2	0	0	0	0	18
XM_044326708.1	59.7539	34	24.4678	28.7427	75.7465
XM_029354556.2	61	85.4034	52	54.0899	50
XM_029343287.2	126.769	0	279.556	237.258	223.378
XM_029338478.2	402.674	291.242	487.725	502.62	619.267
XM_029336570.2	203.331	0	49.4113	15.9702	0
XM_044326327.1	52.5942	12.5108	28.5932	67.3177	10
XM_044309708.1	63	59	114	144	232
XM_044319315.1	1008	679	425	461	566
XR_006391707.1	0	0	0	0	0
XM_044315107.1	7	13.2885	0	0.633309	0
XM_029332856.2	29.8098	0	11.5516	1.70343	0
XM_029357751.2	173.231	0	0	138.94	274.527
XM_029339270.2	39.2567	8.94497	4.49862	44.455	130.409
XR_006392464.1	15.0385	6.32231	57.9822	70.2677	3.71398
XM_044325138.1	3.14109	73.6783	0	292.132	0
XM_029349412.2	2.96954	15.1948	0	3.38353	0
XR_006393569.1	0	0	0	0	0
XM_044324781.1	0	135.849	126.275	59.1405	596.808
XM_044309694.1	0	8.93452	0	0	0
XM_044310307.1	1.5	0	0	5	0
XR_003828318.2	36.7803	12.2942	26.738	152.748	90.7292
XM_044328818.1	0	0	0	0	0
XM_029349715.2	286	98	48	104	40
XM_044326498.1	15.0779	2.06519	10.5461	1.11049	55.1092
XM_044320160.1	0	0	0	0	0
XM_029346314.2	1203	690	1058	1433	2070
XM_044316369.1	0	1	0	0	1
XM_029358179.2	0	0	0	0	0
XM_029347398.2	404	385	223	486	423
XR_006391343.1	18.1383	1	9.25086	16.0308	0
XM_044322973.1	147	95	130	174	157
XM_029339932.2	33315	31776	20050	35951	41690
XM_029324028.2	11	113	29	37	61.7915
XM_029344438.2	207.306	286.398	0	128.873	227.966
XM_044312096.1	0	0	0	2.77903	0
XM_029337687.2	47.6453	11.6251	20.3068	87.2871	240.556
XM_029331708.2	279.406	56.6296	316.296	489.338	775.965
XR_006394953.1	71	84	46	50	73
XM_044328788.1	549	370	442	527	478
XR_003823843.2	54	47	14	38	80
XM_029349093.2	23	65	29	101	203
XM_029340915.2	1240	986	622	918	564
XM_029354880.2	3	0	0	0	0
XM_029344847.2	3321.73	3484.81	1500.98	3218.06	1717.6
XM_044325863.1	0	0	0	0	0
XM_044321879.1	3540	4507.52	4161.17	3328.32	2042.48
XM_044320818.1	9.83339	0	1.11995	4	0
XR_006396509.1	127.814	26	32.3803	0	49
XR_006393057.1	24.5772	2.67165	24.2943	3.33254	45.8752
XM_044329263.1	0	41.8949	9.04328	14.1395	21.106
XM_029334745.2	704.428	933.832	1221.09	907.745	1032.07
XM_044317732.1	375	134	242	425	980
XM_044328239.1	0	0	0	0	0
XM_029341863.2	277.674	196	139.474	126.686	105.183
XM_044323120.1	24.2711	23.565	0	9.03337	0
XM_029324003.2	0	0	0	0	0
XM_044314378.1	7.25119	0	0	0	2.11996
XM_029353358.2	114	23	61	17	266
XM_044327677.1	0	0	0	0	3.70135
XM_044320085.1	0	18.8477	46.4585	0	0
XR_006391981.1	292.931	42.5116	313.142	17.9107	411.71
XM_044309001.1	78.8193	159.408	53.6585	100.232	85.8959
XM_029339079.2	1.71294e-08	131.768	1.72819e-05	1.65195	263.307
XM_029357605.2	324.081	309.705	93.2719	359.388	159.895
XM_029333910.2	3006.78	2951.73	1757.68	2777.59	1896.73
XM_044319565.1	1559	1706	393	1168	614
XM_044319119.1	17.2646	28	36	73	4
XM_044319107.1	19.833	0	0.021556	0.117759	0.503193
XR_006394230.1	0	0	0	0	0
XR_006395538.1	1.03827e-08	0	142.822	0	0.0367378
XM_044326201.1	120.46	2.81118	26.1242	187.568	44.8307
XM_044328191.1	8	0	0	0	10.7345
XR_006392719.1	65.3703	41.1342	26.057	37.5271	36.4908
XM_044313822.1	0	0	0	0	0
XM_029333510.2	76.4688	11.4848	118.549	176.239	187.374
XM_044313361.1	1978	1229	1229	1890	1861
XM_029354128.2	0	0	0	0	0
XM_029337352.2	40.1451	37.9959	0	62.0928	0
XM_044322726.1	4	0	0	2.54501	0
XM_029339598.2	561.8	444.977	98.3556	481.533	172.81
XM_029335287.2	0	0	0	31.1713	0
XR_006392054.1	0	0	0	0	0
XM_044321457.1	1032.03	895.661	930.058	685.163	452.752
XM_029330892.2	48.2648	19.8634	17.883	33	75
XM_044318881.1	64.508	31.3059	101.663	12.5823	180.054
XM_044312732.1	109.339	417.724	0.111344	211.421	0.290155
XR_006395892.1	277.851	53.0507	351.233	75.8651	759.669
XM_044317540.1	0	1.2309	0	8.78289	2.03555
XM_044317235.1	0	0	0.00271109	7	0
XM_044315998.1	0	0	0	1.80547	0
XM_044308612.1	0	0	0	0	0
XM_044328661.1	128.403	148.532	17.3191	95.688	138.085
XR_006391825.1	1.15129	1	7.41926	23.724	3.38333
XM_029323598.2	4226.94	5431.98	3846.89	8970	5482.26
XM_044319293.1	793	1692.66	525.662	628.343	902.44
XM_029338764.2	225.659	209.316	156.764	858.704	508.046
XR_006393955.1	20.6662	15.2963	30.5153	22.3894	33.1376
XM_044314243.1	0	73.5645	1.39747e-06	0	0
XM_029345489.2	0	112.689	108.77	14.3353	200.481
XM_029336115.2	199	274	160	271	354
XM_044322853.1	88.3181	29.3212	0	192.993	146.292
XM_029346162.2	876	682	306	780	618
XM_029353819.2	1335.25	489.286	1021.21	1623.1	1718.12
XM_029356265.2	32.9827	48.4936	28.9523	31.6447	124.304
XM_044309525.1	0	0	0	0	0.479071
XM_044317847.1	411	371	449	522	387
XM_044307951.1	0	0	15	2	0
XM_029339835.2	68.8388	0	0	27.6071	218.132
XM_029324123.2	30	50	40	100	411
XM_029336111.2	1724	1317	902	1450	1234
XR_003826393.2	4384.53	6358.62	17357.3	47749.7	21425
XM_029341865.2	82	100	78	86	146
XM_044329030.1	0	0	17.0602	12.8221	0
XR_003828453.2	0	0.272664	4	8.63553	8
XM_044327817.1	0	0	0	2.82352	0
XM_029356413.2	805	712	466	654	821
XR_006392499.1	0	0	0	4.3847e-08	0
XM_029339746.2	27.0538	31.7534	33.2137	0	0
XM_029340470.2	243	203	104	177	195
XR_006391944.1	0	0	3.55005	0	70.4047
XM_044308535.1	39.0059	36.9148	65.2261	198.384	185.868
XM_044318318.1	0	0	0	0	0
XM_044326960.1	0	1	2	6.54879	0
XR_006397691.1	0	0.00227634	0	212.029	226.767
XR_006397128.1	103.488	235.028	59.7027	27.6244	147.681
XR_006397516.1	0	0	0	0	0
XM_044310275.1	1024.44	242.57	138.278	830.708	291.905
XM_044318567.1	0	0	0	0	0
XR_003823193.2	16.1228	58.9923	34.2317	43.4727	85.8039
XM_029337027.2	1086	924	638	1322	990
XM_029347470.2	0	0	0	0	0
XR_006397192.1	40.9553	0	64.8853	0	189.586
XM_044324699.1	29.2263	78.9352	9.16708	25.2503	20.8023
XM_029327493.2	57.7218	21	4	56.6305	30.4267
XM_044321150.1	3.43613	11.7645	0	0	27.0082
XM_029350360.2	728.951	475.21	437.736	822.629	642.741
XM_044321915.1	14.217	46.6584	43.3921	68.9229	20.003
XM_044327108.1	125.932	0	32.8733	0	0
XM_044317588.1	0	0	0	0	0
XM_044326213.1	1593	2049.67	2172	2196.47	18287.9
XM_029345793.2	229	284	141	184	180
XM_029349966.2	0	0	0	6.57437	0
XM_044312804.1	26	2.12073	27.4275	4.53506	13.5563
XR_006391620.1	246.887	330.22	117.97	43.3966	15.8083
XM_044322637.1	21898	25378	14786	28550	13197
XM_044315577.1	2.95192	0	0	0	28.2223
XM_029350977.2	96.6676	232.841	76.9634	110.099	36.3506
XM_029346767.2	368.837	480.384	263.696	599.28	420.292
XR_006392980.1	41.4353	1.7713	24.8023	4.91995	150.901
XR_006394237.1	0	0	0	0	0
XM_029335291.2	0	0	0	0	0.452925
XM_044324666.1	234.94	341.606	209	432	446.632
XM_044310870.1	0	1	0	18.4557	18.6323
XM_029333824.2	48.4836	127.869	40.4708	78.6427	64.9265
XR_006396408.1	29	18	32	9	44
XR_006397086.1	39	23	8	35	46
XM_044323257.1	0	0	0	0	4.30998
XM_029329695.2	240	158	135	175	277
XM_044324612.1	226.046	250.35	115.348	128.788	168.457
XM_029342290.2	58	60	34	44	78
XM_044316735.1	206.168	0	204.609	178.466	255.106
XM_029325032.2	0	0	0	0	0
XM_044308634.1	0	0	0	0	0
XM_044323525.1	1111	1193	1007	939	896
XM_029335207.2	624	321	287	399	665
XM_044319857.1	0	1.68453	1	7	1.2193
XM_029342517.2	0	0	0	0	1.825
XM_044310187.1	5.07539	2.7494	102.421	59.7253	88.9365
XM_029328972.2	531	174	216	804.975	682
XM_029340499.2	994	823	430	909	597
XM_044317157.1	6.3894	0	0	0	0
XM_044327571.1	373	418	108	428	280
XM_044316650.1	23	22	51.4533	57.9793	127
XM_044311399.1	11.6972	16.2796	29.3791	7.08986	28.2306
XM_029330248.2	131.599	322.439	253.062	307.763	65.0411
XM_029355512.2	0	0	0	49.2998	0
XM_029343008.2	753	649	585	849	710
XM_044318513.1	130	56	54	0	0
XR_006394282.1	0	0	0	0	0
XM_029341971.2	711.325	441.253	376.544	562.636	390.751
XM_044324843.1	524.074	0	46.6496	57.0551	3.32488e-05
XM_044315654.1	0	0	0	5.28682	6.69686
XM_044310635.1	33	12.0797	43.2176	18.7503	26
XM_029332934.2	1360	794	690	1294	1222
XM_044310027.1	0	0	0	0	0
XM_029343513.2	0	0	0	0	0
XM_029341667.2	970	1555	606	795	942
XM_044322907.1	0	131.936	48.8251	257.787	470.514
XM_044326159.1	8.35053	0	0	0	6.61581
XR_006392110.1	28	6	16	6	80
XM_029343782.2	793.669	476.817	331.52	569.878	531.989
XM_044320930.1	194.745	4.1576	6.48655	190.589	127.85
XM_029347043.2	3458	3980	2804	2212	1664
XM_044327355.1	0	0	0	0	0
XM_044315875.1	18.4312	0	1.03635	5.53199	5.26711
XM_029339378.2	755	986	1142	1309	626
XM_029330982.2	57	18	28	42	57
XM_029345540.2	94	176	44245	69	49
XM_029345961.2	293.039	84.526	100.603	240.933	258.383
XM_029326308.2	1045.34	674.745	604.227	831.272	1066
XM_029332101.2	0	27	56	8.93129	41
XM_044322127.1	0	0	0	0	4.67404
XM_044316632.1	0	0	0	25.6533	0
XM_044310231.1	74.3338	216.746	107.621	67.8416	541.064
XM_029332922.2	895.44	247.973	247.076	579.583	626.308
XM_044324946.1	60	2	8	25	15
XM_029335880.2	487	469	333	405	392
XR_006396827.1	13.588	0	30	18	75.4496
XR_003827074.2	19	3	27	14	27
XM_044328226.1	63.454	273.365	68.1649	65.2484	80.6193
XM_044328614.1	0	2.79897	5.68389	0	0
XM_044313018.1	0	0	0	0	41.7486
XM_044318734.1	726.781	595	505	841	534
XM_044327362.1	14.4226	5	1	2	5
XM_029330401.2	1644	1037	734	1173	1053
XM_029343019.2	1086	744	692	1030	801
XM_044321244.1	101	45	46	44	43
XM_044308221.1	77.5297	26.9333	14.4909	27.0038	34.3401
XM_044324129.1	13	3	1	1	2
XM_029346694.2	4	3	2	0	15
XM_044329150.1	44.2935	21.1448	12.608	23.9705	86.7837
XR_006393684.1	0	0	0	0	0
XM_044307717.1	5.04294	1.88564e-06	2.16002	7.14827e-07	1.20162e-06
XM_029328902.2	1609.37	1432.45	1440.9	1410.68	1456.84
XM_029353105.2	7	5	4	0	26
XM_029323597.2	930	501	345	444	690
XM_044317881.1	0	0	0	0	0.068525
XM_044326859.1	0	0	0	29.3516	119.328
XM_029344931.2	144	80	172	104	223
XM_044314282.1	30	7	29.0546	15.8579	5.53296
XM_029333932.2	205.328	302.584	258	221.344	324.115
XM_044323128.1	2.80236	6	6.45832	4.24446	22.4841
XM_044307725.1	91.8602	154.646	0	60.5035	0
XM_029341263.2	1054.25	1396.74	576.189	1244.31	2006.7
XM_044316673.1	0.000137465	20.4851	70.9167	6.20602e-06	1.38798e-06
XM_029334451.2	194.581	437.54	503.99	822.541	1727.59
XM_044326595.1	1.65407	18.8966	0	0	0
XM_029323717.2	0	47.4731	0	47.3748	0
XR_003824334.2	0	21.0579	0	0	44.4382
XM_044313399.1	0	0	0	2	0
XM_044312768.1	0	0	0	0	0
XM_029355468.2	383.021	316.085	98.379	163.723	126.274
XM_044324933.1	15	11	0	37.0316	38
XR_003827031.2	49	1	62	53	188
XM_044320299.1	446.114	238.101	288.204	451.434	342.416
XM_044323695.1	0	0	0	7.39444	0
XM_029346532.2	829.985	447	499.698	713.56	873.328
XM_044329110.1	3	4	2	2	7
XM_029332516.2	1044.42	690.479	1370.54	3642.22	2237.74
XM_029337664.2	914.322	544	535.959	750.821	829.424
XM_029332091.2	3753.03	1788.49	1162.01	2893.84	2728.56
XM_044325820.1	13	0	12.7629	0	37.5662
XM_044327686.1	265.144	300.248	267.298	484.942	693.664
XM_044328995.1	6.60289	42.8456	28.5968	67.8733	0
