"","miRNA","lncRNA","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","PCC.cor","p_value","adjusted_p_value"
"3403","Cluster_8884","lncRNA_3150",167,-21.83,"2 16","166 186",14,"92.86%","92.86%",NA,NA,NA
"3404","Cluster_8884","lncRNA_3378",155,-20.01,"2 12","2302 2322",10,"100.00%","100.00%",-0.979412171626899,0.129404183587725,0.98228265447747
"3405","Cluster_8884","lncRNA_3818",155,-20.77,"2 12","2602 2622",10,"100.00%","100.00%",-0.963272186669284,0.173073638094822,0.98228265447747
"3406","Cluster_8884","lncRNA_3818",155,-20.77,"2 12","9042 9062",10,"100.00%","100.00%",-0.963272186669284,0.173073638094822,0.98228265447747
"3407","Cluster_8884","lncRNA_3819",155,-20.77,"2 12","2602 2622",10,"100.00%","100.00%",-0.964051414876017,0.171216535455315,0.98228265447747
"3408","Cluster_8884","lncRNA_3819",155,-20.77,"2 12","9042 9062",10,"100.00%","100.00%",-0.964051414876017,0.171216535455315,0.98228265447747
"3409","Cluster_8884","lncRNA_3820",155,-20.77,"2 12","6122 6142",10,"100.00%","100.00%",-0.964784617003711,0.169450995704386,0.98228265447747
"3410","Cluster_8884","lncRNA_3835",167,-24.29,"2 20","3587 3607",18,"72.22%","88.89%",0.748812120036643,0.461249060280124,0.98228265447747
"3411","Cluster_8884","lncRNA_3952",165,-20.55,"2 19","8622 8644",19,"78.95%","84.21%",-0.980554484001998,0.125750909811256,0.98228265447747
"3412","Cluster_8884","lncRNA_3954",165,-20.55,"2 19","7784 7806",19,"78.95%","84.21%",-0.942184166743244,0.217537172420917,0.98228265447747
"3413","Cluster_8884","lncRNA_3996",156,-20.59,"2 19","592 611",17,"70.59%","88.24%",-0.382164091843555,0.75035782152104,0.98650082313936
"3414","Cluster_8884","lncRNA_4233",157,-20.73,"2 19","2048 2069",18,"66.67%","88.89%",-0.998086040734265,0.0393940615297921,0.98228265447747
"3415","Cluster_8884","lncRNA_4233",157,-20.73,"2 19","4769 4790",18,"66.67%","88.89%",-0.998086040734265,0.0393940615297921,0.98228265447747
"3416","Cluster_8884","lncRNA_4234",157,-20.73,"2 19","1190 1211",18,"66.67%","88.89%",-0.999803713043602,0.0126138582254926,0.865936681720532
"3417","Cluster_8884","lncRNA_4234",157,-20.73,"2 19","3911 3932",18,"66.67%","88.89%",-0.999803713043602,0.0126138582254926,0.865936681720532
"3418","Cluster_8884","lncRNA_4735",155,-20.04,"2 12","205 225",10,"100.00%","100.00%",-0.247963773576606,0.840477206139426,0.995313587247997
"3419","Cluster_8884","lncRNA_4924",150,-21.78,"2 20","2875 2896",19,"63.16%","78.95%",-0.984165510245882,0.113441483615737,0.98228265447747
"3420","Cluster_8884","lncRNA_5495",174,-23.98,"2 20","497 518",19,"84.21%","89.47%",0.213623629846371,0.862946764248839,0.995971053942317
"3421","Cluster_8884","lncRNA_5497",155,-20.24,"2 20","597 617",18,"61.11%","83.33%",-0.676167804948884,0.527278858332984,0.98228265447747
"3422","Cluster_8884","lncRNA_5709",150,-20.42,"2 17","5180 5202",17,"70.59%","88.24%",0.199492411695672,0.87214135302834,0.996881652284331
"3423","Cluster_8884","lncRNA_5960",162,-20.2,"2 19","15640 15660",17,"76.47%","82.35%",-0.967361104632734,0.163098970756372,0.98228265447747
"3424","Cluster_8884","lncRNA_5960",162,-20.2,"2 19","214 234",17,"76.47%","82.35%",-0.967361104632734,0.163098970756372,0.98228265447747
"3425","Cluster_8884","lncRNA_6136",167,-21.66,"2 20","7112 7132",18,"77.78%","83.33%",0.753406539661709,0.45681854619231,0.98228265447747
"3426","Cluster_8884","lncRNA_6198",157,-20.54,"2 19","235 258",20,"70.00%","80.00%",0.273438724269579,0.823677845434459,0.994599295811242
"3427","Cluster_8884","lncRNA_644",167,-20.64,"2 20","3829 3849",18,"77.78%","83.33%",-0.969663035087876,0.157211848734447,0.98228265447747
"3428","Cluster_8884","lncRNA_6487",164,-20.85,"2 17","111 131",15,"86.67%","86.67%",-0.994383661201834,0.0675033368505377,0.98228265447747
"3429","Cluster_8884","lncRNA_6788",162,-21.15,"2 19","7752 7772",17,"76.47%","82.35%",0.879580716622887,0.315646368697738,0.98228265447747
"3430","Cluster_8884","lncRNA_681",161,-21.71,"2 20","3317 3336",18,"77.78%","83.33%",-0.963508750282815,0.172511907338469,0.98228265447747
"3431","Cluster_8884","lncRNA_7557",163,-20.83,"2 20","6444 6464",18,"77.78%","77.78%",-0.969869092036793,0.156674305576042,0.98228265447747
"3432","Cluster_8884","lncRNA_7664",166,-22.82,"2 19","8246 8266",17,"76.47%","88.24%",-0.999166067275423,0.0260010457034604,0.98228265447747
"3433","Cluster_8884","lncRNA_7686",154,-20.67,"2 20","1775 1797",20,"65.00%","80.00%",-0.975936085367914,0.139943596164159,0.98228265447747
"3434","Cluster_8884","lncRNA_7687",154,-20.67,"2 20","1768 1790",20,"65.00%","80.00%",-0.976280868761611,0.138933408735737,0.98228265447747
"3435","Cluster_8884","lncRNA_7690",154,-20.09,"2 20","6064 6081",18,"77.78%","83.33%",-0.972445257472898,0.149794412918738,0.98228265447747
"3436","Cluster_8884","lncRNA_8012",178,-20.46,"2 20","1757 1778",19,"89.47%","89.47%",-0.96908662571174,0.158706061615589,0.98228265447747
"3437","Cluster_8884","lncRNA_8099",164,-20.08,"2 19","679 698",17,"82.35%","88.24%",-0.997928242752317,0.0409863799867916,0.98228265447747
"3438","Cluster_8884","lncRNA_8298",152,-21.88,"2 20","1358 1378",19,"68.42%","84.21%",-0.995756145421219,0.058671754792446,0.98228265447747
"3439","Cluster_8884","lncRNA_854",158,-20.08,"2 20","22803 22827",22,"68.18%","77.27%",-0.967024188428475,0.163943266097797,0.98228265447747
"3440","Cluster_8884","lncRNA_9553",161,-20.5,"2 20","2506 2525",18,"77.78%","83.33%",-0.980840852739129,0.124818526022658,0.98228265447747
"3441","Cluster_8884","lncRNA_9595",157,-20.85,"2 20","53 72",18,"66.67%","88.89%",0.132343007149189,0.915499924519306,0.999683876482755
"3442","Cluster_8884","lncRNA_9660",155,-20.29,"2 20","5992 6012",18,"61.11%","83.33%",-0.974505816306955,0.144059759185241,0.98228265447747
"3443","Cluster_8884","lncRNA_9661",155,-20.29,"2 20","5423 5443",18,"61.11%","83.33%",-0.976121894259804,0.139400086086393,0.98228265447747
"3444","Cluster_8884","lncRNA_9723",174,-21.81,"2 19","3713 3733",17,"88.24%","88.24%",-0.962427092981609,0.175065993843847,0.98228265447747
"3445","Cluster_8884","lncRNA_9794",152,-20.36,"2 20","4374 4392",18,"72.22%","77.78%",-0.963160289433409,0.173338724505765,0.98228265447747
"3446","Cluster_8884","lncRNA_9794",187,-29.5,"2 20","10121 10141",18,"94.44%","94.44%",-0.963160289433409,0.173338724505765,0.98228265447747
"3447","Cluster_8884","lncRNA_9795",187,-29.5,"2 20","5244 5264",18,"94.44%","94.44%",-0.962845883437392,0.174081450582944,0.98228265447747
"3448","Cluster_8884","lncRNA_9992",173,-24.42,"2 20","1932 1951",18,"83.33%","94.44%",-0.961583327786563,0.177033410026269,0.98228265447747
"3449","Cluster_8887","lncRNA_1112",161,-20.35,"2 20","2085 2108",21,"76.19%","80.95%",-0.898751941052067,0.288950029760546,0.98228265447747
"3450","Cluster_8887","lncRNA_1366",155,-20.66,"2 12","429 449",10,"100.00%","100.00%",-0.815308279849395,0.393134940971837,0.98228265447747
"3451","Cluster_8887","lncRNA_1563",168,-22.56,"2 17","16771 16791",15,"86.67%","93.33%",-0.849142935512721,0.354238085106527,0.98228265447747
"3452","Cluster_8887","lncRNA_1578",174,-20.92,"2 19","3381 3401",17,"82.35%","94.12%",-0.943157253672907,0.215680874313675,0.98228265447747
"3453","Cluster_8887","lncRNA_1609",167,-21.62,"2 20","8097 8117",18,"77.78%","83.33%",-0.822818013511023,0.384801213057654,0.98228265447747
"3454","Cluster_8887","lncRNA_1610",167,-21.62,"2 20","8024 8044",18,"77.78%","83.33%",-0.822854059768434,0.384760831896147,0.98228265447747
"3455","Cluster_8887","lncRNA_1684",154,-20.45,"2 20","745 762",18,"77.78%","83.33%",-0.613062424024876,0.579874810139471,0.98228265447747
"3456","Cluster_8887","lncRNA_1742",150,-20.93,"2 20","299 323",22,"63.64%","72.73%",-0.805991090711787,0.403265787543809,0.98228265447747
"3457","Cluster_8887","lncRNA_2327",165,-27.06,"2 20","6928 6951",21,"80.95%","80.95%",-0.66342671607909,0.53820288608989,0.98228265447747
"3458","Cluster_8887","lncRNA_2514",154,-20.45,"2 20","1631 1648",18,"77.78%","83.33%",-0.819941328215592,0.388011989849663,0.98228265447747
"3459","Cluster_8887","lncRNA_2515",154,-20.45,"2 20","1172 1189",18,"77.78%","83.33%",-0.845743176259073,0.358315014423357,0.98228265447747
"3460","Cluster_8887","lncRNA_2516",154,-20.45,"2 20","248 265",18,"77.78%","83.33%",-0.846925160462127,0.356902318309335,0.98228265447747
"3461","Cluster_8887","lncRNA_2627",173,-20.33,"2 19","7125 7146",18,"83.33%","94.44%",-0.892822212166368,0.297443826565507,0.98228265447747
"3462","Cluster_8887","lncRNA_2628",173,-20.33,"2 19","6276 6297",18,"83.33%","94.44%",-0.895245068303909,0.294000828713491,0.98228265447747
"3463","Cluster_8887","lncRNA_3019",161,-21.08,"2 19","87 108",18,"77.78%","83.33%",-0.796982704863131,0.412856330611319,0.98228265447747
"3464","Cluster_8887","lncRNA_3150",167,-21.83,"2 16","166 186",14,"92.86%","92.86%",NA,NA,NA
"3465","Cluster_8887","lncRNA_328",148,-22.08,"2 20","1354 1376",21,"66.67%","76.19%",-0.352279713605102,0.770813154089854,0.988764207725682
"3466","Cluster_8887","lncRNA_3378",155,-20.37,"2 12","2302 2322",10,"100.00%","100.00%",-0.885762821854654,0.307271765861289,0.98228265447747
"3467","Cluster_8887","lncRNA_3660",150,-20.34,"2 16","4708 4729",15,"73.33%","86.67%",-0.792027158343498,0.418051575744708,0.98228265447747
"3468","Cluster_8887","lncRNA_3705",151,-21.36,"2 12","636 656",10,"90.00%","100.00%",-0.807773272452923,0.401345098280676,0.98228265447747
"3469","Cluster_8887","lncRNA_3818",155,-20.77,"2 12","2602 2622",10,"100.00%","100.00%",-0.851866736659222,0.350941220368387,0.98228265447747
"3470","Cluster_8887","lncRNA_3818",155,-20.77,"2 12","9042 9062",10,"100.00%","100.00%",-0.851866736659222,0.350941220368387,0.98228265447747
"3471","Cluster_8887","lncRNA_3819",155,-20.77,"2 12","2602 2622",10,"100.00%","100.00%",-0.853390981856723,0.34908411772888,0.98228265447747
"3472","Cluster_8887","lncRNA_3819",155,-20.77,"2 12","9042 9062",10,"100.00%","100.00%",-0.853390981856723,0.34908411772888,0.98228265447747
"3473","Cluster_8887","lncRNA_3820",155,-20.77,"2 12","6122 6142",10,"100.00%","100.00%",-0.854833341815821,0.347318577977951,0.98228265447747
"3474","Cluster_8887","lncRNA_3835",167,-24.67,"2 20","3587 3607",18,"72.22%","88.89%",0.902552724162295,0.28338147800656,0.98228265447747
"3475","Cluster_8887","lncRNA_3952",165,-20.55,"2 19","8622 8644",19,"78.95%","84.21%",-0.888411702309803,0.303618492084821,0.98228265447747
"3476","Cluster_8887","lncRNA_3954",165,-20.55,"2 19","7784 7806",19,"78.95%","84.21%",-0.813238630031973,0.395404754694482,0.98228265447747
"3477","Cluster_8887","lncRNA_3996",156,-20.95,"2 19","592 611",17,"70.59%","88.24%",-0.622185103321452,0.572490239247475,0.98228265447747
"3478","Cluster_8887","lncRNA_4233",157,-22.64,"2 19","2048 2069",18,"66.67%","88.89%",-0.976437017225523,0.138473520743772,0.98228265447747
"3479","Cluster_8887","lncRNA_4233",157,-22.64,"2 19","4769 4790",18,"66.67%","88.89%",-0.976437017225523,0.138473520743772,0.98228265447747
"3480","Cluster_8887","lncRNA_4234",157,-22.64,"2 19","1190 1211",18,"66.67%","88.89%",-0.966497881428863,0.165253724048072,0.98228265447747
"3481","Cluster_8887","lncRNA_4234",157,-22.64,"2 19","3911 3932",18,"66.67%","88.89%",-0.966497881428863,0.165253724048072,0.98228265447747
"3482","Cluster_8887","lncRNA_4268",155,-21.65,"2 20","397 414",18,"72.22%","83.33%",-0.875394846219976,0.321202888449596,0.98228265447747
"3483","Cluster_8887","lncRNA_4735",155,-20.42,"2 12","205 225",10,"100.00%","100.00%",-0.505508805810881,0.662609623865862,0.98228265447747
"3484","Cluster_8887","lncRNA_4924",150,-22.1,"2 20","2875 2896",19,"63.16%","78.95%",-0.897121041538783,0.291309065889302,0.98228265447747
"3485","Cluster_8887","lncRNA_5495",174,-26.64,"2 20","497 518",19,"84.21%","89.47%",-0.0640671161810004,0.959185653477596,0.999683876482755
"3486","Cluster_8887","lncRNA_5497",155,-20.56,"2 20","597 617",18,"61.11%","83.33%",-0.446772838204849,0.705146440606549,0.98228265447747
"3487","Cluster_8887","lncRNA_5709",150,-20.05,"2 17","5180 5202",17,"70.59%","88.24%",-0.0784730879926433,0.949991064698095,0.999683876482755
"3488","Cluster_8887","lncRNA_5960",162,-20.2,"2 19","15640 15660",17,"76.47%","82.35%",-0.859968179073859,0.340966553029937,0.98228265447747
"3489","Cluster_8887","lncRNA_5960",162,-20.2,"2 19","214 234",17,"76.47%","82.35%",-0.859968179073859,0.340966553029937,0.98228265447747
"3490","Cluster_8887","lncRNA_6136",167,-21.29,"2 20","7112 7132",18,"77.78%","83.33%",0.905527432196079,0.278950963918746,0.98228265447747
"3491","Cluster_8887","lncRNA_6160",159,-20.32,"2 20","2510 2530",18,"66.67%","83.33%",-0.876331567944142,0.319967110009152,0.98228265447747
"3492","Cluster_8887","lncRNA_6198",157,-20.54,"2 19","235 258",20,"70.00%","80.00%",-0.00242754978282718,0.998454572291976,0.999727376880822
"3493","Cluster_8887","lncRNA_644",167,-20.96,"2 20","3829 3849",18,"77.78%","83.33%",-0.999473676328193,0.0206557335391182,0.98228265447747
"3494","Cluster_8887","lncRNA_6487",164,-20.48,"2 17","111 131",15,"86.67%","86.67%",-0.985010794758158,0.110364245423026,0.98228265447747
"3495","Cluster_8887","lncRNA_6788",162,-21.18,"2 19","7752 7772",17,"76.47%","82.35%",0.976671938111002,0.137778786424174,0.98228265447747
"3496","Cluster_8887","lncRNA_681",161,-21.71,"2 20","3317 3336",18,"77.78%","83.33%",-0.999964613662448,0.00535567493509998,0.68452864595018
"3497","Cluster_8887","lncRNA_7026",165,-20.51,"2 19","13615 13636",18,"72.22%","94.44%",-0.985293076629452,0.109317511748013,0.98228265447747
"3498","Cluster_8887","lncRNA_7028",165,-20.51,"2 19","7547 7568",18,"72.22%","94.44%",-0.995994401109716,0.0569998777038357,0.98228265447747
"3499","Cluster_8887","lncRNA_7029",165,-20.51,"2 19","7547 7568",18,"72.22%","94.44%",-0.995994401109716,0.0569998777038357,0.98228265447747
"3500","Cluster_8887","lncRNA_7030",165,-20.51,"2 19","7547 7568",18,"72.22%","94.44%",-0.995994401109716,0.0569998777038357,0.98228265447747
"3501","Cluster_8887","lncRNA_7031",165,-20.51,"2 19","7547 7568",18,"72.22%","94.44%",-0.995994401109716,0.0569998777038357,0.98228265447747
"3502","Cluster_8887","lncRNA_7032",165,-20.51,"2 19","7547 7568",18,"72.22%","94.44%",-0.995994401109716,0.0569998777038357,0.98228265447747
"3503","Cluster_8887","lncRNA_7033",165,-20.51,"2 19","7547 7568",18,"72.22%","94.44%",-0.995994401109716,0.0569998777038357,0.98228265447747
"3504","Cluster_8887","lncRNA_7034",165,-20.51,"2 19","7547 7568",18,"72.22%","94.44%",-0.995994401109716,0.0569998777038357,0.98228265447747
"3505","Cluster_8887","lncRNA_7035",165,-20.51,"2 19","7547 7568",18,"72.22%","94.44%",-0.995994401109716,0.0569998777038357,0.98228265447747
"3506","Cluster_8887","lncRNA_7036",165,-20.51,"2 19","7473 7494",18,"72.22%","94.44%",-0.976087322590912,0.139501369529048,0.98228265447747
"3507","Cluster_8887","lncRNA_7037",165,-20.51,"2 19","7473 7494",18,"72.22%","94.44%",-0.995994401109716,0.0569998777038357,0.98228265447747
"3508","Cluster_8887","lncRNA_7038",165,-20.51,"2 19","7471 7492",18,"72.22%","94.44%",-0.976087322590912,0.139501369529048,0.98228265447747
"3509","Cluster_8887","lncRNA_7039",165,-20.51,"2 19","7471 7492",18,"72.22%","94.44%",-0.976087322590912,0.139501369529048,0.98228265447747
"3510","Cluster_8887","lncRNA_7040",165,-20.51,"2 19","7471 7492",18,"72.22%","94.44%",-0.995994401109716,0.0569998777038357,0.98228265447747
"3511","Cluster_8887","lncRNA_7041",165,-20.51,"2 19","7471 7492",18,"72.22%","94.44%",-0.995994401109716,0.0569998777038357,0.98228265447747
"3512","Cluster_8887","lncRNA_7042",165,-20.51,"2 19","7471 7492",18,"72.22%","94.44%",-0.995994401109716,0.0569998777038357,0.98228265447747
"3513","Cluster_8887","lncRNA_7043",165,-20.51,"2 19","7471 7492",18,"72.22%","94.44%",-0.995994401109716,0.0569998777038357,0.98228265447747
"3514","Cluster_8887","lncRNA_7044",165,-20.51,"2 19","7471 7492",18,"72.22%","94.44%",-0.995994401109716,0.0569998777038357,0.98228265447747
"3515","Cluster_8887","lncRNA_7045",165,-20.51,"2 19","4078 4099",18,"72.22%","94.44%",-0.975354097892173,0.141632689834835,0.98228265447747
"3516","Cluster_8887","lncRNA_7046",165,-20.51,"2 19","3316 3337",18,"72.22%","94.44%",-0.999189620337115,0.0256311870814437,0.98228265447747
"3517","Cluster_8887","lncRNA_7557",163,-20.46,"2 20","6444 6464",18,"77.78%","77.78%",-0.865074647324866,0.334541887849607,0.98228265447747
"3518","Cluster_8887","lncRNA_7664",166,-22.82,"2 19","8246 8266",17,"76.47%","88.24%",-0.949161124987641,0.203868627977027,0.98228265447747
"3519","Cluster_8887","lncRNA_7686",154,-20.45,"2 20","1775 1797",20,"65.00%","80.00%",-0.877957859347809,0.317811178437724,0.98228265447747
"3520","Cluster_8887","lncRNA_7687",154,-20.45,"2 20","1768 1790",20,"65.00%","80.00%",-0.87871641442293,0.316800991009301,0.98228265447747
"3521","Cluster_8887","lncRNA_7690",154,-20.45,"2 20","6064 6081",18,"77.78%","83.33%",-0.87044523904137,0.327661995192303,0.98228265447747
"3522","Cluster_8887","lncRNA_8012",178,-20.46,"2 20","1757 1778",19,"89.47%","89.47%",-0.863469262883595,0.336573643889154,0.98228265447747
"3523","Cluster_8887","lncRNA_8099",164,-20.08,"2 19","679 698",17,"82.35%","88.24%",-0.941489037324161,0.218853962260356,0.98228265447747
"3524","Cluster_8887","lncRNA_8298",152,-21.51,"2 20","1358 1378",19,"68.42%","84.21%",-0.982523165406378,0.119195827481119,0.98228265447747
"3525","Cluster_8887","lncRNA_854",158,-20.08,"2 20","22803 22827",22,"68.18%","77.27%",-0.859290591756338,0.341810848371362,0.98228265447747
"3526","Cluster_8887","lncRNA_8859",157,-20.08,"2 20","16056 16075",18,"72.22%","83.33%",-0.913853219932576,0.266184550404852,0.98228265447747
"3527","Cluster_8887","lncRNA_9248",158,-20.38,"2 19","257 277",17,"70.59%","82.35%",-0.947072160012074,0.208051854632053,0.98228265447747
"3528","Cluster_8887","lncRNA_9553",161,-20.13,"2 20","2506 2525",18,"77.78%","83.33%",-0.889083063404346,0.302686108296222,0.98228265447747
"3529","Cluster_8887","lncRNA_9595",157,-20.85,"2 20","53 72",18,"66.67%","88.89%",-0.14613613204035,0.90663249320713,0.999683876482755
"3530","Cluster_8887","lncRNA_9615",165,-23.51,"2 18","3292 3312",16,"75.00%","93.75%",-0.4180458758886,0.725430257731855,0.984022194100109
"3531","Cluster_8887","lncRNA_9660",155,-20.65,"2 20","5992 6012",18,"61.11%","83.33%",-0.874844175967908,0.321927341458805,0.98228265447747
"3532","Cluster_8887","lncRNA_9661",155,-20.65,"2 20","5423 5443",18,"61.11%","83.33%",-0.878366258788472,0.317267668359957,0.98228265447747
"3533","Cluster_8887","lncRNA_9723",174,-21.44,"2 19","3713 3733",17,"88.24%","88.24%",-0.85022342053565,0.352933576117412,0.98228265447747
"3534","Cluster_8887","lncRNA_9739",157,-20.67,"2 20","2689 2708",18,"72.22%","83.33%",-0.852346801682967,0.350357273724058,0.98228265447747
"3535","Cluster_8887","lncRNA_9739",163,-20.06,"2 20","20914 20934",18,"77.78%","77.78%",-0.852346801682967,0.350357273724058,0.98228265447747
"3536","Cluster_8887","lncRNA_9794",152,-23.02,"2 20","4374 4392",18,"72.22%","77.78%",-0.851648571433379,0.35120630677933,0.98228265447747
"3537","Cluster_8887","lncRNA_9794",187,-29.13,"2 20","10121 10141",18,"94.44%","94.44%",-0.851648571433379,0.35120630677933,0.98228265447747
"3538","Cluster_8887","lncRNA_9795",187,-29.13,"2 20","5244 5264",18,"94.44%","94.44%",-0.851036524024083,0.351949032856509,0.98228265447747
"3539","Cluster_8887","lncRNA_9992",173,-24.42,"2 20","1932 1951",18,"83.33%","94.44%",-0.848592503131107,0.354900992299833,0.98228265447747
"3540","Cluster_8888","lncRNA_055",165,-20.12,"2 20","2 21",18,"83.33%","83.33%",-0.348443128853029,0.773420894972672,0.989314661972317
"3541","Cluster_8888","lncRNA_1578",174,-21.3,"2 19","3381 3401",17,"82.35%","94.12%",-0.469590004818626,0.688803487184404,0.98228265447747
"3542","Cluster_8888","lncRNA_1684",154,-22.08,"2 20","745 762",18,"77.78%","83.33%",0.0831520355378342,0.947002576989801,0.999683876482755
"3543","Cluster_8888","lncRNA_1742",150,-21.17,"2 20","299 323",22,"63.64%","72.73%",-0.192950870758507,0.876388400414539,0.997147789008153
"3544","Cluster_8888","lncRNA_1752",154,-20.03,"2 19","148 168",17,"64.71%","82.35%",0.954732554622175,0.192282679611967,0.98228265447747
"3545","Cluster_8888","lncRNA_2327",165,-22.82,"2 20","6928 6951",21,"80.95%","80.95%",-0.994779281905505,0.0650802732191612,0.98228265447747
"3546","Cluster_8888","lncRNA_2514",154,-22.08,"2 20","1631 1648",18,"77.78%","83.33%",-0.21640358794717,0.861134602720392,0.995836984441768
"3547","Cluster_8888","lncRNA_2515",154,-22.08,"2 20","1172 1189",18,"77.78%","83.33%",-0.261694196461287,0.831437627294087,0.995274073246762
"3548","Cluster_8888","lncRNA_2516",154,-22.08,"2 20","248 265",18,"77.78%","83.33%",-0.263835275952476,0.830024931180064,0.995274073246762
"3549","Cluster_8888","lncRNA_2627",173,-21.96,"2 19","7125 7146",18,"83.33%","94.44%",-0.352642382367533,0.770566439436237,0.98869752583697
"3550","Cluster_8888","lncRNA_2628",173,-21.96,"2 19","6276 6297",18,"83.33%","94.44%",-0.357698013063066,0.76712344158422,0.988031305747001
"3551","Cluster_8888","lncRNA_3680",166,-20.38,"2 20","8408 8429",19,"78.95%","84.21%",-0.300608667697749,0.805620391391615,0.994248178674756
"3552","Cluster_8888","lncRNA_368",166,-21.15,"2 17","5 24",15,"93.33%","93.33%",-0.999948197892223,0.0064799359200271,0.733461705393618
"3553","Cluster_8888","lncRNA_3705",151,-22.99,"2 12","636 656",10,"90.00%","100.00%",-0.195910305334905,0.874467711151405,0.996881652284331
"3554","Cluster_8888","lncRNA_3835",167,-20.43,"2 20","3587 3607",18,"72.22%","88.89%",0.955912499750146,0.18974113486417,0.98228265447747
"3555","Cluster_8888","lncRNA_3952",165,-22.18,"2 19","8622 8644",19,"78.95%","84.21%",-0.343549886396039,0.77674110495555,0.989899460668362
"3556","Cluster_8888","lncRNA_3954",165,-22.18,"2 19","7784 7806",19,"78.95%","84.21%",-0.205051894495396,0.868527367565211,0.996373782813474
"3557","Cluster_8888","lncRNA_4020",151,-20.76,"2 20","3 20",18,"72.22%","77.78%",-0.58284606251547,0.603878116614993,0.98228265447747
"3558","Cluster_8888","lncRNA_4268",155,-23.28,"2 20","397 414",18,"72.22%","83.33%",-0.317481831316662,0.794325501320325,0.993296324459096
"3559","Cluster_8888","lncRNA_4581",159,-20.12,"2 18","1125 1148",19,"78.95%","84.21%",0.869179276429267,0.32929549160003,0.98228265447747
"3560","Cluster_8888","lncRNA_5121",146,-20.62,"2 20","2953 2976",21,"57.14%","76.19%",-0.523686535318756,0.64911262806037,0.98228265447747
"3561","Cluster_8888","lncRNA_5122",146,-20.62,"2 20","2953 2976",21,"57.14%","76.19%",-0.523686535318756,0.64911262806037,0.98228265447747
"3562","Cluster_8888","lncRNA_5123",146,-20.62,"2 20","2652 2675",21,"57.14%","76.19%",-0.517996598019718,0.653355967269963,0.98228265447747
"3563","Cluster_8888","lncRNA_5428",167,-20.92,"2 20","2894 2914",18,"72.22%","88.89%",0.956367921512886,0.188751301510254,0.98228265447747
"3564","Cluster_8888","lncRNA_5495",174,-27.02,"2 20","497 518",19,"84.21%","89.47%",-0.722416175440006,0.486063040606867,0.98228265447747
"3565","Cluster_8888","lncRNA_5836",173,-21.46,"2 18","4865 4885",16,"87.50%","93.75%",-0.774188807278933,0.43631616860226,0.98228265447747
"3566","Cluster_8888","lncRNA_5837",173,-21.46,"2 18","4865 4885",16,"87.50%","93.75%",-0.924108477490009,0.249618859074372,0.98228265447747
"3567","Cluster_8888","lncRNA_5904",174,-20.23,"2 19","879 899",17,"88.24%","88.24%",0.955282798452351,0.19110156005614,0.98228265447747
"3568","Cluster_8888","lncRNA_5905",174,-20.23,"2 19","879 899",17,"88.24%","88.24%",0.955281011522747,0.191105407224824,0.98228265447747
"3569","Cluster_8888","lncRNA_6136",167,-22.92,"2 20","7112 7132",18,"77.78%","83.33%",0.953845717471401,0.194171648951984,0.98228265447747
"3570","Cluster_8888","lncRNA_6160",159,-21.95,"2 20","2510 2530",18,"66.67%","83.33%",-0.319321961276117,0.793089722879881,0.992950133738488
"3571","Cluster_8888","lncRNA_7026",165,-22.14,"2 19","13615 13636",18,"72.22%","94.44%",-0.609873943041362,0.582440124618743,0.98228265447747
"3572","Cluster_8888","lncRNA_7028",165,-22.14,"2 19","7547 7568",18,"72.22%","94.44%",-0.672870190302125,0.530122490574565,0.98228265447747
"3573","Cluster_8888","lncRNA_7029",165,-22.14,"2 19","7547 7568",18,"72.22%","94.44%",-0.672870190302125,0.530122490574565,0.98228265447747
"3574","Cluster_8888","lncRNA_7030",165,-22.14,"2 19","7547 7568",18,"72.22%","94.44%",-0.672870190302125,0.530122490574565,0.98228265447747
"3575","Cluster_8888","lncRNA_7031",165,-22.14,"2 19","7547 7568",18,"72.22%","94.44%",-0.672870190302125,0.530122490574565,0.98228265447747
"3576","Cluster_8888","lncRNA_7032",165,-22.14,"2 19","7547 7568",18,"72.22%","94.44%",-0.672870190302125,0.530122490574565,0.98228265447747
"3577","Cluster_8888","lncRNA_7033",165,-22.14,"2 19","7547 7568",18,"72.22%","94.44%",-0.672870190302125,0.530122490574565,0.98228265447747
"3578","Cluster_8888","lncRNA_7034",165,-22.14,"2 19","7547 7568",18,"72.22%","94.44%",-0.672870190302125,0.530122490574565,0.98228265447747
"3579","Cluster_8888","lncRNA_7035",165,-22.14,"2 19","7547 7568",18,"72.22%","94.44%",-0.672870190302125,0.530122490574565,0.98228265447747
"3580","Cluster_8888","lncRNA_7036",165,-22.14,"2 19","7473 7494",18,"72.22%","94.44%",-0.571628175303182,0.612623982399777,0.98228265447747
"3581","Cluster_8888","lncRNA_7037",165,-22.14,"2 19","7473 7494",18,"72.22%","94.44%",-0.672870190302125,0.530122490574565,0.98228265447747
"3582","Cluster_8888","lncRNA_7038",165,-22.14,"2 19","7471 7492",18,"72.22%","94.44%",-0.571628175303182,0.612623982399777,0.98228265447747
"3583","Cluster_8888","lncRNA_7039",165,-22.14,"2 19","7471 7492",18,"72.22%","94.44%",-0.571628175303182,0.612623982399777,0.98228265447747
"3584","Cluster_8888","lncRNA_7040",165,-22.14,"2 19","7471 7492",18,"72.22%","94.44%",-0.672870190302125,0.530122490574565,0.98228265447747
