"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"16886","Cluster_796","Peve_00029337",0.999786507142086,0.0131551111881724,0.70385628957585,145,-22.58,"2 10","14196 14217",8,"100.00%","100.00%","CDS","Q6DIR8","Paladin","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","","GO:0005829"
"16887","Cluster_796","Peve_00029613",0.99908589935091,0.0272223251762608,0.89352352371634,165,-21.2,"2 19","16357 16379",18,"83.33%","83.33%","CDS","P49283","Protein Malvolio","Drosophila melanogaster (Fruit fly)","copper ion homeostasis [GO:0055070]; copper ion import [GO:0015677]; iron ion homeostasis [GO:0055072]; iron ion transmembrane transport [GO:0034755]; manganese ion homeostasis [GO:0055071]; metal ion transport [GO:0030001]; positive regulation of iron ion transmembrane transport [GO:0034761]; response to manganese ion [GO:0010042]; sensory perception of sweet taste [GO:0050916]; transition metal ion homeostasis [GO:0055076]; transition metal ion transport [GO:0000041]; viral entry into host cell [GO:0046718]","GO:0000041; GO:0005375; GO:0005381; GO:0005384; GO:0005768; GO:0005886; GO:0010042; GO:0015086; GO:0015293; GO:0015677; GO:0016020; GO:0016324; GO:0030001; GO:0034755; GO:0034761; GO:0046718; GO:0050916; GO:0055070; GO:0055071; GO:0055072; GO:0055076"
"16948","Cluster_796","Peve_00031279",-0.999788315113122,0.0130992885452887,0.702492819331413,150,-20.56,"2 21","4638 4663",23,"65.22%","73.91%","CDS",NA,NA,NA,NA,NA
"16950","Cluster_796","Peve_00031401",-0.999574748753192,0.0185666397208717,0.782669382293497,157,-22.95,"2 20","38656 38679",20,"75.00%","80.00%","CDS","A0A0R4IC37","Cleavage and polyadenylation specificity factor subunit 1 (Cleavage and polyadenylation specific factor 1)","Danio rerio (Zebrafish) (Brachydanio rerio)","definitive hemopoiesis [GO:0060216]; mRNA polyadenylation [GO:0006378]; retinal ganglion cell axon guidance [GO:0031290]","GO:0003676; GO:0005634; GO:0005654; GO:0005847; GO:0006378; GO:0031290; GO:0060216"
"16959","Cluster_796","Peve_00031438",0.999463033231593,0.0208635525823051,0.817190070029867,150,-20.02,"2 19","13339 13360",17,"70.59%","70.59%","CDS","Q9WV92","Band 4.1-like protein 3 (4.1B) (Differentially expressed in adenocarcinoma of the lung protein 1) (DAL-1) (DAL1P) (mDAL-1) (Erythrocyte membrane protein band 4.1-like 3) [Cleaved into: Band 4.1-like protein 3, N-terminally processed]","Mus musculus (Mouse)","actomyosin structure organization [GO:0031032]; apoptotic process [GO:0006915]; axon development [GO:0061564]; cortical actin cytoskeleton organization [GO:0030866]; cortical cytoskeleton organization [GO:0030865]; myelin maintenance [GO:0043217]; neuron projection morphogenesis [GO:0048812]; paranodal junction assembly [GO:0030913]; paranodal junction maintenance [GO:1990227]; protein localization to juxtaparanode region of axon [GO:0071205]; protein localization to paranode region of axon [GO:0002175]; protein localization to plasma membrane [GO:0072659]; regulation of cell shape [GO:0008360]","GO:0002175; GO:0003779; GO:0005200; GO:0005829; GO:0005856; GO:0005886; GO:0005911; GO:0006915; GO:0008360; GO:0014069; GO:0030054; GO:0030865; GO:0030866; GO:0030913; GO:0031032; GO:0033270; GO:0043217; GO:0044224; GO:0048812; GO:0061564; GO:0071205; GO:0072659; GO:0106006; GO:1990227"
"16962","Cluster_796","Peve_00031436",0.998066590605977,0.0395937858906724,0.909359886114279,159,-22.12,"2 20","2372 2393",18,"72.22%","77.78%","CDS","Q0P5B1","Peroxisomal membrane protein PEX13 (Peroxin-13)","Bos taurus (Bovine)","cerebral cortex cell migration [GO:0021795]; fatty acid alpha-oxidation [GO:0001561]; locomotory behavior [GO:0007626]; microtubule-based peroxisome localization [GO:0060152]; neuron migration [GO:0001764]; protein import into peroxisome matrix, docking [GO:0016560]; suckling behavior [GO:0001967]","GO:0001561; GO:0001764; GO:0001967; GO:0005778; GO:0007626; GO:0008320; GO:0016560; GO:0021795; GO:0060152; GO:1990429"
"16970","Cluster_796","Peve_00031940",-0.999663016871668,0.0165276609923165,0.773377054133803,155,-20.27,"2 21","16569 16587",19,"78.95%","78.95%","CDS","Q90WU3","ATP-dependent RNA helicase DDX1 (EC 3.6.4.13) (DEAD box protein 1)","Gallus gallus (Chicken)","DNA duplex unwinding [GO:0032508]; double-strand break repair [GO:0006302]; mRNA processing [GO:0006397]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]","GO:0003677; GO:0003682; GO:0003712; GO:0003724; GO:0004518; GO:0004527; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006302; GO:0006388; GO:0006397; GO:0008143; GO:0016887; GO:0032508; GO:0033677; GO:0072669"
"16987","Cluster_796","Peve_00032517",0.999294723514205,0.0239111437943281,0.855533940161032,150,-20.5,"2 19","12745 12764",17,"76.47%","82.35%","CDS","B3EWZ6","MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2)","Acropora millepora (Staghorn coral) (Heteropora millepora)","","GO:0005576; GO:0016020"
"17004","Cluster_796","Peve_00032741",0.998858866440977,0.0304161798288484,0.903929377050813,152,-21.16,"2 19","247 267",17,"76.47%","76.47%","CDS",NA,NA,NA,NA,NA
"17032","Cluster_796","Peve_00033364",0.999260034938896,0.0244921839031936,0.862029780817471,143,-24.72,"2 21","13975 14000",23,"60.87%","65.22%","CDS","P22045","9,11-endoperoxide prostaglandin H2 reductase (EC 1.1.1.-) (Prostaglandin F2-alpha synthase)","Leishmania major","prostaglandin biosynthetic process [GO:0001516]","GO:0000166; GO:0001516; GO:0005737; GO:0036130"
"17046","Cluster_796","Peve_00033615",0.997011540117915,0.0492296843450919,0.950396228648067,149,-21.33,"2 21","14876 14901",23,"69.57%","73.91%","CDS","Q4KKX4","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (xN-CoR)","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","chromatin organization [GO:0006325]; negative regulation of DNA-templated transcription [GO:0045892]; rhythmic process [GO:0048511]","GO:0003677; GO:0005634; GO:0006325; GO:0045892; GO:0048511"
"17048","Cluster_796","Peve_00033936",0.999380858601722,0.022403323633518,0.836588264687313,149,-22.6,"2 21","292 311",19,"68.42%","73.68%","CDS","Q5R592","DNA-directed RNA polymerases I, II, and III subunit RPABC2 (RNA polymerases I, II, and III subunit ABC2) (DNA-directed RNA polymerase II subunit F) (RPB6 homolog)","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","transcription by RNA polymerase II [GO:0006366]","GO:0003677; GO:0003899; GO:0005634; GO:0005665; GO:0006366"
"17082","Cluster_796","Peve_00034383",-0.999988382607111,0.00306866782499649,0.477058746205851,152,-20.76,"2 19","1299 1322",19,"73.68%","78.95%","CDS","P26686","Serine-arginine protein 55 (SRP55) (52 kDa bracketing protein) (B52 protein) (Protein enhancer of deformed)","Drosophila melanogaster (Fruit fly)","defense response to virus [GO:0051607]; mitotic cell cycle [GO:0000278]; mitotic G1/S transition checkpoint signaling [GO:0044819]; mRNA splicing, via spliceosome [GO:0000398]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of gene expression [GO:0010468]; regulation of mRNA 3'-end processing [GO:0031440]; regulation of mRNA splicing, via spliceosome [GO:0048024]; regulation of transcriptional start site selection at RNA polymerase II promoter [GO:0001178]; RNA splicing [GO:0008380]","GO:0000278; GO:0000381; GO:0000398; GO:0000791; GO:0001178; GO:0003723; GO:0003729; GO:0005634; GO:0005700; GO:0008380; GO:0010468; GO:0016607; GO:0031440; GO:0044819; GO:0048024; GO:0051607; GO:0071011; GO:0071013"
"17095","Cluster_796","Peve_00034882",0.999032467114065,0.0280067690996117,0.900518559487794,155,-22.05,"2 21","60065 60087",20,"70.00%","75.00%","CDS","B3EWZ3","Coadhesin","Acropora millepora (Staghorn coral) (Heteropora millepora)","","GO:0016020"
"17129","Cluster_796","Peve_00035917",0.999981018293529,0.00392250435471787,0.54328949385489,153,-21.21,"2 20","1614 1637",20,"75.00%","75.00%","CDS",NA,NA,NA,NA,NA
"17149","Cluster_796","Peve_00036254",0.999880035047393,0.00986112935939381,0.61624048679314,158,-22.92,"2 21","17798 17821",21,"76.19%","76.19%","CDS","Q9V410","Leucine-zipper-like transcriptional regulator 1 homolog","Drosophila melanogaster (Fruit fly)","gamma-aminobutyric acid signaling pathway [GO:0007214]; negative regulation of Ras protein signal transduction [GO:0046580]; positive regulation of glycogen metabolic process [GO:0070875]; protein ubiquitination [GO:0016567]; sleep [GO:0030431]; triglyceride homeostasis [GO:0070328]","GO:0005794; GO:0007214; GO:0016567; GO:0030431; GO:0046580; GO:0070328; GO:0070875"
"17166","Cluster_796","Peve_00036728",0.997360080379969,0.0462685682564016,0.936911796713976,149,-22.71,"2 21","10938 10962",22,"68.18%","77.27%","CDS","Q5XPI4","E3 ubiquitin-protein ligase RNF123 (EC 2.3.2.27) (Kip1 ubiquitination-promoting complex protein 1) (RING finger protein 123) (RING-type E3 ubiquitin transferase RNF123)","Homo sapiens (Human)","proteolysis involved in protein catabolic process [GO:0051603]","GO:0004842; GO:0005737; GO:0005829; GO:0031965; GO:0046872; GO:0051603"
"17167","Cluster_796","Peve_00036728",0.997360080379969,0.0462685682564016,0.936911796713976,149,-22.71,"2 21","11009 11033",22,"68.18%","77.27%","CDS","Q5XPI4","E3 ubiquitin-protein ligase RNF123 (EC 2.3.2.27) (Kip1 ubiquitination-promoting complex protein 1) (RING finger protein 123) (RING-type E3 ubiquitin transferase RNF123)","Homo sapiens (Human)","proteolysis involved in protein catabolic process [GO:0051603]","GO:0004842; GO:0005737; GO:0005829; GO:0031965; GO:0046872; GO:0051603"
"17170","Cluster_796","Peve_00036754",0.998289056177381,0.0372455967032224,0.909359886114279,155,-20.93,"2 12","2868 2889",10,"100.00%","100.00%","CDS","Q14161","ARF GTPase-activating protein GIT2 (ARF GAP GIT2) (Cool-interacting tyrosine-phosphorylated protein 2) (CAT-2) (CAT2) (G protein-coupled receptor kinase-interactor 2) (GRK-interacting protein 2)","Homo sapiens (Human)","brain development [GO:0007420]; regulation of ARF protein signal transduction [GO:0032012]; regulation of G protein-coupled receptor signaling pathway [GO:0008277]; synaptic vesicle recycling [GO:0036465]","GO:0005096; GO:0005654; GO:0005925; GO:0007420; GO:0008277; GO:0031267; GO:0032012; GO:0036465; GO:0045202; GO:0046872; GO:0098793"
"17181","Cluster_796","Peve_00037143",0.997039206619985,0.0490011626023253,0.949533023346653,160,-22.53,"2 21","3083 3105",21,"80.95%","80.95%","CDS",NA,NA,NA,NA,NA
"17201","Cluster_796","Peve_00037461",0.999848047205772,0.0110982618086229,0.650685374622803,151,-20.46,"2 21","520 543",21,"66.67%","71.43%","CDS","Q54AX5","Leucine-rich repeat protein lrrA","Dictyostelium discoideum (Social amoeba)","aggregation involved in sorocarp development [GO:0031152]; cell-cell adhesion [GO:0098609]; cell-substrate adhesion [GO:0031589]; chemotaxis to cAMP [GO:0043327]; chemotaxis to folate [GO:0043326]; culmination involved in sorocarp development [GO:0031154]; establishment or maintenance of cell polarity [GO:0007163]; regulation of actin filament polymerization [GO:0030833]","GO:0005737; GO:0007163; GO:0030833; GO:0031152; GO:0031154; GO:0031589; GO:0043326; GO:0043327; GO:0045335; GO:0098609"
"17202","Cluster_796","Peve_00037461",0.999848047205772,0.0110982618086229,0.650685374622803,151,-20.46,"2 21","652 675",21,"66.67%","71.43%","CDS","Q54AX5","Leucine-rich repeat protein lrrA","Dictyostelium discoideum (Social amoeba)","aggregation involved in sorocarp development [GO:0031152]; cell-cell adhesion [GO:0098609]; cell-substrate adhesion [GO:0031589]; chemotaxis to cAMP [GO:0043327]; chemotaxis to folate [GO:0043326]; culmination involved in sorocarp development [GO:0031154]; establishment or maintenance of cell polarity [GO:0007163]; regulation of actin filament polymerization [GO:0030833]","GO:0005737; GO:0007163; GO:0030833; GO:0031152; GO:0031154; GO:0031589; GO:0043326; GO:0043327; GO:0045335; GO:0098609"
"17203","Cluster_796","Peve_00037461",0.999848047205772,0.0110982618086229,0.650685374622803,151,-20.46,"2 21","790 813",21,"66.67%","71.43%","CDS","Q54AX5","Leucine-rich repeat protein lrrA","Dictyostelium discoideum (Social amoeba)","aggregation involved in sorocarp development [GO:0031152]; cell-cell adhesion [GO:0098609]; cell-substrate adhesion [GO:0031589]; chemotaxis to cAMP [GO:0043327]; chemotaxis to folate [GO:0043326]; culmination involved in sorocarp development [GO:0031154]; establishment or maintenance of cell polarity [GO:0007163]; regulation of actin filament polymerization [GO:0030833]","GO:0005737; GO:0007163; GO:0030833; GO:0031152; GO:0031154; GO:0031589; GO:0043326; GO:0043327; GO:0045335; GO:0098609"
"17204","Cluster_796","Peve_00037461",0.999848047205772,0.0110982618086229,0.650685374622803,151,-20.46,"2 21","928 951",21,"66.67%","71.43%","CDS","Q54AX5","Leucine-rich repeat protein lrrA","Dictyostelium discoideum (Social amoeba)","aggregation involved in sorocarp development [GO:0031152]; cell-cell adhesion [GO:0098609]; cell-substrate adhesion [GO:0031589]; chemotaxis to cAMP [GO:0043327]; chemotaxis to folate [GO:0043326]; culmination involved in sorocarp development [GO:0031154]; establishment or maintenance of cell polarity [GO:0007163]; regulation of actin filament polymerization [GO:0030833]","GO:0005737; GO:0007163; GO:0030833; GO:0031152; GO:0031154; GO:0031589; GO:0043326; GO:0043327; GO:0045335; GO:0098609"
"17205","Cluster_796","Peve_00037461",0.999848047205772,0.0110982618086229,0.650685374622803,151,-22.32,"2 21","1756 1779",21,"66.67%","71.43%","CDS","Q54AX5","Leucine-rich repeat protein lrrA","Dictyostelium discoideum (Social amoeba)","aggregation involved in sorocarp development [GO:0031152]; cell-cell adhesion [GO:0098609]; cell-substrate adhesion [GO:0031589]; chemotaxis to cAMP [GO:0043327]; chemotaxis to folate [GO:0043326]; culmination involved in sorocarp development [GO:0031154]; establishment or maintenance of cell polarity [GO:0007163]; regulation of actin filament polymerization [GO:0030833]","GO:0005737; GO:0007163; GO:0030833; GO:0031152; GO:0031154; GO:0031589; GO:0043326; GO:0043327; GO:0045335; GO:0098609"
"17206","Cluster_796","Peve_00037461",0.999848047205772,0.0110982618086229,0.650685374622803,151,-33.18,"2 21","1335 1365",28,"64.29%","64.29%","CDS","Q54AX5","Leucine-rich repeat protein lrrA","Dictyostelium discoideum (Social amoeba)","aggregation involved in sorocarp development [GO:0031152]; cell-cell adhesion [GO:0098609]; cell-substrate adhesion [GO:0031589]; chemotaxis to cAMP [GO:0043327]; chemotaxis to folate [GO:0043326]; culmination involved in sorocarp development [GO:0031154]; establishment or maintenance of cell polarity [GO:0007163]; regulation of actin filament polymerization [GO:0030833]","GO:0005737; GO:0007163; GO:0030833; GO:0031152; GO:0031154; GO:0031589; GO:0043326; GO:0043327; GO:0045335; GO:0098609"
"17207","Cluster_796","Peve_00037461",0.999848047205772,0.0110982618086229,0.650685374622803,151,-33.18,"2 21","1611 1641",28,"64.29%","64.29%","CDS","Q54AX5","Leucine-rich repeat protein lrrA","Dictyostelium discoideum (Social amoeba)","aggregation involved in sorocarp development [GO:0031152]; cell-cell adhesion [GO:0098609]; cell-substrate adhesion [GO:0031589]; chemotaxis to cAMP [GO:0043327]; chemotaxis to folate [GO:0043326]; culmination involved in sorocarp development [GO:0031154]; establishment or maintenance of cell polarity [GO:0007163]; regulation of actin filament polymerization [GO:0030833]","GO:0005737; GO:0007163; GO:0030833; GO:0031152; GO:0031154; GO:0031589; GO:0043326; GO:0043327; GO:0045335; GO:0098609"
"17208","Cluster_796","Peve_00037461",0.999848047205772,0.0110982618086229,0.650685374622803,151,-35.19,"2 21","1197 1227",28,"64.29%","64.29%","CDS","Q54AX5","Leucine-rich repeat protein lrrA","Dictyostelium discoideum (Social amoeba)","aggregation involved in sorocarp development [GO:0031152]; cell-cell adhesion [GO:0098609]; cell-substrate adhesion [GO:0031589]; chemotaxis to cAMP [GO:0043327]; chemotaxis to folate [GO:0043326]; culmination involved in sorocarp development [GO:0031154]; establishment or maintenance of cell polarity [GO:0007163]; regulation of actin filament polymerization [GO:0030833]","GO:0005737; GO:0007163; GO:0030833; GO:0031152; GO:0031154; GO:0031589; GO:0043326; GO:0043327; GO:0045335; GO:0098609"
"17209","Cluster_796","Peve_00037461",0.999848047205772,0.0110982618086229,0.650685374622803,158,-23.1,"2 21","1489 1512",21,"71.43%","80.95%","CDS","Q54AX5","Leucine-rich repeat protein lrrA","Dictyostelium discoideum (Social amoeba)","aggregation involved in sorocarp development [GO:0031152]; cell-cell adhesion [GO:0098609]; cell-substrate adhesion [GO:0031589]; chemotaxis to cAMP [GO:0043327]; chemotaxis to folate [GO:0043326]; culmination involved in sorocarp development [GO:0031154]; establishment or maintenance of cell polarity [GO:0007163]; regulation of actin filament polymerization [GO:0030833]","GO:0005737; GO:0007163; GO:0030833; GO:0031152; GO:0031154; GO:0031589; GO:0043326; GO:0043327; GO:0045335; GO:0098609"
"17210","Cluster_796","Peve_00037461",0.999848047205772,0.0110982618086229,0.650685374622803,159,-23.44,"2 21","382 405",21,"71.43%","76.19%","CDS","Q54AX5","Leucine-rich repeat protein lrrA","Dictyostelium discoideum (Social amoeba)","aggregation involved in sorocarp development [GO:0031152]; cell-cell adhesion [GO:0098609]; cell-substrate adhesion [GO:0031589]; chemotaxis to cAMP [GO:0043327]; chemotaxis to folate [GO:0043326]; culmination involved in sorocarp development [GO:0031154]; establishment or maintenance of cell polarity [GO:0007163]; regulation of actin filament polymerization [GO:0030833]","GO:0005737; GO:0007163; GO:0030833; GO:0031152; GO:0031154; GO:0031589; GO:0043326; GO:0043327; GO:0045335; GO:0098609"
"17211","Cluster_796","Peve_00037461",0.999848047205772,0.0110982618086229,0.650685374622803,162,-26.61,"2 21","253 276",21,"76.19%","80.95%","CDS","Q54AX5","Leucine-rich repeat protein lrrA","Dictyostelium discoideum (Social amoeba)","aggregation involved in sorocarp development [GO:0031152]; cell-cell adhesion [GO:0098609]; cell-substrate adhesion [GO:0031589]; chemotaxis to cAMP [GO:0043327]; chemotaxis to folate [GO:0043326]; culmination involved in sorocarp development [GO:0031154]; establishment or maintenance of cell polarity [GO:0007163]; regulation of actin filament polymerization [GO:0030833]","GO:0005737; GO:0007163; GO:0030833; GO:0031152; GO:0031154; GO:0031589; GO:0043326; GO:0043327; GO:0045335; GO:0098609"
"17231","Cluster_796","Peve_00037776",0.999479239377096,0.0205462722495551,0.812435710552529,153,-20.62,"2 20","4257 4284",24,"70.83%","70.83%","CDS","Q0V9W6","BTB/POZ domain-containing protein 6","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","","GO:0005737"
"17232","Cluster_796","Peve_00037776",0.999479239377096,0.0205462722495551,0.812435710552529,153,-20.62,"2 20","5618 5645",24,"70.83%","70.83%","CDS","Q0V9W6","BTB/POZ domain-containing protein 6","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","","GO:0005737"
"17251","Cluster_796","Peve_00038086",0.99928607481456,0.0240573237932185,0.856569794819485,155,-24.7,"2 20","7701 7722",18,"66.67%","77.78%","CDS",NA,NA,NA,NA,NA
"17278","Cluster_796","Peve_00038655",0.997432993613974,0.0456248597186151,0.93332862243605,152,-20.99,"2 20","5725 5750",22,"72.73%","77.27%","CDS","H9D1R1","Thioredoxin domain-containing protein 12 (EC 1.8.4.2)","Epinephelus coioides (Orange-spotted grouper) (Epinephelus nebulosus)","defense response to virus [GO:0051607]","GO:0005788; GO:0009055; GO:0019153; GO:0051607"
"17281","Cluster_796","Peve_00038764",0.999984165927141,0.00358254796236332,0.524089804097317,162,-25.28,"2 21","17511 17534",21,"76.19%","80.95%","CDS","Q6DIC0","Probable global transcription activator SNF2L2 (EC 3.6.4.-) (ATP-dependent helicase SMARCA2) (BRG1-associated factor 190B) (BAF190B) (Protein brahma homolog) (SNF2-alpha) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2)","Mus musculus (Mouse)","aortic smooth muscle cell differentiation [GO:0035887]; cell population proliferation [GO:0008283]; chromatin organization [GO:0006325]; chromatin remodeling [GO:0006338]; fibroblast proliferation [GO:0048144]; hematopoietic stem cell homeostasis [GO:0061484]; negative regulation of cell differentiation [GO:0045596]; negative regulation of cell growth [GO:0030308]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of fibroblast proliferation [GO:0048147]; nervous system development [GO:0007399]; nucleosome assembly [GO:0006334]; positive regulation of cell differentiation [GO:0045597]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of double-strand break repair [GO:2000781]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of stem cell population maintenance [GO:1902459]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of G0 to G1 transition [GO:0070316]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of mitotic metaphase/anaphase transition [GO:0030071]; regulation of nucleotide-excision repair [GO:2000819]; regulation of transcription by RNA polymerase II [GO:0006357]","GO:0000785; GO:0000976; GO:0003677; GO:0003682; GO:0003713; GO:0004386; GO:0005524; GO:0005634; GO:0005654; GO:0006325; GO:0006334; GO:0006338; GO:0006357; GO:0007399; GO:0008094; GO:0008283; GO:0008284; GO:0008285; GO:0016514; GO:0016787; GO:0030071; GO:0030308; GO:0035060; GO:0035887; GO:0042393; GO:0043231; GO:0045111; GO:0045582; GO:0045596; GO:0045597; GO:0045663; GO:0045892; GO:0045893; GO:0045944; GO:0048144; GO:0048147; GO:0061484; GO:0070316; GO:0071564; GO:0071565; GO:0140092; GO:0140288; GO:0140658; GO:1902459; GO:2000045; GO:2000781; GO:2000819"
"17283","Cluster_796","Peve_00036964",0.997077513398696,0.0486829862370013,0.94805481250488,153,-21.1,"2 19","18208 18232",20,"70.00%","75.00%","CDS","Q80TN7","Neuron navigator 3 (Pore membrane and/or filament-interacting-like protein 1)","Mus musculus (Mouse)","negative regulation of cell migration [GO:0030336]; negative regulation of interleukin-2 production [GO:0032703]; negative regulation of microtubule depolymerization [GO:0007026]; nervous system development [GO:0007399]; neurogenesis [GO:0022008]; positive regulation of microtubule polymerization [GO:0031116]","GO:0005524; GO:0005634; GO:0005635; GO:0005640; GO:0007026; GO:0007399; GO:0008017; GO:0016887; GO:0022008; GO:0030336; GO:0031116; GO:0032703; GO:1990752"
"17288","Cluster_796","Peve_00038927",0.999994129428633,0.00218140105711895,0.379078774249685,152,-20.95,"2 21","18204 18225",19,"63.16%","73.68%","CDS","Q14832","Metabotropic glutamate receptor 3 (mGluR3)","Homo sapiens (Human)","chemical synaptic transmission [GO:0007268]; G protein-coupled glutamate receptor signaling pathway [GO:0007216]; gene expression [GO:0010467]; negative regulation of adenylate cyclase activity [GO:0007194]; postsynaptic modulation of chemical synaptic transmission [GO:0099170]; regulation of synaptic transmission, glutamatergic [GO:0051966]","GO:0001640; GO:0001641; GO:0004930; GO:0005246; GO:0005886; GO:0007194; GO:0007216; GO:0007268; GO:0008066; GO:0010467; GO:0014069; GO:0030424; GO:0042734; GO:0043197; GO:0045211; GO:0051966; GO:0097110; GO:0097449; GO:0098978; GO:0099170"
"17289","Cluster_796","Peve_00038927",0.999994129428633,0.00218140105711895,0.379078774249685,152,-20.95,"2 21","21996 22017",19,"63.16%","73.68%","CDS","Q14832","Metabotropic glutamate receptor 3 (mGluR3)","Homo sapiens (Human)","chemical synaptic transmission [GO:0007268]; G protein-coupled glutamate receptor signaling pathway [GO:0007216]; gene expression [GO:0010467]; negative regulation of adenylate cyclase activity [GO:0007194]; postsynaptic modulation of chemical synaptic transmission [GO:0099170]; regulation of synaptic transmission, glutamatergic [GO:0051966]","GO:0001640; GO:0001641; GO:0004930; GO:0005246; GO:0005886; GO:0007194; GO:0007216; GO:0007268; GO:0008066; GO:0010467; GO:0014069; GO:0030424; GO:0042734; GO:0043197; GO:0045211; GO:0051966; GO:0097110; GO:0097449; GO:0098978; GO:0099170"
"17302","Cluster_796","Peve_00039069",0.997317016749437,0.0466445867445898,0.938976395895687,151,-20.66,"2 21","8777 8799",20,"70.00%","70.00%","CDS","P60027","General transcription factor IIH subunit 4 (Basic transcription factor 2 52 kDa subunit) (BTF2 p52) (General transcription factor IIH polypeptide 4) (TFIIH basal transcription factor complex p52 subunit)","Pan troglodytes (Chimpanzee)","nucleotide-excision repair [GO:0006289]; phosphorylation of RNA polymerase II C-terminal domain [GO:0070816]; transcription by RNA polymerase II [GO:0006366]","GO:0000438; GO:0000439; GO:0001671; GO:0003690; GO:0005634; GO:0005669; GO:0005675; GO:0006289; GO:0006366; GO:0016251; GO:0016607; GO:0070816"
"17324","Cluster_796","Peve_00039735",0.99924851937578,0.0246820492900172,0.864470993738875,155,-22.05,"2 21","35431 35453",20,"70.00%","75.00%","CDS","Q9Y2G3","Phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","Homo sapiens (Human)","aminophospholipid transport [GO:0015917]; ion transmembrane transport [GO:0034220]; ion transport [GO:0006811]; phospholipid translocation [GO:0045332]","GO:0000287; GO:0005524; GO:0005637; GO:0005783; GO:0005802; GO:0005886; GO:0006811; GO:0015075; GO:0015917; GO:0016020; GO:0016887; GO:0031901; GO:0034220; GO:0035577; GO:0045332; GO:0055037; GO:0055038; GO:0090555; GO:0090556; GO:0140326; GO:1990531"
"17329","Cluster_796","Peve_00039588",0.999983457432514,0.0036618215569645,0.529730745706329,157,-24.38,"2 21","33361 33386",23,"73.91%","78.26%","CDS",NA,NA,NA,NA,NA
"17336","Cluster_796","Peve_00040059",0.999626870838226,0.0173915472885537,0.782669382293497,161,-20.69,"2 18","322 343",16,"81.25%","81.25%","CDS",NA,NA,NA,NA,NA
"17362","Cluster_796","Peve_00040756",0.999742717620937,0.0144414052132105,0.731897665835973,154,-21.19,"2 21","13954 13978",22,"68.18%","77.27%","CDS","Q80TE4","Signal-induced proliferation-associated 1-like protein 2 (SIPA1-like protein 2)","Mus musculus (Mouse)","activation of GTPase activity [GO:0090630]; regulation of small GTPase mediated signal transduction [GO:0051056]","GO:0005096; GO:0005737; GO:0051056; GO:0090630"
"17368","Cluster_796","Peve_00040912",-0.999920563539171,0.00802431444871135,0.573710369894872,176,-22.4,"2 21","5226 5247",19,"84.21%","84.21%","CDS",NA,NA,NA,NA,NA
"17377","Cluster_796","Peve_00041095",0.999868996931266,0.0103048244251447,0.629647545468991,170,-21,"2 21","14717 14737",19,"84.21%","84.21%","CDS","Q8IS64","Endothelin-converting enzyme homolog (ECE) (EC 3.4.24.-)","Locusta migratoria (Migratory locust)","proteolysis [GO:0006508]","GO:0004175; GO:0004222; GO:0005886; GO:0006508; GO:0008270"
