# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/01.61-lncRNA-pipeline/Peve_lncRNA_fixed.gtf" "-o" "../output/01.61-lncRNA-pipeline/Peve_counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/01.61-lncRNA-pipeline/RNA-POR-71-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-73-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-76-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-79-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-82-S1-TP2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/01.61-lncRNA-pipeline/RNA-POR-71-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-73-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-76-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-79-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-82-S1-TP2.sorted.bam
lncRNA_41183	Porites_evermani_scaffold_623	146265	155623	+	9359	241	236	651	181	331
lncRNA_41184	Porites_evermani_scaffold_623	205123	209616	+	4494	164	97	71	168	143
lncRNA_41185	Porites_evermani_scaffold_623	207226	209616	+	2391	0	0	0	0	0
lncRNA_41186	Porites_evermani_scaffold_623	7548	10564	+	3017	38	0	198	30	12
lncRNA_41187	Porites_evermani_scaffold_623	12905	13967	+	1063	0	0	6	2	0
lncRNA_41188	Porites_evermani_scaffold_623	49673	50735	+	1063	0	0	6	1	16
lncRNA_41189	Porites_evermani_scaffold_623	68899	71308	+	2410	90	179	94	95	166
lncRNA_41190	Porites_evermani_scaffold_623	77641	78064	+	424	7	0	0	0	2
lncRNA_41191	Porites_evermani_scaffold_623	85469	92215	+	6747	1	0	0	0	6
lncRNA_41192	Porites_evermani_scaffold_623	85623	92215	+	6593	0	0	0	0	0
lncRNA_41193	Porites_evermani_scaffold_623	85718	87139	+	1422	0	0	0	0	0
lncRNA_41194	Porites_evermani_scaffold_623	86341	92215	+	5875	0	0	0	0	0
lncRNA_41195	Porites_evermani_scaffold_623	94187	104387	+	10201	57	33	230	65	93
lncRNA_41196	Porites_evermani_scaffold_623	110984	116377	+	5394	249	236	709	184	206
lncRNA_41197	Porites_evermani_scaffold_623	119363	119858	+	496	4	9	30	56	2
lncRNA_41198	Porites_evermani_scaffold_623	132529	143653	+	11125	0	0	0	0	0
lncRNA_41199	Porites_evermani_scaffold_623	132529	143653	+	11125	0	0	0	0	0
lncRNA_41200	Porites_evermani_scaffold_623	132529	144439	+	11911	0	0	0	0	0
lncRNA_41201	Porites_evermani_scaffold_623	132529	144439	+	11911	0	0	0	0	0
lncRNA_41202	Porites_evermani_scaffold_623	133355	141844	+	8490	0	0	0	0	0
lncRNA_41203	Porites_evermani_scaffold_623	163702	190876	+	27175	775	532	902	389	1134
lncRNA_41204	Porites_evermani_scaffold_623	197481	201056	+	3576	18	26	183	14	36
lncRNA_41205	Porites_evermani_scaffold_623	210111	211138	+	1028	289	122	271	398	375
lncRNA_41206	Porites_evermani_scaffold_623	11675	12005	+	331	0	0	34	0	0
lncRNA_41207	Porites_evermani_scaffold_623	18647	18857	+	211	0	0	24	0	0
lncRNA_41208	Porites_evermani_scaffold_623	196221	196542	+	322	3	1	48	0	10
lncRNA_41209	Porites_evermani_scaffold_6231	2133	5161	+	3029	0	1	6	0	0
lncRNA_41210	Porites_evermani_scaffold_6235	4417	4785	+	369	8	2	93	2	23
lncRNA_41211	Porites_evermani_scaffold_6235	710	1566	+	857	169	148	813	114	158
lncRNA_41212	Porites_evermani_scaffold_6236	5600	5824	+	225	4	2	27	4	3
lncRNA_41213	Porites_evermani_scaffold_6237	3572	4217	+	646	61	7	100	14	103
lncRNA_41214	Porites_evermani_scaffold_6238	4349	5624	+	1276	0	126	2	0	0
lncRNA_41215	Porites_evermani_scaffold_624	31514	48119	+	16606	104	76	369	51	146
lncRNA_41216	Porites_evermani_scaffold_624	79877	87258	+	7382	246	80	288	91	111
lncRNA_41217	Porites_evermani_scaffold_624	91149	101464	+	10316	431	205	525	207	593
lncRNA_41218	Porites_evermani_scaffold_624	111951	113565	+	1615	19	9	8	6	19
lncRNA_41219	Porites_evermani_scaffold_624	128058	149367	+	21310	364	172	771	180	269
lncRNA_41220	Porites_evermani_scaffold_624	178475	180570	+	2096	114	11	114	24	139
lncRNA_41221	Porites_evermani_scaffold_624	182009	187586	+	5578	0	0	0	0	0
lncRNA_41222	Porites_evermani_scaffold_624	182009	187586	+	5578	0	0	0	0	0
lncRNA_41223	Porites_evermani_scaffold_624	48146	52645	+	4500	61	132	300	78	197
lncRNA_41224	Porites_evermani_scaffold_624	49116	53228	+	4113	44	24	160	0	1
lncRNA_41225	Porites_evermani_scaffold_624	87876	91011	+	3136	39	20	123	26	11
lncRNA_41226	Porites_evermani_scaffold_624	88314	90186	+	1873	0	0	0	0	0
lncRNA_41227	Porites_evermani_scaffold_624	184468	191867	+	7400	0	0	0	0	0
lncRNA_41228	Porites_evermani_scaffold_624	184468	191867	+	7400	0	0	0	0	0
lncRNA_41229	Porites_evermani_scaffold_624	213302	217806	+	4505	11	72	86	63	1629
lncRNA_41230	Porites_evermani_scaffold_624	6239	6547	+	309	0	2	36	0	2
lncRNA_41231	Porites_evermani_scaffold_624	218227	218524	+	298	0	0	26	0	25
lncRNA_41233	Porites_evermani_scaffold_6241	5776	6326	+	551	0	0	0	0	0
lncRNA_41234	Porites_evermani_scaffold_6242	414	5951	+	5538	0	1	0	8	2
lncRNA_41235	Porites_evermani_scaffold_6242	1189	5091	+	3903	0	0	0	0	0
lncRNA_41236	Porites_evermani_scaffold_6243	4359	4637	+	279	5	2	36	1	2
lncRNA_41237	Porites_evermani_scaffold_625	9698	30695	+	20998	0	0	0	0	0
lncRNA_41238	Porites_evermani_scaffold_625	9895	30695	+	20801	0	0	0	0	0
lncRNA_41239	Porites_evermani_scaffold_625	35391	41672	+	6282	4	0	0	0	0
lncRNA_41240	Porites_evermani_scaffold_625	35928	41672	+	5745	0	0	0	0	0
lncRNA_41241	Porites_evermani_scaffold_625	99480	108687	+	9208	208	84	139	109	545
lncRNA_41242	Porites_evermani_scaffold_625	106377	108687	+	2311	0	0	0	0	0
lncRNA_41243	Porites_evermani_scaffold_625	110236	125242	+	15007	0	0	0	0	0
lncRNA_41244	Porites_evermani_scaffold_625	110258	138762	+	28505	0	0	0	0	0
lncRNA_41245	Porites_evermani_scaffold_625	126200	138762	+	12563	0	0	0	0	0
lncRNA_41246	Porites_evermani_scaffold_625	126200	138762	+	12563	0	0	0	0	0
lncRNA_41247	Porites_evermani_scaffold_625	126214	138762	+	12549	0	0	0	0	0
lncRNA_41248	Porites_evermani_scaffold_625	131631	136415	+	4785	0	0	0	0	0
lncRNA_41249	Porites_evermani_scaffold_625	131631	138762	+	7132	0	0	0	0	0
lncRNA_41250	Porites_evermani_scaffold_625	155784	171354	+	15571	0	0	0	0	0
lncRNA_41251	Porites_evermani_scaffold_625	155877	171354	+	15478	0	0	0	0	0
lncRNA_41252	Porites_evermani_scaffold_625	163853	171354	+	7502	0	0	0	0	0
lncRNA_41253	Porites_evermani_scaffold_625	217036	217408	+	373	103	29	142	51	5
lncRNA_41254	Porites_evermani_scaffold_625	10	3788	+	3779	0	0	22	2	36
lncRNA_41255	Porites_evermani_scaffold_625	7023	10060	+	3038	0	3	8	23	97
lncRNA_41256	Porites_evermani_scaffold_625	32787	35263	+	2477	149	1	128	90	30
lncRNA_41257	Porites_evermani_scaffold_625	42102	43841	+	1740	831	360	1383	1004	1492
lncRNA_41258	Porites_evermani_scaffold_625	84439	90700	+	6262	159	84	180	79	103
lncRNA_41259	Porites_evermani_scaffold_625	87812	89425	+	1614	0	0	0	0	0
lncRNA_41260	Porites_evermani_scaffold_625	179916	208007	+	28092	1422	1372	1758	558	1190
lncRNA_41261	Porites_evermani_scaffold_625	182324	202852	+	20529	0	0	0	0	0
lncRNA_41262	Porites_evermani_scaffold_625	204667	204961	+	295	0	0	0	0	0
lncRNA_41263	Porites_evermani_scaffold_625	45615	46204	+	590	82	0	112	22	28
lncRNA_41264	Porites_evermani_scaffold_625	64132	65041	+	910	148	32	0	14	84
lncRNA_41265	Porites_evermani_scaffold_625	171409	173513	+	2105	224	199	568	106	159
lncRNA_41266	Porites_evermani_scaffold_6251	18	4011	+	3994	22	0	179	19	29
lncRNA_41267	Porites_evermani_scaffold_6251	4573	5950	+	1378	13	3	32	9	9
lncRNA_41269	Porites_evermani_scaffold_6258	4738	6388	+	1651	15	19	67	34	12227
lncRNA_41270	Porites_evermani_scaffold_626	5495	7650	+	2156	257	55	217	59	272
lncRNA_41271	Porites_evermani_scaffold_626	8285	8863	+	579	1	0	0	1	3
lncRNA_41272	Porites_evermani_scaffold_626	25567	28271	+	2705	10	0	0	0	0
lncRNA_41273	Porites_evermani_scaffold_626	143976	144656	+	681	18	2	0	0	0
lncRNA_41274	Porites_evermani_scaffold_626	145390	146309	+	920	0	0	0	0	0
lncRNA_41275	Porites_evermani_scaffold_626	199087	207563	+	8477	4	16	13	22	28
lncRNA_41276	Porites_evermani_scaffold_626	200631	207563	+	6933	0	0	0	0	0
lncRNA_41277	Porites_evermani_scaffold_626	216111	217937	+	1827	0	13	0	12	1
lncRNA_41278	Porites_evermani_scaffold_626	35595	38057	+	2463	51	8	94	20	107
lncRNA_41279	Porites_evermani_scaffold_626	36642	44686	+	8045	7	0	30	4	46
lncRNA_41280	Porites_evermani_scaffold_626	64335	67991	+	3657	19	0	0	1	0
lncRNA_41281	Porites_evermani_scaffold_626	170208	173605	+	3398	0	0	0	0	0
lncRNA_41282	Porites_evermani_scaffold_626	170208	186863	+	16656	9	850	7	434	42
lncRNA_41283	Porites_evermani_scaffold_626	178832	186863	+	8032	0	0	0	0	0
lncRNA_41284	Porites_evermani_scaffold_626	91414	93713	+	2300	26	6	0	0	0
lncRNA_41285	Porites_evermani_scaffold_626	144791	147806	+	3016	146	59	40	13	59
lncRNA_41286	Porites_evermani_scaffold_626	161015	161636	+	622	41	14	0	0	0
lncRNA_41287	Porites_evermani_scaffold_626	161704	162955	+	1252	18	0	9	0	1
lncRNA_41288	Porites_evermani_scaffold_626	48007	48220	+	214	8	0	107	21	163
lncRNA_41289	Porites_evermani_scaffold_6264	1302	5898	+	4597	9	2	71	38	69
lncRNA_41290	Porites_evermani_scaffold_627	41271	41637	+	367	0	0	0	0	0
lncRNA_41291	Porites_evermani_scaffold_627	36004	37726	+	1723	0	0	0	0	0
lncRNA_41292	Porites_evermani_scaffold_627	53635	54145	+	511	0	0	0	0	6
lncRNA_41293	Porites_evermani_scaffold_627	69850	78436	+	8587	1	15	0	19	0
lncRNA_41294	Porites_evermani_scaffold_627	91245	96657	+	5413	4	8	0	0	10
lncRNA_41295	Porites_evermani_scaffold_627	84201	84418	+	218	62	21	8	1	21
lncRNA_41296	Porites_evermani_scaffold_6279	5529	6117	+	589	0	0	0	0	0
lncRNA_41297	Porites_evermani_scaffold_628	68318	70692	+	2375	16	0	0	0	0
lncRNA_41298	Porites_evermani_scaffold_628	89256	118585	+	29330	0	0	0	0	0
lncRNA_41299	Porites_evermani_scaffold_628	89490	101785	+	12296	0	0	0	0	0
lncRNA_41300	Porites_evermani_scaffold_628	89490	101785	+	12296	0	0	0	0	0
lncRNA_41301	Porites_evermani_scaffold_628	89495	117539	+	28045	0	0	0	0	0
lncRNA_41302	Porites_evermani_scaffold_628	93225	117539	+	24315	0	0	0	0	0
lncRNA_41303	Porites_evermani_scaffold_628	93475	114798	+	21324	0	0	0	0	0
lncRNA_41304	Porites_evermani_scaffold_628	105402	117539	+	12138	0	0	0	0	0
lncRNA_41305	Porites_evermani_scaffold_628	122037	123826	+	1790	18	14	58	7	17
lncRNA_41306	Porites_evermani_scaffold_628	125436	129240	+	3805	0	0	0	0	0
lncRNA_41307	Porites_evermani_scaffold_628	136291	157697	+	21407	0	0	0	0	0
lncRNA_41308	Porites_evermani_scaffold_628	136330	157697	+	21368	0	0	0	0	0
lncRNA_41309	Porites_evermani_scaffold_628	171691	182956	+	11266	0	0	0	0	0
lncRNA_41310	Porites_evermani_scaffold_628	171693	182956	+	11264	0	0	0	0	0
lncRNA_41311	Porites_evermani_scaffold_628	201517	203468	+	1952	38	17	47	33	38
lncRNA_41312	Porites_evermani_scaffold_628	206351	214978	+	8628	0	0	0	0	0
lncRNA_41313	Porites_evermani_scaffold_628	206965	214978	+	8014	0	0	0	0	0
lncRNA_41314	Porites_evermani_scaffold_628	210084	214978	+	4895	0	0	0	0	0
lncRNA_41315	Porites_evermani_scaffold_628	80231	92193	+	11963	0	0	0	0	0
lncRNA_41316	Porites_evermani_scaffold_628	80242	89148	+	8907	0	0	0	0	0
lncRNA_41317	Porites_evermani_scaffold_628	80543	89148	+	8606	0	0	0	0	0
lncRNA_41318	Porites_evermani_scaffold_628	115774	118674	+	2901	0	0	0	0	1
lncRNA_41319	Porites_evermani_scaffold_628	119204	119888	+	685	22	2	72	8	39
lncRNA_41320	Porites_evermani_scaffold_628	125436	133275	+	7840	0	0	0	0	0
lncRNA_41321	Porites_evermani_scaffold_628	129113	133275	+	4163	0	0	0	0	0
lncRNA_41322	Porites_evermani_scaffold_628	125818	126475	+	658	0	0	0	0	0
lncRNA_41323	Porites_evermani_scaffold_628	191109	196807	+	5699	49	24	186	29	50
lncRNA_41324	Porites_evermani_scaffold_628	51262	51545	+	284	0	0	30	0	15
lncRNA_41325	Porites_evermani_scaffold_628	71953	72751	+	799	0	0	145	0	0
lncRNA_41326	Porites_evermani_scaffold_628	168008	168255	+	248	4	0	38	0	1
lncRNA_41328	Porites_evermani_scaffold_6283	46	4985	+	4940	0	0	0	0	0
lncRNA_41329	Porites_evermani_scaffold_6283	46	6162	+	6117	237	32	102	62	137
lncRNA_41330	Porites_evermani_scaffold_6284	1393	5366	+	3974	0	0	0	0	0
lncRNA_41331	Porites_evermani_scaffold_6285	298	4906	+	4609	104	0	110	127	0
lncRNA_41332	Porites_evermani_scaffold_6285	2567	4906	+	2340	0	0	0	0	0
lncRNA_41333	Porites_evermani_scaffold_6285	5272	5628	+	357	0	0	107	44	0
lncRNA_41334	Porites_evermani_scaffold_6286	3299	3945	+	647	2	0	7	0	0
lncRNA_41335	Porites_evermani_scaffold_629	46466	47734	+	1269	0	0	0	0	0
lncRNA_41336	Porites_evermani_scaffold_629	107093	110115	+	3023	4	1	8	1	19
lncRNA_41337	Porites_evermani_scaffold_629	110927	114830	+	3904	45	3	63	29	140
lncRNA_41338	Porites_evermani_scaffold_629	183334	193769	+	10436	34	19	89	78	101
lncRNA_41339	Porites_evermani_scaffold_629	197635	200044	+	2410	23	16	2	1	38
lncRNA_41340	Porites_evermani_scaffold_629	1538	1808	+	271	10	1	5	0	10
lncRNA_41341	Porites_evermani_scaffold_629	8779	42343	+	33565	979	461	1634	738	1137
lncRNA_41342	Porites_evermani_scaffold_629	52198	69793	+	17596	354	442	878	440	622
lncRNA_41343	Porites_evermani_scaffold_629	73014	74046	+	1033	0	0	0	0	4
lncRNA_41344	Porites_evermani_scaffold_629	133789	134500	+	712	6	0	0	0	7
lncRNA_41345	Porites_evermani_scaffold_629	157719	159212	+	1494	0	0	0	0	12
lncRNA_41346	Porites_evermani_scaffold_629	205272	205966	+	695	3	0	0	0	11
lncRNA_41347	Porites_evermani_scaffold_629	77845	78293	+	449	0	0	56	0	0
lncRNA_41348	Porites_evermani_scaffold_629	81521	81808	+	288	0	0	34	2	0
lncRNA_41349	Porites_evermani_scaffold_629	95964	96702	+	739	8	0	94	0	24
lncRNA_41350	Porites_evermani_scaffold_6290	3037	4368	+	1332	21	1	25	13	31
lncRNA_41351	Porites_evermani_scaffold_6291	2557	2914	+	358	0	0	0	0	0
lncRNA_41353	Porites_evermani_scaffold_6293	49	5772	+	5724	120	69	161	111	187
lncRNA_41354	Porites_evermani_scaffold_6293	3102	4838	+	1737	0	0	0	0	0
lncRNA_41355	Porites_evermani_scaffold_6295	255	6128	+	5874	0	0	0	0	0
lncRNA_41356	Porites_evermani_scaffold_6295	268	6128	+	5861	0	0	0	0	0
lncRNA_41357	Porites_evermani_scaffold_6297	2660	5149	+	2490	4	0	0	8	28
lncRNA_41358	Porites_evermani_scaffold_6298	1277	3416	+	2140	4	4	0	0	1
lncRNA_41359	Porites_evermani_scaffold_6298	5317	6005	+	689	12	4	8	22	32
lncRNA_41360	Porites_evermani_scaffold_6299	5009	5881	+	873	56	0	2	58	287
lncRNA_41361	Porites_evermani_scaffold_63	23921	28056	+	4136	46	2	45	0	68
lncRNA_41362	Porites_evermani_scaffold_63	28931	30178	+	1248	0	0	0	0	0
lncRNA_41363	Porites_evermani_scaffold_63	76310	76697	+	388	2	0	0	0	2
lncRNA_41364	Porites_evermani_scaffold_63	112612	121384	+	8773	103	2	248	8	56
lncRNA_41365	Porites_evermani_scaffold_63	125490	126057	+	568	10	0	0	0	0
lncRNA_41366	Porites_evermani_scaffold_63	173175	174251	+	1077	0	0	0	0	7
lncRNA_41367	Porites_evermani_scaffold_63	209413	209717	+	305	0	0	0	0	0
lncRNA_41368	Porites_evermani_scaffold_63	249931	250711	+	781	0	0	0	0	9
lncRNA_41369	Porites_evermani_scaffold_63	268632	268988	+	357	0	0	0	0	0
lncRNA_41370	Porites_evermani_scaffold_63	307169	314325	+	7157	26	24	229	44	92
lncRNA_41371	Porites_evermani_scaffold_63	359710	369559	+	9850	16	28	61	136	144
lncRNA_41372	Porites_evermani_scaffold_63	368013	368792	+	780	0	0	0	0	0
lncRNA_41373	Porites_evermani_scaffold_63	402502	410390	+	7889	111	66	464	52	70
lncRNA_41374	Porites_evermani_scaffold_63	473541	476527	+	2987	0	0	0	0	10
lncRNA_41375	Porites_evermani_scaffold_63	35811	37038	+	1228	0	5	0	0	18
lncRNA_41376	Porites_evermani_scaffold_63	97378	98553	+	1176	0	0	0	0	0
lncRNA_41377	Porites_evermani_scaffold_63	180900	181656	+	757	16	13	14	6	45
lncRNA_41378	Porites_evermani_scaffold_63	339030	359355	+	20326	63	130	252	99	215
lncRNA_41379	Porites_evermani_scaffold_63	339082	341155	+	2074	0	0	0	0	0
lncRNA_41380	Porites_evermani_scaffold_63	341302	342813	+	1512	0	0	0	0	0
lncRNA_41381	Porites_evermani_scaffold_63	419283	420773	+	1491	59	28	64	44	65
lncRNA_41382	Porites_evermani_scaffold_63	498033	498929	+	897	0	0	0	0	0
lncRNA_41383	Porites_evermani_scaffold_63	616537	645743	+	29207	248	1	195	30	4
lncRNA_41384	Porites_evermani_scaffold_63	616574	622155	+	5582	0	0	0	0	0
lncRNA_41385	Porites_evermani_scaffold_63	99975	100191	+	217	0	0	34	0	1
lncRNA_41386	Porites_evermani_scaffold_63	137412	137635	+	224	16	0	29	2	11
lncRNA_41387	Porites_evermani_scaffold_63	214240	214479	+	240	15	2	30	10	21
lncRNA_41388	Porites_evermani_scaffold_63	411866	412187	+	322	11	4	91	2	0
lncRNA_41389	Porites_evermani_scaffold_630	136403	139830	+	3428	219	61	321	131	213
lncRNA_41390	Porites_evermani_scaffold_630	196336	198862	+	2527	52	50	1	1	131
lncRNA_41391	Porites_evermani_scaffold_630	212711	215136	+	2426	7	0	35	4	2
lncRNA_41392	Porites_evermani_scaffold_630	4543	5572	+	1030	83	62	122	27	113
lncRNA_41393	Porites_evermani_scaffold_630	20168	22671	+	2504	1	4	0	10	23
lncRNA_41394	Porites_evermani_scaffold_630	28502	29498	+	997	0	0	0	0	0
lncRNA_41395	Porites_evermani_scaffold_630	34388	39974	+	5587	8	8	0	0	0
lncRNA_41396	Porites_evermani_scaffold_630	42294	58989	+	16696	366	102	112	175	1051
lncRNA_41397	Porites_evermani_scaffold_630	62463	62892	+	430	0	0	0	0	0
lncRNA_41398	Porites_evermani_scaffold_630	102205	103091	+	887	0	0	0	16	0
lncRNA_41399	Porites_evermani_scaffold_630	103368	120474	+	17107	0	0	0	2	0
lncRNA_41400	Porites_evermani_scaffold_630	103471	124005	+	20535	45	29	58	38	41
lncRNA_41401	Porites_evermani_scaffold_630	130475	136331	+	5857	124	38	301	65	179
lncRNA_41402	Porites_evermani_scaffold_630	143296	143753	+	458	0	0	34	0	0
lncRNA_41403	Porites_evermani_scaffold_630	17264	17532	+	269	0	0	34	0	1
lncRNA_41404	Porites_evermani_scaffold_630	63794	64666	+	873	28	7	8	3	83
lncRNA_41405	Porites_evermani_scaffold_630	150631	150865	+	235	0	0	48	1	6
lncRNA_41406	Porites_evermani_scaffold_630	156675	156945	+	271	0	0	26	0	0
lncRNA_41407	Porites_evermani_scaffold_6300	1548	1828	+	281	3	0	28	2	2
lncRNA_41408	Porites_evermani_scaffold_6304	18	6054	+	6037	50	27	14	43	169
lncRNA_41409	Porites_evermani_scaffold_6304	2200	2847	+	648	0	0	0	0	0
lncRNA_41411	Porites_evermani_scaffold_631	16444	24871	+	8428	0	0	0	0	0
lncRNA_41412	Porites_evermani_scaffold_631	16449	24871	+	8423	0	0	0	0	0
lncRNA_41413	Porites_evermani_scaffold_631	181542	193620	+	12079	93	4	102	12	23
lncRNA_41414	Porites_evermani_scaffold_631	26153	28002	+	1850	66	31	69	9	85
lncRNA_41415	Porites_evermani_scaffold_631	148303	155386	+	7084	0	0	0	0	0
lncRNA_41416	Porites_evermani_scaffold_631	148303	164617	+	16315	0	0	0	0	0
lncRNA_41417	Porites_evermani_scaffold_631	153347	164617	+	11271	0	0	0	0	0
lncRNA_41418	Porites_evermani_scaffold_631	160102	161053	+	952	0	0	0	0	0
lncRNA_41419	Porites_evermani_scaffold_631	169178	170868	+	1691	23	0	13	3	4
lncRNA_41420	Porites_evermani_scaffold_631	35590	36693	+	1104	172	42	171	48	171
lncRNA_41421	Porites_evermani_scaffold_631	70265	70511	+	247	1	0	30	0	9
lncRNA_41423	Porites_evermani_scaffold_6311	2394	3783	+	1390	0	0	0	0	0
lncRNA_41424	Porites_evermani_scaffold_6314	1097	3014	+	1918	0	0	0	0	0
lncRNA_41425	Porites_evermani_scaffold_6315	792	2822	+	2031	3	49	146	0	117
lncRNA_41427	Porites_evermani_scaffold_632	158652	162227	+	3576	63	16	485	0	0
lncRNA_41428	Porites_evermani_scaffold_632	188430	205721	+	17292	0	2	0	0	0
lncRNA_41429	Porites_evermani_scaffold_632	190255	215466	+	25212	337	208	565	187	288
lncRNA_41430	Porites_evermani_scaffold_632	194467	205721	+	11255	0	0	0	0	0
lncRNA_41431	Porites_evermani_scaffold_632	209445	215466	+	6022	0	0	0	0	0
lncRNA_41432	Porites_evermani_scaffold_632	209457	215466	+	6010	0	0	0	0	0
lncRNA_41433	Porites_evermani_scaffold_632	209457	215466	+	6010	0	0	0	0	0
lncRNA_41434	Porites_evermani_scaffold_632	25717	26273	+	557	0	0	0	0	0
lncRNA_41435	Porites_evermani_scaffold_632	25797	26273	+	477	0	0	0	0	0
lncRNA_41436	Porites_evermani_scaffold_632	98750	101930	+	3181	0	35	702	2	0
lncRNA_41437	Porites_evermani_scaffold_632	105745	112232	+	6488	0	9	483	2	0
lncRNA_41438	Porites_evermani_scaffold_632	106140	110109	+	3970	0	0	0	0	0
lncRNA_41439	Porites_evermani_scaffold_632	130786	157955	+	27170	77	49	462	40	122
lncRNA_41440	Porites_evermani_scaffold_632	131313	140033	+	8721	0	0	0	0	0
lncRNA_41441	Porites_evermani_scaffold_632	156647	157955	+	1309	0	0	0	0	0
lncRNA_41442	Porites_evermani_scaffold_632	143621	149437	+	5817	0	0	0	0	0
lncRNA_41443	Porites_evermani_scaffold_632	162612	164935	+	2324	5	0	14	0	0
lncRNA_41444	Porites_evermani_scaffold_632	173167	176852	+	3686	60	46	531	183	216
lncRNA_41445	Porites_evermani_scaffold_632	36121	36350	+	230	12	2	34	0	15
lncRNA_41446	Porites_evermani_scaffold_632	57942	58181	+	240	0	0	30	1	0
lncRNA_41447	Porites_evermani_scaffold_632	63780	64041	+	262	0	0	26	0	0
lncRNA_41448	Porites_evermani_scaffold_632	64350	65423	+	1074	0	2	209	0	0
lncRNA_41449	Porites_evermani_scaffold_632	117016	117542	+	527	0	0	64	0	2
lncRNA_41450	Porites_evermani_scaffold_6320	1515	2322	+	808	3	0	9	0	8
lncRNA_41451	Porites_evermani_scaffold_6322	1218	2004	+	787	0	0	0	0	0
lncRNA_41452	Porites_evermani_scaffold_6323	420	2946	+	2527	60	0	0	73	0
lncRNA_41453	Porites_evermani_scaffold_6328	323	715	+	393	2	4	48	0	10
lncRNA_41454	Porites_evermani_scaffold_6329	818	4062	+	3245	349	28	23	144	449
lncRNA_41455	Porites_evermani_scaffold_633	6697	14490	+	7794	35	7	48	26	34
lncRNA_41456	Porites_evermani_scaffold_633	124648	129977	+	5330	0	0	0	0	0
lncRNA_41457	Porites_evermani_scaffold_633	124648	129977	+	5330	0	0	0	0	0
lncRNA_41458	Porites_evermani_scaffold_633	124648	129977	+	5330	0	0	0	0	0
lncRNA_41459	Porites_evermani_scaffold_633	124648	129977	+	5330	0	0	0	0	0
lncRNA_41460	Porites_evermani_scaffold_633	124648	129977	+	5330	0	0	0	0	0
lncRNA_41461	Porites_evermani_scaffold_633	124648	129977	+	5330	0	0	0	0	0
lncRNA_41462	Porites_evermani_scaffold_633	124648	129977	+	5330	0	0	0	0	0
lncRNA_41463	Porites_evermani_scaffold_633	124648	129977	+	5330	0	0	0	0	0
lncRNA_41464	Porites_evermani_scaffold_633	124648	129977	+	5330	0	0	0	0	0
lncRNA_41465	Porites_evermani_scaffold_633	124648	129977	+	5330	0	0	0	0	0
lncRNA_41466	Porites_evermani_scaffold_633	124695	129977	+	5283	0	0	0	0	0
lncRNA_41467	Porites_evermani_scaffold_633	124695	129977	+	5283	0	0	0	0	0
lncRNA_41468	Porites_evermani_scaffold_633	124695	129977	+	5283	0	0	0	0	0
lncRNA_41469	Porites_evermani_scaffold_633	124695	129977	+	5283	0	0	0	0	0
lncRNA_41470	Porites_evermani_scaffold_633	124695	129977	+	5283	0	0	0	0	0
lncRNA_41471	Porites_evermani_scaffold_633	124695	129977	+	5283	0	0	0	0	0
lncRNA_41472	Porites_evermani_scaffold_633	124695	129977	+	5283	0	0	0	0	0
lncRNA_41473	Porites_evermani_scaffold_633	124695	129977	+	5283	0	0	0	0	0
lncRNA_41474	Porites_evermani_scaffold_633	124695	129977	+	5283	0	0	0	0	0
lncRNA_41475	Porites_evermani_scaffold_633	124695	129977	+	5283	0	0	0	0	0
lncRNA_41476	Porites_evermani_scaffold_633	124695	129977	+	5283	0	0	0	0	0
lncRNA_41477	Porites_evermani_scaffold_633	124695	129977	+	5283	0	0	0	0	0
lncRNA_41478	Porites_evermani_scaffold_633	124695	129977	+	5283	0	0	0	0	0
lncRNA_41479	Porites_evermani_scaffold_633	124695	129977	+	5283	0	0	0	0	0
lncRNA_41480	Porites_evermani_scaffold_633	124695	129977	+	5283	0	0	0	0	0
lncRNA_41481	Porites_evermani_scaffold_633	124695	129977	+	5283	0	0	0	0	0
lncRNA_41482	Porites_evermani_scaffold_633	124695	129977	+	5283	0	0	0	0	0
lncRNA_41483	Porites_evermani_scaffold_633	124702	129977	+	5276	0	0	0	0	0
lncRNA_41484	Porites_evermani_scaffold_633	124702	129977	+	5276	0	0	0	0	0
lncRNA_41485	Porites_evermani_scaffold_633	124704	129977	+	5274	0	0	0	0	0
lncRNA_41486	Porites_evermani_scaffold_633	125989	129071	+	3083	0	0	0	0	0
lncRNA_41487	Porites_evermani_scaffold_633	127052	129977	+	2926	0	0	0	0	0
