"","X.1","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"2757",2964,1086982,"Cluster_2854","Peve_00038025",0.999962448044095,0.00551712420276166,0.551398425649056,157,-20.06,"2 21","561 583",21,"76.19%","76.19%",NA,NA,NA,NA,NA
"2758",2965,1087011,"Cluster_11134","Peve_00038025",-0.856078539892879,0.345787863891157,0.978262075707395,147,-20.17,"2 16","182 203",14,"71.43%","78.57%",NA,NA,NA,NA,NA
"2759",2966,1087281,"Cluster_11134","Peve_00035687",-0.0195622829453675,0.987545469442176,0.999448381576871,154,-22.32,"2 21","440 464",22,"68.18%","77.27%",NA,NA,NA,NA,NA
"2760",2967,1088420,"Cluster_1167","Peve_00034482",-0.511591173923624,0.65811249694873,0.978262075707395,160,-21.16,"2 21","492 513",19,"68.42%","78.95%","Q8K4L3","Supervillin (Archvillin) (p205/p250)","Mus musculus (Mouse)","actin filament severing [GO:0051014]; actin polymerization or depolymerization [GO:0008154]; barbed-end actin filament capping [GO:0051016]; positive regulation of cytokinesis [GO:0032467]; skeletal muscle tissue development [GO:0007519]","GO:0002102; GO:0005546; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0007519; GO:0008154; GO:0015629; GO:0030496; GO:0032154; GO:0032467; GO:0036449; GO:0042995; GO:0043034; GO:0051014; GO:0051015; GO:0051016; GO:0070161"
"2761",2968,1088465,"Cluster_1167","Peve_00034483",0.616035509807119,0.577475545958278,0.978262075707395,160,-21.16,"2 21","26 47",19,"68.42%","78.95%","O46385","Supervillin (Archvillin) (p205/p250)","Bos taurus (Bovine)","actin filament severing [GO:0051014]; actin polymerization or depolymerization [GO:0008154]; barbed-end actin filament capping [GO:0051016]; positive regulation of cytokinesis [GO:0032467]","GO:0002102; GO:0005546; GO:0005737; GO:0008154; GO:0015629; GO:0030496; GO:0032154; GO:0032467; GO:0036449; GO:0042995; GO:0051014; GO:0051015; GO:0051016; GO:0060090; GO:0070161"
"2762",2969,1088927,"Cluster_6904","Peve_00004282",-0.852892981744431,0.349691841932808,0.978262075707395,148,-20.19,"2 20","977 998",19,"68.42%","78.95%",NA,NA,NA,NA,NA
"2763",2970,1089524,"Cluster_8988","Peve_00039177",-0.999730689576333,0.0147751347211111,0.738007302447873,153,-22.68,"2 21","615 637",21,"66.67%","80.95%",NA,NA,NA,NA,NA
"2764",2971,1090801,"Cluster_29","Peve_00003334",-0.218170974953146,0.859981908511813,0.996184225941802,151,-20.11,"2 21","683 705",20,"65.00%","75.00%","P61315","Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)","Mus musculus (Mouse)","glycolipid biosynthetic process [GO:0009247]","GO:0001733; GO:0008146; GO:0009247; GO:0032580; GO:0050694"
"2765",2972,1090883,"Cluster_11997","Peve_00003335",-0.779397164454731,0.431050961777671,0.978262075707395,157,-20.09,"2 21","289 310",20,"70.00%","85.00%",NA,NA,NA,NA,NA
"2766",2973,1091442,"Cluster_4629","Peve_00019244",-0.462131905352726,0.694169319507964,0.978262075707395,150,-20.08,"2 20","711 734",20,"70.00%","70.00%","Q708S8","Acid-sensing ion channel 1B (ASIC1-B) (Acid-sensing ion channel 1.1-B) (Amiloride-sensitive cation channel 2-A, neuronal-B) (ZASIC1.1)","Danio rerio (Zebrafish) (Brachydanio rerio)","cellular response to pH [GO:0071467]; protein homotrimerization [GO:0070207]; sodium ion transmembrane transport [GO:0035725]","GO:0005886; GO:0015280; GO:0035725; GO:0044736; GO:0070207; GO:0071467"
"2767",2974,1091793,"Cluster_796","Peve_00037590",0.898740270652305,0.288966974174018,0.978262075707395,157,-24.09,"2 21","61 85",23,"73.91%","73.91%",NA,NA,NA,NA,NA
"2768",2978,1092392,"Cluster_6904","Peve_00008764",-0.995820122469223,0.0582275196072157,0.978262075707395,164,-22.76,"2 21","492 513",19,"68.42%","84.21%","Q9NWT6","Hypoxia-inducible factor 1-alpha inhibitor (EC 1.14.11.30) (EC 1.14.11.n4) (Factor inhibiting HIF-1) (FIH-1) (Hypoxia-inducible factor asparagine hydroxylase)","Homo sapiens (Human)","negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of Notch signaling pathway [GO:0045746]; negative regulation of transcription from RNA polymerase II promoter in response to hypoxia [GO:0061428]; peptidyl-aspartic acid hydroxylation [GO:0042264]; peptidyl-histidine hydroxylation [GO:0036138]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of vasculogenesis [GO:2001214]","GO:0005112; GO:0005654; GO:0005737; GO:0005829; GO:0008198; GO:0008270; GO:0016706; GO:0019826; GO:0031406; GO:0036138; GO:0036139; GO:0036140; GO:0042264; GO:0042803; GO:0043433; GO:0045663; GO:0045746; GO:0048471; GO:0051059; GO:0061428; GO:0062101; GO:0071532; GO:2001214"
"2769",2979,1092394,"Cluster_6906","Peve_00008764",-0.91714720676125,0.260971965609689,0.978262075707395,160,-20.26,"2 21","492 513",19,"63.16%","84.21%","Q9NWT6","Hypoxia-inducible factor 1-alpha inhibitor (EC 1.14.11.30) (EC 1.14.11.n4) (Factor inhibiting HIF-1) (FIH-1) (Hypoxia-inducible factor asparagine hydroxylase)","Homo sapiens (Human)","negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of Notch signaling pathway [GO:0045746]; negative regulation of transcription from RNA polymerase II promoter in response to hypoxia [GO:0061428]; peptidyl-aspartic acid hydroxylation [GO:0042264]; peptidyl-histidine hydroxylation [GO:0036138]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of vasculogenesis [GO:2001214]","GO:0005112; GO:0005654; GO:0005737; GO:0005829; GO:0008198; GO:0008270; GO:0016706; GO:0019826; GO:0031406; GO:0036138; GO:0036139; GO:0036140; GO:0042264; GO:0042803; GO:0043433; GO:0045663; GO:0045746; GO:0048471; GO:0051059; GO:0061428; GO:0062101; GO:0071532; GO:2001214"
"2770",2981,1094232,"Cluster_4629","Peve_00023277",-0.337388479923953,0.780912824485286,0.993780465556445,154,-27.55,"2 19","182 203",17,"70.59%","76.47%","Q63413","Spliceosome RNA helicase Ddx39b (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein Uap56)","Rattus norvegicus (Rat)","liver development [GO:0001889]; mRNA export from nucleus [GO:0006406]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of DNA damage checkpoint [GO:2000002]; positive regulation of cell growth involved in cardiac muscle cell development [GO:0061051]; positive regulation of DNA biosynthetic process [GO:2000573]; positive regulation of DNA-templated transcription, elongation [GO:0032786]; positive regulation of translation [GO:0045727]; positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]; RNA secondary structure unwinding [GO:0010501]; RNA splicing [GO:0008380]; spliceosomal complex assembly [GO:0000245]; viral mRNA export from host cell nucleus [GO:0046784]","GO:0000245; GO:0000346; GO:0000398; GO:0001889; GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005681; GO:0005687; GO:0005688; GO:0005737; GO:0006406; GO:0008186; GO:0008380; GO:0010501; GO:0016363; GO:0016607; GO:0016887; GO:0017070; GO:0030621; GO:0032786; GO:0032991; GO:0042802; GO:0043008; GO:0044877; GO:0045727; GO:0046784; GO:0061051; GO:1904707; GO:2000002; GO:2000573"
"2771",2982,1094385,"Cluster_9149","Peve_00023272",-0.672763372967259,0.530214408912717,0.978262075707395,156,-22.86,"2 19","493 516",19,"78.95%","78.95%","Q69ZW3","EH domain-binding protein 1","Mus musculus (Mouse)","actin cytoskeleton organization [GO:0030036]; endocytosis [GO:0006897]; protein transport [GO:0015031]","GO:0005654; GO:0005768; GO:0005815; GO:0005829; GO:0005886; GO:0006897; GO:0015031; GO:0030036; GO:0031941"
"2772",2984,1095257,"Cluster_589","Peve_00021654",-0.881782730848516,0.312687037643998,0.978262075707395,166,-26.91,"2 20","337 359",19,"73.68%","89.47%","Q04400","Adenylate cyclase type 5 (EC 4.6.1.1) (ATP pyrophosphate-lyase 5) (Adenylate cyclase type V) (Adenylyl cyclase 5)","Rattus norvegicus (Rat)","adenylate cyclase-activating dopamine receptor signaling pathway [GO:0007191]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; adenylate cyclase-inhibiting dopamine receptor signaling pathway [GO:0007195]; adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; aging [GO:0007568]; brain development [GO:0007420]; cAMP biosynthetic process [GO:0006171]; cellular response to forskolin [GO:1904322]; G protein-coupled adenosine receptor signaling pathway [GO:0001973]; heart development [GO:0007507]; intracellular signal transduction [GO:0035556]; locomotory behavior [GO:0007626]; neuromuscular process controlling balance [GO:0050885]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061178]; response to morphine [GO:0043278]","GO:0001973; GO:0004016; GO:0005524; GO:0005768; GO:0005886; GO:0005929; GO:0006171; GO:0007189; GO:0007191; GO:0007193; GO:0007195; GO:0007204; GO:0007420; GO:0007507; GO:0007568; GO:0007626; GO:0008179; GO:0008294; GO:0016020; GO:0035556; GO:0043278; GO:0045121; GO:0046872; GO:0050885; GO:0061178; GO:0097110; GO:1904322"
"2773",2985,1095798,"Cluster_796","Peve_00007683",0.606976176093702,0.584764661191195,0.978262075707395,143,-20.31,"2 21","221 244",21,"61.90%","66.67%","Q5F479","Serine/threonine-protein kinase 11-interacting protein","Gallus gallus (Chicken)","protein localization [GO:0008104]","GO:0005737; GO:0008104; GO:0019901"
"2774",2986,1096233,"Cluster_10061","Peve_00026385",-0.087440984785273,0.944262157790605,0.999448381576871,178,-24.3,"2 19","903 924",17,"82.35%","100.00%",NA,NA,NA,NA,NA
"2775",2987,1096691,"Cluster_14999","Peve_00032289",0.358599961120695,0.766508447621425,0.990058974093783,166,-22.74,"2 20","551 573",19,"78.95%","84.21%","Q5UU75","Doublesex- and mab-3-related transcription factor A2 (Doublesex- and mab-3-related transcription factor 5)","Danio rerio (Zebrafish) (Brachydanio rerio)","corticotropin hormone secreting cell differentiation [GO:0060128]; regulation of transcription by RNA polymerase II [GO:0006357]; sex differentiation [GO:0007548]; telencephalon development [GO:0021537]","GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0007548; GO:0021537; GO:0046872; GO:0060128"
"2776",2988,1096822,"Cluster_11135","Peve_00012898",0.193975399368499,0.875723605605123,0.997692036753966,160,-20.87,"2 18","623 645",17,"82.35%","82.35%",NA,NA,NA,NA,NA
"2777",2990,1096967,"Cluster_589","Peve_00012893",0.159680919674548,0.897906931664995,0.999448381576871,151,-20.75,"2 16","837 858",14,"78.57%","78.57%",NA,NA,NA,NA,NA
"2778",2991,1096975,"Cluster_4080","Peve_00012893",-0.723721119815755,0.484860402263066,0.978262075707395,175,-26.57,"2 21","818 840",20,"80.00%","90.00%",NA,NA,NA,NA,NA
"2779",2992,1097337,"Cluster_4629","Peve_00032287",-0.980622420878099,0.125530333606602,0.978262075707395,152,-24.15,"2 13","952 973",11,"81.82%","100.00%",NA,NA,NA,NA,NA
"2780",2993,1097664,"Cluster_7855","Peve_00011279",0.757061468369413,0.453268624417658,0.978262075707395,170,-21.5,"2 21","927 950",21,"76.19%","90.48%",NA,NA,NA,NA,NA
"2781",2994,1097694,"Cluster_4079","Peve_00011272",-0.730316314598218,0.478745351346636,0.978262075707395,167,-22.7,"2 17","524 547",17,"88.24%","88.24%","P0CI65","Nephrocystin-3","Danio rerio (Zebrafish) (Brachydanio rerio)","cilium assembly [GO:0060271]; convergent extension [GO:0060026]; determination of left/right symmetry [GO:0007368]; heart jogging [GO:0003146]; kidney development [GO:0001822]; Kupffer's vesicle development [GO:0070121]; left/right pattern formation [GO:0060972]; pronephros development [GO:0048793]; visual perception [GO:0007601]; Wnt signaling pathway [GO:0016055]","GO:0001822; GO:0003146; GO:0005929; GO:0007368; GO:0007601; GO:0016055; GO:0048793; GO:0060026; GO:0060271; GO:0060972; GO:0070121; GO:0097543; GO:0097546"
"2782",2995,1097912,"Cluster_589","Peve_00011277",-0.990043159202282,0.0899118455255787,0.978262075707395,155,-20.8,"2 20","612 633",18,"61.11%","83.33%","Q8IWV8","E3 ubiquitin-protein ligase UBR2 (EC 2.3.2.27) (N-recognin-2) (RING-type E3 ubiquitin transferase UBR2) (Ubiquitin-protein ligase E3-alpha-2) (Ubiquitin-protein ligase E3-alpha-II)","Homo sapiens (Human)","cellular response to leucine [GO:0071233]; heterochromatin formation [GO:0031507]; histone H2A ubiquitination [GO:0033522]; male meiosis I [GO:0007141]; male meiotic nuclear division [GO:0007140]; negative regulation of TOR signaling [GO:0032007]; negative regulation of transposition [GO:0010529]; protein ubiquitination [GO:0016567]; reciprocal meiotic recombination [GO:0007131]; spermatogenesis [GO:0007283]; ubiquitin-dependent protein catabolic process via the N-end rule pathway [GO:0071596]","GO:0000151; GO:0000785; GO:0005634; GO:0005737; GO:0005829; GO:0007131; GO:0007140; GO:0007141; GO:0007283; GO:0008270; GO:0010529; GO:0016567; GO:0031507; GO:0032007; GO:0033522; GO:0061630; GO:0070728; GO:0071233; GO:0071596"
"2783",2996,1097927,"Cluster_6904","Peve_00011277",-0.683828606790993,0.520627186583581,0.978262075707395,152,-20.25,"2 20","381 403",20,"70.00%","80.00%","Q8IWV8","E3 ubiquitin-protein ligase UBR2 (EC 2.3.2.27) (N-recognin-2) (RING-type E3 ubiquitin transferase UBR2) (Ubiquitin-protein ligase E3-alpha-2) (Ubiquitin-protein ligase E3-alpha-II)","Homo sapiens (Human)","cellular response to leucine [GO:0071233]; heterochromatin formation [GO:0031507]; histone H2A ubiquitination [GO:0033522]; male meiosis I [GO:0007141]; male meiotic nuclear division [GO:0007140]; negative regulation of TOR signaling [GO:0032007]; negative regulation of transposition [GO:0010529]; protein ubiquitination [GO:0016567]; reciprocal meiotic recombination [GO:0007131]; spermatogenesis [GO:0007283]; ubiquitin-dependent protein catabolic process via the N-end rule pathway [GO:0071596]","GO:0000151; GO:0000785; GO:0005634; GO:0005737; GO:0005829; GO:0007131; GO:0007140; GO:0007141; GO:0007283; GO:0008270; GO:0010529; GO:0016567; GO:0031507; GO:0032007; GO:0033522; GO:0061630; GO:0070728; GO:0071233; GO:0071596"
"2784",2997,1099135,"Cluster_4080","Peve_00012704",0.997873729717017,0.0415222938742972,0.909359886114279,159,-21.02,"2 21","191 215",22,"68.18%","77.27%","Q9DC58","DNA damage-regulated autophagy modulator protein 1 (Damage-regulated autophagy modulator)","Mus musculus (Mouse)","apoptotic process [GO:0006915]; autophagy [GO:0006914]; regulation of autophagy [GO:0010506]","GO:0005737; GO:0005764; GO:0005765; GO:0006914; GO:0006915; GO:0010506"
"2785",2998,1099380,"Cluster_9149","Peve_00012709",0.597021740795279,0.592701199926971,0.978262075707395,146,-21.38,"2 21","852 879",25,"60.00%","72.00%","P13914","Arylamine N-acetyltransferase, pineal gland isozyme NAT-3 (Arylamine acetylase) (EC 2.3.1.5)","Gallus gallus (Chicken)","","GO:0004060"
"2786",3000,1099578,"Cluster_796","Peve_00017368",-0.582780616608027,0.603929388886638,0.978262075707395,154,-22.16,"2 21","648 671",21,"71.43%","76.19%",NA,NA,NA,NA,NA
"2787",3001,1100156,"Cluster_14999","Peve_00008665",0.854838018514247,0.347312840291308,0.978262075707395,169,-20.78,"2 20","808 828",18,"83.33%","88.89%","Q58A42","Protein DD3-3","Dictyostelium discoideum (Social amoeba)","","GO:0016020"
"2788",3002,1101242,"Cluster_589","Peve_00016707",0.436129992893138,0.712697567792575,0.979587393916807,158,-26.52,"2 21","404 430",24,"70.83%","75.00%","Q3U481","Major facilitator superfamily domain-containing protein 12 (Protein grizzled)","Mus musculus (Mouse)","carbohydrate transport [GO:0008643]; cysteine transmembrane transport [GO:1903712]; melanin biosynthetic process [GO:0042438]; negative regulation of melanin biosynthetic process [GO:0048022]; organic substance transport [GO:0071702]; pigment metabolic process involved in pigmentation [GO:0043474]; regulation of melanin biosynthetic process [GO:0048021]","GO:0005764; GO:0005765; GO:0005770; GO:0005886; GO:0008643; GO:0015293; GO:0033162; GO:0033229; GO:0042438; GO:0042470; GO:0043474; GO:0048021; GO:0048022; GO:0071702; GO:1903712"
"2789",3003,1102266,"Cluster_11134","Peve_00004483",-0.022073460672086,0.985946457098077,0.999448381576871,157,-20.41,"2 18","596 617",16,"75.00%","81.25%",NA,NA,NA,NA,NA
"2790",3004,1103543,"Cluster_2882","Peve_00029931",-0.820494161656803,0.387396757070617,0.978262075707395,156,-20.89,"2 17","111 132",15,"73.33%","86.67%","A6QLU6","Adhesion G-protein coupled receptor D1 (G-protein coupled receptor 133)","Bos taurus (Bovine)","adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cell surface receptor signaling pathway [GO:0007166]; G protein-coupled receptor signaling pathway [GO:0007186]","GO:0004930; GO:0005886; GO:0007166; GO:0007186; GO:0007189"
"2791",3005,1103578,"Cluster_15890","Peve_00029931",-0.76410051656361,0.446366264050846,0.978262075707395,166,-20.77,"2 21","311 331",19,"78.95%","84.21%","A6QLU6","Adhesion G-protein coupled receptor D1 (G-protein coupled receptor 133)","Bos taurus (Bovine)","adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cell surface receptor signaling pathway [GO:0007166]; G protein-coupled receptor signaling pathway [GO:0007186]","GO:0004930; GO:0005886; GO:0007166; GO:0007186; GO:0007189"
"2792",3006,1103590,"Cluster_4080","Peve_00004323",-0.502616685183679,0.664741444160619,0.978262075707395,162,-22.3,"2 20","634 656",19,"73.68%","84.21%","Q6RFZ7","Pleckstrin homology domain-containing family G member 5 (PH domain-containing family G member 5) (Neuronal RhoA GEF protein) (Transcript highly enriched in cortex and hippocampus)","Rattus norvegicus (Rat)","endothelial cell chemotaxis [GO:0035767]; endothelial cell migration [GO:0043542]; regulation of protein catabolic process at presynapse, modulating synaptic transmission [GO:0099575]; regulation protein catabolic process at presynapse [GO:0140251]; Rho protein signal transduction [GO:0007266]","GO:0005085; GO:0005737; GO:0005886; GO:0005911; GO:0007266; GO:0030027; GO:0030139; GO:0030424; GO:0035767; GO:0043542; GO:0045202; GO:0048471; GO:0098793; GO:0099575; GO:0140251"
"2793",3007,1103869,"Cluster_6906","Peve_00042319",-0.686063329690759,0.518674561276582,0.978262075707395,160,-21.03,"2 21","170 189",19,"78.95%","84.21%",NA,NA,NA,NA,NA
"2794",3008,1104336,"Cluster_11134","Peve_00003913",0.937097079490441,0.227004139312974,0.978262075707395,159,-20.58,"2 21","689 712",21,"66.67%","80.95%","Q6NRI8","Centromere protein S (CENP-S) (Apoptosis-inducing TAF9-like domain-containing protein 1 homolog) (FANCM-interacting histone fold protein 1)","Xenopus laevis (African clawed frog)","cell division [GO:0051301]; cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; replication fork processing [GO:0031297]; resolution of meiotic recombination intermediates [GO:0000712]","GO:0000712; GO:0000776; GO:0003677; GO:0003682; GO:0006281; GO:0006974; GO:0031297; GO:0043240; GO:0046982; GO:0051301; GO:0071821"
"2795",3009,1105371,"Cluster_11134","Peve_00030446",-0.968300691390792,0.160721500405001,0.978262075707395,153,-22.25,"2 19","605 629",20,"70.00%","75.00%","Q9NUN7","Alkaline ceramidase 3 (AlkCDase 3) (Alkaline CDase 3) (EC 3.5.1.-) (EC 3.5.1.23) (Alkaline dihydroceramidase SB89) (Alkaline phytoceramidase) (aPHC)","Homo sapiens (Human)","ceramide catabolic process [GO:0046514]; inflammatory response [GO:0006954]; myelination [GO:0042552]; phytosphingosine biosynthetic process [GO:0071602]; positive regulation of cell population proliferation [GO:0008284]; regulation of programmed cell death [GO:0043067]; sphingolipid biosynthetic process [GO:0030148]; sphingosine biosynthetic process [GO:0046512]","GO:0000139; GO:0005509; GO:0005789; GO:0006954; GO:0008270; GO:0008284; GO:0016020; GO:0017040; GO:0030148; GO:0042552; GO:0043067; GO:0046512; GO:0046514; GO:0070774; GO:0071602; GO:0071633; GO:0102121"
"2796",3010,1105581,"Cluster_7053","Peve_00030443",-0.531365142810227,0.643358461010108,0.978262075707395,161,-20.82,"2 21","946 965",19,"68.42%","89.47%","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"2797",3011,1105657,"Cluster_2854","Peve_00034569",0.999603958340296,0.0179176022280377,0.782669382293497,159,-22.75,"2 21","832 856",22,"63.64%","81.82%",NA,NA,NA,NA,NA
"2798",3012,1105659,"Cluster_4079","Peve_00034569",0.914312982474787,0.265462787769544,0.978262075707395,150,-20.37,"2 21","590 610",19,"63.16%","78.95%",NA,NA,NA,NA,NA
"2799",3014,1106722,"Cluster_11135","Peve_00037144",0.926364403306054,0.245833300488982,0.978262075707395,170,-21.97,"2 20","562 584",19,"78.95%","89.47%","P26818","Beta-adrenergic receptor kinase 2 (Beta-ARK-2) (EC 2.7.11.15) (G-protein-coupled receptor kinase 3)","Bos taurus (Bovine)","desensitization of G protein-coupled receptor signaling pathway [GO:0002029]; G protein-coupled receptor signaling pathway [GO:0007186]; protein phosphorylation [GO:0006468]; receptor internalization [GO:0031623]; regulation of signal transduction [GO:0009966]","GO:0001664; GO:0002029; GO:0004672; GO:0004703; GO:0005524; GO:0006468; GO:0007186; GO:0009966; GO:0031623; GO:0042995; GO:0047696; GO:0098793; GO:0098794"
"2800",3015,1106891,"Cluster_8884","Peve_00032234",-0.203320640991674,0.869653237709453,0.997440292838262,164,-21.71,"2 18","19 41",18,"77.78%","88.89%",NA,NA,NA,NA,NA
"2801",3016,1106892,"Cluster_8887","Peve_00032234",-0.465449101701132,0.691785655435888,0.978262075707395,164,-21.71,"2 18","19 41",18,"77.78%","88.89%",NA,NA,NA,NA,NA
"2802",3017,1106972,"Cluster_6904","Peve_00041065",-0.951310992493219,0.199475076059675,0.978262075707395,157,-22.91,"2 21","865 887",21,"71.43%","80.95%",NA,NA,NA,NA,NA
"2803",3018,1106974,"Cluster_6906","Peve_00041065",-0.686063329690759,0.518674561276582,0.978262075707395,157,-23.48,"2 21","865 887",21,"71.43%","80.95%",NA,NA,NA,NA,NA
"2804",3020,1107324,"Cluster_4079","Peve_00027365",-0.21571513796119,0.861583486127423,0.996549818373121,162,-23.61,"2 21","846 870",22,"77.27%","77.27%","Q5REB9","Myotubularin-related protein 2 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","phosphatidylinositol biosynthetic process [GO:0006661]; phosphatidylinositol dephosphorylation [GO:0046856]","GO:0004438; GO:0005829; GO:0006661; GO:0030424; GO:0031901; GO:0046856; GO:0048471; GO:0052629"
"2805",3021,1107342,"Cluster_8887","Peve_00027365",-0.172917636379004,0.889361109641904,0.999448381576871,149,-20.67,"2 20","122 144",20,"65.00%","80.00%","Q5REB9","Myotubularin-related protein 2 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","phosphatidylinositol biosynthetic process [GO:0006661]; phosphatidylinositol dephosphorylation [GO:0046856]","GO:0004438; GO:0005829; GO:0006661; GO:0030424; GO:0031901; GO:0046856; GO:0048471; GO:0052629"
"2806",3022,1109358,"Cluster_6905","Peve_00036237",0.707888973335431,0.499295389570945,0.978262075707395,168,-22.61,"2 17","383 404",15,"86.67%","93.33%",NA,NA,NA,NA,NA
"2807",3023,1109477,"Cluster_589","Peve_00009400",0.159680919674548,0.897906931664995,0.999448381576871,159,-21.52,"2 21","100 122",20,"75.00%","75.00%",NA,NA,NA,NA,NA
"2808",3024,1110057,"Cluster_15726","Peve_00023336",-0.998934950217099,0.0293845218273416,0.903929377050813,160,-21.55,"2 21","685 705",20,"80.00%","80.00%","Q9NYR8","Retinol dehydrogenase 8 (EC 1.1.1.300) (Photoreceptor outer segment all-trans retinol dehydrogenase) (Short chain dehydrogenase/reductase family 28C member 2)","Homo sapiens (Human)","estrogen biosynthetic process [GO:0006703]; response to stimulus [GO:0050896]; retinol metabolic process [GO:0042572]; steroid biosynthetic process [GO:0006694]; visual perception [GO:0007601]","GO:0004303; GO:0004745; GO:0005829; GO:0005886; GO:0006694; GO:0006703; GO:0007601; GO:0016491; GO:0042572; GO:0050896; GO:0052650"
"2809",3025,1110411,"Cluster_11134","Peve_00025857",-0.187786033754204,0.879737691435898,0.998681933263738,157,-24.23,"2 15","184 206",14,"85.71%","92.86%","Q8WPA2","Allatostatin-A receptor (BAR)","Bombyx mori (Silk moth)","","GO:0004930; GO:0005886; GO:0042562; GO:0042923"
"2810",3026,1110601,"Cluster_29","Peve_00025859",-0.368569774287229,0.759695126986102,0.988219883885475,173,-24.81,"2 20","612 635",20,"85.00%","90.00%",NA,NA,NA,NA,NA
"2811",3027,1110916,"Cluster_29","Peve_00005180",-0.72802963227625,0.480872616506001,0.978262075707395,162,-21.65,"2 21","408 428",19,"73.68%","84.21%","Q5VTL8","Pre-mRNA-splicing factor 38B (Sarcoma antigen NY-SAR-27)","Homo sapiens (Human)","mRNA processing [GO:0006397]; RNA splicing [GO:0008380]","GO:0003723; GO:0006397; GO:0008380; GO:0071011"
"2812",3029,1111053,"Cluster_796","Peve_00031274",0.847076828363271,0.356720684812642,0.978262075707395,146,-20.78,"2 12","153 175",11,"90.91%","90.91%","P0CI65","Nephrocystin-3","Danio rerio (Zebrafish) (Brachydanio rerio)","cilium assembly [GO:0060271]; convergent extension [GO:0060026]; determination of left/right symmetry [GO:0007368]; heart jogging [GO:0003146]; kidney development [GO:0001822]; Kupffer's vesicle development [GO:0070121]; left/right pattern formation [GO:0060972]; pronephros development [GO:0048793]; visual perception [GO:0007601]; Wnt signaling pathway [GO:0016055]","GO:0001822; GO:0003146; GO:0005929; GO:0007368; GO:0007601; GO:0016055; GO:0048793; GO:0060026; GO:0060271; GO:0060972; GO:0070121; GO:0097543; GO:0097546"
"2813",3030,1111115,"Cluster_6914","Peve_00031276",0.83220053081693,0.374161624785506,0.978262075707395,161,-21.18,"2 20","308 331",21,"76.19%","80.95%",NA,NA,NA,NA,NA
"2814",3031,1111350,"Cluster_9149","Peve_00025275",-0.467727104299906,0.690146013072338,0.978262075707395,151,-22.79,"2 12","940 961",10,"90.00%","100.00%",NA,NA,NA,NA,NA
"2815",3033,1112166,"Cluster_11134","Peve_00020733",-0.0195622829453675,0.987545469442176,0.999448381576871,165,-24.91,"2 21","691 712",20,"80.00%","85.00%","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"2816",3034,1112312,"Cluster_589","Peve_00034529",-0.851226154993355,0.351719063933253,0.978262075707395,171,-26.29,"2 20","551 572",18,"77.78%","88.89%","A0A2B4RNI3",NA,NA,NA,NA
