"","X.1","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"4188",4188,1185693,"Cluster_5900","FUN_023277",0.376046441876988,0.532739682555313,0.998649612991003,162,-20.77,"2 20","21 44",20,"75.00%","80.00%","ptg000017l:5870974-5873092","A0A2B4SJA1",NA,NA,NA,NA
"4189",4189,1186581,"Cluster_2859","FUN_039988",0.403874546819026,0.500114386021807,0.998649612991003,150,-22.84,"2 22","55 77",21,"71.43%","71.43%",NA,NA,NA,NA,NA,NA
"4190",4190,1186583,"Cluster_3366","FUN_039988",0.888310868864341,0.0440491206471639,0.96546924320845,142,-20.37,"2 23","98 127",27,"59.26%","74.07%",NA,NA,NA,NA,NA,NA
"4191",4191,1186677,"Cluster_14768","FUN_033928",-0.305629280727228,0.617006767178741,0.998649612991003,146,-21.53,"2 20","428 450",20,"65.00%","70.00%",NA,NA,NA,NA,NA,NA
"4192",4192,1188136,"Cluster_1826","FUN_035433",0.112515805841173,0.857043276295763,0.998649612991003,163,-22.85,"2 21","894 919",23,"69.57%","78.26%","ptg000025l:7368453-7372170","Q94887","Neurexin-4 (Neurexin IV)","Drosophila melanogaster (Fruit fly)","axon ensheathment [GO:0008366]; cell adhesion involved in heart morphogenesis [GO:0061343]; cell-cell junction organization [GO:0045216]; dorsal closure [GO:0007391]; establishment of glial blood-brain barrier [GO:0060857]; heart process [GO:0003015]; nerve maturation [GO:0021682]; presynaptic membrane assembly [GO:0097105]; protein localization [GO:0008104]; regulation of tube size, open tracheal system [GO:0035151]; septate junction assembly [GO:0019991]; synaptic target recognition [GO:0008039]; terminal button organization [GO:0072553]","GO:0003015; GO:0005886; GO:0005919; GO:0007391; GO:0008039; GO:0008104; GO:0008366; GO:0019991; GO:0021682; GO:0035151; GO:0045202; GO:0045216; GO:0048786; GO:0060857; GO:0061343; GO:0072553; GO:0097105"
"4193",4193,1188163,"Cluster_15775","FUN_035433",-0.56647549852248,0.319426112573279,0.998649612991003,170,-23.45,"2 20","48 71",19,"78.95%","89.47%","ptg000025l:7368453-7372170","Q94887","Neurexin-4 (Neurexin IV)","Drosophila melanogaster (Fruit fly)","axon ensheathment [GO:0008366]; cell adhesion involved in heart morphogenesis [GO:0061343]; cell-cell junction organization [GO:0045216]; dorsal closure [GO:0007391]; establishment of glial blood-brain barrier [GO:0060857]; heart process [GO:0003015]; nerve maturation [GO:0021682]; presynaptic membrane assembly [GO:0097105]; protein localization [GO:0008104]; regulation of tube size, open tracheal system [GO:0035151]; septate junction assembly [GO:0019991]; synaptic target recognition [GO:0008039]; terminal button organization [GO:0072553]","GO:0003015; GO:0005886; GO:0005919; GO:0007391; GO:0008039; GO:0008104; GO:0008366; GO:0019991; GO:0021682; GO:0035151; GO:0045202; GO:0045216; GO:0048786; GO:0060857; GO:0061343; GO:0072553; GO:0097105"
"4194",4194,1188840,"Cluster_1862","FUN_031532",-0.278914218357511,0.649535044299477,0.998649612991003,171,-24.07,"2 23","194 217",22,"72.73%","90.91%",NA,NA,NA,NA,NA,NA
"4195",4195,1189017,"Cluster_14768","FUN_031536",-0.419674609853595,0.481782085793466,0.998649612991003,150,-26.09,"2 11","113 133",9,"100.00%","100.00%",NA,NA,NA,NA,NA,NA
"4196",4196,1189116,"Cluster_2859","FUN_020745",0.403874546819026,0.500114386021807,0.998649612991003,174,-23.89,"2 22","283 303",20,"85.00%","85.00%",NA,NA,NA,NA,NA,NA
"4197",4197,1189352,"Cluster_3366","FUN_020748",-0.314931850629638,0.605746997038317,0.998649612991003,151,-20.99,"2 23","476 502",25,"64.00%","72.00%",NA,NA,NA,NA,NA,NA
"4198",4198,1189353,"Cluster_3367","FUN_020748",0.108651150661611,0.861933725952529,0.998649612991003,151,-20.66,"2 23","476 502",25,"64.00%","72.00%",NA,NA,NA,NA,NA,NA
"4199",4199,1189537,"Cluster_18728","FUN_008040",0.3675815034399,0.542744839918253,0.998649612991003,150,-20.28,"2 11","803 824",9,"100.00%","100.00%",NA,NA,NA,NA,NA,NA
"4200",4200,1189805,"Cluster_16409","FUN_036166",0.335818120724148,0.580601412305216,0.998649612991003,172,-23.13,"2 21","592 613",19,"73.68%","89.47%","ptg000025l:15929674-15941440","Q3MHL4","Adenosylhomocysteinase (AdoHcyase) (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase)","Bos taurus (Bovine)","one-carbon metabolic process [GO:0006730]; S-adenosylmethionine cycle [GO:0033353]","GO:0004013; GO:0005829; GO:0006730; GO:0033353; GO:0042470; GO:0051287"
"4201",4201,1189824,"Cluster_4254","FUN_036167",0.0241774518841365,0.969219311529786,0.998649612991003,168,-21.05,"2 21","135 156",19,"78.95%","78.95%","ptg000025l:15947778-15954940","Q28001","Sodium-dependent neutral amino acid transporter SLC6A17 (Sodium-dependent neurotransmitter transporter NTT4) (Solute carrier family 6 member 17)","Bos taurus (Bovine)","alanine transport [GO:0032328]; glycine transport [GO:0015816]; leucine transport [GO:0015820]; neurotransmitter transport [GO:0006836]; neutral amino acid transport [GO:0015804]; proline transport [GO:0015824]; sodium ion transmembrane transport [GO:0035725]","GO:0006836; GO:0008021; GO:0015293; GO:0015804; GO:0015816; GO:0015820; GO:0015824; GO:0016020; GO:0030672; GO:0032328; GO:0035725; GO:0042995; GO:0098794"
"4202",4202,1190068,"Cluster_10419","FUN_024475",0.89396845619105,0.0407808022661076,0.96546924320845,156,-21.08,"2 21","665 686",19,"68.42%","73.68%","ptg000018l:6800864-6805190","P20965","Polyadenylate-binding protein 1-A (PABP-1-A) (Poly(A)-binding protein 1-A) (xPABP1-A) (Cytoplasmic poly(A)-binding protein 1-A)","Xenopus laevis (African clawed frog)","mRNA processing [GO:0006397]; mRNA stabilization [GO:0048255]; negative regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060212]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]; RNA-mediated gene silencing [GO:0031047]; translation [GO:0006412]","GO:0005737; GO:0005844; GO:0006397; GO:0006412; GO:0008143; GO:0031047; GO:0031370; GO:0043621; GO:0048255; GO:0060212; GO:0060213; GO:1900153"
"4203",4203,1190150,"Cluster_15340","FUN_000109",-0.0894379670635891,0.886276044694465,0.998649612991003,154,-20.65,"2 20","636 659",20,"65.00%","80.00%","ntLink_4:144120-145381","P35067","Histone H2B","Acropora formosa (Staghorn coral)","","GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982"
"4204",4204,1190189,"Cluster_15340","FUN_000108",-0.0456191715366499,0.941936019662142,0.998649612991003,154,-20.65,"2 20","710 733",20,"65.00%","80.00%","ntLink_4:140764-143046","P84239","Histone H3","Urechis caupo (Innkeeper worm) (Spoonworm)","","GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982"
"4205",4205,1190267,"Cluster_15340","FUN_000104",0.0329881253352895,0.958005833399152,0.998649612991003,154,-20.65,"2 20","710 733",20,"65.00%","80.00%","ntLink_4:130873-131654","P84239","Histone H3","Urechis caupo (Innkeeper worm) (Spoonworm)","","GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982"
"4206",4206,1190306,"Cluster_15340","FUN_000107",-0.326598934567802,0.591677060990018,0.998649612991003,154,-20.65,"2 20","636 659",20,"65.00%","80.00%","ntLink_4:136794-140432","P35061","Histone H2A","Acropora formosa (Staghorn coral)","","GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982"
"4207",4207,1190345,"Cluster_15340","FUN_000106",-0.0195252723724081,0.975141230795146,0.998649612991003,154,-20.65,"2 20","710 733",20,"65.00%","80.00%","ntLink_4:134939-135720","P84239","Histone H3","Urechis caupo (Innkeeper worm) (Spoonworm)","","GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982"
"4208",4208,1190423,"Cluster_15340","FUN_000100",-0.155955384730147,0.802239332890588,0.998649612991003,154,-20.65,"2 20","358 381",20,"65.00%","80.00%","ntLink_4:123111-123874","P84239","Histone H3","Urechis caupo (Innkeeper worm) (Spoonworm)","","GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982"
"4209",4209,1190501,"Cluster_15340","FUN_000102",-0.237112633072318,0.700952103880292,0.998649612991003,154,-20.65,"2 20","358 381",20,"65.00%","80.00%","ntLink_4:127177-127940","P84239","Histone H3","Urechis caupo (Innkeeper worm) (Spoonworm)","","GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982"
"4210",4210,1190546,"Cluster_16409","FUN_014936",-0.147604423143875,0.812748887460993,0.998649612991003,168,-24.77,"2 21","66 87",19,"73.68%","84.21%",NA,NA,NA,NA,NA,NA
"4211",4211,1190993,"Cluster_4220","FUN_027219",-0.462413908887562,0.432949027446916,0.998649612991003,152,-20.16,"2 20","63 82",18,"72.22%","77.78%","ptg000021l:1942661-1966001","Q7Z4T9","Cilia- and flagella-associated protein 91 (CFAP91) (AMY-1-associating protein expressed in testis 1) (AAT-1) (MYCBP/AMY-1-associated testis-expressed protein 1) (Protein MAATS1)","Homo sapiens (Human)","axonemal central apparatus assembly [GO:1904158]; cell differentiation [GO:0030154]; cilium movement [GO:0003341]; spermatogenesis [GO:0007283]","GO:0003341; GO:0005739; GO:0005930; GO:0007283; GO:0030154; GO:0031514; GO:1904158"
"4212",4212,1191712,"Cluster_15775","FUN_014938",-0.555019427344281,0.331503256081624,0.998649612991003,167,-22.75,"2 22","852 877",23,"69.57%","86.96%",NA,NA,NA,NA,NA,NA
"4213",4213,1191901,"Cluster_10419","FUN_033262",0.234855350063785,0.703744992908059,0.998649612991003,166,-21.59,"2 21","261 284",21,"80.95%","80.95%",NA,NA,NA,NA,NA,NA
"4214",4214,1192118,"Cluster_2463","FUN_028667",-0.0832832571226617,0.89408317495939,0.998649612991003,153,-21.42,"2 19","435 461",22,"68.18%","72.73%",NA,NA,NA,NA,NA,NA
"4215",4215,1193130,"Cluster_1862","FUN_003450",-0.298950523622483,0.62511257178941,0.998649612991003,173,-21.32,"2 22","892 915",20,"70.00%","90.00%","ntLink_8:11545733-11549729","Q0EEE2","Patched domain-containing protein 3 (RND-type protein RNDEu-3)","Mus musculus (Mouse)","","GO:0005783; GO:0005789; GO:0005886; GO:0016020; GO:0097225"
"4216",4216,1193667,"Cluster_17776","FUN_015043",0.366278775535127,0.544287828713051,0.998649612991003,160,-24.23,"2 21","799 820",19,"68.42%","78.95%",NA,NA,NA,NA,NA,NA
"4217",4217,1193705,"Cluster_16409","FUN_008480",0.513255518262896,0.376451266751703,0.998649612991003,166,-20.26,"2 21","146 166",19,"78.95%","84.21%","ptg000002l:12072861-12077284","Q9I830","Potassium voltage-gated channel subfamily A member 2 (Shaker-related potassium channel tsha1) (Trout shaker 1) (Voltage-gated potassium channel subunit Kv1.2)","Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)","neuronal action potential [GO:0019228]; potassium ion transmembrane transport [GO:0071805]; protein homooligomerization [GO:0051260]; regulation of ion transmembrane transport [GO:0034765]","GO:0005249; GO:0005251; GO:0005886; GO:0008076; GO:0019228; GO:0034765; GO:0044224; GO:0051260; GO:0071805"
"4218",4218,1194109,"Cluster_3250","FUN_006427",0.564093887472411,0.32192749370212,0.998649612991003,165,-20.53,"2 18","820 841",16,"81.25%","87.50%",NA,NA,NA,NA,NA,NA
"4219",4219,1194141,"Cluster_19193","FUN_006427",0.633589562575879,0.251097731149727,0.998649612991003,157,-22.06,"2 19","115 137",18,"77.78%","77.78%",NA,NA,NA,NA,NA,NA
"4220",4220,1194768,"Cluster_1862","FUN_040353",-0.467263765043765,0.427481694762889,0.998649612991003,160,-21.02,"2 22","908 933",22,"72.73%","72.73%",NA,NA,NA,NA,NA,NA
"4221",4221,1195257,"Cluster_14768","FUN_003501",-0.00815029615979213,0.98962283551835,0.998929520526841,150,-24.36,"2 20","87 108",19,"57.89%","84.21%",NA,NA,NA,NA,NA,NA
"4222",4222,1195304,"Cluster_16409","FUN_028293",0.386743194596084,0.520149705824186,0.998649612991003,148,-21.44,"2 20","824 850",23,"65.22%","78.26%",NA,NA,NA,NA,NA,NA
"4223",4223,1195343,"Cluster_16409","FUN_028292",-0.138621978957467,0.824067924222971,0.998649612991003,148,-21.44,"2 20","908 934",23,"65.22%","78.26%",NA,NA,NA,NA,NA,NA
"4224",4224,1195525,"Cluster_10093","FUN_028295",-0.112592818522662,0.856945843791266,0.998649612991003,162,-21.31,"2 19","491 510",17,"88.24%","88.24%",NA,NA,NA,NA,NA,NA
"4225",4225,1195828,"Cluster_3437","FUN_034286",-0.295738541935737,0.629017219281753,0.998649612991003,164,-20.79,"2 17","921 943",15,"80.00%","93.33%",NA,NA,NA,NA,NA,NA
"4226",4226,1195907,"Cluster_4220","FUN_034288",0.177158592111422,0.775620193662955,0.998649612991003,162,-21.45,"2 16","915 938",16,"87.50%","87.50%",NA,NA,NA,NA,NA,NA
"4227",4227,1196095,"Cluster_1951","FUN_002415",-0.657611910883571,0.227741459833558,0.998649612991003,156,-21.02,"2 18","169 194",20,"70.00%","80.00%",NA,NA,NA,NA,NA,NA
"4228",4228,1196575,"Cluster_5981","FUN_000484",0.965113242711184,0.00778106354057353,0.677079544727381,157,-20.81,"2 22","47 69",20,"60.00%","80.00%",NA,NA,NA,NA,NA,NA
"4229",4229,1196596,"Cluster_18728","FUN_000484",-0.958719638413883,0.0100055624471572,0.717681557663573,140,-20.11,"2 9","920 941",7,"100.00%","100.00%",NA,NA,NA,NA,NA,NA
"4230",4230,1196921,"Cluster_4220","FUN_035887",0.496847172931727,0.394482351652526,0.998649612991003,163,-20.49,"2 17","147 169",16,"87.50%","87.50%",NA,NA,NA,NA,NA,NA
"4231",4231,1197428,"Cluster_4220","FUN_043195",-0.566073597276906,0.319847877890692,0.998649612991003,155,-23.51,"2 20","462 483",18,"66.67%","77.78%",NA,NA,NA,NA,NA,NA
"4232",4232,1197557,"Cluster_14402","FUN_011779",0.296657962290133,0.62789910781706,0.998649612991003,143,-20.16,"2 21","28 52",22,"59.09%","68.18%","ptg000008l:1316877-1388217","P10394","Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","Drosophila melanogaster (Fruit fly)","DNA integration [GO:0015074]; proteolysis [GO:0006508]","GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575"
"4233",4233,1197677,"Cluster_15340","FUN_013413",0.810342702626505,0.0962787022736409,0.998649612991003,151,-22.71,"2 21","168 190",20,"65.00%","75.00%",NA,NA,NA,NA,NA,NA
"4234",4234,1198120,"Cluster_1826","FUN_015713",-0.152146830207926,0.807030646572984,0.998649612991003,150,-22.48,"2 21","967 996",27,"62.96%","70.37%",NA,NA,NA,NA,NA,NA
"4235",4235,1198213,"Cluster_5981","FUN_015711",0.66753773542552,0.218275810981634,0.998649612991003,166,-20.09,"2 19","201 223",17,"76.47%","88.24%",NA,NA,NA,NA,NA,NA
"4236",4236,1198242,"Cluster_2859","FUN_016168",0.270230683128918,0.660166295475006,0.998649612991003,162,-22.25,"2 21","1 22",19,"78.95%","78.95%",NA,NA,NA,NA,NA,NA
"4237",4237,1198512,"Cluster_1862","FUN_023072",-0.0558560440721633,0.928918873411835,0.998649612991003,175,-24.97,"2 23","447 473",24,"83.33%","83.33%",NA,NA,NA,NA,NA,NA
"4238",4238,1198520,"Cluster_4220","FUN_023072",-0.344093229823627,0.570692772770074,0.998649612991003,160,-21.72,"2 18","816 839",18,"77.78%","83.33%",NA,NA,NA,NA,NA,NA
"4239",4239,1198551,"Cluster_1862","FUN_023073",-0.0968081847852241,0.87693279097081,0.998649612991003,175,-24.97,"2 23","447 473",24,"83.33%","83.33%",NA,NA,NA,NA,NA,NA
"4240",4240,1198559,"Cluster_4220","FUN_023073",-0.573761821619798,0.3118043227335,0.998649612991003,160,-21.72,"2 18","816 839",18,"77.78%","83.33%",NA,NA,NA,NA,NA,NA
"4241",4241,1199389,"Cluster_10419","FUN_028578",0.78809300960887,0.113303026332297,0.998649612991003,155,-20.46,"2 12","611 632",10,"100.00%","100.00%",NA,NA,NA,NA,NA,NA
"4242",4242,1199673,"Cluster_17776","FUN_022030",-0.312957735505634,0.608133437474118,0.998649612991003,142,-24.69,"2 20","207 230",20,"60.00%","70.00%","ptg000016l:4651970-4679863","Q29466","V-type proton ATPase 116 kDa subunit a 1 (V-ATPase 116 kDa subunit a 1) (Clathrin-coated vesicle/synaptic vesicle proton pump 116 kDa subunit) (Vacuolar adenosine triphosphatase subunit Ac116) (Vacuolar proton pump subunit 1) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 1)","Bos taurus (Bovine)","pH reduction [GO:0045851]; proton transmembrane transport [GO:1902600]; vacuolar acidification [GO:0007035]","GO:0000220; GO:0005886; GO:0007035; GO:0016471; GO:0030665; GO:0030672; GO:0042470; GO:0045851; GO:0046961; GO:0051117; GO:1902600"
"4243",4243,1199693,"Cluster_5899","FUN_022033",-0.49575764202777,0.395686678197809,0.998649612991003,163,-20.5,"2 21","761 787",24,"66.67%","79.17%",NA,NA,NA,NA,NA,NA
"4244",4244,1199890,"Cluster_5981","FUN_041609",0.140343988914201,0.821896826487092,0.998649612991003,169,-25.59,"2 22","218 240",20,"65.00%","90.00%",NA,NA,NA,NA,NA,NA
"4245",4245,1199929,"Cluster_5981","FUN_041608",0.0679889617788058,0.913500503631331,0.998649612991003,169,-25.59,"2 22","218 240",20,"65.00%","90.00%",NA,NA,NA,NA,NA,NA
"4246",4246,1199974,"Cluster_10419","FUN_041601",-0.170222707880162,0.784316987693634,0.998649612991003,163,-20.25,"2 21","735 760",23,"73.91%","73.91%",NA,NA,NA,NA,NA,NA
"4247",4247,1200205,"Cluster_10093","FUN_041606",0.281512507904966,0.646359336111271,0.998649612991003,152,-20.34,"2 21","669 687",19,"68.42%","78.95%","ptg000035l:5871848-5874358","Q9EQD2","Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (Neuropeptide G-protein coupled receptor)","Rattus norvegicus (Rat)","G protein-coupled receptor signaling pathway [GO:0007186]; regulation of adenylate cyclase activity [GO:0045761]; regulation of cAMP-dependent protein kinase activity [GO:2000479]; regulation of MAPK cascade [GO:0043408]","GO:0004930; GO:0005886; GO:0007186; GO:0008188; GO:0015629; GO:0031628; GO:0042277; GO:0043408; GO:0045761; GO:2000479"
"4248",4248,1200288,"Cluster_14768","FUN_014145",0.525091049839859,0.363572001475036,0.998649612991003,156,-23.69,"2 19","309 328",17,"76.47%","82.35%",NA,NA,NA,NA,NA,NA
"4249",4249,1200413,"Cluster_16409","FUN_014141",0.286738205834724,0.63997999189491,0.998649612991003,151,-22.84,"2 21","690 717",25,"60.00%","72.00%",NA,NA,NA,NA,NA,NA
"4250",4250,1202435,"Cluster_15340","FUN_000169",-0.0195252723724081,0.975141230795146,0.998649612991003,154,-20.65,"2 20","358 381",20,"65.00%","80.00%","ntLink_4:280488-281251","P84239","Histone H3","Urechis caupo (Innkeeper worm) (Spoonworm)","","GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982"
"4251",4251,1202697,"Cluster_5900","FUN_026906",-0.225174743553544,0.715740182784624,0.998649612991003,180,-26.45,"2 21","39 60",19,"84.21%","89.47%",NA,NA,NA,NA,NA,NA
"4252",4252,1203543,"Cluster_1862","FUN_014610",0.71564522487474,0.174049603488882,0.998649612991003,157,-23.76,"2 23","54 80",24,"66.67%","70.83%","ptg000009l:1502519-1508880","Q10949","Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]","Caenorhabditis elegans","lipid droplet formation [GO:0140042]; phosphatidylethanolamine biosynthetic process [GO:0006646]; protein autoprocessing [GO:0016540]","GO:0004609; GO:0005739; GO:0005743; GO:0005811; GO:0006646; GO:0016540; GO:0140042"
"4253",4253,1203647,"Cluster_15851","FUN_037369",0.290740073768946,0.635101680817829,0.998649612991003,163,-20.03,"2 21","960 983",21,"76.19%","76.19%",NA,NA,NA,NA,NA,NA
"4254",4254,1203924,"Cluster_17776","FUN_001536",0.852629843312508,0.0663906810435927,0.982602467414463,157,-25.29,"2 21","647 666",19,"73.68%","78.95%",NA,NA,NA,NA,NA,NA
"4255",4255,1203924,"Cluster_17776","FUN_001536",0.852629843312508,0.0663906810435927,0.982602467414463,158,-25.21,"2 19","574 595",17,"70.59%","82.35%",NA,NA,NA,NA,NA,NA
"4256",4256,1203955,"Cluster_15316","FUN_001535",0.758352935044384,0.137309828785056,0.998649612991003,169,-20.95,"2 19","582 605",19,"78.95%","89.47%",NA,NA,NA,NA,NA,NA
"4257",4257,1204357,"Cluster_18728","FUN_041350",0.0573326105179029,0.927041863988296,0.998649612991003,149,-20.69,"2 16","285 305",14,"78.57%","85.71%",NA,NA,NA,NA,NA,NA
"4258",4258,1204443,"Cluster_2859","FUN_026012",0.824574862969342,0.0858420697602407,0.998649612991003,150,-23.37,"2 11","305 327",9,"100.00%","100.00%",NA,NA,NA,NA,NA,NA
"4259",4259,1204742,"Cluster_16409","FUN_026019",-0.449521864830315,0.44755785195312,0.998649612991003,165,-21.33,"2 19","374 397",19,"78.95%","84.21%",NA,NA,NA,NA,NA,NA
"4260",4260,1204755,"Cluster_2859","FUN_026018",0.536271465284961,0.35150664915384,0.998649612991003,169,-22.42,"2 18","349 371",16,"81.25%","93.75%",NA,NA,NA,NA,NA,NA
"4261",4261,1204781,"Cluster_16409","FUN_026018",-0.449485311128145,0.447599426582016,0.998649612991003,165,-21.33,"2 19","377 400",19,"78.95%","84.21%",NA,NA,NA,NA,NA,NA
"4262",4262,1205298,"Cluster_1862","FUN_018126",0.445930986543786,0.451646039594299,0.998649612991003,170,-23.4,"2 23","21 44",21,"71.43%","80.95%",NA,NA,NA,NA,NA,NA
"4263",4263,1205337,"Cluster_1862","FUN_018127",0.72859905990739,0.162640430477507,0.998649612991003,170,-23.4,"2 23","21 44",21,"71.43%","80.95%",NA,NA,NA,NA,NA,NA
"4264",4264,1205728,"Cluster_1951","FUN_025942",-0.677252232577828,0.209120576871256,0.998649612991003,174,-26.09,"2 21","755 775",19,"78.95%","94.74%","ptg000020l:2252227-2259407","Q7TN88","Polycystic kidney disease protein 1-like 2 (PC1-like 2 protein) (Polycystin-1L2)","Mus musculus (Mouse)","detection of mechanical stimulus [GO:0050982]","GO:0001965; GO:0005262; GO:0005509; GO:0016020; GO:0030246; GO:0050982"
"4265",4265,1205826,"Cluster_14768","FUN_025943",-0.170942621957176,0.783413799248973,0.998649612991003,151,-21.67,"2 16","206 226",14,"71.43%","85.71%","ptg000020l:2260338-2268878","A8WG43","Coiled-coil domain-containing protein 89 (Bc8 orange-interacting protein)","Danio rerio (Zebrafish) (Brachydanio rerio)","","GO:0005634; GO:0005737"
"4266",4266,1205875,"Cluster_17791","FUN_034047",0.265492164341019,0.665979087614355,0.998649612991003,168,-20.51,"2 19","249 270",17,"82.35%","94.12%","ptg000024l:4153562-4154357","Q1LV46","Protein ABHD14A (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 14A) (Abhydrolase domain-containing protein 14A)","Danio rerio (Zebrafish) (Brachydanio rerio)","","GO:0005737; GO:0016020; GO:0016787"
"4267",4267,1206320,"Cluster_4220","FUN_027355",0.508093560043961,0.382102042635172,0.998649612991003,168,-26.6,"2 19","787 807",17,"88.24%","88.24%",NA,NA,NA,NA,NA,NA
"4268",4268,1206325,"Cluster_5981","FUN_027355",-0.27277740406991,0.657045510928103,0.998649612991003,154,-23.71,"2 21","863 888",22,"68.18%","77.27%",NA,NA,NA,NA,NA,NA
"4269",4269,1206334,"Cluster_15316","FUN_027355",-0.282523580244895,0.645124253065502,0.998649612991003,167,-22.02,"2 21","328 351",21,"76.19%","80.95%",NA,NA,NA,NA,NA,NA
"4270",4270,1206544,"Cluster_1826","FUN_005665",-0.251286783988181,0.683451556408269,0.998649612991003,171,-23.26,"2 17","910 932",16,"93.75%","93.75%",NA,NA,NA,NA,NA,NA
"4271",4271,1206551,"Cluster_3366","FUN_005665",0.148940887725495,0.811066057075067,0.998649612991003,152,-22.24,"2 21","339 362",19,"57.89%","78.95%",NA,NA,NA,NA,NA,NA
"4272",4272,1206552,"Cluster_3367","FUN_005665",-0.91834045230983,0.027666353073052,0.914225011702335,152,-20.85,"2 21","339 362",19,"57.89%","78.95%",NA,NA,NA,NA,NA,NA
"4273",4273,1206736,"Cluster_18728","FUN_000293",0.0573326105179029,0.927041863988296,0.998649612991003,142,-20.97,"2 11","7 28",9,"88.89%","88.89%",NA,NA,NA,NA,NA,NA
"4274",4274,1206911,"Cluster_10051","FUN_007155",0.48736073817256,0.404997060788339,0.998649612991003,165,-24.62,"2 19","896 918",18,"77.78%","88.89%","ptg000001l:21077775-21084893","Q9R1T9","Potassium voltage-gated channel subfamily H member 4 (Brain-specific eag-like channel 2) (BEC2) (Ether-a-go-go-like potassium channel 1) (ELK channel 1) (rElk1) (Voltage-gated potassium channel subunit Kv12.3)","Rattus norvegicus (Rat)","potassium ion transmembrane transport [GO:0071805]; regulation of ion transmembrane transport [GO:0034765]; regulation of membrane potential [GO:0042391]","GO:0005249; GO:0005886; GO:0034765; GO:0042391; GO:0071805"
"4275",4275,1207092,"Cluster_1862","FUN_007150",0.337573503663821,0.578496884906205,0.998649612991003,167,-20.09,"2 22","562 584",20,"75.00%","85.00%",NA,NA,NA,NA,NA,NA
"4276",4276,1207707,"Cluster_17776","FUN_034951",-0.0821568986669185,0.895512384010934,0.998649612991003,144,-20.66,"2 21","327 348",19,"52.63%","73.68%",NA,NA,NA,NA,NA,NA
"4277",4277,1208089,"Cluster_15316","FUN_022448",0.381967978896644,0.525762658033581,0.998649612991003,143,-20.83,"2 21","283 312",27,"55.56%","66.67%",NA,NA,NA,NA,NA,NA
"4278",4278,1208121,"Cluster_10057","FUN_015568",0.0284345827174449,0.963800844085523,0.998649612991003,157,-20.38,"2 20","528 548",18,"77.78%","77.78%",NA,NA,NA,NA,NA,NA
"4279",4279,1208324,"Cluster_15340","FUN_042009",0.322515302665605,0.596595032285347,0.998649612991003,168,-24.71,"2 21","282 303",19,"73.68%","84.21%",NA,NA,NA,NA,NA,NA
