"miRNA_cluster"	"miRNA_location"	"mRNA_FUNid"	"mRNA_location"	"score"	"energy"	"miRNA_start"	"miRNA_end"	"target_start"	"target_end"	"aln_length"	"subject_identity"	"Qquery_identity"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_006502"	"ptg000001l:13335579-13336579"	156	-24.88	2	18	305	327	17	"70.59%"	"88.24%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_008318"	"ptg000002l:10217143-10217950"	157	-20.18	2	18	373	394	16	"75.00%"	"81.25%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_008536"	"ptg000002l:12627214-12628214"	158	-21.37	2	21	932	955	21	"66.67%"	"85.71%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_008639"	"ptg000002l:13898015-13899015"	170	-21.84	2	21	837	860	21	"80.95%"	"85.71%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_008751"	"ptg000002l:15221257-15222257"	143	-21.15	2	15	811	830	13	"76.92%"	"84.62%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_008928"	"ptg000004l:591401-592401"	157	-22.48	2	18	593	614	16	"68.75%"	"87.50%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_010177"	"ptg000005l:417968-418968"	158	-20.62	2	15	944	965	13	"84.62%"	"92.31%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_010228"	"ptg000005l:777886-778886"	151	-20.12	2	16	934	955	14	"64.29%"	"92.86%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_010480"	"ptg000006l:1100620-1101620"	146	-20.28	2	16	419	442	16	"75.00%"	"75.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_010671"	"ptg000007l:1393574-1394574"	146	-21.46	2	16	844	868	17	"70.59%"	"76.47%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_010768"	"ptg000007l:2600088-2601088"	157	-21.55	2	19	153	177	20	"70.00%"	"80.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_011015"	"ptg000007l:5693980-5694980"	175	-22.47	2	21	268	291	21	"80.95%"	"85.71%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_011812"	"ptg000008l:1742087-1743087"	158	-24.37	2	16	623	645	15	"80.00%"	"93.33%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_011994"	"ptg000008l:3928842-3929842"	164	-23.99	2	21	748	769	19	"68.42%"	"84.21%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_012060"	"ptg000008l:4722757-4723757"	152	-20.14	2	21	864	885	19	"63.16%"	"73.68%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_012178"	"ptg000008l:6095721-6096721"	167	-21.27	2	21	703	725	20	"75.00%"	"85.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_012179"	"ptg000008l:6095875-6096875"	167	-21.27	2	21	549	571	20	"75.00%"	"85.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_012286"	"ptg000008l:7362797-7363797"	153	-21.23	2	14	521	542	12	"83.33%"	"91.67%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_012286"	"ptg000008l:7362797-7363797"	155	-20.97	2	16	536	557	14	"78.57%"	"85.71%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_012423"	"ptg000008l:8827034-8828034"	160	-23.51	2	18	859	882	18	"77.78%"	"83.33%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_012655"	"ptg000008l:10967123-10968123"	151	-20.73	2	21	572	597	23	"65.22%"	"69.57%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_012831"	"ptg000008l:13490911-13491911"	175	-26.37	2	21	471	493	20	"80.00%"	"90.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_012848"	"ptg000008l:13654167-13655167"	142	-23.38	2	11	230	251	9	"88.89%"	"88.89%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_013328"	"ptg000008l:21087808-21088808"	156	-23.88	2	20	629	652	21	"76.19%"	"76.19%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_013519"	"ptg000008l:23646787-23647585"	148	-20.21	2	19	670	695	21	"66.67%"	"76.19%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_013759"	"ptg000008l:26255933-26256265"	167	-20.81	2	21	265	289	22	"77.27%"	"77.27%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_013980"	"ptg000008l:29708151-29708545"	167	-20.81	2	21	326	350	22	"77.27%"	"77.27%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_014146"	"ptg000008l:32381000-32382000"	155	-20.38	2	21	475	497	20	"65.00%"	"80.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_014384"	"ptg000008l:36827690-36828690"	146	-20.28	2	16	420	443	16	"75.00%"	"75.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_014412"	"ptg000008l:38173415-38174415"	146	-20.28	2	16	420	443	16	"75.00%"	"75.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_014413"	"ptg000008l:38180466-38181466"	146	-20.28	2	16	420	443	16	"75.00%"	"75.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_014765"	"ptg000009l:2877613-2878613"	162	-20.23	2	20	284	306	19	"68.42%"	"89.47%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_015262"	"ptg000009l:8032569-8033569"	151	-22.14	2	14	804	824	12	"91.67%"	"91.67%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_015358"	"ptg000009l:9199225-9200225"	151	-21.5	2	18	350	375	20	"75.00%"	"75.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_015373"	"ptg000009l:9411551-9412551"	159	-20.2	2	16	862	883	14	"85.71%"	"85.71%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_015564"	"ptg000009l:12176369-12177369"	152	-20.34	2	20	149	168	18	"72.22%"	"77.78%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_015779"	"ptg000009l:15828351-15829351"	164	-22.69	2	21	641	662	19	"63.16%"	"89.47%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_015817"	"ptg000009l:16429124-16430124"	166	-24.63	2	21	269	289	19	"73.68%"	"89.47%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_016120"	"ptg000010l:1815784-1816784"	162	-23.43	2	21	481	504	21	"76.19%"	"80.95%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_016199"	"ptg000011l:257176-258176"	149	-20.89	2	16	506	530	17	"76.47%"	"82.35%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_017225"	"ptg000011l:10991826-10992826"	146	-20.28	2	16	420	443	16	"75.00%"	"75.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_017979"	"ptg000012l:2688508-2689508"	160	-21.99	2	19	387	411	20	"80.00%"	"80.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_017996"	"ptg000012l:2886853-2887853"	152	-20.47	2	16	373	392	14	"85.71%"	"85.71%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_018488"	"ptg000012l:10007322-10008322"	154	-20.26	2	20	698	723	22	"68.18%"	"72.73%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_018489"	"ptg000012l:10007810-10008322"	154	-20.26	2	20	210	235	22	"68.18%"	"72.73%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_018717"	"ptg000012l:12411482-12412482"	155	-23.46	2	17	235	257	16	"75.00%"	"87.50%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_018736"	"ptg000012l:12659059-12660059"	154	-27.23	2	20	70	96	23	"69.57%"	"69.57%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_019291"	"ptg000015l:557515-558515"	176	-24.94	2	21	606	627	19	"78.95%"	"89.47%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_019321"	"ptg000015l:932845-933845"	149	-22.8	2	16	442	467	18	"77.78%"	"77.78%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_019322"	"ptg000015l:968876-969876"	179	-28.86	2	21	593	616	21	"85.71%"	"85.71%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_020921"	"ptg000015l:9885578-9886578"	152	-20.21	2	19	751	771	17	"76.47%"	"76.47%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_021796"	"ptg000016l:3022037-3023037"	158	-22.61	2	16	873	895	15	"80.00%"	"93.33%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_021798"	"ptg000016l:3025676-3026548"	154	-21.09	2	15	75	96	13	"76.92%"	"92.31%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_022245"	"ptg000016l:6692087-6693087"	169	-20.16	2	21	622	646	22	"81.82%"	"86.36%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_022614"	"ptg000016l:11417652-11418652"	174	-24.98	2	20	904	926	19	"84.21%"	"89.47%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_022644"	"ptg000016l:11845239-11846239"	147	-20.28	2	17	859	881	16	"75.00%"	"75.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_022862"	"ptg000017l:782091-783091"	155	-20.22	2	16	723	744	14	"78.57%"	"85.71%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_023276"	"ptg000017l:5869875-5870875"	162	-20.77	2	20	120	143	20	"75.00%"	"80.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_023277"	"ptg000017l:5869974-5870974"	162	-20.77	2	20	21	44	20	"75.00%"	"80.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_023790"	"ptg000017l:11168570-11169570"	173	-22.7	2	19	466	488	18	"88.89%"	"88.89%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_024008"	"ptg000018l:1135689-1136689"	149	-22.29	2	20	354	374	18	"66.67%"	"77.78%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_024367"	"ptg000018l:5474038-5474709"	164	-22.73	2	21	426	447	19	"68.42%"	"84.21%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_025151"	"ptg000018l:14561642-14562642"	154	-20.14	2	16	364	387	16	"81.25%"	"81.25%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_025897"	"ptg000020l:1705526-1705876"	172	-24.9	2	21	100	121	19	"78.95%"	"84.21%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_025897"	"ptg000020l:1705526-1705876"	176	-24.13	2	21	13	34	19	"84.21%"	"84.21%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_025938"	"ptg000020l:2212960-2213960"	166	-20.74	2	21	101	124	21	"76.19%"	"85.71%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_026182"	"ptg000020l:5717604-5718604"	164	-28.03	2	18	579	601	17	"76.47%"	"94.12%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_026232"	"ptg000020l:6511887-6512887"	160	-22.4	2	18	639	661	17	"76.47%"	"88.24%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_026234"	"ptg000020l:6531951-6532775"	159	-22.84	2	21	579	601	20	"70.00%"	"80.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_026441"	"ptg000020l:8861055-8862055"	159	-26.87	2	21	766	791	23	"65.22%"	"78.26%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_026670"	"ptg000020l:12187574-12188082"	153	-21.5	2	20	297	317	18	"72.22%"	"77.78%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_026906"	"ptg000020l:14805403-14806403"	180	-26.45	2	21	39	60	19	"84.21%"	"89.47%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_027011"	"ptg000020l:15805122-15806122"	158	-23.36	2	21	24	51	25	"72.00%"	"72.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_027174"	"ptg000021l:1437150-1438150"	158	-21.09	2	21	44	64	19	"68.42%"	"84.21%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_027261"	"ptg000021l:2579970-2580970"	156	-21.75	2	21	392	413	19	"63.16%"	"78.95%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_027336"	"ptg000021l:3738202-3739202"	175	-25.69	2	21	368	392	22	"81.82%"	"81.82%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_027395"	"ptg000021l:4355765-4356765"	155	-20.99	2	21	210	234	22	"68.18%"	"72.73%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_027663"	"ptg000021l:8492282-8493010"	171	-22.44	2	21	172	196	22	"77.27%"	"81.82%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_027665"	"ptg000021l:8492282-8493010"	171	-22.44	2	21	172	196	22	"77.27%"	"81.82%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_027750"	"ptg000021l:10058048-10059048"	155	-21.64	2	21	360	383	21	"66.67%"	"76.19%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_027753"	"ptg000021l:10175344-10176344"	155	-21.64	2	21	348	371	21	"66.67%"	"76.19%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_028190"	"ptg000021l:16719623-16720623"	158	-22.22	2	20	653	676	20	"70.00%"	"80.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_029286"	"ptg000023l:51140-51484"	151	-20.45	2	12	23	44	10	"90.00%"	"100.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_029287"	"ptg000023l:51140-51484"	151	-20.45	2	12	23	44	10	"90.00%"	"100.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_029371"	"ptg000023l:1199959-1200959"	142	-23.53	2	21	89	119	28	"57.14%"	"67.86%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_029522"	"ptg000023l:2916300-2917300"	153	-21.18	2	21	659	680	20	"70.00%"	"80.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_029778"	"ptg000023l:5682423-5683423"	146	-20.28	2	16	437	460	16	"75.00%"	"75.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_029992"	"ptg000023l:8226638-8227638"	156	-21.85	2	17	278	299	15	"73.33%"	"86.67%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_030031"	"ptg000023l:8537126-8538126"	166	-24.53	2	21	639	663	22	"72.73%"	"86.36%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_030611"	"ptg000023l:12010929-12011674"	158	-22.48	2	15	664	685	13	"84.62%"	"92.31%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_030691"	"ptg000023l:14926588-14927588"	158	-20.68	2	17	463	483	15	"86.67%"	"86.67%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_031564"	"ptg000023l:22909236-22910236"	159	-23.14	2	21	571	593	20	"70.00%"	"80.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_032006"	"ptg000023l:27840164-27841164"	158	-20.41	2	21	616	640	22	"72.73%"	"77.27%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_032415"	"ptg000023l:31727124-31728124"	179	-28.27	2	21	677	699	20	"80.00%"	"95.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_032593"	"ptg000023l:33645154-33645966"	156	-20.13	2	17	285	306	15	"66.67%"	"93.33%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_033187"	"ptg000023l:40816287-40817287"	160	-20.67	2	20	294	313	18	"77.78%"	"83.33%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_033610"	"ptg000023l:43731726-43732726"	160	-21.24	2	18	204	226	17	"76.47%"	"88.24%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_034182"	"ptg000024l:5758831-5759831"	153	-20.14	2	18	836	857	16	"68.75%"	"81.25%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_034229"	"ptg000024l:6310853-6311853"	147	-20.17	2	21	112	139	25	"56.00%"	"72.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_034321"	"ptg000024l:7606948-7607948"	160	-22.51	2	17	822	843	15	"80.00%"	"86.67%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_034708"	"ptg000024l:10578737-10579737"	155	-20.49	2	19	901	920	17	"76.47%"	"82.35%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_035086"	"ptg000025l:3600126-3601126"	151	-20.93	2	16	392	413	14	"71.43%"	"85.71%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_035125"	"ptg000025l:4247401-4248401"	155	-21.27	2	16	518	539	14	"78.57%"	"85.71%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_035316"	"ptg000025l:6351189-6352189"	156	-20.15	2	18	971	993	17	"76.47%"	"82.35%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_036809"	"ptg000026l:2164242-2165242"	165	-23.22	2	21	340	361	20	"75.00%"	"90.00%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_037001"	"ptg000026l:4466000-4467000"	159	-21.69	2	21	862	885	21	"66.67%"	"80.95%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_037203"	"ptg000026l:7025296-7026296"	184	-28.26	2	21	444	465	19	"89.47%"	"89.47%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_037246"	"ptg000026l:7487832-7488832"	166	-20.97	2	21	422	446	22	"72.73%"	"86.36%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_037291"	"ptg000026l:8180943-8181943"	150	-20.67	2	21	787	807	19	"57.89%"	"84.21%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_037800"	"ptg000026l:13711356-13712356"	167	-22.63	2	21	41	64	21	"71.43%"	"85.71%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_037869"	"ptg000026l:14544792-14545792"	161	-22.16	2	20	3	23	18	"72.22%"	"88.89%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_038061"	"ptg000027l:1963091-1964091"	159	-20.14	2	16	342	363	14	"78.57%"	"92.86%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_038105"	"ptg000027l:2493632-2494632"	158	-25.6	2	21	793	822	27	"70.37%"	"70.37%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_038125"	"ptg000027l:2825230-2826230"	148	-20.03	2	21	221	246	24	"70.83%"	"70.83%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_038190"	"ptg000027l:3634760-3635760"	166	-21.21	2	21	91	111	19	"73.68%"	"89.47%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_038578"	"ptg000027l:8963093-8964093"	161	-20.07	2	20	774	794	18	"72.22%"	"88.89%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_038616"	"ptg000027l:9354669-9355669"	176	-21.13	2	21	567	588	19	"78.95%"	"89.47%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_038751"	"ptg000027l:10870956-10871956"	180	-29.8	2	21	374	395	19	"84.21%"	"89.47%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_038751"	"ptg000027l:10870956-10871956"	184	-29.25	2	21	461	482	19	"89.47%"	"89.47%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_040340"	"ptg000031l:7181245-7182245"	156	-20.81	2	14	429	451	13	"92.31%"	"92.31%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_040716"	"ptg000031l:12324504-12325504"	171	-27.24	2	17	322	344	16	"93.75%"	"93.75%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_040908"	"ptg000031l:14135770-14136770"	154	-21.9	2	21	800	829	27	"66.67%"	"70.37%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_041316"	"ptg000035l:1870341-1871341"	159	-21.59	2	21	152	176	22	"72.73%"	"72.73%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_041666"	"ptg000035l:6377574-6378574"	150	-20.89	2	15	373	394	13	"76.92%"	"84.62%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_041891"	"ptg000035l:8667785-8668785"	155	-21.79	2	16	162	183	14	"78.57%"	"85.71%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_043408"	"ptg000047l:8125228-8126228"	162	-22.54	2	21	144	168	22	"77.27%"	"77.27%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_043410"	"ptg000047l:8147819-8148819"	162	-22.31	2	21	364	388	22	"77.27%"	"77.27%"
"Cluster_5900"	"ptg000009l:616601-616622(-)"	"FUN_043763"	"ptg000049l:880013-881013"	160	-21.58	2	18	203	225	17	"76.47%"	"88.24%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_000007"	"ntLink_0:79353-80146"	152	-22.03	2	21	711	733	19	"68.42%"	"68.42%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_000202"	"ntLink_6:238932-239932"	158	-21.96	2	22	896	918	21	"71.43%"	"80.95%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_000361"	"ntLink_6:2050585-2051201"	157	-20.23	2	22	48	70	20	"60.00%"	"80.00%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_000478"	"ntLink_6:3474824-3475824"	159	-24.19	2	21	620	644	21	"66.67%"	"80.95%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_000484"	"ntLink_6:3527360-3528360"	157	-20.81	2	22	47	69	20	"60.00%"	"80.00%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_000491"	"ntLink_6:3621309-3622309"	163	-24.64	2	22	495	523	26	"69.23%"	"76.92%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_000538"	"ntLink_6:4177331-4178331"	155	-21.29	2	22	168	189	20	"70.00%"	"75.00%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_000582"	"ntLink_6:4590449-4590994"	161	-21.32	2	21	154	174	19	"73.68%"	"84.21%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_000887"	"ntLink_6:5701207-5702207"	176	-26.02	2	21	601	623	19	"78.95%"	"89.47%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_001063"	"ntLink_6:8048624-8049624"	149	-20.97	2	18	573	595	16	"62.50%"	"81.25%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_001107"	"ntLink_6:8637269-8638269"	151	-20.77	2	22	387	408	20	"70.00%"	"70.00%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_001119"	"ntLink_6:8800849-8801849"	165	-22.07	2	22	822	844	20	"70.00%"	"80.00%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_001157"	"ntLink_6:9207849-9208849"	153	-21.27	2	22	79	101	20	"65.00%"	"70.00%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_001231"	"ntLink_6:10055627-10056627"	158	-21.78	2	21	516	541	22	"72.73%"	"77.27%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_001288"	"ntLink_6:10796541-10797541"	142	-21.98	2	16	529	552	15	"73.33%"	"73.33%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_001477"	"ntLink_6:12767801-12768801"	159	-21.44	2	21	169	193	21	"71.43%"	"76.19%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_001704"	"ntLink_6:15185545-15186545"	165	-20.77	2	22	242	264	20	"75.00%"	"75.00%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_001780"	"ntLink_6:15951567-15952567"	164	-28.96	2	22	966	989	21	"71.43%"	"80.95%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_001781"	"ntLink_6:15953636-15954636"	140	-20.02	2	9	604	626	7	"100.00%"	"100.00%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_001972"	"ntLink_6:18451414-18452414"	157	-22.86	2	22	48	70	20	"60.00%"	"80.00%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_002032"	"ntLink_6:19032644-19033644"	172	-27.81	2	22	878	901	21	"76.19%"	"85.71%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_002085"	"ntLink_6:19516916-19517916"	173	-22.76	2	22	6	28	20	"75.00%"	"85.00%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_002181"	"ntLink_6:22138235-22139235"	164	-22.75	2	22	114	137	21	"76.19%"	"76.19%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_002349"	"ntLink_8:379088-380088"	147	-27.75	2	21	297	320	20	"65.00%"	"70.00%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_002387"	"ntLink_8:941124-942124"	157	-20.81	2	22	19	41	20	"60.00%"	"80.00%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_002440"	"ntLink_8:1607002-1608002"	157	-20.09	2	19	664	688	19	"73.68%"	"78.95%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_002626"	"ntLink_8:4418846-4419846"	153	-20.47	2	22	475	497	20	"65.00%"	"70.00%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_003132"	"ntLink_8:8181692-8182692"	166	-20.14	2	15	670	692	13	"92.31%"	"100.00%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_003714"	"ntLink_8:14624727-14625493"	152	-21.16	2	18	36	59	17	"76.47%"	"76.47%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_003768"	"ntLink_8:15199329-15200329"	142	-30.3	2	21	100	129	26	"61.54%"	"65.38%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_003855"	"ntLink_8:16177393-16178393"	151	-20.76	2	16	828	850	14	"71.43%"	"85.71%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_004037"	"ntLink_8:18510172-18511172"	147	-21.13	2	21	846	869	20	"65.00%"	"70.00%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_004302"	"ntLink_8:21706262-21707262"	159	-23.92	2	22	895	919	22	"63.64%"	"86.36%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_004303"	"ntLink_8:21706412-21707412"	159	-23.92	2	22	745	769	22	"63.64%"	"86.36%"
"Cluster_5981"	"ptg000009l:4940537-4940559(-)"	"FUN_004344"	"ntLink_8:22151693-22152693"	154	-20.21	2	19	929	951	17	"64.71%"	"82.35%"
