"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"12394","FUN_031791","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12395","FUN_031830","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12396","FUN_031832","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12397","FUN_031834","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12398","FUN_031840","GO:0003723","RNA binding",496,422,329.22,1.8e-16,"Molecular Functions",0.850806451612903
"12399","FUN_031841","GO:0005509","calcium ion binding",263,206,174.57,1e-05,"Molecular Functions",0.783269961977186
"12400","FUN_031849","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12401","FUN_031856","GO:0042802","identical protein binding",495,409,328.56,7.7e-14,"Molecular Functions",0.826262626262626
"12402","FUN_031876","GO:0005509","calcium ion binding",263,206,174.57,1e-05,"Molecular Functions",0.783269961977186
"12403","FUN_031876","GO:0019902","phosphatase binding",61,52,40.49,0.02449,"Molecular Functions",0.852459016393443
"12404","FUN_031877","GO:0005509","calcium ion binding",263,206,174.57,1e-05,"Molecular Functions",0.783269961977186
"12405","FUN_031896","GO:0022857","transmembrane transporter activity",497,343,329.88,0.04056,"Molecular Functions",0.690140845070423
"12406","FUN_031898","GO:0003924","GTPase activity",125,116,82.97,2.2e-09,"Molecular Functions",0.928
"12407","FUN_031898","GO:0005525","GTP binding",158,144,104.87,1.5e-13,"Molecular Functions",0.911392405063291
"12408","FUN_031900","GO:0004674","protein serine/threonine kinase activity",150,123,99.56,0.01424,"Molecular Functions",0.82
"12409","FUN_031900","GO:0005516","calmodulin binding",52,42,34.52,0.01661,"Molecular Functions",0.807692307692308
"12410","FUN_031900","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12411","FUN_031900","GO:0106310","protein serine kinase activity",140,115,92.92,2.1e-05,"Molecular Functions",0.821428571428571
"12412","FUN_031916","GO:0016787","hydrolase activity",1168,972,775.26,0.00019,"Molecular Functions",0.832191780821918
"12413","FUN_031916","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12414","FUN_031919","GO:0016787","hydrolase activity",1168,972,775.26,0.00019,"Molecular Functions",0.832191780821918
"12415","FUN_031919","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12416","FUN_031929","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12417","FUN_031929","GO:0016887","ATP hydrolysis activity",214,171,142.04,6.6e-06,"Molecular Functions",0.799065420560748
"12418","FUN_031939","GO:0016740","transferase activity",1311,1006,870.18,5.8e-05,"Molecular Functions",0.767353165522502
"12419","FUN_031950","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12420","FUN_031950","GO:0016887","ATP hydrolysis activity",214,171,142.04,6.6e-06,"Molecular Functions",0.799065420560748
"12421","FUN_031981","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12422","FUN_031982","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12423","FUN_032010","GO:0005506","iron ion binding",84,70,55.75,0.00156,"Molecular Functions",0.833333333333333
"12424","FUN_032010","GO:0020037","heme binding",82,70,54.43,8.1e-05,"Molecular Functions",0.853658536585366
"12425","FUN_032016","GO:0003714","transcription corepressor activity",27,26,17.92,0.00022,"Molecular Functions",0.962962962962963
"12426","FUN_032016","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12427","FUN_032016","GO:0061630","ubiquitin protein ligase activity",150,112,99.56,0.02806,"Molecular Functions",0.746666666666667
"12428","FUN_032024","GO:0003723","RNA binding",496,422,329.22,1.8e-16,"Molecular Functions",0.850806451612903
"12429","FUN_032026","GO:0005164","tumor necrosis factor receptor binding",29,27,19.25,0.00081,"Molecular Functions",0.931034482758621
"12430","FUN_032026","GO:0008270","zinc ion binding",418,323,277.45,3.4e-07,"Molecular Functions",0.772727272727273
"12431","FUN_032026","GO:0019901","protein kinase binding",153,126,101.55,0.02444,"Molecular Functions",0.823529411764706
"12432","FUN_032026","GO:0019903","protein phosphatase binding",52,43,34.52,0.0188,"Molecular Functions",0.826923076923077
"12433","FUN_032026","GO:0031625","ubiquitin protein ligase binding",78,71,51.77,3.2e-07,"Molecular Functions",0.91025641025641
"12434","FUN_032026","GO:0031996","thioesterase binding",27,25,17.92,0.00161,"Molecular Functions",0.925925925925926
"12435","FUN_032026","GO:0042802","identical protein binding",495,409,328.56,7.7e-14,"Molecular Functions",0.826262626262626
"12436","FUN_032027","GO:0005164","tumor necrosis factor receptor binding",29,27,19.25,0.00081,"Molecular Functions",0.931034482758621
"12437","FUN_032027","GO:0008270","zinc ion binding",418,323,277.45,3.4e-07,"Molecular Functions",0.772727272727273
"12438","FUN_032027","GO:0016740","transferase activity",1311,1006,870.18,5.8e-05,"Molecular Functions",0.767353165522502
"12439","FUN_032027","GO:0019901","protein kinase binding",153,126,101.55,0.02444,"Molecular Functions",0.823529411764706
"12440","FUN_032027","GO:0019903","protein phosphatase binding",52,43,34.52,0.0188,"Molecular Functions",0.826923076923077
"12441","FUN_032027","GO:0031625","ubiquitin protein ligase binding",78,71,51.77,3.2e-07,"Molecular Functions",0.91025641025641
"12442","FUN_032027","GO:0031996","thioesterase binding",27,25,17.92,0.00161,"Molecular Functions",0.925925925925926
"12443","FUN_032027","GO:0042802","identical protein binding",495,409,328.56,7.7e-14,"Molecular Functions",0.826262626262626
"12444","FUN_032028","GO:0005164","tumor necrosis factor receptor binding",29,27,19.25,0.00081,"Molecular Functions",0.931034482758621
"12445","FUN_032028","GO:0008270","zinc ion binding",418,323,277.45,3.4e-07,"Molecular Functions",0.772727272727273
"12446","FUN_032028","GO:0016740","transferase activity",1311,1006,870.18,5.8e-05,"Molecular Functions",0.767353165522502
"12447","FUN_032028","GO:0019901","protein kinase binding",153,126,101.55,0.02444,"Molecular Functions",0.823529411764706
"12448","FUN_032028","GO:0019903","protein phosphatase binding",52,43,34.52,0.0188,"Molecular Functions",0.826923076923077
"12449","FUN_032028","GO:0031625","ubiquitin protein ligase binding",78,71,51.77,3.2e-07,"Molecular Functions",0.91025641025641
"12450","FUN_032028","GO:0031996","thioesterase binding",27,25,17.92,0.00161,"Molecular Functions",0.925925925925926
"12451","FUN_032028","GO:0042802","identical protein binding",495,409,328.56,7.7e-14,"Molecular Functions",0.826262626262626
"12452","FUN_032040","GO:0003924","GTPase activity",125,116,82.97,2.2e-09,"Molecular Functions",0.928
"12453","FUN_032040","GO:0005525","GTP binding",158,144,104.87,1.5e-13,"Molecular Functions",0.911392405063291
"12454","FUN_032040","GO:0042802","identical protein binding",495,409,328.56,7.7e-14,"Molecular Functions",0.826262626262626
"12455","FUN_032045","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12456","FUN_032051","GO:0003690","double-stranded DNA binding",283,206,187.84,0.03531,"Molecular Functions",0.72791519434629
"12457","FUN_032051","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12458","FUN_032061","GO:0005164","tumor necrosis factor receptor binding",29,27,19.25,0.00081,"Molecular Functions",0.931034482758621
"12459","FUN_032061","GO:0008270","zinc ion binding",418,323,277.45,3.4e-07,"Molecular Functions",0.772727272727273
"12460","FUN_032061","GO:0031625","ubiquitin protein ligase binding",78,71,51.77,3.2e-07,"Molecular Functions",0.91025641025641
"12461","FUN_032061","GO:0031996","thioesterase binding",27,25,17.92,0.00161,"Molecular Functions",0.925925925925926
"12462","FUN_032061","GO:0042802","identical protein binding",495,409,328.56,7.7e-14,"Molecular Functions",0.826262626262626
"12463","FUN_032069","GO:0005509","calcium ion binding",263,206,174.57,1e-05,"Molecular Functions",0.783269961977186
"12464","FUN_032074","GO:0005509","calcium ion binding",263,206,174.57,1e-05,"Molecular Functions",0.783269961977186
"12465","FUN_032080","GO:0008270","zinc ion binding",418,323,277.45,3.4e-07,"Molecular Functions",0.772727272727273
"12466","FUN_032080","GO:0061630","ubiquitin protein ligase activity",150,112,99.56,0.02806,"Molecular Functions",0.746666666666667
"12467","FUN_032101","GO:0042802","identical protein binding",495,409,328.56,7.7e-14,"Molecular Functions",0.826262626262626
"12468","FUN_032101","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12469","FUN_032104","GO:0008270","zinc ion binding",418,323,277.45,3.4e-07,"Molecular Functions",0.772727272727273
"12470","FUN_032104","GO:0061630","ubiquitin protein ligase activity",150,112,99.56,0.02806,"Molecular Functions",0.746666666666667
"12471","FUN_032105","GO:0005164","tumor necrosis factor receptor binding",29,27,19.25,0.00081,"Molecular Functions",0.931034482758621
"12472","FUN_032105","GO:0008270","zinc ion binding",418,323,277.45,3.4e-07,"Molecular Functions",0.772727272727273
"12473","FUN_032105","GO:0031625","ubiquitin protein ligase binding",78,71,51.77,3.2e-07,"Molecular Functions",0.91025641025641
"12474","FUN_032105","GO:0031996","thioesterase binding",27,25,17.92,0.00161,"Molecular Functions",0.925925925925926
"12475","FUN_032105","GO:0042802","identical protein binding",495,409,328.56,7.7e-14,"Molecular Functions",0.826262626262626
"12476","FUN_032106","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12477","FUN_032106","GO:0016887","ATP hydrolysis activity",214,171,142.04,6.6e-06,"Molecular Functions",0.799065420560748
"12478","FUN_032106","GO:0051082","unfolded protein binding",33,28,21.9,0.01514,"Molecular Functions",0.848484848484849
"12479","FUN_032106","GO:0140662","ATP-dependent protein folding chaperone",26,25,17.26,0.00033,"Molecular Functions",0.961538461538462
"12480","FUN_032110","GO:0005547","phosphatidylinositol-3,4,5-trisphosphate binding",9,9,5.97,0.02493,"Molecular Functions",1
"12481","FUN_032110","GO:0042802","identical protein binding",495,409,328.56,7.7e-14,"Molecular Functions",0.826262626262626
"12482","FUN_032110","GO:0042803","protein homodimerization activity",191,152,126.78,3.3e-05,"Molecular Functions",0.795811518324607
"12483","FUN_032111","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12484","FUN_032115","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12485","FUN_032117","GO:0003723","RNA binding",496,422,329.22,1.8e-16,"Molecular Functions",0.850806451612903
"12486","FUN_032117","GO:0031267","small GTPase binding",45,43,29.87,2.6e-06,"Molecular Functions",0.955555555555556
"12487","FUN_032130","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12488","FUN_032133","GO:0003723","RNA binding",496,422,329.22,1.8e-16,"Molecular Functions",0.850806451612903
"12489","FUN_032133","GO:0003887","DNA-directed DNA polymerase activity",148,110,98.24,0.02194,"Molecular Functions",0.743243243243243
"12490","FUN_032133","GO:0004190","aspartic-type endopeptidase activity",132,100,87.61,0.01193,"Molecular Functions",0.757575757575758
"12491","FUN_032133","GO:0004523","RNA-DNA hybrid ribonuclease activity",26,24,17.26,0.00226,"Molecular Functions",0.923076923076923
"12492","FUN_032133","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12493","FUN_032133","GO:0008270","zinc ion binding",418,323,277.45,3.4e-07,"Molecular Functions",0.772727272727273
"12494","FUN_032136","GO:0030145","manganese ion binding",25,24,16.59,0.00048,"Molecular Functions",0.96
"12495","FUN_032147","GO:0004222","metalloendopeptidase activity",35,31,23.23,0.00466,"Molecular Functions",0.885714285714286
"12496","FUN_032147","GO:0008270","zinc ion binding",418,323,277.45,3.4e-07,"Molecular Functions",0.772727272727273
"12497","FUN_032148","GO:0004222","metalloendopeptidase activity",35,31,23.23,0.00466,"Molecular Functions",0.885714285714286
"12498","FUN_032148","GO:0005509","calcium ion binding",263,206,174.57,1e-05,"Molecular Functions",0.783269961977186
"12499","FUN_032148","GO:0008270","zinc ion binding",418,323,277.45,3.4e-07,"Molecular Functions",0.772727272727273
"12500","FUN_032151","GO:0004222","metalloendopeptidase activity",35,31,23.23,0.00466,"Molecular Functions",0.885714285714286
"12501","FUN_032151","GO:0005509","calcium ion binding",263,206,174.57,1e-05,"Molecular Functions",0.783269961977186
"12502","FUN_032151","GO:0008270","zinc ion binding",418,323,277.45,3.4e-07,"Molecular Functions",0.772727272727273
"12503","FUN_032158","GO:0005516","calmodulin binding",52,42,34.52,0.01661,"Molecular Functions",0.807692307692308
"12504","FUN_032160","GO:0003746","translation elongation factor activity",9,9,5.97,0.02493,"Molecular Functions",1
"12505","FUN_032160","GO:0003924","GTPase activity",125,116,82.97,2.2e-09,"Molecular Functions",0.928
"12506","FUN_032160","GO:0005525","GTP binding",158,144,104.87,1.5e-13,"Molecular Functions",0.911392405063291
"12507","FUN_032160","GO:0042802","identical protein binding",495,409,328.56,7.7e-14,"Molecular Functions",0.826262626262626
"12508","FUN_032162","GO:0017018","myosin phosphatase activity",19,18,12.61,0.00437,"Molecular Functions",0.947368421052632
"12509","FUN_032162","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12510","FUN_032163","GO:0004386","helicase activity",99,89,65.71,0.00111,"Molecular Functions",0.898989898989899
"12511","FUN_032163","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12512","FUN_032163","GO:0016887","ATP hydrolysis activity",214,171,142.04,6.6e-06,"Molecular Functions",0.799065420560748
"12513","FUN_032167","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12514","FUN_032167","GO:0016887","ATP hydrolysis activity",214,171,142.04,6.6e-06,"Molecular Functions",0.799065420560748
"12515","FUN_032167","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12516","FUN_032167","GO:0051539","4 iron, 4 sulfur cluster binding",24,24,15.93,5.2e-05,"Molecular Functions",1
"12517","FUN_032182","GO:0004252","serine-type endopeptidase activity",63,54,41.82,0.00043,"Molecular Functions",0.857142857142857
"12518","FUN_032191","GO:0003727","single-stranded RNA binding",25,23,16.59,0.03641,"Molecular Functions",0.92
"12519","FUN_032191","GO:0008270","zinc ion binding",418,323,277.45,3.4e-07,"Molecular Functions",0.772727272727273
"12520","FUN_032194","GO:0000287","magnesium ion binding",74,64,49.12,7e-05,"Molecular Functions",0.864864864864865
"12521","FUN_032194","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12522","FUN_032215","GO:0003723","RNA binding",496,422,329.22,1.8e-16,"Molecular Functions",0.850806451612903
"12523","FUN_032215","GO:0003729","mRNA binding",67,66,44.47,4.5e-06,"Molecular Functions",0.985074626865672
"12524","FUN_032215","GO:0043022","ribosome binding",22,20,14.6,0.00897,"Molecular Functions",0.909090909090909
"12525","FUN_032245","GO:0004674","protein serine/threonine kinase activity",150,123,99.56,0.01424,"Molecular Functions",0.82
"12526","FUN_032245","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12527","FUN_032245","GO:0106310","protein serine kinase activity",140,115,92.92,2.1e-05,"Molecular Functions",0.821428571428571
"12528","FUN_032255","GO:0000287","magnesium ion binding",74,64,49.12,7e-05,"Molecular Functions",0.864864864864865
"12529","FUN_032255","GO:0016757","glycosyltransferase activity",197,152,130.76,0.03625,"Molecular Functions",0.771573604060914
"12530","FUN_032272","GO:0003714","transcription corepressor activity",27,26,17.92,0.00022,"Molecular Functions",0.962962962962963
"12531","FUN_032285","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12532","FUN_032288","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12533","FUN_032288","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12534","FUN_032301","GO:0043022","ribosome binding",22,20,14.6,0.00897,"Molecular Functions",0.909090909090909
"12535","FUN_032315","GO:0004674","protein serine/threonine kinase activity",150,123,99.56,0.01424,"Molecular Functions",0.82
"12536","FUN_032315","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12537","FUN_032315","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12538","FUN_032315","GO:0106310","protein serine kinase activity",140,115,92.92,2.1e-05,"Molecular Functions",0.821428571428571
"12539","FUN_032364","GO:0005506","iron ion binding",84,70,55.75,0.00156,"Molecular Functions",0.833333333333333
"12540","FUN_032364","GO:0016491","oxidoreductase activity",340,288,225.67,7.4e-05,"Molecular Functions",0.847058823529412
"12541","FUN_032365","GO:0005506","iron ion binding",84,70,55.75,0.00156,"Molecular Functions",0.833333333333333
"12542","FUN_032365","GO:0016491","oxidoreductase activity",340,288,225.67,7.4e-05,"Molecular Functions",0.847058823529412
"12543","FUN_032382","GO:0005506","iron ion binding",84,70,55.75,0.00156,"Molecular Functions",0.833333333333333
"12544","FUN_032382","GO:0020037","heme binding",82,70,54.43,8.1e-05,"Molecular Functions",0.853658536585366
"12545","FUN_032383","GO:0005506","iron ion binding",84,70,55.75,0.00156,"Molecular Functions",0.833333333333333
"12546","FUN_032383","GO:0020037","heme binding",82,70,54.43,8.1e-05,"Molecular Functions",0.853658536585366
"12547","FUN_032384","GO:0005506","iron ion binding",84,70,55.75,0.00156,"Molecular Functions",0.833333333333333
"12548","FUN_032384","GO:0020037","heme binding",82,70,54.43,8.1e-05,"Molecular Functions",0.853658536585366
"12549","FUN_032393","GO:0005509","calcium ion binding",263,206,174.57,1e-05,"Molecular Functions",0.783269961977186
"12550","FUN_032395","GO:0003723","RNA binding",496,422,329.22,1.8e-16,"Molecular Functions",0.850806451612903
"12551","FUN_032395","GO:0003729","mRNA binding",67,66,44.47,4.5e-06,"Molecular Functions",0.985074626865672
"12552","FUN_032395","GO:0003730","mRNA 3'-UTR binding",19,19,12.61,0.00211,"Molecular Functions",1
"12553","FUN_032428","GO:0003723","RNA binding",496,422,329.22,1.8e-16,"Molecular Functions",0.850806451612903
"12554","FUN_032428","GO:0003729","mRNA binding",67,66,44.47,4.5e-06,"Molecular Functions",0.985074626865672
"12555","FUN_032428","GO:0003735","structural constituent of ribosome",38,37,25.22,3.3e-06,"Molecular Functions",0.973684210526316
"12556","FUN_032428","GO:0042802","identical protein binding",495,409,328.56,7.7e-14,"Molecular Functions",0.826262626262626
"12557","FUN_032431","GO:0003743","translation initiation factor activity",14,14,9.29,0.0032,"Molecular Functions",1
"12558","FUN_032448","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12559","FUN_032448","GO:0016887","ATP hydrolysis activity",214,171,142.04,6.6e-06,"Molecular Functions",0.799065420560748
"12560","FUN_032452","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12561","FUN_032452","GO:0016887","ATP hydrolysis activity",214,171,142.04,6.6e-06,"Molecular Functions",0.799065420560748
"12562","FUN_032453","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12563","FUN_032453","GO:0016887","ATP hydrolysis activity",214,171,142.04,6.6e-06,"Molecular Functions",0.799065420560748
"12564","FUN_032456","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12565","FUN_032456","GO:0016887","ATP hydrolysis activity",214,171,142.04,6.6e-06,"Molecular Functions",0.799065420560748
"12566","FUN_032458","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12567","FUN_032458","GO:0016887","ATP hydrolysis activity",214,171,142.04,6.6e-06,"Molecular Functions",0.799065420560748
"12568","FUN_032460","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12569","FUN_032461","GO:0003723","RNA binding",496,422,329.22,1.8e-16,"Molecular Functions",0.850806451612903
"12570","FUN_032461","GO:0003887","DNA-directed DNA polymerase activity",148,110,98.24,0.02194,"Molecular Functions",0.743243243243243
"12571","FUN_032461","GO:0004190","aspartic-type endopeptidase activity",132,100,87.61,0.01193,"Molecular Functions",0.757575757575758
"12572","FUN_032461","GO:0004523","RNA-DNA hybrid ribonuclease activity",26,24,17.26,0.00226,"Molecular Functions",0.923076923076923
"12573","FUN_032461","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12574","FUN_032461","GO:0008270","zinc ion binding",418,323,277.45,3.4e-07,"Molecular Functions",0.772727272727273
"12575","FUN_032569","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12576","FUN_032574","GO:0000976","transcription cis-regulatory region binding",249,177,165.27,0.00711,"Molecular Functions",0.710843373493976
"12577","FUN_032590","GO:0003887","DNA-directed DNA polymerase activity",148,110,98.24,0.02194,"Molecular Functions",0.743243243243243
"12578","FUN_032590","GO:0004190","aspartic-type endopeptidase activity",132,100,87.61,0.01193,"Molecular Functions",0.757575757575758
"12579","FUN_032604","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12580","FUN_032605","GO:0004674","protein serine/threonine kinase activity",150,123,99.56,0.01424,"Molecular Functions",0.82
"12581","FUN_032605","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12582","FUN_032605","GO:0106310","protein serine kinase activity",140,115,92.92,2.1e-05,"Molecular Functions",0.821428571428571
"12583","FUN_032628","GO:0003777","microtubule motor activity",47,42,31.2,0.03601,"Molecular Functions",0.893617021276596
"12584","FUN_032628","GO:0005524","ATP binding",879,715,583.44,3.8e-26,"Molecular Functions",0.813424345847554
"12585","FUN_032628","GO:0008017","microtubule binding",53,52,35.18,6.6e-08,"Molecular Functions",0.981132075471698
"12586","FUN_032628","GO:0016887","ATP hydrolysis activity",214,171,142.04,6.6e-06,"Molecular Functions",0.799065420560748
"12587","FUN_032637","GO:0003924","GTPase activity",125,116,82.97,2.2e-09,"Molecular Functions",0.928
"12588","FUN_032637","GO:0003925","G protein activity",22,22,14.6,0.00012,"Molecular Functions",1
"12589","FUN_032637","GO:0005525","GTP binding",158,144,104.87,1.5e-13,"Molecular Functions",0.911392405063291
"12590","FUN_032637","GO:0019901","protein kinase binding",153,126,101.55,0.02444,"Molecular Functions",0.823529411764706
"12591","FUN_032637","GO:0031267","small GTPase binding",45,43,29.87,2.6e-06,"Molecular Functions",0.955555555555556
"12592","FUN_032637","GO:0031996","thioesterase binding",27,25,17.92,0.00161,"Molecular Functions",0.925925925925926
"12593","FUN_032637","GO:0060090","molecular adaptor activity",173,150,114.83,0.04793,"Molecular Functions",0.867052023121387
"12594","FUN_032641","GO:0005509","calcium ion binding",263,206,174.57,1e-05,"Molecular Functions",0.783269961977186
"12595","FUN_032651","GO:0005509","calcium ion binding",263,206,174.57,1e-05,"Molecular Functions",0.783269961977186
"12596","FUN_032653","GO:0005509","calcium ion binding",263,206,174.57,1e-05,"Molecular Functions",0.783269961977186
"12597","FUN_032670","GO:0005509","calcium ion binding",263,206,174.57,1e-05,"Molecular Functions",0.783269961977186
"12598","FUN_032671","GO:0005509","calcium ion binding",263,206,174.57,1e-05,"Molecular Functions",0.783269961977186
"12599","FUN_032678","GO:0003924","GTPase activity",125,116,82.97,2.2e-09,"Molecular Functions",0.928
"12600","FUN_032678","GO:0005525","GTP binding",158,144,104.87,1.5e-13,"Molecular Functions",0.911392405063291
"12601","FUN_032681","GO:0016740","transferase activity",1311,1006,870.18,5.8e-05,"Molecular Functions",0.767353165522502
"12602","FUN_032681","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12603","FUN_032688","GO:0038023","signaling receptor activity",478,243,317.27,0.01448,"Molecular Functions",0.50836820083682
"12604","FUN_032699","GO:0003723","RNA binding",496,422,329.22,1.8e-16,"Molecular Functions",0.850806451612903
"12605","FUN_032699","GO:0003727","single-stranded RNA binding",25,23,16.59,0.03641,"Molecular Functions",0.92
"12606","FUN_032701","GO:0050660","flavin adenine dinucleotide binding",49,47,32.52,0.00027,"Molecular Functions",0.959183673469388
"12607","FUN_032710","GO:0003723","RNA binding",496,422,329.22,1.8e-16,"Molecular Functions",0.850806451612903
"12608","FUN_032710","GO:0003729","mRNA binding",67,66,44.47,4.5e-06,"Molecular Functions",0.985074626865672
"12609","FUN_032710","GO:0003730","mRNA 3'-UTR binding",19,19,12.61,0.00211,"Molecular Functions",1
"12610","FUN_032712","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12611","FUN_032715","GO:0003723","RNA binding",496,422,329.22,1.8e-16,"Molecular Functions",0.850806451612903
"12612","FUN_032715","GO:0003729","mRNA binding",67,66,44.47,4.5e-06,"Molecular Functions",0.985074626865672
"12613","FUN_032715","GO:0003730","mRNA 3'-UTR binding",19,19,12.61,0.00211,"Molecular Functions",1
"12614","FUN_032747","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12615","FUN_032748","GO:0003723","RNA binding",496,422,329.22,1.8e-16,"Molecular Functions",0.850806451612903
"12616","FUN_032748","GO:0003727","single-stranded RNA binding",25,23,16.59,0.03641,"Molecular Functions",0.92
"12617","FUN_032748","GO:0003743","translation initiation factor activity",14,14,9.29,0.0032,"Molecular Functions",1
"12618","FUN_032748","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12619","FUN_032749","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12620","FUN_032815","GO:0003729","mRNA binding",67,66,44.47,4.5e-06,"Molecular Functions",0.985074626865672
"12621","FUN_032815","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12622","FUN_032831","GO:0003723","RNA binding",496,422,329.22,1.8e-16,"Molecular Functions",0.850806451612903
"12623","FUN_032906","GO:0003723","RNA binding",496,422,329.22,1.8e-16,"Molecular Functions",0.850806451612903
"12624","FUN_032906","GO:0003729","mRNA binding",67,66,44.47,4.5e-06,"Molecular Functions",0.985074626865672
"12625","FUN_032906","GO:0003730","mRNA 3'-UTR binding",19,19,12.61,0.00211,"Molecular Functions",1
"12626","FUN_032970","GO:0008270","zinc ion binding",418,323,277.45,3.4e-07,"Molecular Functions",0.772727272727273
"12627","FUN_032980","GO:0005085","guanyl-nucleotide exchange factor activity",31,27,20.58,0.00835,"Molecular Functions",0.870967741935484
"12628","FUN_032980","GO:0005547","phosphatidylinositol-3,4,5-trisphosphate binding",9,9,5.97,0.02493,"Molecular Functions",1
"12629","FUN_032988","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12630","FUN_033023","GO:0008017","microtubule binding",53,52,35.18,6.6e-08,"Molecular Functions",0.981132075471698
"12631","FUN_033120","GO:0000166","nucleotide binding",1157,965,767.96,0.03403,"Molecular Functions",0.834053586862576
"12632","FUN_033120","GO:0046872","metal ion binding",1649,1301,1094.52,6.4e-22,"Molecular Functions",0.788963007883566
"12633","FUN_033127","GO:0051082","unfolded protein binding",33,28,21.9,0.01514,"Molecular Functions",0.848484848484849
