mRNA	GO
FUN_033930	GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0017148; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177
FUN_033933	GO:0000978; GO:0000981; GO:0001228; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0007389; GO:0007417; GO:0007420; GO:0007628; GO:0008589; GO:0021510; GO:0021766; GO:0021772; GO:0030154; GO:0042307; GO:0042472; GO:0045893; GO:0046872; GO:0098727; GO:1990837
FUN_033934	GO:0003677; GO:0005634; GO:0007399; GO:0014029; GO:0046872
FUN_033935	GO:0003677; GO:0005634; GO:0007399; GO:0014029; GO:0046872
FUN_033936	GO:0003677; GO:0005634; GO:0007399; GO:0014029; GO:0046872
FUN_033937	GO:0004305; GO:0005524; GO:0005737; GO:0006646; GO:0016310
FUN_033940	GO:0005886; GO:0007186; GO:0007601; GO:0007602; GO:0008020; GO:0016020
FUN_033942	GO:0002412; GO:0005201; GO:0005615; GO:0005768; GO:0009897; GO:0009986; GO:0016324; GO:0042589; GO:0045087; GO:0045121; GO:1990266
FUN_033944	GO:0005737; GO:0005856; GO:0005886; GO:0032420; GO:0060091
FUN_033957	GO:0004142; GO:0004307; GO:0005789; GO:0005794; GO:0006646; GO:0006656; GO:0016780; GO:0031965; GO:0046872; GO:0047359
FUN_033958	GO:0005524; GO:0005730; GO:0005829; GO:0010628; GO:0032088
FUN_033964	
FUN_033966	GO:0005249; GO:0005251; GO:0005886; GO:0008076; GO:0019228; GO:0034765; GO:0044224; GO:0051260; GO:0071805
FUN_033970	
FUN_033978	GO:0046982; GO:0097237
FUN_033981	GO:0005789; GO:0008654; GO:0016020
FUN_033998	GO:0004181; GO:0005814; GO:0005829; GO:0006508; GO:0008270; GO:0035610; GO:0036064
FUN_034007	GO:0000139; GO:0000287; GO:0005615; GO:0005794; GO:0006024; GO:0015012; GO:0030145; GO:0030158; GO:0030166; GO:0030206; GO:0030210; GO:0050650
FUN_034009	GO:0004930; GO:0005886
FUN_034012	GO:0004197; GO:0004843; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006511; GO:0007000; GO:0016242; GO:0016578; GO:0016579; GO:0016607; GO:0031647; GO:0042981; GO:0050821; GO:2000232
FUN_034018	GO:0000287; GO:0004519; GO:0004521; GO:0004674; GO:0005524; GO:0005783; GO:0005829; GO:0006355; GO:0006397; GO:0006468; GO:0016075; GO:0030263; GO:0034976; GO:0036498; GO:0043507; GO:0044322; GO:0045892; GO:0051082; GO:0070059; GO:0106310; GO:1990604
FUN_034019	GO:0005737; GO:0005856; GO:0006508; GO:0007517; GO:0007528; GO:0008233; GO:0030018
FUN_034021	GO:0005524; GO:0005739; GO:0008444; GO:0032049
FUN_034022	GO:0005737; GO:0005874; GO:0005929; GO:0030286
FUN_034029	GO:0001701; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006479; GO:0007166; GO:0008168; GO:0008170; GO:0008276; GO:0008284; GO:0008327; GO:0008380; GO:0016274; GO:0018216; GO:0019082; GO:0019899; GO:0031175; GO:0034709; GO:0035241; GO:0035242; GO:0042054; GO:0042802; GO:0043985; GO:0044020; GO:0045648; GO:0045652; GO:0045653; GO:0046329; GO:0046985; GO:0048273; GO:0048738; GO:0051260; GO:1900745; GO:1904047
FUN_034030	GO:0000064; GO:0005886; GO:0006865; GO:0015171; GO:0015174; GO:0015179; GO:0015189; GO:0015807; GO:0030054; GO:0061459; GO:0089718; GO:0097638; GO:0150104; GO:1902475; GO:1903352; GO:1903826
FUN_034032	GO:0000064; GO:0005886; GO:0006865; GO:0015171; GO:0015174; GO:0015179; GO:0015189; GO:0015807; GO:0030054; GO:0061459; GO:0089718; GO:0097638; GO:0150104; GO:1902475; GO:1903352; GO:1903826
FUN_034047	GO:0005737; GO:0016020; GO:0016787
FUN_034048	GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0016746; GO:0016787; GO:0045944
FUN_034049	GO:0001841; GO:0005635; GO:0005643; GO:0005654; GO:0006606; GO:0006913; GO:0031965; GO:0051028; GO:1990904
FUN_034054	GO:0005249; GO:0005251; GO:0005789; GO:0005886; GO:0008076; GO:0014059; GO:0019228; GO:0019233; GO:0021633; GO:0030027; GO:0030424; GO:0030425; GO:0031258; GO:0032809; GO:0033010; GO:0034765; GO:0042734; GO:0043194; GO:0043204; GO:0043679; GO:0044224; GO:0045188; GO:0051260; GO:0071805
FUN_034055	GO:0005085; GO:0005634; GO:0005829; GO:0005886; GO:0008021; GO:0016020; GO:0030424; GO:0032483; GO:0042981; GO:0043410; GO:0045202; GO:0048490; GO:0051726; GO:0060125; GO:0097194; GO:1902041; GO:1902277; GO:1904115; GO:2001234; GO:2001236
FUN_034058	GO:0000122; GO:0001503; GO:0001701; GO:0001843; GO:0002637; GO:0002726; GO:0004842; GO:0005164; GO:0005634; GO:0005811; GO:0005829; GO:0005938; GO:0006974; GO:0007249; GO:0007250; GO:0008270; GO:0009898; GO:0019886; GO:0030316; GO:0031435; GO:0031624; GO:0031625; GO:0031663; GO:0031666; GO:0031996; GO:0032735; GO:0032743; GO:0032755; GO:0032813; GO:0033209; GO:0035631; GO:0042088; GO:0042102; GO:0042475; GO:0042802; GO:0042826; GO:0042981; GO:0043011; GO:0043122; GO:0043123; GO:0043422; GO:0043507; GO:0045453; GO:0045672; GO:0045944; GO:0046330; GO:0047485; GO:0048471; GO:0050852; GO:0051092; GO:0051865; GO:0061630; GO:0070498; GO:0070534; GO:0097400; GO:1901224; GO:1904996; GO:2000679
FUN_034059	GO:0004842; GO:0005164; GO:0005634; GO:0005811; GO:0005938; GO:0007250; GO:0008270; GO:0042981; GO:0043122; GO:0070534
FUN_034062	GO:0003682; GO:0004518; GO:0005634; GO:0035098; GO:0035102; GO:0040029; GO:0046872
FUN_034064	GO:0000122; GO:0001503; GO:0001701; GO:0001843; GO:0002637; GO:0002726; GO:0004842; GO:0005164; GO:0005634; GO:0005811; GO:0005829; GO:0005938; GO:0006974; GO:0007249; GO:0007250; GO:0008270; GO:0009898; GO:0019886; GO:0030316; GO:0031435; GO:0031624; GO:0031625; GO:0031663; GO:0031666; GO:0031996; GO:0032735; GO:0032743; GO:0032755; GO:0032813; GO:0033209; GO:0035631; GO:0042088; GO:0042102; GO:0042475; GO:0042802; GO:0042826; GO:0042981; GO:0043011; GO:0043122; GO:0043123; GO:0043422; GO:0043507; GO:0045453; GO:0045672; GO:0045944; GO:0046330; GO:0047485; GO:0048471; GO:0050852; GO:0051092; GO:0051865; GO:0061630; GO:0070498; GO:0070534; GO:0097400; GO:1901224; GO:1904996; GO:2000679
FUN_034067	GO:0000122; GO:0000209; GO:0001503; GO:0001701; GO:0001843; GO:0002637; GO:0002726; GO:0002931; GO:0004842; GO:0005164; GO:0005634; GO:0005737; GO:0005811; GO:0005829; GO:0005886; GO:0005938; GO:0006955; GO:0006974; GO:0007165; GO:0007249; GO:0007250; GO:0007254; GO:0008270; GO:0009887; GO:0009898; GO:0016567; GO:0019221; GO:0019886; GO:0019901; GO:0030316; GO:0031435; GO:0031624; GO:0031625; GO:0031666; GO:0031996; GO:0032147; GO:0032735; GO:0032743; GO:0032755; GO:0032813; GO:0032991; GO:0033209; GO:0035631; GO:0042088; GO:0042102; GO:0042475; GO:0042802; GO:0042826; GO:0042981; GO:0043011; GO:0043122; GO:0043123; GO:0043422; GO:0043507; GO:0045453; GO:0045672; GO:0045892; GO:0045944; GO:0046330; GO:0046849; GO:0047485; GO:0048468; GO:0048471; GO:0048661; GO:0050852; GO:0051091; GO:0051092; GO:0051865; GO:0061630; GO:0070498; GO:0070534; GO:0070555; GO:0071222; GO:0071345; GO:0097400; GO:1901224; GO:1904996; GO:2000679
FUN_034082	GO:0004842; GO:0005164; GO:0005634; GO:0005811; GO:0005938; GO:0007250; GO:0008270; GO:0042981; GO:0043122; GO:0070534
FUN_034084	GO:0000900; GO:0003729; GO:0004799; GO:0005542; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0005743; GO:0005759; GO:0005829; GO:0006231; GO:0006235; GO:0006417; GO:0007568; GO:0007623; GO:0009410; GO:0009636; GO:0017148; GO:0019860; GO:0032259; GO:0032570; GO:0033189; GO:0034097; GO:0035999; GO:0042803; GO:0045471; GO:0046683; GO:0048589; GO:0051216; GO:0051384; GO:0051593; GO:0060574; GO:0097421; GO:1901363; GO:1990825
FUN_034086	GO:0009034
FUN_034087	GO:0009034
FUN_034088	GO:0005769; GO:0005856; GO:0005901; GO:0006897; GO:0030036; GO:0032587; GO:0055038; GO:0070300; GO:0070836; GO:0097320
FUN_034090	GO:0000166; GO:0001666; GO:0001822; GO:0001843; GO:0005524; GO:0005576; GO:0005634; GO:0005829; GO:0006915; GO:0006919; GO:0007399; GO:0007568; GO:0007584; GO:0008635; GO:0008656; GO:0010659; GO:0030154; GO:0030900; GO:0031072; GO:0032991; GO:0034774; GO:0042802; GO:0042981; GO:0043065; GO:0043293; GO:0043531; GO:0051402; GO:0070059; GO:0070062; GO:0071560; GO:0072432; GO:0097193; GO:0097202; GO:1902510; GO:1904813; GO:2001235
FUN_034097	GO:0005886; GO:0022857
FUN_034098	GO:0005509; GO:0005615; GO:0005886; GO:0007165; GO:0009986; GO:0030513; GO:0036122; GO:0042802; GO:0045669; GO:0045880; GO:0070700
FUN_034108	GO:0005249; GO:0005251; GO:0005886; GO:0006813; GO:0008076; GO:0016020; GO:0022843; GO:0030424; GO:0030431; GO:0032590; GO:0032809; GO:0034765; GO:0051260; GO:0071805
FUN_034113	GO:0005739; GO:0005759; GO:0006121; GO:0018293
FUN_034114	GO:0000109; GO:0000166; GO:0000731; GO:0003677; GO:0003682; GO:0003684; GO:0003887; GO:0005634; GO:0005654; GO:0005829; GO:0006260; GO:0006261; GO:0006281; GO:0006287; GO:0006297; GO:0008296; GO:0009411; GO:0016020; GO:0016235; GO:0019899; GO:0034644; GO:0043625; GO:0045004; GO:0046872; GO:0051539; GO:0055089; GO:0070987; GO:0071897
FUN_034115	GO:0004623; GO:0004806; GO:0005654; GO:0005737; GO:0005811; GO:0005829; GO:0005886; GO:0006651; GO:0010891; GO:0010898; GO:0016020; GO:0016411; GO:0019433; GO:0019915; GO:0034389; GO:0044242; GO:0050253; GO:0051264; GO:0051265; GO:0055088; GO:1905691
FUN_034116	GO:0004623; GO:0004806; GO:0005654; GO:0005737; GO:0005811; GO:0005829; GO:0005886; GO:0006651; GO:0010891; GO:0010898; GO:0016020; GO:0016411; GO:0019433; GO:0019915; GO:0034389; GO:0044242; GO:0050253; GO:0051264; GO:0051265; GO:0055088; GO:1905691
FUN_034120	GO:0050218
FUN_034123	GO:0005249; GO:0005250; GO:0005886; GO:0008076; GO:0014069; GO:0016020; GO:0034765; GO:0043025; GO:0043197; GO:0045211; GO:0046872; GO:0051260; GO:0071805
FUN_034124	GO:0001508; GO:0005249; GO:0005250; GO:0005886; GO:0007268; GO:0008076; GO:0014069; GO:0016020; GO:0019228; GO:0019233; GO:0032809; GO:0034765; GO:0043197; GO:0043204; GO:0044853; GO:0045211; GO:0045475; GO:0046872; GO:0051260; GO:0070161; GO:0071456; GO:0071805; GO:0098978; GO:0098982; GO:0099634; GO:1905030
FUN_034127	GO:0003964; GO:0006313
FUN_034128	GO:0005777; GO:0005778; GO:0005783; GO:0005829; GO:0007031; GO:0008289; GO:0016020; GO:0016557; GO:0030674; GO:0032991; GO:0032994; GO:0045046
FUN_034132	NA
FUN_034133	NA
FUN_034143	GO:0004190; GO:0005764; GO:0006508
FUN_034159	GO:0002092; GO:0004672; GO:0005102; GO:0005524; GO:0005794; GO:0006468; GO:0007420; GO:0008333; GO:0010008; GO:0021860; GO:0030136; GO:0090090; GO:2000286; GO:2000370
FUN_034164	GO:0003993; GO:0005788; GO:0005886; GO:0030351; GO:0030352; GO:0034417; GO:0052745; GO:0052826
FUN_034173	GO:0005743; GO:0008812; GO:0016491; GO:0019285; GO:0050660
FUN_034230	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0006310; GO:0006508; GO:0015074; GO:0046872
FUN_034232	GO:0005778; GO:0008611; GO:0010025; GO:0080019; GO:0102965
FUN_034245	GO:0003964; GO:0006313
FUN_034251	GO:0003964; GO:0006313
FUN_034258	GO:0001701; GO:0005524; GO:0005737; GO:0005938; GO:0006954; GO:0007015; GO:0040019; GO:0050727; GO:0051656
FUN_034260	GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006915; GO:0006974; GO:0010494; GO:0016604; GO:0016605; GO:0018105; GO:0106310
FUN_034265	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314
FUN_034278	GO:0005886; GO:0005905; GO:0006886; GO:0015031; GO:0030122; GO:0035615; GO:0048488; GO:0072583; GO:0098793; GO:0140312
FUN_034299	GO:0000781; GO:0005634; GO:0005737; GO:0016020
FUN_034314	GO:0000978; GO:0003677; GO:0003700; GO:0004402; GO:0005634; GO:0005667; GO:0005829; GO:0006355; GO:0006473; GO:0006974; GO:0007283; GO:0032922; GO:0033391; GO:0042634; GO:0042752; GO:0043161; GO:0045893; GO:0046983; GO:0050796; GO:0051092; GO:0051775; GO:0070888; GO:2000074
FUN_034315	GO:0000070; GO:0000776; GO:0001726; GO:0003777; GO:0003779; GO:0005524; GO:0005634; GO:0005737; GO:0005815; GO:0005828; GO:0005871; GO:0005874; GO:0005901; GO:0007018; GO:0007019; GO:0007080; GO:0007140; GO:0008017; GO:0008574; GO:0015031; GO:0015630; GO:0016887; GO:0051010; GO:0061673; GO:0070463; GO:0070507; GO:0071392; GO:0072520; GO:1990023
FUN_034321	GO:0005765; GO:0022857
FUN_034333	GO:0005634
FUN_034340	GO:0005783; GO:0005886; GO:0070059
FUN_034345	
FUN_034358	NA
FUN_034360	GO:0001669; GO:0004674; GO:0005524; GO:0006468; GO:0007286; GO:0031514; GO:0046872; GO:0106310
FUN_034382	GO:0000981; GO:0003700; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0016604; GO:0030154; GO:0043565; GO:0045892; GO:0045893; GO:1990837
FUN_034403	GO:0003964; GO:0006313
FUN_034410	GO:0003964; GO:0006313
FUN_034420	GO:0005452; GO:0005886; GO:0006814; GO:0008510; GO:0009986; GO:0015293; GO:0015701; GO:0016020; GO:0016323; GO:0022857; GO:0035725; GO:0036376; GO:0042391; GO:0042802; GO:0045821; GO:0050801; GO:0051453; GO:0055085; GO:0070062; GO:0150104
FUN_034421	GO:0016020; GO:0047408; GO:0047409
FUN_034422	GO:0000122; GO:0000791; GO:0001711; GO:0006368; GO:0016593; GO:0016607; GO:0019827; GO:0045638; GO:0051571; GO:0080182; GO:2001162
FUN_034441	GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
FUN_034450	GO:0004674; GO:0004677; GO:0005524; GO:0005730; GO:0006303; GO:0016310; GO:0031571; GO:0042254; GO:0070419; GO:0106310
FUN_034458	GO:0004674; GO:0004677; GO:0005524; GO:0005730; GO:0006303; GO:0016310; GO:0031571; GO:0042254; GO:0070419; GO:0106310
FUN_034477	GO:0003964
FUN_034483	GO:0000122; GO:0000785; GO:0001649; GO:0003682; GO:0003714; GO:0004407; GO:0005634; GO:0005730; GO:0005731; GO:0005737; GO:0006111; GO:0006281; GO:0006357; GO:0006476; GO:0007072; GO:0007129; GO:0009303; GO:0010529; GO:0010821; GO:0016607; GO:0019213; GO:0031397; GO:0034979; GO:0035861; GO:0036055; GO:0045943; GO:0046825; GO:0046872; GO:0061697; GO:0061698; GO:0062176; GO:0070403; GO:0070932; GO:0097372; GO:0106230; GO:0106231; GO:0140861; GO:1901836; GO:2000234; GO:2001032
FUN_034485	GO:0001934; GO:0005886; GO:0007507; GO:0007565; GO:0007584; GO:0009410; GO:0009750; GO:0009755; GO:0010629; GO:0014075; GO:0019395; GO:0030308; GO:0032496; GO:0033211; GO:0038023; GO:0042593; GO:0042802; GO:0045471; GO:0046326; GO:0046872; GO:0055100; GO:0061042; GO:0061871; GO:0071398; GO:0097003; GO:0120162
FUN_034486	GO:0000045; GO:0001726; GO:0004438; GO:0004721; GO:0005737; GO:0005770; GO:0005829; GO:0005886; GO:0006470; GO:0008333; GO:0015031; GO:0019215; GO:0030175; GO:0031674; GO:0031929; GO:0032007; GO:0032435; GO:0035091; GO:0043161; GO:0043491; GO:0044088; GO:0045109; GO:0046716; GO:0046856; GO:0048311; GO:0048630; GO:0048633; GO:0051898; GO:0052629; GO:0070584; GO:1902902
FUN_034488	GO:0005634; GO:0046872
FUN_034594	GO:0003676; GO:0003887; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575
FUN_034598	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872
FUN_034599	GO:0000421; GO:0005765; GO:0006914; GO:0031410; GO:0032266; GO:0097352
FUN_034604	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0001525; GO:0005654; GO:0005667; GO:0005794; GO:0006357; GO:0014816; GO:0014901; GO:0014908; GO:0030033; GO:0032534; GO:0043231; GO:0043426; GO:0045600; GO:0045944; GO:0046872; GO:0060576; GO:0061586; GO:0099156; GO:1902895; GO:1990830; GO:1990837
FUN_034607	GO:0001762; GO:0006836; GO:0008021; GO:0015185; GO:0015187; GO:0015812; GO:0015816; GO:0030659; GO:0042995; GO:0051939; GO:0098793; GO:0140799; GO:0140800
FUN_034616	GO:0003676; GO:0003887; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575
FUN_034655	GO:0000118; GO:0004518; GO:0046872
FUN_034717	GO:0005654; GO:0005737; GO:0005739; GO:0005975; GO:0033132; GO:0070095; GO:1901135
FUN_034724	GO:0002181; GO:0003723; GO:0003735; GO:0006412; GO:0022625; GO:0022626
FUN_034727	GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
FUN_034740	GO:0003676; GO:0003887; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575
FUN_034780	GO:0004176; GO:0004222; GO:0005524; GO:0005739; GO:0005745; GO:0006465; GO:0008270; GO:0016887; GO:0034982
FUN_034781	GO:0000981; GO:0001228; GO:0003700; GO:0005634; GO:0006357; GO:0006915; GO:0043065; GO:0043565; GO:0045944
FUN_034782	GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
FUN_034783	GO:0006468; GO:0006470; GO:0007165; GO:0019888; GO:0030289
FUN_034796	GO:0003351; GO:0005576; GO:0005794; GO:0005829; GO:0005874; GO:0005886; GO:0005929; GO:0005930; GO:0007368; GO:0007420; GO:0008017; GO:0008104; GO:0008285; GO:0030317; GO:0031267; GO:0031514; GO:0035082; GO:0036064; GO:0036126; GO:0045880; GO:0051649; GO:0060294; GO:1903566; GO:1904526
FUN_034797	GO:0004842; GO:0005737; GO:0005856; GO:0005886; GO:0006511; GO:0007399; GO:0008092; GO:0010977; GO:0010989; GO:0016567; GO:0031648; GO:0032803; GO:0042632; GO:0045732; GO:0046872; GO:0061630; GO:0071404
FUN_034798	GO:0001964; GO:0005249; GO:0005251; GO:0005783; GO:0005829; GO:0005886; GO:0006937; GO:0007405; GO:0007420; GO:0008076; GO:0008104; GO:0009986; GO:0010644; GO:0010960; GO:0016020; GO:0016324; GO:0019228; GO:0021554; GO:0021766; GO:0021987; GO:0022038; GO:0023041; GO:0030054; GO:0030424; GO:0030425; GO:0031410; GO:0033270; GO:0034705; GO:0042391; GO:0042734; GO:0043025; GO:0043194; GO:0043204; GO:0043679; GO:0044224; GO:0044305; GO:0045202; GO:0045211; GO:0050905; GO:0050966; GO:0050976; GO:0051260; GO:0061564; GO:0070161; GO:0071286; GO:0071805; GO:0097718; GO:0098978; GO:0099508; GO:1903818; GO:1905030
FUN_034803	GO:0005506; GO:0005789; GO:0006633; GO:0006679; GO:0006682; GO:0016020; GO:0020037; GO:0044857; GO:0046513; GO:0061436; GO:0080132
FUN_034804	GO:0000049; GO:0002161; GO:0004813; GO:0005524; GO:0005634; GO:0005739; GO:0006400; GO:0006419; GO:0008270; GO:0009507; GO:0016597; GO:0070143
FUN_034805	GO:0000049; GO:0004813; GO:0005524; GO:0005737; GO:0006419; GO:0008270
FUN_034807	GO:0016020; GO:0016787; GO:0046872
FUN_034808	GO:0005524; GO:0005634; GO:0005737; GO:0019781; GO:0032446; GO:0043518; GO:0045116
FUN_034810	GO:0005634; GO:0009873; GO:0016740; GO:0031490; GO:0033558; GO:0043970; GO:0046872; GO:0070403
FUN_034811	GO:0004856; GO:0005524; GO:0005829; GO:0005997; GO:0016310; GO:0016773; GO:0042732
FUN_034815	GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
FUN_034818	GO:0005524; GO:0140662
FUN_034822	GO:0004930; GO:0004983; GO:0005886; GO:0007186; GO:0007218; GO:0008188; GO:0008340; GO:0008528; GO:0016020; GO:0042277; GO:0048047
FUN_034828	GO:0004069; GO:0005739; GO:0005759; GO:0005886; GO:0006103; GO:0006457; GO:0006531; GO:0006536; GO:0006869; GO:0009058; GO:0016212; GO:0030170
FUN_034834	GO:0004176; GO:0004222; GO:0005524; GO:0005886; GO:0006508; GO:0008270; GO:0016887; GO:0030163
FUN_034837	GO:0000209; GO:0004842; GO:0005128; GO:0005135; GO:0006914; GO:0008270; GO:0008285; GO:0010498; GO:0016567; GO:0019904; GO:0030336; GO:0030971; GO:0031267; GO:0042802; GO:0043408; GO:0045619; GO:0045637; GO:0045732; GO:0048471; GO:0051865; GO:0051896; GO:0061630; GO:0071782; GO:0097191; GO:1901525; GO:2000377; GO:2000379
FUN_034840	GO:0005524; GO:0005829; GO:0042352; GO:0046835; GO:0050201; GO:1903350
FUN_034842	GO:0005524; GO:0005829; GO:0042352; GO:0046835; GO:0050201; GO:1903350
FUN_034843	GO:0000082; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010586; GO:0021915; GO:0035198; GO:0035278; GO:0051865; GO:0060964; GO:0072089; GO:2000177
FUN_034851	GO:0001762; GO:0006836; GO:0008021; GO:0015185; GO:0015187; GO:0015812; GO:0015816; GO:0030659; GO:0042995; GO:0051939; GO:0098793; GO:0140799; GO:0140800
FUN_034852	GO:0001501; GO:0001503; GO:0001525; GO:0001667; GO:0001946; GO:0001958; GO:0002062; GO:0002574; GO:0005102; GO:0005109; GO:0005125; GO:0005615; GO:0007223; GO:0008591; GO:0009826; GO:0010172; GO:0021555; GO:0030182; GO:0031018; GO:0031101; GO:0036342; GO:0042074; GO:0042692; GO:0045165; GO:0048701; GO:0048703; GO:0048840; GO:0048884; GO:0051209; GO:0060026; GO:0060027; GO:0060028; GO:0060030; GO:0060070; GO:0060536; GO:0061053; GO:1904105; GO:2000052
FUN_034855	GO:0003943; GO:0005764; GO:0009986; GO:0010632; GO:0010976; GO:0046872; GO:0061580
FUN_034863	GO:0004602; GO:0005737; GO:0006979; GO:0019369; GO:0019372; GO:0047066
FUN_034864	GO:0000122; GO:0000288; GO:0000932; GO:0001829; GO:0004535; GO:0005634; GO:0005829; GO:0010606; GO:0017148; GO:0019904; GO:0030014; GO:0030015; GO:0030331; GO:0033147; GO:0035195; GO:0042974; GO:0048387; GO:0060090; GO:0060213; GO:0061014; GO:0070016; GO:1900153; GO:2000036
FUN_034865	GO:0003779; GO:0005634; GO:0005737; GO:0005885; GO:0030041; GO:0034314; GO:0035861; GO:0042995
FUN_034867	GO:0004252; GO:0005576; GO:0005794; GO:0005886; GO:0006508; GO:0008201; GO:0010008; GO:0046872; GO:1901394; GO:1904399
FUN_034869	GO:0001764; GO:0005737; GO:0005815; GO:0005829; GO:0005856; GO:0005874; GO:0005929; GO:0005930; GO:0007605; GO:0008542; GO:0019228; GO:0019894; GO:0030111; GO:0034451; GO:0035249; GO:0035556; GO:0045202; GO:0045880; GO:0048813; GO:0060091; GO:0060271; GO:0072686; GO:1902017
FUN_034872	GO:0005576; GO:0016042; GO:0016787
FUN_034880	GO:0001525; GO:0001822; GO:0016020; GO:0016263; GO:0016267; GO:0046872; GO:0060576
FUN_034889	GO:0042060
FUN_034892	GO:0005789
FUN_034913	GO:0000977; GO:0000978; GO:0000981; GO:0005634; GO:0006355; GO:0009653; GO:0030154; GO:0048665
FUN_034914	GO:0005886; GO:0032217
FUN_034918	GO:0002020; GO:0003713; GO:0005634; GO:0005654; GO:0005737; GO:0005815; GO:0005829; GO:0006355; GO:0008270; GO:0016604; GO:0016922; GO:0019901; GO:0030331; GO:0030520; GO:0031594; GO:0032790; GO:0032991; GO:0035035; GO:0044389; GO:0045661; GO:0045893; GO:0072344; GO:0099053; GO:1901998; GO:1990116
FUN_034923	GO:0005576
FUN_034929	GO:0000785; GO:0000978; GO:0000981; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005667; GO:0006357; GO:0030307; GO:0035329; GO:0045893; GO:0045944; GO:0048568; GO:0065003; GO:0140552; GO:1902895; GO:1990837
FUN_034935	GO:0000932; GO:0003690; GO:0003723; GO:0003725; GO:0003727; GO:0003729; GO:0005737; GO:0005829; GO:0010494; GO:0017148; GO:0033962; GO:0034063; GO:0036464; GO:0039529; GO:0051607; GO:0060340; GO:0072686; GO:0090307; GO:1990124
FUN_034948	GO:0000082; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010586; GO:0021915; GO:0035198; GO:0035278; GO:0051865; GO:0060964; GO:0072089; GO:2000177
FUN_034949	GO:0000785; GO:0004842; GO:0005654; GO:0005829; GO:0008270; GO:0045171; GO:0045893; GO:0060348
FUN_034950	GO:0005634; GO:0005737; GO:0005743; GO:0005814; GO:0005929; GO:0007007; GO:0019898; GO:0035869; GO:0036064; GO:0045880; GO:0060271; GO:0097546
FUN_034954	GO:0000166; GO:0005576; GO:0016491
FUN_034955	GO:0005524; GO:0006749; GO:0017168
FUN_034957	GO:0005739
FUN_034965	GO:0000062; GO:0004165; GO:0005739; GO:0005777; GO:0005782; GO:0005829; GO:0006631; GO:0006635; GO:0009062; GO:0016020; GO:0043231
FUN_034966	GO:0005927; GO:0030239; GO:0030891; GO:0035556; GO:0045214; GO:0061630
FUN_034968	GO:0000165; GO:0003723; GO:0005634; GO:0005737; GO:0006378; GO:0008143; GO:0042405; GO:0070063; GO:0071222; GO:1904247; GO:1990904
FUN_034970	GO:0003943; GO:0004065; GO:0005576; GO:0008484; GO:0035578; GO:0043202; GO:0043890; GO:0046872; GO:0070062
FUN_034972	GO:0000212; GO:0000922; GO:0004674; GO:0005524; GO:0005737; GO:0005813; GO:0005876; GO:0007100; GO:0008017; GO:0018105; GO:0019894; GO:0046777; GO:0051301; GO:0090307; GO:0106310
FUN_034983	GO:0001581; GO:0005227; GO:0005261; GO:0005262; GO:0005272; GO:0005509; GO:0005783; GO:0005829; GO:0005886; GO:0006812; GO:0007224; GO:0008092; GO:0009415; GO:0009986; GO:0015269; GO:0015629; GO:0016020; GO:0031410; GO:0033040; GO:0034704; GO:0035725; GO:0042802; GO:0043231; GO:0043235; GO:0050912; GO:0050915; GO:0050982; GO:0051289; GO:0051371; GO:0051393; GO:0060170; GO:0071468; GO:0071805; GO:0097730; GO:0098662
FUN_034985	GO:0005886; GO:0032217
FUN_034988	GO:0003824
