HOG	OG	Gene Tree Parent Clade	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
N1.HOG0006163	OG0005812	n0	FUN_014798-T1	Pocillopora_meandrina_HIv1___RNAseq.g22416.t1	
N1.HOG0006164	OG0005813	n0	FUN_014810-T1	Pocillopora_meandrina_HIv1___RNAseq.g22405.t1	
N1.HOG0006165	OG0005814	n0	FUN_014816-T1	Pocillopora_meandrina_HIv1___RNAseq.g22398.t1	
N1.HOG0006166	OG0005815	n0	FUN_014830-T1, FUN_014819-T1	Pocillopora_meandrina_HIv1___TS.g27157.t1	
N1.HOG0006167	OG0005816	n0	FUN_014846-T1	Pocillopora_meandrina_HIv1___RNAseq.g22386.t2	
N1.HOG0006168	OG0005817	n0	FUN_014849-T1	Pocillopora_meandrina_HIv1___RNAseq.g22382.t1	
N1.HOG0006169	OG0005818	n0	FUN_014857-T1, FUN_014857-T2	Pocillopora_meandrina_HIv1___RNAseq.1529_t	
N1.HOG0006170	OG0005819	n0	FUN_014861-T1, FUN_016217-T1	Pocillopora_meandrina_HIv1___RNAseq.g22368.t1	
N1.HOG0006171	OG0005820	n0	FUN_014886-T1, FUN_014886-T2	Pocillopora_meandrina_HIv1___RNAseq.g21061.t1	
N1.HOG0006172	OG0005821	n0	FUN_014889-T1, FUN_014890-T1	Pocillopora_meandrina_HIv1___RNAseq.g21063.t1	
N1.HOG0006173	OG0005822	n0	FUN_014897-T2, FUN_014897-T1	Pocillopora_meandrina_HIv1___RNAseq.g21065.t1	
N1.HOG0006174	OG0005823	n0	FUN_014900-T2, FUN_014900-T1	Pocillopora_meandrina_HIv1___RNAseq.g21067.t1	
N1.HOG0006175	OG0005824	n0	FUN_014904-T1	Pocillopora_meandrina_HIv1___RNAseq.g21070.t2	
N1.HOG0006176	OG0005825	n0	FUN_014914-T1, FUN_014914-T2	Pocillopora_meandrina_HIv1___RNAseq.g21077.t1	
N1.HOG0006177	OG0005826	n0	FUN_014916-T1	Pocillopora_meandrina_HIv1___RNAseq.g21079.t1	
N1.HOG0006178	OG0005827	n0	FUN_014928-T1	Pocillopora_meandrina_HIv1___RNAseq.g21087.t1a	
N1.HOG0006179	OG0005828	n0	FUN_014973-T1	Pocillopora_meandrina_HIv1___RNAseq.g21136.t1, Pocillopora_meandrina_HIv1___RNAseq.g21135.t1	
N1.HOG0006180	OG0005829	n0	FUN_014983-T1	Pocillopora_meandrina_HIv1___RNAseq.g21145.t1	
N1.HOG0006181	OG0005830	n0	FUN_014984-T1	Pocillopora_meandrina_HIv1___RNAseq.g21146.t1	
N1.HOG0006182	OG0005831	n0	FUN_014988-T1	Pocillopora_meandrina_HIv1___RNAseq.252_t	
N1.HOG0006183	OG0005832	n0	FUN_014991-T2, FUN_014991-T1	Pocillopora_meandrina_HIv1___RNAseq.g21154.t2	
N1.HOG0006184	OG0005833	n0	FUN_014993-T1	Pocillopora_meandrina_HIv1___RNAseq.g21156.t1	
N1.HOG0006185	OG0005834	n0	FUN_015023-T1	Pocillopora_meandrina_HIv1___TS.g25943.t1, Pocillopora_meandrina_HIv1___RNAseq.g21191.t1	
N1.HOG0006186	OG0005835	n0	FUN_015043-T1	Pocillopora_meandrina_HIv1___RNAseq.g21254.t1	
N1.HOG0006187	OG0005836	n0	FUN_015044-T1	Pocillopora_meandrina_HIv1___RNAseq.g21255.t1	
N1.HOG0006188	OG0005837	n0	FUN_015056-T1	Pocillopora_meandrina_HIv1___RNAseq.g21272.t1	
N1.HOG0006189	OG0005838	n0	FUN_015057-T1	Pocillopora_meandrina_HIv1___TS.g26024.t1	
N1.HOG0006190	OG0005839	n0	FUN_015060-T1	Pocillopora_meandrina_HIv1___TS.g26027.t1a	
N1.HOG0006191	OG0005840	n0	FUN_015061-T1	Pocillopora_meandrina_HIv1___TS.g26037.t1, Pocillopora_meandrina_HIv1___RNAseq.g21278.t1	
N1.HOG0006192	OG0005841	n0	FUN_015063-T1	Pocillopora_meandrina_HIv1___RNAseq.g21280.t1	
N1.HOG0006193	OG0005842	n0	FUN_015101-T2, FUN_015101-T1	Pocillopora_meandrina_HIv1___RNAseq.g22124.t1	
N1.HOG0006194	OG0005843	n0	FUN_015112-T1	Pocillopora_meandrina_HIv1___RNAseq.g21739.t1	
N1.HOG0006195	OG0005844	n0	FUN_015136-T2, FUN_015136-T1	Pocillopora_meandrina_HIv1___RNAseq.g21740.t1	
N1.HOG0006196	OG0005845	n0	FUN_015149-T1, FUN_015152-T1	Pocillopora_meandrina_HIv1___RNAseq.g21757.t1	
N1.HOG0006197	OG0005846	n0	FUN_015156-T1, FUN_015156-T2	Pocillopora_meandrina_HIv1___RNAseq.g21763.t1	
N1.HOG0006198	OG0005847	n0	FUN_015165-T1	Pocillopora_meandrina_HIv1___TS.g8642.t1, Pocillopora_meandrina_HIv1___RNAseq.g28858.t1	
N1.HOG0006199	OG0005848	n0	FUN_015184-T1	Pocillopora_meandrina_HIv1___RNAseq.g22343.t1	
N1.HOG0006200	OG0005849	n0	FUN_044656-T1, FUN_037218-T1, FUN_015200-T1, FUN_026311-T1		
N1.HOG0006201	OG0005850	n0	FUN_015219-T2, FUN_015219-T1	Pocillopora_meandrina_HIv1___RNAseq.g22336.t1	
N1.HOG0006202	OG0005851	n0	FUN_015222-T1	Pocillopora_meandrina_HIv1___RNAseq.g22187.t1	
N1.HOG0006203	OG0005852	n0	FUN_015227-T1	Pocillopora_meandrina_HIv1___RNAseq.g22182.t1	
N1.HOG0006204	OG0005853	n0	FUN_015229-T1	Pocillopora_meandrina_HIv1___RNAseq.g22180.t1	
N1.HOG0006205	OG0005854	n0	FUN_015230-T1	Pocillopora_meandrina_HIv1___RNAseq.g22179.t1	
N1.HOG0006206	OG0005855	n0	FUN_015232-T1, FUN_015232-T2	Pocillopora_meandrina_HIv1___RNAseq.g22177.t1	
N1.HOG0006207	OG0005856	n0	FUN_015237-T1	Pocillopora_meandrina_HIv1___RNAseq.g22172.t1, Pocillopora_meandrina_HIv1___RNAseq.g22173.t1	
N1.HOG0006208	OG0005857	n0	FUN_015256-T1	Pocillopora_meandrina_HIv1___RNAseq.g22207.t1	
N1.HOG0006209	OG0005858	n0	FUN_015262-T1, FUN_015262-T2	Pocillopora_meandrina_HIv1___RNAseq.g22284.t1	
N1.HOG0006210	OG0005859	n0	FUN_015273-T1	Pocillopora_meandrina_HIv1___RNAseq.g22213.t1, Pocillopora_meandrina_HIv1___RNAseq.g22212.t1	
N1.HOG0006211	OG0005860	n0	FUN_015292-T1	Pocillopora_meandrina_HIv1___RNAseq.g22112.t1	
N1.HOG0006212	OG0005861	n0	FUN_015293-T1	Pocillopora_meandrina_HIv1___RNAseq.g22111.t2	
N1.HOG0006213	OG0005862	n0	FUN_015294-T2, FUN_015294-T1	Pocillopora_meandrina_HIv1___RNAseq.g22110.t1	
N1.HOG0006214	OG0005863	n0	FUN_015298-T1, FUN_015298-T2	Pocillopora_meandrina_HIv1___RNAseq.g22106.t1	
N1.HOG0006215	OG0005864	n0	FUN_015348-T2, FUN_015348-T1	Pocillopora_meandrina_HIv1___TS.g26462.t2	
N1.HOG0006216	OG0005865	n0	FUN_015425-T1, FUN_015425-T2	Pocillopora_meandrina_HIv1___TS.g26405.t1	
N1.HOG0006217	OG0005866	n0	FUN_015428-T1	Pocillopora_meandrina_HIv1___RNAseq.1500_t	
N1.HOG0006218	OG0005867	n0	FUN_015445-T1	Pocillopora_meandrina_HIv1___TS.g26948.t2	
N1.HOG0006219	OG0005868	n0	FUN_015449-T1, FUN_042058-T1	Pocillopora_meandrina_HIv1___RNAseq.g22265.t1	
N1.HOG0006220	OG0005869	n0	FUN_042060-T1, FUN_015451-T1	Pocillopora_meandrina_HIv1___RNAseq.g22263.t1	
N1.HOG0006221	OG0005870	n0	FUN_042061-T1, FUN_015452-T1	Pocillopora_meandrina_HIv1___RNAseq.g22314.t1	
N1.HOG0006222	OG0005871	n0	FUN_015466-T1, FUN_042099-T1	Pocillopora_meandrina_HIv1___RNAseq.g21788.t1	
N1.HOG0006223	OG0005872	n0	FUN_042100-T1, FUN_015467-T1	Pocillopora_meandrina_HIv1___RNAseq.g21789.t1	
N1.HOG0006224	OG0005873	n0	FUN_042101-T1, FUN_015468-T1	Pocillopora_meandrina_HIv1___RNAseq.g21790.t1	
N1.HOG0006225	OG0005874	n0	FUN_042106-T1, FUN_015472-T1	Pocillopora_meandrina_HIv1___RNAseq.g21780.t1	
N1.HOG0006226	OG0005875	n0	FUN_015473-T1, FUN_042107-T1	Pocillopora_meandrina_HIv1___RNAseq.g21779.t1	
N1.HOG0006227	OG0005876	n0	FUN_015474-T1, FUN_042109-T1	Pocillopora_meandrina_HIv1___TS.g26531.t2	
N1.HOG0006228	OG0005877	n0	FUN_015484-T1, FUN_042125-T1	Pocillopora_meandrina_HIv1___RNAseq.g19349.t1	
N1.HOG0006229	OG0005878	n0	FUN_042127-T1, FUN_015485-T1	Pocillopora_meandrina_HIv1___TS.g25731.t1	
N1.HOG0006230	OG0005879	n0	FUN_015489-T1, FUN_042135-T1	Pocillopora_meandrina_HIv1___RNAseq.g21697.t1	
N1.HOG0006231	OG0005880	n0	FUN_033533-T1, FUN_043694-T1, FUN_015517-T1, FUN_043695-T1		
N1.HOG0006232	OG0005881	n0	FUN_015798-T1, FUN_015540-T1, FUN_015710-T1, FUN_042225-T1		
N1.HOG0006233	OG0005882	n0	FUN_015655-T1	Pocillopora_meandrina_HIv1___RNAseq.g28702.t1, Pocillopora_meandrina_HIv1___RNAseq.g973.t1a	
N1.HOG0006234	OG0005883	n0	FUN_015656-T1, FUN_031799-T1	Pocillopora_meandrina_HIv1___RNAseq.g28701.t1	
N1.HOG0006235	OG0005884	n0	FUN_039446-T1, FUN_015661-T1, FUN_042290-T1, FUN_028436-T1		
N1.HOG0006236	OG0005885	n0	FUN_015804-T1		
N1.HOG0006237	OG0005886	n0	FUN_015867-T1, FUN_042327-T1	Pocillopora_meandrina_HIv1___RNAseq.g22365.t1	
N1.HOG0006238	OG0005887	n0	FUN_015936-T1		
N1.HOG0006239	OG0005888	n0	FUN_015939-T1, FUN_042424-T1	Pocillopora_meandrina_HIv1___RNAseq.g22316.t1	
N1.HOG0006240	OG0005889	n0	FUN_015983-T1, FUN_015983-T2	Pocillopora_meandrina_HIv1___RNAseq.g21403.t1	
N1.HOG0006241	OG0005890	n0	FUN_016021-T1, FUN_016022-T1, FUN_016019-T1, FUN_016020-T1		
N1.HOG0006242	OG0005891	n0	FUN_016047-T2, FUN_016047-T1	Pocillopora_meandrina_HIv1___RNAseq.g21637.t1	
N1.HOG0006243	OG0005892	n0	FUN_016054-T1	Pocillopora_meandrina_HIv1___RNAseq.g21630.t1	
N1.HOG0006244	OG0005893	n0	FUN_016093-T1	Pocillopora_meandrina_HIv1___RNAseq.g21576.t1	
N1.HOG0006245	OG0005894	n0	FUN_016094-T1	Pocillopora_meandrina_HIv1___RNAseq.g21578.t1	
N1.HOG0006246	OG0005895	n0	FUN_016095-T1	Pocillopora_meandrina_HIv1___TS.g26328.t1	
N1.HOG0006247	OG0005896	n0	FUN_016106-T1	Pocillopora_meandrina_HIv1___RNAseq.g9989.t1, Pocillopora_meandrina_HIv1___TS.g26345.t1	
N1.HOG0006248	OG0005897	n0	FUN_016111-T1, FUN_016111-T2	Pocillopora_meandrina_HIv1___RNAseq.g21553.t2	
N1.HOG0006249	OG0005898	n0	FUN_016113-T1	Pocillopora_meandrina_HIv1___RNAseq.g21560.t1	
N1.HOG0006250	OG0005899	n0	FUN_016115-T1, FUN_016115-T2	Pocillopora_meandrina_HIv1___RNAseq.g21556.t1	
N1.HOG0006251	OG0005900	n0	FUN_016120-T1	Pocillopora_meandrina_HIv1___RNAseq.g21541.t1, Pocillopora_meandrina_HIv1___TS.g26287.t1	
N1.HOG0006252	OG0005901	n0	FUN_016122-T1	Pocillopora_meandrina_HIv1___RNAseq.g21536.t1, Pocillopora_meandrina_HIv1___RNAseq.g21534.t1	
N1.HOG0006253	OG0005902	n0	FUN_016130-T1, FUN_016130-T2	Pocillopora_meandrina_HIv1___RNAseq.g21959.t1	
N1.HOG0006254	OG0005903	n0	FUN_016131-T1	Pocillopora_meandrina_HIv1___RNAseq.g22028.t1	
N1.HOG0006255	OG0005904	n0	FUN_016152-T2, FUN_016152-T1	Pocillopora_meandrina_HIv1___RNAseq.g21229.t1	
N1.HOG0006256	OG0005905	n0	FUN_016153-T1, FUN_016153-T2	Pocillopora_meandrina_HIv1___RNAseq.g21230.t1	
N1.HOG0006257	OG0005906	n0	FUN_016165-T1	Pocillopora_meandrina_HIv1___RNAseq.g21017.t1, Pocillopora_meandrina_HIv1___RNAseq.g21018.t1	
N1.HOG0006258	OG0005907	n0	FUN_042850-T1, FUN_016191-T1	Pocillopora_meandrina_HIv1___RNAseq.g7250.t1	
N1.HOG0006259	OG0005908	n0	FUN_016220-T1, FUN_038670-T1, FUN_020770-T1		
N1.HOG0006260	OG0005909	n0	FUN_016641-T1, FUN_016224-T1, FUN_031766-T1, FUN_019459-T1		
N1.HOG0006261	OG0005910	n0	FUN_016292-T2, FUN_016292-T1	Pocillopora_meandrina_HIv1___TS.g23724.t1	
N1.HOG0006262	OG0005911	n0	FUN_016307-T1	Pocillopora_meandrina_HIv1___RNAseq.g29173.t1, Pocillopora_meandrina_HIv1___RNAseq.g10038.t1	
N1.HOG0006263	OG0005912	n0	FUN_016313-T2, FUN_016313-T1	Pocillopora_meandrina_HIv1___RNAseq.g9698.t1	
N1.HOG0006264	OG0005913	n0	FUN_016315-T1		
N1.HOG0006265	OG0005914	n0	FUN_016320-T1	Pocillopora_meandrina_HIv1___RNAseq.g9711.t1	
N1.HOG0006266	OG0005915	n0	FUN_016321-T1	Pocillopora_meandrina_HIv1___RNAseq.g9692.t1	
N1.HOG0006267	OG0005916	n0	FUN_016322-T1, FUN_038748-T1	Pocillopora_meandrina_HIv1___RNAseq.g26417.t1	
N1.HOG0006268	OG0005917	n0	FUN_016324-T1	Pocillopora_meandrina_HIv1___TS.g23223.t1	
N1.HOG0006269	OG0005918	n0	FUN_016327-T1	Pocillopora_meandrina_HIv1___RNAseq.g9682.t1	
N1.HOG0006270	OG0005919	n0	FUN_016329-T1	Pocillopora_meandrina_HIv1___RNAseq.g9858.t1b	
N1.HOG0006271	OG0005920	n0	FUN_016330-T1	Pocillopora_meandrina_HIv1___RNAseq.g9857.t2	
N1.HOG0006272	OG0005921	n0	FUN_016333-T2, FUN_016333-T1	Pocillopora_meandrina_HIv1___TS.g23374.t1	
N1.HOG0006273	OG0005922	n0	FUN_016337-T1	Pocillopora_meandrina_HIv1___RNAseq.g9732.t1	
N1.HOG0006274	OG0005923	n0	FUN_016346-T1, FUN_016346-T2	Pocillopora_meandrina_HIv1___TS.g23215.t1	
N1.HOG0006275	OG0005924	n0	FUN_016382-T1	Pocillopora_meandrina_HIv1___RNAseq.g9735.t1	
N1.HOG0006276	OG0005925	n0	FUN_016385-T1	Pocillopora_meandrina_HIv1___RNAseq.g9738.t1	
N1.HOG0006277	OG0005926	n0	FUN_016389-T1	Pocillopora_meandrina_HIv1___RNAseq.g9765.t1	
N1.HOG0006278	OG0005927	n0	FUN_016390-T1	Pocillopora_meandrina_HIv1___RNAseq.g9763.t1	
N1.HOG0006279	OG0005928	n0	FUN_016395-T1, FUN_016395-T2	Pocillopora_meandrina_HIv1___TS.g23295.t1	
N1.HOG0006280	OG0005929	n0	FUN_016402-T1	Pocillopora_meandrina_HIv1___RNAseq.g9780.t1	
N1.HOG0006281	OG0005930	n0	FUN_016412-T1	Pocillopora_meandrina_HIv1___RNAseq.g9785.t2	
N1.HOG0006282	OG0005931	n0	FUN_016413-T1	Pocillopora_meandrina_HIv1___RNAseq.g9786.t1	
N1.HOG0006283	OG0005932	n0	FUN_016414-T1	Pocillopora_meandrina_HIv1___TS.g23322.t1	
N1.HOG0006284	OG0005933	n0	FUN_016421-T1	Pocillopora_meandrina_HIv1___RNAseq.g9803.t1	
N1.HOG0006285	OG0005934	n0	FUN_016432-T2, FUN_016432-T1	Pocillopora_meandrina_HIv1___RNAseq.g9813.t3	
N1.HOG0006286	OG0005935	n0	FUN_016433-T1	Pocillopora_meandrina_HIv1___TS.g23394.t1	
N1.HOG0006287	OG0005936	n0	FUN_016436-T1	Pocillopora_meandrina_HIv1___TS.g23399.t2	
N1.HOG0006288	OG0005937	n0	FUN_016438-T1	Pocillopora_meandrina_HIv1___RNAseq.g24658.t1, Pocillopora_meandrina_HIv1___RNAseq.g387.t1	
N1.HOG0006289	OG0005938	n0	FUN_016443-T2, FUN_016443-T1	Pocillopora_meandrina_HIv1___RNAseq.g9840.t1	
N1.HOG0006290	OG0005939	n0	FUN_016445-T1	Pocillopora_meandrina_HIv1___RNAseq.g9836.t1	
N1.HOG0006291	OG0005940	n0	FUN_016448-T1, FUN_016451-T1	Pocillopora_meandrina_HIv1___RNAseq.g9833.t1	
N1.HOG0006292	OG0005941	n0	FUN_016458-T1, FUN_016456-T1, FUN_044903-T1		
N1.HOG0006293	OG0005942	n0	FUN_016471-T1, FUN_016472-T1	Pocillopora_meandrina_HIv1___TS.g6873.t1	
N1.HOG0006294	OG0005943	n0	FUN_016475-T1, FUN_016475-T2	Pocillopora_meandrina_HIv1___RNAseq.g10194.t1	
N1.HOG0006295	OG0005944	n0	FUN_016491-T1	Pocillopora_meandrina_HIv1___RNAseq.g9195.t1, Pocillopora_meandrina_HIv1___TS.g23725.t2	
N1.HOG0006296	OG0005945	n0	FUN_016499-T1, FUN_016499-T2	Pocillopora_meandrina_HIv1___RNAseq.g171.t1	
N1.HOG0006297	OG0005946	n0	FUN_016500-T1	Pocillopora_meandrina_HIv1___RNAseq.g168.t1, Pocillopora_meandrina_HIv1___RNAseq.g9723.t1	
N1.HOG0006298	OG0005947	n0	FUN_016506-T1	Pocillopora_meandrina_HIv1___RNAseq.g9719.t1	
N1.HOG0006299	OG0005948	n0	FUN_016512-T1, FUN_016510-T1		
N1.HOG0006300	OG0005949	n0	FUN_016573-T1, FUN_016576-T1	Pocillopora_meandrina_HIv1___RNAseq.g9713.t1	
N1.HOG0006301	OG0005950	n0	FUN_016584-T1	Pocillopora_meandrina_HIv1___TS.g13538.t1	
N1.HOG0006302	OG0005951	n0	FUN_016586-T1	Pocillopora_meandrina_HIv1___RNAseq.g471.t1	
N1.HOG0006303	OG0005952	n0	FUN_016587-T1	Pocillopora_meandrina_HIv1___RNAseq.g2974.t1	
N1.HOG0006304	OG0005953	n0	FUN_016589-T1	Pocillopora_meandrina_HIv1___RNAseq.g470.t1	
N1.HOG0006305	OG0005954	n0	FUN_016590-T1	Pocillopora_meandrina_HIv1___RNAseq.g473.t1	
N1.HOG0006306	OG0005955	n0	FUN_016595-T1	Pocillopora_meandrina_HIv1___RNAseq.g477.t1	
N1.HOG0006307	OG0005956	n0	FUN_016609-T1, FUN_016609-T2	Pocillopora_meandrina_HIv1___RNAseq.g9614.t1	
N1.HOG0006308	OG0005957	n0	FUN_016619-T1	Pocillopora_meandrina_HIv1___RNAseq.g9613.t1	
N1.HOG0006309	OG0005958	n0	FUN_016620-T1	Pocillopora_meandrina_HIv1___RNAseq.g9617.t1, Pocillopora_meandrina_HIv1___RNAseq.g9612.t1	
N1.HOG0006310	OG0005959	n0	FUN_016623-T1	Pocillopora_meandrina_HIv1___RNAseq.g9627.t1	
N1.HOG0006311	OG0005960	n0	FUN_016625-T1	Pocillopora_meandrina_HIv1___RNAseq.g148.t1	
N1.HOG0006312	OG0005961	n0	FUN_016640-T1, FUN_016640-T2	Pocillopora_meandrina_HIv1___TS.g6976.t1	
N1.HOG0006313	OG0005962	n0	FUN_016644-T1, FUN_016644-T2	Pocillopora_meandrina_HIv1___RNAseq.g208.t1	
N1.HOG0006314	OG0005963	n0	FUN_016647-T1, FUN_016647-T2	Pocillopora_meandrina_HIv1___RNAseq.g198.t1	
N1.HOG0006315	OG0005964	n0	FUN_016648-T1	Pocillopora_meandrina_HIv1___RNAseq.g197.t1	
N1.HOG0006316	OG0005965	n0	FUN_016657-T1	Pocillopora_meandrina_HIv1___RNAseq.g25312.t1a	
N1.HOG0006317	OG0005966	n0	FUN_016658-T1	Pocillopora_meandrina_HIv1___RNAseq.g25313.t1	
N1.HOG0006318	OG0005967	n0	FUN_016693-T1		
N1.HOG0006319	OG0005968	n0	FUN_016695-T1, FUN_016698-T1	Pocillopora_meandrina_HIv1___RNAseq.g389.t1	
N1.HOG0006320	OG0005969	n0	FUN_016709-T2, FUN_016709-T1	Pocillopora_meandrina_HIv1___RNAseq.g276.t1	
N1.HOG0006321	OG0005970	n0	FUN_016721-T1, FUN_016721-T2	Pocillopora_meandrina_HIv1___RNAseq.g228.t1	
N1.HOG0006322	OG0005971	n0	FUN_016733-T1	Pocillopora_meandrina_HIv1___RNAseq.g235.t1	
N1.HOG0006323	OG0005972	n0	FUN_032415-T1, FUN_016734-T1, FUN_043140-T1		
N1.HOG0006324	OG0005973	n0	FUN_016743-T1	Pocillopora_meandrina_HIv1___RNAseq.g238.t1	
N1.HOG0006325	OG0005974	n0	FUN_016796-T1	Pocillopora_meandrina_HIv1___RNAseq.g240.t1	
N1.HOG0006326	OG0005975	n0	FUN_016821-T1, FUN_016843-T1, FUN_016842-T1, FUN_016799-T1		
N1.HOG0006327	OG0005976	n0	FUN_016847-T1, FUN_016867-T1, FUN_016854-T1, FUN_016862-T1		
N1.HOG0006328	OG0005977	n0	FUN_016858-T1, FUN_028842-T1	Pocillopora_meandrina_HIv1___TS.g27739.t1b	
N1.HOG0006329	OG0005978	n0	FUN_036063-T1, FUN_045161-T1, FUN_027236-T1, FUN_016871-T1		
N1.HOG0006330	OG0005979	n0	FUN_016931-T1	Pocillopora_meandrina_HIv1___RNAseq.g28920.t1	
N1.HOG0006331	OG0005980	n0	FUN_017024-T1	Pocillopora_meandrina_HIv1___TS.g5096.t1, Pocillopora_meandrina_HIv1___RNAseq.g28152.t1	
N1.HOG0006332	OG0005981	n0	FUN_017193-T1		
N1.HOG0006333	OG0005982	n0	FUN_017198-T1		
N1.HOG0006334	OG0005983	n0	FUN_017213-T1		
N1.HOG0006335	OG0005984	n0	FUN_026746-T1, FUN_017302-T1		
N1.HOG0006336	OG0005985	n0	FUN_017642-T1		
N1.HOG0006337	OG0005986	n0	FUN_017693-T1, FUN_025253-T1	Pocillopora_meandrina_HIv1___RNAseq.g23495.t1	
N1.HOG0006338	OG0005987	n0	FUN_017709-T1	Pocillopora_meandrina_HIv1___RNAseq.g19535.t1	
N1.HOG0006339	OG0005988	n0	FUN_017760-T1	Pocillopora_meandrina_HIv1___RNAseq.g439.t1	
N1.HOG0006340	OG0005989	n0	FUN_017775-T1	Pocillopora_meandrina_HIv1___RNAseq.g9509.t1	
N1.HOG0006341	OG0005990	n0	FUN_017776-T1	Pocillopora_meandrina_HIv1___RNAseq.g9510.t1	
N1.HOG0006342	OG0005991	n0	FUN_017777-T1	Pocillopora_meandrina_HIv1___RNAseq.g9511.t1	
N1.HOG0006343	OG0005992	n0	FUN_017779-T1	Pocillopora_meandrina_HIv1___RNAseq.g9513.t1	
N1.HOG0006344	OG0005993	n0	FUN_017782-T1, FUN_017782-T2	Pocillopora_meandrina_HIv1___TS.g23048.t1	
N1.HOG0006345	OG0005994	n0	FUN_017784-T1, FUN_017784-T2	Pocillopora_meandrina_HIv1___RNAseq.g9518.t1	
N1.HOG0006346	OG0005995	n0	FUN_017805-T1, FUN_017804-T1		
N1.HOG0006347	OG0005996	n0	FUN_017808-T1, FUN_017808-T2	Pocillopora_meandrina_HIv1___RNAseq.g9554.t1	
N1.HOG0006348	OG0005997	n0	FUN_017817-T1	Pocillopora_meandrina_HIv1___RNAseq.g9538.t1	
N1.HOG0006349	OG0005998	n0	FUN_017838-T1, FUN_017838-T2	Pocillopora_meandrina_HIv1___RNAseq.g9602.t1	
N1.HOG0006350	OG0005999	n0	FUN_017842-T1, FUN_017842-T2	Pocillopora_meandrina_HIv1___TS.g23120.t1	
N1.HOG0006351	OG0006000	n0	FUN_017846-T1	Pocillopora_meandrina_HIv1___RNAseq.g9585.t1	
N1.HOG0006352	OG0006001	n0	FUN_017848-T1, FUN_017848-T2	Pocillopora_meandrina_HIv1___RNAseq.g9584.t1a	
N1.HOG0006353	OG0006002	n0	FUN_017849-T1	Pocillopora_meandrina_HIv1___RNAseq.g9583.t1	
N1.HOG0006354	OG0006003	n0	FUN_017850-T1	Pocillopora_meandrina_HIv1___RNAseq.g9582.t1	
N1.HOG0006355	OG0006004	n0	FUN_017853-T1	Pocillopora_meandrina_HIv1___RNAseq.g9579.t1	
N1.HOG0006356	OG0006005	n0	FUN_017859-T1	Pocillopora_meandrina_HIv1___RNAseq.g9574.t2	
N1.HOG0006357	OG0006006	n0	FUN_017867-T1	Pocillopora_meandrina_HIv1___RNAseq.g9557.t1	
N1.HOG0006358	OG0006007	n0	FUN_017873-T1	Pocillopora_meandrina_HIv1___RNAseq.g354.t1	
N1.HOG0006359	OG0006008	n0	FUN_017878-T1	Pocillopora_meandrina_HIv1___TS.g7116.t1, Pocillopora_meandrina_HIv1___RNAseq.g356.t1	
N1.HOG0006360	OG0006009	n0	FUN_017879-T1		
N1.HOG0006361	OG0006010	n0	FUN_017898-T1, FUN_017898-T2	Pocillopora_meandrina_HIv1___TS.g7103.t2	
N1.HOG0006362	OG0006011	n0	FUN_017901-T2, FUN_017901-T1	Pocillopora_meandrina_HIv1___RNAseq.g335.t1	
N1.HOG0006363	OG0006012	n0	FUN_017921-T2, FUN_017921-T1	Pocillopora_meandrina_HIv1___RNAseq.g311.t1	
N1.HOG0006364	OG0006013	n0	FUN_017922-T1, FUN_017922-T2	Pocillopora_meandrina_HIv1___RNAseq.g310.t1	
N1.HOG0006365	OG0006014	n0	FUN_017926-T2, FUN_017926-T1	Pocillopora_meandrina_HIv1___RNAseq.g288.t1	
N1.HOG0006366	OG0006015	n0	FUN_017942-T1, FUN_017942-T2	Pocillopora_meandrina_HIv1___TS.g6987.t1	
N1.HOG0006367	OG0006016	n0	FUN_017946-T1	Pocillopora_meandrina_HIv1___TS.g6988.t2	
N1.HOG0006368	OG0006017	n0	FUN_017958-T1	Pocillopora_meandrina_HIv1___RNAseq.g25239.t1, Pocillopora_meandrina_HIv1___RNAseq.g25238.t1	
N1.HOG0006369	OG0006018	n0	FUN_017986-T1	Pocillopora_meandrina_HIv1___RNAseq.g25273.t2	
N1.HOG0006370	OG0006019	n0	FUN_017994-T1, FUN_017996-T1	Pocillopora_meandrina_HIv1___RNAseq.g25272.t1	
N1.HOG0006371	OG0006020	n0	FUN_017999-T1, FUN_017998-T1	Pocillopora_meandrina_HIv1___RNAseq.g25270.t1, Pocillopora_meandrina_HIv1___RNAseq.g25271.t1	
N1.HOG0006372	OG0006021	n0	FUN_018001-T1	Pocillopora_meandrina_HIv1___RNAseq.g25262.t1	
N1.HOG0006373	OG0006022	n0	FUN_018006-T1	Pocillopora_meandrina_HIv1___RNAseq.g25258.t1	
N1.HOG0006374	OG0006023	n0	FUN_018028-T1	Pocillopora_meandrina_HIv1___TS.g25618.t1	
N1.HOG0006375	OG0006024	n0	FUN_018030-T1	Pocillopora_meandrina_HIv1___RNAseq.g25339.t1	
N1.HOG0006376	OG0006025	n0	FUN_018033-T1	Pocillopora_meandrina_HIv1___TS.g25636.t1	
N1.HOG0006377	OG0006026	n0	FUN_018035-T1, FUN_018035-T2	Pocillopora_meandrina_HIv1___RNAseq.g25361.t2	
N1.HOG0006378	OG0006027	n0	FUN_018039-T1		
N1.HOG0006379	OG0006028	n0	FUN_018041-T1	Pocillopora_meandrina_HIv1___RNAseq.g25363.t1	
