HOG	OG	Gene Tree Parent Clade	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
N0.HOG0000010	OG0000010	n0	FUN_009246-T1, FUN_009213-T1, FUN_009109-T1, FUN_009157-T1, FUN_009169-T1, FUN_009092-T1, FUN_009140-T1, FUN_009242-T1, FUN_009071-T1, FUN_009259-T1, FUN_009100-T1, FUN_009188-T1, FUN_009095-T1, FUN_009212-T1, FUN_009177-T1, FUN_009262-T1, FUN_009187-T1, FUN_009178-T1, FUN_016863-T1, FUN_016865-T1, FUN_009112-T1, FUN_002815-T1, FUN_009231-T1, FUN_009124-T1, FUN_009149-T1, FUN_009088-T1, FUN_009274-T1, FUN_007644-T1, FUN_009073-T1, FUN_009230-T1, FUN_009251-T1, FUN_009078-T1, FUN_009152-T1, FUN_009203-T1, FUN_009166-T1, FUN_009240-T1, FUN_009137-T1, FUN_009175-T1, FUN_009080-T1, FUN_009198-T1, FUN_009205-T1, FUN_009155-T1, FUN_013267-T1, FUN_009113-T1, FUN_023651-T1, FUN_009869-T1, FUN_009216-T1, FUN_009107-T1, FUN_009196-T1, FUN_009247-T1, FUN_009097-T1, FUN_023604-T1, FUN_023601-T1, FUN_023609-T1, FUN_044689-T1, FUN_009067-T1, FUN_009117-T1, FUN_009222-T1, FUN_026699-T1, FUN_029699-T1, FUN_029696-T1, FUN_016753-T1, FUN_026562-T1, FUN_016905-T1, FUN_016901-T1, FUN_016961-T1, FUN_016959-T1, FUN_013635-T1, FUN_013636-T1, FUN_009003-T1, FUN_009234-T1, FUN_009061-T1, FUN_009245-T1, FUN_009207-T1, FUN_009116-T1, FUN_009183-T1, FUN_009226-T1, FUN_009172-T1, FUN_009130-T1, FUN_009058-T1, FUN_009133-T1		
N0.HOG0000011	OG0000011	n0	FUN_027262-T1, FUN_027262-T2, FUN_027731-T1, FUN_027256-T2, FUN_031448-T1, FUN_039390-T3, FUN_039363-T1, FUN_031339-T1, FUN_039330-T1, FUN_039391-T1, FUN_031423-T1, FUN_031396-T1, FUN_039360-T1, FUN_039338-T1, FUN_031427-T1, FUN_031419-T1, FUN_031459-T1, FUN_031374-T1, FUN_031357-T1, FUN_031327-T1, FUN_007673-T1, FUN_031392-T1, FUN_031320-T1, FUN_039357-T1, FUN_027252-T1, FUN_031334-T1, FUN_031413-T1, FUN_039420-T1, FUN_031373-T1, FUN_031409-T1, FUN_031428-T1, FUN_039324-T1, FUN_031396-T2, FUN_039384-T1, FUN_031387-T1, FUN_031379-T1, FUN_039374-T1, FUN_031457-T1, FUN_031444-T1, FUN_031444-T2, FUN_031404-T1, FUN_039406-T1, FUN_031316-T1, FUN_031401-T1, FUN_039346-T1, FUN_031365-T1, FUN_031422-T1, FUN_039390-T2, FUN_039363-T2, FUN_031345-T1, FUN_039390-T1, FUN_039409-T1, FUN_031362-T1, FUN_031382-T1, FUN_039378-T3, FUN_039378-T1, FUN_039378-T2, FUN_031310-T1, FUN_031374-T2, FUN_031323-T1, FUN_027256-T1, FUN_007674-T1, FUN_039573-T2, FUN_039573-T1, FUN_027458-T2, FUN_027458-T1, FUN_039358-T1, FUN_039428-T1, FUN_039415-T2, FUN_039415-T3, FUN_039415-T1, FUN_031437-T1, FUN_039365-T1, FUN_039431-T1, FUN_031445-T1, FUN_027730-T1, FUN_039368-T1, FUN_039416-T1, FUN_031429-T1, FUN_039387-T1, FUN_031460-T1		
N0.HOG0000012	OG0000012	n1	FUN_038501-T1		Peve_00001115
N0.HOG0000013	OG0000012	n2	FUN_037169-T1		Peve_00023619, Peve_00034049, Peve_00032264, Peve_00026538, Peve_00026407, Peve_00044315, Peve_00021744, Peve_00016693, Peve_00018565, Peve_00043283, Peve_00012902, Peve_00003454, Peve_00037488, Peve_00027379, Peve_00006145, Peve_00006146, Peve_00004518, Peve_00037487, Peve_00018332, Peve_00018331, Peve_00037486, Peve_00018327, Peve_00006631, Peve_00000111, Peve_00018326, Peve_00018334, Peve_00034046, Peve_00034044, Peve_00034040, Peve_00034039, Peve_00034037, Peve_00034043, Peve_00034050, Peve_00034045, Peve_00005151, Peve_00005150, Peve_00021227, Peve_00032049, Peve_00005149, Peve_00021198, Peve_00018510, Peve_00033777, Peve_00021216, Peve_00026584, Peve_00021223, Peve_00021224, Peve_00021222, Peve_00021206, Peve_00021200, Peve_00033778, Peve_00029189, Peve_00026168, Peve_00031777, Peve_00029188, Peve_00031778, Peve_00031776, Peve_00031775, Peve_00018512, Peve_00018514, Peve_00027131, Peve_00018513, Peve_00041327, Peve_00021215, Peve_00021203, Peve_00021225, Peve_00021201, Peve_00021205, Peve_00021228, Peve_00021208, Peve_00009480, Peve_00021209, Peve_00021199, Peve_00021204, Peve_00026587, Peve_00021218, Peve_00026586
N0.HOG0000014	OG0000013	n0	FUN_027114-T1, FUN_027113-T1, FUN_027112-T1, FUN_027115-T1, FUN_027111-T1, FUN_027110-T1, FUN_027108-T1, FUN_027109-T1, FUN_005691-T1, FUN_021828-T1, FUN_027104-T1, FUN_027119-T1, FUN_025151-T1, FUN_005632-T1, FUN_039477-T1, FUN_039454-T1, FUN_005651-T1, FUN_005633-T1, FUN_005636-T1, FUN_005654-T1, FUN_005631-T1, FUN_025148-T1, FUN_005641-T1, FUN_005667-T1, FUN_027106-T1, FUN_005687-T1, FUN_027116-T1, FUN_027118-T1, FUN_027121-T1, FUN_005660-T1, FUN_005668-T1, FUN_005676-T1, FUN_003458-T1, FUN_005648-T1, FUN_025152-T1, FUN_005652-T1, FUN_005650-T1, FUN_005630-T1, FUN_005692-T1, FUN_005683-T1, FUN_005635-T1, FUN_005682-T1, FUN_005663-T1, FUN_005669-T1, FUN_005638-T1, FUN_005656-T1, FUN_005659-T1, FUN_005640-T1, FUN_005653-T1, FUN_005634-T1, FUN_027102-T1, FUN_027105-T1, FUN_027120-T1, FUN_005672-T1, FUN_005673-T1, FUN_025150-T1, FUN_025149-T1, FUN_005677-T1, FUN_005666-T1, FUN_005647-T1, FUN_005680-T1, FUN_005690-T1, FUN_005664-T1, FUN_005662-T1, FUN_025154-T1, FUN_005695-T1, FUN_025153-T1, FUN_005686-T1, FUN_005661-T1, FUN_005642-T1, FUN_005637-T1, FUN_005655-T1, FUN_005658-T1, FUN_005670-T1, FUN_025147-T1	Pocillopora_meandrina_HIv1___RNAseq.g25149.t1	Peve_00000833
N0.HOG0000015	OG0000014	n0	FUN_033705-T1		Peve_00044038, Peve_00004919, Peve_00044037, Peve_00028762, Peve_00004925, Peve_00037087, Peve_00002914, Peve_00002913, Peve_00027601, Peve_00037056, Peve_00006473, Peve_00006467, Peve_00027624, Peve_00034128, Peve_00034129, Peve_00034132, Peve_00023755, Peve_00034127, Peve_00023754, Peve_00030754, Peve_00040120, Peve_00034968, Peve_00032347, Peve_00019557, Peve_00004740, Peve_00006373, Peve_00005920, Peve_00022377, Peve_00022378, Peve_00025802, Peve_00025800, Peve_00025797, Peve_00025801, Peve_00032082, Peve_00006132, Peve_00038331, Peve_00026112, Peve_00038074, Peve_00038772, Peve_00038706, Peve_00018768, Peve_00038335, Peve_00038334, Peve_00038329, Peve_00000639, Peve_00038874, Peve_00040370, Peve_00031162, Peve_00019561, Peve_00032348, Peve_00009274, Peve_00033271, Peve_00026476, Peve_00042996, Peve_00028389, Peve_00028390, Peve_00013631, Peve_00015081, Peve_00032662, Peve_00002434, Peve_00009938, Peve_00020485, Peve_00028391, Peve_00026475, Peve_00042871, Peve_00037175, Peve_00030253, Peve_00009268, Peve_00009278, Peve_00026734, Peve_00038852, Peve_00032661, Peve_00009939, Peve_00004739
N0.HOG0000016	OG0000015	n0	FUN_019827-T2, FUN_019827-T1, FUN_019309-T1, FUN_019873-T1, FUN_002934-T1, FUN_002888-T1, FUN_002901-T1, FUN_002950-T1, FUN_006289-T1, FUN_027781-T1, FUN_028535-T1, FUN_019360-T1, FUN_019365-T1, FUN_019358-T1, FUN_019356-T1, FUN_019252-T1, FUN_028530-T1, FUN_006353-T1, FUN_020965-T1, FUN_019317-T1, FUN_006310-T1, FUN_020989-T1, FUN_028544-T1, FUN_019595-T1, FUN_027767-T1, FUN_019821-T1, FUN_019691-T1, FUN_019588-T1, FUN_020029-T1, FUN_027790-T1, FUN_019275-T1, FUN_019870-T1, FUN_044467-T1, FUN_045038-T1, FUN_019801-T1, FUN_027798-T1, FUN_019869-T1, FUN_006343-T1, FUN_019820-T1, FUN_019318-T1, FUN_019589-T1, FUN_002842-T1, FUN_019596-T1, FUN_020937-T1, FUN_019587-T1, FUN_019872-T1, FUN_019802-T1, FUN_002841-T1, FUN_028626-T1, FUN_006035-T1, FUN_006026-T1, FUN_006297-T1, FUN_006301-T1, FUN_028650-T1, FUN_028740-T1, FUN_028669-T1, FUN_020614-T1, FUN_019619-T1, FUN_019366-T1, FUN_019353-T1, FUN_019349-T1, FUN_006342-T1, FUN_028602-T1, FUN_028545-T1, FUN_019251-T1, FUN_028531-T1, FUN_028536-T1, FUN_019586-T1, FUN_020031-T1, FUN_019803-T1, FUN_020990-T1, FUN_019379-T1, FUN_027766-T1, FUN_006354-T1		
N0.HOG0000017	OG0000016	n0	FUN_028583-T1, FUN_028579-T1, FUN_044292-T1, FUN_028730-T2, FUN_028638-T1, FUN_028827-T1, FUN_028702-T1, FUN_028693-T1, FUN_010844-T1, FUN_028679-T1, FUN_028655-T1, FUN_028632-T1, FUN_010846-T1, FUN_010856-T1, FUN_010850-T1, FUN_028701-T1, FUN_028617-T1, FUN_010854-T1, FUN_038676-T1, FUN_028640-T1, FUN_044723-T1, FUN_038665-T1, FUN_038642-T1, FUN_038660-T1, FUN_038651-T1, FUN_038657-T1, FUN_028760-T1, FUN_028645-T1, FUN_009779-T1, FUN_028824-T1, FUN_009781-T1, FUN_028663-T1, FUN_028623-T1, FUN_028825-T1, FUN_028694-T1, FUN_028594-T1, FUN_028639-T1, FUN_028722-T1, FUN_028562-T1, FUN_028587-T1, FUN_028829-T1, FUN_028691-T1, FUN_028563-T1, FUN_028616-T1, FUN_026610-T1, FUN_028687-T1, FUN_028659-T1, FUN_028634-T1, FUN_028757-T1, FUN_028788-T1, FUN_028783-T1, FUN_028723-T1, FUN_028700-T1, FUN_028809-T1, FUN_009732-T1, FUN_009722-T1, FUN_009860-T1, FUN_009569-T1, FUN_028771-T1, FUN_028733-T1, FUN_028765-T1, FUN_028728-T1, FUN_028730-T1, FUN_028767-T1, FUN_028618-T1, FUN_028804-T1, FUN_028806-T1, FUN_028807-T1, FUN_028808-T1, FUN_028810-T1, FUN_028696-T1, FUN_028592-T1		
N0.HOG0000018	OG0000017	n2	FUN_003905-T1		Peve_00038444
N0.HOG0000019	OG0000017	n3	FUN_003947-T1, FUN_003954-T1, FUN_003949-T1, FUN_003908-T1, FUN_003575-T1, FUN_003973-T1, FUN_003808-T1, FUN_003826-T1, FUN_003819-T1, FUN_003912-T1, FUN_003959-T1, FUN_003909-T1, FUN_003958-T1, FUN_003976-T1, FUN_003805-T1, FUN_003825-T1, FUN_003972-T1, FUN_003906-T1, FUN_003828-T1, FUN_003824-T1, FUN_003813-T1, FUN_003822-T1, FUN_003803-T1, FUN_003968-T1, FUN_003811-T1, FUN_003815-T1, FUN_003814-T1, FUN_003941-T1, FUN_003942-T1, FUN_003950-T1, FUN_003945-T2, FUN_003945-T1, FUN_003943-T1, FUN_003946-T1, FUN_003948-T1, FUN_003951-T1, FUN_003957-T1, FUN_003809-T1, FUN_003820-T1, FUN_003827-T1, FUN_003804-T1, FUN_003821-T1, FUN_003810-T1, FUN_003802-T1, FUN_003970-T1, FUN_003966-T1, FUN_003975-T1, FUN_003974-T1, FUN_003801-T1, FUN_003907-T1, FUN_003914-T1, FUN_003910-T1, FUN_003911-T1, FUN_003955-T1, FUN_003964-T1, FUN_003961-T1, FUN_003963-T1, FUN_003816-T1, FUN_003832-T1, FUN_003823-T1, FUN_003812-T1, FUN_003831-T1, FUN_003830-T1, FUN_003817-T1, FUN_003836-T1, FUN_003834-T1		Peve_00038450
N0.HOG0000020	OG0000018	n0	FUN_039823-T1		Peve_00010904, Peve_00031614, Peve_00005551, Peve_00035950, Peve_00031812, Peve_00036756, Peve_00033166, Peve_00028291, Peve_00027737, Peve_00043408, Peve_00042298, Peve_00036749, Peve_00017357, Peve_00033167, Peve_00028290, Peve_00017356, Peve_00007571, Peve_00017359, Peve_00026031, Peve_00033072, Peve_00040626, Peve_00032598, Peve_00039908, Peve_00027565, Peve_00045242, Peve_00028375, Peve_00028374, Peve_00028376, Peve_00039906, Peve_00039907, Peve_00027566, Peve_00045253, Peve_00022760, Peve_00022769, Peve_00024073, Peve_00024055, Peve_00007563, Peve_00007564, Peve_00035677, Peve_00017358, Peve_00036750, Peve_00018537, Peve_00027386, Peve_00024491, Peve_00017854, Peve_00001260, Peve_00026228, Peve_00026230, Peve_00026229, Peve_00039992, Peve_00039993, Peve_00026792, Peve_00014121, Peve_00030005, Peve_00036905, Peve_00036906, Peve_00021487, Peve_00036903, Peve_00039998, Peve_00040000, Peve_00039985, Peve_00014122, Peve_00039988, Peve_00014127, Peve_00026788, Peve_00015521, Peve_00039999, Peve_00039996, Peve_00026888
N0.HOG0000021	OG0000019	n0	FUN_042180-T1, FUN_013727-T1, FUN_013839-T1, FUN_013691-T1, FUN_013987-T1, FUN_011070-T1, FUN_011474-T1, FUN_011530-T1, FUN_011505-T1, FUN_011506-T1, FUN_011531-T1, FUN_011069-T1, FUN_011475-T1, FUN_011188-T1, FUN_011132-T1, FUN_011557-T1, FUN_040399-T1, FUN_019159-T1, FUN_042139-T1, FUN_027565-T1, FUN_027715-T1, FUN_013965-T1, FUN_027677-T1, FUN_027477-T1, FUN_013732-T1, FUN_027410-T1, FUN_027676-T1, FUN_027476-T1, FUN_027714-T1, FUN_027564-T1, FUN_013964-T1, FUN_013763-T1, FUN_027541-T1, FUN_027360-T1, FUN_027301-T1, FUN_013954-T1, FUN_013916-T1, FUN_013881-T1, FUN_027612-T1, FUN_042245-T1, FUN_015799-T1, FUN_042138-T1, FUN_015796-T1, FUN_015746-T1, FUN_015491-T1, FUN_015766-T1, FUN_015697-T1, FUN_015544-T1, FUN_015715-T1, FUN_015625-T1, FUN_042279-T1, FUN_015652-T1, FUN_013834-T1, FUN_013794-T1, FUN_013986-T1, FUN_014036-T1, FUN_029805-T1, FUN_029857-T1, FUN_029824-T1, FUN_029847-T1, FUN_029873-T1, FUN_042229-T1, FUN_015516-T1, FUN_015575-T1		
N0.HOG0000022	OG0000020	n0	FUN_041178-T1, FUN_033653-T1, FUN_036516-T1, FUN_030573-T1, FUN_041120-T1, FUN_043924-T1, FUN_041028-T1, FUN_030545-T1, FUN_041177-T1, FUN_018614-T1, FUN_034640-T1, FUN_017736-T1, FUN_033654-T1, FUN_010134-T1, FUN_044742-T1, FUN_010489-T1, FUN_027598-T1, FUN_011099-T1, FUN_023819-T1, FUN_024824-T1, FUN_029350-T1, FUN_018371-T1, FUN_005744-T1, FUN_023910-T1, FUN_022025-T1, FUN_041029-T1, FUN_043925-T1, FUN_041119-T1, FUN_030546-T1, FUN_030574-T1, FUN_013822-T1, FUN_014082-T1, FUN_014081-T1, FUN_025054-T1, FUN_040357-T1, FUN_027599-T1, FUN_023811-T1, FUN_019180-T1, FUN_000506-T1, FUN_036632-T1, FUN_036670-T1, FUN_036708-T1, FUN_013851-T1, FUN_011078-T1, FUN_012897-T1, FUN_012893-T1, FUN_007232-T1, FUN_044582-T1, FUN_028683-T1, FUN_026661-T1, FUN_028789-T1, FUN_002141-T1, FUN_018761-T1, FUN_012203-T1, FUN_012917-T1, FUN_017735-T1, FUN_034641-T1, FUN_003288-T1, FUN_014838-T1, FUN_019493-T1, FUN_010133-T1, FUN_034763-T1, FUN_027248-T1		
N0.HOG0000023	OG0000021	n0	FUN_012954-T1, FUN_012943-T1, FUN_007248-T1, FUN_043866-T1, FUN_043871-T1, FUN_042532-T1, FUN_042733-T1, FUN_019193-T1, FUN_043844-T1, FUN_007297-T1, FUN_019246-T1, FUN_002284-T1, FUN_002237-T1, FUN_002298-T1, FUN_036688-T1, FUN_039223-T1, FUN_039249-T1, FUN_039183-T1, FUN_039150-T1, FUN_039184-T1, FUN_039185-T1, FUN_044371-T1, FUN_044361-T1, FUN_003377-T1, FUN_017739-T1, FUN_007277-T1, FUN_039524-T1, FUN_017717-T1, FUN_002220-T1, FUN_005761-T1, FUN_039222-T1, FUN_041039-T1, FUN_010549-T1, FUN_036722-T1, FUN_036614-T1, FUN_030502-T1, FUN_036649-T1, FUN_041104-T1, FUN_044336-T1, FUN_002179-T1, FUN_030597-T1, FUN_003352-T1, FUN_005792-T1, FUN_039119-T1, FUN_023832-T1, FUN_030558-T1, FUN_039149-T1, FUN_021080-T1, FUN_021058-T1, FUN_030079-T1, FUN_025164-T1, FUN_025186-T1, FUN_010143-T1, FUN_025205-T1, FUN_021071-T1, FUN_005760-T1, FUN_007311-T1, FUN_030596-T1, FUN_041105-T1, FUN_039628-T1, FUN_039118-T1, FUN_030557-T1		
N0.HOG0000024	OG0000022	n0		Pocillopora_meandrina_HIv1___RNAseq.g23298.t1	Peve_00040221, Peve_00044816, Peve_00014095, Peve_00013489, Peve_00013975, Peve_00018922, Peve_00029864, Peve_00024126, Peve_00037441, Peve_00042823, Peve_00040224, Peve_00016794, Peve_00025371, Peve_00041337, Peve_00035875, Peve_00020021, Peve_00027448, Peve_00013976, Peve_00030519, Peve_00030798, Peve_00032363, Peve_00033178, Peve_00020281, Peve_00012883, Peve_00002980, Peve_00027923, Peve_00020740, Peve_00039367, Peve_00039365, Peve_00035850, Peve_00020905, Peve_00035127, Peve_00011206, Peve_00019207, Peve_00044759, Peve_00022942, Peve_00015874, Peve_00005641, Peve_00041336, Peve_00044817, Peve_00026410, Peve_00023027, Peve_00043263, Peve_00028640, Peve_00016388, Peve_00045120, Peve_00024271, Peve_00019189, Peve_00034727, Peve_00042630, Peve_00030871, Peve_00041665, Peve_00004430, Peve_00040491, Peve_00008572, Peve_00022213, Peve_00004225, Peve_00007021, Peve_00035243, Peve_00006599, Peve_00001419
N0.HOG0000025	OG0000023	n0	FUN_042484-T1, FUN_042475-T1, FUN_042490-T1, FUN_042489-T1, FUN_042481-T1, FUN_042482-T1, FUN_028621-T1, FUN_026616-T1, FUN_027470-T1, FUN_005287-T1, FUN_009785-T1, FUN_009786-T1, FUN_013978-T1, FUN_027720-T1, FUN_033154-T1, FUN_027580-T1, FUN_003653-T1, FUN_005954-T1, FUN_019507-T1, FUN_043901-T1, FUN_028422-T1, FUN_027646-T1, FUN_013762-T1, FUN_019727-T1, FUN_019764-T1, FUN_015383-T1, FUN_015793-T1, FUN_011266-T1, FUN_042191-T1, FUN_015520-T1, FUN_042241-T1, FUN_042242-T1, FUN_027692-T1, FUN_027560-T1, FUN_012987-T1, FUN_027684-T1, FUN_014238-T1, FUN_013885-T1, FUN_013915-T1, FUN_013914-T1, FUN_011229-T1, FUN_012910-T1, FUN_033337-T1, FUN_039404-T1, FUN_031205-T1, FUN_005419-T1, FUN_042439-T1, FUN_014371-T1, FUN_043905-T1, FUN_015519-T1, FUN_013741-T1, FUN_013830-T1, FUN_031483-T1, FUN_042954-T1, FUN_014230-T1, FUN_040516-T1, FUN_013930-T1, FUN_011443-T1, FUN_013774-T1, FUN_041271-T1, FUN_042483-T1		
N0.HOG0000026	OG0000024	n0	FUN_043886-T1, FUN_043940-T1, FUN_044237-T1, FUN_044199-T1, FUN_044243-T1, FUN_043943-T1, FUN_042798-T1, FUN_007197-T1, FUN_043668-T1, FUN_007202-T1, FUN_007192-T1, FUN_037883-T1, FUN_007189-T1, FUN_044302-T1, FUN_043877-T1, FUN_042795-T1, FUN_042788-T1, FUN_044119-T1, FUN_043879-T1, FUN_037887-T1, FUN_042793-T1, FUN_044242-T1, FUN_043882-T1, FUN_043935-T1, FUN_016172-T1, FUN_044211-T1, FUN_044135-T1, FUN_044204-T1, FUN_044229-T1, FUN_044206-T1, FUN_000032-T1, FUN_044227-T1, FUN_043893-T1, FUN_044215-T1, FUN_044295-T1, FUN_042801-T1, FUN_043896-T1, FUN_044222-T1, FUN_034770-T1, FUN_042790-T1, FUN_044131-T1, FUN_044053-T1, FUN_044209-T1, FUN_033657-T1, FUN_003723-T1, FUN_003722-T1, FUN_044303-T1, FUN_043939-T1, FUN_044238-T1, FUN_043887-T1, FUN_033658-T1, FUN_044118-T1, FUN_043890-T1, FUN_044244-T1, FUN_044234-T1, FUN_019006-T1, FUN_044219-T1, FUN_042799-T1, FUN_044233-T1, FUN_042786-T1		
N0.HOG0000027	OG0000025	n0	FUN_018445-T1, FUN_018735-T1, FUN_040520-T1, FUN_040378-T1, FUN_040511-T1, FUN_040518-T1, FUN_040535-T1, FUN_040535-T2, FUN_018910-T1, FUN_040498-T1, FUN_040351-T1, FUN_026295-T1, FUN_037362-T1, FUN_040509-T1, FUN_031456-T1, FUN_018294-T1, FUN_018776-T1, FUN_018693-T1, FUN_045527-T1, FUN_031399-T1, FUN_045527-T2, FUN_031377-T1, FUN_035562-T1, FUN_018473-T1, FUN_039427-T1, FUN_018198-T1, FUN_018481-T1, FUN_035590-T1, FUN_031398-T1, FUN_018472-T1, FUN_035563-T1, FUN_018623-T1, FUN_018799-T1, FUN_018507-T1, FUN_018155-T1, FUN_018202-T1, FUN_018219-T1, FUN_018333-T1, FUN_018236-T1, FUN_018358-T1, FUN_018312-T2, FUN_018312-T1, FUN_018658-T1, FUN_018273-T1, FUN_018200-T1, FUN_023541-T1, FUN_018348-T1, FUN_018273-T2, FUN_018433-T1, FUN_009756-T1, FUN_009756-T2, FUN_009730-T1, FUN_009718-T1, FUN_018408-T1, FUN_004009-T1, FUN_018893-T1, FUN_040521-T1, FUN_018468-T1, FUN_040523-T1, FUN_040379-T1		
N0.HOG0000028	OG0000026	n0	FUN_002843-T1, FUN_010226-T1, FUN_002949-T1, FUN_002876-T1, FUN_039015-T1, FUN_002652-T1, FUN_019355-T1, FUN_028529-T1, FUN_019348-T1, FUN_019374-T1, FUN_019253-T1, FUN_006020-T1, FUN_006344-T1, FUN_019819-T1, FUN_027793-T1, FUN_019265-T1, FUN_020922-T1, FUN_020926-T1, FUN_006309-T1, FUN_020026-T1, FUN_028707-T1, FUN_027769-T1, FUN_019320-T1, FUN_020962-T1, FUN_019866-T1, FUN_020953-T1, FUN_028605-T1, FUN_019268-T1, FUN_020987-T1, FUN_028675-T1, FUN_028569-T1, FUN_019576-T1, FUN_006024-T1, FUN_019643-T1, FUN_019766-T1, FUN_019590-T1, FUN_028673-T1, FUN_020964-T1, FUN_028603-T1, FUN_028542-T1, FUN_019867-T1, FUN_020954-T1, FUN_020988-T1, FUN_019277-T1, FUN_020936-T1, FUN_019618-T1, FUN_019734-T1, FUN_019686-T1, FUN_028741-T1, FUN_028627-T1, FUN_020025-T1, FUN_028674-T1, FUN_028604-T1, FUN_028708-T1, FUN_028774-T1, FUN_002925-T1, FUN_020612-T1, FUN_019578-T1		Peve_00043097
N0.HOG0000029	OG0000027	n2	FUN_029680-T1, FUN_029707-T1, FUN_029707-T2, FUN_029674-T1		Peve_00013205
N0.HOG0000030	OG0000027	n6	FUN_029591-T1, FUN_029666-T1	Pocillopora_meandrina_HIv1___RNAseq.g26191.t1	Peve_00013211
N0.HOG0000031	OG0000027	n18	FUN_001559-T1		Peve_00028951
N0.HOG0000032	OG0000027	n26	FUN_029705-T1, FUN_029681-T1	Pocillopora_meandrina_HIv1___RNAseq.g2270.t1a	Peve_00013206, Peve_00012798
N0.HOG0000033	OG0000027	n30	FUN_029565-T1, FUN_029565-T2		Peve_00028932
N0.HOG0000034	OG0000027	n32	FUN_029566-T1		Peve_00028950, Peve_00023396
N0.HOG0000035	OG0000027	n34	FUN_029678-T1, FUN_029676-T1, FUN_029559-T1, FUN_029609-T1, FUN_029604-T1, FUN_029575-T1, FUN_029582-T1, FUN_029611-T1, FUN_029592-T1, FUN_029655-T1, FUN_029589-T1, FUN_029602-T1, FUN_029596-T1, FUN_029652-T1, FUN_029646-T1, FUN_029607-T1, FUN_029598-T1, FUN_029594-T1, FUN_029564-T1, FUN_029560-T1, FUN_029578-T1, FUN_029600-T1		Peve_00012803, Peve_00012799
N0.HOG0000036	OG0000028	n0	FUN_018203-T1, FUN_018748-T1, FUN_018727-T1, FUN_018671-T1, FUN_018652-T1, FUN_018194-T1, FUN_018511-T1, FUN_018447-T1, FUN_018319-T1, FUN_018249-T1, FUN_018152-T1, FUN_018140-T1, FUN_018150-T1, FUN_018146-T1, FUN_018149-T1, FUN_018147-T1, FUN_018341-T1, FUN_018173-T1, FUN_018148-T1, FUN_018266-T1, FUN_018338-T1, FUN_018204-T2, FUN_018184-T1, FUN_018713-T1, FUN_018646-T1, FUN_018298-T1, FUN_018297-T1, FUN_018207-T1, FUN_018344-T1, FUN_018322-T1, FUN_018212-T1, FUN_018164-T1, FUN_018323-T1, FUN_018296-T1, FUN_018181-T1, FUN_018343-T1, FUN_018145-T1, FUN_018272-T1, FUN_018268-T1, FUN_018742-T1, FUN_018271-T1, FUN_018182-T1, FUN_018274-T1, FUN_018319-T2, FUN_018307-T1, FUN_018469-T1, FUN_018277-T1, FUN_018222-T2, FUN_018653-T1, FUN_018749-T1, FUN_018729-T1, FUN_018174-T1, FUN_018745-T1, FUN_018667-T1, FUN_018204-T1, FUN_018214-T1, FUN_018320-T1, FUN_018206-T1		
N0.HOG0000037	OG0000029	n0			Peve_00025022, Peve_00010809, Peve_00042669, Peve_00010800, Peve_00039770, Peve_00011370, Peve_00011363, Peve_00010801, Peve_00024793, Peve_00019301, Peve_00025117, Peve_00015208, Peve_00010807, Peve_00021953, Peve_00042675, Peve_00027648, Peve_00008737, Peve_00030015, Peve_00008731, Peve_00019297, Peve_00042676, Peve_00025020, Peve_00010806, Peve_00010805, Peve_00036250, Peve_00008736, Peve_00010808, Peve_00022018, Peve_00004562, Peve_00036911, Peve_00015206, Peve_00004563, Peve_00011371, Peve_00039771, Peve_00036262, Peve_00024045, Peve_00025116, Peve_00002888, Peve_00002887, Peve_00027649, Peve_00035419, Peve_00004559, Peve_00035954, Peve_00024790, Peve_00019299, Peve_00019302, Peve_00024044, Peve_00042671, Peve_00042674, Peve_00034313, Peve_00034307, Peve_00034302, Peve_00021951, Peve_00042672, Peve_00022019, Peve_00042677, Peve_00021954, Peve_00008738
N0.HOG0000038	OG0000030	n0	FUN_000016-T1, FUN_000017-T1, FUN_000018-T1, FUN_000021-T1, FUN_000023-T1, FUN_000024-T1, FUN_000025-T1, FUN_000026-T1, FUN_000027-T1, FUN_044003-T1, FUN_000022-T1, FUN_044278-T1, FUN_044006-T1, FUN_000030-T1, FUN_044279-T1, FUN_044001-T1, FUN_043995-T1, FUN_044005-T1, FUN_000015-T1, FUN_000020-T1, FUN_000014-T1, FUN_000011-T1, FUN_019278-T1, FUN_026605-T1, FUN_005754-T1, FUN_002758-T1, FUN_007742-T1, FUN_019603-T1, FUN_019604-T1, FUN_040892-T1, FUN_011502-T1, FUN_043998-T1, FUN_043996-T1, FUN_044280-T1, FUN_044000-T1, FUN_002757-T1, FUN_043997-T1, FUN_017317-T1, FUN_000029-T1, FUN_017330-T1, FUN_017329-T1, FUN_043999-T1, FUN_017320-T1, FUN_017289-T1, FUN_044286-T1, FUN_044285-T1, FUN_044431-T1, FUN_002863-T1, FUN_027419-T1, FUN_013988-T1, FUN_037038-T1, FUN_044007-T1, FUN_000010-T1, FUN_000012-T1		
