"","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"3151",1153287,"Cluster_8887","Peve_00030377",-0.599752430431469,0.590531457350519,0.978262075707395,154,-20.91,"2 20","603 624",19,"73.68%","73.68%"
"3152",1154073,"Cluster_796","Peve_00035474",-0.0696341159246928,0.955633640840684,0.999448381576871,154,-20.7,"2 21","225 248",21,"66.67%","80.95%"
"3153",1154190,"Cluster_9149","Peve_00035472",-0.498115076878255,0.66805141503306,0.978262075707395,158,-30.38,"2 20","110 132",19,"73.68%","78.95%"
"3154",1155135,"Cluster_9149","Peve_00041949",-0.5,0.666666666666667,0.978262075707395,156,-24.72,"2 21","496 515",19,"73.68%","84.21%"
"3155",1155286,"Cluster_29","Peve_00041941",-0.984577161443364,0.111953334428221,0.978262075707395,159,-20.13,"2 21","741 764",21,"71.43%","76.19%"
"3156",1155345,"Cluster_5882","Peve_00014600",-0.471895503264252,0.687139908217469,0.978262075707395,149,-20.74,"2 18","417 438",16,"68.75%","75.00%"
"3157",1155383,"Cluster_2882","Peve_00041943",0.0688372031480257,0.956142191637655,0.999448381576871,148,-20.74,"2 14","766 789",14,"78.57%","85.71%"
"3158",1156113,"Cluster_6905","Peve_00033132",-0.929945104908788,0.239708228175045,0.978262075707395,161,-20.88,"2 18","486 507",16,"75.00%","87.50%"
"3159",1156242,"Cluster_4629","Peve_00006822",-0.820111503959452,0.387822696845469,0.978262075707395,155,-20.8,"2 21","221 244",21,"61.90%","80.95%"
"3160",1156287,"Cluster_4629","Peve_00006821",0.336671643433437,0.781397535331979,0.993856006871016,155,-20.8,"2 21","349 372",21,"61.90%","80.95%"
"3162",1156462,"Cluster_2854","Peve_00006824",0.999627383900334,0.0173795855218949,0.782669382293497,166,-26.08,"2 15","909 930",13,"92.31%","100.00%"
"3164",1157232,"Cluster_4629","Peve_00002566",-0.166058540214551,0.893791858505381,0.999448381576871,153,-21.18,"2 20","862 882",18,"72.22%","77.78%"
"3165",1157385,"Cluster_9149","Peve_00002568",-0.5,0.666666666666667,0.978262075707395,149,-22.92,"2 14","925 946",12,"75.00%","91.67%"
"3166",1157852,"Cluster_589","Peve_00032269",-0.95437101386909,0.193054926590372,0.978262075707395,161,-23.44,"2 19","750 772",18,"72.22%","88.89%"
"3167",1158510,"Cluster_9149","Peve_00016221",-0.156284500250484,0.900096659440875,0.999448381576871,153,-21.02,"2 21","967 986",19,"73.68%","73.68%"
"3168",1158585,"Cluster_5882","Peve_00016224",-0.267256867905856,0.827765561170921,0.995934364227446,156,-25.51,"2 18","175 198",18,"72.22%","83.33%"
"3169",1158735,"Cluster_9149","Peve_00022174",-0.926152531586794,0.246191182495033,0.978262075707395,155,-20.59,"2 21","854 876",20,"65.00%","80.00%"
"3170",1159016,"Cluster_14999","Peve_00008680",0.781012531533716,0.429406938393966,0.978262075707395,163,-21.2,"2 21","516 541",23,"69.57%","78.26%"
"3171",1159438,"Cluster_4735","Peve_00037729",-0.500943642233887,0.665972771890438,0.978262075707395,159,-24.87,"2 21","684 707",21,"66.67%","80.95%"
"3172",1159455,"Cluster_9149","Peve_00037729",-0.5,0.666666666666667,0.978262075707395,160,-21.44,"2 13","361 382",11,"100.00%","100.00%"
"3173",1159545,"Cluster_9149","Peve_00008091",-0.993861069684774,0.0705771144742085,0.978262075707395,156,-22.06,"2 21","216 237",19,"63.16%","78.95%"
"3174",1159724,"Cluster_8988","Peve_00037727",-0.273749745313153,0.823471988872095,0.995934364227446,162,-23.7,"2 21","785 811",24,"70.83%","79.17%"
"3175",1159835,"Cluster_1167","Peve_00037723",-0.511591173923624,0.65811249694873,0.978262075707395,147,-20.1,"2 19","577 596",17,"70.59%","76.47%"
"3176",1160480,"Cluster_6914","Peve_00031765",0.40754311269983,0.732771220624217,0.985282504167073,161,-23.28,"2 20","940 959",18,"77.78%","83.33%"
"3177",1160944,"Cluster_10934","Peve_00015753",-0.723058111304067,0.485471728904339,0.978262075707395,160,-21.5,"2 21","780 799",19,"78.95%","84.21%"
"3178",1161502,"Cluster_2854","Peve_00005107",-0.727588935563992,0.481281722093011,0.978262075707395,172,-20.19,"2 21","549 570",19,"78.95%","84.21%"
"3179",1161945,"Cluster_16738","Peve_00018703",0.941976297612242,0.217931741733258,0.978262075707395,173,-22.96,"2 18","935 956",16,"81.25%","100.00%"
"3180",1162785,"Cluster_9149","Peve_00031184",0.913922267764784,0.266076272594403,0.978262075707395,150,-21.5,"2 15","436 457",13,"76.92%","84.62%"
"3182",1163190,"Cluster_9149","Peve_00006452",0.976165528760364,0.139272148110317,0.978262075707395,155,-23.16,"2 18","8 32",19,"78.95%","78.95%"
"3183",1163325,"Cluster_9149","Peve_00006451",0.572486840347035,0.611957517879082,0.978262075707395,155,-23.16,"2 18","179 203",19,"78.95%","78.95%"
"3184",1163442,"Cluster_4629","Peve_00006454",-0.29281000667601,0.810819309517348,0.995934364227446,154,-22.66,"2 19","181 202",17,"64.71%","82.35%"
"3185",1163526,"Cluster_2787","Peve_00022915",0.85034082232141,0.352791572625091,0.978262075707395,158,-20.34,"2 20","609 631",19,"73.68%","78.95%"
"3186",1163623,"Cluster_4735","Peve_00022917",-0.597644618443619,0.592206761495927,0.978262075707395,165,-22.03,"2 18","107 128",16,"75.00%","93.75%"
"3187",1163675,"Cluster_6914","Peve_00022911",0.043468237845796,0.972318538349113,0.999448381576871,159,-20.34,"2 17","586 607",16,"81.25%","87.50%"
"3188",1164216,"Cluster_7053","Peve_00021466",0.972608967804853,0.149346706783179,0.978262075707395,155,-20.38,"2 20","414 433",18,"72.22%","88.89%"
"3189",1164537,"Cluster_8887","Peve_00007411",0.154461906098421,0.901271223177584,0.999448381576871,159,-21.99,"2 20","783 800",18,"77.78%","83.33%"
"3190",1164538,"Cluster_8888","Peve_00007411",-0.554778289100327,0.625606163951687,0.978262075707395,159,-23.62,"2 20","783 800",18,"77.78%","83.33%"
"3191",1165536,"Cluster_11134","Peve_00018326",0.875640822838247,0.320878802775509,0.978262075707395,157,-23.74,"2 15","5 27",14,"85.71%","92.86%"
"3192",1165828,"Cluster_4735","Peve_00011429",-0.540245913270132,0.636662435598039,0.978262075707395,163,-20.56,"2 21","37 60",21,"66.67%","85.71%"
"3193",1166169,"Cluster_13502","Peve_00017863",0.329713556375212,0.786095661583928,0.994983969371078,170,-22.55,"2 21","732 755",21,"80.95%","85.71%"
"3194",1166184,"Cluster_4079","Peve_00017869",-0.633349604157378,0.563359056728106,0.978262075707395,157,-22.9,"2 20","206 226",18,"66.67%","88.89%"
"3195",1166448,"Cluster_796","Peve_00013379",0.906857142181024,0.276949088396139,0.978262075707395,145,-20.55,"2 21","639 664",23,"69.57%","69.57%"
"3196",1166453,"Cluster_2882","Peve_00013379",-0.907193510129248,0.276440537599168,0.978262075707395,144,-20.99,"2 16","759 778",14,"78.57%","78.57%"
"3197",1167050,"Cluster_6914","Peve_00012426",0.265302664472889,0.829056245106544,0.995934364227446,179,-26.46,"2 20","172 192",18,"88.89%","88.89%"
"3198",1167437,"Cluster_589","Peve_00010483",-0.35318956261759,0.770194137929923,0.991071888744218,158,-22.25,"2 20","310 333",20,"70.00%","80.00%"
"3199",1167825,"Cluster_9149","Peve_00017131",-0.5,0.666666666666667,0.978262075707395,162,-24.92,"2 21","397 417",19,"78.95%","78.95%"
"3200",1168473,"Cluster_796","Peve_00020475",0.749981109466341,0.460125093765748,0.978262075707395,154,-23.01,"2 19","856 877",17,"70.59%","76.47%"
"3201",1169607,"Cluster_4629","Peve_00003765",-0.251379008795404,0.838231890782837,0.995934364227446,147,-20.37,"2 21","587 609",20,"65.00%","70.00%"
"3202",1169690,"Cluster_1167","Peve_00041291",-0.999403063667998,0.0219978751741613,0.831331530166709,155,-26.97,"2 21","510 535",23,"65.22%","73.91%"
"3203",1170394,"Cluster_10934","Peve_00021707",0.998758250045998,0.0317290557481587,0.903929377050813,172,-23.08,"2 21","819 840",19,"78.95%","84.21%"
"3204",1170727,"Cluster_2854","Peve_00015194",-0.204101171432156,0.869145693941443,0.997306721212908,154,-20.05,"2 20","238 260",19,"68.42%","78.95%"
"3205",1172583,"Cluster_6905","Peve_00029252",-0.157492750698866,0.899317818330453,0.999448381576871,153,-20.68,"2 19","453 475",18,"72.22%","77.78%"
"3206",1173051,"Cluster_11134","Peve_00038332",0.995709394212987,0.0589942701201762,0.978262075707395,157,-21.68,"2 15","154 176",14,"85.71%","92.86%"
"3208",1173395,"Cluster_6914","Peve_00007253",0.588306849685468,0.599589456034201,0.978262075707395,157,-20.81,"2 20","513 535",20,"75.00%","80.00%"
"3209",1173567,"Cluster_4629","Peve_00007254",-0.513453039136598,0.656732112021973,0.978262075707395,146,-20.13,"2 11","347 368",9,"88.89%","100.00%"
"3210",1173567,"Cluster_4629","Peve_00007254",-0.513453039136598,0.656732112021973,0.978262075707395,146,-20.13,"2 11","920 941",9,"88.89%","100.00%"
"3211",1173782,"Cluster_589","Peve_00037027",-0.767874259939782,0.442629098510415,0.978262075707395,155,-23.55,"2 12","542 563",10,"100.00%","100.00%"
"3212",1174283,"Cluster_2882","Peve_00002154",-0.831624326968308,0.374822677774653,0.978262075707395,157,-21.79,"2 19","511 534",19,"68.42%","84.21%"
"3213",1174673,"Cluster_11997","Peve_00033306",-0.938865349905881,0.223756982935975,0.978262075707395,162,-20.67,"2 21","618 641",21,"71.43%","85.71%"
"3214",1174730,"Cluster_1167","Peve_00033304",0.999582222238082,0.018402757417117,0.782669382293497,142,-21.21,"2 11","413 434",9,"88.89%","88.89%"
"3215",1174807,"Cluster_11135","Peve_00033308",0.496918350554821,0.668929685715652,0.978262075707395,163,-22.51,"2 16","264 285",14,"85.71%","92.86%"
"3216",1175678,"Cluster_2882","Peve_00007927",-0.304094490350602,0.803292282456578,0.995934364227446,165,-23.05,"2 19","895 919",20,"75.00%","85.00%"
"3217",1175781,"Cluster_7053","Peve_00007929",0.88816753215989,0.303956939874986,0.978262075707395,164,-23.95,"2 21","526 547",19,"68.42%","84.21%"
"3218",1177041,"Cluster_7053","Peve_00036082",0.470323090474376,0.688274765792363,0.978262075707395,156,-20.25,"2 21","428 449",19,"63.16%","78.95%"
"3219",1178067,"Cluster_4629","Peve_00029657",-0.551731524721151,0.627934621327169,0.978262075707395,149,-21.15,"2 15","232 257",17,"76.47%","76.47%"
"3220",1178343,"Cluster_6905","Peve_00023079",-0.801253037454186,0.408334158187758,0.978262075707395,145,-21.81,"2 20","44 69",22,"63.64%","72.73%"
"3221",1180301,"Cluster_14999","Peve_00031538",0.584050076109654,0.602934327147311,0.978262075707395,163,-20.79,"2 21","169 191",20,"75.00%","80.00%"
"3222",1180351,"Cluster_29","Peve_00010449",0.29174303629072,0.81152957872725,0.995934364227446,154,-20.66,"2 20","682 705",20,"65.00%","80.00%"
"3227",1181391,"Cluster_2787","Peve_00006649",0.158604863297147,0.898600813604561,0.999448381576871,159,-21.62,"2 21","394 417",21,"66.67%","80.95%"
"3228",1181428,"Cluster_15890","Peve_00006649",-0.00158639234019864,0.998990070845892,0.999765059668532,166,-21.18,"2 21","355 375",19,"78.95%","84.21%"
"3229",1182681,"Cluster_11134","Peve_00043500",-0.040924889936937,0.973939127768475,0.999448381576871,159,-22.54,"2 21","679 701",20,"65.00%","85.00%"
"3230",1182837,"Cluster_4629","Peve_00027940",-0.427469157358853,0.718810517721719,0.981233547119836,162,-23.64,"2 20","79 101",19,"78.95%","78.95%"
"3231",1182917,"Cluster_589","Peve_00027942",0.0305547493655457,0.980545214472054,0.999448381576871,143,-21.53,"2 18","164 188",19,"68.42%","73.68%"
"3232",1182975,"Cluster_5882","Peve_00027945",-0.257595107191236,0.834139866331592,0.995934364227446,164,-25.26,"2 21","381 402",19,"73.68%","78.95%"
"3233",1183191,"Cluster_2787","Peve_00039680",0.867933894665659,0.330895275232091,0.978262075707395,158,-20.4,"2 21","341 364",21,"71.43%","80.95%"
"3234",1183659,"Cluster_7855","Peve_00010384",-0.868516018632791,0.330148371398498,0.978262075707395,172,-22.77,"2 20","275 296",19,"89.47%","89.47%"
"3235",1184340,"Cluster_9149","Peve_00010520",-0.998460036492421,0.03533508044945,0.909359886114279,143,-20.42,"2 12","373 394",10,"80.00%","90.00%"
"3236",1185317,"Cluster_6904","Peve_00002318",0.208718150280978,0.866141742726342,0.996660710141104,168,-23.18,"2 21","722 743",19,"73.68%","84.21%"
"3237",1185319,"Cluster_6906","Peve_00002318",-0.287038038235336,0.814658772056752,0.995934364227446,164,-21.16,"2 21","722 743",19,"68.42%","84.21%"
"3238",1185684,"Cluster_7855","Peve_00044694",0.966377015411844,0.165553237928931,0.978262075707395,165,-20.84,"2 21","379 398",19,"78.95%","84.21%"
"3239",1186090,"Cluster_8634","Peve_00000224",0.997367783055753,0.0462009887636632,0.936455415403062,170,-21.44,"2 20","157 179",19,"78.95%","89.47%"
"3240",1186135,"Cluster_8634","Peve_00000223",0.956227319072805,0.189057429551567,0.978262075707395,170,-21.44,"2 20","157 179",19,"78.95%","89.47%"
"3241",1186297,"Cluster_2854","Peve_00032414",-0.429475824203256,0.717396675205736,0.980879463431379,159,-20.26,"2 21","369 393",22,"68.18%","77.27%"
"3242",1186894,"Cluster_6906","Peve_00044523",-0.146725216689888,0.906253383820891,0.999448381576871,163,-22.1,"2 19","338 357",17,"82.35%","88.24%"
"3244",1187724,"Cluster_13502","Peve_00011705",-0.804188408588054,0.4052005766181,0.978262075707395,165,-23.3,"2 21","744 763",19,"78.95%","84.21%"
"3245",1189425,"Cluster_9149","Peve_00014631",-0.990422632274843,0.0881790526748118,0.978262075707395,147,-23.82,"2 12","218 239",10,"80.00%","100.00%"
"3246",1190292,"Cluster_15726","Peve_00002889",-0.5,0.666666666666667,0.978262075707395,151,-20.23,"2 21","46 70",22,"63.64%","72.73%"
"3247",1190337,"Cluster_15726","Peve_00002888",-0.629729408182914,0.566331537963887,0.978262075707395,151,-20.23,"2 21","170 194",22,"63.64%","72.73%"
"3248",1190745,"Cluster_16738","Peve_00002882",-0.411747953790457,0.72983682314407,0.984471224432621,165,-21.34,"2 21","824 843",19,"78.95%","84.21%"
"3249",1191147,"Cluster_15726","Peve_00015404",-0.642840214494356,0.555511837170791,0.978262075707395,151,-21.12,"2 21","368 390",20,"70.00%","70.00%"
"3250",1191589,"Cluster_10934","Peve_00031803",-0.348516007502674,0.7733713962223,0.991811027979456,146,-21.57,"2 15","715 736",13,"69.23%","84.62%"
"3251",1193644,"Cluster_6906","Peve_00029354",0.987568035729913,0.100488405296765,0.978262075707395,149,-21.85,"2 16","935 960",18,"77.78%","77.78%"
"3252",1194797,"Cluster_589","Peve_00030531",-0.373841262781967,0.756080956693425,0.988219883885475,155,-21.82,"2 12","610 631",10,"100.00%","100.00%"
"3253",1195147,"Cluster_11135","Peve_00014290",-0.886103284710592,0.306804453861767,0.978262075707395,169,-21.12,"2 18","136 157",16,"81.25%","93.75%"
"3254",1195201,"Cluster_29","Peve_00027295",-0.96299356011642,0.173732977296154,0.978262075707395,163,-21.71,"2 21","156 178",20,"75.00%","80.00%"
"3255",1195528,"Cluster_4735","Peve_00027292",-0.72213767361466,0.486319400869048,0.978262075707395,180,-23.64,"2 21","573 594",19,"84.21%","89.47%"
"3256",1195722,"Cluster_8887","Peve_00024925",-0.849595242001859,0.353692522985491,0.978262075707395,158,-20.17,"2 19","177 197",17,"58.82%","94.12%"
"3257",1195723,"Cluster_8888","Peve_00024925",-0.268695189483284,0.826815135856221,0.995934364227446,158,-21.8,"2 19","177 197",17,"58.82%","94.12%"
"3258",1196462,"Cluster_589","Peve_00017410",-0.934753615028442,0.231240264998328,0.978262075707395,158,-24.1,"2 21","219 239",19,"68.42%","84.21%"
"3259",1196525,"Cluster_6914","Peve_00017411",0.685562414825316,0.519112733857652,0.978262075707395,170,-22.36,"2 20","695 716",19,"84.21%","84.21%"
"3260",1196676,"Cluster_11134","Peve_00017414",-0.0692298160754335,0.955891648773855,0.999448381576871,159,-23.54,"2 21","663 685",20,"65.00%","85.00%"
"3261",1197896,"Cluster_14999","Peve_00021191",-0.999571546587002,0.018636417521774,0.782669382293497,165,-22.61,"2 21","804 826",21,"80.95%","80.95%"
"3262",1198761,"Cluster_2787","Peve_00020828",-0.00382968334855694,0.997561941898757,0.999448381576871,164,-20.49,"2 18","661 683",17,"82.35%","88.24%"
"3263",1198834,"Cluster_10934","Peve_00030677",-0.329400730228517,0.786306596649879,0.995017249712956,150,-20.09,"2 21","299 323",22,"68.18%","72.73%"
"3264",1198946,"Cluster_4115","Peve_00042064",-0.930026219102899,0.239567750774005,0.978262075707395,169,-20.58,"2 18","464 485",16,"81.25%","93.75%"
"3265",1199194,"Cluster_10934","Peve_00013885",0.785019393291538,0.425305867334768,0.978262075707395,170,-33.23,"2 21","335 355",19,"78.95%","89.47%"
"3266",1199374,"Cluster_10934","Peve_00013881",-0.876727572926749,0.319443362800201,0.978262075707395,156,-20.45,"2 18","258 280",17,"76.47%","82.35%"
"3267",1199657,"Cluster_589","Peve_00043338",0.0142454788832073,0.990930739715423,0.999448381576871,172,-25.63,"2 21","393 414",19,"73.68%","89.47%"
"3268",1199751,"Cluster_2787","Peve_00039033",0.182398694842197,0.883227685823552,0.999448381576871,164,-21.33,"2 21","825 846",19,"68.42%","84.21%"
"3269",1200560,"Cluster_1167","Peve_00021645",0.999509218369495,0.0199460559964703,0.803582979632007,146,-21.9,"2 18","23 44",17,"76.47%","76.47%"
"3270",1201378,"Cluster_4735","Peve_00014874",-0.860612348074305,0.340162144760091,0.978262075707395,151,-22,"2 21","285 308",21,"61.90%","76.19%"
"3271",1203207,"Cluster_15726","Peve_00000244",-0.200266960175695,0.871638104813553,0.997476741937264,146,-20.81,"2 11","369 390",9,"88.89%","100.00%"
"3272",1203621,"Cluster_2787","Peve_00032379",0.851639124782828,0.35121778108632,0.978262075707395,149,-20.4,"2 19","469 494",21,"61.90%","76.19%"
"3273",1203681,"Cluster_7053","Peve_00033649",0.211664809186567,0.864222975800529,0.996660710141104,161,-20.29,"2 19","228 251",19,"73.68%","84.21%"
"3274",1203755,"Cluster_1167","Peve_00016117",0.782722663002069,0.427660663567845,0.978262075707395,152,-23.21,"2 13","583 604",11,"90.91%","90.91%"
"3275",1204561,"Cluster_29","Peve_00034340",-0.60262052230154,0.588246553575003,0.978262075707395,160,-20.08,"2 13","449 470",11,"100.00%","100.00%"
"3276",1204818,"Cluster_10061","Peve_00035747",-0.446077406355246,0.705641205133228,0.978262075707395,167,-20.59,"2 17","479 502",17,"88.24%","88.24%"
"3277",1206120,"Cluster_9149","Peve_00038441",1,0,0,143,-23.7,"2 12","945 966",10,"80.00%","90.00%"
"3278",1206872,"Cluster_6904","Peve_00003650",-0.951310992493219,0.199475076059675,0.978262075707395,158,-21.41,"2 18","674 693",16,"81.25%","87.50%"
"3279",1207601,"Cluster_8884","Peve_00004920",0.195666758587174,0.874625817801006,0.997476741937264,169,-21.11,"2 19","96 117",18,"83.33%","88.89%"
"3280",1207602,"Cluster_8887","Peve_00004920",-0.0823630340017489,0.947506599925429,0.999448381576871,169,-21.11,"2 19","96 117",18,"83.33%","88.89%"
"3282",1208067,"Cluster_15726","Peve_00042509",0.850236899932042,0.352917274694769,0.978262075707395,161,-22.35,"2 18","131 152",16,"75.00%","87.50%"
"3283",1208075,"Cluster_1167","Peve_00016804",0.0447537926133212,0.971499331321768,0.999448381576871,143,-23.42,"2 17","207 229",16,"68.75%","75.00%"
"3284",1208982,"Cluster_4629","Peve_00019783",-0.536885542400611,0.639201390716446,0.978262075707395,143,-20.14,"2 20","190 211",18,"55.56%","72.22%"
"3285",1209379,"Cluster_1140","Peve_00028907",0.36622864514177,0.761297608896258,0.988573333522262,171,-20.76,"2 21","396 418",20,"80.00%","85.00%"
"3286",1209984,"Cluster_7855","Peve_00001724",-0.987459331375478,0.100927699888151,0.978262075707395,170,-21.76,"2 21","877 897",19,"78.95%","89.47%"
"3287",1210683,"Cluster_796","Peve_00009262",0.989459322504583,0.0925148827755738,0.978262075707395,159,-23.13,"2 18","63 83",16,"81.25%","87.50%"
"3288",1210731,"Cluster_2787","Peve_00009264",-0.00382968334855694,0.997561941898757,0.999448381576871,165,-22.98,"2 18","944 965",16,"81.25%","87.50%"
"3289",1210989,"Cluster_13502","Peve_00018789",0.992150427777663,0.0798183251899059,0.978262075707395,155,-20.48,"2 21","652 674",20,"70.00%","75.00%"
"3290",1211184,"Cluster_4079","Peve_00018782",0.0984461889489942,0.937225531717993,0.999448381576871,146,-23.78,"2 21","384 404",19,"57.89%","78.95%"
"3291",1211251,"Cluster_9983","Peve_00018785",0.498751907423741,0.667583764936494,0.978262075707395,152,-22.16,"2 20","217 237",19,"73.68%","78.95%"
"3292",1211457,"Cluster_4629","Peve_00031109",-0.85653026233518,0.345231055735315,0.978262075707395,163,-26.13,"2 21","550 572",20,"75.00%","80.00%"
"3293",1211523,"Cluster_10061","Peve_00031102",0.210587796116825,0.864924435404251,0.996660710141104,182,-21.87,"2 21","132 152",19,"89.47%","94.74%"
"3294",1211587,"Cluster_2854","Peve_00031100",-0.410031805876223,0.731035190974532,0.984754300351916,159,-20.17,"2 21","313 330",19,"78.95%","78.95%"
"3296",1211796,"Cluster_11134","Peve_00031104",-0.374980314867206,0.755298931320386,0.988219883885475,158,-25.82,"2 21","791 814",21,"71.43%","80.95%"
"3297",1212354,"Cluster_4079","Peve_00005727",0.799159103512773,0.410556916500702,0.978262075707395,154,-25.85,"2 20","942 970",25,"64.00%","72.00%"
"3298",1212426,"Cluster_11134","Peve_00007763",-0.441445493844879,0.708931713859261,0.978371401018449,151,-20.85,"2 21","765 787",20,"60.00%","80.00%"
"3299",1213236,"Cluster_11134","Peve_00007495",0.48768105234402,0.675685805574821,0.978262075707395,167,-28.4,"2 18","57 77",16,"87.50%","93.75%"
"3300",1213610,"Cluster_1167","Peve_00042442",0.999909726776791,0.00855416971793915,0.573710369894872,149,-21.05,"2 14","426 447",12,"83.33%","83.33%"
"3301",1213937,"Cluster_6904","Peve_00023169",-0.97388445374661,0.145812376801884,0.978262075707395,153,-20.16,"2 21","435 456",20,"70.00%","80.00%"
"3302",1213968,"Cluster_796","Peve_00024434",0.992682391647243,0.0770628188392379,0.978262075707395,151,-21.88,"2 14","370 390",12,"91.67%","91.67%"
"3303",1213977,"Cluster_4629","Peve_00024434",-0.252215839158609,0.837681411546308,0.995934364227446,156,-23.55,"2 21","720 741",19,"57.89%","84.21%"
"3304",1214711,"Cluster_8884","Peve_00037191",-0.483186216280068,0.678958817412358,0.978262075707395,154,-20.09,"2 20","356 373",18,"77.78%","83.33%"
"3305",1214712,"Cluster_8887","Peve_00037191",-0.70589368548661,0.501091235138794,0.978262075707395,154,-20.45,"2 20","356 373",18,"77.78%","83.33%"
"3306",1214713,"Cluster_8888","Peve_00037191",-0.999035100566406,0.0279686222680646,0.900066868667072,154,-22.08,"2 20","356 373",18,"77.78%","83.33%"
"3307",1214862,"Cluster_15726","Peve_00037195",-0.622764901220157,0.572018616303572,0.978262075707395,170,-21.57,"2 15","960 981",13,"100.00%","100.00%"
"3308",1215462,"Cluster_4629","Peve_00023727",0.0417143738151293,0.973436097109933,0.999448381576871,145,-20.51,"2 10","856 877",8,"100.00%","100.00%"
"3309",1216284,"Cluster_7855","Peve_00023543",0.886752509917312,0.305911518575853,0.978262075707395,157,-22.27,"2 21","356 375",19,"68.42%","84.21%"
"3311",1216666,"Cluster_29","Peve_00010770",-0.82768702264147,0.379312585878726,0.978262075707395,147,-21,"2 18","407 435",23,"69.57%","69.57%"
"3312",1217121,"Cluster_2787","Peve_00036713",0.867933894665659,0.330895275232091,0.978262075707395,164,-20.34,"2 21","939 960",19,"68.42%","84.21%"
"3313",1217798,"Cluster_2882","Peve_00020168",0.829552508820929,0.377191141695678,0.978262075707395,151,-21.67,"2 16","691 712",14,"71.43%","85.71%"
"3314",1218000,"Cluster_9149","Peve_00017201",0.0947112047319669,0.939614465379726,0.999448381576871,141,-20.02,"2 10","50 71",8,"87.50%","100.00%"
"3315",1218522,"Cluster_4629","Peve_00011917",0.237578803364246,0.847292407621627,0.995934364227446,153,-21.45,"2 19","90 113",19,"73.68%","73.68%"
"3316",1218698,"Cluster_2882","Peve_00011918",-0.988642059033958,0.0960410369702061,0.978262075707395,156,-21.71,"2 20","538 559",19,"73.68%","84.21%"
"3317",1219440,"Cluster_9149","Peve_00041211",-0.5,0.666666666666667,0.978262075707395,161,-22.31,"2 19","558 580",18,"77.78%","83.33%"
"3318",1219849,"Cluster_10934","Peve_00044790",-0.299955771724092,0.806056147875003,0.995934364227446,155,-21.75,"2 16","596 617",14,"78.57%","85.71%"
"3319",1220267,"Cluster_589","Peve_00042748",-0.85242228903962,0.350265372169963,0.978262075707395,155,-21.13,"2 12","32 53",10,"100.00%","100.00%"
"3320",1220554,"Cluster_6906","Peve_00042741",-0.686063329690759,0.518674561276582,0.978262075707395,150,-20.04,"2 15","876 897",13,"76.92%","84.62%"
"3321",1220676,"Cluster_2787","Peve_00042744",0.49482436504166,0.67046478402797,0.978262075707395,154,-21.92,"2 16","491 513",15,"80.00%","86.67%"
"3322",1220982,"Cluster_15726","Peve_00026787",-0.766453914217237,0.444038748322982,0.978262075707395,169,-21.56,"2 19","91 113",18,"83.33%","88.89%"
"3323",1221002,"Cluster_6904","Peve_00026780",-0.971489221432164,0.152383145839597,0.978262075707395,147,-20.46,"2 17","369 393",18,"72.22%","72.22%"
"3324",1221031,"Cluster_29","Peve_00026782",0.845765921359971,0.358287876611037,0.978262075707395,168,-20.55,"2 21","92 113",19,"78.95%","78.95%"
"3326",1221371,"Cluster_8884","Peve_00012322",-0.649662065298932,0.549820801227856,0.978262075707395,146,-20.12,"2 20","765 787",20,"65.00%","70.00%"
"3327",1221371,"Cluster_8884","Peve_00012322",-0.649662065298932,0.549820801227856,0.978262075707395,146,-20.12,"2 20","85 107",20,"65.00%","70.00%"
"3328",1221375,"Cluster_9149","Peve_00012322",0.0133958479636029,0.991471683239817,0.999448381576871,153,-20.66,"2 19","796 818",18,"66.67%","83.33%"
"3329",1221452,"Cluster_6904","Peve_00015111",-0.28749280295166,0.814356520237481,0.995934364227446,147,-20.22,"2 13","296 318",12,"83.33%","91.67%"
"3330",1221915,"Cluster_9149","Peve_00001176",-0.781214490118773,0.429201023777014,0.978262075707395,174,-28.6,"2 20","356 378",19,"84.21%","89.47%"
"3331",1221999,"Cluster_7855","Peve_00026256",-0.499097332039645,0.667330023155847,0.978262075707395,166,-20.33,"2 15","1 14",13,"92.31%","100.00%"
"3332",1222218,"Cluster_6905","Peve_00026250",-0.929945104908788,0.239708228175045,0.978262075707395,143,-20.35,"2 18","714 734",16,"68.75%","75.00%"
"3334",1222604,"Cluster_16498","Peve_00014248",-0.00254793453326163,0.998377932742355,0.999661203410867,157,-20.78,"2 21","276 295",19,"68.42%","84.21%"
"3335",1223187,"Cluster_15726","Peve_00011148",-0.5,0.666666666666667,0.978262075707395,175,-30.29,"2 21","244 266",20,"85.00%","85.00%"
"3336",1223721,"Cluster_11134","Peve_00014936",-0.121551639103005,0.922425993975528,0.999448381576871,154,-22.61,"2 16","35 58",16,"81.25%","81.25%"
"3337",1223984,"Cluster_8988","Peve_00035738",0.944201287357313,0.213671999960123,0.978262075707395,158,-20.16,"2 20","74 98",21,"71.43%","76.19%"
"3338",1224680,"Cluster_1167","Peve_00030529",0.826191577766456,0.381005715482744,0.978262075707395,147,-20.66,"2 12","175 196",10,"90.00%","90.00%"
"3339",1224766,"Cluster_29","Peve_00022060",0.278903426048916,0.820058126046293,0.995934364227446,162,-20.17,"2 19","35 56",17,"70.59%","88.24%"
