transcript_id,RNA-POR-71,RNA-POR-73,RNA-POR-76,RNA-POR-79,RNA-POR-82
mrna-15944,422,133,494,245,512
mrna-15945,0,0,0,15,0
mrna-15946,70,26,18,40,67
mrna-15947,50,28,0,0,0
mrna-33891,0,0,0,0,0
mrna-15259,123,189,690,129,184
mrna-09978,213,218,251,95,200
mrna-09979,255,35,111,92,358
mrna-09974,2456,1192,4930,1935,3276
mrna-09975,0,0,0,20,0
mrna-09976,211,46,92,58,115
mrna-09977,112,108,375,6,15
mrna-09970,8198,1712,5335,3547,7789
mrna-09971,13,2,22,0,33
mrna-09972,0,0,0,0,0
mrna-09973,380,210,711,267,262
mrna-02012,2394,1218,4600,1625,3282
mrna-02013,67,18,401,23,58
mrna-02010,48,4,138,19,66
mrna-02011,3754,1852,5982,3370,7343
mrna-02016,0,0,0,0,0
mrna-05049,8,193,111,72,20
mrna-02014,200,103,242,81,76
mrna-02015,744,286,694,249,404
mrna-05044,30,18,22,11,24
mrna-05045,0,0,0,0,23
mrna-05046,0,0,0,0,0
mrna-02019,115,20,483,205,112
mrna-05040,0,0,0,0,0
mrna-05041,1754,814,2388,1285,1474
mrna-05042,5,0,0,0,0
mrna-05043,0,0,0,5,0
mrna-31010,63,54,85,41,80
mrna-00705,17,0,31,0,10
mrna-00706,9,0,61,9,0
mrna-00707,16,13,0,0,7
mrna-00700,17,0,21,0,76
mrna-00701,385,371,890,173,568
mrna-00702,2116,864,5764,2344,4273
mrna-00703,634,293,2109,536,433
mrna-31018,74,59,36,12,59
mrna-31019,0,0,0,0,0
mrna-00708,77,180,1024,63,262
mrna-00709,112,3,0,18,47
mrna-39227,15759,7102,30418,11181,13437
mrna-39226,0,0,0,0,0
mrna-39225,0,0,0,16,0
mrna-39224,84,36,299,105,162
mrna-39223,362,176,886,172,416
mrna-39222,1677,500,1569,921,2618
mrna-39221,463,246,552,384,698
mrna-39220,0,0,0,0,0
mrna-39229,82,26,171,56,82
mrna-39228,104,24,132,42,57
mrna-03055,4,0,0,13,0
mrna-03054,0,0,0,0,0
mrna-03057,0,46,66,10,39
mrna-03056,56,26,0,51,106
mrna-03051,0,0,0,0,0
mrna-03050,50,40,215,2,231
mrna-03053,3,4,13,0,37
mrna-03052,44,28,191,1,220
mrna-03059,0,221,620,22,179
mrna-03058,252,290,225,0,182
mrna-06669,69,36,277,66,82
mrna-06668,7207,3682,3845,3318,7489
mrna-15256,305,155,454,125,297
mrna-06665,59,17,272,34,110
mrna-06664,0,24,0,0,0
mrna-06667,963,466,783,479,732
mrna-06666,2281,290,1393,336,1133
mrna-06661,686,5,409,0,37
mrna-06660,778,146,851,108,575
mrna-06663,455,170,669,400,437
mrna-06662,38,0,0,0,3
mrna-24049,21,27,1000,70,40
mrna-08499,0,0,0,0,0
mrna-25758,0,0,0,0,0
mrna-25759,8,0,0,0,37
mrna-25756,36,23,184,37,53
mrna-25757,7,0,0,0,0
mrna-25754,41,27,272,44,56
mrna-25755,10,0,0,7,21
mrna-25752,61,0,139,0,4
mrna-25753,16,0,39,31,0
mrna-25750,210,0,0,8,16
mrna-25751,1033,827,1827,454,1558
mrna-39483,708,13,185,225,190
mrna-24041,966,372,1250,460,1151
mrna-39481,0,0,1,0,0
mrna-15250,52,12,164,0,43
mrna-39487,184,95,804,285,329
mrna-39486,69,37,696,100,201
mrna-39485,64,22,43,30,68
mrna-24040,238,370,164,248,160
mrna-39489,404,112,330,187,462
mrna-39488,217,29,356,320,637
mrna-24043,32,0,0,0,130
mrna-30761,0,0,0,0,0
mrna-30760,136,7,31,11,45
mrna-30763,0,0,125,0,0
mrna-24042,196,559,630,108,314
mrna-30765,58,38,293,45,68
mrna-30764,3,38,40,62,41
mrna-30767,34,3,40,4,35
mrna-30766,40,3,84,50,9
mrna-30769,0,0,0,0,2
mrna-30768,60,427,150,47,170
mrna-24044,171,8,282,64,332
mrna-38574,219,290,1046,155,428
mrna-38575,446,302,386,146,406
mrna-38576,36,17,14,18,24
mrna-38577,4174,941,3036,2638,4519
mrna-38570,2776,1171,2417,1110,3113
mrna-08496,0,0,0,0,0
mrna-38572,384,374,728,366,831
mrna-38573,1863,1014,370,1190,2647
mrna-08497,29,63,72,8,26
mrna-38578,665,290,482,900,842
mrna-38579,2022,635,860,848,1856
mrna-28266,807,70,426,307,645
mrna-07532,1455,525,1248,625,1760
mrna-07533,141,72,463,177,133
mrna-07530,88,64,268,59,104
mrna-07531,5,0,0,19,35
mrna-07536,14,6,20,17,60
mrna-07537,286,30,204,53,255
mrna-07534,185,106,1030,231,329
mrna-07535,0,0,40,0,13
mrna-38686,0,5,138,0,11
mrna-38687,0,0,0,0,0
mrna-07538,1295,549,3950,1240,1802
mrna-07539,84881,71020,209944,50193,67028
mrna-38682,0,0,0,0,7
mrna-38683,0,0,0,15,5
mrna-38680,45,13,85,2,16
mrna-38681,141,50,424,105,166
mrna-28263,0,5,0,0,0
mrna-22191,47,5,0,0,24
mrna-22190,0,0,0,0,0
mrna-22193,521,142,81,173,723
mrna-22192,43,73,0,0,0
mrna-22195,454,665,283,180,1196
mrna-22194,0,11,0,0,0
mrna-22197,27,4,0,33,44
mrna-22196,109,70,409,32,63
mrna-22199,2198,1093,2883,938,2893
mrna-22198,0,0,0,0,0
mrna-02838,94,95,249,121,252
mrna-02839,195,52,546,183,273
mrna-36358,13,6,24,9,0
mrna-36359,550,151,1540,369,526
mrna-02834,8,0,219,6,732
mrna-02835,0,0,38,0,0
mrna-02836,75,349,4,22,0
mrna-02837,0,0,18,0,150
mrna-02830,628,390,781,415,539
mrna-02831,74,25,0,9,21
mrna-02832,60,42,0,17,22
mrna-36351,116,25,174,5,46
mrna-00083,203,38,286,27,199
mrna-00082,163,89,236,94,281
mrna-00081,32,34,0,12,69
mrna-00080,0,0,0,0,0
mrna-00087,90,28,264,108,44
mrna-00086,590,231,1355,198,0
mrna-00085,2165,643,3161,1395,2400
mrna-00084,94,25,213,20,111
mrna-00089,82,90,267,53,194
mrna-00088,99,19,280,97,0
mrna-34840,0,0,0,0,0
mrna-34841,4,0,43,0,3
mrna-34842,24,0,0,0,0
mrna-34843,6,0,217,12,39
mrna-34844,297,236,1125,259,364
mrna-34845,24,0,155,0,0
mrna-34846,0,0,0,0,0
mrna-34847,18,0,0,5,20
mrna-34848,177,62,219,59,270
mrna-34849,6,0,0,0,12
mrna-05191,0,0,0,0,6
mrna-29184,0,0,0,0,0
mrna-26478,10,28,0,9,0
mrna-26479,5,5,0,21,11
mrna-26476,0,0,0,5,3
mrna-26477,204,35,326,111,264
mrna-26474,70,33,100,12,119
mrna-26475,0,0,26,0,0
mrna-26472,55,0,34,18,2
mrna-26473,26,4,168,35,0
mrna-28268,601,152,545,349,726
mrna-26471,50,8,647,121,17
mrna-20139,0,0,0,0,0
mrna-20138,0,0,0,0,0
mrna-20135,6,4,0,4,2
mrna-20134,0,0,0,0,0
mrna-20137,0,0,0,0,0
mrna-20136,0,0,0,0,0
mrna-20131,0,0,0,0,2
mrna-20130,0,0,0,0,0
mrna-20133,19,4,0,0,14
mrna-20132,0,0,0,0,0
mrna-24830,91,52,111,47,83
mrna-24831,113,23,59,29,189
mrna-24832,0,0,0,0,0
mrna-24833,0,0,0,0,0
mrna-24834,0,0,0,0,2
mrna-24835,634,354,778,204,646
mrna-24836,0,0,89,0,0
mrna-24837,101,37,96,46,85
mrna-24838,53,8,124,37,88
mrna-24839,3,0,0,0,12
mrna-01028,0,0,0,0,0
mrna-01029,158,40,41,238,45
mrna-01022,143,102,504,91,236
mrna-01023,2892,894,1052,1181,4643
mrna-01020,196,100,450,84,205
mrna-01021,451,244,920,271,631
mrna-01026,0,0,0,0,0
mrna-01027,376,99,915,377,503
mrna-01024,7964,1958,4184,2507,8914
mrna-01025,404,181,474,204,383
mrna-35078,26,0,48,0,0
mrna-35079,0,7,0,0,0
mrna-35076,0,0,0,0,0
mrna-35077,17,1,0,4,6
mrna-35074,2,0,0,3,9
mrna-35075,1,0,0,0,1
mrna-35072,162,3,680,77,144
mrna-35073,0,0,0,0,0
mrna-35070,0,0,0,0,4
mrna-35071,0,0,0,0,36
mrna-10543,0,0,0,0,0
mrna-10542,0,0,22,0,0
mrna-31029,0,0,0,0,128
mrna-34132,0,21,93,17,14
mrna-31028,7,9,0,0,108
mrna-34133,0,0,0,2,0
mrna-10547,332,111,450,273,654
mrna-10546,31,11,155,43,139
mrna-21262,77,6,116,6,43
mrna-21263,176,53,389,194,159
mrna-21260,19,25,194,92,57
mrna-21261,1373,749,2776,896,1953
mrna-21266,190,0,38,36,359
mrna-21267,5163,1001,7996,2721,5232
mrna-21264,71,0,0,15,86
mrna-21265,0,0,0,0,0
mrna-16145,0,0,0,0,0
mrna-16144,0,0,0,0,0
mrna-21268,11427,3861,11659,11438,10762
mrna-21269,551,279,1209,326,328
mrna-16141,69,0,638,40,12
mrna-16140,22,14,176,24,65
mrna-16143,23,15,2,1,46
mrna-16142,0,0,0,0,5
mrna-04854,0,0,0,0,14
mrna-08551,0,0,0,0,0
mrna-08550,43,0,0,0,17
mrna-08553,87,0,246,9,16
mrna-08552,327,229,641,28,1723
mrna-08555,2002,1443,4137,2192,3097
mrna-08554,446,34,592,92,159
mrna-08557,41,1,74,17,62
mrna-08556,19,20,210,52,67
mrna-08559,233,206,241,188,267
mrna-08558,128,12,495,0,146
mrna-24168,64,20,140,4,55
mrna-24169,409,191,429,136,427
mrna-06104,4,0,0,0,0
mrna-17546,0,0,0,0,0
mrna-17349,98,0,87,0,152
mrna-09334,2,0,0,2,0
mrna-09335,0,0,38,0,5
mrna-09332,4,0,1,0,1
mrna-09333,0,2,0,0,0
mrna-08089,471,275,1790,589,513
mrna-08088,154,77,166,38,183
mrna-35928,352,73,485,137,515
mrna-09330,80,0,0,56,145
mrna-35924,793,568,1809,607,1274
mrna-35925,51,20,335,26,25
mrna-35926,0,0,0,0,0
mrna-09331,0,0,0,0,0
mrna-35920,1313,782,1635,959,1484
mrna-08086,577,44,1505,1364,223
mrna-35922,4,0,0,0,0
mrna-35923,24,0,9,11,13
mrna-19302,484,61,471,402,566
mrna-19303,374,49,351,342,465
mrna-19300,718,108,302,84,187
mrna-19301,872,159,473,197,620
mrna-19306,3,0,0,2,1
mrna-19307,79,16,43,19,76
mrna-19304,9,0,0,4,49
mrna-19305,2,0,11,21,0
mrna-19308,0,0,0,0,0
mrna-19309,5,0,0,0,0
mrna-10420,3404,0,0,3997,3267
mrna-10421,401,231,1315,268,499
mrna-10422,807,94,36,339,2136
mrna-10423,0,0,0,0,0
mrna-10424,3578,1241,4986,1054,5031
mrna-10425,354,153,809,186,492
mrna-10426,381,62,855,258,382
mrna-10427,266,135,772,146,340
mrna-10428,6608,897,1039,765,1865
mrna-10429,382,264,1137,266,694
mrna-17345,717,229,626,596,1538
mrna-18657,114,48,307,64,226
mrna-18656,121,0,152,57,74
mrna-18655,3432,551,2860,1079,5023
mrna-02392,0,0,0,0,0
mrna-18653,1748,556,3355,1252,2393
mrna-18652,1505,505,1274,585,1130
mrna-18651,47,33,146,23,70
mrna-18650,14,9,286,36,11
mrna-18659,51,0,104,26,0
mrna-18658,62,56,270,45,101
mrna-21435,0,0,17,0,0
mrna-18456,0,0,0,0,0
mrna-33188,0,0,0,0,6
mrna-33189,0,0,0,0,0
mrna-33184,6,0,0,0,2
mrna-33185,0,38,377,6,74
mrna-33186,0,16,0,4,0
mrna-33187,4627,1129,3557,2301,9374
mrna-33180,0,0,0,0,0
mrna-33181,4,0,0,0,0
mrna-33182,6,5,0,5,5
mrna-33183,0,0,0,0,0
mrna-14924,223,17,1016,223,661
mrna-19457,0,1260,117,25,29
mrna-33456,0,0,25,0,26
mrna-33457,0,0,0,0,0
mrna-33454,441,12,481,13,381
mrna-33455,71,0,0,0,168
mrna-33452,0,0,0,0,0
mrna-33453,6,0,0,0,0
mrna-33450,174,0,46,20,89
mrna-33451,0,0,0,0,13
mrna-17836,950,461,1762,441,1069
mrna-33458,0,0,0,21,44
mrna-33459,0,0,0,0,0
mrna-37566,0,0,0,1,7
mrna-37567,5,0,0,0,0
mrna-37564,0,0,0,0,0
mrna-37565,4,4,0,0,0
mrna-37562,0,0,0,0,0
mrna-37563,0,0,0,0,0
mrna-37560,44,10,24,5,36
mrna-37561,0,0,0,0,0
mrna-37568,12,40,0,0,15
mrna-37569,302,213,163,21,328
mrna-21431,1223,304,496,134,3016
mrna-17837,18940,2300,14698,7698,16140
mrna-02309,0,0,0,0,0
mrna-17835,611,49,2592,649,796
mrna-31791,19,33,3,3,16
mrna-16969,2,0,0,2,33
mrna-16968,0,0,0,0,0
mrna-16967,20,32,203,0,24
mrna-16966,3,0,108,0,0
mrna-16965,318,236,886,209,491
mrna-31790,108,250,448,0,212
mrna-16963,989,156006,800,493,680
mrna-16962,173,227,201,40,379
mrna-16961,129,3,327,34,404
mrna-16960,271,27,284,127,243
mrna-13300,312,146,392,93,550
mrna-13301,5,0,8,0,1840
mrna-13302,6,19,8,8,5710
mrna-13303,0,59,0,0,0
mrna-13304,398,311,922,280,810
mrna-13305,979,449,1384,559,919
mrna-13306,0,0,0,0,12
mrna-13307,0,0,0,0,0
mrna-13308,0,0,0,0,0
mrna-13309,7,32,0,11,0
mrna-06670,99,61,232,136,228
mrna-06671,50,22,150,25,81
mrna-23325,0,0,0,0,0
mrna-23324,0,0,0,0,1
mrna-23327,0,4,0,1,3
mrna-23326,22,0,1526,79,4
mrna-23321,0,58,0,958,0
mrna-23320,61,27,25,4,159
mrna-23323,3,0,0,0,0
mrna-23322,0,0,0,0,0
mrna-23329,3101,1263,3254,1891,5346
mrna-23328,178,0,514,254,3
mrna-19889,0,0,0,0,0
mrna-19888,0,0,0,0,0
mrna-19881,146,116,393,100,158
mrna-19880,44,0,38,0,0
mrna-19883,67,41,196,60,160
mrna-19882,6,1,6,3,12
mrna-19885,85,25,95,27,106
mrna-19884,2720,1526,8052,5651,6381
mrna-19887,4647,3487,1451,1525,6546
mrna-19886,34,4,157,3,23
mrna-00433,0,0,6,0,7
mrna-21374,0,0,0,0,0
mrna-29454,0,0,0,0,0
mrna-13876,23,47,0,45,136
mrna-13877,905,1402,228,1165,3163
mrna-13874,656,174,1210,269,596
mrna-13875,105,0,514,146,84
mrna-13872,0,0,0,0,0
mrna-13873,972,330,2127,210,1338
mrna-13870,22,7,0,5,7
mrna-13871,0,0,0,0,0
mrna-13878,118,20,132,55,182
mrna-13879,18,21,0,23,6
mrna-20678,0,0,130,19,18
mrna-20679,412,154,1030,265,608
mrna-20672,0,0,0,0,0
mrna-20673,4,0,35,8,5
mrna-20670,0,0,0,0,0
mrna-20671,572,418,1004,484,880
mrna-20676,0,0,90,10,60
mrna-20677,130,0,544,247,435
mrna-20674,52,0,89,70,150
mrna-20675,0,0,0,0,0
mrna-28319,836,335,1626,308,1440
mrna-28318,58,0,565,56,47
mrna-39979,0,0,0,0,0
mrna-39978,0,0,0,0,0
mrna-19949,0,0,0,0,0
mrna-28311,7,0,2,0,0
mrna-28310,91,44,89,45,115
mrna-28313,14,0,0,25,25
mrna-28312,221,98,488,125,277
mrna-28315,621,46,740,121,1041
mrna-28314,0,0,0,7,3
mrna-39975,22,7,0,0,28
mrna-39974,6,0,0,0,14
mrna-15096,0,0,0,0,10
mrna-15097,0,0,0,0,0
mrna-15094,192,19,75,26,271
mrna-15095,16,0,0,0,0
mrna-15092,252,0,0,0,38
mrna-15093,36,16,0,68,0
mrna-15090,11,28,17,18,15
mrna-15091,129,0,0,0,144
mrna-15098,0,0,0,2,0
mrna-15099,0,0,0,0,0
mrna-15328,0,0,0,0,0
mrna-15329,113,0,1729,52,151
mrna-15320,3,1,18,1,8
mrna-15321,0,0,5,0,0
mrna-15322,0,0,0,0,0
mrna-15323,27,12,5,27,35
mrna-15324,33,32,25,0,4
mrna-15325,324,195,738,0,462
mrna-15326,331,62,778,3,497
mrna-15327,0,0,0,0,16
mrna-11438,119,96,7,74,284
mrna-11439,638,156,2112,215,1120
mrna-11430,605,479,722,234,874
mrna-11431,0,0,0,0,0
mrna-11432,20,0,102,14,63
mrna-11433,121,58,33,79,155
mrna-11434,1149,554,840,502,1778
mrna-11435,0,0,0,0,0
mrna-11436,617,307,1346,451,704
mrna-11437,7,27,21,13,109
mrna-39499,0,0,0,0,6
mrna-28797,20,12,0,10,59
mrna-28796,2076,1241,1747,1289,2359
mrna-27776,0,1,0,0,0
mrna-27777,8,4,45,0,0
mrna-14059,198,98,99,88,219
mrna-14058,12,23,86,11,9
mrna-14051,0,70,522,122,73
mrna-14050,615,354,1533,472,643
mrna-14053,21,0,0,0,0
mrna-14052,298,185,685,24,124
mrna-14055,0,0,0,0,0
mrna-14054,0,0,0,0,0
mrna-14057,0,0,0,0,0
mrna-14056,7,0,0,0,0
mrna-10749,27,0,0,0,6
mrna-10748,131,48,157,56,127
mrna-10741,1721,1971,2949,1397,1756
mrna-10740,0,0,0,0,8
mrna-10743,26,4,0,0,10
mrna-10742,153,67,285,78,247
mrna-10745,28,4,0,21,16
mrna-10744,10,0,110,0,21
mrna-10747,1929,855,3882,1117,2478
mrna-10746,3,0,53,0,0
mrna-06009,1726,1022,874,1453,1030
mrna-06008,214,333,1313,219,384
mrna-06005,2412,1283,362,863,5220
mrna-06004,8475,1106,2013,2538,7384
mrna-06007,1029,173,556,301,618
mrna-06006,1717,586,3414,2385,1858
mrna-06001,0,1370,21,0,0
mrna-06000,845,316,1047,330,2208
mrna-06003,3973,1770,4956,2524,6193
mrna-06002,150,61,681,54,87
mrna-02939,0,0,0,0,0
mrna-02938,0,0,0,0,3
mrna-02935,151,60,299,104,168
mrna-02934,0,0,0,0,0
mrna-02937,0,12,43,4,0
mrna-02936,39,9,48,13,34
mrna-02931,121,63,314,56,142
mrna-02930,18382,4033,24978,10772,21471
mrna-02933,475,184,400,165,577
mrna-02932,206,176,629,128,258
mrna-17978,0,0,0,0,0
mrna-09581,0,0,0,0,0
mrna-09580,0,0,0,0,0
mrna-09583,66,49,379,63,157
mrna-09582,347,164,383,477,539
mrna-09585,8,9,0,0,83
mrna-09584,63,33,84,21,126
mrna-09587,215,167,1371,162,211
mrna-09586,1546,330,1121,661,1738
mrna-09589,0,0,0,0,0
mrna-09588,0,0,0,0,0
mrna-08933,0,0,0,0,0
mrna-08932,21,0,358,77,30
mrna-08931,0,0,0,0,0
mrna-40227,0,0,0,0,0
mrna-40226,0,10,0,0,0
mrna-40225,9,39,203,0,27
mrna-40224,593,0,0,85,90
mrna-40223,122,71,136,25,95
mrna-40222,0,0,0,0,9
mrna-40221,104,0,0,16,0
mrna-40220,6,0,0,4,0
mrna-08937,909,304,859,301,1249
mrna-40229,291,234,310,163,487
mrna-11682,35,0,0,24,180
mrna-04698,0,0,0,0,0
mrna-04699,0,12,76,17,17
mrna-11681,284,24,751,130,56
mrna-04692,0,0,0,0,0
mrna-04693,0,0,0,0,0
mrna-04690,98,41,146,137,60
mrna-04691,15,0,241,13,16
mrna-04696,0,0,0,0,0
mrna-04697,3,4,20,0,25
mrna-04694,0,0,0,0,0
mrna-04695,29,0,0,0,70
mrna-07352,0,45,0,0,0
mrna-07353,23,0,101,16,0
mrna-07350,0,212,0,0,0
mrna-07351,3,460,0,2,16
mrna-07356,18,0,44,0,0
mrna-07357,3,11,19,20,7
mrna-07354,42,7,193,21,0
mrna-07355,11,12,0,0,7
mrna-07358,183,176,162,257,291
mrna-07359,108,0,171,39,70
mrna-33861,14,0,0,20,88
mrna-04528,0,0,0,0,1
mrna-04529,0,0,0,0,0
mrna-04524,206,22,596,33,261
mrna-04525,0,0,0,0,0
mrna-04526,0,0,0,0,0
mrna-04527,1,0,0,0,0
mrna-04520,8,4,90,0,16
mrna-04521,14390,3707,11439,6474,11169
mrna-04522,2,0,36,0,0
mrna-04523,55,9,13,0,39
mrna-02203,0,6,0,0,7
mrna-02202,271,136,139,182,374
mrna-02201,701,202,683,345,1655
mrna-02200,101,67,115,44,133
mrna-02207,78,58,87,29,209
mrna-02206,24,0,4,0,12
mrna-02205,0,0,0,0,0
mrna-02204,46,29,0,2,60
mrna-02209,0,0,0,0,0
mrna-02208,123,196,0,77,309
mrna-33869,374,66,28,136,217
mrna-02308,0,0,0,0,0
mrna-24364,0,0,0,5,7
mrna-24365,224,156,446,160,126
mrna-24366,1619,657,2795,498,1455
mrna-24367,58,20,145,24,106
mrna-24360,4,13,7,2591,2159
mrna-24361,146,115,399,146,205
mrna-24362,0,0,0,0,0
mrna-24363,0,0,0,0,0
mrna-24368,0,0,0,0,4
mrna-24369,318,27,99,59,672
mrna-39289,0,0,0,0,0
mrna-02307,15,0,0,0,0
mrna-00234,0,0,0,0,0
mrna-06588,49,25,391,79,180
mrna-34236,213,109,421,162,334
mrna-34235,154,122,279,48,252
mrna-00516,1226,1097,851,730,1952
mrna-34233,0,0,0,0,0
mrna-31604,6554,5369,35556,4963,7876
mrna-00513,290,398,350,161,987
mrna-31606,520,321,1623,480,848
mrna-06580,273,181,385,201,315
mrna-06581,35,14,271,23,88
mrna-06582,611,760,1459,405,810
mrna-06583,0,49,198,34,119
mrna-06584,129,57,230,52,167
mrna-06585,995,458,2273,1592,1550
mrna-06586,118,0,84,45,80
mrna-34238,1817,847,2121,1101,2810
mrna-38725,2939,904,2042,1159,4270
mrna-38724,54,0,118,28,25
mrna-38727,12,0,34,26,5
mrna-38726,6,0,83,45,24
mrna-26036,0,28,114,17,134
mrna-38720,0,0,0,0,20
mrna-38723,895,417,873,377,1761
mrna-38722,18,6,0,0,14
mrna-38729,0,0,0,0,0
mrna-38728,664,314,1222,326,672
mrna-07766,0,0,0,0,0
mrna-25095,27,28,105,52,99
mrna-25094,15,2,37,0,20
mrna-25097,1845,895,2550,1010,3652
mrna-25096,484,87,1417,720,365
mrna-25091,187,25,237,88,262
mrna-25090,499,264,674,477,533
mrna-25093,17,11,96,0,22
mrna-25092,345,978,893,388,919
mrna-00237,0,0,0,3,0
mrna-25099,20,0,0,0,5
mrna-25098,881,265,900,431,1719
mrna-38673,0,0,0,0,0
mrna-26034,135,76,334,28,226
mrna-00230,0,0,0,0,14
mrna-38672,0,0,0,0,0
mrna-25549,0,0,0,0,0
mrna-25548,21,0,120,36,51
mrna-25547,0,0,0,0,0
mrna-25546,0,0,0,0,0
mrna-25545,13753,31,182,19,107
mrna-25544,268,0,0,0,0
mrna-25543,548,337,794,256,476
mrna-25542,193,79,176,72,200
mrna-25541,21,26,0,6,78
mrna-25540,363,242,696,138,413
mrna-37764,0,0,0,0,5
mrna-37765,1,1,0,0,0
mrna-37766,356,92,1474,368,444
mrna-37767,111,11,117,28,48
mrna-37760,3,2,3,1,9
mrna-37761,0,0,0,4,35
mrna-37762,85,0,0,0,19
mrna-37763,0,0,0,0,0
mrna-18307,18,25,15,6,45
mrna-37768,0,0,0,0,0
mrna-37769,41,0,94,6,40
mrna-36495,0,19,0,0,0
mrna-36494,349,309,95,67,158
mrna-36497,2190,1167,443,1836,1384
mrna-36496,0,109,0,0,0
mrna-36491,2036,1201,654,584,2078
mrna-36490,0,0,0,0,0
mrna-36493,0,1181,0,7,24
mrna-36492,77,51,153,49,99
mrna-35616,0,0,0,0,27
mrna-35617,8,0,0,0,3
mrna-35614,11,0,0,0,0
mrna-35615,6,0,0,0,0
mrna-36499,577,283,1655,449,626
mrna-35613,51,26,0,0,128
mrna-38670,0,0,0,0,0
mrna-35611,0,0,0,0,3
mrna-30268,8909,4086,6830,4022,9952
mrna-30269,2023,1014,2115,819,2097
mrna-00233,0,0,0,0,0
mrna-30260,1007,867,1768,545,1010
mrna-30261,27474,6343,41408,14970,34816
mrna-30262,0,0,4,7,19
mrna-30263,0,0,0,0,0
mrna-30264,14,0,41,11,10
mrna-30265,0,0,0,0,3
mrna-30266,0,0,0,10,17
mrna-30267,669,197,3232,965,676
mrna-26030,0,0,0,0,0
mrna-16027,0,0,0,0,0
mrna-33517,3277,2306,3202,2319,5050
mrna-33516,369,97,407,300,191
mrna-33515,45,12,0,0,58
mrna-33514,99,17,20,2,105
mrna-33513,0,0,0,0,0
mrna-33512,147,45,248,24,110
mrna-33511,111,23,829,46,816
mrna-33510,240,247,1410,117,1649
mrna-33519,7777,4366,5966,5249,14686
mrna-33518,524,254,408,312,631
mrna-04137,86,0,861,148,95
mrna-22018,0,0,0,0,23
mrna-22019,202,165,615,145,354
mrna-18414,0,0,0,0,0
mrna-22014,214,30,72,66,21
mrna-22015,105,56,796,117,176
mrna-22016,110,76,93,83,118
mrna-22017,66,28,360,56,96
mrna-22010,29,57,0,8,43
mrna-18417,8,3,0,0,14
mrna-22012,88,57,305,183,47
mrna-22013,138,0,114,83,0
mrna-04134,0,0,0,0,0
mrna-04133,0,0,0,0,0
mrna-04132,0,0,0,0,0
mrna-18413,0,0,0,0,7
mrna-18412,22,5,0,0,37
mrna-18306,248,839,1059,193,981
mrna-36149,0,0,0,0,0
mrna-36148,36,11,48,0,0
mrna-36147,683,207,432,122,869
mrna-36146,93,26,251,18,152
mrna-36145,29,9,0,43,18
mrna-36144,275,201,1270,200,373
mrna-36143,1586,151,1259,544,670
mrna-36142,1241,194,785,569,780
mrna-36141,1815,460,2904,1516,1600
mrna-36140,63,36,137,7,8
mrna-23659,49,54,104,27,42
mrna-23658,32,0,157,18,26
mrna-23655,0,0,0,0,0
mrna-23654,0,0,0,0,0
mrna-23657,21,12,0,0,0
mrna-23656,0,0,0,0,0
mrna-23651,0,0,0,0,0
mrna-23650,0,0,0,0,0
mrna-23653,0,0,0,0,0
mrna-23652,0,0,0,0,0
mrna-27790,0,0,0,0,0
mrna-32645,22,0,0,0,0
mrna-32646,5,0,0,0,0
mrna-32647,199,57,199,41,181
mrna-32640,10,9,27,20,17
mrna-32641,0,0,50,0,0
mrna-32642,0,0,0,0,13
mrna-27797,12,12,5,14,83
mrna-27798,19329,9711,902,9286,11306
mrna-27799,67,37,78,5,14
mrna-32648,7,0,0,0,8
mrna-32649,279,76,761,120,209
mrna-20246,0,0,0,0,0
mrna-20245,0,0,0,0,0
mrna-17179,0,0,0,0,2
mrna-17178,3496,1531,8699,2568,4229
mrna-17173,0,0,0,0,0
mrna-17172,0,0,0,0,0
mrna-17171,28,2,32,21,18
mrna-17170,109,135,11,111,228
mrna-17177,0,0,119,89,49
mrna-17176,1155,740,2486,1222,1150
mrna-17175,26,4,166,11,16
mrna-17174,581,242,667,300,702
mrna-04726,0,0,0,0,0
mrna-20302,713,879,873,372,1014
mrna-20303,11,0,0,4,0
mrna-20300,25,6,38,0,203
mrna-20301,0,0,0,0,0
mrna-20306,351,40,520,0,204
mrna-20307,0,0,0,0,33
mrna-20304,0,0,0,0,0
mrna-20305,14,0,0,0,6
mrna-20308,0,10,63,0,31
mrna-20309,35,315,0,0,870
mrna-29420,126,61,212,0,101
mrna-29421,17,54,219,0,60
mrna-29422,0,0,0,0,0
mrna-29423,5,0,0,3,0
mrna-29424,150,69,218,46,101
mrna-29425,107,21,34,13,135
mrna-29426,433,48,153,115,517
mrna-29427,0,0,0,0,0
mrna-29428,0,7,0,11,14
mrna-29429,218,132,115,231,198
mrna-21657,0,0,0,0,0
mrna-21656,24,0,0,154,0
mrna-21655,0,0,0,0,6
mrna-21654,0,0,0,0,0
mrna-21653,637,99,254,84,905
mrna-21652,324,394,453,143,375
mrna-21651,0,0,0,73,0
mrna-21650,0,0,0,0,0
mrna-13159,0,0,0,0,0
mrna-21659,0,0,0,0,0
mrna-21658,34,0,59,22,93
mrna-25936,0,0,0,0,9
mrna-25937,0,0,73,0,0
mrna-25934,321,268,109,612,1639
mrna-25935,124,81,143,31,69
mrna-25932,0,0,0,0,0
mrna-25933,892,414,1608,620,1311
mrna-25930,7,4,0,0,11
mrna-25931,0,0,0,0,0
