feature_type,feature_id,genomic_context_binary,genomic_context_proportional,max_prop,TE_exonic_prop,TE_intronic_prop,exon_prop,intron_prop,TE_intergenic_prop,intergenic_prop
lncRNA_promoter,lncRNA_16324,TE_intergenic,intergenic,0.702,0,0,0,0,0.298,0.702
lncRNA_promoter,lncRNA_16325,TE_intergenic,intergenic,0.81,0,0,0,0,0.19,0.81
lncRNA_promoter,lncRNA_16326,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16327,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16328,TE_intergenic,TE_intergenic,0.725,0,0,0,0,0.725,0.275
lncRNA_promoter,lncRNA_16329,TE_intergenic,intergenic,0.593,0,0,0,0,0.407,0.593
lncRNA_promoter,lncRNA_16330,TE_intergenic,intergenic,0.834,0,0,0,0,0.166,0.834
lncRNA_promoter,lncRNA_16331,TE_intergenic,intergenic,0.984,0,0,0,0,0.016,0.984
lncRNA_promoter,lncRNA_16332,TE_intergenic,intergenic,0.904,0,0,0,0,0.096,0.904
lncRNA_promoter,lncRNA_16333,TE_intergenic,intergenic,0.899,0,0,0,0,0.101,0.899
lncRNA_promoter,lncRNA_16334,TE_intergenic,intergenic,0.884,0,0,0,0,0.116,0.884
lncRNA_promoter,lncRNA_16335,exon,intron,0.576,0,0,0.066,0.576,0,0.358
lncRNA_promoter,lncRNA_16336,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16337,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16338,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16339,TE_intronic,intron,0.861,0,0.139,0,0.861,0,0
lncRNA_promoter,lncRNA_16340,TE_intronic,intron,0.832,0,0.168,0,0.832,0,0
lncRNA_promoter,lncRNA_16341,TE_intronic,intron,0.545,0,0.261,0.194,0.545,0,0
lncRNA_promoter,lncRNA_16342,TE_intronic,intron,0.528,0,0.009,0.463,0.528,0,0
lncRNA_promoter,lncRNA_16343,TE_intergenic,intergenic,0.969,0,0,0,0,0.031,0.969
lncRNA_promoter,lncRNA_16344,TE_intergenic,intergenic,0.588,0,0,0,0,0.412,0.588
lncRNA_promoter,lncRNA_16345,TE_intergenic,intergenic,0.959,0,0,0,0,0.041,0.959
lncRNA_promoter,lncRNA_16346,exon,intron,0.967,0,0,0.033,0.967,0,0
lncRNA_promoter,lncRNA_16347,TE_intergenic,intergenic,0.548,0,0,0,0,0.452,0.548
lncRNA_promoter,lncRNA_16348,exon,exon,1,0,0,1,0,0,0
lncRNA_promoter,lncRNA_16349,TE_intergenic,intergenic,0.965,0,0,0,0,0.035,0.965
lncRNA_promoter,lncRNA_16350,exon,exon,0.787,0,0,0.787,0.212,0,0
lncRNA_promoter,lncRNA_16351,TE_intergenic,TE_intergenic,0.85,0,0,0,0,0.85,0.15
lncRNA_promoter,lncRNA_16352,TE_intergenic,intergenic,0.924,0,0,0,0,0.076,0.924
lncRNA_promoter,lncRNA_16353,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16354,TE_intergenic,intergenic,0.747,0,0,0,0,0.253,0.747
lncRNA_promoter,lncRNA_16355,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16356,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16357,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_16358,TE_intergenic,intergenic,0.966,0,0,0,0,0.034,0.966
lncRNA_promoter,lncRNA_16359,TE_intergenic,intergenic,0.753,0,0,0,0,0.247,0.753
lncRNA_promoter,lncRNA_16360,TE_intergenic,intergenic,0.623,0,0,0,0,0.377,0.623
lncRNA_promoter,lncRNA_16361,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_16362,TE_intronic,intron,0.554,0,0.427,0.019,0.554,0,0
lncRNA_promoter,lncRNA_16363,TE_intronic,intron,0.688,0,0.15,0.162,0.688,0,0
lncRNA_promoter,lncRNA_16364,TE_intronic,intron,0.826,0,0.079,0.095,0.826,0,0
lncRNA_promoter,lncRNA_16365,TE_exonic,intron,0.613,0.146,0.218,0.023,0.613,0,0
lncRNA_promoter,lncRNA_16366,TE_exonic,intron,0.705,0.039,0.256,0,0.705,0,0
lncRNA_promoter,lncRNA_16367,TE_intergenic,intergenic,0.934,0,0,0,0,0.066,0.934
lncRNA_promoter,lncRNA_16368,TE_intergenic,intergenic,0.952,0,0,0,0,0.048,0.952
lncRNA_promoter,lncRNA_16369,TE_intergenic,intergenic,0.69,0,0,0,0,0.31,0.69
lncRNA_promoter,lncRNA_16370,TE_intergenic,intergenic,0.623,0,0,0,0,0.377,0.623
lncRNA_promoter,lncRNA_16371,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_16372,intron,intron,1,0,0,0,1,0,0
lncRNA_promoter,lncRNA_16373,TE_intronic,intron,0.824,0,0.176,0,0.824,0,0
lncRNA_promoter,lncRNA_16374,TE_intronic,intron,0.892,0,0.108,0,0.892,0,0
lncRNA_promoter,lncRNA_16375,TE_intronic,intron,0.963,0,0.037,0,0.963,0,0
lncRNA_promoter,lncRNA_16376,TE_intronic,intron,0.943,0,0.057,0,0.943,0,0
lncRNA_promoter,lncRNA_16377,TE_intronic,intron,0.85,0,0.15,0,0.85,0,0
lncRNA_promoter,lncRNA_16378,TE_intergenic,intergenic,0.957,0,0,0,0,0.043,0.957
lncRNA_promoter,lncRNA_16379,TE_intergenic,intergenic,0.574,0,0,0,0,0.426,0.574
lncRNA_promoter,lncRNA_16380,TE_intronic,intron,0.599,0,0.196,0.205,0.599,0,0
lncRNA_promoter,lncRNA_16381,exon,intergenic,0.838,0,0,0.162,0,0,0.838
lncRNA_promoter,lncRNA_16382,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16383,TE_intronic,intron,0.708,0,0.161,0.131,0.708,0,0
lncRNA_promoter,lncRNA_16384,TE_intronic,intron,0.7,0,0.215,0.086,0.7,0,0
lncRNA_promoter,lncRNA_16385,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_promoter,lncRNA_16386,TE_intergenic,intergenic,0.762,0,0,0,0,0.238,0.762
lncRNA_promoter,lncRNA_16387,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16388,TE_intronic,intron,0.781,0,0.087,0.132,0.781,0,0
lncRNA_promoter,lncRNA_16389,TE_intergenic,intergenic,0.929,0,0,0,0,0.071,0.929
lncRNA_promoter,lncRNA_16390,TE_intergenic,intergenic,0.905,0,0,0,0,0.095,0.905
lncRNA_promoter,lncRNA_16391,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16392,TE_intergenic,TE_intergenic,0.518,0,0,0,0,0.518,0.482
lncRNA_promoter,lncRNA_16393,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16394,TE_intergenic,intergenic,0.983,0,0,0,0,0.017,0.983
lncRNA_promoter,lncRNA_16395,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16396,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16397,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16398,exon,exon,0.951,0,0,0.951,0.049,0,0
lncRNA_promoter,lncRNA_16399,TE_intergenic,intergenic,0.828,0,0,0,0,0.172,0.828
lncRNA_promoter,lncRNA_16400,TE_intronic,intron,0.906,0,0.033,0.061,0.906,0,0
lncRNA_promoter,lncRNA_16401,intron,intron,1,0,0,0,1,0,0
lncRNA_promoter,lncRNA_16402,TE_intronic,intron,0.842,0,0.06,0.098,0.842,0,0
lncRNA_promoter,lncRNA_16403,TE_intergenic,intergenic,0.839,0,0,0,0,0.161,0.839
lncRNA_promoter,lncRNA_16404,TE_intergenic,intergenic,0.93,0,0,0,0,0.07,0.93
lncRNA_promoter,lncRNA_16405,TE_intronic,intron,0.605,0,0.274,0.12,0.605,0,0
lncRNA_promoter,lncRNA_16406,TE_intergenic,intergenic,0.528,0,0,0,0,0.472,0.528
lncRNA_promoter,lncRNA_16407,TE_intergenic,TE_intergenic,0.596,0,0,0,0,0.596,0.404
lncRNA_promoter,lncRNA_16408,TE_intergenic,intergenic,0.938,0,0,0,0,0.062,0.938
lncRNA_promoter,lncRNA_16409,TE_intronic,intron,0.71,0,0.077,0.213,0.71,0,0
lncRNA_promoter,lncRNA_16410,TE_intronic,intron,0.665,0,0.301,0.034,0.665,0,0
lncRNA_promoter,lncRNA_16411,TE_intergenic,intergenic,0.94,0,0,0,0,0.06,0.94
lncRNA_promoter,lncRNA_16412,TE_intergenic,TE_intergenic,0.875,0,0,0,0,0.875,0.125
lncRNA_promoter,lncRNA_16413,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16414,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16415,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16416,TE_intronic,intron,0.577,0,0.423,0,0.577,0,0
lncRNA_promoter,lncRNA_16417,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16418,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16419,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16420,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16421,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16422,exon,intron,0.871,0,0,0.129,0.871,0,0
lncRNA_promoter,lncRNA_16423,TE_intergenic,TE_intergenic,0.71,0,0,0,0,0.71,0.29
lncRNA_promoter,lncRNA_16424,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16425,TE_intronic,intron,0.968,0,0.032,0,0.968,0,0
lncRNA_promoter,lncRNA_16426,TE_intergenic,intergenic,0.843,0,0,0,0,0.157,0.843
lncRNA_promoter,lncRNA_16427,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_promoter,lncRNA_16428,TE_intergenic,intergenic,0.736,0,0,0,0,0.264,0.736
lncRNA_promoter,lncRNA_16429,TE_intergenic,intergenic,0.627,0,0,0,0,0.373,0.627
lncRNA_promoter,lncRNA_16430,TE_intronic,intron,0.512,0,0.124,0.364,0.512,0,0
lncRNA_promoter,lncRNA_16431,TE_intergenic,intergenic,0.587,0,0,0,0,0.413,0.587
lncRNA_promoter,lncRNA_16432,TE_intergenic,TE_intergenic,0.544,0,0,0,0,0.544,0.456
lncRNA_promoter,lncRNA_16433,TE_intergenic,TE_intergenic,0.653,0,0,0,0,0.653,0.347
lncRNA_promoter,lncRNA_16434,TE_intergenic,intergenic,0.83,0,0,0,0,0.17,0.83
lncRNA_promoter,lncRNA_16435,TE_intergenic,intergenic,0.653,0,0,0,0,0.347,0.653
lncRNA_promoter,lncRNA_16436,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16437,TE_intronic,intron,0.861,0,0.139,0,0.861,0,0
lncRNA_promoter,lncRNA_16438,TE_intronic,intron,0.837,0,0.163,0,0.837,0,0
lncRNA_promoter,lncRNA_16439,TE_intronic,intron,0.672,0,0.328,0,0.672,0,0
lncRNA_promoter,lncRNA_16440,TE_intronic,intron,0.933,0,0.067,0,0.933,0,0
lncRNA_promoter,lncRNA_16441,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16442,TE_intergenic,intergenic,0.827,0,0,0,0,0.173,0.827
lncRNA_promoter,lncRNA_16443,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16444,TE_intergenic,intergenic,0.695,0,0,0,0,0.305,0.695
lncRNA_promoter,lncRNA_16445,TE_intergenic,intergenic,0.739,0,0,0,0,0.261,0.739
lncRNA_promoter,lncRNA_16446,TE_intergenic,intergenic,0.881,0,0,0,0,0.119,0.881
lncRNA_promoter,lncRNA_16447,TE_intergenic,intergenic,0.756,0,0,0,0,0.244,0.756
lncRNA_promoter,lncRNA_16448,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16449,TE_intronic,intron,0.773,0,0.207,0.02,0.773,0,0
lncRNA_promoter,lncRNA_16450,TE_intronic,exon,0.605,0,0.117,0.605,0.238,0.041,0
lncRNA_promoter,lncRNA_16451,TE_intergenic,intergenic,0.781,0,0,0,0,0.219,0.781
lncRNA_promoter,lncRNA_16452,TE_intronic,intron,0.807,0,0.193,0,0.807,0,0
lncRNA_promoter,lncRNA_16453,TE_intergenic,TE_intergenic,0.813,0,0,0,0,0.813,0.187
lncRNA_promoter,lncRNA_16454,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_promoter,lncRNA_16455,TE_intergenic,intergenic,0.788,0,0,0,0,0.212,0.788
lncRNA_promoter,lncRNA_16456,TE_intronic,intron,0.926,0,0.049,0.025,0.926,0,0
lncRNA_promoter,lncRNA_16457,TE_intronic,intron,0.685,0,0.315,0,0.685,0,0
lncRNA_promoter,lncRNA_16458,TE_intergenic,intergenic,0.819,0,0,0,0,0.181,0.819
lncRNA_promoter,lncRNA_16459,TE_intergenic,intergenic,0.932,0,0,0,0,0.068,0.932
lncRNA_promoter,lncRNA_16460,TE_intergenic,intergenic,0.821,0,0,0,0,0.179,0.821
lncRNA_promoter,lncRNA_16461,TE_intergenic,intergenic,0.957,0,0,0,0,0.043,0.957
lncRNA_promoter,lncRNA_16462,TE_intronic,intron,0.876,0,0.031,0.093,0.876,0,0
lncRNA_promoter,lncRNA_16463,TE_intronic,intron,0.963,0,0.011,0.026,0.963,0,0
lncRNA_promoter,lncRNA_16464,TE_intergenic,intergenic,0.774,0,0,0,0,0.226,0.774
lncRNA_promoter,lncRNA_16465,TE_intergenic,intergenic,0.843,0,0,0,0,0.157,0.843
lncRNA_promoter,lncRNA_16466,TE_intergenic,TE_intergenic,0.679,0,0,0,0,0.679,0.321
lncRNA_promoter,lncRNA_16467,TE_intergenic,intergenic,0.728,0,0,0,0,0.272,0.728
lncRNA_promoter,lncRNA_16468,TE_intergenic,intergenic,0.777,0,0,0,0,0.223,0.777
lncRNA_promoter,lncRNA_16469,TE_intergenic,intergenic,0.795,0,0,0,0,0.205,0.795
lncRNA_promoter,lncRNA_16470,exon,exon,0.557,0,0,0.557,0,0.131,0.312
lncRNA_promoter,lncRNA_16471,TE_intronic,intron,0.64,0,0.36,0,0.64,0,0
lncRNA_promoter,lncRNA_16472,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16473,TE_intergenic,TE_intergenic,0.722,0,0,0,0,0.722,0.278
lncRNA_promoter,lncRNA_16474,TE_intergenic,intergenic,0.837,0,0,0,0,0.163,0.837
lncRNA_promoter,lncRNA_16475,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16476,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16477,TE_intergenic,intergenic,0.537,0,0,0,0,0.463,0.537
lncRNA_promoter,lncRNA_16478,TE_intronic,intron,0.883,0,0.081,0.036,0.883,0,0
lncRNA_promoter,lncRNA_16479,exon,intron,0.917,0,0,0.083,0.917,0,0
lncRNA_promoter,lncRNA_16480,TE_intergenic,intergenic,0.989,0,0,0,0,0.011,0.989
lncRNA_promoter,lncRNA_16481,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16482,TE_intronic,intron,0.876,0,0.124,0,0.876,0,0
lncRNA_promoter,lncRNA_16483,TE_intronic,intron,0.939,0,0.023,0.039,0.939,0,0
lncRNA_promoter,lncRNA_16484,TE_intronic,intron,0.455,0,0.206,0.088,0.455,0,0.252
lncRNA_promoter,lncRNA_16485,TE_intronic,intron,0.782,0,0.218,0,0.782,0,0
lncRNA_promoter,lncRNA_16486,TE_intronic,intron,0.788,0,0.212,0,0.788,0,0
lncRNA_promoter,lncRNA_16487,TE_intronic,intron,0.794,0,0.144,0.061,0.794,0,0
lncRNA_promoter,lncRNA_16488,exon,intron,0.49,0,0,0.301,0.49,0.128,0.081
lncRNA_promoter,lncRNA_16489,TE_intergenic,intergenic,0.671,0,0,0,0,0.329,0.671
lncRNA_promoter,lncRNA_16490,TE_intergenic,TE_intergenic,0.502,0,0,0,0,0.502,0.498
lncRNA_promoter,lncRNA_16491,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16492,TE_intronic,intron,0.968,0,0.032,0,0.968,0,0
lncRNA_promoter,lncRNA_16493,intron,intron,1,0,0,0,1,0,0
lncRNA_promoter,lncRNA_16494,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16495,TE_intergenic,intergenic,0.85,0,0,0,0,0.15,0.85
lncRNA_promoter,lncRNA_16496,TE_intronic,intron,0.408,0,0.192,0.4,0.408,0,0
lncRNA_promoter,lncRNA_16497,exon,exon,0.892,0,0,0.892,0,0,0.108
lncRNA_promoter,lncRNA_16498,TE_intergenic,intergenic,0.932,0,0,0,0,0.068,0.932
lncRNA_promoter,lncRNA_16499,exon,exon,0.796,0,0,0.796,0,0,0.204
lncRNA_promoter,lncRNA_16500,TE_intergenic,intergenic,0.866,0,0,0,0,0.134,0.866
lncRNA_promoter,lncRNA_16501,TE_intronic,intron,0.777,0,0.053,0.17,0.777,0,0
lncRNA_promoter,lncRNA_16502,TE_intergenic,intergenic,0.749,0,0,0,0,0.251,0.749
lncRNA_promoter,lncRNA_16503,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16504,exon,exon,0.965,0,0,0.965,0,0,0.035
lncRNA_promoter,lncRNA_16505,TE_intergenic,intergenic,0.968,0,0,0,0,0.032,0.968
lncRNA_promoter,lncRNA_16506,TE_intronic,intron,0.736,0,0.264,0,0.736,0,0
lncRNA_promoter,lncRNA_16507,TE_intronic,intron,0.95,0,0.05,0,0.95,0,0
lncRNA_promoter,lncRNA_16508,TE_intronic,intron,0.522,0,0.478,0,0.522,0,0
lncRNA_promoter,lncRNA_16509,TE_intergenic,intergenic,0.903,0,0,0,0,0.097,0.903
lncRNA_promoter,lncRNA_16510,TE_intergenic,intergenic,0.908,0,0,0,0,0.092,0.908
lncRNA_promoter,lncRNA_16511,TE_intergenic,intergenic,0.93,0,0,0,0,0.07,0.93
lncRNA_promoter,lncRNA_16512,TE_intergenic,intergenic,0.984,0,0,0,0,0.016,0.984
lncRNA_promoter,lncRNA_16513,TE_intergenic,intergenic,0.771,0,0,0,0,0.229,0.771
lncRNA_promoter,lncRNA_16514,TE_intergenic,intergenic,0.713,0,0,0,0,0.287,0.713
lncRNA_promoter,lncRNA_16515,TE_intergenic,intergenic,0.829,0,0,0,0,0.171,0.829
lncRNA_promoter,lncRNA_16516,TE_intergenic,intergenic,0.763,0,0,0,0,0.237,0.763
lncRNA_promoter,lncRNA_16517,TE_intergenic,intergenic,0.861,0,0,0,0,0.139,0.861
lncRNA_promoter,lncRNA_16518,TE_intergenic,intergenic,0.721,0,0,0,0,0.279,0.721
lncRNA_promoter,lncRNA_16519,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16520,TE_intergenic,intergenic,0.673,0,0,0,0,0.327,0.673
lncRNA_promoter,lncRNA_16521,exon,intergenic,0.557,0,0,0.396,0,0.047,0.557
lncRNA_promoter,lncRNA_16522,TE_intergenic,intergenic,0.882,0,0,0,0,0.118,0.882
lncRNA_promoter,lncRNA_16523,TE_intergenic,intergenic,0.966,0,0,0,0,0.034,0.966
lncRNA_promoter,lncRNA_16524,TE_intergenic,intergenic,0.95,0,0,0,0,0.05,0.95
lncRNA_promoter,lncRNA_16525,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16526,TE_intergenic,intergenic,0.788,0,0,0,0,0.212,0.788
lncRNA_promoter,lncRNA_16527,TE_intergenic,TE_intergenic,0.738,0,0,0,0,0.738,0.262
lncRNA_promoter,lncRNA_16528,TE_intergenic,intergenic,0.94,0,0,0,0,0.06,0.94
lncRNA_promoter,lncRNA_16529,TE_intergenic,intergenic,0.884,0,0,0,0,0.116,0.884
lncRNA_promoter,lncRNA_16530,TE_intronic,intron,0.776,0,0.186,0.038,0.776,0,0
lncRNA_promoter,lncRNA_16531,TE_intronic,intron,0.838,0,0.056,0.106,0.838,0,0
lncRNA_promoter,lncRNA_16532,TE_intergenic,intergenic,0.609,0,0,0,0,0.391,0.609
lncRNA_promoter,lncRNA_16533,TE_intergenic,TE_intergenic,0.778,0,0,0,0,0.778,0.222
lncRNA_promoter,lncRNA_16534,TE_intronic,intron,0.636,0,0.267,0.097,0.636,0,0
lncRNA_promoter,lncRNA_16535,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16536,TE_intergenic,TE_intergenic,0.87,0,0,0,0,0.87,0.13
lncRNA_promoter,lncRNA_16537,TE_intronic,intron,0.866,0,0.063,0.071,0.866,0,0
lncRNA_promoter,lncRNA_16538,TE_intergenic,intergenic,0.747,0,0,0,0,0.253,0.747
lncRNA_promoter,lncRNA_16539,exon,intron,0.954,0,0,0.046,0.954,0,0
lncRNA_promoter,lncRNA_16540,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16541,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16542,TE_intergenic,TE_intergenic,0.921,0,0,0,0,0.921,0.079
lncRNA_promoter,lncRNA_16543,TE_intergenic,intergenic,0.929,0,0,0,0,0.071,0.929
lncRNA_promoter,lncRNA_16544,TE_intergenic,intergenic,0.961,0,0,0,0,0.039,0.961
lncRNA_promoter,lncRNA_16545,TE_intergenic,intergenic,0.625,0,0,0,0,0.375,0.625
lncRNA_promoter,lncRNA_16546,TE_intergenic,intergenic,0.591,0,0,0,0,0.409,0.591
lncRNA_promoter,lncRNA_16547,exon,exon,1,0,0,1,0,0,0
lncRNA_promoter,lncRNA_16548,TE_intronic,intron,0.498,0,0.296,0.143,0.498,0,0.063
lncRNA_promoter,lncRNA_16549,TE_intergenic,intergenic,0.949,0,0,0,0,0.051,0.949
lncRNA_promoter,lncRNA_16550,TE_intronic,intron,0.46,0,0.084,0.456,0.46,0,0
lncRNA_promoter,lncRNA_16551,TE_intergenic,intergenic,0.686,0,0,0,0,0.314,0.686
lncRNA_promoter,lncRNA_16552,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16553,TE_intergenic,intergenic,0.926,0,0,0,0,0.074,0.926
lncRNA_promoter,lncRNA_16554,TE_intergenic,intergenic,0.724,0,0,0,0,0.276,0.724
lncRNA_promoter,lncRNA_16555,TE_intergenic,intergenic,0.94,0,0,0,0,0.06,0.94
lncRNA_promoter,lncRNA_16556,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16557,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16558,TE_intergenic,intergenic,0.811,0,0,0,0,0.189,0.811
lncRNA_promoter,lncRNA_16559,TE_intergenic,intergenic,0.936,0,0,0,0,0.064,0.936
lncRNA_promoter,lncRNA_16560,TE_intergenic,TE_intergenic,0.928,0,0,0,0,0.928,0.072
lncRNA_promoter,lncRNA_16561,TE_intergenic,TE_intergenic,0.952,0,0,0,0,0.952,0.048
lncRNA_promoter,lncRNA_16562,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16563,TE_intergenic,intergenic,0.95,0,0,0,0,0.05,0.95
lncRNA_promoter,lncRNA_16564,TE_intergenic,intergenic,0.931,0,0,0,0,0.069,0.931
lncRNA_promoter,lncRNA_16565,TE_intergenic,TE_intergenic,0.522,0,0,0,0,0.522,0.478
lncRNA_promoter,lncRNA_16566,TE_intergenic,intergenic,0.769,0,0,0,0,0.231,0.769
lncRNA_promoter,lncRNA_16567,exon,exon,0.395,0,0,0.395,0.36,0,0.245
lncRNA_promoter,lncRNA_16568,TE_intergenic,intergenic,0.959,0,0,0,0,0.041,0.959
lncRNA_promoter,lncRNA_16569,TE_intergenic,TE_intergenic,0.624,0,0,0,0,0.624,0.376
lncRNA_promoter,lncRNA_16570,exon,intron,0.883,0,0,0.117,0.883,0,0
lncRNA_promoter,lncRNA_16571,intron,intron,1,0,0,0,1,0,0
lncRNA_promoter,lncRNA_16572,TE_intronic,intron,0.902,0,0.057,0.042,0.902,0,0
lncRNA_promoter,lncRNA_16573,TE_intergenic,TE_intergenic,0.538,0,0,0,0,0.538,0.462
lncRNA_promoter,lncRNA_16574,TE_intergenic,intergenic,0.872,0,0,0,0,0.128,0.872
lncRNA_promoter,lncRNA_16575,TE_intergenic,TE_intergenic,0.754,0,0,0,0,0.754,0.246
lncRNA_promoter,lncRNA_16576,TE_intronic,intron,0.572,0,0.163,0.265,0.572,0,0
lncRNA_promoter,lncRNA_16577,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16578,TE_intronic,intron,0.811,0,0.119,0.07,0.811,0,0
lncRNA_promoter,lncRNA_16579,TE_intergenic,intergenic,0.511,0,0,0,0,0.489,0.511
lncRNA_promoter,lncRNA_16580,TE_intergenic,intergenic,0.808,0,0,0,0,0.192,0.808
lncRNA_promoter,lncRNA_16581,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16582,TE_intergenic,intergenic,0.827,0,0,0,0,0.173,0.827
lncRNA_promoter,lncRNA_16583,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16584,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16585,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16586,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16587,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16588,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16589,TE_intergenic,intergenic,0.817,0,0,0,0,0.183,0.817
lncRNA_promoter,lncRNA_16590,TE_intergenic,intergenic,0.673,0,0,0,0,0.327,0.673
lncRNA_promoter,lncRNA_16591,TE_intergenic,TE_intergenic,0.959,0,0,0,0,0.959,0.041
lncRNA_promoter,lncRNA_16592,TE_intergenic,TE_intergenic,0.583,0,0,0,0,0.583,0.417
lncRNA_promoter,lncRNA_16593,TE_intergenic,intergenic,0.975,0,0,0,0,0.025,0.975
lncRNA_promoter,lncRNA_16594,TE_intergenic,intergenic,0.845,0,0,0,0,0.155,0.845
lncRNA_promoter,lncRNA_16595,TE_intergenic,intergenic,0.93,0,0,0,0,0.07,0.93
lncRNA_promoter,lncRNA_16596,TE_intergenic,intergenic,0.776,0,0,0,0,0.224,0.776
lncRNA_promoter,lncRNA_16597,TE_intergenic,TE_intergenic,0.896,0,0,0,0,0.896,0.104
lncRNA_promoter,lncRNA_16598,TE_intergenic,intergenic,0.544,0,0,0,0,0.456,0.544
lncRNA_promoter,lncRNA_16599,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_16600,TE_intergenic,intergenic,0.898,0,0,0,0,0.102,0.898
lncRNA_promoter,lncRNA_16601,TE_intronic,intron,0.808,0,0.165,0.027,0.808,0,0
lncRNA_promoter,lncRNA_16602,TE_intronic,intron,0.78,0,0.22,0,0.78,0,0
lncRNA_promoter,lncRNA_16603,intron,intron,1,0,0,0,1,0,0
lncRNA_promoter,lncRNA_16604,TE_intronic,intron,0.798,0,0.168,0.034,0.798,0,0
