,source,target,region,Alignment,energy,total_bp_shared,query_similar,subject_similar,PCC.cor,PCC_magnitude,PCC_direction,p_value
1967,apul-mir-novel-9,FUN_031424,CDS,FUN_031424;2 22;33081 33101,-20.81,20,70.00%,80.00%,0.886871063013224,0.886871063013224,1,0.0448935586550803
1968,apul-mir-novel-9,FUN_031424,CDS,FUN_031424;2 22;96132 96152,-22.38,20,70.00%,80.00%,0.886871063013224,0.886871063013224,1,0.0448935586550803
1969,apul-mir-novel-9,FUN_031449,CDS,FUN_031449;2 22;113 135,-20.17,20,60.00%,65.00%,0.93273552001588,0.93273552001588,1,0.0207291482219227
1970,apul-mir-novel-9,FUN_032097,CDS,FUN_032097;2 22;961 986,-21.17,23,56.52%,82.61%,0.902600547600874,0.902600547600874,1,0.0359517246490309
1971,apul-mir-novel-9,FUN_032958,CDS,FUN_032958;2 22;9674 9696,-20.74,20,70.00%,75.00%,0.951909521949308,0.951909521949308,1,0.0125679560266562
1972,apul-mir-novel-9,FUN_033183,CDS,FUN_033183;2 22;1088 1107,-20.68,20,75.00%,80.00%,-0.985327667581106,0.985327667581106,-1,0.00212874904155623
1973,apul-mir-novel-9,FUN_029674,CDS,FUN_029674;2 22;1516 1542,-21.4,24,66.67%,75.00%,0.918563685563707,0.918563685563707,1,0.027553931172872
1974,apul-mir-novel-9,FUN_033672,CDS,FUN_033672;2 22;2286 2316,-20.28,28,67.86%,71.43%,0.995013138363149,0.995013138363149,1,0.000422425088713486
1975,apul-mir-novel-9,FUN_033678,CDS,FUN_033678;2 22;5220 5245,-26.45,23,65.22%,82.61%,0.965113242711184,0.965113242711184,1,0.00778106354057353
1976,apul-mir-novel-9,FUN_034202,CDS,FUN_034202;2 15;5678 5700,-27.75,13,100.00%,100.00%,0.878426156837362,0.878426156837362,1,0.0499472330215725
1977,apul-mir-novel-9,FUN_034294,CDS,FUN_034294;2 21;1166 1188,-22.45,19,78.95%,84.21%,0.950105339127745,0.950105339127745,1,0.0132781529471988
1978,apul-mir-novel-9,FUN_035796,CDS,FUN_035796;2 22;2970 2993,-27.13,23,73.91%,78.26%,0.965113242711184,0.965113242711184,1,0.00778106354057356
1979,apul-mir-novel-9,FUN_036038,CDS,FUN_036038;2 20;6062 6086,-27.96,20,80.00%,85.00%,0.984665689137368,0.984665689137368,1,0.0022742006830269
1980,apul-mir-novel-9,FUN_036150,CDS,FUN_036150;2 21;15169 15192,-26.74,21,76.19%,80.95%,0.926560248037755,0.926560248037755,1,0.023625867213043
1981,apul-mir-novel-9,FUN_035079,CDS,FUN_035079;2 20;7244 7269,-20.7,21,71.43%,85.71%,0.980615340927995,0.980615340927995,1,0.00323038489537354
1982,apul-mir-novel-9,FUN_035079,CDS,FUN_035079;2 20;910 935,-20.7,21,71.43%,85.71%,0.980615340927995,0.980615340927995,1,0.00323038489537354
1983,apul-mir-novel-9,FUN_035095,CDS,FUN_035095;2 21;8751 8772,-27.2,19,78.95%,94.74%,0.963035739399869,0.963035739399869,1,0.00848367721206561
1984,apul-mir-novel-9,FUN_035105,CDS,FUN_035105;2 22;8494 8517,-27.46,21,66.67%,85.71%,0.958247490369085,0.958247490369085,1,0.0101769809508124
1985,apul-mir-novel-9,FUN_035473,CDS,FUN_035473;2 19;3204 3227,-25.31,18,83.33%,88.89%,0.915974102653467,0.915974102653467,1,0.0288670712117512
1986,apul-mir-novel-9,FUN_037485,CDS,FUN_037485;2 16;6962 6984,-21.41,14,78.57%,92.86%,0.908289896761208,0.908289896761208,1,0.0328770821061636
1987,apul-mir-novel-9,FUN_037707,CDS,FUN_037707;2 20;408 429,-20.29,18,61.11%,77.78%,0.9565920588698,0.9565920588698,1,0.0107854803556257
1988,apul-mir-novel-9,FUN_037741,CDS,FUN_037741;2 21;16906 16927,-21.23,19,73.68%,89.47%,0.974358027911622,0.974358027911622,1,0.00491002256339777
1989,apul-mir-novel-9,FUN_037813,CDS,FUN_037813;2 21;4831 4856,-21.36,22,63.64%,72.73%,0.925711575804424,0.925711575804424,1,0.0240334441512434
1990,apul-mir-novel-9,FUN_036882,CDS,FUN_036882;2 22;1428 1451,-22.08,21,76.19%,76.19%,0.95460885008334,0.95460885008334,1,0.0115295240529403
1991,apul-mir-novel-9,FUN_037112,CDS,FUN_037112;2 22;1436 1458,-20.81,20,60.00%,80.00%,0.965113242711184,0.965113242711184,1,0.00778106354057353
1992,apul-mir-novel-9,FUN_037145,CDS,FUN_037145;2 22;8239 8263,-22.02,22,77.27%,86.36%,0.97202250554418,0.97202250554418,1,0.00559391782324971
1993,apul-mir-novel-9,FUN_037335,CDS,FUN_037335;2 19;18837 18862,-22.09,20,65.00%,80.00%,0.887410844034941,0.887410844034941,1,0.0445763843686113
1994,apul-mir-novel-9,FUN_038797,CDS,FUN_038797;2 22;1184 1208,-21.28,22,68.18%,72.73%,0.922390991480992,0.922390991480992,1,0.0256496021942987
1995,apul-mir-novel-9,FUN_038088,CDS,FUN_038088;2 21;422 450,-27.5,25,64.00%,76.00%,0.948635703744417,0.948635703744417,1,0.0138660003857955
1996,apul-mir-novel-9,FUN_039995,CDS,FUN_039995;2 21;31 53,-21.57,19,68.42%,78.95%,0.953094620177457,0.953094620177457,1,0.0121084464142997
1997,apul-mir-novel-9,FUN_040039,CDS,FUN_040039;2 22;8791 8811,-22.54,20,70.00%,80.00%,0.973226279932002,0.973226279932002,1,0.00523775358950771
1998,apul-mir-novel-9,FUN_040039,CDS,FUN_040039;2 22;7411 7432,-20.25,20,65.00%,85.00%,0.973226279932002,0.973226279932002,1,0.00523775358950771
1999,apul-mir-novel-9,FUN_040276,CDS,FUN_040276;2 22;767 787,-21.36,20,75.00%,90.00%,0.902825128306674,0.902825128306674,1,0.0358286986427454
2000,apul-mir-novel-9,FUN_040956,CDS,FUN_040956;2 21;7927 7952,-25.36,22,72.73%,72.73%,0.928943936512667,0.928943936512667,1,0.0224932255220679
2001,apul-mir-novel-9,FUN_041499,CDS,FUN_041499;2 20;3287 3310,-24.78,19,73.68%,94.74%,0.902838861624635,0.902838861624635,1,0.035821179861327
2002,apul-mir-novel-9,FUN_042928,CDS,FUN_042928;2 22;216 241,-20.08,23,60.87%,69.57%,0.926232015220647,0.926232015220647,1,0.0237832347474868
2003,apul-mir-novel-9,FUN_043133,CDS,FUN_043133;2 19;6878 6900,-22.12,17,64.71%,94.12%,0.940321498564396,0.940321498564396,1,0.0173434047606185
2004,apul-mir-novel-9,FUN_043337,CDS,FUN_043337;2 18;1153 1175,-20.43,16,75.00%,75.00%,0.97058247487493,0.97058247487493,1,0.00603000054050594
2005,apul-mir-novel-9,FUN_043338,CDS,FUN_043338;2 18;1157 1179,-20.43,16,75.00%,75.00%,0.990358932606363,0.990358932606363,1,0.00113472984898743
2006,apul-mir-novel-15,FUN_002872,5UTR,FUN_002872;2 16;784 806,-24.78,15,80.00%,93.33%,0.978580789954302,0.978580789954302,1,0.00375092828341026
2007,apul-mir-novel-15,FUN_005888,5UTR,FUN_005888;2 19;878 899,-22.02,17,82.35%,88.24%,0.975440230656255,0.975440230656255,1,0.00460324260998972
2008,apul-mir-novel-15,FUN_013794,5UTR,FUN_013794;2 17;33 54,-21.3,15,86.67%,86.67%,0.903585602802314,0.903585602802314,1,0.035413110706321
2009,apul-mir-novel-15,FUN_012231,5UTR,FUN_012231;2 16;569 590,-22.01,14,92.86%,92.86%,0.978580789954302,0.978580789954302,1,0.00375092828341026
2010,apul-mir-novel-15,FUN_014646,5UTR,FUN_014646;2 20;216 237,-21.97,18,66.67%,83.33%,0.899802336682014,0.899802336682014,1,0.037495826415247
2011,apul-mir-novel-15,FUN_017308,5UTR,FUN_017308;2 20;659 678,-22.16,18,66.67%,88.89%,0.978580789954302,0.978580789954302,1,0.00375092828341026
2012,apul-mir-novel-15,FUN_017738,5UTR,FUN_017738;2 16;854 878,-20.02,17,70.59%,76.47%,0.978580789954302,0.978580789954302,1,0.00375092828341026
2013,apul-mir-novel-15,FUN_019112,5UTR,FUN_019112;2 19;519 540,-25.68,17,82.35%,88.24%,0.979114430567039,0.979114430567039,1,0.0036119195946308
2014,apul-mir-novel-15,FUN_019740,5UTR,FUN_019740;2 21;67 89,-20.94,20,80.00%,85.00%,0.978580789954302,0.978580789954302,1,0.00375092828341026
2015,apul-mir-novel-15,FUN_030640,5UTR,FUN_030640;2 21;302 322,-22.68,19,73.68%,84.21%,0.978580789954303,0.978580789954303,1,0.00375092828341024
2016,apul-mir-novel-15,FUN_029532,5UTR,FUN_029532;2 21;946 968,-21.06,20,70.00%,80.00%,0.968136791844896,0.968136791844896,1,0.00679487480367087
2017,apul-mir-novel-15,FUN_033563,5UTR,FUN_033563;2 17;689 711,-22.99,16,75.00%,93.75%,0.978580789954302,0.978580789954302,1,0.00375092828341026
2018,apul-mir-novel-15,FUN_036244,5UTR,FUN_036244;2 20;771 794,-21.17,20,70.00%,85.00%,0.980509833063189,0.980509833063189,1,0.00325674264532644
2019,apul-mir-2028,FUN_024362,5UTR,FUN_024362;2 20;575 596,-20.73,19,78.95%,89.47%,0.983704319957624,0.983704319957624,1,0.00249102547745375
2020,apul-mir-2028,FUN_035417,5UTR,FUN_035417;2 13;268 289,-21.19,11,90.91%,100.00%,0.884722085197537,0.884722085197537,1,0.046163335012198
2021,apul-mir-novel-20,FUN_006456,5UTR,FUN_006456;2 21;528 548,-21.36,19,68.42%,78.95%,0.928447011696591,0.928447011696591,1,0.0227278595234464
2022,apul-mir-novel-20,FUN_010707,5UTR,FUN_010707;2 14;382 403,-20.51,12,75.00%,91.67%,0.892751132168712,0.892751132168712,1,0.041477256713115
2023,apul-mir-novel-20,FUN_015320,5UTR,FUN_015320;2 21;100 119,-21.87,20,70.00%,75.00%,0.990124283214322,0.990124283214322,1,0.00117636584354297
2024,apul-mir-novel-20,FUN_032116,5UTR,FUN_032116;2 20;730 752,-20.8,19,68.42%,78.95%,-0.962500896072895,0.962500896072895,-1,0.00866776567874218
2025,apul-mir-novel-20,FUN_032874,5UTR,FUN_032874;2 21;526 548,-21.75,20,70.00%,85.00%,0.901129420235437,0.901129420235437,1,0.0367609344026072
2026,apul-mir-novel-20,FUN_037990,5UTR,FUN_037990;2 20;274 296,-23.49,19,78.95%,84.21%,0.991800922004026,0.991800922004026,1,0.000890115863624296
2027,apul-mir-novel-20,FUN_041598,5UTR,FUN_041598;2 21;774 795,-23.93,20,85.00%,85.00%,0.915451449572149,0.915451449572149,1,0.0291344762077156
2028,apul-mir-novel-4,FUN_030159,5UTR,FUN_030159;2 16;656 677,-20.36,15,66.67%,80.00%,0.893413587826374,0.893413587826374,1,0.0410977878251093
2029,apul-mir-novel-4,FUN_034021,5UTR,FUN_034021;2 20;235 254,-20.26,18,77.78%,83.33%,0.918193043423924,0.918193043423924,1,0.0277406699850505
2030,apul-mir-novel-4,FUN_042591,5UTR,FUN_042591;2 20;737 757,-24.34,18,77.78%,88.89%,-0.954152437823369,0.954152437823369,-1,0.0117030426780483
2031,apul-mir-2022,FUN_002026,5UTR,FUN_002026;2 12;237 259,-27.62,10,80.00%,100.00%,-0.885378883105539,0.885378883105539,-1,0.0457740597738842
2032,apul-mir-2022,FUN_002026,5UTR,FUN_002026;2 22;526 552,-25.82,24,58.33%,75.00%,-0.885378883105539,0.885378883105539,-1,0.0457740597738842
2033,apul-mir-2022,FUN_018169,5UTR,FUN_018169;2 19;207 231,-26.02,19,73.68%,89.47%,-0.889514169260039,0.889514169260039,-1,0.0433473065865901
2034,apul-mir-2022,FUN_030683,5UTR,FUN_030683;2 21;551 572,-21.83,19,78.95%,89.47%,-0.988202091483297,0.988202091483297,-1,0.00153557606807972
2035,apul-mir-2022,FUN_029474,5UTR,FUN_029474;2 19;48 70,-20.91,17,82.35%,94.12%,-0.950645048666533,0.950645048666533,-1,0.013064367497557
2036,apul-mir-2022,FUN_031815,5UTR,FUN_031815;2 20;92 117,-21.27,21,71.43%,85.71%,-0.977450830640782,0.977450830640782,-1,0.00405093488772304
2037,apul-mir-2022,FUN_037980,5UTR,FUN_037980;2 20;113 134,-20.11,18,83.33%,88.89%,0.968508361637883,0.968508361637883,1,0.00667674134013123
2038,apul-mir-novel-22,FUN_009122,5UTR,FUN_009122;2 20;654 674,-21.64,18,72.22%,88.89%,-0.954974369367124,0.954974369367124,-1,0.0113911738316824
2039,apul-mir-novel-22,FUN_017789,5UTR,FUN_017789;2 19;50 73,-22.69,19,78.95%,84.21%,0.903122184764586,0.903122184764586,1,0.0356661773416147
2040,apul-mir-novel-22,FUN_019383,5UTR,FUN_019383;2 18;912 936,-20.5,19,78.95%,84.21%,0.901807784146309,0.901807784146309,1,0.0363870782623584
2041,apul-mir-novel-22,FUN_023189,5UTR,FUN_023189;2 18;626 647,-20.65,16,62.50%,81.25%,0.879463808327435,0.879463808327435,1,0.0493171327232855
2042,apul-mir-novel-22,FUN_043171,5UTR,FUN_043171;2 12;896 917,-24.46,10,90.00%,100.00%,0.921522408136099,0.921522408136099,1,0.0260779145687828
2043,apul-mir-novel-26,FUN_000986,5UTR,FUN_000986;2 20;351 371,-21.26,19,68.42%,84.21%,-0.929121789411926,0.929121789411926,-1,0.022409439901032
2044,apul-mir-novel-26,FUN_022517,5UTR,FUN_022517;2 19;169 187,-23.31,17,76.47%,82.35%,-0.941148030239523,0.941148030239523,-1,0.0169865004558739
2045,apul-mir-novel-26,FUN_035716,5UTR,FUN_035716;2 19;223 246,-24.68,20,80.00%,80.00%,-0.917663035444005,0.917663035444005,-1,0.0280084054360998
2046,apul-mir-novel-26,FUN_035415,5UTR,FUN_035415;2 19;157 176,-21.38,17,70.59%,82.35%,-0.929909044385258,0.929909044385258,-1,0.0220397852973099
2047,apul-mir-novel-26,FUN_043121,5UTR,FUN_043121;2 20;823 844,-20.88,19,63.16%,78.95%,-0.917000522106645,0.917000522106645,-1,0.0283442376557766
2048,apul-mir-novel-26,FUN_043121,5UTR,FUN_043121;2 19;745 764,-22.66,17,82.35%,88.24%,-0.917000522106645,0.917000522106645,-1,0.0283442376557766
2049,apul-mir-2025,FUN_005028,5UTR,FUN_005028;2 20;546 565,-20.03,18,83.33%,88.89%,0.985695516985737,0.985695516985737,1,0.00204931187222586
2050,apul-mir-2025,FUN_008279,5UTR,FUN_008279;2 16;359 380,-27.31,14,100.00%,100.00%,0.883606398047991,0.883606398047991,1,0.0468269753542899
2051,apul-mir-novel-19,FUN_011865,5UTR,FUN_011865;2 21;135 153,-21.37,19,73.68%,78.95%,0.921275501945091,0.921275501945091,1,0.0262000846844241
2052,apul-mir-novel-19,FUN_022511,5UTR,FUN_022511;2 21;583 604,-21.32,19,57.89%,73.68%,0.922178612085259,0.922178612085259,1,0.0257541185620995
2053,apul-mir-novel-19,FUN_023433,5UTR,FUN_023433;2 21;854 875,-23.1,19,63.16%,84.21%,0.879773204652041,0.879773204652041,1,0.049129745509065
2054,apul-mir-novel-19,FUN_024224,5UTR,FUN_024224;2 21;136 160,-25.27,22,68.18%,77.27%,0.913473818189628,0.913473818189628,1,0.0301534293393269
2055,apul-mir-novel-19,FUN_026100,5UTR,FUN_026100;2 14;173 194,-24.63,12,91.67%,100.00%,0.925788346856845,0.925788346856845,1,0.0239964821141433
2056,apul-mir-novel-19,FUN_028293,5UTR,FUN_028293;2 19;473 495,-21.26,18,72.22%,83.33%,0.954222431382237,0.954222431382237,1,0.011676377554649
2057,apul-mir-novel-19,FUN_032410,5UTR,FUN_032410;2 21;27 49,-20.78,20,65.00%,70.00%,-0.905311242381801,0.905311242381801,-1,0.0344758463038359
2058,apul-mir-novel-19,FUN_037471,5UTR,FUN_037471;2 21;489 516,-22.08,25,64.00%,68.00%,0.897063379058159,0.897063379058159,1,0.0390271466367842
2059,apul-mir-novel-19,FUN_038750,5UTR,FUN_038750;2 21;433 453,-21.94,19,57.89%,84.21%,-0.898668651050657,0.898668651050657,-1,0.038127285659156
2060,apul-mir-novel-19,FUN_043835,5UTR,FUN_043835;2 21;486 506,-23.64,19,68.42%,84.21%,0.880811917824429,0.880811917824429,1,0.0485022961850197
2061,apul-mir-novel-33,FUN_001878,5UTR,FUN_001878;2 21;402 423,-20.08,19,73.68%,78.95%,0.893752155972552,0.893752155972552,1,0.0409042775240543
2062,apul-mir-novel-33,FUN_002331,5UTR,FUN_002331;2 19;412 434,-22.31,17,76.47%,88.24%,0.919819996720493,0.919819996720493,1,0.026924000221094
2063,apul-mir-novel-33,FUN_016314,5UTR,FUN_016314;2 22;164 186,-21.22,20,70.00%,90.00%,-0.886110970114772,0.886110970114772,-1,0.0453413947079984
2064,apul-mir-novel-33,FUN_022839,5UTR,FUN_022839;2 22;581 603,-20.28,21,76.19%,80.95%,0.972583450066019,0.972583450066019,1,0.00542698894448382
2065,apul-mir-novel-33,FUN_025088,5UTR,FUN_025088;2 22;501 527,-20.37,24,66.67%,75.00%,0.912942715207845,0.912942715207845,1,0.0304289847724394
2066,apul-mir-novel-33,FUN_027835,5UTR,FUN_027835;2 21;338 358,-21.77,19,84.21%,89.47%,0.904511108509073,0.904511108509073,1,0.0349094315800937
2067,apul-mir-novel-11,FUN_034871,5UTR,FUN_034871;2 19;102 122,-20.38,17,88.24%,94.12%,0.996195843521753,0.996195843521753,1,0.000281496787393539
2068,apul-mir-novel-11,FUN_037391,5UTR,FUN_037391;2 17;190 211,-22.69,15,86.67%,93.33%,-0.988727398207883,0.988727398207883,-1,0.00143428150455372
2069,apul-mir-novel-31,FUN_006629,5UTR,FUN_006629;2 21;793 813,-21.18,19,73.68%,78.95%,-0.878630142921865,0.878630142921865,-1,0.0498231657239395
2070,apul-mir-novel-31,FUN_008372,5UTR,FUN_008372;2 21;102 121,-20.06,19,73.68%,78.95%,0.944128917597335,0.944128917597335,1,0.0157195807995206
2071,apul-mir-novel-31,FUN_008411,5UTR,FUN_008411;2 19;206 227,-23.47,17,76.47%,94.12%,-0.900690623244978,0.900690623244978,-1,0.0370034107087467
2072,apul-mir-novel-31,FUN_041920,5UTR,FUN_041920;2 20;757 777,-20.27,18,77.78%,88.89%,0.888825447744244,0.888825447744244,1,0.0437485594212139
2073,apul-mir-novel-31,FUN_043408,5UTR,FUN_043408;2 21;121 145,-21.71,22,68.18%,77.27%,0.977425520099707,0.977425520099707,1,0.00405774179929633
2074,apul-mir-novel-34,FUN_013124,5UTR,FUN_013124;2 19;951 971,-20.82,17,76.47%,88.24%,0.912436100242777,0.912436100242777,1,0.0306925837127653
2075,apul-mir-novel-34,FUN_018444,5UTR,FUN_018444;2 15;594 618,-20.31,16,81.25%,81.25%,0.935763093978555,0.935763093978555,1,0.0193544701143097
2076,apul-mir-novel-34,FUN_027930,5UTR,FUN_027930;2 10;547 568,-20.26,8,100.00%,100.00%,0.98912080775762,0.98912080775762,1,0.00135993718260344
2077,apul-mir-novel-34,FUN_033863,5UTR,FUN_033863;2 21;329 353,-21.91,23,73.91%,73.91%,0.967584162713844,0.967584162713844,1,0.00697182839234275
2078,apul-mir-novel-34,FUN_035116,5UTR,FUN_035116;2 21;364 380,-20.93,19,68.42%,73.68%,0.902719398436538,0.902719398436538,1,0.0358866010081216
2079,apul-mir-novel-7,FUN_000184,5UTR,FUN_000184;2 18;31 54,-20.03,18,66.67%,77.78%,0.897253176149742,0.897253176149742,1,0.0389204044470113
2080,apul-mir-novel-7,FUN_023553,5UTR,FUN_023553;2 20;509 534,-26.81,22,63.64%,77.27%,0.957269444465421,0.957269444465421,1,0.010535090758066
2081,apul-mir-novel-7,FUN_035317,5UTR,FUN_035317;2 18;605 626,-20.77,16,68.75%,75.00%,-0.957294860643612,0.957294860643612,-1,0.0105257334320294
2082,apul-mir-novel-7,FUN_035440,5UTR,FUN_035440;2 16;207 227,-22.84,14,85.71%,92.86%,0.892683445141408,0.892683445141408,1,0.041516091712506
2083,apul-mir-novel-2,FUN_030872,5UTR,FUN_030872;2 17;153 175,-21.22,15,93.33%,100.00%,-0.944219184802847,0.944219184802847,-1,0.0156817168657736
2084,apul-mir-novel-27,FUN_016068,5UTR,FUN_016068;2 15;481 501,-20.04,13,84.62%,84.62%,0.96485020628797,0.96485020628797,1,0.00786891568763237
2085,apul-mir-novel-27,FUN_016821,5UTR,FUN_016821;2 18;735 756,-20.54,17,88.24%,88.24%,0.981910124932261,0.981910124932261,1,0.0029127636202486
2086,apul-mir-novel-27,FUN_033585,5UTR,FUN_033585;2 20;208 226,-20.08,18,66.67%,83.33%,-0.88453486910942,0.88453486910942,-1,0.0462744865456844
2087,apul-mir-novel-5,FUN_001233,5UTR,FUN_001233;2 23;920 946,-22.42,24,70.83%,79.17%,0.898295476774277,0.898295476774277,1,0.0383358770544879
2088,apul-mir-novel-5,FUN_014227,5UTR,FUN_014227;2 22;178 204,-22.03,23,69.57%,78.26%,0.995693532787135,0.995693532787135,1,0.000339027428145737
2089,apul-mir-novel-5,FUN_012126,5UTR,FUN_012126;2 23;938 962,-22.66,22,68.18%,90.91%,0.878814678046624,0.878814678046624,1,0.0497110127650945
2090,apul-mir-novel-5,FUN_012173,5UTR,FUN_012173;2 17;346 369,-20.3,15,86.67%,86.67%,-0.910012880439029,0.910012880439029,-1,0.0319634553139649
2091,apul-mir-novel-5,FUN_016167,5UTR,FUN_016167;2 22;560 587,-20.83,24,70.83%,79.17%,0.96750605897572,0.96750605897572,1,0.00699695792002868
2092,apul-mir-novel-5,FUN_016637,5UTR,FUN_016637;2 23;851 876,-22.03,23,69.57%,82.61%,0.995693532787135,0.995693532787135,1,0.00033902742814575
2093,apul-mir-novel-5,FUN_018043,5UTR,FUN_018043;2 23;927 952,-20.11,23,65.22%,82.61%,0.936136322157182,0.936136322157182,1,0.0191871331167439
2094,apul-mir-novel-5,FUN_022581,5UTR,FUN_022581;2 23;855 876,-24.32,21,71.43%,85.71%,0.92395971583007,0.92395971583007,1,0.0248818617082108
2095,apul-mir-novel-5,FUN_022391,5UTR,FUN_022391;2 23;645 666,-20.65,21,71.43%,85.71%,0.922380187264625,0.922380187264625,1,0.0256549158672964
2096,apul-mir-novel-5,FUN_022937,5UTR,FUN_022937;2 23;608 629,-21.89,21,66.67%,76.19%,0.951076112208233,0.951076112208233,1,0.0128944339306306
2097,apul-mir-novel-5,FUN_026040,5UTR,FUN_026040;2 23;9 37,-20.47,26,65.38%,73.08%,0.952093638093998,0.952093638093998,1,0.0124962004805119
2098,apul-mir-novel-5,FUN_026315,5UTR,FUN_026315;2 22;446 469,-23.66,20,80.00%,90.00%,0.98245002974185,0.98245002974185,1,0.00278356807242566
2099,apul-mir-novel-5,FUN_030737,5UTR,FUN_030737;2 23;639 661,-20.6,21,76.19%,85.71%,0.995693532787135,0.995693532787135,1,0.000339027428145737
2100,apul-mir-novel-5,FUN_029348,5UTR,FUN_029348;2 22;130 157,-20.17,24,66.67%,79.17%,0.950505266748552,0.950505266748552,1,0.0131196280301583
2101,apul-mir-novel-5,FUN_043836,5UTR,FUN_043836;2 23;412 439,-22.83,25,68.00%,76.00%,0.995693532787135,0.995693532787135,1,0.000339027428145737
2102,apul-mir-novel-16,FUN_005826,5UTR,FUN_005826;2 18;762 784,-23.35,17,82.35%,94.12%,-0.88452963751877,0.88452963751877,-1,0.0462775937943219
2103,apul-mir-novel-16,FUN_019230,5UTR,FUN_019230;2 20;540 560,-26.05,18,88.89%,94.44%,-0.908117042394474,0.908117042394474,-1,0.0329691940464037
2104,apul-mir-100,FUN_007701,5UTR,FUN_007701;2 21;62 83,-28.19,20,60.00%,80.00%,-0.897784854730202,0.897784854730202,-1,0.0386218841529867
2105,apul-mir-100,FUN_010741,5UTR,FUN_010741;2 11;293 314,-20.1,9,100.00%,100.00%,-0.928749846346032,0.928749846346032,-1,0.0225847757505085
2106,apul-mir-100,FUN_017021,5UTR,FUN_017021;2 16;232 253,-20.62,14,71.43%,71.43%,-0.958719638413883,0.958719638413883,-1,0.0100055624471572
2107,apul-mir-100,FUN_016425,5UTR,FUN_016425;2 21;921 942,-25.36,19,73.68%,78.95%,-0.967850986195505,0.967850986195505,-1,0.00688620384128789
2108,apul-mir-100,FUN_017885,5UTR,FUN_017885;2 16;333 354,-23.35,14,78.57%,92.86%,-0.934884936175764,0.934884936175764,-1,0.0197500463204307
2109,apul-mir-100,FUN_029615,5UTR,FUN_029615;2 16;320 340,-25.45,14,85.71%,92.86%,-0.88370295079068,0.88370295079068,-1,0.0467694247559159
2110,apul-mir-100,FUN_033011,5UTR,FUN_033011;2 13;741 762,-24.47,11,81.82%,81.82%,-0.911518208949021,0.911518208949021,-1,0.0311720299140362
2111,apul-mir-100,FUN_034722,5UTR,FUN_034722;2 12;390 411,-22.65,10,80.00%,90.00%,0.974490273161988,0.974490273161988,1,0.00487218481034386
2112,apul-mir-100,FUN_040391,5UTR,FUN_040391;2 16;76 99,-22.44,16,75.00%,75.00%,-0.958719638413883,0.958719638413883,-1,0.0100055624471572
2113,apul-mir-2036,FUN_023579,5UTR,FUN_023579;2 20;641 669,-22.93,24,70.83%,75.00%,-0.881853466248801,0.881853466248801,-1,0.0478757003016259
2114,apul-mir-novel-23,FUN_010170,5UTR,FUN_010170;2 21;373 395,-24.74,20,75.00%,75.00%,0.919289861326711,0.919289861326711,1,0.027189244910435
2115,apul-mir-novel-23,FUN_011318,5UTR,FUN_011318;2 20;85 105,-25.47,18,77.78%,88.89%,0.919289861326711,0.919289861326711,1,0.027189244910435
2116,apul-mir-novel-23,FUN_023321,5UTR,FUN_023321;2 21;916 940,-20.64,22,72.73%,77.27%,0.891865806026842,0.891865806026842,1,0.041986118463237
2117,apul-mir-novel-23,FUN_034909,5UTR,FUN_034909;2 20;321 344,-24.46,20,75.00%,80.00%,-0.948321220714399,0.948321220714399,-1,0.0139928675900693
2118,apul-mir-novel-23,FUN_040174,5UTR,FUN_040174;2 18;450 470,-21.11,16,68.75%,81.25%,0.919289861326711,0.919289861326711,1,0.027189244910435
2119,apul-mir-novel-23,FUN_041885,5UTR,FUN_041885;2 21;563 586,-23.49,21,66.67%,76.19%,0.92743388938017,0.92743388938017,1,0.0232086585913671
2120,apul-mir-novel-3,FUN_028202,5UTR,FUN_028202;2 18;225 249,-20.1,19,78.95%,84.21%,0.883284845441539,0.883284845441539,1,0.0470187993587836
2121,apul-mir-novel-13,FUN_011776,5UTR,FUN_011776;2 15;708 729,-22.85,13,92.31%,100.00%,-0.881986571304458,0.881986571304458,-1,0.0477958101248315
2122,apul-mir-novel-13,FUN_026224,5UTR,FUN_026224;2 19;626 647,-22.22,17,82.35%,88.24%,-0.918889531002497,0.918889531002497,-1,0.0273900977793748
2123,apul-mir-novel-13,FUN_032570,5UTR,FUN_032570;2 20;209 235,-21.11,23,78.26%,78.26%,-0.938017528226937,0.938017528226937,-1,0.0183509130569202
2124,apul-mir-9425,FUN_014265,5UTR,FUN_014265;2 11;457 479,-20.67,9,100.00%,100.00%,-0.931279125886388,0.931279125886388,-1,0.0214012302287549
2125,apul-mir-9425,FUN_031451,5UTR,FUN_031451;2 21;128 151,-22,20,70.00%,75.00%,-0.902528701059085,0.902528701059085,-1,0.0359911108439191
2126,apul-mir-novel-21,FUN_009872,5UTR,FUN_009872;2 21;47 69,-21.82,20,70.00%,75.00%,0.89615487461459,0.89615487461459,1,0.0395393787541867
2127,apul-mir-novel-21,FUN_014246,5UTR,FUN_014246;2 21;700 726,-21.82,24,62.50%,75.00%,0.977388854104582,0.977388854104582,1,0.00406760929145237
2128,apul-mir-novel-21,FUN_015195,5UTR,FUN_015195;2 21;631 653,-20.47,20,75.00%,75.00%,0.961884328530676,0.961884328530676,1,0.00888158585378557
2129,apul-mir-novel-21,FUN_015203,5UTR,FUN_015203;2 21;613 635,-20.56,20,80.00%,80.00%,0.894708329017732,0.894708329017732,1,0.0403593442331659
