"","X","miRNA","V2","V3.x","V4.x","V5","V6","V7","V8","V9","V10","V11","mRNA","PCC.cor","p_value","adjusted_p_value","V1","V3.y","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"3435",3435,"Cluster_3250","ptg000023l:8842433-8843433",157,-20.27,2,21,124,143,19,"73.68%","78.95%","FUN_030056",0.117335406651689,0.850947435882595,0.998649612991003,NA,NA,NA,NA,NA,NA
"3436",3436,"Cluster_3250","ptg000023l:9125565-9126565",143,-23.07,2,21,461,492,29,"55.17%","65.52%","FUN_030073",-0.67328955940233,0.212841927079668,0.998649612991003,NA,NA,NA,NA,NA,NA
"3437",3437,"Cluster_3250","ptg000024l:10161876-10162876",158,-20.55,2,16,48,71,16,"81.25%","87.50%","FUN_034661",-0.493720078463823,0.39794123802491,0.998649612991003,NA,NA,NA,NA,NA,NA
"3438",3438,"Cluster_3250","ptg000024l:5052708-5053708",151,-21.01,2,21,952,978,24,"58.33%","75.00%","FUN_034115",-0.0151195080642912,0.980749977913014,0.998649612991003,"ptg000024l:5043346-5052708","Q8BJ56","Patatin-like phospholipase domain-containing protein 2 (EC 3.1.1.3) (Adipose triglyceride lipase) (Calcium-independent phospholipase A2-zeta) (iPLA2-zeta) (EC 3.1.1.4) (Desnutrin)","Mus musculus (Mouse)","cellular lipid catabolic process [GO:0044242]; diacylglycerol biosynthetic process [GO:0006651]; lipid droplet disassembly [GO:1905691]; lipid droplet organization [GO:0034389]; lipid homeostasis [GO:0055088]; lipid storage [GO:0019915]; negative regulation of sequestering of triglyceride [GO:0010891]; positive regulation of triglyceride catabolic process [GO:0010898]; triglyceride catabolic process [GO:0019433]","GO:0004623; GO:0004806; GO:0005654; GO:0005737; GO:0005811; GO:0005829; GO:0005886; GO:0006651; GO:0010891; GO:0010898; GO:0016020; GO:0016411; GO:0019433; GO:0019915; GO:0034389; GO:0044242; GO:0050253; GO:0051264; GO:0051265; GO:0055088; GO:1905691"
"3439",3439,"Cluster_3250","ptg000025l:11011098-11012098",154,-21.93,2,20,295,319,21,"66.67%","76.19%","FUN_035725",-0.389040665240372,0.51745350749559,0.998649612991003,NA,NA,NA,NA,NA,NA
"3440",3440,"Cluster_3250","ptg000025l:11423779-11424779",163,-21.37,2,18,251,271,16,"81.25%","93.75%","FUN_035761",-0.355557713988238,0.557018150631163,0.998649612991003,"ptg000025l:11420526-11423779","Q63244","Forkhead box protein Q1 (HNF-3/forkhead-like protein 1) (HFH-1) (Hepatocyte nuclear factor 3 forkhead homolog 1)","Rattus norvegicus (Rat)","anatomical structure morphogenesis [GO:0009653]; cell differentiation [GO:0030154]; hair follicle morphogenesis [GO:0031069]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of transcription by RNA polymerase II [GO:0006357]","GO:0000122; GO:0000978; GO:0000981; GO:0001227; GO:0005634; GO:0006357; GO:0009653; GO:0030154; GO:0031069; GO:0043524; GO:1990837"
"3441",3441,"Cluster_3250","ptg000025l:1719566-1720566",153,-20.92,2,15,100,123,15,"80.00%","86.67%","FUN_034913",0.662628904657804,0.222943190868441,0.998649612991003,"ptg000025l:1718729-1719566","Q21305","Transcription factor sox-2","Caenorhabditis elegans","anatomical structure morphogenesis [GO:0009653]; cell differentiation [GO:0030154]; neuron fate specification [GO:0048665]; regulation of DNA-templated transcription [GO:0006355]","GO:0000977; GO:0000978; GO:0000981; GO:0005634; GO:0006355; GO:0009653; GO:0030154; GO:0048665"
"3442",3442,"Cluster_3250","ptg000025l:8627780-8628780",158,-20.22,2,20,685,708,20,"75.00%","75.00%","FUN_035525",0.113350276648389,0.855987592213155,0.998649612991003,"ptg000025l:8622428-8627780","Q6DDZ9","MTOR-associated protein MEAK7 (MEAK7) (TBC/LysM-associated domain-containing protein 1) (TLD domain-containing protein 1)","Xenopus laevis (African clawed frog)","positive regulation of protein localization to lysosome [GO:0150032]; regulation of cell migration [GO:0030334]; regulation of cell population proliferation [GO:0042127]; response to amino acid [GO:0043200]; response to insulin [GO:0032868]; response to nutrient levels [GO:0031667]; TOR signaling [GO:0031929]","GO:0005737; GO:0005765; GO:0016020; GO:0030334; GO:0031667; GO:0031929; GO:0032868; GO:0042127; GO:0043200; GO:0150032"
"3443",3443,"Cluster_3250","ptg000025l:8628005-8629005",158,-20.22,2,20,460,483,20,"75.00%","75.00%","FUN_035526",0.650487695728965,0.234603060234612,0.998649612991003,NA,NA,NA,NA,NA,NA
"3444",3444,"Cluster_3250","ptg000025l:9427781-9428781",171,-22.66,2,21,654,676,20,"80.00%","85.00%","FUN_035579",0.361359995622679,0.55012141428819,0.998649612991003,NA,NA,NA,NA,NA,NA
"3445",3445,"Cluster_3250","ptg000026l:13629050-13630050",163,-21.57,2,21,402,425,21,"66.67%","85.71%","FUN_037791",0.917398931019132,0.0281421272777153,0.918255856474412,NA,NA,NA,NA,NA,NA
"3446",3446,"Cluster_3250","ptg000027l:1774069-1775069",153,-20.53,2,21,63,89,24,"70.83%","75.00%","FUN_038044",-0.456956220572456,0.439120247749254,0.998649612991003,NA,NA,NA,NA,NA,NA
"3447",3447,"Cluster_3250","ptg000029c:550963-551963",164,-21.37,2,21,323,344,19,"73.68%","78.95%","FUN_039363",0.776620779804248,0.122400313833079,0.998649612991003,"ptg000029c:551963-630229","Q99315","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)","DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]; transposition, RNA-mediated [GO:0032197]","GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0008233; GO:0008270; GO:0015074; GO:0032197"
"3448",3448,"Cluster_3250","ptg000030l:2955856-2956856",168,-24.2,2,18,118,140,17,"88.24%","88.24%","FUN_039721",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3449",3449,"Cluster_3250","ptg000030l:2985344-2986344",159,-20.24,2,16,445,466,14,"78.57%","92.86%","FUN_039726",-0.450143735297556,0.446850694133616,0.998649612991003,NA,NA,NA,NA,NA,NA
"3450",3450,"Cluster_3250","ptg000031l:4897704-4898704",170,-21.16,2,20,212,234,19,"84.21%","84.21%","FUN_040159",-0.294876168865974,0.630066258134949,0.998649612991003,"ptg000031l:4898704-4908074","P10079","Fibropellin-1 (Epidermal growth factor-related protein 1) (Fibropellin-I) (SpEGF I) (UEGF-1)","Strongylocentrotus purpuratus (Purple sea urchin)","","GO:0005509; GO:0005615; GO:0009374; GO:0031410; GO:0032579"
"3451",3451,"Cluster_3250","ptg000031l:5279914-5280009",170,-22.32,2,19,70,91,17,"82.35%","88.24%","FUN_040185",0.988932570223591,0.00139534540683829,0.545343267336266,NA,NA,NA,NA,NA,NA
"3452",3452,"Cluster_3250","ptg000034l:606991-607991",155,-20.83,2,21,878,901,21,"61.90%","80.95%","FUN_041085",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3453",3453,"Cluster_3250","ptg000034l:639503-640043",159,-20.16,2,21,1,23,21,"71.43%","76.19%","FUN_041087",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3454",3454,"Cluster_3250","ptg000034l:639503-640043",159,-20.16,2,21,1,23,21,"71.43%","76.19%","FUN_041088",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3455",3455,"Cluster_3250","ptg000035l:4113997-4114997",160,-20.04,2,21,70,91,19,"68.42%","78.95%","FUN_041481",0.957800731859933,0.010340057452146,0.72597757807112,"ptg000035l:4114997-4118723","P48430","Transcription factor SOX-2 (cSox2) (delta EF2a)","Gallus gallus (Chicken)","anatomical structure morphogenesis [GO:0009653]; cell differentiation [GO:0030154]; cell fate commitment [GO:0045165]; forebrain development [GO:0030900]; inner ear development [GO:0048839]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of DNA-templated transcription [GO:0006355]; sensory organ precursor cell fate determination [GO:0016360]","GO:0000122; GO:0000978; GO:0000981; GO:0005634; GO:0005737; GO:0006355; GO:0009653; GO:0016360; GO:0030154; GO:0030900; GO:0043565; GO:0045165; GO:0045665; GO:0045893; GO:0045944; GO:0048839"
"3456",3456,"Cluster_3250","ptg000035l:4377556-4378556",163,-20.11,2,21,755,777,20,"75.00%","80.00%","FUN_041498",-0.360632465139067,0.550985270523313,0.998649612991003,"ptg000035l:4378556-4391777","Q6Q2B2","Muscleblind-like protein 2a (Tmbnl2a)","Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)","mRNA processing [GO:0006397]; RNA splicing [GO:0008380]","GO:0003723; GO:0005634; GO:0005737; GO:0006397; GO:0008380; GO:0046872"
"3457",3457,"Cluster_3250","ptg000035l:6515940-6516940",167,-21.34,2,21,937,959,20,"75.00%","85.00%","FUN_041683",-0.582045494610557,0.303196837204169,0.998649612991003,NA,NA,NA,NA,NA,NA
"3458",3458,"Cluster_3250","ptg000036l:1778818-1779818",158,-21.42,2,17,891,911,15,"80.00%","93.33%","FUN_042185",0.123599981875868,0.843029233758136,0.998649612991003,NA,NA,NA,NA,NA,NA
"3459",3459,"Cluster_3250","ptg000036l:3111921-3112408",163,-20.47,2,16,153,174,14,"85.71%","92.86%","FUN_042276",-0.195665697000112,0.752469608496754,0.998649612991003,NA,NA,NA,NA,NA,NA
"3460",3460,"Cluster_3250","ptg000039l:989144-990144",158,-20.52,2,21,391,417,24,"66.67%","79.17%","FUN_042670",0.751664410853357,0.142893901053509,0.998649612991003,NA,NA,NA,NA,NA,NA
"3461",3461,"Cluster_3250","ptg000047l:3548584-3549584",161,-20.11,2,20,525,545,18,"77.78%","83.33%","FUN_043056",0.355207645629259,0.557434775246235,0.998649612991003,"ptg000047l:3540326-3548584","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"3462",3462,"Cluster_3250","ptg000047l:6555274-6556274",151,-26.03,2,21,211,238,25,"60.00%","72.00%","FUN_043293",-0.304177174397891,0.618767608735686,0.998649612991003,NA,NA,NA,NA,NA,NA
"3463",3463,"Cluster_3366","ntLink_3:7681-8681",160,-20.74,2,21,598,621,19,"57.89%","89.47%","FUN_000032",0.891526402261366,0.0421817209849842,0.96546924320845,NA,NA,NA,NA,NA,NA
"3464",3464,"Cluster_3366","ntLink_6:10704780-10705780",165,-21.59,2,22,846,869,20,"70.00%","80.00%","FUN_001280",-0.336361381080191,0.579949947994605,0.998649612991003,NA,NA,NA,NA,NA,NA
"3465",3465,"Cluster_3366","ntLink_6:11750896-11751896",154,-20.13,2,19,680,703,17,"58.82%","88.24%","FUN_001379",0.769156808537713,0.128430543985691,0.998649612991003,NA,NA,NA,NA,NA,NA
"3466",3466,"Cluster_3366","ntLink_6:12445947-12446947",147,-20.21,2,21,146,174,24,"58.33%","70.83%","FUN_001440",0.431192874505792,0.46851006147145,0.998649612991003,"ntLink_6:12446947-12451119","P58912","DELTA-alicitoxin-Pse2b (DELTA-ALTX-Pse2b) (Toxin PsTX-60B) (PTX60B)","Phyllodiscus semoni (Night anemone)","hemolysis in another organism [GO:0044179]","GO:0005576; GO:0042151; GO:0044179; GO:0090729"
"3467",3467,"Cluster_3366","ntLink_6:17624543-17625543",167,-21.1,2,23,213,234,21,"76.19%","80.95%","FUN_001906",0.103025282716315,0.869056561477567,0.998649612991003,NA,NA,NA,NA,NA,NA
"3468",3468,"Cluster_3366","ntLink_6:2435694-2436694",160,-23.2,2,23,294,322,26,"65.38%","76.92%","FUN_000401",-0.0545804117493925,0.930540580815154,0.998649612991003,"ntLink_6:2436694-2439803","Q8N6G5","Chondroitin sulfate N-acetylgalactosaminyltransferase 2 (EC 2.4.1.174) (Chondroitin beta-1,4-N-acetylgalactosaminyltransferase 2) (Beta4GalNAcT-2) (GalNAcT-2)","Homo sapiens (Human)","chondroitin sulfate biosynthetic process [GO:0030206]; chondroitin sulfate proteoglycan biosynthetic process [GO:0050650]; chondroitin sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process [GO:0050653]; dermatan sulfate proteoglycan biosynthetic process [GO:0050651]; dermatan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process [GO:0050652]; proteoglycan biosynthetic process [GO:0030166]","GO:0000139; GO:0008376; GO:0016020; GO:0030166; GO:0030206; GO:0032580; GO:0046872; GO:0047237; GO:0047238; GO:0050650; GO:0050651; GO:0050652; GO:0050653"
"3469",3469,"Cluster_3366","ntLink_6:4249359-4250359",158,-23.37,2,19,671,694,17,"64.71%","88.24%","FUN_000549",-0.486520462371298,0.405931524815599,0.998649612991003,"ntLink_6:4250359-4251022","Q5FVH4","AKT-interacting protein (Fused toes protein homolog)","Rattus norvegicus (Rat)","apoptotic process [GO:0006915]; early endosome to late endosome transport [GO:0045022]; endosome organization [GO:0007032]; endosome to lysosome transport [GO:0008333]; lysosome organization [GO:0007040]; positive regulation of protein binding [GO:0032092]; positive regulation of protein phosphorylation [GO:0001934]; protein localization to perinuclear region of cytoplasm [GO:1905719]; protein polyubiquitination [GO:0000209]; protein transport [GO:0015031]","GO:0000209; GO:0001934; GO:0005634; GO:0005829; GO:0005886; GO:0006915; GO:0007032; GO:0007040; GO:0008333; GO:0015031; GO:0032092; GO:0045022; GO:0061631; GO:0070695; GO:1905719"
"3470",3470,"Cluster_3366","ntLink_6:7560974-7561974",162,-22.69,2,20,713,737,19,"68.42%","89.47%","FUN_001039",0.153372378936808,0.805488543595134,0.998649612991003,NA,NA,NA,NA,NA,NA
"3471",3471,"Cluster_3366","ntLink_8:13389197-13390197",161,-24,2,23,154,178,22,"72.73%","72.73%","FUN_003603",-0.162835322125988,0.793591538125022,0.998649612991003,NA,NA,NA,NA,NA,NA
"3472",3472,"Cluster_3366","ntLink_8:15085594-15086594",158,-22.5,2,23,167,190,21,"66.67%","71.43%","FUN_003751",-0.559484583834209,0.326782584423152,0.998649612991003,NA,NA,NA,NA,NA,NA
"3473",3473,"Cluster_3366","ntLink_8:20869782-20869849",169,-22.64,2,22,3,25,21,"80.95%","85.71%","FUN_004219",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3474",3474,"Cluster_3366","ntLink_8:24929295-24930295",171,-20.61,2,21,543,567,20,"80.00%","85.00%","FUN_004618",-0.871912328003429,0.0539597186034596,0.96546924320845,NA,NA,NA,NA,NA,NA
"3475",3475,"Cluster_3366","ntLink_8:26409434-26410434",153,-20.98,2,22,2,23,20,"70.00%","80.00%","FUN_004740",-0.543535084226729,0.343722116198468,0.998649612991003,"ntLink_8:26405465-26409434","Q92963","GTP-binding protein Rit1 (EC 3.6.5.2) (Ras-like protein expressed in many tissues) (Ras-like without CAAX protein 1)","Homo sapiens (Human)","Ras protein signal transduction [GO:0007265]; signal transduction [GO:0007165]","GO:0003924; GO:0003925; GO:0005516; GO:0005525; GO:0005886; GO:0007165; GO:0007265; GO:0019003"
"3476",3476,"Cluster_3366","ntLink_8:30064486-30064703",170,-25.67,2,19,29,52,17,"76.47%","94.12%","FUN_005017",0.565113166522752,0.320856349893181,0.998649612991003,NA,NA,NA,NA,NA,NA
"3477",3477,"Cluster_3366","ntLink_8:33869639-33870639",164,-25.85,2,23,953,975,21,"66.67%","85.71%","FUN_005306",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3478",3478,"Cluster_3366","ntLink_8:7242037-7243037",166,-26,2,23,757,778,21,"76.19%","85.71%","FUN_002873",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3479",3479,"Cluster_3366","ntLink_8:7681235-7682235",166,-26,2,23,920,941,21,"76.19%","85.71%","FUN_002922",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3480",3480,"Cluster_3366","ptg000001l:12211193-12212193",167,-20.48,2,22,538,560,20,"75.00%","85.00%","FUN_006414",0.0720582196531531,0.908332085148769,0.998649612991003,"ptg000001l:12210392-12211193","Q0ZDF7","2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase (OHCU decarboxylase) (EC 4.1.1.97) (Parahox neighbor) (Ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase)","Amia calva (Bowfin)","allantoin metabolic process [GO:0000255]; purine nucleobase metabolic process [GO:0006144]; urate catabolic process [GO:0019628]","GO:0000255; GO:0005777; GO:0006144; GO:0019628; GO:0051997"
"3481",3481,"Cluster_3366","ptg000001l:13275221-13276221",163,-20.81,2,23,181,202,21,"71.43%","80.95%","FUN_006494",-0.400996437545036,0.503469065473758,0.998649612991003,NA,NA,NA,NA,NA,NA
"3482",3482,"Cluster_3366","ptg000001l:18708947-18709947",160,-21.67,2,22,975,1000,22,"68.18%","77.27%","FUN_006950",-0.00496815687103806,0.993674372229688,0.999203129648202,NA,NA,NA,NA,NA,NA
"3483",3483,"Cluster_3366","ptg000001l:19333945-19334945",173,-30.83,2,22,320,343,20,"70.00%","90.00%","FUN_007015",-0.213683933747882,0.730014079485991,0.998649612991003,NA,NA,NA,NA,NA,NA
"3484",3484,"Cluster_3366","ptg000001l:19762998-19763212",158,-23.15,2,23,66,87,21,"66.67%","85.71%","FUN_007044",-0.821184778105423,0.0882946980541854,0.998649612991003,NA,NA,NA,NA,NA,NA
"3485",3485,"Cluster_3366","ptg000001l:19762998-19763998",158,-23.15,2,23,66,87,21,"66.67%","85.71%","FUN_007045",-0.375849246977865,0.53297234014492,0.998649612991003,NA,NA,NA,NA,NA,NA
"3486",3486,"Cluster_3366","ptg000001l:20214785-20215785",152,-20.22,2,23,861,883,21,"61.90%","76.19%","FUN_007079",0.311566470780793,0.609816272803801,0.998649612991003,"ptg000001l:20163207-20214785","Q0EEE2","Patched domain-containing protein 3 (RND-type protein RNDEu-3)","Mus musculus (Mouse)","","GO:0005783; GO:0005789; GO:0005886; GO:0016020; GO:0097225"
"3487",3487,"Cluster_3366","ptg000002l:12693133-12694133",155,-21.48,2,21,534,563,25,"64.00%","72.00%","FUN_008540",-0.0657252495126011,0.916376302131958,0.998649612991003,"ptg000002l:12671800-12693133","D3YXG0","Hemicentin-1 (Fibulin-6) (FIBL-6)","Mus musculus (Mouse)","actin filament reorganization [GO:0090527]; basement membrane organization [GO:0071711]; cell cycle [GO:0007049]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]","GO:0005509; GO:0005576; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0009617; GO:0030054; GO:0032154; GO:0051301; GO:0062023; GO:0071711; GO:0090527"
"3488",3488,"Cluster_3366","ptg000002l:13235595-13236595",166,-20.1,2,20,960,984,19,"78.95%","84.21%","FUN_008591",-0.295732220557892,0.629024907894067,0.998649612991003,"ptg000002l:13221626-13235595","Q6PDJ1","VWFA and cache domain-containing protein 1 (Cache domain-containing protein 1)","Mus musculus (Mouse)","","GO:0005245; GO:0005891"
"3489",3489,"Cluster_3366","ptg000002l:13755646-13756646",166,-20.93,2,21,867,893,22,"77.27%","81.82%","FUN_008623",0.467870726579024,0.426798565853435,0.998649612991003,NA,NA,NA,NA,NA,NA
"3490",3490,"Cluster_3366","ptg000002l:15827666-15828666",141,-21.14,2,23,395,419,22,"54.55%","68.18%","FUN_008805",-0.320925822849544,0.598511225191534,0.998649612991003,NA,NA,NA,NA,NA,NA
"3491",3491,"Cluster_3366","ptg000002l:15924246-15925246",141,-21.14,2,23,331,355,22,"54.55%","68.18%","FUN_008824",0.871693846498932,0.0540959865289283,0.96546924320845,NA,NA,NA,NA,NA,NA
"3492",3492,"Cluster_3366","ptg000002l:2958047-2958490",156,-23.06,2,18,325,352,20,"70.00%","80.00%","FUN_007657",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3493",3493,"Cluster_3366","ptg000002l:8789500-8790500",150,-20.27,2,15,548,571,13,"76.92%","84.62%","FUN_008159",0.888310868864341,0.0440491206471639,0.96546924320845,NA,NA,NA,NA,NA,NA
"3494",3494,"Cluster_3366","ptg000004l:13102412-13103412",155,-25.03,2,23,243,266,22,"63.64%","81.82%","FUN_009913",0.918383537121283,0.0276446437746941,0.914225011702335,"ptg000004l:13103412-13108214","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)","Drosophila melanogaster (Fruit fly)","","GO:0003964"
"3495",3495,"Cluster_3366","ptg000004l:15035100-15036100",166,-21.78,2,22,531,555,22,"77.27%","81.82%","FUN_010131",0.75389502576516,0.141024338682325,0.998649612991003,NA,NA,NA,NA,NA,NA
"3496",3496,"Cluster_3366","ptg000004l:6487185-6488185",161,-20.39,2,23,960,987,25,"64.00%","76.00%","FUN_009406",-0.162835322125988,0.793591538125022,0.998649612991003,NA,NA,NA,NA,NA,NA
"3497",3497,"Cluster_3366","ptg000004l:7303815-7304815",154,-20.52,2,21,833,855,19,"63.16%","84.21%","FUN_009472",0.873212165857132,0.0531512448108589,0.96546924320845,NA,NA,NA,NA,NA,NA
"3498",3498,"Cluster_3366","ptg000006l:1467109-1468109",181,-28.28,2,23,310,334,22,"81.82%","86.36%","FUN_010495",-0.266479387753531,0.664767395739781,0.998649612991003,NA,NA,NA,NA,NA,NA
"3499",3499,"Cluster_3366","ptg000006l:1552291-1553291",146,-20.02,2,15,877,900,13,"69.23%","84.62%","FUN_010507",0.597582915732755,0.287221785331045,0.998649612991003,NA,NA,NA,NA,NA,NA
"3500",3500,"Cluster_3366","ptg000006l:1597003-1598003",155,-21.58,2,22,595,617,20,"60.00%","85.00%","FUN_010511",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3501",3501,"Cluster_3366","ptg000007l:1091947-1092947",159,-20.11,2,22,170,192,20,"65.00%","85.00%","FUN_010639",0.524751813824998,0.363939637888779,0.998649612991003,"ptg000007l:1092947-1097408","Q92968","Peroxisomal membrane protein PEX13 (Peroxin-13)","Homo sapiens (Human)","cerebral cortex cell migration [GO:0021795]; fatty acid alpha-oxidation [GO:0001561]; locomotory behavior [GO:0007626]; microtubule-based peroxisome localization [GO:0060152]; neuron migration [GO:0001764]; protein import into peroxisome matrix, docking [GO:0016560]; suckling behavior [GO:0001967]","GO:0001561; GO:0001764; GO:0001967; GO:0005777; GO:0005778; GO:0005829; GO:0007626; GO:0008320; GO:0016020; GO:0016560; GO:0021795; GO:0060152; GO:1990429"
"3502",3502,"Cluster_3366","ptg000007l:2710932-2711932",161,-21.87,2,23,273,297,22,"68.18%","77.27%","FUN_010779",0.0175395307370166,0.977669120941598,0.998649612991003,"ptg000007l:2703000-2710932","Q9D1P2","Histone acetyltransferase KAT8 (EC 2.3.1.48) (Lysine acetyltransferase 8) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 1) (MYST-1)","Mus musculus (Mouse)","chromatin organization [GO:0006325]; histone H4-K16 acetylation [GO:0043984]; histone H4-K5 acetylation [GO:0043981]; histone H4-K8 acetylation [GO:0043982]; myeloid cell differentiation [GO:0030099]; negative regulation of DNA-templated transcription [GO:0045892]; neurogenesis [GO:0022008]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of histone H3-K4 methylation [GO:0051571]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of autophagy [GO:0010506]; regulation of dosage compensation by inactivation of X chromosome [GO:1900095]","GO:0000123; GO:0000776; GO:0003712; GO:0003713; GO:0005634; GO:0005654; GO:0006325; GO:0010506; GO:0016363; GO:0016407; GO:0019899; GO:0022008; GO:0030099; GO:0042393; GO:0043981; GO:0043982; GO:0043984; GO:0043995; GO:0043996; GO:0044545; GO:0045892; GO:0045893; GO:0045944; GO:0046872; GO:0046972; GO:0051571; GO:0061629; GO:0071339; GO:0072487; GO:1900095"
"3503",3503,"Cluster_3366","ptg000007l:3961851-3962851",146,-20.41,2,15,719,742,13,"76.92%","76.92%","FUN_010886",-0.495542620313462,0.395924457145116,0.998649612991003,NA,NA,NA,NA,NA,NA
"3504",3504,"Cluster_3366","ptg000008l:11019398-11020398",155,-23.58,2,20,200,223,18,"61.11%","83.33%","FUN_012660",-0.368339772705915,0.54184711677405,0.998649612991003,NA,NA,NA,NA,NA,NA
"3505",3505,"Cluster_3366","ptg000008l:11403978-11404978",162,-21.24,2,21,490,517,23,"73.91%","78.26%","FUN_012689",0.714059094365721,0.175461806823844,0.998649612991003,NA,NA,NA,NA,NA,NA
"3506",3506,"Cluster_3366","ptg000008l:11404431-11405431",162,-21.24,2,21,37,64,23,"73.91%","78.26%","FUN_012690",0.0174504925996044,0.977782470468368,0.998649612991003,"ptg000008l:11405431-11407145","O43246","Cationic amino acid transporter 4 (CAT-4) (CAT4) (Solute carrier family 7 member 4)","Homo sapiens (Human)","amino acid transport [GO:0006865]","GO:0005886; GO:0006865; GO:0015171; GO:0015174; GO:0016020"
"3507",3507,"Cluster_3366","ptg000008l:11433263-11434263",178,-20.05,2,23,332,355,21,"80.95%","80.95%","FUN_012693",-0.565707409105619,0.320232287967296,0.998649612991003,"ptg000008l:11430986-11433263","Q8NB59","Synaptotagmin-14 (Synaptotagmin XIV) (SytXIV)","Homo sapiens (Human)","","GO:0005543; GO:0016020"
"3508",3508,"Cluster_3366","ptg000008l:11746677-11747677",163,-20.28,2,22,590,617,24,"70.83%","79.17%","FUN_012721",-0.135943526555833,0.827445945521538,0.998649612991003,NA,NA,NA,NA,NA,NA
"3509",3509,"Cluster_3366","ptg000008l:1390659-1391659",166,-21.14,2,23,596,619,21,"71.43%","76.19%","FUN_011780",0.975875310655402,0.00448176009061027,0.567287002913177,"ptg000008l:1388966-1390659","A7S2N8","E3 UFM1-protein ligase 1 homolog (EC 2.3.2.-) (E3 UFM1-protein transferase 1 homolog)","Nematostella vectensis (Starlet sea anemone)","protein K69-linked ufmylation [GO:1990592]; regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032434]; response to endoplasmic reticulum stress [GO:0034976]","GO:0005789; GO:0032434; GO:0034976; GO:0061666; GO:0071568; GO:1990592"
"3510",3510,"Cluster_3366","ptg000008l:24136513-24136948",167,-21.36,2,22,125,147,20,"75.00%","85.00%","FUN_013568",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3511",3511,"Cluster_3366","ptg000008l:24693486-24694486",174,-22.82,2,23,973,996,21,"76.19%","80.95%","FUN_013626",-0.544711941816708,0.342464932922041,0.998649612991003,"ptg000008l:24675512-24693486","Q4V7C6","GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)","Rattus norvegicus (Rat)","glutamine metabolic process [GO:0006541]; GMP biosynthetic process [GO:0006177]; GMP salvage [GO:0032263]; response to L-cysteine [GO:1901367]; response to xenobiotic stimulus [GO:0009410]","GO:0003921; GO:0003922; GO:0005524; GO:0005829; GO:0006177; GO:0006541; GO:0009410; GO:0019899; GO:0032263; GO:1901367"
