"X.1","miRNA","lncRNA","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","PCC.cor","p_value","adjusted_p_value","species"
4647,"Cluster_360","lncRNA_8072",149,-22.72,"2 19","39017 39041",20,"65.00%","75.00%",NA,NA,NA,NA,"P. tuahiniensis"
4648,"Cluster_360","lncRNA_8073",149,-22.72,"2 19","37813 37837",20,"65.00%","75.00%",NA,NA,NA,NA,"P. tuahiniensis"
4649,"Cluster_360","lncRNA_8074",149,-22.72,"2 19","35487 35511",20,"65.00%","75.00%",NA,NA,NA,NA,"P. tuahiniensis"
4650,"Cluster_360","lncRNA_8083",174,-20.42,"2 19","557 578",17,"88.24%","88.24%",246090,-0.279552997550448,0.648754076611352,0.939988018622639,"P. tuahiniensis"
4651,"Cluster_360","lncRNA_8084",174,-20.42,"2 19","649 670",17,"88.24%","88.24%",246127,0.248078820561935,0.687406694599067,0.946061416979216,"P. tuahiniensis"
4652,"Cluster_360","lncRNA_8088",148,-21.11,"2 19","524 549",21,"66.67%","76.19%",246238,0.319515016016219,0.600212932674957,0.935619759231151,"P. tuahiniensis"
4653,"Cluster_360","lncRNA_8089",148,-21.11,"2 19","45 70",21,"66.67%","76.19%",NA,NA,NA,NA,"P. tuahiniensis"
4654,"Cluster_360","lncRNA_8144",178,-21.41,"2 21","4192 4212",19,"89.47%","89.47%",NA,NA,NA,NA,"P. tuahiniensis"
4655,"Cluster_360","lncRNA_8202",149,-22.72,"2 19","34224 34248",20,"65.00%","75.00%",NA,NA,NA,NA,"P. tuahiniensis"
4656,"Cluster_360","lncRNA_8714",175,-23.29,"2 21","9507 9530",21,"76.19%","90.48%",262851,-0.363655723639723,0.547397224553667,0.927457047898781,"P. tuahiniensis"
4657,"Cluster_360","lncRNA_9035",165,-25.94,"2 21","54071 54093",21,"80.95%","80.95%",273026,-0.0678012442408225,0.913738961501072,0.992753077185545,"P. tuahiniensis"
4658,"Cluster_360","lncRNA_9036",165,-25.94,"2 21","46243 46265",21,"80.95%","80.95%",NA,NA,NA,NA,"P. tuahiniensis"
4659,"Cluster_360","lncRNA_9037",165,-25.94,"2 21","5628 5650",21,"80.95%","80.95%",NA,NA,NA,NA,"P. tuahiniensis"
4660,"Cluster_360","lncRNA_9038",165,-25.94,"2 21","5628 5650",21,"80.95%","80.95%",NA,NA,NA,NA,"P. tuahiniensis"
4661,"Cluster_360","lncRNA_9240",156,-20.33,"2 13","282 303",11,"90.91%","100.00%",278428,0.525326317949339,0.363317090110572,0.904958399970811,"P. tuahiniensis"
4662,"Cluster_360","lncRNA_9385",151,-23.53,"2 21","19891 19918",25,"60.00%","72.00%",NA,NA,NA,NA,"P. tuahiniensis"
4663,"Cluster_360","lncRNA_9386",151,-23.53,"2 21","19891 19918",25,"60.00%","72.00%",NA,NA,NA,NA,"P. tuahiniensis"
4664,"Cluster_360","lncRNA_9387",151,-23.53,"2 21","1677 1704",25,"60.00%","72.00%",283571,-0.878884357930619,0.0496686849249909,0.700628666053965,"P. tuahiniensis"
4665,"Cluster_360","lncRNA_9502",167,-25.45,"2 21","454 476",20,"75.00%","85.00%",286790,-0.327677752598377,0.590379047287261,0.934716176311463,"P. tuahiniensis"
4666,"Cluster_3661","lncRNA_008",146,-21.89,"2 20","442 469",24,"58.33%","70.83%",245,0.665981126228093,0.21975289419679,0.852967908896901,"P. tuahiniensis"
4667,"Cluster_3661","lncRNA_009",146,-21.89,"2 20","206 233",24,"58.33%","70.83%",NA,NA,NA,NA,"P. tuahiniensis"
4668,"Cluster_3661","lncRNA_030",161,-24.27,"2 21","1818 1839",20,"80.00%","80.00%",726,0.00319002633037219,0.995938339216204,0.99950803322558,"P. tuahiniensis"
4669,"Cluster_3661","lncRNA_031",161,-24.27,"2 21","1782 1803",20,"80.00%","80.00%",NA,NA,NA,NA,"P. tuahiniensis"
4670,"Cluster_3661","lncRNA_10300",162,-20.84,"2 21","2062 2087",23,"73.91%","78.26%",311452,0.224196912926644,0.716953361948004,0.951386426982575,"P. tuahiniensis"
4671,"Cluster_3661","lncRNA_10300",162,-20.84,"2 21","370 395",23,"73.91%","78.26%",311452,0.224196912926644,0.716953361948004,0.951386426982575,"P. tuahiniensis"
4672,"Cluster_3661","lncRNA_106",146,-21.89,"2 20","6159 6186",24,"58.33%","70.83%",2798,0.171947201841228,0.782153666767323,0.967048646064693,"P. tuahiniensis"
4673,"Cluster_3661","lncRNA_10630",163,-23.71,"2 21","264 289",23,"73.91%","73.91%",321886,0.318132735624356,0.601881060521745,0.936033614324788,"P. tuahiniensis"
4674,"Cluster_3661","lncRNA_10675",164,-21.64,"2 21","2380 2399",19,"84.21%","84.21%",323033,-0.182672676108758,0.768714017492074,0.962788311707337,"P. tuahiniensis"
4675,"Cluster_3661","lncRNA_1072",148,-22.2,"2 19","7057 7084",23,"65.22%","73.91%",30622,0.488295128499266,0.403958521995145,0.906174874478436,"P. tuahiniensis"
4676,"Cluster_3661","lncRNA_10789",163,-23.42,"2 17","457 479",16,"81.25%","93.75%",326844,-0.150910008947703,0.808587232185715,0.974521378715474,"P. tuahiniensis"
4677,"Cluster_3661","lncRNA_10796",167,-22.2,"2 21","147 169",20,"75.00%","85.00%",327103,0.133203551257352,0.830902855223981,0.980399058000691,"P. tuahiniensis"
4678,"Cluster_3661","lncRNA_10851",164,-22.63,"2 17","1356 1377",15,"80.00%","93.33%",329138,-0.151619290088942,0.807694538933034,0.974266238664813,"P. tuahiniensis"
4679,"Cluster_3661","lncRNA_11093",159,-21.73,"2 21","17 42",23,"69.57%","73.91%",336871,0.288300488325958,0.638074824889925,0.939988018622639,"P. tuahiniensis"
4680,"Cluster_3661","lncRNA_11237",166,-25.4,"2 20","55597 55621",21,"76.19%","80.95%",NA,NA,NA,NA,"P. tuahiniensis"
4681,"Cluster_3661","lncRNA_11238",166,-25.4,"2 20","54905 54929",21,"76.19%","80.95%",NA,NA,NA,NA,"P. tuahiniensis"
4682,"Cluster_3661","lncRNA_11239",166,-25.4,"2 20","54357 54381",21,"76.19%","80.95%",NA,NA,NA,NA,"P. tuahiniensis"
4683,"Cluster_3661","lncRNA_11240",166,-25.4,"2 20","54357 54381",21,"76.19%","80.95%",341459,-0.760305253750169,0.135692323204152,0.791977421900889,"P. tuahiniensis"
4684,"Cluster_3661","lncRNA_11299",166,-25.4,"2 20","24592 24616",21,"76.19%","80.95%",343272,0.288300488325958,0.638074824889925,0.939988018622639,"P. tuahiniensis"
4685,"Cluster_3661","lncRNA_11300",166,-25.4,"2 20","23902 23926",21,"76.19%","80.95%",NA,NA,NA,NA,"P. tuahiniensis"
4686,"Cluster_3661","lncRNA_11306",166,-25.4,"2 20","23667 23691",21,"76.19%","80.95%",343383,-0.128923630872618,0.836305208424589,0.980839983638486,"P. tuahiniensis"
4687,"Cluster_3661","lncRNA_11308",166,-25.4,"2 20","131904 131928",21,"76.19%","80.95%",343420,0.275502849953461,0.653708308772427,0.940417682553589,"P. tuahiniensis"
4688,"Cluster_3661","lncRNA_11309",166,-25.4,"2 20","93113 93137",21,"76.19%","80.95%",NA,NA,NA,NA,"P. tuahiniensis"
4689,"Cluster_3661","lncRNA_11310",166,-25.4,"2 20","93113 93137",21,"76.19%","80.95%",NA,NA,NA,NA,"P. tuahiniensis"
4690,"Cluster_3661","lncRNA_11311",166,-25.4,"2 20","93113 93137",21,"76.19%","80.95%",NA,NA,NA,NA,"P. tuahiniensis"
4691,"Cluster_3661","lncRNA_11312",166,-25.4,"2 20","19819 19843",21,"76.19%","80.95%",NA,NA,NA,NA,"P. tuahiniensis"
4692,"Cluster_3661","lncRNA_11313",166,-25.4,"2 20","13190 13214",21,"76.19%","80.95%",NA,NA,NA,NA,"P. tuahiniensis"
4693,"Cluster_3661","lncRNA_1132",165,-21.74,"2 20","2140 2160",18,"77.78%","88.89%",32213,-0.0649701220487266,0.917335705193998,0.993426011328483,"P. tuahiniensis"
4694,"Cluster_3661","lncRNA_11361",157,-21.36,"2 21","406 429",22,"72.73%","77.27%",344937,-0.756249627098849,0.139058746576425,0.793708420113886,"P. tuahiniensis"
4695,"Cluster_3661","lncRNA_11551",167,-20.57,"2 21","18143 18165",20,"75.00%","85.00%",350820,0.10950992471287,0.860846825464981,0.984666942024865,"P. tuahiniensis"
4696,"Cluster_3661","lncRNA_11583",159,-25.81,"2 21","4715 4740",23,"65.22%","78.26%",351449,-0.139948618883271,0.822395259082286,0.978707344078635,"P. tuahiniensis"
4697,"Cluster_3661","lncRNA_11593",155,-22.28,"2 21","9729 9752",21,"66.67%","76.19%",351782,-0.91888611476847,0.027391813812059,0.609260301084235,"P. tuahiniensis"
4698,"Cluster_3661","lncRNA_11955",152,-20.5,"2 14","241 263",13,"84.62%","92.31%",364103,-0.524959040237988,0.363715052008737,0.904958399970811,"P. tuahiniensis"
4699,"Cluster_3661","lncRNA_11999",150,-21.81,"2 21","3041 3067",24,"66.67%","70.83%",365694,0.234138049562102,0.70463282275931,0.949833934295533,"P. tuahiniensis"
4700,"Cluster_3661","lncRNA_12197",156,-21.83,"2 21","65 84",19,"78.95%","78.95%",372206,0.516243636455156,0.373189439383495,0.906039209620547,"P. tuahiniensis"
4701,"Cluster_3661","lncRNA_12270",163,-20.76,"2 16","4524 4545",14,"85.71%","92.86%",374426,-0.619467266106849,0.265111833090446,0.875626595848522,"P. tuahiniensis"
4702,"Cluster_3661","lncRNA_12306",150,-20.11,"2 21","24123 24147",22,"68.18%","72.73%",NA,NA,NA,NA,"P. tuahiniensis"
4703,"Cluster_3661","lncRNA_12307",150,-20.11,"2 21","24123 24147",22,"68.18%","72.73%",NA,NA,NA,NA,"P. tuahiniensis"
4704,"Cluster_3661","lncRNA_12308",150,-20.11,"2 21","23830 23854",22,"68.18%","72.73%",NA,NA,NA,NA,"P. tuahiniensis"
4705,"Cluster_3661","lncRNA_12309",150,-20.11,"2 21","23630 23654",22,"68.18%","72.73%",NA,NA,NA,NA,"P. tuahiniensis"
4706,"Cluster_3661","lncRNA_12310",150,-20.11,"2 21","20848 20872",22,"68.18%","72.73%",NA,NA,NA,NA,"P. tuahiniensis"
4707,"Cluster_3661","lncRNA_12312",162,-23.25,"2 20","91637 91659",19,"73.68%","84.21%",NA,NA,NA,NA,"P. tuahiniensis"
4708,"Cluster_3661","lncRNA_12314",162,-23.25,"2 20","58392 58414",19,"73.68%","84.21%",375684,0.262282392393633,0.669921031278111,0.942616729509633,"P. tuahiniensis"
4709,"Cluster_3661","lncRNA_12471",163,-23.71,"2 21","361 386",23,"73.91%","73.91%",380790,-0.66313552158946,0.222460230625074,0.855020861017003,"P. tuahiniensis"
4710,"Cluster_3661","lncRNA_1256",162,-25.1,"2 20","6835 6862",24,"70.83%","75.00%",35247,-0.362817469792857,0.548391622738158,0.927457047898781,"P. tuahiniensis"
4711,"Cluster_3661","lncRNA_12584",159,-23.98,"2 17","58080 58104",18,"77.78%","83.33%",383121,-0.328800622397593,0.589028577201753,0.934716176311463,"P. tuahiniensis"
4712,"Cluster_3661","lncRNA_12740",146,-21.89,"2 20","269 296",24,"58.33%","70.83%",NA,NA,NA,NA,"P. tuahiniensis"
4713,"Cluster_3661","lncRNA_12741",146,-21.89,"2 20","246 273",24,"58.33%","70.83%",NA,NA,NA,NA,"P. tuahiniensis"
4714,"Cluster_3661","lncRNA_12755",160,-20.77,"2 17","55214 55235",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4715,"Cluster_3661","lncRNA_12755",160,-21.32,"2 17","42025 42046",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4716,"Cluster_3661","lncRNA_12756",160,-20.77,"2 17","55214 55235",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4717,"Cluster_3661","lncRNA_12756",160,-21.32,"2 17","42025 42046",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4718,"Cluster_3661","lncRNA_12757",160,-20.77,"2 17","55214 55235",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4719,"Cluster_3661","lncRNA_12757",160,-21.32,"2 17","42025 42046",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4720,"Cluster_3661","lncRNA_12758",160,-20.77,"2 17","51021 51042",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4721,"Cluster_3661","lncRNA_12758",160,-21.32,"2 17","37832 37853",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4722,"Cluster_3661","lncRNA_12760",160,-20.77,"2 17","51020 51041",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4723,"Cluster_3661","lncRNA_12760",160,-21.32,"2 17","37831 37852",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4724,"Cluster_3661","lncRNA_12761",160,-20.77,"2 17","51020 51041",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4725,"Cluster_3661","lncRNA_12761",160,-21.32,"2 17","37831 37852",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4726,"Cluster_3661","lncRNA_12762",160,-20.77,"2 17","51020 51041",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4727,"Cluster_3661","lncRNA_12762",160,-21.32,"2 17","37831 37852",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4728,"Cluster_3661","lncRNA_12763",160,-20.77,"2 17","49787 49808",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4729,"Cluster_3661","lncRNA_12763",160,-21.32,"2 17","36598 36619",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4730,"Cluster_3661","lncRNA_12764",160,-20.77,"2 17","49739 49760",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4731,"Cluster_3661","lncRNA_12764",160,-21.32,"2 17","36550 36571",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4732,"Cluster_3661","lncRNA_12765",160,-20.77,"2 17","38667 38688",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4733,"Cluster_3661","lncRNA_12765",160,-21.32,"2 17","25478 25499",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4734,"Cluster_3661","lncRNA_12766",160,-20.77,"2 17","38667 38688",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4735,"Cluster_3661","lncRNA_12766",160,-21.32,"2 17","25478 25499",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4736,"Cluster_3661","lncRNA_12767",160,-20.77,"2 17","36722 36743",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4737,"Cluster_3661","lncRNA_12767",160,-21.32,"2 17","23533 23554",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4738,"Cluster_3661","lncRNA_12768",160,-20.77,"2 17","36277 36298",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4739,"Cluster_3661","lncRNA_12768",160,-21.32,"2 17","23088 23109",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4740,"Cluster_3661","lncRNA_12769",160,-20.77,"2 17","36277 36298",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4741,"Cluster_3661","lncRNA_12769",160,-21.32,"2 17","23088 23109",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4742,"Cluster_3661","lncRNA_12770",160,-20.77,"2 17","28737 28758",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4743,"Cluster_3661","lncRNA_12770",160,-21.32,"2 17","15548 15569",15,"80.00%","86.67%",NA,NA,NA,NA,"P. tuahiniensis"
4744,"Cluster_3661","lncRNA_12851",148,-20.43,"2 19","4129 4153",20,"65.00%","80.00%",390262,-0.324340201267474,0.594396382840358,0.93484304237524,"P. tuahiniensis"
4745,"Cluster_3661","lncRNA_12906",168,-22.11,"2 21","63 84",19,"68.42%","89.47%",391816,-0.895115991336605,0.0401277213906221,0.663324867071617,"P. tuahiniensis"
4746,"Cluster_3661","lncRNA_13006",174,-23.28,"2 21","160 180",19,"84.21%","89.47%",395368,-0.110412499368849,0.859704600610392,0.984666942024865,"P. tuahiniensis"
4747,"Cluster_3661","lncRNA_13047",176,-24.45,"2 21","30899 30920",19,"73.68%","94.74%",396256,-0.0501899169121016,0.936123052422759,0.995728807861261,"P. tuahiniensis"
4748,"Cluster_3661","lncRNA_131",159,-21.57,"2 21","396 421",23,"69.57%","73.91%",3575,0.182518667257371,0.768906811001613,0.962828371618016,"P. tuahiniensis"
4749,"Cluster_3661","lncRNA_133",163,-23.71,"2 21","314 339",23,"73.91%","73.91%",3649,-0.141968315785106,0.819849377263119,0.977831528542747,"P. tuahiniensis"
4750,"Cluster_3661","lncRNA_13389",157,-20.98,"2 21","650 669",19,"68.42%","84.21%",403989,0.270208302696438,0.660193731052696,0.941273139992782,"P. tuahiniensis"
4751,"Cluster_3661","lncRNA_134",163,-23.71,"2 21","99 124",23,"73.91%","73.91%",3686,-0.218700149898367,0.723778285301508,0.952916793674033,"P. tuahiniensis"
4752,"Cluster_3661","lncRNA_13459",146,-21.89,"2 20","201 228",24,"58.33%","70.83%",406505,-0.030907739550133,0.960653310234713,0.998259372316147,"P. tuahiniensis"
4753,"Cluster_3661","lncRNA_13464",146,-21.89,"2 20","201 228",24,"58.33%","70.83%",406690,-0.0728478616328248,0.907329324156666,0.99150153616757,"P. tuahiniensis"
4754,"Cluster_3661","lncRNA_13498",163,-22.08,"2 19","40434 40455",18,"83.33%","88.89%",407837,-0.942506290615172,0.0164052598444771,0.568061060321796,"P. tuahiniensis"
4755,"Cluster_3661","lncRNA_13499",163,-22.08,"2 19","23979 24000",18,"83.33%","88.89%",NA,NA,NA,NA,"P. tuahiniensis"
4756,"Cluster_3661","lncRNA_136",163,-23.71,"2 21","405 430",23,"73.91%","73.91%",3760,0.144276250884155,0.816941076079827,0.976859140609669,"P. tuahiniensis"
4757,"Cluster_3661","lncRNA_13674",151,-21.13,"2 21","1499 1522",21,"66.67%","71.43%",413239,-0.631026562849393,0.253625873156479,0.869817649942991,"P. tuahiniensis"
4758,"Cluster_3661","lncRNA_13732",171,-22.1,"2 20","315 336",18,"83.33%","83.33%",414793,-0.793817964646944,0.108842976104893,0.770382050453587,"P. tuahiniensis"
4759,"Cluster_3661","lncRNA_13744",164,-22.61,"2 20","564 583",18,"77.78%","88.89%",415052,0.205284100798099,0.740471745447914,0.956890557250902,"P. tuahiniensis"
4760,"Cluster_3661","lncRNA_13795",169,-21.11,"2 19","809 831",18,"83.33%","88.89%",416902,0.136920573150588,0.82621356345267,0.979752312484669,"P. tuahiniensis"
4761,"Cluster_3661","lncRNA_1383",168,-23.53,"2 21","1135 1156",19,"73.68%","84.21%",39169,0.287063474023105,0.639583258085991,0.939988018622639,"P. tuahiniensis"
4762,"Cluster_3661","lncRNA_13869",150,-20.11,"2 21","48938 48962",22,"68.18%","72.73%",419640,-0.55021508576681,0.336601433543512,0.902311466537532,"P. tuahiniensis"
4763,"Cluster_3661","lncRNA_13869",157,-21.67,"2 20","3161 3184",20,"70.00%","85.00%",419640,-0.55021508576681,0.336601433543512,0.902311466537532,"P. tuahiniensis"
4764,"Cluster_3661","lncRNA_13869",161,-20.12,"2 20","56665 56688",20,"80.00%","80.00%",419640,-0.55021508576681,0.336601433543512,0.902311466537532,"P. tuahiniensis"
4765,"Cluster_3661","lncRNA_13869",161,-20.12,"2 20","78408 78431",20,"80.00%","80.00%",419640,-0.55021508576681,0.336601433543512,0.902311466537532,"P. tuahiniensis"
4766,"Cluster_3661","lncRNA_13869",161,-22.65,"2 21","32497 32516",19,"73.68%","84.21%",419640,-0.55021508576681,0.336601433543512,0.902311466537532,"P. tuahiniensis"
4767,"Cluster_3661","lncRNA_13870",150,-20.11,"2 21","15586 15610",22,"68.18%","72.73%",NA,NA,NA,NA,"P. tuahiniensis"
4768,"Cluster_3661","lncRNA_13870",161,-20.12,"2 20","23313 23336",20,"80.00%","80.00%",NA,NA,NA,NA,"P. tuahiniensis"
4769,"Cluster_3661","lncRNA_13871",150,-20.11,"2 21","7986 8010",22,"68.18%","72.73%",NA,NA,NA,NA,"P. tuahiniensis"
4770,"Cluster_3661","lncRNA_13872",150,-20.11,"2 21","7986 8010",22,"68.18%","72.73%",NA,NA,NA,NA,"P. tuahiniensis"
4771,"Cluster_3661","lncRNA_13872",161,-20.12,"2 20","15713 15736",20,"80.00%","80.00%",NA,NA,NA,NA,"P. tuahiniensis"
4772,"Cluster_3661","lncRNA_13872",161,-20.12,"2 20","37456 37479",20,"80.00%","80.00%",NA,NA,NA,NA,"P. tuahiniensis"
4773,"Cluster_3661","lncRNA_13901",157,-21.67,"2 20","3137 3160",20,"70.00%","85.00%",NA,NA,NA,NA,"P. tuahiniensis"
4774,"Cluster_3661","lncRNA_13903",161,-20.12,"2 20","16751 16774",20,"80.00%","80.00%",420454,0.295234292156216,0.629630581396156,0.939988018622639,"P. tuahiniensis"
4775,"Cluster_3661","lncRNA_14027",146,-21.89,"2 20","234 261",24,"58.33%","70.83%",424561,0.137094367764473,0.825994367965663,0.979713399806458,"P. tuahiniensis"
4776,"Cluster_3661","lncRNA_14252",149,-20.35,"2 21","595 616",20,"70.00%","75.00%",431628,-0.219363261264565,0.722954487205255,0.952626471842789,"P. tuahiniensis"
4777,"Cluster_3661","lncRNA_143",163,-23.71,"2 21","377 402",23,"73.91%","73.91%",3908,0.0621275221242284,0.920947699000793,0.993645256330185,"P. tuahiniensis"
4778,"Cluster_3661","lncRNA_14428",166,-20.66,"2 19","12068 12089",17,"76.47%","88.24%",437511,-0.759493646602636,0.136364055795452,0.792743493368457,"P. tuahiniensis"
4779,"Cluster_3661","lncRNA_14429",166,-20.66,"2 19","5241 5262",17,"76.47%","88.24%",437548,-0.228217806049032,0.711966508795845,0.951386426982575,"P. tuahiniensis"
4780,"Cluster_3661","lncRNA_14461",156,-20.26,"2 21","10530 10552",21,"76.19%","80.95%",438473,-0.649476161808327,0.235581818272235,0.860708627620995,"P. tuahiniensis"
4781,"Cluster_3661","lncRNA_14462",156,-20.26,"2 21","7195 7217",21,"76.19%","80.95%",NA,NA,NA,NA,"P. tuahiniensis"
4782,"Cluster_3661","lncRNA_14505",167,-20.99,"2 16","3773 3794",14,"85.71%","100.00%",439657,-0.614355441449595,0.270234281350111,0.878177758633254,"P. tuahiniensis"
4783,"Cluster_3661","lncRNA_14508",157,-20.27,"2 21","2235 2254",19,"73.68%","78.95%",NA,NA,NA,NA,"P. tuahiniensis"
4784,"Cluster_3661","lncRNA_14509",157,-20.27,"2 21","2235 2254",19,"73.68%","78.95%",NA,NA,NA,NA,"P. tuahiniensis"
4785,"Cluster_3661","lncRNA_14510",157,-20.27,"2 21","2235 2254",19,"73.68%","78.95%",NA,NA,NA,NA,"P. tuahiniensis"
4786,"Cluster_3661","lncRNA_14511",157,-20.27,"2 21","2086 2105",19,"73.68%","78.95%",NA,NA,NA,NA,"P. tuahiniensis"
4787,"Cluster_3661","lncRNA_145",163,-23.71,"2 21","66 91",23,"73.91%","73.91%",3982,-0.666145196229687,0.219597076350945,0.852821700186446,"P. tuahiniensis"
4788,"Cluster_3661","lncRNA_147",163,-23.71,"2 21","472 497",23,"73.91%","73.91%",4019,-0.738940587872062,0.15369481749944,0.804638107580402,"P. tuahiniensis"
4789,"Cluster_3661","lncRNA_14876",162,-23.35,"2 17","1499 1519",15,"86.67%","93.33%",450942,-0.599086368324383,0.285687995683185,0.883673054687254,"P. tuahiniensis"
4790,"Cluster_3661","lncRNA_14877",162,-23.35,"2 17","776 796",15,"86.67%","93.33%",450979,-0.562839391318775,0.323247063662574,0.897195119101799,"P. tuahiniensis"
4791,"Cluster_3661","lncRNA_14917",159,-20.57,"2 21","2133 2155",20,"70.00%","80.00%",452237,-0.214118892808863,0.729473090138548,0.954655181158664,"P. tuahiniensis"
4792,"Cluster_3661","lncRNA_14969",158,-24.01,"2 21","10125 10150",23,"69.57%","78.26%",453865,-0.144868224755069,0.816195269991934,0.976618181714103,"P. tuahiniensis"
4793,"Cluster_3661","lncRNA_14972",158,-24.01,"2 21","4 29",23,"69.57%","78.26%",453976,0.511439306444253,0.378437167578626,0.906039209620547,"P. tuahiniensis"
4794,"Cluster_3661","lncRNA_15005",158,-24.01,"2 21","45536 45561",23,"69.57%","78.26%",NA,NA,NA,NA,"P. tuahiniensis"
4795,"Cluster_3661","lncRNA_15006",158,-24.01,"2 21","31518 31543",23,"69.57%","78.26%",NA,NA,NA,NA,"P. tuahiniensis"
4796,"Cluster_3661","lncRNA_15019",163,-20.11,"2 16","400 421",14,"85.71%","92.86%",455234,-0.254684376737592,0.67926633218311,0.944310403125798,"P. tuahiniensis"
4797,"Cluster_3661","lncRNA_15545",163,-20.51,"2 21","13061 13084",21,"66.67%","85.71%",471662,-0.749026770598599,0.145113919302187,0.798116791284431,"P. tuahiniensis"
4798,"Cluster_3661","lncRNA_15545",163,-20.51,"2 21","27259 27282",21,"66.67%","85.71%",471662,-0.749026770598599,0.145113919302187,0.798116791284431,"P. tuahiniensis"
4799,"Cluster_3661","lncRNA_15545",163,-20.51,"2 21","41456 41479",21,"66.67%","85.71%",471662,-0.749026770598599,0.145113919302187,0.798116791284431,"P. tuahiniensis"
4800,"Cluster_3661","lncRNA_15546",163,-20.51,"2 21","13085 13108",21,"66.67%","85.71%",471699,-0.984834081227445,0.0022368996640873,0.568061060321796,"P. tuahiniensis"
4801,"Cluster_3661","lncRNA_15546",163,-20.51,"2 21","22990 23013",21,"66.67%","85.71%",471699,-0.984834081227445,0.0022368996640873,0.568061060321796,"P. tuahiniensis"
4802,"Cluster_3661","lncRNA_15580",163,-20.51,"2 21","13936 13959",21,"66.67%","85.71%",472846,-0.70221586312065,0.186108645923122,0.82792206370554,"P. tuahiniensis"
4803,"Cluster_3661","lncRNA_15581",163,-20.51,"2 21","13257 13280",21,"66.67%","85.71%",NA,NA,NA,NA,"P. tuahiniensis"
4804,"Cluster_3661","lncRNA_15582",163,-20.51,"2 21","13045 13068",21,"66.67%","85.71%",472883,-0.800256474080314,0.103892162748566,0.764799604007071,"P. tuahiniensis"
4805,"Cluster_3661","lncRNA_15582",163,-20.51,"2 21","27252 27275",21,"66.67%","85.71%",472883,-0.800256474080314,0.103892162748566,0.764799604007071,"P. tuahiniensis"
4806,"Cluster_3661","lncRNA_15583",163,-20.51,"2 21","13668 13691",21,"66.67%","85.71%",472920,-0.983855269401169,0.00245654953542785,0.568061060321796,"P. tuahiniensis"
4807,"Cluster_3661","lncRNA_15596",159,-21.57,"2 21","163 188",23,"69.57%","73.91%",473327,-0.00538196842215485,0.99314749805782,0.999085675300426,"P. tuahiniensis"
4808,"Cluster_3661","lncRNA_15873",167,-21.16,"2 21","3032 3055",21,"71.43%","85.71%",481800,-0.673772905697205,0.212387037247952,0.845992038893675,"P. tuahiniensis"
4809,"Cluster_3661","lncRNA_16051",161,-23.11,"2 21","1788 1807",19,"78.95%","78.95%",487424,-0.453580472457603,0.442947108607904,0.913303033207677,"P. tuahiniensis"
4810,"Cluster_3661","lncRNA_164",159,-23.75,"2 21","401 426",23,"69.57%","73.91%",4611,-0.246317138441071,0.689580124757441,0.946061416979216,"P. tuahiniensis"
4811,"Cluster_3661","lncRNA_1897",159,-23.57,"2 21","395 418",21,"71.43%","76.19%",56929,-0.624253979903918,0.260338967606152,0.873685227470793,"P. tuahiniensis"
