Coords	Name	MIRNA	POR-73-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	POR-79-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed
Porites_evermani_scaffold_2771:40179-40597	Cluster_14529	N	50	20	22
Porites_evermani_scaffold_2771:43561-43988	Cluster_14530	N	17	50	6
Porites_evermani_scaffold_2771:50428-50885	Cluster_14531	N	413	174	89
Porites_evermani_scaffold_2771:53918-54343	Cluster_14532	N	44	20	15
Porites_evermani_scaffold_2771:59765-60187	Cluster_14533	N	8	17	46
Porites_evermani_scaffold_2771:60373-60786	Cluster_14534	N	9	6	43
Porites_evermani_scaffold_2771:62352-62754	Cluster_14535	N	11	12	29
Porites_evermani_scaffold_2772:561-979	Cluster_14536	N	55	2	2
Porites_evermani_scaffold_2772:25927-26355	Cluster_14537	N	0	196	11
Porites_evermani_scaffold_2772:37083-37499	Cluster_14538	N	73	14	1
Porites_evermani_scaffold_2773:34384-34860	Cluster_14539	N	3136	83	27
Porites_evermani_scaffold_2774:34138-34676	Cluster_14540	N	4	93	17
Porites_evermani_scaffold_2775:10861-11588	Cluster_14541	N	115	125	166
Porites_evermani_scaffold_2775:11794-12577	Cluster_14542	N	340	152	141
Porites_evermani_scaffold_2776:57677-58104	Cluster_14543	N	1	3	94
Porites_evermani_scaffold_2776:58802-59230	Cluster_14544	N	11	23	35
Porites_evermani_scaffold_2777:1462-1908	Cluster_14545	N	42	52	98
Porites_evermani_scaffold_2777:15979-16411	Cluster_14546	N	1349	647	1270
Porites_evermani_scaffold_2777:17456-17874	Cluster_14547	N	17	46	66
Porites_evermani_scaffold_2777:62002-62439	Cluster_14548	N	45	26	61
Porites_evermani_scaffold_2779:30082-30509	Cluster_14549	N	1	17	100
Porites_evermani_scaffold_2781:6209-6639	Cluster_14550	N	19	2	26
Porites_evermani_scaffold_2782:36044-37347	Cluster_14551	N	0	47	792
Porites_evermani_scaffold_2782:38264-38692	Cluster_14552	N	18	88	18
Porites_evermani_scaffold_2782:38762-39461	Cluster_14553	N	20	243	27
Porites_evermani_scaffold_2784:35427-35856	Cluster_14554	N	307	26	2
Porites_evermani_scaffold_2784:35915-36359	Cluster_14555	N	1139	1	195
Porites_evermani_scaffold_2785:2164-2591	Cluster_14556	N	34	52	17
Porites_evermani_scaffold_2785:12459-13050	Cluster_14557	N	131	217	223
Porites_evermani_scaffold_2785:18644-19074	Cluster_14558	N	12	27	92
Porites_evermani_scaffold_2788:32894-33314	Cluster_14559	N	0	101	1
Porites_evermani_scaffold_2789:13453-13867	Cluster_14560	N	40	49	6
Porites_evermani_scaffold_2791:39882-40321	Cluster_14561	N	41	2	207
Porites_evermani_scaffold_2792:34273-34689	Cluster_14562	N	0	42	27
Porites_evermani_scaffold_2796:60459-60928	Cluster_14563	N	4168	3418	5588
Porites_evermani_scaffold_2796:61295-61764	Cluster_14564	N	4147	3403	5586
Porites_evermani_scaffold_2796:62401-62872	Cluster_14565	N	2287	1897	2592
Porites_evermani_scaffold_2797:50315-50743	Cluster_14566	N	0	83	0
Porites_evermani_scaffold_2797:50986-51973	Cluster_14567	N	2	573	2
Porites_evermani_scaffold_2797:55616-56067	Cluster_14568	N	1	306	0
Porites_evermani_scaffold_2797:59222-59647	Cluster_14569	N	1	90	3
Porites_evermani_scaffold_2797:60414-61075	Cluster_14570	N	0	733	3
Porites_evermani_scaffold_2797:62336-63128	Cluster_14571	N	576	2343	931
Porites_evermani_scaffold_2798:3495-3930	Cluster_14572	N	20	117	1
Porites_evermani_scaffold_2798:19266-19688	Cluster_14573	N	15	41	6
Porites_evermani_scaffold_2800:56237-56676	Cluster_14574	N	537	246	5
Porites_evermani_scaffold_2803:46776-47190	Cluster_14575	N	6	22	11
Porites_evermani_scaffold_2804:19078-19812	Cluster_14576	N	80	88	124
Porites_evermani_scaffold_2804:19955-20917	Cluster_14577	N	213	232	294
Porites_evermani_scaffold_2804:20919-21405	Cluster_14578	N	129	105	211
Porites_evermani_scaffold_2804:21536-22270	Cluster_14579	N	161	187	250
Porites_evermani_scaffold_2804:22347-23400	Cluster_14580	N	1740	1212	1895
Porites_evermani_scaffold_2804:30225-30652	Cluster_14581	N	60	30	98
Porites_evermani_scaffold_2804:30950-31379	Cluster_14582	N	32	37	74
Porites_evermani_scaffold_2804:31406-31834	Cluster_14583	N	74	48	45
Porites_evermani_scaffold_2804:31869-32582	Cluster_14584	N	158	107	185
Porites_evermani_scaffold_2804:32680-33639	Cluster_14585	N	272	203	382
Porites_evermani_scaffold_2804:33673-34385	Cluster_14586	N	113	60	151
Porites_evermani_scaffold_2804:40854-41280	Cluster_14587	N	23	0	32
Porites_evermani_scaffold_2806:20451-20866	Cluster_14588	N	0	78	0
Porites_evermani_scaffold_2807:5381-5800	Cluster_14589	N	40	4	2
Porites_evermani_scaffold_2809:42222-42640	Cluster_14590	N	20	80	34
Porites_evermani_scaffold_2812:22641-23059	Cluster_14591	N	247	594	325
Porites_evermani_scaffold_2812:32831-33521	Cluster_14592	N	52	70	180
Porites_evermani_scaffold_2812:33685-34102	Cluster_14593	N	26	45	55
Porites_evermani_scaffold_2814:42607-43030	Cluster_14594	N	31	0	57
Porites_evermani_scaffold_2815:40142-40579	Cluster_14595	N	31	57	19
Porites_evermani_scaffold_2819:1-957	Cluster_14596	N	582	699	842
Porites_evermani_scaffold_2819:1044-1465	Cluster_14597	N	15	28	38
Porites_evermani_scaffold_2819:1953-2380	Cluster_14598	N	85	82	80
Porites_evermani_scaffold_2819:2777-3199	Cluster_14599	N	26	34	29
Porites_evermani_scaffold_2819:8437-8857	Cluster_14600	N	40	16	0
Porites_evermani_scaffold_2819:9565-10125	Cluster_14601	N	2078	518	147
Porites_evermani_scaffold_2820:16039-16525	Cluster_14602	N	4676	4796	5830
Porites_evermani_scaffold_2820:21920-22343	Cluster_14603	N	24	0	58
Porites_evermani_scaffold_2821:25655-26087	Cluster_14604	N	44	145	0
Porites_evermani_scaffold_2822:38115-38535	Cluster_14605	N	2	167	59
Porites_evermani_scaffold_2822:47518-47944	Cluster_14606	N	19	7	207
Porites_evermani_scaffold_2824:33273-33733	Cluster_14607	N	53	67	7
Porites_evermani_scaffold_2824:39439-39874	Cluster_14608	N	1097	10	7
Porites_evermani_scaffold_2826:39222-40344	Cluster_14609	N	131	325	435
Porites_evermani_scaffold_2827:1225-1872	Cluster_14610	N	177	284	564
Porites_evermani_scaffold_2829:29482-29911	Cluster_14611	N	442	1	1
Porites_evermani_scaffold_2832:56-467	Cluster_14612	N	23	31	19
Porites_evermani_scaffold_2832:724-1151	Cluster_14613	N	8	131	0
Porites_evermani_scaffold_2832:2313-3142	Cluster_14614	N	5	292	134
Porites_evermani_scaffold_2832:13552-13970	Cluster_14615	N	40	13	20
Porites_evermani_scaffold_2832:23952-24480	Cluster_14616	N	1	524	6
Porites_evermani_scaffold_2832:35159-35598	Cluster_14617	N	33	732	73
Porites_evermani_scaffold_2832:40876-41303	Cluster_14618	N	0	61	0
Porites_evermani_scaffold_2832:42444-42872	Cluster_14619	N	0	62	0
Porites_evermani_scaffold_2832:49234-49662	Cluster_14620	N	0	533	0
Porites_evermani_scaffold_2832:51655-52079	Cluster_14621	N	15	35	21
Porites_evermani_scaffold_2832:56976-57403	Cluster_14622	N	0	49	0
Porites_evermani_scaffold_2832:57884-58310	Cluster_14623	N	0	75	0
Porites_evermani_scaffold_2833:58812-59239	Cluster_14624	N	0	21	28
Porites_evermani_scaffold_2834:5346-5772	Cluster_14625	N	22	45	0
Porites_evermani_scaffold_2835:51586-52132	Cluster_14626	N	13	334	6
Porites_evermani_scaffold_2835:56429-56858	Cluster_14627	N	59	0	0
Porites_evermani_scaffold_2837:7177-7595	Cluster_14628	N	51	0	0
Porites_evermani_scaffold_2837:30722-31140	Cluster_14629	N	172	0	0
Porites_evermani_scaffold_2837:32381-32870	Cluster_14630	N	568	0	1
Porites_evermani_scaffold_2837:55751-56198	Cluster_14631	N	3613	1	0
Porites_evermani_scaffold_2840:12977-13462	Cluster_14632	N	6	56	97
Porites_evermani_scaffold_2841:3505-3922	Cluster_14633	N	0	29	25
Porites_evermani_scaffold_2841:54065-54493	Cluster_14634	N	61	4	10
Porites_evermani_scaffold_2844:19262-19671	Cluster_14635	N	0	0	38
Porites_evermani_scaffold_2847:5681-6582	Cluster_14636	N	93	88	182
Porites_evermani_scaffold_2848:19644-20074	Cluster_14637	N	22	24	22
Porites_evermani_scaffold_2848:47881-48385	Cluster_14638	N	108	49	513
Porites_evermani_scaffold_2849:21358-21786	Cluster_14639	N	0	35	70
Porites_evermani_scaffold_2849:28369-28816	Cluster_14640	N	284	0	141
Porites_evermani_scaffold_2849:29022-29482	Cluster_14641	N	202	0	121
Porites_evermani_scaffold_2850:10382-10812	Cluster_14642	N	45	69	20
Porites_evermani_scaffold_2850:13977-14392	Cluster_14643	N	21	14	22
Porites_evermani_scaffold_2850:16866-17284	Cluster_14644	N	30	14	31
Porites_evermani_scaffold_2850:43892-47970	Cluster_14645	N	1105	2484	2176
Porites_evermani_scaffold_2853:18464-19829	Cluster_14646	N	62	242	636
Porites_evermani_scaffold_2853:21118-21887	Cluster_14647	N	49	118	257
Porites_evermani_scaffold_2853:22049-22549	Cluster_14648	N	62	345	31
Porites_evermani_scaffold_2854:2070-2938	Cluster_14649	N	63	133	7
Porites_evermani_scaffold_2854:5286-6094	Cluster_14650	N	7	146	1256
Porites_evermani_scaffold_2854:52155-52583	Cluster_14651	N	33	93	148
Porites_evermani_scaffold_2854:53849-54276	Cluster_14652	N	3	43	77
Porites_evermani_scaffold_2855:20239-20667	Cluster_14653	N	0	113	0
Porites_evermani_scaffold_2855:22367-22796	Cluster_14654	N	37	23	20
Porites_evermani_scaffold_2855:24766-25193	Cluster_14655	N	7	7	83
Porites_evermani_scaffold_2855:25329-25747	Cluster_14656	N	3	22	55
Porites_evermani_scaffold_2857:24221-24639	Cluster_14657	N	76	8	43
Porites_evermani_scaffold_2857:40839-41296	Cluster_14658	N	63	67	114
Porites_evermani_scaffold_2858:50206-50628	Cluster_14659	N	6	116	9
Porites_evermani_scaffold_2858:51387-51801	Cluster_14660	N	28	18	18
Porites_evermani_scaffold_2858:59267-59684	Cluster_14661	N	27	16	52
Porites_evermani_scaffold_2860:49430-50103	Cluster_14662	N	60	84	49
Porites_evermani_scaffold_2862:10551-11166	Cluster_14663	N	120	192	186
Porites_evermani_scaffold_2862:40467-40895	Cluster_14664	N	4	24	30
Porites_evermani_scaffold_2863:21694-22192	Cluster_14665	N	61	1	104
Porites_evermani_scaffold_2864:15794-16283	Cluster_14666	N	129	24	224
Porites_evermani_scaffold_2864:16298-17445	Cluster_14667	N	606	300	706
Porites_evermani_scaffold_2864:26440-27139	Cluster_14668	N	18	233	18
Porites_evermani_scaffold_2864:27209-27637	Cluster_14669	N	16	77	15
Porites_evermani_scaffold_2864:28561-29857	Cluster_14670	N	1	64	722
Porites_evermani_scaffold_2864:46264-46756	Cluster_14671	N	232	59	195
Porites_evermani_scaffold_2866:1-299	Cluster_14672	N	27	13	29
Porites_evermani_scaffold_2866:24003-24430	Cluster_14673	N	9	39	57
Porites_evermani_scaffold_2866:59913-60331	Cluster_14674	N	38	9	20
Porites_evermani_scaffold_2868:22661-23093	Cluster_14675	N	175	0	203
Porites_evermani_scaffold_2868:24288-24925	Cluster_14676	N	55	64	71
Porites_evermani_scaffold_2868:25020-25798	Cluster_14677	N	38	38	61
Porites_evermani_scaffold_2868:25830-26271	Cluster_14678	N	39	44	42
Porites_evermani_scaffold_2868:28721-29546	Cluster_14679	N	992	1335	2179
Porites_evermani_scaffold_2868:44755-45611	Cluster_14680	N	48	138	173
Porites_evermani_scaffold_2868:45649-46530	Cluster_14681	N	159	368	317
Porites_evermani_scaffold_2868:47137-47561	Cluster_14682	N	18	19	63
Porites_evermani_scaffold_2868:47698-48648	Cluster_14683	N	331	238	556
Porites_evermani_scaffold_2870:24280-24698	Cluster_14684	N	321	287	648
Porites_evermani_scaffold_2870:49957-50381	Cluster_14685	N	3	4	53
Porites_evermani_scaffold_2870:51928-52353	Cluster_14686	N	26	18	27
Porites_evermani_scaffold_2870:53526-54163	Cluster_14687	N	52	69	71
Porites_evermani_scaffold_2870:54258-55039	Cluster_14688	N	39	46	66
Porites_evermani_scaffold_2870:55068-55502	Cluster_14689	N	37	40	41
Porites_evermani_scaffold_2870:57547-58004	Cluster_14690	N	12	46	114
Porites_evermani_scaffold_2871:16700-17108	Cluster_14691	N	0	36	4
Porites_evermani_scaffold_2872:46513-47279	Cluster_14692	N	90	49	97
Porites_evermani_scaffold_2878:34878-36640	Cluster_14693	N	1478	254	5863
Porites_evermani_scaffold_2879:43556-44732	Cluster_14694	N	190	200	256
Porites_evermani_scaffold_2879:45015-45829	Cluster_14695	N	181	231	78
Porites_evermani_scaffold_2880:42719-43147	Cluster_14696	N	25	26	14
Porites_evermani_scaffold_2883:51052-51469	Cluster_14697	N	12	41	19
Porites_evermani_scaffold_2885:6072-6500	Cluster_14698	N	2	0	44
Porites_evermani_scaffold_2885:43424-43853	Cluster_14699	N	118	198	284
Porites_evermani_scaffold_2887:31202-31630	Cluster_14700	N	37	3	127
Porites_evermani_scaffold_2887:31637-32055	Cluster_14701	N	14	10	76
Porites_evermani_scaffold_2887:33441-33865	Cluster_14702	N	16	45	50
Porites_evermani_scaffold_2887:35843-36268	Cluster_14703	N	28	17	35
Porites_evermani_scaffold_2887:54173-54600	Cluster_14704	N	6	24	41
Porites_evermani_scaffold_2887:54763-55365	Cluster_14705	N	307	79	73
Porites_evermani_scaffold_2887:55424-56474	Cluster_14706	N	1224	8	429
Porites_evermani_scaffold_2887:59505-59937	Cluster_14707	N	71	23	82
Porites_evermani_scaffold_2890:7242-7671	Cluster_14708	N	45	30	72
Porites_evermani_scaffold_2891:24941-25369	Cluster_14709	N	27	15	22
Porites_evermani_scaffold_2892:24945-25413	Cluster_14710	N	57	80	63
Porites_evermani_scaffold_2892:25423-25852	Cluster_14711	N	232	8	14
Porites_evermani_scaffold_2892:38152-38559	Cluster_14712	N	0	0	104
Porites_evermani_scaffold_2892:47158-47845	Cluster_14713	N	58	108	76
Porites_evermani_scaffold_2894:14776-15189	Cluster_14714	N	30	12	9
Porites_evermani_scaffold_2895:20303-20732	Cluster_14715	N	20	50	29
Porites_evermani_scaffold_2895:20748-21184	Cluster_14716	N	39	69	175
Porites_evermani_scaffold_2895:21231-21659	Cluster_14717	N	30	83	127
Porites_evermani_scaffold_2895:22033-23710	Cluster_14718	N	521	1691	1504
Porites_evermani_scaffold_2895:24522-25144	Cluster_14719	N	57	84	133
Porites_evermani_scaffold_2895:25204-25629	Cluster_14720	N	31	59	65
Porites_evermani_scaffold_2895:26768-27197	Cluster_14721	N	16	43	34
Porites_evermani_scaffold_2896:4602-5012	Cluster_14722	N	0	10	70
Porites_evermani_scaffold_2896:5200-5619	Cluster_14723	N	0	2	70
Porites_evermani_scaffold_2896:6947-7375	Cluster_14724	N	3	5	156
Porites_evermani_scaffold_2896:7703-8124	Cluster_14725	N	2	0	58
Porites_evermani_scaffold_2896:8262-9027	Cluster_14726	N	7	16	252
Porites_evermani_scaffold_2896:21537-21959	Cluster_14727	N	78	31	0
Porites_evermani_scaffold_2896:43167-43591	Cluster_14728	N	3	2	58
Porites_evermani_scaffold_2897:3482-3886	Cluster_14729	N	0	47	24
Porites_evermani_scaffold_2897:28119-28661	Cluster_14730	N	236	450	537
Porites_evermani_scaffold_2898:36-465	Cluster_14731	N	10	94	144
Porites_evermani_scaffold_2898:1243-1828	Cluster_14732	N	96	62	25
Porites_evermani_scaffold_2898:2269-2697	Cluster_14733	N	38	42	127
Porites_evermani_scaffold_2898:6015-6443	Cluster_14734	N	90	6	23
Porites_evermani_scaffold_2898:7233-7655	Cluster_14735	N	30	16	49
Porites_evermani_scaffold_2898:13724-14150	Cluster_14736	N	64	0	6
Porites_evermani_scaffold_2898:14988-15740	Cluster_14737	N	1249	0	269
Porites_evermani_scaffold_2898:19210-19642	Cluster_14738	N	86	85	99
Porites_evermani_scaffold_2898:21044-21472	Cluster_14739	N	36	39	132
Porites_evermani_scaffold_2898:22628-23146	Cluster_14740	N	60	91	179
Porites_evermani_scaffold_2898:25772-27225	Cluster_14741	N	64	113	270
Porites_evermani_scaffold_2898:31857-32272	Cluster_14742	N	11	22	34
Porites_evermani_scaffold_2901:53932-54359	Cluster_14743	N	43	10	19
Porites_evermani_scaffold_2902:8183-8611	Cluster_14744	N	32	36	49
Porites_evermani_scaffold_2902:10663-11249	Cluster_14745	N	7	32	102
Porites_evermani_scaffold_2902:12515-13138	Cluster_14746	N	16	158	477
Porites_evermani_scaffold_2902:21552-21982	Cluster_14747	N	326	1	2
Porites_evermani_scaffold_2903:45832-46261	Cluster_14748	N	21	2	38
Porites_evermani_scaffold_2904:19335-19765	Cluster_14749	N	16	40	71
Porites_evermani_scaffold_2905:4483-4903	Cluster_14750	N	26	31	37
Porites_evermani_scaffold_2907:12007-12424	Cluster_14751	N	43	0	14
Porites_evermani_scaffold_2907:27964-28381	Cluster_14752	N	42	0	12
Porites_evermani_scaffold_2907:31689-32106	Cluster_14753	N	43	0	13
Porites_evermani_scaffold_2907:48082-48499	Cluster_14754	N	41	73	13
Porites_evermani_scaffold_2912:22705-23133	Cluster_14755	N	26	28	13
Porites_evermani_scaffold_2916:3099-3521	Cluster_14756	N	145	0	0
Porites_evermani_scaffold_2917:51958-52862	Cluster_14757	N	47	1115	121
Porites_evermani_scaffold_2918:7430-7854	Cluster_14758	N	4	12	54
Porites_evermani_scaffold_2920:4384-4794	Cluster_14759	N	34	27	40
Porites_evermani_scaffold_2921:6454-7136	Cluster_14760	N	206	45	222
Porites_evermani_scaffold_2924:33657-34085	Cluster_14761	N	12	8	53
Porites_evermani_scaffold_2924:49593-50015	Cluster_14762	N	19	14	63
Porites_evermani_scaffold_2925:32600-33027	Cluster_14763	N	37	58	47
Porites_evermani_scaffold_2931:28549-28964	Cluster_14764	N	80	4	12
Porites_evermani_scaffold_2933:24783-25210	Cluster_14765	N	28	82	3
Porites_evermani_scaffold_2933:25380-25798	Cluster_14766	N	26	45	4
Porites_evermani_scaffold_2933:26317-26741	Cluster_14767	N	66	31	12
Porites_evermani_scaffold_2935:11392-11820	Cluster_14768	N	79	4	42
Porites_evermani_scaffold_2936:20768-24281	Cluster_14769	N	2658	1858	2145
Porites_evermani_scaffold_2936:24442-25947	Cluster_14770	N	300	229	346
Porites_evermani_scaffold_2937:54052-54469	Cluster_14771	N	80	71	77
Porites_evermani_scaffold_2938:36081-36510	Cluster_14772	N	0	84	16
Porites_evermani_scaffold_2940:48003-48510	Cluster_14773	N	198	170	221
Porites_evermani_scaffold_2942:44108-44532	Cluster_14774	N	13	22	6
Porites_evermani_scaffold_2945:37472-37901	Cluster_14775	N	0	184	1
Porites_evermani_scaffold_2946:39421-39851	Cluster_14776	N	2808	255406	260866
Porites_evermani_scaffold_2947:50136-50564	Cluster_14777	N	42	32	77
Porites_evermani_scaffold_2950:36270-37528	Cluster_14778	N	88	789	249
Porites_evermani_scaffold_2950:40035-40455	Cluster_14779	N	39	31	2
Porites_evermani_scaffold_2951:36883-37381	Cluster_14780	N	46	2	113
Porites_evermani_scaffold_2952:39431-39859	Cluster_14781	N	0	0	44
Porites_evermani_scaffold_2953:32778-33206	Cluster_14782	N	4	41	35
Porites_evermani_scaffold_2953:35352-36385	Cluster_14783	N	679	652	1140
Porites_evermani_scaffold_2954:27771-28190	Cluster_14784	N	15	27	21
Porites_evermani_scaffold_2954:46500-47527	Cluster_14785	N	55	72	18
Porites_evermani_scaffold_2954:49071-49716	Cluster_14786	N	2	0	747
Porites_evermani_scaffold_2955:24046-24463	Cluster_14787	N	9	0	37
Porites_evermani_scaffold_2956:10981-11403	Cluster_14788	N	35	15	2
Porites_evermani_scaffold_2957:7987-8527	Cluster_14789	N	66	2	517
Porites_evermani_scaffold_2958:512-940	Cluster_14790	N	92	6	0
Porites_evermani_scaffold_2958:36550-36979	Cluster_14791	N	3	61	7
Porites_evermani_scaffold_2958:38739-39168	Cluster_14792	N	279	55	21
Porites_evermani_scaffold_2958:42495-42925	Cluster_14793	N	0	290	5
Porites_evermani_scaffold_2958:45603-46370	Cluster_14794	N	2	335	25
Porites_evermani_scaffold_2958:47892-48508	Cluster_14795	N	0	322	1
Porites_evermani_scaffold_2958:50913-51378	Cluster_14796	N	248	1608	840
Porites_evermani_scaffold_2958:57142-57551	Cluster_14797	N	15	85	54
Porites_evermani_scaffold_2958:57720-57999	Cluster_14798	N	63	13	25
Porites_evermani_scaffold_2964:32029-32605	Cluster_14799	N	101	17	18
Porites_evermani_scaffold_2966:48022-48446	Cluster_14800	N	2	78	32
Porites_evermani_scaffold_2967:28632-29044	Cluster_14801	N	39	4	0
Porites_evermani_scaffold_2969:34555-34970	Cluster_14802	N	17	19	12
Porites_evermani_scaffold_2970:16226-16641	Cluster_14803	N	0	20	42
Porites_evermani_scaffold_2972:9317-9735	Cluster_14804	N	12	5	116
Porites_evermani_scaffold_2972:11919-13504	Cluster_14805	N	374	153	576
Porites_evermani_scaffold_2972:13725-14193	Cluster_14806	N	150	50	259
Porites_evermani_scaffold_2972:25152-26208	Cluster_14807	N	101	904	1889
Porites_evermani_scaffold_2972:26486-27218	Cluster_14808	N	155	203	236
Porites_evermani_scaffold_2972:27496-27924	Cluster_14809	N	43	114	75
Porites_evermani_scaffold_2972:28432-29798	Cluster_14810	N	151	193	269
Porites_evermani_scaffold_2972:30208-30730	Cluster_14811	N	66	53	45
Porites_evermani_scaffold_2972:32243-33079	Cluster_14812	N	90	101	137
Porites_evermani_scaffold_2972:33597-34224	Cluster_14813	N	64	74	85
Porites_evermani_scaffold_2972:34932-35917	Cluster_14814	N	54	109	198
Porites_evermani_scaffold_2972:36417-39414	Cluster_14815	N	5216	3467	11956
Porites_evermani_scaffold_2972:39537-39967	Cluster_14816	N	56	75	87
Porites_evermani_scaffold_2972:40213-42258	Cluster_14817	N	390	909	1097
Porites_evermani_scaffold_2972:43019-44682	Cluster_14818	N	190	472	688
Porites_evermani_scaffold_2972:45120-46316	Cluster_14819	N	352	665	560
Porites_evermani_scaffold_2972:47883-49051	Cluster_14820	N	209	575	363
Porites_evermani_scaffold_2972:49065-49493	Cluster_14821	N	27	22	28
Porites_evermani_scaffold_2972:49900-50316	Cluster_14822	N	48	32	36
Porites_evermani_scaffold_2972:50835-51760	Cluster_14823	N	93	161	160
Porites_evermani_scaffold_2972:51888-56534	Cluster_14824	N	5052	3208	7992
Porites_evermani_scaffold_2978:12360-12786	Cluster_14825	N	24	0	30
Porites_evermani_scaffold_2983:25372-25788	Cluster_14826	N	0	1	59
Porites_evermani_scaffold_2985:3452-3879	Cluster_14827	N	0	83	25
Porites_evermani_scaffold_2985:5478-6508	Cluster_14828	N	115	18	937
Porites_evermani_scaffold_2985:6973-7400	Cluster_14829	N	15	6	114
Porites_evermani_scaffold_2985:17346-17777	Cluster_14830	N	100	92	33
Porites_evermani_scaffold_2985:19542-19973	Cluster_14831	N	101	96	38
Porites_evermani_scaffold_2985:20417-20842	Cluster_14832	N	10	19	41
Porites_evermani_scaffold_2985:20858-21286	Cluster_14833	N	39	15	12
Porites_evermani_scaffold_2988:12255-12680	Cluster_14834	N	2	32	68
Porites_evermani_scaffold_2988:20159-20577	Cluster_14835	N	0	3	85
Porites_evermani_scaffold_2988:21091-21501	Cluster_14836	N	0	20	26
Porites_evermani_scaffold_2992:17326-17754	Cluster_14837	N	6	0	600
Porites_evermani_scaffold_2992:28307-28735	Cluster_14838	N	49	37	54
Porites_evermani_scaffold_2992:28952-29505	Cluster_14839	N	47	461	38
Porites_evermani_scaffold_2992:33305-33732	Cluster_14840	N	61	87	37
Porites_evermani_scaffold_2992:35448-36150	Cluster_14841	N	895	172	15
Porites_evermani_scaffold_2993:34315-34876	Cluster_14842	N	26	102	210
Porites_evermani_scaffold_2996:50170-50597	Cluster_14843	N	45	33	65
Porites_evermani_scaffold_2997:12168-12597	Cluster_14844	N	1	58	87
Porites_evermani_scaffold_2997:13870-14294	Cluster_14845	N	24	1	33
Porites_evermani_scaffold_2999:9740-10159	Cluster_14846	N	325	474	416
Porites_evermani_scaffold_2999:12959-13378	Cluster_14847	N	323	476	417
Porites_evermani_scaffold_3000:3079-3498	Cluster_14848	N	33	6	46
Porites_evermani_scaffold_3001:36428-36833	Cluster_14849	N	24	8	42
Porites_evermani_scaffold_3008:14033-14458	Cluster_14850	N	6	7	58
Porites_evermani_scaffold_3008:17422-17836	Cluster_14851	N	37	14	13
Porites_evermani_scaffold_3008:22094-22513	Cluster_14852	N	2	21	85
Porites_evermani_scaffold_3008:26483-26899	Cluster_14853	N	9	14	117
Porites_evermani_scaffold_3008:29716-30126	Cluster_14854	N	1	18	83
Porites_evermani_scaffold_3008:41889-42942	Cluster_14855	N	1744	1187	1871
Porites_evermani_scaffold_3009:24088-24651	Cluster_14856	N	51	43	41
Porites_evermani_scaffold_3009:25476-26306	Cluster_14857	N	640	242	493
Porites_evermani_scaffold_3010:15203-15619	Cluster_14858	N	1	38	37
Porites_evermani_scaffold_3010:39232-39659	Cluster_14859	N	77	0	0
Porites_evermani_scaffold_3012:27472-27985	Cluster_14860	N	0	289	56
Porites_evermani_scaffold_3014:52088-53070	Cluster_14861	N	385	13	22
Porites_evermani_scaffold_3014:55368-55797	Cluster_14862	N	0	0	232
Porites_evermani_scaffold_3015:18203-18628	Cluster_14863	N	49	29	19
Porites_evermani_scaffold_3015:46676-47093	Cluster_14864	N	0	61	57
Porites_evermani_scaffold_3018:23714-24134	Cluster_14865	N	80	3	0
Porites_evermani_scaffold_3019:3038-3479	Cluster_14866	N	0	658	0
Porites_evermani_scaffold_3019:53012-53460	Cluster_14867	N	218	20	14
Porites_evermani_scaffold_3021:53757-54179	Cluster_14868	N	0	128	0
Porites_evermani_scaffold_3022:43914-45888	Cluster_14869	N	6615	9633	10370
Porites_evermani_scaffold_3022:47295-48380	Cluster_14870	N	3124	3172	1946
Porites_evermani_scaffold_3022:48812-49398	Cluster_14871	N	22	21	319
Porites_evermani_scaffold_3022:54076-54487	Cluster_14872	N	10	12	31
Porites_evermani_scaffold_3022:54550-55593	Cluster_14873	N	239	327	196
Porites_evermani_scaffold_3023:23280-23708	Cluster_14874	N	81	5	0
Porites_evermani_scaffold_3023:34633-35090	Cluster_14875	N	0	25	168
Porites_evermani_scaffold_3024:28173-28601	Cluster_14876	N	318	25	0
Porites_evermani_scaffold_3024:31141-31569	Cluster_14877	N	317	26	1
Porites_evermani_scaffold_3025:22988-23754	Cluster_14878	N	551	886	797
Porites_evermani_scaffold_3031:43561-43986	Cluster_14879	N	18	21	0
Porites_evermani_scaffold_3032:8666-9098	Cluster_14880	N	21	0	171
Porites_evermani_scaffold_3033:22860-23477	Cluster_14881	N	150	73	212
Porites_evermani_scaffold_3033:45061-45564	Cluster_14882	N	67	14	31
Porites_evermani_scaffold_3034:52202-52735	Cluster_14883	N	116	1	192
Porites_evermani_scaffold_3035:31444-32513	Cluster_14884	N	52	90	795
Porites_evermani_scaffold_3035:32978-33405	Cluster_14885	N	16	5	128
Porites_evermani_scaffold_3035:46696-48090	Cluster_14886	N	1582	3204	1436
Porites_evermani_scaffold_3035:48161-48589	Cluster_14887	N	5	67	15
Porites_evermani_scaffold_3035:49238-49666	Cluster_14888	N	51	84	8
Porites_evermani_scaffold_3036:20181-21207	Cluster_14889	N	67	31	150
Porites_evermani_scaffold_3036:23769-24198	Cluster_14890	N	136	0	0
Porites_evermani_scaffold_3037:8053-8482	Cluster_14891	N	9	181	27
