"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"33603","Cluster_3367","FUN_029754",0.9551050377963,0.0113418481469653,0.751650261308744,157,-24.62,"2 22","15397 15417",20,"65.00%","85.00%","CDS",NA,NA,NA,NA,NA,NA
"33606","Cluster_3367","FUN_029763",0.940107026661539,0.0174364092907967,0.847898695599974,156,-20.21,"2 21","11282 11305",19,"63.16%","78.95%","CDS",NA,NA,NA,NA,NA,NA
"33609","Cluster_3367","FUN_029338",0.964841211748435,0.00787192552099142,0.680396051502148,153,-21.07,"2 22","2520 2543",20,"60.00%","75.00%","CDS","ptg000023l:721082-751497","Q24488","Tyrosine-protein kinase transmembrane receptor Ror (dRor) (EC 2.7.10.1)","Drosophila melanogaster (Fruit fly)","central nervous system development [GO:0007417]; positive regulation of kinase activity [GO:0033674]; positive regulation of neuron projection development [GO:0010976]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; protein phosphorylation [GO:0006468]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]","GO:0004713; GO:0004714; GO:0005524; GO:0005886; GO:0006468; GO:0007169; GO:0007417; GO:0010976; GO:0014068; GO:0016020; GO:0017147; GO:0033674; GO:0043235"
"33612","Cluster_3367","FUN_029948",-0.921712910036067,0.0259837793781248,0.914225011702335,160,-20.8,"2 23","1640 1662",21,"66.67%","80.95%","CDS",NA,NA,NA,NA,NA,NA
"33613","Cluster_3367","FUN_030041",-0.956654242152929,0.0107624146707933,0.735928996343844,157,-21.93,"2 19","3470 3494",18,"66.67%","88.89%","CDS","ptg000023l:8637826-8645040","Q8VDU0","G-protein-signaling modulator 2 (Pins homolog)","Mus musculus (Mouse)","cell division [GO:0051301]; establishment of mitotic spindle orientation [GO:0000132]; maintenance of centrosome location [GO:0051661]; mitotic spindle organization [GO:0007052]; positive regulation of protein localization to cell cortex [GO:1904778]; positive regulation of spindle assembly [GO:1905832]; Ran protein signal transduction [GO:0031291]; regulation of mitotic spindle organization [GO:0060236]","GO:0000132; GO:0000166; GO:0001965; GO:0005092; GO:0005737; GO:0005813; GO:0005829; GO:0005938; GO:0007052; GO:0008022; GO:0016328; GO:0019904; GO:0031291; GO:0032991; GO:0042802; GO:0043621; GO:0051301; GO:0051661; GO:0060236; GO:0070840; GO:0097431; GO:0097575; GO:0099738; GO:1904778; GO:1905832"
"33653","Cluster_3367","FUN_034240",0.945229533487911,0.0152599468315719,0.811769000783992,165,-26.07,"2 22","13314 13337",20,"65.00%","85.00%","CDS",NA,NA,NA,NA,NA,NA
"33654","Cluster_3367","FUN_033717",0.911661408661925,0.0310970748859802,0.92584645966646,166,-21.85,"2 23","1503 1526",21,"66.67%","80.95%","CDS","ptg000024l:657106-658696","Q8CHU3","Epsin-2 (EPS-15-interacting protein 2) (Intersectin-EH-binding protein 2) (Ibp2)","Mus musculus (Mouse)","embryonic organ development [GO:0048568]; endocytosis [GO:0006897]; in utero embryonic development [GO:0001701]; negative regulation of sprouting angiogenesis [GO:1903671]; negative regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030948]; Notch signaling pathway [GO:0007219]; positive regulation of Notch signaling pathway [GO:0045747]; regulation of endocytosis [GO:0030100]","GO:0001701; GO:0005543; GO:0005768; GO:0005886; GO:0006897; GO:0007219; GO:0030100; GO:0030125; GO:0030128; GO:0030276; GO:0030948; GO:0043231; GO:0045747; GO:0048568; GO:1903671"
"33699","Cluster_3367","FUN_036159",-0.917657722309871,0.0280110935717376,0.916806405952893,164,-23.93,"2 18","650 674",17,"76.47%","94.12%","CDS",NA,NA,NA,NA,NA,NA
"33765","Cluster_3367","FUN_037495",0.961685656377928,0.00895084699896787,0.709335676203091,148,-25.95,"2 15","12806 12828",13,"76.92%","92.31%","CDS","ptg000026l:11103991-11120899","Q60431","Caspase-3 (CASP-3) (EC 3.4.22.56) (Apopain) (Cysteine protease CPP32) (CPP-32) (Protein Yama) (SREBP cleavage activity 1) (SCA-1) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12]","Mesocricetus auratus (Golden hamster)","intracellular signal transduction [GO:0035556]; positive regulation of amyloid-beta formation [GO:1902004]; proteolysis [GO:0006508]; regulation of protein stability [GO:0031647]","GO:0004175; GO:0005737; GO:0006508; GO:0031647; GO:0035556; GO:0097153; GO:0097199; GO:0097200; GO:1902004"
"33768","Cluster_3367","FUN_037543",-0.91834045230983,0.027666353073052,0.914225011702335,165,-21.84,"2 22","513 534",20,"75.00%","90.00%","CDS",NA,NA,NA,NA,NA,NA
"33780","Cluster_3367","FUN_037777",0.950381842642277,0.0131684850358638,0.768874657732922,152,-25.18,"2 22","10766 10793",24,"62.50%","70.83%","CDS","ptg000026l:13449397-13500355","Q24JV9","Galectin-3-binding protein A (Lectin galactoside-binding soluble 3-binding protein A)","Danio rerio (Zebrafish) (Brachydanio rerio)","cell adhesion [GO:0007155]","GO:0005044; GO:0005576; GO:0007155; GO:0016020"
"33810","Cluster_3367","FUN_037196",0.939027732775241,0.0179068841810161,0.847898695599974,178,-24.07,"2 21","14723 14748",21,"85.71%","90.48%","CDS",NA,NA,NA,NA,NA,NA
"33823","Cluster_3367","FUN_037336",0.920091132928502,0.0267886656530207,0.914225011702335,170,-21.55,"2 22","16854 16877",21,"80.95%","85.71%","CDS",NA,NA,NA,NA,NA,NA
"33961","Cluster_3367","FUN_040366",-0.923781985370459,0.0249684651998219,0.913661377305483,175,-25.9,"2 20","1001 1024",18,"77.78%","94.44%","CDS",NA,NA,NA,NA,NA,NA
"34017","Cluster_3367","FUN_041928",0.912641339926547,0.0305857066620999,0.922979388371587,166,-20.3,"2 23","7325 7348",21,"66.67%","80.95%","CDS","ptg000035l:8984207-8996943","Q8BG19","Protein O-mannosyl-transferase TMTC4 (EC 2.4.1.109) (Transmembrane and TPR repeat-containing protein 4)","Mus musculus (Mouse)","endoplasmic reticulum unfolded protein response [GO:0030968]; outer hair cell apoptotic process [GO:1905584]; positive regulation of endoplasmic reticulum calcium ion concentration [GO:0032470]; protein O-linked mannosylation [GO:0035269]; sensory perception of sound [GO:0007605]","GO:0000030; GO:0004169; GO:0005783; GO:0007605; GO:0016020; GO:0030968; GO:0032470; GO:0035269; GO:0051117; GO:1905584"
"34021","Cluster_3367","FUN_041981",-0.966023366054642,0.007479603068442,0.677079544727381,154,-22.12,"2 23","19876 19899",21,"57.14%","76.19%","CDS",NA,NA,NA,NA,NA,NA
"34022","Cluster_3367","FUN_042004",0.891053147230769,0.042454945395074,0.96546924320845,164,-27.23,"2 23","1011 1033",21,"66.67%","85.71%","CDS","ptg000035l:9744850-9748309","Q32KI9","Arylsulfatase I (ASI) (EC 3.1.6.-)","Mus musculus (Mouse)","","GO:0005576; GO:0005783; GO:0008484; GO:0046872"
"34081","Cluster_3367","FUN_043323",-0.93742961235969,0.0186109485528009,0.85267300787631,145,-22.01,"2 16","1678 1700",14,"64.29%","92.86%","CDS",NA,NA,NA,NA,NA,NA
"34127","Cluster_3437","FUN_001743",0.930488545649681,0.0217689553708519,0.892661273341612,162,-20.28,"2 22","36404 36428",23,"73.91%","78.26%","CDS","ntLink_6:15498414-15544466","P20825","Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","Drosophila melanogaster (Fruit fly)","DNA integration [GO:0015074]; proteolysis [GO:0006508]","GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575"
"34140","Cluster_3437","FUN_004373",-0.886692575786171,0.0449985941716505,0.96546924320845,170,-24.04,"2 20","13360 13384",20,"80.00%","85.00%","CDS","ntLink_8:22489716-22520692","Q64604","Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR)","Rattus norvegicus (Rat)","cell migration [GO:0016477]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cell projection organization [GO:0031345]; negative regulation of cytokine-mediated signaling pathway [GO:0001960]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of insulin receptor signaling pathway [GO:0046627]; negative regulation of neurotrophin TRK receptor signaling pathway [GO:0051387]; negative regulation of receptor binding [GO:1900121]; nervous system development [GO:0007399]; neuron projection regeneration [GO:0031102]; peptidyl-tyrosine dephosphorylation [GO:0035335]; positive regulation of apoptotic process [GO:0043065]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of neuron apoptotic process [GO:0043525]; protein dephosphorylation [GO:0006470]; regulation of axon regeneration [GO:0048679]; regulation of neuron projection development [GO:0010975]; regulation of postsynapse organization [GO:0099175]; regulation of synapse structure or activity [GO:0050803]; synaptic membrane adhesion [GO:0099560]","GO:0001960; GO:0004725; GO:0005001; GO:0005158; GO:0005768; GO:0005886; GO:0006470; GO:0007156; GO:0007399; GO:0008201; GO:0008285; GO:0010975; GO:0016020; GO:0016477; GO:0030426; GO:0030971; GO:0031102; GO:0031345; GO:0035335; GO:0035373; GO:0042059; GO:0042301; GO:0043005; GO:0043025; GO:0043065; GO:0043231; GO:0043525; GO:0044877; GO:0046627; GO:0048679; GO:0050775; GO:0050803; GO:0050839; GO:0051387; GO:0060076; GO:0098839; GO:0099175; GO:0099560; GO:1900121"
"34154","Cluster_3437","FUN_007066",-0.988399436259561,0.0014972535317831,0.545343267336266,184,-21.9,"2 21","3415 3437",19,"84.21%","94.74%","CDS",NA,NA,NA,NA,NA,NA
"34158","Cluster_3437","FUN_006135",0.949855477317013,0.0133775091712898,0.773501915235558,172,-21.72,"2 21","21429 21451",19,"73.68%","89.47%","CDS","ptg000001l:8176204-8256938","B8V7S0","CUB and peptidase domain-containing protein 1","Acropora millepora (Staghorn coral) (Heteropora millepora)","proteolysis [GO:0006508]","GO:0004252; GO:0005576; GO:0006508"
"34182","Cluster_3437","FUN_009488",0.969789097344135,0.00627482341129998,0.649813052942726,167,-20.03,"2 22","6098 6122",22,"77.27%","81.82%","CDS",NA,NA,NA,NA,NA,NA
"34187","Cluster_3437","FUN_010926",-0.882427289799813,0.047531590618204,0.96546924320845,159,-20.57,"2 22","3357 3382",23,"69.57%","78.26%","CDS","ptg000007l:4356948-4363444","A4IGL7","Peroxidasin (EC 1.11.2.-) [Cleaved into: PXDN active fragment]","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","angiogenesis [GO:0001525]; basement membrane assembly [GO:0070831]; basement membrane organization [GO:0071711]; cell adhesion [GO:0007155]; hydrogen peroxide catabolic process [GO:0042744]; protein homooligomerization [GO:0051260]; protein homotrimerization [GO:0070207]; response to oxidative stress [GO:0006979]","GO:0001525; GO:0005576; GO:0005604; GO:0005783; GO:0006979; GO:0007155; GO:0009986; GO:0016684; GO:0020037; GO:0031012; GO:0042744; GO:0046872; GO:0051260; GO:0070207; GO:0070831; GO:0071711; GO:0140825"
"34188","Cluster_3437","FUN_010926",-0.882427289799813,0.047531590618204,0.96546924320845,161,-20.04,"2 20","6202 6227",21,"71.43%","85.71%","CDS","ptg000007l:4356948-4363444","A4IGL7","Peroxidasin (EC 1.11.2.-) [Cleaved into: PXDN active fragment]","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","angiogenesis [GO:0001525]; basement membrane assembly [GO:0070831]; basement membrane organization [GO:0071711]; cell adhesion [GO:0007155]; hydrogen peroxide catabolic process [GO:0042744]; protein homooligomerization [GO:0051260]; protein homotrimerization [GO:0070207]; response to oxidative stress [GO:0006979]","GO:0001525; GO:0005576; GO:0005604; GO:0005783; GO:0006979; GO:0007155; GO:0009986; GO:0016684; GO:0020037; GO:0031012; GO:0042744; GO:0046872; GO:0051260; GO:0070207; GO:0070831; GO:0071711; GO:0140825"
"34191","Cluster_3437","FUN_012795",-0.894676395230204,0.0403775060728336,0.96546924320845,167,-20.51,"2 22","6589 6613",22,"77.27%","81.82%","CDS","ptg000008l:12934200-12963319","Q9P215","Pogo transposable element with KRAB domain","Homo sapiens (Human)","regulation of DNA-templated transcription [GO:0006355]","GO:0003677; GO:0005634; GO:0005654; GO:0006355"
"34200","Cluster_3437","FUN_015474",-0.932563890171513,0.0208079886945506,0.881998678266465,174,-23.67,"2 22","2896 2919",22,"81.82%","86.36%","CDS",NA,NA,NA,NA,NA,NA
"34202","Cluster_3437","FUN_015928",0.972508482866407,0.00544920147401585,0.613262449719365,165,-20.23,"2 20","2127 2148",18,"83.33%","83.33%","CDS",NA,NA,NA,NA,NA,NA
"34216","Cluster_3437","FUN_017901",-0.890212748647493,0.0429415116607347,0.96546924320845,172,-21.86,"2 22","1410 1435",23,"78.26%","78.26%","CDS","ptg000012l:1715563-1721516","Q1HKZ5","Mitogen-activated protein kinase kinase kinase 13 (EC 2.7.11.25)","Mus musculus (Mouse)","JNK cascade [GO:0007254]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of axon extension [GO:0045773]; positive regulation of branching morphogenesis of a nerve [GO:1905492]; positive regulation of JUN kinase activity [GO:0043507]; positive regulation of neuron maturation [GO:0014042]; positive regulation of neuron projection arborization [GO:0150012]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of protein kinase activity [GO:0045860]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; stress-activated MAPK cascade [GO:0051403]","GO:0004674; GO:0004706; GO:0004709; GO:0005524; GO:0005737; GO:0006468; GO:0007254; GO:0014042; GO:0016020; GO:0018105; GO:0019899; GO:0042802; GO:0042803; GO:0043507; GO:0043539; GO:0045773; GO:0045860; GO:0046777; GO:0046872; GO:0051092; GO:0051403; GO:0106137; GO:0106310; GO:0150012; GO:1905492"
"34218","Cluster_3437","FUN_018008",-0.925779476145405,0.0240007520502693,0.911947326397717,168,-21.99,"2 22","28006 28029",21,"76.19%","80.95%","CDS","ptg000012l:3079482-3120350","P07756","Carbamoyl-phosphate synthase [ammonia], mitochondrial (EC 6.3.4.16) (Carbamoyl-phosphate synthetase I) (CPSase I)","Rattus norvegicus (Rat)","'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; anion homeostasis [GO:0055081]; carbamoyl phosphate biosynthetic process [GO:0070409]; cellular response to ammonium ion [GO:0071242]; cellular response to cAMP [GO:0071320]; cellular response to fibroblast growth factor stimulus [GO:0044344]; cellular response to glucagon stimulus [GO:0071377]; cellular response to oleic acid [GO:0071400]; glutamine metabolic process [GO:0006541]; hepatocyte differentiation [GO:0070365]; homocysteine metabolic process [GO:0050667]; liver development [GO:0001889]; midgut development [GO:0007494]; nitric oxide metabolic process [GO:0046209]; nitrogen compound metabolic process [GO:0006807]; response to amine [GO:0014075]; response to amino acid [GO:0043200]; response to cAMP [GO:0051591]; response to dexamethasone [GO:0071548]; response to food [GO:0032094]; response to glucagon [GO:0033762]; response to glucocorticoid [GO:0051384]; response to growth hormone [GO:0060416]; response to lipopolysaccharide [GO:0032496]; response to oleic acid [GO:0034201]; response to starvation [GO:0042594]; response to steroid hormone [GO:0048545]; response to toxic substance [GO:0009636]; response to xenobiotic stimulus [GO:0009410]; response to zinc ion [GO:0010043]; sequestering of metal ion [GO:0051238]; triglyceride catabolic process [GO:0019433]; urea cycle [GO:0000050]; vasodilation [GO:0042311]","GO:0000050; GO:0001889; GO:0004087; GO:0004088; GO:0004175; GO:0005509; GO:0005524; GO:0005543; GO:0005730; GO:0005737; GO:0005739; GO:0005743; GO:0006207; GO:0006541; GO:0006807; GO:0007494; GO:0009410; GO:0009636; GO:0010043; GO:0014075; GO:0016595; GO:0019433; GO:0032094; GO:0032496; GO:0032991; GO:0033762; GO:0034201; GO:0036094; GO:0042311; GO:0042594; GO:0042645; GO:0043200; GO:0044344; GO:0044877; GO:0046209; GO:0046872; GO:0048545; GO:0050667; GO:0051238; GO:0051384; GO:0051591; GO:0055081; GO:0060416; GO:0070365; GO:0070409; GO:0071242; GO:0071320; GO:0071377; GO:0071400; GO:0071548; GO:0072341"
"34231","Cluster_3437","FUN_023702",-0.966741612303124,0.00724447843887245,0.677079544727381,162,-22.84,"2 22","6889 6912",22,"72.73%","81.82%","CDS",NA,NA,NA,NA,NA,NA
"34268","Cluster_3437","FUN_029470",0.950712724544707,0.0130376403053232,0.766084851142397,173,-21.12,"2 22","3555 3577",20,"75.00%","85.00%","CDS","ptg000023l:2206284-2235124","P0CT40","Transposon Tf2-9 polyprotein (Retrotransposable element Tf2 155 kDa protein)","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)","DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]","GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0015074; GO:0046872"
"34270","Cluster_3437","FUN_032192",0.960114904851071,0.00950461083207956,0.717681557663573,166,-21.07,"2 22","1473 1497",23,"78.26%","78.26%","CDS",NA,NA,NA,NA,NA,NA
"34275","Cluster_3437","FUN_033015",-0.938373697963977,0.0181939579580832,0.847898695599974,172,-22.86,"2 22","8847 8870",21,"76.19%","85.71%","CDS",NA,NA,NA,NA,NA,NA
"34286","Cluster_3437","FUN_033700",-0.982462252613598,0.00278066573616921,0.545343267336266,163,-21.17,"2 17","8124 8147",16,"87.50%","87.50%","CDS",NA,NA,NA,NA,NA,NA
"34289","Cluster_3437","FUN_036249",0.918924183870266,0.027372693008439,0.914225011702335,179,-21.55,"2 21","15056 15079",20,"85.00%","90.00%","CDS",NA,NA,NA,NA,NA,NA
"34296","Cluster_3437","FUN_035476",-0.938421444349068,0.0181729506232072,0.847898695599974,167,-21.27,"2 21","12116 12142",23,"73.91%","78.26%","CDS",NA,NA,NA,NA,NA,NA
"34301","Cluster_3437","FUN_037516",-0.934959378138622,0.0197164124960991,0.868390424516277,176,-20.47,"2 22","1974 1997",21,"80.95%","85.71%","CDS",NA,NA,NA,NA,NA,NA
"34302","Cluster_3437","FUN_037586",-0.90755764740857,0.0332678537752482,0.943615015311751,167,-20.41,"2 22","14072 14097",23,"73.91%","82.61%","CDS",NA,NA,NA,NA,NA,NA
"34303","Cluster_3437","FUN_036808",0.953728347847969,0.0118650309206684,0.764411356706491,161,-20.82,"2 22","58298 58319",21,"76.19%","80.95%","CDS","ptg000026l:2080789-2158658","Q9P215","Pogo transposable element with KRAB domain","Homo sapiens (Human)","regulation of DNA-templated transcription [GO:0006355]","GO:0003677; GO:0005634; GO:0005654; GO:0006355"
"34324","Cluster_3437","FUN_041767",-0.916542923198945,0.0285769479518015,0.921903701075914,168,-21.02,"2 22","15758 15781",21,"76.19%","80.95%","CDS",NA,NA,NA,NA,NA,NA
"34358","Cluster_4220","FUN_001490",-0.993285127477063,0.000659861207990925,0.545343267336266,155,-22.89,"2 19","797 816",17,"76.47%","82.35%","CDS",NA,NA,NA,NA,NA,NA
"34416","Cluster_4220","FUN_000483",-0.918165845010837,0.0277543892079589,0.915071390862687,154,-20.07,"2 15","8009 8030",13,"84.62%","84.62%","CDS",NA,NA,NA,NA,NA,NA
"34474","Cluster_4220","FUN_003896",0.951773329003986,0.012621120775925,0.766084851142397,163,-21.18,"2 17","14739 14762",17,"82.35%","88.24%","CDS","ntLink_8:16600653-16623135","Q61496","ATP-dependent RNA helicase DDX4 (EC 3.6.4.13) (DEAD box protein 4) (Mvh) (Vasa homolog)","Mus musculus (Mouse)","cell differentiation [GO:0030154]; DNA methylation involved in gamete generation [GO:0043046]; flagellated sperm motility [GO:0030317]; gamete generation [GO:0007276]; male meiosis I [GO:0007141]; male meiotic nuclear division [GO:0007140]; negative regulation of transposition [GO:0010529]; piRNA processing [GO:0034587]; regulation of protein localization [GO:0032880]; spermatogenesis [GO:0007283]","GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0007140; GO:0007141; GO:0007276; GO:0007283; GO:0010529; GO:0016887; GO:0030154; GO:0030317; GO:0032880; GO:0033391; GO:0034587; GO:0043046; GO:0043186; GO:0048471; GO:0071546; GO:0071547; GO:0140693; GO:1990904"
"34475","Cluster_4220","FUN_003896",0.951773329003986,0.012621120775925,0.766084851142397,167,-21.5,"2 17","14786 14809",17,"88.24%","88.24%","CDS","ntLink_8:16600653-16623135","Q61496","ATP-dependent RNA helicase DDX4 (EC 3.6.4.13) (DEAD box protein 4) (Mvh) (Vasa homolog)","Mus musculus (Mouse)","cell differentiation [GO:0030154]; DNA methylation involved in gamete generation [GO:0043046]; flagellated sperm motility [GO:0030317]; gamete generation [GO:0007276]; male meiosis I [GO:0007141]; male meiotic nuclear division [GO:0007140]; negative regulation of transposition [GO:0010529]; piRNA processing [GO:0034587]; regulation of protein localization [GO:0032880]; spermatogenesis [GO:0007283]","GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0007140; GO:0007141; GO:0007276; GO:0007283; GO:0010529; GO:0016887; GO:0030154; GO:0030317; GO:0032880; GO:0033391; GO:0034587; GO:0043046; GO:0043186; GO:0048471; GO:0071546; GO:0071547; GO:0140693; GO:1990904"
"34502","Cluster_4220","FUN_002473",-0.912281555992148,0.0307731404257037,0.923726751665993,158,-23.39,"2 21","9839 9865",24,"70.83%","75.00%","CDS",NA,NA,NA,NA,NA,NA
"34527","Cluster_4220","FUN_004624",-0.926224590819534,0.0237867981945584,0.911947326397717,180,-26.78,"2 21","567 588",19,"78.95%","94.74%","CDS",NA,NA,NA,NA,NA,NA
"34552","Cluster_4220","FUN_004948",-0.956267653296592,0.0109060741059241,0.740244699470293,172,-26.15,"2 21","3305 3326",19,"73.68%","89.47%","CDS",NA,NA,NA,NA,NA,NA
"34627","Cluster_4220","FUN_006544",-0.928952500558553,0.0224891887254014,0.901436736014327,167,-26.97,"2 21","6435 6461",24,"70.83%","79.17%","CDS",NA,NA,NA,NA,NA,NA
"34629","Cluster_4220","FUN_006562",-0.879644448173872,0.0492077000418878,0.96546924320845,142,-22.22,"2 11","2159 2180",9,"88.89%","88.89%","CDS","ptg000001l:14100543-14139304","Q7RTR2","NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)","Homo sapiens (Human)","I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of tumor necrosis factor production [GO:0032720]; T cell activation [GO:0042110]","GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223"
"34630","Cluster_4220","FUN_006562",-0.879644448173872,0.0492077000418878,0.96546924320845,142,-22.22,"2 11","26966 26987",9,"88.89%","88.89%","CDS","ptg000001l:14100543-14139304","Q7RTR2","NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)","Homo sapiens (Human)","I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of tumor necrosis factor production [GO:0032720]; T cell activation [GO:0042110]","GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223"
"34631","Cluster_4220","FUN_006562",-0.879644448173872,0.0492077000418878,0.96546924320845,147,-22.53,"2 21","8622 8644",20,"65.00%","70.00%","CDS","ptg000001l:14100543-14139304","Q7RTR2","NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)","Homo sapiens (Human)","I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of tumor necrosis factor production [GO:0032720]; T cell activation [GO:0042110]","GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223"
"34816","Cluster_4220","FUN_009137",0.900448498601792,0.0371374248556075,0.96546924320845,155,-20.23,"2 20","136 157",18,"66.67%","77.78%","CDS","ptg000004l:3116108-3120911","Q80XJ3","Tetratricopeptide repeat protein 28 (TPR repeat protein 28)","Mus musculus (Mouse)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0005737; GO:0005813; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686; GO:0097431; GO:1990023"
