V1	GO_terms
Pocillopora_meandrina_HIv1___TS.g6537.t1	GO:0004222; GO:0005576; GO:0006508; GO:0008270; GO:0042151; GO:0090729; GO:0004222; GO:0005576; GO:0006508; GO:0008270; GO:0042151; GO:0090729
Pocillopora_meandrina_HIv1___TS.g6539.t1	GO:0001649; GO:0004888; GO:0004965; GO:0005615; GO:0005737; GO:0005789; GO:0005886; GO:0007186; GO:0007193; GO:0007194; GO:0007214; GO:0007268; GO:0008021; GO:0008285; GO:0014048; GO:0014049; GO:0014053; GO:0016020; GO:0030673; GO:0031966; GO:0032811; GO:0033602; GO:0035094; GO:0038037; GO:0038039; GO:0042734; GO:0043005; GO:0043025; GO:0043197; GO:0043198; GO:0043204; GO:0043231; GO:0045121; GO:0045211; GO:0045471; GO:0046982; GO:0050805; GO:0051932; GO:0060078; GO:0060124; GO:0097060; GO:0098685; GO:0098793; GO:0098978; GO:0098982; GO:0099565; GO:0099579; GO:0150047; GO:0150099; GO:1902710; GO:1902712; GO:1990430
Pocillopora_meandrina_HIv1___TS.g6540.t1	GO:0004888; GO:0004965; GO:0005737; GO:0005886; GO:0007193; GO:0007214; GO:0016020; GO:0030425; GO:0038039; GO:0042734; GO:0043005; GO:0043204; GO:0045211; GO:0046982; GO:0051932; GO:0098978; GO:0098982; GO:0150099; GO:1902710; GO:1902712
Pocillopora_meandrina_HIv1___TS.g6543.t1	GO:0000447; GO:0000472; GO:0000480; GO:0003723; GO:0005654; GO:0005730; GO:0005737; GO:0005886; GO:0006364; GO:0008285; GO:0030686; GO:0030688; GO:0032040
Pocillopora_meandrina_HIv1___TS.g6556.t1	GO:0005737; GO:0016209
Pocillopora_meandrina_HIv1___TS.g6564.t1	GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005615; GO:0005634; GO:0005737; GO:0007155; GO:0008544; GO:0010467; GO:0016020; GO:0031012; GO:0036303; GO:0048014; GO:0120193; GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005615; GO:0005634; GO:0005737; GO:0007155; GO:0008544; GO:0010467; GO:0016020; GO:0031012; GO:0036303; GO:0048014; GO:0120193; GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005615; GO:0005634; GO:0005737; GO:0007155; GO:0008544; GO:0010467; GO:0016020; GO:0031012; GO:0036303; GO:0048014; GO:0120193
Pocillopora_meandrina_HIv1___TS.g6576.t1	GO:0001650; GO:0003924; GO:0003925; GO:0005525; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0007265; GO:0008285; GO:0009725; GO:0019003; GO:0030308
Pocillopora_meandrina_HIv1___TS.g6603.t1	GO:0000002; GO:0004645; GO:0005829; GO:0006206; GO:0006213; GO:0009032; GO:0016154; GO:0031641; GO:0042803; GO:0046074; GO:0051969; GO:1905333
Pocillopora_meandrina_HIv1___TS.g6611.t1	GO:0001618; GO:0004888; GO:0005576; GO:0005635; GO:0005764; GO:0005765; GO:0005783; GO:0005794; GO:0005886; GO:0006486; GO:0006897; GO:0006914; GO:0007041; GO:0007628; GO:0008203; GO:0008206; GO:0009410; GO:0010467; GO:0015248; GO:0015485; GO:0015918; GO:0016020; GO:0016236; GO:0016242; GO:0030299; GO:0030301; GO:0031579; GO:0031902; GO:0032367; GO:0032934; GO:0033344; GO:0038023; GO:0042632; GO:0045121; GO:0046686; GO:0046718; GO:0048471; GO:0060548; GO:0070062; GO:0071383; GO:0071404; GO:0090150; GO:1904262
Pocillopora_meandrina_HIv1___TS.g6661.t1	GO:0005764; GO:0005769; GO:0005770; GO:0005829; GO:0006622; GO:0008333; GO:0031313; GO:0031901; GO:0031902; GO:0035091; GO:0042802; GO:0045022
Pocillopora_meandrina_HIv1___TS.g6672.t1	GO:0000149; GO:0001778; GO:0001786; GO:0005509; GO:0005516; GO:0005544; GO:0005546; GO:0005764; GO:0005765; GO:0005777; GO:0005778; GO:0005829; GO:0005886; GO:0006909; GO:0008021; GO:0014059; GO:0016192; GO:0017156; GO:0017158; GO:0019905; GO:0030276; GO:0030670; GO:0030672; GO:0031045; GO:0032009; GO:0036465; GO:0042734; GO:0042995; GO:0045956; GO:0046850; GO:0048791; GO:0050764; GO:0050796; GO:0070062; GO:0070092; GO:0070382; GO:0071277; GO:0090119; GO:0090385; GO:0098686; GO:1900242; GO:1990926; GO:1990927
Pocillopora_meandrina_HIv1___TS.g6689.t1b	GO:0001501; GO:0001784; GO:0003993; GO:0004721; GO:0005764; GO:0005765; GO:0007040; GO:0007268; GO:0010033; GO:0016311; GO:0016791; GO:0031410; GO:0043005; GO:0043202; GO:0045202; GO:0048102
Pocillopora_meandrina_HIv1___TS.g6709.t1	GO:0000082; GO:0004722; GO:0005737; GO:0005739; GO:0005829; GO:0006470; GO:0017018; GO:0045087; GO:0046872
Pocillopora_meandrina_HIv1___TS.g6722.t2	GO:0005198; GO:0005737; GO:0005768; GO:0005783; GO:0005789; GO:0005829; GO:0006886; GO:0007029; GO:0030120; GO:0030127; GO:0030134; GO:0043231; GO:0048306; GO:0048471; GO:0051592; GO:0070971; GO:0090110; GO:0005198; GO:0005737; GO:0005768; GO:0005783; GO:0005789; GO:0005829; GO:0006886; GO:0007029; GO:0030120; GO:0030127; GO:0030134; GO:0043231; GO:0048306; GO:0048471; GO:0051592; GO:0070971; GO:0090110
Pocillopora_meandrina_HIv1___TS.g68.t1	GO:0000122; GO:0001650; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006325; GO:0016310; GO:0016567; GO:0030183; GO:0030331; GO:0033151; GO:0035212; GO:0043687; GO:0080008; GO:0106310; GO:1990244
Pocillopora_meandrina_HIv1___TS.g6804.t1	GO:0005737; GO:0005929; GO:0019902
Pocillopora_meandrina_HIv1___TS.g6815.t1	GO:0005654; GO:0005829; GO:0005654; GO:0005829; GO:0005654; GO:0005829; GO:0005654; GO:0005829; GO:0005654; GO:0005829; GO:0005654; GO:0005829
Pocillopora_meandrina_HIv1___TS.g682.t1	GO:0005615; GO:0005886; GO:0045959; GO:0050773; GO:0005615; GO:0005886; GO:0045959; GO:0050773; GO:0005615; GO:0005886; GO:0045959; GO:0050773
Pocillopora_meandrina_HIv1___TS.g684.t1	GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0016020; GO:0016477; GO:0031012; GO:0036303; GO:0048014; GO:0090136; GO:0120193; GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0016020; GO:0016477; GO:0031012; GO:0036303; GO:0048014; GO:0090136; GO:0120193; GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0016020; GO:0016477; GO:0031012; GO:0036303; GO:0048014; GO:0090136; GO:0120193; GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0016020; GO:0016477; GO:0031012; GO:0036303; GO:0048014; GO:0090136; GO:0120193; GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0016020; GO:0016477; GO:0031012; GO:0036303; GO:0048014; GO:0090136; GO:0120193; GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0016020; GO:0016477; GO:0031012; GO:0036303; GO:0048014; GO:0090136; GO:0120193; GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0016020; GO:0016477; GO:0031012; GO:0036303; GO:0048014; GO:0090136; GO:0120193; GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0016020; GO:0016477; GO:0031012; GO:0036303; GO:0048014; GO:0090136; GO:0120193; GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0016020; GO:0016477; GO:0031012; GO:0036303; GO:0048014; GO:0090136; GO:0120193; GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0016020; GO:0016477; GO:0031012; GO:0036303; GO:0048014; GO:0090136; GO:0120193; GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0016020; GO:0016477; GO:0031012; GO:0036303; GO:0048014; GO:0090136; GO:0120193; GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0016020; GO:0016477; GO:0031012; GO:0036303; GO:0048014; GO:0090136; GO:0120193; GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0016020; GO:0016477; GO:0031012; GO:0036303; GO:0048014; GO:0090136; GO:0120193; GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0016020; GO:0016477; GO:0031012; GO:0036303; GO:0048014; GO:0090136; GO:0120193; GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0016020; GO:0016477; GO:0031012; GO:0036303; GO:0048014; GO:0090136; GO:0120193; GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0016020; GO:0016477; GO:0031012; GO:0036303; GO:0048014; GO:0090136; GO:0120193; GO:0001945; GO:0003017; GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008544; GO:0010467; GO:0016020; GO:0016477; GO:0031012; GO:0036303; GO:0048014; GO:0090136; GO:0120193
Pocillopora_meandrina_HIv1___TS.g6873.t1	GO:0000139; GO:0005085; GO:0005509; GO:0005789; GO:0005829; GO:0005886; GO:0007264; GO:0030154; GO:0050790
Pocillopora_meandrina_HIv1___TS.g6918.t1	GO:0005576
Pocillopora_meandrina_HIv1___TS.g6939.t2	GO:0005085; GO:0005654; GO:0005829; GO:0051056
Pocillopora_meandrina_HIv1___TS.g695.t1	NA; NA; NA; NA; NA; NA; NA
Pocillopora_meandrina_HIv1___TS.g6961.t1	GO:0004447; GO:0004601; GO:0005576; GO:0005783; GO:0006955; GO:0006979; GO:0020037; GO:0036393; GO:0042742; GO:0042744; GO:0140825
Pocillopora_meandrina_HIv1___TS.g6963.t1	GO:0000139; GO:0008376; GO:0016020; GO:0030166; GO:0030206; GO:0032580; GO:0046872; GO:0047237; GO:0047238; GO:0050650; GO:0050651; GO:0050652; GO:0050653
Pocillopora_meandrina_HIv1___TS.g6967.t1	GO:0005634; GO:0005737; GO:0006474; GO:0016747; GO:0017190; GO:0017192; GO:0018002
Pocillopora_meandrina_HIv1___TS.g6976.t1	GO:0004842; GO:0005634; GO:0005654; GO:0005694; GO:0005730; GO:0005737; GO:0006511; GO:0007605; GO:0008270; GO:0016274; GO:0016567; GO:0036211; GO:0042981; GO:0045732; GO:1904878
Pocillopora_meandrina_HIv1___TS.g6977.t1	GO:0004842; GO:0005634; GO:0005654; GO:0005694; GO:0005730; GO:0005737; GO:0006511; GO:0007605; GO:0008270; GO:0016274; GO:0016567; GO:0036211; GO:0042981; GO:0045732; GO:1904878; GO:0004842; GO:0005634; GO:0005654; GO:0005694; GO:0005730; GO:0005737; GO:0006511; GO:0007605; GO:0008270; GO:0016274; GO:0016567; GO:0036211; GO:0042981; GO:0045732; GO:1904878
Pocillopora_meandrina_HIv1___TS.g6979.t1	GO:0004842; GO:0005634; GO:0005654; GO:0005694; GO:0005730; GO:0005737; GO:0006511; GO:0007605; GO:0008270; GO:0016274; GO:0016567; GO:0036211; GO:0042981; GO:0045732; GO:1904878
Pocillopora_meandrina_HIv1___TS.g6987.t1	GO:0000122; GO:0001227; GO:0005634; GO:0006351; GO:0016607; GO:0032204
Pocillopora_meandrina_HIv1___TS.g6988.t2	GO:0001732; GO:0003723; GO:0003743; GO:0005852; GO:0006446; GO:0016282; GO:0033290; GO:0043022
Pocillopora_meandrina_HIv1___TS.g699.t1	GO:0005615; GO:0005886; GO:0045959; GO:0050773; GO:0005615; GO:0005886; GO:0045959; GO:0050773; GO:0005615; GO:0005886; GO:0045959; GO:0050773; GO:0005615; GO:0005886; GO:0045959; GO:0050773; GO:0005615; GO:0005886; GO:0045959; GO:0050773
Pocillopora_meandrina_HIv1___TS.g701.t1	GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
Pocillopora_meandrina_HIv1___TS.g7049.t1	GO:0001817; GO:0003676; GO:0005227; GO:0005765; GO:0005886; GO:0032944; GO:0045428; GO:0050764; GO:1990760
Pocillopora_meandrina_HIv1___TS.g7056.t1	GO:0005525; GO:0005829; GO:0006777; GO:0019008; GO:0032324; GO:0046872; GO:0051539; GO:0061798; GO:0061799
Pocillopora_meandrina_HIv1___TS.g7057.t1	GO:0000245; GO:0000398; GO:0000974; GO:0003723; GO:0005634; GO:0005654; GO:0005681; GO:0016607; GO:0071007; GO:0071013; GO:0071014
Pocillopora_meandrina_HIv1___TS.g7103.t2	GO:0004114; GO:0004115; GO:0004117; GO:0005516; GO:0005764; GO:0005829; GO:0007165; GO:0043025; GO:0046872; GO:0047555; GO:0048101
Pocillopora_meandrina_HIv1___TS.g7109.t1	GO:0000139; GO:0004864; GO:0005576; GO:0018279; GO:0030144; GO:0030145; GO:0030335; GO:1903614; GO:1904894
Pocillopora_meandrina_HIv1___TS.g7110.t1	GO:0000139; GO:0004864; GO:0005576; GO:0018279; GO:0030144; GO:0030145; GO:0030335; GO:1903614; GO:1904894
Pocillopora_meandrina_HIv1___TS.g7116.t1	GO:0000139; GO:0004864; GO:0005576; GO:0018279; GO:0030144; GO:0030145; GO:0030335; GO:1903614; GO:1904894
Pocillopora_meandrina_HIv1___TS.g7126.t1	GO:0004503; GO:0042438; GO:0046872
Pocillopora_meandrina_HIv1___TS.g713.t1	GO:0003723; GO:0004045
Pocillopora_meandrina_HIv1___TS.g7132.t1	GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301
Pocillopora_meandrina_HIv1___TS.g7137.t1	GO:0000132; GO:0000139; GO:0001965; GO:0005092; GO:0005789; GO:0005829; GO:0005886; GO:0005938; GO:0007399; GO:0008277; GO:0016239; GO:0030154; GO:0032991; GO:0034260; GO:1905098; GO:0000132; GO:0000139; GO:0001965; GO:0005092; GO:0005789; GO:0005829; GO:0005886; GO:0005938; GO:0007399; GO:0008277; GO:0016239; GO:0030154; GO:0032991; GO:0034260; GO:1905098
Pocillopora_meandrina_HIv1___TS.g7170.t2	GO:0003676; GO:0004519; GO:0005576; GO:0005829; GO:0016020; GO:0045087; GO:0046872; GO:0070062
Pocillopora_meandrina_HIv1___TS.g7175.t1	GO:0005886; GO:0007156; GO:0007416; GO:0010842; GO:0042802; GO:0045202; GO:0005886; GO:0007156; GO:0007416; GO:0010842; GO:0042802; GO:0045202; GO:0005886; GO:0007156; GO:0007416; GO:0010842; GO:0042802; GO:0045202; GO:0005886; GO:0007156; GO:0007416; GO:0010842; GO:0042802; GO:0045202
Pocillopora_meandrina_HIv1___TS.g722.t1	GO:0002753; GO:0003677; GO:0003723; GO:0003724; GO:0003725; GO:0003727; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0008270; GO:0009615; GO:0016887; GO:0016925; GO:0032727; GO:0032728; GO:0032755; GO:0032760; GO:0039530; GO:0042802; GO:0043021; GO:0045071; GO:0045087; GO:0051607; GO:0060760; GO:0071360; GO:0098586; GO:0140374
Pocillopora_meandrina_HIv1___TS.g7223.t1	GO:0000139; GO:0000149; GO:0005484; GO:0005789; GO:0005794; GO:0006891; GO:0006906; GO:0012507; GO:0015031; GO:0016020; GO:0031201; GO:0031902; GO:0033116
Pocillopora_meandrina_HIv1___TS.g7251.t1	GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301
Pocillopora_meandrina_HIv1___TS.g7271.t1	GO:0005886; GO:0007156; GO:0007162; GO:0007411; GO:0007416; GO:0007626; GO:0010842; GO:0030425; GO:0030426; GO:0042327; GO:0043025; GO:0045202; GO:0048813; GO:0048842; GO:0060060; GO:0060219; GO:0070593; GO:1990782; GO:1990890
Pocillopora_meandrina_HIv1___TS.g7272.t1a	GO:0005886; GO:0007156; GO:0007416; GO:0010842; GO:0042802; GO:0045202; GO:0005886; GO:0007156; GO:0007416; GO:0010842; GO:0042802; GO:0045202; GO:0005886; GO:0007156; GO:0007416; GO:0010842; GO:0042802; GO:0045202; GO:0005886; GO:0007156; GO:0007416; GO:0010842; GO:0042802; GO:0045202
Pocillopora_meandrina_HIv1___TS.g7272.t1b	GO:0000794; GO:0000957; GO:0000961; GO:0003697; GO:0003723; GO:0003730; GO:0005634; GO:0005637; GO:0005640; GO:0005654; GO:0005737; GO:0005739; GO:0005856; GO:0005874; GO:0031625; GO:0042645; GO:0048471; GO:0048487; GO:0051028; GO:0070129; GO:1990904
Pocillopora_meandrina_HIv1___TS.g7298.t1	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0006310; GO:0006508; GO:0015074; GO:0046872
Pocillopora_meandrina_HIv1___TS.g7306.t1a	GO:0003964; GO:0006313
Pocillopora_meandrina_HIv1___TS.g7343.t2	GO:0016020; GO:0016787
Pocillopora_meandrina_HIv1___TS.g7344.t1	GO:0016020; GO:0016020
Pocillopora_meandrina_HIv1___TS.g7345.t1	GO:0005509; GO:0007160; GO:0016020
Pocillopora_meandrina_HIv1___TS.g7393.t1	GO:0001541; GO:0005783; GO:0005789; GO:0006508; GO:0008235; GO:0030968; GO:0034599; GO:0046872
Pocillopora_meandrina_HIv1___TS.g740.t1	GO:0004222; GO:0005576; GO:0005615; GO:0006508; GO:0007166; GO:0007565; GO:0008237; GO:0008270; GO:0019538; GO:0030163; GO:0032354; GO:0071548
Pocillopora_meandrina_HIv1___TS.g7422.t1a	GO:0006488; GO:0031965; GO:0043541
Pocillopora_meandrina_HIv1___TS.g7422.t1b	GO:0004842; GO:0005737; GO:0005802; GO:0005829; GO:0006895; GO:0015031; GO:0016567; GO:0016605; GO:0019964; GO:0031463; GO:0043066; GO:0043161; GO:0048471; GO:1990390; GO:0004842; GO:0005737; GO:0005802; GO:0005829; GO:0006895; GO:0015031; GO:0016567; GO:0016605; GO:0019964; GO:0031463; GO:0043066; GO:0043161; GO:0048471; GO:1990390
Pocillopora_meandrina_HIv1___TS.g7426.t1b	GO:0005249; GO:0005250; GO:0005886; GO:0006813; GO:0007268; GO:0008076; GO:0008306; GO:0016020; GO:0030425; GO:0034765; GO:0043204; GO:0045202; GO:0051260; GO:0071805
Pocillopora_meandrina_HIv1___TS.g7438.t1	GO:0004222; GO:0005080; GO:0005178; GO:0005518; GO:0005615; GO:0005925; GO:0006509; GO:0007155; GO:0007160; GO:0007179; GO:0007229; GO:0008237; GO:0009897; GO:0009986; GO:0010042; GO:0016477; GO:0016485; GO:0017124; GO:0030216; GO:0030335; GO:0031293; GO:0033627; GO:0033630; GO:0033631; GO:0034241; GO:0034612; GO:0042117; GO:0042542; GO:0042987; GO:0043236; GO:0043406; GO:0046872; GO:0050714; GO:0051044; GO:0051384; GO:0051549; GO:0051592; GO:0070062; GO:0071222; GO:1902945
Pocillopora_meandrina_HIv1___TS.g7439.t1	GO:0004222; GO:0005080; GO:0005178; GO:0005518; GO:0005615; GO:0005925; GO:0006509; GO:0007155; GO:0007160; GO:0007179; GO:0007229; GO:0008237; GO:0009897; GO:0009986; GO:0010042; GO:0016477; GO:0016485; GO:0017124; GO:0030216; GO:0030335; GO:0031293; GO:0033627; GO:0033630; GO:0033631; GO:0034241; GO:0034612; GO:0042117; GO:0042542; GO:0042987; GO:0043236; GO:0043406; GO:0046872; GO:0050714; GO:0051044; GO:0051384; GO:0051549; GO:0051592; GO:0070062; GO:0071222; GO:1902945
Pocillopora_meandrina_HIv1___TS.g7454.t1	GO:0003676; GO:0003887; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575
Pocillopora_meandrina_HIv1___TS.g7462.t1	
Pocillopora_meandrina_HIv1___TS.g7464.t1a	
Pocillopora_meandrina_HIv1___TS.g7524.t1	GO:0000287; GO:0003941; GO:0005524; GO:0005737; GO:0006563; GO:0006565; GO:0008721; GO:0018114; GO:0018249; GO:0030170; GO:0030378; GO:0036088; GO:0042866; GO:0070179
Pocillopora_meandrina_HIv1___TS.g753.t1	GO:0005509; GO:0005576; GO:0005789; GO:0005794; GO:0033018; GO:0042470
Pocillopora_meandrina_HIv1___TS.g7532.t1	
Pocillopora_meandrina_HIv1___TS.g7635.t1	GO:0005886; GO:0016020; GO:0042590
Pocillopora_meandrina_HIv1___TS.g7654.t1	GO:0004222; GO:0005080; GO:0005178; GO:0005518; GO:0005615; GO:0005925; GO:0006509; GO:0007155; GO:0007160; GO:0007179; GO:0007229; GO:0008237; GO:0009897; GO:0009986; GO:0010042; GO:0016477; GO:0016485; GO:0017124; GO:0030216; GO:0030335; GO:0031293; GO:0033627; GO:0033630; GO:0033631; GO:0034241; GO:0034612; GO:0042117; GO:0042542; GO:0042987; GO:0043236; GO:0043406; GO:0046872; GO:0050714; GO:0051044; GO:0051384; GO:0051549; GO:0051592; GO:0070062; GO:0071222; GO:1902945
Pocillopora_meandrina_HIv1___TS.g7657.t1	GO:0004222; GO:0005080; GO:0005178; GO:0005518; GO:0005615; GO:0005925; GO:0006509; GO:0007155; GO:0007160; GO:0007179; GO:0007229; GO:0008237; GO:0009897; GO:0009986; GO:0010042; GO:0016477; GO:0016485; GO:0017124; GO:0030216; GO:0030335; GO:0031293; GO:0033627; GO:0033630; GO:0033631; GO:0034241; GO:0034612; GO:0042117; GO:0042542; GO:0042987; GO:0043236; GO:0043406; GO:0046872; GO:0050714; GO:0051044; GO:0051384; GO:0051549; GO:0051592; GO:0070062; GO:0071222; GO:1902945
Pocillopora_meandrina_HIv1___TS.g7698.t1	GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301
Pocillopora_meandrina_HIv1___TS.g7703.t1	GO:0001726; GO:0003779; GO:0005737; GO:0005829; GO:0015629; GO:0016567; GO:0030027; GO:0031463; GO:0042802
Pocillopora_meandrina_HIv1___TS.g7710.t1	GO:0003779; GO:0005737; GO:0005856; GO:0007297; GO:0007300; GO:0007301; GO:0007349; GO:0030036; GO:0030717; GO:0030723; GO:0035183; GO:0035324; GO:0045172; GO:0048477
