transcript_id,RNA-POC-47,RNA-POC-48,RNA-POC-50,RNA-POC-53,RNA-POC-57
Pocillopora_meandrina_HIv1___RNAseq.g19521.t1,0,0,877,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2286.t1,0,67,16,19,15
Pocillopora_meandrina_HIv1___RNAseq.g18240.t1,413,535,407,268,104
Pocillopora_meandrina_HIv1___RNAseq.g11109.t1,676,283,934,268,257
Pocillopora_meandrina_HIv1___RNAseq.g9207.t1,53,71,58,23,12
Pocillopora_meandrina_HIv1___TS.g25714.t1,434,221,86,226,124
Pocillopora_meandrina_HIv1___RNAseq.g5443.t1,207,228,19,74,45
Pocillopora_meandrina_HIv1___RNAseq.g24074.t1,13,6,42,36,12
Pocillopora_meandrina_HIv1___TS.g23990.t1,2,6,21,12,4
Pocillopora_meandrina_HIv1___RNAseq.g15385.t1,0,0,649,0,119
Pocillopora_meandrina_HIv1___RNAseq.g68.t1,1543,2308,2373,4144,800
Pocillopora_meandrina_HIv1___RNAseq.g24235.t1,0,3,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12858.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1688.t1,3053,3308,3361,3247,1210
Pocillopora_meandrina_HIv1___RNAseq.g28959.t1,467,799,1057,596,347
Pocillopora_meandrina_HIv1___TS.g29141.t1,733,1058,680,788,603
Pocillopora_meandrina_HIv1___RNAseq.g20232.t1,13,43,45,100,11
Pocillopora_meandrina_HIv1___TS.g18757.t1c,1,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g18757.t1b,19,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g18757.t1a,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5441.t1,580,898,453,559,166
Pocillopora_meandrina_HIv1___RNAseq.g22596.t1,3864,5095,5168,5104,2954
Pocillopora_meandrina_HIv1___RNAseq.g7837.t1,79,129,99,155,39
Pocillopora_meandrina_HIv1___RNAseq.g30379.t1,0,52,0,11,0
Pocillopora_meandrina_HIv1___RNAseq.g12192.t1,0,20,3,0,0
Pocillopora_meandrina_HIv1___TS.g16544.t1,24,25,79,49,56
Pocillopora_meandrina_HIv1___RNAseq.g29476.t1,88,1133,684,1356,202
Pocillopora_meandrina_HIv1___TS.g27482.t1,130,220,158,229,133
Pocillopora_meandrina_HIv1___RNAseq.g20230.t1,1467,878,1606,1188,716
Pocillopora_meandrina_HIv1___RNAseq.g183.t1,103,57,39,42,0
Pocillopora_meandrina_HIv1___RNAseq.g16412.t1,1,10,1,4,0
Pocillopora_meandrina_HIv1___RNAseq.g9078.t1,73,97,104,86,120
Pocillopora_meandrina_HIv1___RNAseq.g11048.t1,820,1410,1867,2268,2259
Pocillopora_meandrina_HIv1___RNAseq.g25981.t1,98,0,99,402,0
Pocillopora_meandrina_HIv1___RNAseq.g1471.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15258.t1,60,13,7,53,0
Pocillopora_meandrina_HIv1___RNAseq.g29683.t2,2995,1987,3164,2908,1676
Pocillopora_meandrina_HIv1___RNAseq.g29474.t1,848,1211,582,1392,221
Pocillopora_meandrina_HIv1___RNAseq.g17789.t1,510,1747,1885,1121,242
Pocillopora_meandrina_HIv1___RNAseq.g3060.t1,78,132,24,71,131
Pocillopora_meandrina_HIv1___RNAseq.g20903.t1,267,551,556,502,717
Pocillopora_meandrina_HIv1___RNAseq.g24076.t1,357,254,543,349,329
Pocillopora_meandrina_HIv1___RNAseq.g9150.t1b,14,14,36,13,0
Pocillopora_meandrina_HIv1___RNAseq.g9150.t1a,0,0,6,3,6
Pocillopora_meandrina_HIv1___RNAseq.g14378.t1,677,938,1070,1165,256
Pocillopora_meandrina_HIv1___RNAseq.g16021.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g15151.t2,6825,1010,10868,3178,393
Pocillopora_meandrina_HIv1___RNAseq.g21733.t1,126,23,174,136,79
Pocillopora_meandrina_HIv1___RNAseq.g16471.t1,76,135,146,151,31
Pocillopora_meandrina_HIv1___TS.g9759.t1,8,17,11,12,4
Pocillopora_meandrina_HIv1___TS.g24462.t1,96,55,44,68,418
Pocillopora_meandrina_HIv1___RNAseq.g19005.t1,608,852,803,707,483
Pocillopora_meandrina_HIv1___RNAseq.g9308.t1,187,153,100,59,71
Pocillopora_meandrina_HIv1___RNAseq.g14481.t1,38,40,20,61,8
Pocillopora_meandrina_HIv1___RNAseq.g15395.t1,190,174,246,993,268
Pocillopora_meandrina_HIv1___RNAseq.13766_t,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2935.t1,0,13,26,0,0
Pocillopora_meandrina_HIv1___RNAseq.g181.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g16410.t1,1,1,0,9,0
Pocillopora_meandrina_HIv1___RNAseq.g19294.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19007.t1,298,515,329,736,559
Pocillopora_meandrina_HIv1___TS.g4386.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22860.t1,53,0,0,53,13
Pocillopora_meandrina_HIv1___TS.g3823.t1,283,690,408,377,91
Pocillopora_meandrina_HIv1___TS.g26164.t1,3097,1772,2279,2337,925
Pocillopora_meandrina_HIv1___RNAseq.g6408.t1,7,0,0,1,0
Pocillopora_meandrina_HIv1___RNAseq.g24200.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g27626.t1,0,1,5,0,3
Pocillopora_meandrina_HIv1___RNAseq.g11094.t1,2731,1558,3416,2067,1950
Pocillopora_meandrina_HIv1___RNAseq.g1300.t1,745,439,650,420,329
Pocillopora_meandrina_HIv1___RNAseq.g8197.t1,6765,2424,8375,4609,850
Pocillopora_meandrina_HIv1___RNAseq.g2018.t1,13371,7390,16525,13158,7523
Pocillopora_meandrina_HIv1___TS.g3307.t1c,49,272,115,496,125
Pocillopora_meandrina_HIv1___TS.g3307.t1b,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g3307.t1a,13,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24809.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2421.t1,1637,2027,3114,2523,563
Pocillopora_meandrina_HIv1___RNAseq.g23676.t1,78,608,0,983,197
Pocillopora_meandrina_HIv1___RNAseq.g16903.t1,7,176,298,157,63
Pocillopora_meandrina_HIv1___TS.g15564.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g16816.t1,125,207,15,237,90
Pocillopora_meandrina_HIv1___RNAseq.g18437.t1,0,1,5,4,7
Pocillopora_meandrina_HIv1___RNAseq.g3262.t1,40,27,32,46,8
Pocillopora_meandrina_HIv1___RNAseq.g26235.t1,300,980,474,807,133
Pocillopora_meandrina_HIv1___TS.g18509.t1,39,14,0,32,0
Pocillopora_meandrina_HIv1___RNAseq.g24564.t1,33,39,54,53,10
Pocillopora_meandrina_HIv1___RNAseq.g22862.t1,59,74,279,89,594
Pocillopora_meandrina_HIv1___RNAseq.g3965.t1,669,369,316,268,1003
Pocillopora_meandrina_HIv1___RNAseq.g24868.t1,528,930,414,545,181
Pocillopora_meandrina_HIv1___TS.g12872.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g15566.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g16814.t1,2214,4604,1525,4728,1784
Pocillopora_meandrina_HIv1___RNAseq.g18412.t1,17,1,10,4,5
Pocillopora_meandrina_HIv1___RNAseq.g30046.t1,117,119,52,57,32
Pocillopora_meandrina_HIv1___RNAseq.g24776.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g29645.t1,0,15,0,5,3
Pocillopora_meandrina_HIv1___RNAseq.g15282.t1,2818,2368,2825,2267,1785
Pocillopora_meandrina_HIv1___TS.g4088.t1,0,32,14,60,0
Pocillopora_meandrina_HIv1___RNAseq.g1863.t1,1560,1112,2148,1532,436
Pocillopora_meandrina_HIv1___TS.g18286.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g7416.t1,15,0,0,0,29
Pocillopora_meandrina_HIv1___RNAseq.g30333.t1,0,352,266,0,0
Pocillopora_meandrina_HIv1___RNAseq.g8195.t1,1249,524,1662,932,575
Pocillopora_meandrina_HIv1___RNAseq.g23674.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17797.t1,534,1395,915,1431,786
Pocillopora_meandrina_HIv1___TS.g11923.t1,274,108,238,1345,52
Pocillopora_meandrina_HIv1___RNAseq.g25957.t1,860,701,1056,676,288
Pocillopora_meandrina_HIv1___TS.g6564.t1,1065,6167,3213,602,1540
Pocillopora_meandrina_HIv1___TS.g10048.t1,584,72,880,349,695
Pocillopora_meandrina_HIv1___TS.g21437.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17284.t1,1126,1834,1437,2067,912
Pocillopora_meandrina_HIv1___RNAseq.g25320.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20944.t1,141,212,258,298,309
Pocillopora_meandrina_HIv1___RNAseq.g27948.t1,5,10,0,0,0
Pocillopora_meandrina_HIv1___TS.g14760.t2,234,412,885,548,244
Pocillopora_meandrina_HIv1___TS.g27480.t1,70,51,59,70,116
Pocillopora_meandrina_HIv1___RNAseq.g29058.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g10086.t1,0,6,11,11,0
Pocillopora_meandrina_HIv1___TS.g29551.t1,0,11,0,16,0
Pocillopora_meandrina_HIv1___RNAseq.g11889.t1,6,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24448.t1,1168,761,1203,799,319
Pocillopora_meandrina_HIv1___RNAseq.g1020.t1,876,722,676,1111,364
Pocillopora_meandrina_HIv1___RNAseq.g27028.t1,0,51,31,40,25
Pocillopora_meandrina_HIv1___RNAseq.g4485.t1,11,71,76,42,36
Pocillopora_meandrina_HIv1___RNAseq.g6484.t1a,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g27324.t1,0,201,0,186,0
Pocillopora_meandrina_HIv1___RNAseq.g12713.t1b,977,1498,909,1419,832
Pocillopora_meandrina_HIv1___RNAseq.g13978.t1,36,19,27,9,52
Pocillopora_meandrina_HIv1___RNAseq.g13392.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g5263.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1022.t1,569,331,425,373,163
Pocillopora_meandrina_HIv1___TS.g10848.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g8279.t1,68,129,184,144,66
Pocillopora_meandrina_HIv1___RNAseq.g23457.t1,685,432,903,519,265
Pocillopora_meandrina_HIv1___RNAseq.g25080.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29881.t2,647,412,914,1074,254
Pocillopora_meandrina_HIv1___RNAseq.g13390.t1,430,250,921,352,371
Pocillopora_meandrina_HIv1___TS.g10928.t1,210,447,640,317,312
Pocillopora_meandrina_HIv1___RNAseq.g7349.t1,862,1221,1419,1683,536
Pocillopora_meandrina_HIv1___RNAseq.g15589.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g18029.t1,149,185,71,79,337
Pocillopora_meandrina_HIv1___RNAseq.g28724.t1,1297,1133,1661,3516,388
Pocillopora_meandrina_HIv1___RNAseq.g11567.t1,66,145,111,108,313
Pocillopora_meandrina_HIv1___RNAseq.g3232.t1,1089,1146,2407,3054,588
Pocillopora_meandrina_HIv1___TS.g8416.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g24741.t1,2,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g4209.t1,47,0,39,0,30
Pocillopora_meandrina_HIv1___RNAseq.g11565.t1,532,175,222,185,149
Pocillopora_meandrina_HIv1___RNAseq.g25504.t1,202,150,141,150,46
Pocillopora_meandrina_HIv1___RNAseq.g24494.t1,1250,1038,1397,884,812
Pocillopora_meandrina_HIv1___RNAseq.g17629.t1,0,18,56,56,177
Pocillopora_meandrina_HIv1___RNAseq.g27709.t1,88,146,64,95,150
Pocillopora_meandrina_HIv1___RNAseq.g16489.t1,0,3,27,22,0
Pocillopora_meandrina_HIv1___RNAseq.g27439.t1,1499,1732,1341,1969,621
Pocillopora_meandrina_HIv1___RNAseq.g2745.t1,154,212,314,228,33
Pocillopora_meandrina_HIv1___TS.g17363.t1,12,33,111,24,10
Pocillopora_meandrina_HIv1___RNAseq.g17212.t1,7351,4047,9386,7928,981
Pocillopora_meandrina_HIv1___RNAseq.g30329.t1,469,581,881,749,587
Pocillopora_meandrina_HIv1___TS.g4074.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g28276.t1,2066,1409,5178,1643,2377
Pocillopora_meandrina_HIv1___TS.g7710.t1,0,0,0,51,47
Pocillopora_meandrina_HIv1___RNAseq.g21930.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20001.t1,6857,8452,10330,9984,2757
Pocillopora_meandrina_HIv1___RNAseq.g11455.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g3494.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g10894.t1,27,0,0,6,0
Pocillopora_meandrina_HIv1___RNAseq.g8738.t1,257,144,166,274,118
Pocillopora_meandrina_HIv1___RNAseq.g8696.t1,141,170,1077,1071,305
Pocillopora_meandrina_HIv1___RNAseq.g8711.t1,27,231,51,89,0
Pocillopora_meandrina_HIv1___TS.g16734.t1,222,106,168,208,160
Pocillopora_meandrina_HIv1___TS.g16137.t1,42,46,32,2,50
Pocillopora_meandrina_HIv1___RNAseq.g4368.t1,449,291,310,158,147
Pocillopora_meandrina_HIv1___RNAseq.g3050.t1,5053,3156,5850,7115,2456
Pocillopora_meandrina_HIv1___RNAseq.g28274.t1,728,1589,1009,2105,392
Pocillopora_meandrina_HIv1___RNAseq.g1543.t1,86,61,11,0,7
Pocillopora_meandrina_HIv1___RNAseq.g15280.t1,139,301,259,395,128
Pocillopora_meandrina_HIv1___RNAseq.g16698.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g563.t1,958,423,913,466,459
Pocillopora_meandrina_HIv1___RNAseq.g12707.t1,364,135,426,256,91
Pocillopora_meandrina_HIv1___RNAseq.g30331.t1,72,252,398,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1931.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6873.t1,203,211,164,95,72
Pocillopora_meandrina_HIv1___RNAseq.g5659.t1,50,29,109,28,20
Pocillopora_meandrina_HIv1___RNAseq.g641.t1,1022,1544,304,1986,198
Pocillopora_meandrina_HIv1___TS.g23593.t1,7646,9375,8706,17335,10319
Pocillopora_meandrina_HIv1___RNAseq.g28693.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20003.t1,66,204,31,52,11
Pocillopora_meandrina_HIv1___RNAseq.g18726.t1,9,28,0,23,11
Pocillopora_meandrina_HIv1___RNAseq.g16013.t1,15032,25517,24983,86359,17399
Pocillopora_meandrina_HIv1___RNAseq.g4210.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g3528.t1,0,60,134,42,30
Pocillopora_meandrina_HIv1___RNAseq.g14584.t1,510,101,993,285,145
Pocillopora_meandrina_HIv1___RNAseq.g29896.t1b,13,0,0,16,0
Pocillopora_meandrina_HIv1___RNAseq.g29896.t1c,0,0,0,207,0
Pocillopora_meandrina_HIv1___RNAseq.g27886.t1,10604,4314,17146,18876,2534
Pocillopora_meandrina_HIv1___RNAseq.g29896.t1a,0,21,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1541.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g3757.t1,935,562,1525,1476,276
Pocillopora_meandrina_HIv1___RNAseq.g16011.t1,3320,2141,3485,3184,1714
Pocillopora_meandrina_HIv1___RNAseq.g11648.t1,32,51,4,438,259
Pocillopora_meandrina_HIv1___RNAseq.g4231.t1,18,0,7,0,5
Pocillopora_meandrina_HIv1___RNAseq.g4771.t1,2648,1596,3395,3102,918
Pocillopora_meandrina_HIv1___RNAseq.g25486.t1,1335,468,2573,1069,503
Pocillopora_meandrina_HIv1___RNAseq.g2248.t1,216,439,395,429,405
Pocillopora_meandrina_HIv1___RNAseq.g9242.t1,0,56,0,0,1
Pocillopora_meandrina_HIv1___RNAseq.g3991.t1a,0,17,8,364,5
Pocillopora_meandrina_HIv1___RNAseq.g5383.t1,256,566,414,374,242
Pocillopora_meandrina_HIv1___RNAseq.g29010.t1,0,0,0,11,0
Pocillopora_meandrina_HIv1___RNAseq.g21217.t1,0,0,0,27,0
Pocillopora_meandrina_HIv1___RNAseq.g27731.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6560.t1,27,58,12,26,13
Pocillopora_meandrina_HIv1___RNAseq.g18724.t1,0,75,88,16,29
Pocillopora_meandrina_HIv1___RNAseq.g26792.t1,442,561,534,270,210
Pocillopora_meandrina_HIv1___TS.g8405.t1,227,0,157,0,239
Pocillopora_meandrina_HIv1___RNAseq.g28726.t1,4836,5974,7342,7012,3360
Pocillopora_meandrina_HIv1___RNAseq.g4212.t1,0,0,0,14,0
Pocillopora_meandrina_HIv1___RNAseq.g16651.t1,175,111,139,160,46
Pocillopora_meandrina_HIv1___TS.g16110.t1,51,84,163,111,255
Pocillopora_meandrina_HIv1___RNAseq.g26790.t1,11,7,26,41,0
Pocillopora_meandrina_HIv1___RNAseq.g28467.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9373.t1,12200,6373,15268,19732,8996
Pocillopora_meandrina_HIv1___RNAseq.g28989.t1,192,169,138,131,64
Pocillopora_meandrina_HIv1___RNAseq.g12206.t1,296,251,840,444,165
Pocillopora_meandrina_HIv1___RNAseq.g27932.t1,20,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24167.t1,210,166,154,186,87
Pocillopora_meandrina_HIv1___RNAseq.g7142.t1,213,426,641,145,647
Pocillopora_meandrina_HIv1___TS.g17493.t1,0,0,64,50,55
Pocillopora_meandrina_HIv1___RNAseq.g21215.t1,9,71,180,45,0
Pocillopora_meandrina_HIv1___RNAseq.g62.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6562.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g10362.t1,118,76,120,175,50
Pocillopora_meandrina_HIv1___RNAseq.g24165.t1,10,0,47,28,0
Pocillopora_meandrina_HIv1___TS.g27445.t1,455,199,221,343,214
Pocillopora_meandrina_HIv1___RNAseq.g14132.t1,86,0,88,95,15
Pocillopora_meandrina_HIv1___RNAseq.g9666.t1,1296,647,1505,1055,326
Pocillopora_meandrina_HIv1___RNAseq.g3975.t1,20,49,59,53,4
Pocillopora_meandrina_HIv1___RNAseq.g11357.t1,108,52,54,40,178
Pocillopora_meandrina_HIv1___RNAseq.g9523.t1,261,336,202,378,335
Pocillopora_meandrina_HIv1___RNAseq.g29777.t1,47,50,98,204,53
Pocillopora_meandrina_HIv1___TS.g28705.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g60.t1,190,103,247,25,869
Pocillopora_meandrina_HIv1___TS.g13134.t1,1278,1230,1551,706,2924
Pocillopora_meandrina_HIv1___RNAseq.g14406.t1,0,2,10,6,0
Pocillopora_meandrina_HIv1___RNAseq.g4186.t1,15,202,69,69,22
Pocillopora_meandrina_HIv1___RNAseq.g2076.t1,8,0,0,14,11
Pocillopora_meandrina_HIv1___RNAseq.g18987.t1,1241,335,756,441,430
Pocillopora_meandrina_HIv1___RNAseq.g10445.t1,375,349,523,305,110
Pocillopora_meandrina_HIv1___TS.g30021.t1,188,129,89,153,53
Pocillopora_meandrina_HIv1___RNAseq.g22255.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24055.t1,6,50,52,0,14
Pocillopora_meandrina_HIv1___RNAseq.g7721.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22433.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g27913.t1,0,44,6,26,14
Pocillopora_meandrina_HIv1___RNAseq.g1903.t1,0,42,37,64,129
Pocillopora_meandrina_HIv1___RNAseq.g18985.t1,13,11,0,2,18
Pocillopora_meandrina_HIv1___RNAseq.g20683.t1,210,517,378,97,184
Pocillopora_meandrina_HIv1___RNAseq.g20488.t1a,252,180,503,198,208
Pocillopora_meandrina_HIv1___RNAseq.g20488.t1b,38,22,128,15,13
Pocillopora_meandrina_HIv1___RNAseq.g12054.t1,621,1012,384,374,460
Pocillopora_meandrina_HIv1___TS.g21821.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g18163.t1,5263,3868,7508,3260,2469
Pocillopora_meandrina_HIv1___RNAseq.g12019.t1,5,0,36,4,0
Pocillopora_meandrina_HIv1___RNAseq.g5004.t1,20,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g6786.t1,317,316,207,148,131
Pocillopora_meandrina_HIv1___RNAseq.g9664.t1,279,1539,357,1447,653
Pocillopora_meandrina_HIv1___RNAseq.g21995.t1a,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g28707.t1,0,0,15,0,0
Pocillopora_meandrina_HIv1___TS.g23240.t1,6,1,4,0,4
Pocillopora_meandrina_HIv1___RNAseq.g16029.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14112.t1,17,3,42,42,25
Pocillopora_meandrina_HIv1___TS.g18141.t1,126,78,53,67,65
Pocillopora_meandrina_HIv1___RNAseq.g18591.t1,0,21,55,76,73
Pocillopora_meandrina_HIv1___RNAseq.g17421.t1,35,8,9,21,89
Pocillopora_meandrina_HIv1___RNAseq.g8084.t1,5,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26990.t1,229,151,234,200,40
Pocillopora_meandrina_HIv1___RNAseq.g11883.t1,66,102,175,65,25
Pocillopora_meandrina_HIv1___TS.g9751.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13528.t1,124,227,76,532,154
Pocillopora_meandrina_HIv1___RNAseq.g16197.t1,5290,4045,7027,7580,2346
Pocillopora_meandrina_HIv1___RNAseq.g9236.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9696.t1,245,322,350,243,234
Pocillopora_meandrina_HIv1___RNAseq.g20530.t1,29949,12258,28729,24422,6703
Pocillopora_meandrina_HIv1___RNAseq.g19907.t1,1145,221,655,672,403
Pocillopora_meandrina_HIv1___RNAseq.g494.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12261.t1,7196,2873,9195,4504,4751
Pocillopora_meandrina_HIv1___RNAseq.g27911.t1,0,76,0,105,12
Pocillopora_meandrina_HIv1___RNAseq.g9415.t2,2726,3120,5404,5642,3412
Pocillopora_meandrina_HIv1___TS.g19485.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g10779.t1,1355,1049,1971,1966,1264
Pocillopora_meandrina_HIv1___RNAseq.g29984.t1,0,38,36,114,0
Pocillopora_meandrina_HIv1___RNAseq.g30162.t1,1592,1397,1461,1664,993
Pocillopora_meandrina_HIv1___RNAseq.g18923.t1,0,26,6,54,56
Pocillopora_meandrina_HIv1___RNAseq.g20143.t1,220,12,24,162,0
Pocillopora_meandrina_HIv1___RNAseq.g9907.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g496.t1,8,29,28,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24248.t1,43,74,150,148,29
Pocillopora_meandrina_HIv1___RNAseq.g24862.t1,3,38,7,55,18
Pocillopora_meandrina_HIv1___RNAseq.g19471.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g5464.t1,1508,1136,2681,4010,1945
Pocillopora_meandrina_HIv1___TS.g7462.t1,57,53,41,25,0
Pocillopora_meandrina_HIv1___RNAseq.g23776.t1,1160,453,1211,541,707
Pocillopora_meandrina_HIv1___RNAseq.g6382.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g27768.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29012.t1,317,521,196,569,98
Pocillopora_meandrina_HIv1___RNAseq.g17423.t1,0,0,9,18,0
Pocillopora_meandrina_HIv1___RNAseq.g16195.t1,11331,23342,18225,33715,15651
Pocillopora_meandrina_HIv1___RNAseq.g20532.t1,6044,8833,9844,5020,4285
Pocillopora_meandrina_HIv1___RNAseq.g18605.t1,94,228,59,132,569
Pocillopora_meandrina_HIv1___RNAseq.g4146.t1,18,124,26,104,54
Pocillopora_meandrina_HIv1___TS.g5982.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24755.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g24596.t1,14,99,119,202,309
Pocillopora_meandrina_HIv1___RNAseq.g17857.t1,0,0,4,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1924.t1,4,0,8,0,38
Pocillopora_meandrina_HIv1___RNAseq.g30391.t1,0,3,4,0,12
Pocillopora_meandrina_HIv1___RNAseq.g27105.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5336.t1,735,4447,2286,2275,771
Pocillopora_meandrina_HIv1___RNAseq.g22192.t1,39,0,0,30,0
Pocillopora_meandrina_HIv1___TS.g1373.t1,331,359,215,228,156
Pocillopora_meandrina_HIv1___RNAseq.g6233.t1,326,2411,0,514,0
Pocillopora_meandrina_HIv1___RNAseq.g11302.t1,20,46,0,10,0
Pocillopora_meandrina_HIv1___TS.g15222.t2,537,303,1248,510,774
Pocillopora_meandrina_HIv1___TS.g15983.t1,23445,16361,30892,33093,15235
Pocillopora_meandrina_HIv1___RNAseq.g2721.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g21840.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9224.t1,15,0,14,2,0
Pocillopora_meandrina_HIv1___TS.g4297.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11430.t1,213,322,105,288,68
Pocillopora_meandrina_HIv1___TS.g22923.t1,0,190,80,58,35
Pocillopora_meandrina_HIv1___RNAseq.g23908.t1,161,77,231,316,427
Pocillopora_meandrina_HIv1___RNAseq.g7901.t1,27,500,148,213,126
Pocillopora_meandrina_HIv1___TS.g21475.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g17951.t1,4,0,7,3,2
Pocillopora_meandrina_HIv1___RNAseq.g10360.t1,296,278,219,222,243
Pocillopora_meandrina_HIv1___RNAseq.g21114.t1,114,22,165,104,90
Pocillopora_meandrina_HIv1___RNAseq.g13173.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25762.t1,0,288,2,25,12
Pocillopora_meandrina_HIv1___TS.g10988.t1,45,126,57,24,112
Pocillopora_meandrina_HIv1___RNAseq.g22514.t1,154,254,301,225,42
Pocillopora_meandrina_HIv1___RNAseq.g1086.t1,1350,4593,1603,1973,3634
Pocillopora_meandrina_HIv1___RNAseq.g23888.t1,86,34,80,186,15
Pocillopora_meandrina_HIv1___TS.g20948.t1,2127,1151,2481,1645,540
Pocillopora_meandrina_HIv1___RNAseq.g24757.t1,0,0,1,0,0
Pocillopora_meandrina_HIv1___TS.g7464.t1a,18,15,65,32,112
Pocillopora_meandrina_HIv1___RNAseq.g26910.t1,0,4,6,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5565.t1,29515,119652,75335,114832,47458
Pocillopora_meandrina_HIv1___RNAseq.g10890.t1,10,13,20,0,27
