"target","protein_name","gene_name","std_gene_name","species","accession","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"Pocillopora_meandrina_HIv1___RNAseq.g9675.t1","DIS3-like exonuclease 2","Dis3l2","DIS3L2","Stylophora pistillata","A0A2B4SIN6",77.921,1241,204,7,1,1195,1,1217,0,1898
"Pocillopora_meandrina_HIv1___RNAseq.g9675.t1","DIS3-like exonuclease 2","DIS3L2_2","DIS3L2","Desmophyllum pertusum","A0A9W9YJY0",60.367,926,271,19,3,850,1,908,0,984
"Pocillopora_meandrina_HIv1___RNAseq.g9675.t1","DIS3-like exonuclease 2","LOC100211666","DIS3L2","Hydra vulgaris","A0ABM4CVR5",43.59,780,365,11,17,732,304,1072,0,634
"Pocillopora_meandrina_HIv1___RNAseq.g9675.t1","DIS3-like exonuclease 2","PEVE_00004333","DIS3L2","Porites evermanni","A0ABN8LW62",63.547,1218,349,22,31,1182,27,1215,0,1456
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-1","LOC116293197","AGO1","Actinia tenebrosa","A0A6P8HV34",75.176,854,210,2,1,852,1,854,0,1384
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-1","AGO1 OS=Exaiptasia diaphana OX=2652724","AGO1","Exaiptasia diaphana","A0A913WVM7",72.632,855,231,3,1,853,1,854,0,1333
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-1","NEMVEDRAFT_v1g180719","AGO1","Nematostella vectensis","A7RQ46",76.896,857,192,4,1,854,1,854,0,1381
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-1","AGO1 OS=Nematostella vectensis OX=45351","AGO1","Nematostella vectensis","U3MIG1",76.959,855,193,3,1,852,1,854,0,1385
"Pocillopora_meandrina_HIv1___RNAseq.g29883.t1","Protein argonaute-2","Ago2","AGO2","Stylophora pistillata","A0A2B4R957",69.671,943,203,4,214,1079,102,1038,0,1307
"Pocillopora_meandrina_HIv1___RNAseq.g29883.t1","Protein argonaute-2","Ago2","AGO2","Stylophora pistillata","A0A2B4T0T4",83.262,705,116,2,29,733,31,733,0,1203
"Pocillopora_meandrina_HIv1___RNAseq.g29883.t1","Protein argonaute-2","Ago2","AGO2","Stylophora pistillata","A0A2B4T345",80.297,1010,191,3,27,1030,31,1038,0,1668
"Pocillopora_meandrina_HIv1___RNAseq.g29883.t1","Putative argonaute-2","AGO2 OS=Actinia equina OX=6106","AGO2","Actinia equina","A0A2S1PRW9",51.512,959,414,21,103,1050,120,1038,0,936
"Pocillopora_meandrina_HIv1___RNAseq.g29883.t1","Protein argonaute-2-like","LOC116293154","AGO2","Actinia tenebrosa","A0A6P8HJ48",54.322,856,352,17,227,1074,214,1038,0,924
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Argonaute-2 isoform X1","PACLA_8A050538","AGO2","Paramuricea clavata","A0A6S7HZC7",44.386,757,341,16,1,706,90,817,0,587
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Argonaute-2 isoform X1","PACLA_8A073078","AGO2","Paramuricea clavata","A0A6S7I8S6",44.379,854,432,14,96,921,16,854,0,713
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Argonaute 2","PACLA_8A058506","AGO2","Paramuricea clavata","A0A6S7ILJ3",46.119,876,411,18,275,1126,16,854,0,720
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Argonaute-2 isoform X2","PACLA_8A031707","AGO2","Paramuricea clavata","A0A6S7IZ23",47.972,863,413,14,244,1090,12,854,0,787
"Pocillopora_meandrina_HIv1___RNAseq.g29883.t1","Argonaute-2-like isoform X2","PACLA_8A010163","AGO2","Paramuricea clavata","A0A7D9HG59",48.081,886,415,18,46,901,140,1010,0,810
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Argonaute-2-like isoform X1","PACLA_8A023353","AGO2","Paramuricea clavata","A0A7D9IPU3",64.738,726,246,3,1,718,131,854,0,989
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-2","P5673_017394","AGO2","Acropora cervicornis","A0AAD9QEE9",79.859,854,105,2,1,787,1,854,0,1409
"Pocillopora_meandrina_HIv1___RNAseq.g29883.t1","Protein argonaute-2","P5673_017544","AGO2","Acropora cervicornis","A0AAD9QER2",61.547,905,313,12,23,918,72,950,0,1115
"Pocillopora_meandrina_HIv1___RNAseq.g29883.t1","Protein argonaute-2","P5673_017353","AGO2","Acropora cervicornis","A0AAD9V3D6",61.667,660,200,9,123,731,381,1038,0,811
"Pocillopora_meandrina_HIv1___RNAseq.g29883.t1","Protein argonaute-2","P5673_017352","AGO2","Acropora cervicornis","A0AAD9V3F0",57.046,589,205,8,178,720,358,944,0,664
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-2 isoform X6","LOC100197980","AGO2","Hydra vulgaris","A0ABM4B6G4",46.021,867,429,15,138,989,11,853,0,770
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-2 isoform X3","LOC100197980","AGO2","Hydra vulgaris","A0ABM4B6G9",46.305,866,428,14,150,1001,11,853,0,778
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-2 isoform X4","LOC100197980","AGO2","Hydra vulgaris","A0ABM4B6H4",46.305,866,428,14,149,1000,11,853,0,778
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-2 isoform X5","LOC100197980","AGO2","Hydra vulgaris","A0ABM4B6H5",46.021,867,429,15,139,990,11,853,0,770
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-2","PEVE_00006288","AGO2","Porites evermanni","A0ABN8QPB6",86.659,847,113,0,386,1232,8,854,0,1565
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-2","EIF2C2","AGO2","Hydra vulgaris","T2M321",47.017,838,409,14,163,987,11,826,0,766
"Pocillopora_meandrina_HIv1___RNAseq.g29883.t1","Argonaute 2","AGO2 OS=Nematostella vectensis OX=45351","AGO2","Nematostella vectensis","U3MH35",52.361,932,385,21,174,1070,110,1017,0,926
"Pocillopora_meandrina_HIv1___RNAseq.g1186.t1","RNA helicase","DDX17","DDX17","Desmophyllum pertusum","A0A9W9ZQW3",85.533,553,77,2,62,611,38,590,0,944
"Pocillopora_meandrina_HIv1___RNAseq.g1186.t1","RNA helicase","DDX17","DDX17","Hydra vulgaris","T2M8E4",63.931,463,163,1,49,507,46,508,0,645
"Pocillopora_meandrina_HIv1___RNAseq.g17990.t1","ribonuclease III","Dicer1","DICER1","Stylophora pistillata","A0A2B4SDP6",65.217,1426,317,17,1,1272,51,1451,0,1704
"Pocillopora_meandrina_HIv1___TS.g20979.t1","Dicer-like protein 1","PMEA_00031583","DICER1","Pocillopora meandrina","A0AAU9W1B1",89.316,1535,158,4,1,1533,35,1565,0,2749
"Pocillopora_meandrina_HIv1___RNAseq.g17990.t1","Dicer-like protein 1","PMEA_00031589","DICER1","Pocillopora meandrina","A0AAU9W1F6",96.667,1530,38,1,1,1517,1,1530,0,3068
"Pocillopora_meandrina_HIv1___RNAseq.g17990.t1","Dicer-like protein 1","PMEA_00031590","DICER1","Pocillopora meandrina","A0AAU9W1F7",95.556,1530,67,1,1,1529,1,1530,0,3045
"Pocillopora_meandrina_HIv1___TS.g20979.t1","Dicer-like protein 1","PMEA_00031593","DICER1","Pocillopora meandrina","A0AAU9W2N8",88.598,1526,163,4,1,1517,35,1558,0,2697
"Pocillopora_meandrina_HIv1___RNAseq.g17990.t1","Dicer-like protein 1","PMEA_00031580","DICER1","Pocillopora meandrina","A0AAU9W623",93.707,1319,81,2,1,1318,1,1318,0,2482
"Pocillopora_meandrina_HIv1___RNAseq.g17990.t1","Endoribonuclease Dicer","dicer1","DICER1","Stylophora pistillata","A0A2B4SEC2",81.991,894,99,5,1,893,1,833,0,1431
"Pocillopora_meandrina_HIv1___TS.g20979.t1","Endoribonuclease Dicer-like","LOC116294837","DICER1","Actinia tenebrosa","A0A6P8HSF4",46.396,1554,730,32,27,1516,46,1560,0,1205
"Pocillopora_meandrina_HIv1___RNAseq.g17990.t1","Endoribonuclease Dicer-like","PACLA_8A073209","DICER1","Paramuricea clavata","A0A6S7HW35",37.584,1631,843,43,21,1591,4,1519,0,898
"Pocillopora_meandrina_HIv1___RNAseq.g17990.t1","Endoribonuclease Dicer","PACLA_8A004317","DICER1","Paramuricea clavata","A0A6S7J182",38.854,1431,749,37,12,1382,17,1381,0,829
"Pocillopora_meandrina_HIv1___RNAseq.g30183.t1","Endoribonuclease Dicer","PACLA_8A060218","DICER1","Paramuricea clavata","A0A6S7K0D5",36.97,330,174,6,524,824,1462,1786,1.21e-54,206
"Pocillopora_meandrina_HIv1___RNAseq.g17990.t1","Endoribonuclease Dicer","PACLA_8A004317","DICER1","Paramuricea clavata","A0A7D9ICQ4",39.556,1575,819,39,12,1522,17,1522,0,949
"Pocillopora_meandrina_HIv1___RNAseq.g17992.t1","Endoribonuclease dicer","DICER1 OS=Calyptrophora lyra OX=2864141","DICER1","Calyptrophora lyra","A0A977XUP0",40.18,1558,778,39,2,1487,9,1484,0,977
"Pocillopora_meandrina_HIv1___RNAseq.g17990.t1","Endoribonuclease Dicer","DICER1_2","DICER1","Desmophyllum pertusum","A0A9W9ZLJ7",66.504,1024,261,12,3,966,2,1003,0,1311
"Pocillopora_meandrina_HIv1___RNAseq.g17990.t1","Endoribonuclease Dicer","DICER1_1","DICER1","Desmophyllum pertusum","A0A9W9ZMA9",62.87,439,106,5,3,402,2,422,1.47e-173,524
"Pocillopora_meandrina_HIv1___RNAseq.g30183.t1","Dicer 2","DICER2 OS=Nematostella vectensis OX=45351","DICER2","Nematostella vectensis","U3MG90",30.488,902,559,29,4,856,10,892,4.51e-93,336
"Pocillopora_meandrina_HIv1___TS.g20979.t1","Dicer 1","DICER1 OS=Nematostella vectensis OX=45351","DICER1","Nematostella vectensis","U3MHS9",44.812,1542,772,31,1,1496,31,1539,0,1189
"Pocillopora_meandrina_HIv1___RNAseq.g17990.t1","Endoribonuclease Dicer isoform X3","LOC100206464","DICER1","Hydra vulgaris","A0ABM4CG80",32.867,1573,849,51,8,1444,16,1517,0,668
"Pocillopora_meandrina_HIv1___RNAseq.g17990.t1","Endoribonuclease Dicer isoform X5","LOC100206464","DICER1","Hydra vulgaris","A0ABM4CG82",33.797,1580,867,49,18,1496,16,1517,0,694
"Pocillopora_meandrina_HIv1___RNAseq.g17990.t1","Endoribonuclease Dicer isoform X6","LOC100206464","DICER1","Hydra vulgaris","A0ABM4CG84",33.797,1580,867,49,8,1486,16,1517,0,694
"Pocillopora_meandrina_HIv1___TS.g20979.t1","Endoribonuclease Dicer isoform X4","LOC100206464","DICER1","Hydra vulgaris","A0ABM4CG86",31.77,1514,849,43,5,1407,47,1487,0,633
"Pocillopora_meandrina_HIv1___RNAseq.g17990.t1","Endoribonuclease Dicer isoform X2","LOC100206464","DICER1","Hydra vulgaris","A0ABM4CG87",32.516,1590,861,52,8,1473,16,1517,0,660
"Pocillopora_meandrina_HIv1___RNAseq.g17990.t1","Endoribonuclease Dicer isoform X3","LOC100204990","DICER1","Hydra vulgaris","A0ABM4CGA2",34.074,1576,867,42,8,1485,16,1517,0,693
"Pocillopora_meandrina_HIv1___RNAseq.g7234.t1","Small RNA 2'-O-methyltransferase","Henmt1","HENMT1","Stylophora pistillata","A0A2B4RT85",80.885,497,86,3,22,516,35,524,0,828
"Pocillopora_meandrina_HIv1___RNAseq.g7234.t1","Small RNA 2'-O-methyltransferase","HENMT1","HENMT1","Desmophyllum pertusum","A0A9X0CGH9",64.99,517,165,6,20,531,15,520,0,665
"Pocillopora_meandrina_HIv1___RNAseq.g7234.t1","Small RNA 2'-O-methyltransferase","HENMT1","HENMT1","Hydra vulgaris","T2MC08",45.933,209,110,2,9,214,35,243,1.7e-63,213
"Pocillopora_meandrina_HIv1___RNAseq.g6627.t2","HYL1-like a protein","HYL1 OS=Nematostella vectensis OX=45351","HYL1","Nematostella vectensis","U3MH39",34.943,973,499,30,20,944,6,892,3.85e-140,441
"Pocillopora_meandrina_HIv1___RNAseq.g23590.t1","Protein lin-28-like A","lin28a","LIN28A","Stylophora pistillata","A0A2B4R5W7",85.556,180,26,0,1,180,1,180,7.56e-116,326
"Pocillopora_meandrina_HIv1___RNAseq.g22939.t1","Nuclease-sensitive element-binding protein 1","YBX1","YBX1","Hydra vulgaris","T2MEH8",76.923,91,21,0,27,117,15,105,5.88e-47,159
"Pocillopora_meandrina_HIv1___RNAseq.g26677.t1","Phosphorylated adapter RNA export protein","PHAX","PHAX","Stylophora pistillata","A0A2B4SMA7",76.031,388,88,2,1,383,1,388,0,562
"Pocillopora_meandrina_HIv1___TS.g24094.t1","Exportin-1","Xpo1","XPO1","Stylophora pistillata","A0A2B4SJU6",90.476,273,4,1,1,273,1,251,1.41e-167,505
"Pocillopora_meandrina_HIv1___TS.g24094.t1","Exportin-1","XPO1","XPO1","Desmophyllum pertusum","A0A9W9ZZP8",96.348,1068,38,1,1,1068,5,1071,0,2150
"Pocillopora_meandrina_HIv1___RNAseq.g14879.t1","Polyglutamine-binding protein 1","PQBP1","PQBP1","Hydra vulgaris","T2MIU0",40.164,244,98,4,1,197,1,243,2.98e-51,166
"Pocillopora_meandrina_HIv1___TS.g16639.t1","Paraspeckle component 1","PSPC1","PSPC1","Hydra vulgaris","T2M8M4",46.617,266,141,1,111,376,82,346,1.33e-76,251
