Orthogroup	Apulchra-genome.pep	Porites_evermanni_v1.annot.pep
OG0012580	FUN_023078-T1	Peve_00001941
OG0012581	FUN_023079-T1	Peve_00038939
OG0012582	FUN_023080-T1	Peve_00038940
OG0012583	FUN_023097-T1	Peve_00006987
OG0012584	FUN_023099-T1	Peve_00006979
OG0012585	FUN_023101-T1	Peve_00008488
OG0012586	FUN_023109-T1	Peve_00001973
OG0012587	FUN_023110-T1	Peve_00000494
OG0012588	FUN_023111-T1	Peve_00045023
OG0012589	FUN_023113-T1	Peve_00045019
OG0012590	FUN_023115-T1	Peve_00045026
OG0012591	FUN_023118-T1	Peve_00045010
OG0012592	FUN_023119-T1	Peve_00021102
OG0012593	FUN_023121-T1	Peve_00021100
OG0012594	FUN_023127-T1	Peve_00011778
OG0012595	FUN_023127-T2	Peve_00025715, Peve_00019305
OG0012596	FUN_023129-T1	Peve_00011777
OG0012597	FUN_023132-T1	Peve_00008526
OG0012598	FUN_023133-T1	Peve_00008525
OG0012599	FUN_023134-T1	Peve_00008524
OG0012600	FUN_023136-T1	Peve_00008523
OG0012601	FUN_023138-T1	Peve_00042474
OG0012602	FUN_023139-T1	Peve_00042477
OG0012603	FUN_023140-T1	Peve_00042480
OG0012604	FUN_023141-T1, FUN_023142-T1	Peve_00025756
OG0012605	FUN_023145-T1	Peve_00016399, Peve_00016396
OG0012606	FUN_023153-T1	Peve_00014158
OG0012607	FUN_023156-T1	Peve_00017446
OG0012608	FUN_023157-T1	Peve_00017447
OG0012609	FUN_023159-T1	Peve_00018798
OG0012610	FUN_023162-T1	Peve_00002507
OG0012611	FUN_023163-T1	Peve_00018795
OG0012612	FUN_023164-T1	Peve_00018800
OG0012615	FUN_023172-T1	Peve_00009974
OG0012616	FUN_023173-T1	Peve_00009976
OG0012617	FUN_023177-T1	Peve_00009975
OG0012618	FUN_023178-T1	Peve_00009977
OG0012619	FUN_023180-T1	Peve_00009979
OG0012620	FUN_023181-T1	Peve_00009980
OG0012621	FUN_023182-T1	Peve_00009981
OG0012622	FUN_023183-T1	Peve_00009982
OG0012623	FUN_023185-T1	Peve_00027669
OG0012624	FUN_023186-T1	Peve_00009988
OG0012625	FUN_023187-T1	Peve_00009989
OG0012626	FUN_023188-T1	Peve_00009990
OG0012627	FUN_023189-T1	Peve_00009992
OG0012628	FUN_023190-T1	Peve_00009995
OG0012629	FUN_023192-T1	Peve_00009996
OG0012630	FUN_023194-T1	Peve_00027171
OG0012631	FUN_023195-T1	Peve_00009998
OG0012632	FUN_023202-T1	Peve_00010001
OG0012633	FUN_023207-T1, FUN_023206-T1	Peve_00010003
OG0012634	FUN_023211-T1	Peve_00010008
OG0012635	FUN_023215-T1	Peve_00029821
OG0012636	FUN_023216-T1	Peve_00029820
OG0012637	FUN_023219-T1	Peve_00029815
OG0012638	FUN_023220-T1	Peve_00029814
OG0012639	FUN_023223-T1	Peve_00029812
OG0012640	FUN_023224-T1	Peve_00029811
OG0012641	FUN_023225-T1	Peve_00029810
OG0012642	FUN_023226-T1	Peve_00029805
OG0012643	FUN_023227-T1	Peve_00029804
OG0012644	FUN_023228-T1	Peve_00029803
OG0012645	FUN_023237-T1	Peve_00029851
OG0012646	FUN_023239-T1	Peve_00029850
OG0012647	FUN_023240-T1	Peve_00029849
OG0012648	FUN_023247-T1	Peve_00019237
OG0012649	FUN_023248-T1	Peve_00019246
OG0012650	FUN_023249-T1	Peve_00019252
OG0012651	FUN_023250-T1	Peve_00019253
OG0012652	FUN_023251-T1	Peve_00019255
OG0012653	FUN_023252-T1	Peve_00019257
OG0012654	FUN_023254-T1	Peve_00019258
OG0012655	FUN_023255-T1	Peve_00019259
OG0012656	FUN_023256-T1	Peve_00019260
OG0012657	FUN_023257-T1	Peve_00019264
OG0012658	FUN_023258-T1	Peve_00019265
OG0012659	FUN_023259-T1	Peve_00019266
OG0012660	FUN_023269-T1	Peve_00019482
OG0012661	FUN_023270-T1	Peve_00019480
OG0012662	FUN_023271-T1	Peve_00019479
OG0012663	FUN_023300-T1	Peve_00041309
OG0012664	FUN_023301-T1	Peve_00041311
OG0012665	FUN_023305-T1	Peve_00041313
OG0012666	FUN_023306-T1	Peve_00041314
OG0012667	FUN_023307-T1	Peve_00041315
OG0012668	FUN_023309-T1	Peve_00041320
OG0012669	FUN_023314-T1	Peve_00017882
OG0012670	FUN_023319-T1	Peve_00017885
OG0012672	FUN_023331-T1	Peve_00017388
OG0012673	FUN_023333-T1	Peve_00001908
OG0012674	FUN_023334-T1	Peve_00001906
OG0012675	FUN_023336-T1	Peve_00001907
OG0012676	FUN_023337-T1, FUN_025096-T1	Peve_00038869
OG0012677	FUN_023338-T1	Peve_00001905
OG0012678	FUN_023341-T1	Peve_00023294
OG0012679	FUN_023342-T1	Peve_00023292
OG0012680	FUN_023343-T1	Peve_00023293
OG0012681	FUN_023345-T1	Peve_00035609
OG0012682	FUN_023347-T1	Peve_00035620
OG0012683	FUN_023348-T1	Peve_00035622
OG0012684	FUN_023351-T1	Peve_00035607
OG0012685	FUN_023352-T1	Peve_00035608
OG0012686	FUN_023353-T1	Peve_00035612
OG0012687	FUN_023356-T1	Peve_00035611
OG0012688	FUN_023360-T1	Peve_00005336
OG0012689	FUN_023362-T1	Peve_00005339
OG0012690	FUN_023363-T1	Peve_00005341
OG0012691	FUN_023368-T1	Peve_00005353
OG0012693	FUN_023369-T2	Peve_00005354
OG0012694	FUN_023370-T1	Peve_00005355
OG0012695	FUN_023371-T1	Peve_00005356
OG0012696	FUN_023372-T1	Peve_00005358
OG0012697	FUN_023378-T1	Peve_00005367
OG0012698	FUN_023381-T1	Peve_00030697
OG0012699	FUN_023383-T1	Peve_00015212
OG0012700	FUN_023385-T1	Peve_00004634
OG0012701	FUN_023386-T1	Peve_00004633
OG0012702	FUN_023388-T1	Peve_00038655
OG0012703	FUN_023389-T1	Peve_00038656
OG0012704	FUN_023390-T1	Peve_00038658
OG0012705	FUN_023393-T2	Peve_00038660
OG0012706	FUN_023398-T1	Peve_00004631
OG0012707	FUN_023399-T1	Peve_00004637
OG0012708	FUN_023402-T1	Peve_00038654
OG0012709	FUN_023406-T1	Peve_00016101
OG0012710	FUN_023407-T1	Peve_00016102
OG0012711	FUN_023410-T1	Peve_00017394
OG0012712	FUN_023414-T1	Peve_00017404
OG0012713	FUN_023415-T1	Peve_00017405
OG0012714	FUN_023416-T1	Peve_00017406
OG0012715	FUN_023417-T1	Peve_00017409
OG0012716	FUN_023418-T1	Peve_00019270
OG0012717	FUN_023420-T1	Peve_00019213
OG0012718	FUN_023421-T1	Peve_00019214
OG0012719	FUN_023423-T1	Peve_00019215
OG0012720	FUN_023426-T1	Peve_00019216
OG0012721	FUN_023427-T1	Peve_00019217
OG0012722	FUN_023433-T1	Peve_00019225
OG0012723	FUN_023434-T1	Peve_00019227
OG0012724	FUN_023435-T1	Peve_00019228
OG0012725	FUN_023437-T1	Peve_00011119
OG0012726	FUN_023438-T1	Peve_00019232
OG0012727	FUN_023441-T1	Peve_00019234
OG0012728	FUN_023442-T1	Peve_00019240
OG0012729	FUN_023445-T1	Peve_00019243
OG0012730	FUN_023447-T1	Peve_00019245
OG0012731	FUN_023450-T1	Peve_00037237
OG0012732	FUN_023459-T1	Peve_00037224
OG0012733	FUN_023460-T1	Peve_00004663
OG0012734	FUN_023461-T1	Peve_00004657
OG0012735	FUN_023465-T1	Peve_00004659
OG0012736	FUN_023489-T1	Peve_00017466
OG0012737	FUN_023494-T1	Peve_00017462
OG0012738	FUN_023496-T1	Peve_00017460
OG0012739	FUN_023497-T1	Peve_00017459
OG0012740	FUN_023498-T1	Peve_00017458
OG0012741	FUN_023499-T1	Peve_00017457
OG0012742	FUN_023500-T1	Peve_00017455
OG0012743	FUN_023501-T1	Peve_00017454
OG0012744	FUN_023503-T1	Peve_00017430
OG0012746	FUN_023508-T1	Peve_00022279
OG0012747	FUN_023509-T1	Peve_00018237
OG0012748	FUN_023510-T1	Peve_00031546
OG0012749	FUN_023512-T1	Peve_00009068
OG0012750	FUN_023513-T1	Peve_00009065
OG0012751	FUN_023522-T1	Peve_00009063
OG0012752	FUN_023523-T1	Peve_00009062
OG0012753	FUN_023524-T1	Peve_00009061
OG0012755	FUN_023549-T1	Peve_00041542
OG0012756	FUN_023550-T1	Peve_00041532
OG0012757	FUN_023551-T1	Peve_00009052
OG0012758	FUN_023552-T1	Peve_00009071
OG0012759	FUN_023553-T1	Peve_00009074
OG0012760	FUN_023554-T1	Peve_00024945
OG0012761	FUN_023556-T1	Peve_00037254
OG0012762	FUN_023557-T1	Peve_00037255
OG0012763	FUN_023558-T1	Peve_00037258
OG0012764	FUN_023559-T1	Peve_00037259
OG0012765	FUN_023565-T2	Peve_00037262
OG0012766	FUN_023575-T1	Peve_00009070
OG0012767	FUN_023577-T1	Peve_00035415
OG0012768	FUN_023581-T1	Peve_00035146
OG0012769	FUN_023582-T1	Peve_00035145
OG0012770	FUN_023586-T1	Peve_00039436
OG0012771	FUN_023588-T1	Peve_00028963
OG0012772	FUN_023589-T1	Peve_00028962
OG0012773	FUN_023590-T1	Peve_00026477
OG0012774	FUN_023591-T1	Peve_00023917
OG0012775	FUN_023592-T1	Peve_00023919
OG0012776	FUN_023597-T1	Peve_00039446
OG0012777	FUN_023618-T1	Peve_00034085
OG0012778	FUN_023619-T1	Peve_00018316
OG0012779	FUN_023620-T1	Peve_00018315
OG0012780	FUN_023621-T1	Peve_00010901
OG0012781	FUN_023623-T1	Peve_00010900
OG0012782	FUN_023624-T1	Peve_00010905
OG0012783	FUN_023625-T1	Peve_00010903
OG0012784	FUN_023629-T1	Peve_00037249
OG0012785	FUN_023631-T1	Peve_00017456
OG0012786	FUN_023632-T1	Peve_00017477
OG0012787	FUN_023633-T1	Peve_00027834
OG0012788	FUN_023634-T1	Peve_00027833
OG0012789	FUN_023635-T1	Peve_00027832
OG0012790	FUN_023636-T1	Peve_00027831
OG0012791	FUN_023638-T1	Peve_00027830
OG0012792	FUN_023639-T1	Peve_00027828
OG0012793	FUN_023641-T1	Peve_00027827
OG0012794	FUN_023642-T1	Peve_00027826
OG0012795	FUN_023643-T1	Peve_00027825
OG0012796	FUN_023644-T1	Peve_00027824
OG0012797	FUN_023647-T1	Peve_00027823
OG0012798	FUN_023648-T1	Peve_00027822
OG0012799	FUN_023671-T1	Peve_00012777
OG0012800	FUN_023672-T1	Peve_00012772
OG0012801	FUN_023676-T1	Peve_00020274
OG0012802	FUN_023682-T1	Peve_00014139
OG0012803	FUN_023685-T1	Peve_00038163
OG0012804	FUN_023688-T2	Peve_00014148
OG0012805	FUN_023689-T1	Peve_00014149
OG0012806	FUN_023691-T1	Peve_00014150
OG0012807	FUN_023692-T1	Peve_00014152
OG0012808	FUN_023693-T1	Peve_00014155
OG0012809	FUN_023694-T1	Peve_00017435
OG0012810	FUN_023696-T1	Peve_00017427
OG0012811	FUN_023698-T1	Peve_00017419
OG0012812	FUN_023700-T1	Peve_00017416
OG0012813	FUN_023701-T1	Peve_00017415
OG0012814	FUN_023702-T1	Peve_00017411
OG0012815	FUN_023758-T1	Peve_00044463
OG0012816	FUN_023762-T1	Peve_00044465
OG0012817	FUN_023765-T1	Peve_00030841
OG0012818	FUN_023768-T1	Peve_00030842
OG0012819	FUN_023790-T1	Peve_00039437
OG0012820	FUN_023791-T1	Peve_00039443
OG0012821	FUN_023795-T1	Peve_00039445
OG0012822	FUN_023796-T1	Peve_00039444
OG0012823	FUN_023798-T1	Peve_00039438
OG0012826	FUN_023921-T1	Peve_00026572
OG0012827	FUN_023922-T1	Peve_00017665
OG0012828	FUN_023923-T1	Peve_00010790
OG0012829	FUN_023925-T1	Peve_00026567
OG0012830	FUN_023927-T1	Peve_00026566
OG0012831	FUN_023928-T1	Peve_00026565
OG0012832	FUN_023933-T1	Peve_00017668
OG0012833	FUN_023934-T1	Peve_00017662
OG0012834	FUN_023935-T1	Peve_00017663
OG0012835	FUN_023936-T1	Peve_00023219
OG0012836	FUN_023944-T1	Peve_00010788
OG0012837	FUN_023945-T1	Peve_00010787
OG0012838	FUN_023947-T1	Peve_00016131
OG0012839	FUN_023948-T1	Peve_00016130
OG0012840	FUN_023949-T1	Peve_00016150
OG0012841	FUN_023950-T1	Peve_00017994
OG0012842	FUN_023952-T1	Peve_00017998
OG0012843	FUN_023956-T1	Peve_00017997
OG0012844	FUN_023958-T1	Peve_00017996
OG0012845	FUN_023959-T1	Peve_00017995
OG0012846	FUN_023962-T1	Peve_00043985
OG0012847	FUN_023964-T2	Peve_00043975
OG0012848	FUN_023965-T1	Peve_00043977
OG0012849	FUN_023967-T1	Peve_00043976
OG0012850	FUN_023969-T1	Peve_00043982
OG0012851	FUN_023970-T1	Peve_00025471
OG0012852	FUN_023971-T1	Peve_00025477
OG0012853	FUN_023972-T1	Peve_00025484
OG0012854	FUN_023973-T1	Peve_00025487
OG0012855	FUN_023977-T1	Peve_00020879
OG0012856	FUN_023978-T1	Peve_00020874
OG0012857	FUN_023979-T1	Peve_00020872
OG0012858	FUN_023982-T1	Peve_00020888
OG0012859	FUN_023983-T1	Peve_00020889
OG0012860	FUN_023984-T1	Peve_00020890
OG0012861	FUN_023988-T1	Peve_00020894
OG0012862	FUN_023991-T1	Peve_00020895
OG0012863	FUN_023993-T1	Peve_00040840
OG0012864	FUN_023997-T1	Peve_00034193
OG0012865	FUN_023999-T1	Peve_00034191
OG0012866	FUN_024000-T1	Peve_00034190
OG0012867	FUN_024001-T1	Peve_00034187
OG0012868	FUN_024003-T1	Peve_00040409
OG0012869	FUN_024005-T1	Peve_00040411
OG0012871	FUN_024010-T1	Peve_00042605
OG0012872	FUN_024011-T1	Peve_00040413
OG0012873	FUN_024015-T1	Peve_00040419
OG0012874	FUN_024016-T1	Peve_00034897
OG0012875	FUN_024018-T1	Peve_00023795
OG0012876	FUN_024025-T1	Peve_00023796
OG0012877	FUN_024026-T1	Peve_00024951
OG0012878	FUN_024034-T1	Peve_00020334
OG0012879	FUN_024036-T1	Peve_00018951, Peve_00032402
OG0012880	FUN_024037-T1	Peve_00020333
OG0012881	FUN_024041-T2	Peve_00020339
OG0012882	FUN_024042-T1	Peve_00020341
OG0012883	FUN_024043-T1	Peve_00020342
OG0012884	FUN_024047-T1	Peve_00020347
OG0012885	FUN_024048-T1	Peve_00020346
OG0012886	FUN_024050-T1	Peve_00020345
OG0012887	FUN_024054-T1	Peve_00000164
OG0012888	FUN_024055-T1	Peve_00000165
OG0012889	FUN_024063-T1	Peve_00000155
OG0012891	FUN_024071-T1	Peve_00014630
OG0012892	FUN_024074-T1	Peve_00000137
OG0012893	FUN_024075-T1	Peve_00000135
OG0012894	FUN_024078-T1	Peve_00000133, Peve_00000132
OG0012897	FUN_024106-T1	Peve_00000192
OG0012898	FUN_024110-T1	Peve_00000187
OG0012899	FUN_024112-T1	Peve_00000185
OG0012900	FUN_024113-T1	Peve_00000184
OG0012901	FUN_024121-T1	Peve_00000177
OG0012902	FUN_024123-T1	Peve_00000175
OG0012903	FUN_024124-T1	Peve_00000162
OG0012904	FUN_024127-T1	Peve_00000138
OG0012905	FUN_024130-T1	Peve_00010978
OG0012906	FUN_024132-T1	Peve_00010979
OG0012907	FUN_024133-T1	Peve_00006753
OG0012908	FUN_024135-T1	Peve_00036826
OG0012909	FUN_024140-T1	Peve_00036827
OG0012910	FUN_024144-T1	Peve_00036832
OG0012911	FUN_024151-T1	Peve_00036839
OG0012912	FUN_024152-T1	Peve_00036840
OG0012913	FUN_024154-T1	Peve_00034620
OG0012914	FUN_024162-T1	Peve_00012380
OG0012915	FUN_024163-T1	Peve_00018703
OG0012916	FUN_024165-T1	Peve_00044410
OG0012917	FUN_024171-T1	Peve_00010867
OG0012918	FUN_024172-T1	Peve_00010868
OG0012919	FUN_024173-T1	Peve_00010869
OG0012920	FUN_024174-T1	Peve_00031891
OG0012921	FUN_024187-T1	Peve_00013614
OG0012922	FUN_024192-T1	Peve_00018693
OG0012923	FUN_024193-T1	Peve_00018695
OG0012924	FUN_024195-T1	Peve_00018698
OG0012925	FUN_024197-T1	Peve_00025330
OG0012926	FUN_024198-T1	Peve_00031881
OG0012927	FUN_024199-T1	Peve_00031882
OG0012928	FUN_024200-T1	Peve_00031883
OG0012929	FUN_024206-T1	Peve_00031875
OG0012930	FUN_024207-T1	Peve_00031874
OG0012931	FUN_024208-T1	Peve_00031873
OG0012932	FUN_024211-T1	Peve_00008172
OG0012933	FUN_024214-T1	Peve_00031909
OG0012934	FUN_024215-T1	Peve_00031908
OG0012935	FUN_024216-T1	Peve_00031907
OG0012936	FUN_024218-T1	Peve_00031898
OG0012937	FUN_024219-T1	Peve_00031897
OG0012938	FUN_024220-T1	Peve_00031896
OG0012939	FUN_024222-T1	Peve_00031895
OG0012940	FUN_024223-T1	Peve_00031888
OG0012941	FUN_024224-T1	Peve_00031887
OG0012942	FUN_024329-T1	Peve_00013108, Peve_00013106
OG0012943	FUN_024330-T1	Peve_00016319
OG0012944	FUN_024332-T1	Peve_00016315
OG0012945	FUN_024333-T1	Peve_00016310
OG0012946	FUN_024334-T1	Peve_00016307
OG0012947	FUN_024335-T1	Peve_00016306
OG0012948	FUN_024336-T1	Peve_00013120
OG0012949	FUN_024337-T1	Peve_00013124
OG0012950	FUN_024339-T1	Peve_00016804
OG0012951	FUN_024340-T1	Peve_00016803
OG0012952	FUN_024342-T1	Peve_00016807
OG0012953	FUN_024343-T1	Peve_00016806
OG0012954	FUN_024344-T1	Peve_00016805
OG0012955	FUN_024345-T1	Peve_00010793
OG0012957	FUN_024348-T1	Peve_00021946
OG0012958	FUN_024349-T1	Peve_00021947
OG0012959	FUN_024351-T1	Peve_00024494
OG0012960	FUN_024354-T1	Peve_00024185
OG0012961	FUN_024355-T1	Peve_00024184
OG0012962	FUN_024363-T1	Peve_00029255
OG0012963	FUN_024366-T1	Peve_00003582
OG0012964	FUN_024367-T1	Peve_00003572
OG0012965	FUN_024368-T1	Peve_00003573
OG0012966	FUN_024369-T1	Peve_00003574
OG0012967	FUN_024370-T1	Peve_00003575
OG0012968	FUN_024371-T1	Peve_00003576
OG0012969	FUN_024375-T1	Peve_00020238
OG0012970	FUN_024376-T1	Peve_00020239
OG0012971	FUN_024377-T1	Peve_00020232
OG0012972	FUN_024378-T1	Peve_00020233
OG0012973	FUN_024382-T1	Peve_00021903
OG0012974	FUN_024384-T1	Peve_00021902
OG0012975	FUN_024385-T1	Peve_00021901
OG0012976	FUN_024389-T1	Peve_00018044
OG0012977	FUN_024390-T2	Peve_00018042
OG0012978	FUN_024391-T1	Peve_00005020
OG0012979	FUN_024392-T1	Peve_00005022
OG0012980	FUN_024393-T1	Peve_00005016
OG0012981	FUN_024394-T1	Peve_00005019
OG0012982	FUN_024395-T1	Peve_00005021
OG0012983	FUN_024399-T1	Peve_00021813
OG0012984	FUN_024402-T1	Peve_00007147
OG0012985	FUN_024407-T1	Peve_00029248
OG0012986	FUN_024408-T1	Peve_00015478
OG0012987	FUN_024409-T1	Peve_00015479
OG0012988	FUN_024410-T1	Peve_00015480
OG0012989	FUN_024413-T1	Peve_00029254
OG0012990	FUN_024414-T1	Peve_00027663
OG0012991	FUN_024418-T1	Peve_00029260
OG0012992	FUN_024419-T1	Peve_00029262
OG0012993	FUN_024436-T1	Peve_00004167
OG0012994	FUN_024438-T1	Peve_00004168
OG0012995	FUN_024439-T1	Peve_00004162
OG0012996	FUN_024441-T1	Peve_00004165
OG0012997	FUN_024442-T1	Peve_00025485, Peve_00025486
OG0012998	FUN_024443-T1	Peve_00025481
OG0012999	FUN_024444-T1	Peve_00025480
OG0013000	FUN_024445-T1	Peve_00025478
OG0013001	FUN_024446-T1	Peve_00025476
OG0013002	FUN_024447-T1	Peve_00025475
OG0013003	FUN_024449-T1	Peve_00025473
OG0013004	FUN_024450-T1	Peve_00025472
OG0013005	FUN_024452-T1	Peve_00010318
OG0013006	FUN_024453-T1	Peve_00010317
OG0013007	FUN_024454-T1	Peve_00010316
OG0013008	FUN_024455-T1	Peve_00010314
OG0013009	FUN_024456-T1	Peve_00010312
OG0013010	FUN_024457-T1	Peve_00010311
OG0013011	FUN_024460-T1	Peve_00032923
OG0013013	FUN_024477-T1	Peve_00002832
OG0013014	FUN_024480-T1	Peve_00024797
OG0013015	FUN_024481-T1	Peve_00016898
OG0013016	FUN_024483-T1	Peve_00010585
OG0013017	FUN_024484-T1	Peve_00010584
OG0013018	FUN_024485-T1	Peve_00010581
OG0013019	FUN_024487-T1	Peve_00042022
OG0013020	FUN_024493-T1, FUN_024925-T1	Peve_00031642
OG0013021	FUN_024523-T1	Peve_00034557
OG0013022	FUN_024555-T2	Peve_00039518
OG0013023	FUN_024556-T1	Peve_00039499
OG0013024	FUN_024557-T1	Peve_00039513
OG0013025	FUN_024558-T1	Peve_00039515
OG0013026	FUN_024561-T1	Peve_00021343
OG0013027	FUN_024564-T1	Peve_00009968
OG0013028	FUN_024566-T1	Peve_00009964
OG0013029	FUN_024567-T1	Peve_00036070
OG0013030	FUN_024588-T1	Peve_00007644
OG0013031	FUN_024589-T1	Peve_00007645
OG0013032	FUN_024592-T1	Peve_00037916
OG0013033	FUN_024593-T1	Peve_00037920
OG0013034	FUN_024594-T1	Peve_00037923
OG0013035	FUN_024595-T1	Peve_00037919
OG0013036	FUN_024596-T1	Peve_00037922
OG0013038	FUN_024615-T1	Peve_00041137
OG0013039	FUN_024616-T1	Peve_00041138
OG0013040	FUN_024617-T1	Peve_00041139
OG0013041	FUN_024618-T1	Peve_00027329
OG0013042	FUN_024619-T1	Peve_00027330
OG0013043	FUN_024620-T1	Peve_00027337
OG0013044	FUN_024621-T1	Peve_00027338
OG0013045	FUN_024622-T1	Peve_00027339
OG0013046	FUN_024629-T1	Peve_00012710
OG0013047	FUN_024633-T1	Peve_00012726
OG0013048	FUN_024671-T1	Peve_00032976
OG0013049	FUN_024672-T1	Peve_00027344
OG0013050	FUN_024673-T1	Peve_00027341
OG0013051	FUN_024677-T1	Peve_00012721
OG0013052	FUN_024682-T1	Peve_00012723
OG0013053	FUN_024719-T1	Peve_00012704
OG0013054	FUN_024722-T1	Peve_00012713
OG0013055	FUN_024724-T1	Peve_00012714
OG0013056	FUN_024725-T1	Peve_00012715
OG0013057	FUN_024726-T1	Peve_00029154
OG0013058	FUN_024740-T1	Peve_00026310
OG0013059	FUN_024743-T1	Peve_00005932
OG0013060	FUN_024744-T1, FUN_024746-T1	Peve_00002211
OG0013061	FUN_024748-T1	Peve_00005930
OG0013062	FUN_024749-T1	Peve_00005929
OG0013063	FUN_024751-T1	Peve_00005927
OG0013064	FUN_024753-T1	Peve_00041145
OG0013065	FUN_024755-T1	Peve_00041143
OG0013066	FUN_024757-T1	Peve_00027332
OG0013067	FUN_024758-T1	Peve_00027326
OG0013068	FUN_024762-T1	Peve_00020489
OG0013069	FUN_024768-T1	Peve_00014409, Peve_00016963
OG0013070	FUN_024772-T1	Peve_00003494
OG0013071	FUN_024773-T1	Peve_00003484, Peve_00003487
OG0013072	FUN_024775-T1	Peve_00033053
OG0013073	FUN_024776-T1	Peve_00036224
OG0013074	FUN_024778-T1	Peve_00016140
OG0013075	FUN_024780-T1	Peve_00015072
OG0013076	FUN_024781-T1	Peve_00015076
OG0013077	FUN_024783-T1	Peve_00007043
OG0013078	FUN_024796-T1	Peve_00007042
OG0013079	FUN_024797-T1	Peve_00026090
OG0013080	FUN_024804-T1	Peve_00026081
OG0013081	FUN_024811-T1	Peve_00026080
OG0013082	FUN_024812-T1	Peve_00026078
OG0013083	FUN_024814-T1	Peve_00026077
OG0013084	FUN_024847-T1	Peve_00011882
OG0013085	FUN_024861-T1	Peve_00026074
OG0013086	FUN_024863-T1	Peve_00026086
OG0013087	FUN_024871-T1	Peve_00016134
OG0013088	FUN_024872-T1	Peve_00016135
OG0013089	FUN_024893-T1, FUN_024885-T1	Peve_00008005
OG0013090	FUN_024900-T1	Peve_00016136
OG0013091	FUN_024906-T1	Peve_00038387
OG0013092	FUN_024907-T1	Peve_00020896
OG0013093	FUN_024908-T1	Peve_00020865
OG0013094	FUN_024912-T1	Peve_00020857
OG0013095	FUN_024942-T1	Peve_00038386
OG0013096	FUN_024943-T1	Peve_00038385
OG0013097	FUN_024944-T1	Peve_00038384
OG0013098	FUN_025031-T1	Peve_00004654
OG0013099	FUN_025035-T1	Peve_00038379
OG0013100	FUN_025062-T1	Peve_00039601
OG0013101	FUN_025097-T1	Peve_00028154
OG0013102	FUN_025098-T1	Peve_00038381
OG0013103	FUN_025108-T1	Peve_00038376
OG0013104	FUN_025109-T1	Peve_00038375
OG0013105	FUN_025110-T1	Peve_00038374
OG0013106	FUN_025113-T1	Peve_00038373
OG0013107	FUN_025116-T1	Peve_00038372
OG0013108	FUN_025117-T1	Peve_00014057, Peve_00003259
OG0013109	FUN_025139-T1	Peve_00018268, Peve_00032090
OG0013110	FUN_025140-T1	Peve_00020870
OG0013111	FUN_025160-T1, FUN_045218-T1	Peve_00040344
OG0013112	FUN_025233-T1	Peve_00034838
OG0013115	FUN_025260-T1	Peve_00031287
OG0013116	FUN_025263-T1	Peve_00014011
OG0013117	FUN_025264-T1	Peve_00014009
OG0013118	FUN_025266-T1	Peve_00030516
OG0013119	FUN_025285-T1, FUN_025273-T1	Peve_00035194
OG0013121	FUN_025288-T1	Peve_00009060, Peve_00009059
OG0013122	FUN_025291-T1	Peve_00040962
OG0013123	FUN_025292-T1	Peve_00040961
OG0013124	FUN_025293-T1	Peve_00040960
OG0013125	FUN_025294-T1	Peve_00040955
OG0013126	FUN_025295-T1	Peve_00040954
OG0013127	FUN_025296-T1	Peve_00001926
OG0013128	FUN_025297-T1	Peve_00040951
OG0013129	FUN_025299-T1	Peve_00040950
OG0013130	FUN_025302-T1	Peve_00040947
OG0013131	FUN_025303-T1	Peve_00040953
OG0013132	FUN_025304-T1	Peve_00040949
OG0013133	FUN_025305-T1	Peve_00040946
OG0013134	FUN_025306-T1	Peve_00027097
OG0013135	FUN_025308-T1	Peve_00027048
OG0013136	FUN_025309-T1	Peve_00027055
OG0013137	FUN_025310-T1	Peve_00027063
OG0013138	FUN_025315-T1	Peve_00027083
OG0013139	FUN_025317-T1	Peve_00027085
OG0013140	FUN_025318-T1	Peve_00027086
OG0013141	FUN_025319-T1	Peve_00027087
OG0013142	FUN_025321-T1	Peve_00027089
OG0013143	FUN_025322-T1	Peve_00027091
OG0013144	FUN_025323-T1	Peve_00027092
OG0013145	FUN_025324-T1	Peve_00027096
OG0013146	FUN_025325-T1	Peve_00027073
OG0013147	FUN_025328-T1	Peve_00027062
OG0013148	FUN_025331-T1	Peve_00027057
OG0013149	FUN_025333-T1	Peve_00027056
OG0013150	FUN_025334-T1	Peve_00027054
OG0013151	FUN_025342-T1	Peve_00027052
OG0013152	FUN_025343-T1	Peve_00027051
OG0013153	FUN_025344-T1	Peve_00027076, Peve_00014398
OG0013154	FUN_025350-T1	Peve_00004325
OG0013155	FUN_025361-T1	Peve_00040526
OG0013156	FUN_025362-T1	Peve_00040527
OG0013157	FUN_025363-T1	Peve_00040516
OG0013158	FUN_025364-T1	Peve_00040517
OG0013159	FUN_025368-T1	Peve_00040520
OG0013160	FUN_025370-T1	Peve_00040521
OG0013161	FUN_025372-T1	Peve_00040522
OG0013162	FUN_025373-T1	Peve_00040523
OG0013163	FUN_025381-T1	Peve_00027405, Peve_00007958
OG0013165	FUN_025392-T1	Peve_00031005
OG0013166	FUN_025393-T1	Peve_00031004
OG0013167	FUN_025394-T1	Peve_00017051
OG0013168	FUN_025402-T1, FUN_025397-T1	Peve_00003797
OG0013169	FUN_025410-T1	Peve_00017348
OG0013170	FUN_025411-T1	Peve_00017349
OG0013171	FUN_025412-T1	Peve_00030580
