Orthogroup	Porites_evermanni_v1.annot.pep	Apulchra-genome.pep
OG0013954	Peve_00018722	FUN_029706-T1
OG0013955	Peve_00020456	FUN_029708-T1
OG0013956	Peve_00018724	FUN_029710-T1
OG0013957	Peve_00019513	FUN_029754-T1
OG0013958	Peve_00019496	FUN_029757-T1
OG0013959	Peve_00019499	FUN_029759-T1
OG0013960	Peve_00019501	FUN_029760-T1
OG0013961	Peve_00019503	FUN_029761-T1
OG0013962	Peve_00019504	FUN_029763-T1
OG0013963	Peve_00019505	FUN_029767-T1
OG0013966	Peve_00013604	FUN_029878-T1
OG0013968	Peve_00029994, Peve_00028690	FUN_029955-T1
OG0013969	Peve_00035044	FUN_029969-T1
OG0013970	Peve_00035045	FUN_036456-T1, FUN_029970-T1
OG0013971	Peve_00031307	FUN_029996-T1
OG0013973	Peve_00043753, Peve_00007126	FUN_030010-T1
OG0013975	Peve_00008453	FUN_030045-T1
OG0013976	Peve_00008452	FUN_030046-T1
OG0013977	Peve_00008446	FUN_030048-T1
OG0013978	Peve_00040199	FUN_030056-T1
OG0013979	Peve_00043526	FUN_030068-T1
OG0013980	Peve_00018131	FUN_030078-T1
OG0013981	Peve_00021638	FUN_030141-T1, FUN_040840-T1
OG0013983	Peve_00004644	FUN_030179-T1
OG0013984	Peve_00002691	FUN_030180-T1
OG0013985	Peve_00004650	FUN_030182-T1
OG0013986	Peve_00004642	FUN_030183-T1
OG0013987	Peve_00004643	FUN_030184-T1
OG0013988	Peve_00000773	FUN_030185-T1
OG0013989	Peve_00028242	FUN_030186-T1
OG0013990	Peve_00030891, Peve_00029799	FUN_030187-T1
OG0013991	Peve_00004645	FUN_030196-T1
OG0013992	Peve_00004646	FUN_030199-T1
OG0013993	Peve_00017913	FUN_030202-T1
OG0013996	Peve_00006240	FUN_030643-T1
OG0013997	Peve_00016347	FUN_030645-T1, FUN_036801-T1
OG0013998	Peve_00043684	FUN_030656-T1
OG0013999	Peve_00043683	FUN_030662-T1
OG0014000	Peve_00009122	FUN_030668-T1
OG0014001	Peve_00028183	FUN_030670-T1
OG0014002	Peve_00028178	FUN_030672-T1
OG0014003	Peve_00028169	FUN_030673-T1
OG0014004	Peve_00028162	FUN_030677-T1, FUN_038715-T1
OG0014005	Peve_00028161	FUN_030678-T1
OG0014006	Peve_00028159	FUN_030679-T1
OG0014007	Peve_00042580	FUN_034675-T1, FUN_030716-T1
OG0014008	Peve_00043627	FUN_030742-T1
OG0014009	Peve_00043626	FUN_030873-T1
OG0014010	Peve_00043625	FUN_030874-T1
OG0014011	Peve_00043622	FUN_030875-T1
OG0014012	Peve_00043621	FUN_030876-T1
OG0014013	Peve_00043619	FUN_030879-T1
OG0014014	Peve_00043612	FUN_030880-T1
OG0014015	Peve_00002729	FUN_030999-T1
OG0014016	Peve_00032092	FUN_031027-T1
OG0014020	Peve_00005486, Peve_00041820	FUN_031051-T1
OG0014021	Peve_00028185	FUN_031054-T1
OG0014022	Peve_00028186	FUN_031056-T1
OG0014023	Peve_00028131	FUN_031057-T1
OG0014024	Peve_00025070, Peve_00010558	FUN_031059-T1
OG0014025	Peve_00028133	FUN_031068-T1
OG0014026	Peve_00043181	FUN_031071-T1
OG0014027	Peve_00028138	FUN_031075-T1
OG0014028	Peve_00028143	FUN_031076-T1
OG0014029	Peve_00028145	FUN_031078-T3
OG0014030	Peve_00032684	FUN_031080-T1
OG0014031	Peve_00016087	FUN_031176-T1
OG0014032	Peve_00016090	FUN_031184-T1
OG0014033	Peve_00041866	FUN_031185-T1
OG0014034	Peve_00041875	FUN_031186-T1
OG0014035	Peve_00041864	FUN_031206-T1
OG0014036	Peve_00041865	FUN_031208-T1
OG0014037	Peve_00041870	FUN_031210-T1
OG0014038	Peve_00041872	FUN_031212-T1
OG0014039	Peve_00032142	FUN_031220-T1
OG0014040	Peve_00043066	FUN_031221-T1
OG0014041	Peve_00027903, Peve_00032463	FUN_031229-T1
OG0014042	Peve_00043063	FUN_031236-T1
OG0014043	Peve_00043069	FUN_031240-T1
OG0014044	Peve_00043067	FUN_031241-T1
OG0014045	Peve_00044095	FUN_031243-T1
OG0014046	Peve_00015904	FUN_031251-T1
OG0014047	Peve_00001467, Peve_00020561	FUN_031261-T1
OG0014048	Peve_00001470	FUN_031263-T1
OG0014049	Peve_00001471	FUN_031265-T1
OG0014050	Peve_00036736	FUN_031267-T1
OG0014051	Peve_00036751	FUN_031268-T1
OG0014052	Peve_00036737	FUN_031269-T1
OG0014053	Peve_00036739	FUN_031274-T1
OG0014054	Peve_00036740	FUN_031275-T1
OG0014055	Peve_00036741	FUN_031276-T1
OG0014056	Peve_00036746, Peve_00033244	FUN_031278-T1
OG0014057	Peve_00036747	FUN_031286-T1
OG0014058	Peve_00036748	FUN_031287-T1
OG0014059	Peve_00026531	FUN_031288-T1
OG0014060	Peve_00026529	FUN_031289-T1
OG0014061	Peve_00026523	FUN_031291-T1
OG0014062	Peve_00026521	FUN_031294-T1
OG0014063	Peve_00026518	FUN_031297-T1
OG0014064	Peve_00026516	FUN_031304-T1
OG0014065	Peve_00026515	FUN_031306-T1
OG0014066	Peve_00037976	FUN_039578-T1, FUN_031455-T1
OG0014067	Peve_00026559	FUN_031466-T1
OG0014068	Peve_00026558	FUN_031467-T1
OG0014069	Peve_00026553	FUN_031469-T1
OG0014070	Peve_00026551	FUN_031471-T1
OG0014071	Peve_00026549	FUN_031472-T1
OG0014072	Peve_00026545	FUN_031477-T1
OG0014073	Peve_00026547, Peve_00026543	FUN_031488-T1
OG0014074	Peve_00026540	FUN_031490-T1
OG0014075	Peve_00026536	FUN_031493-T1
OG0014076	Peve_00026541	FUN_031499-T1
OG0014077	Peve_00004807	FUN_031504-T1
OG0014078	Peve_00004813	FUN_031507-T1
OG0014079	Peve_00004814	FUN_031508-T1
OG0014080	Peve_00004815	FUN_031509-T1
OG0014081	Peve_00045248	FUN_031518-T1
OG0014082	Peve_00045246	FUN_031523-T1
OG0014083	Peve_00022761	FUN_031525-T1
OG0014084	Peve_00022762	FUN_031526-T1
OG0014085	Peve_00022763	FUN_031527-T1, FUN_031529-T1
OG0014086	Peve_00022767	FUN_031540-T1
OG0014087	Peve_00022768	FUN_031548-T1
OG0014088	Peve_00022771	FUN_031549-T1
OG0014089	Peve_00022772	FUN_031550-T1
OG0014090	Peve_00022775	FUN_031552-T1
OG0014091	Peve_00022777	FUN_031553-T1
OG0014092	Peve_00022778	FUN_031556-T1
OG0014093	Peve_00022779	FUN_031557-T1
OG0014094	Peve_00022782	FUN_031558-T1
OG0014095	Peve_00021513	FUN_031565-T1
OG0014096	Peve_00021501	FUN_031566-T1
OG0014097	Peve_00021502	FUN_031567-T1
OG0014098	Peve_00021504	FUN_031569-T1
OG0014099	Peve_00021507	FUN_031570-T1
OG0014100	Peve_00021514	FUN_031589-T1
OG0014101	Peve_00012524	FUN_031591-T1
OG0014102	Peve_00012523	FUN_031592-T1
OG0014103	Peve_00012522	FUN_031593-T1
OG0014104	Peve_00012520	FUN_031595-T1
OG0014105	Peve_00012519	FUN_031596-T1
OG0014106	Peve_00012514	FUN_031605-T1
OG0014107	Peve_00012513	FUN_031606-T1
OG0014108	Peve_00012512	FUN_031608-T1
OG0014109	Peve_00019758, Peve_00012501	FUN_031629-T1
OG0014110	Peve_00032682	FUN_031635-T1
OG0014111	Peve_00032681	FUN_031637-T1
OG0014112	Peve_00032680	FUN_031638-T1
OG0014113	Peve_00032679	FUN_031639-T1
OG0014114	Peve_00032677	FUN_031641-T1
OG0014115	Peve_00032678	FUN_031642-T1
OG0014116	Peve_00043580	FUN_031643-T1
OG0014117	Peve_00043582	FUN_031644-T1
OG0014118	Peve_00043583	FUN_031645-T1
OG0014119	Peve_00043571	FUN_031646-T1
OG0014120	Peve_00043574	FUN_031648-T1
OG0014121	Peve_00043575	FUN_031649-T1
OG0014122	Peve_00043578	FUN_031650-T1
OG0014123	Peve_00017754	FUN_031651-T1
OG0014124	Peve_00017752	FUN_031653-T1
OG0014125	Peve_00015111	FUN_031665-T3
OG0014126	Peve_00015110	FUN_031666-T1
OG0014127	Peve_00015108	FUN_031667-T1
OG0014128	Peve_00026337	FUN_031669-T1
OG0014129	Peve_00012833	FUN_031678-T1
OG0014130	Peve_00012832	FUN_031679-T1
OG0014131	Peve_00013837	FUN_031683-T1
OG0014132	Peve_00013836	FUN_031684-T1
OG0014133	Peve_00013838	FUN_031686-T1
OG0014134	Peve_00008190	FUN_031688-T1
OG0014136	Peve_00008196	FUN_031696-T1
OG0014137	Peve_00008197	FUN_031697-T1
OG0014138	Peve_00008191	FUN_031698-T1
OG0014139	Peve_00029680	FUN_031702-T1
OG0014140	Peve_00018220	FUN_031705-T1
OG0014141	Peve_00002669	FUN_031708-T1
OG0014142	Peve_00002668	FUN_031709-T1
OG0014143	Peve_00002662	FUN_031711-T1
OG0014144	Peve_00002661	FUN_031712-T1
OG0014145	Peve_00002672	FUN_031713-T1
OG0014146	Peve_00025698	FUN_031714-T1
OG0014147	Peve_00039096	FUN_031715-T1
OG0014148	Peve_00000894	FUN_031724-T1
OG0014149	Peve_00040632	FUN_031725-T1
OG0014150	Peve_00040633	FUN_031726-T1
OG0014151	Peve_00029895	FUN_031731-T1
OG0014152	Peve_00029893	FUN_031733-T1
OG0014153	Peve_00043416	FUN_031734-T1
OG0014154	Peve_00043415	FUN_031735-T1
OG0014155	Peve_00043414	FUN_031736-T1
OG0014156	Peve_00043413	FUN_031738-T1
OG0014157	Peve_00043412	FUN_031739-T1
OG0014158	Peve_00043410	FUN_031741-T1
OG0014160	Peve_00045071	FUN_031748-T1
OG0014161	Peve_00023211	FUN_031751-T1
OG0014162	Peve_00023214	FUN_031752-T1
OG0014163	Peve_00023213	FUN_031753-T1
OG0014164	Peve_00010422	FUN_031757-T1
OG0014165	Peve_00010423	FUN_031780-T1
OG0014166	Peve_00010425	FUN_031781-T1
OG0014167	Peve_00010427	FUN_031782-T1
OG0014168	Peve_00010428	FUN_031783-T1
OG0014169	Peve_00010429	FUN_031784-T1
OG0014170	Peve_00037108	FUN_031786-T1
OG0014171	Peve_00019329	FUN_031788-T1
OG0014172	Peve_00019327	FUN_031789-T1
OG0014173	Peve_00019330	FUN_031790-T1
OG0014174	Peve_00019321	FUN_031791-T1
OG0014175	Peve_00030270	FUN_031802-T1
OG0014176	Peve_00030275	FUN_031819-T1
OG0014177	Peve_00030278	FUN_031834-T1
OG0014178	Peve_00030279	FUN_031838-T1
OG0014179	Peve_00030282	FUN_031843-T1
OG0014180	Peve_00030284	FUN_031845-T1
OG0014181	Peve_00042111, Peve_00039792	FUN_031846-T1
OG0014182	Peve_00030290	FUN_031848-T1
OG0014183	Peve_00030292	FUN_031849-T1
OG0014184	Peve_00030297	FUN_031851-T1
OG0014185	Peve_00038987	FUN_031854-T1
OG0014186	Peve_00011072	FUN_031856-T1
OG0014187	Peve_00011073	FUN_031860-T1
OG0014188	Peve_00012646	FUN_031870-T1
OG0014189	Peve_00012649	FUN_031875-T1
OG0014190	Peve_00012647	FUN_031876-T1
OG0014191	Peve_00012644	FUN_031877-T1
OG0014192	Peve_00031835	FUN_031878-T1
OG0014193	Peve_00031834	FUN_031882-T1
OG0014194	Peve_00031832	FUN_031887-T1
OG0014195	Peve_00031826	FUN_031894-T1
OG0014196	Peve_00031824	FUN_031895-T1
OG0014197	Peve_00013255	FUN_031896-T2
OG0014198	Peve_00013256	FUN_031898-T1
OG0014199	Peve_00037707	FUN_031900-T1
OG0014200	Peve_00037704	FUN_031901-T1
OG0014201	Peve_00037702	FUN_031903-T1
OG0014202	Peve_00037699	FUN_031907-T1
OG0014204	Peve_00013257	FUN_031916-T1
OG0014205	Peve_00040655	FUN_031920-T1
OG0014206	Peve_00040661	FUN_031921-T1
OG0014207	Peve_00004241	FUN_031926-T1
OG0014208	Peve_00004242	FUN_031927-T1
OG0014209	Peve_00004239	FUN_031929-T1
OG0014210	Peve_00004237	FUN_031930-T1
OG0014211	Peve_00004235	FUN_031931-T1
OG0014212	Peve_00035174	FUN_031934-T1
OG0014213	Peve_00035173	FUN_031935-T1
OG0014214	Peve_00024800	FUN_031939-T1
OG0014215	Peve_00024803	FUN_031942-T1
OG0014216	Peve_00031842	FUN_031943-T1
OG0014217	Peve_00031843	FUN_031944-T1
OG0014218	Peve_00031844	FUN_031945-T1
OG0014219	Peve_00031821	FUN_031947-T1
OG0014220	Peve_00031822	FUN_031949-T1
OG0014221	Peve_00031823	FUN_031950-T1
OG0014222	Peve_00013254	FUN_031953-T1
OG0014223	Peve_00013253	FUN_031954-T1
OG0014224	Peve_00013252	FUN_031957-T1
OG0014225	Peve_00043673	FUN_031966-T1
OG0014226	Peve_00013260	FUN_031967-T1
OG0014227	Peve_00043665	FUN_031971-T1
OG0014228	Peve_00043663	FUN_031972-T1
OG0014230	Peve_00043634	FUN_031975-T1
OG0014231	Peve_00043633	FUN_031976-T1
OG0014232	Peve_00028816	FUN_031981-T1
OG0014233	Peve_00028815	FUN_031982-T1
OG0014234	Peve_00028814	FUN_031983-T1
OG0014235	Peve_00019716, Peve_00031608	FUN_031984-T1
OG0014236	Peve_00028811	FUN_032004-T1
OG0014237	Peve_00028810	FUN_032005-T1
OG0014238	Peve_00028808	FUN_032007-T1
OG0014239	Peve_00028791	FUN_032012-T1
OG0014240	Peve_00028828	FUN_032013-T1
OG0014241	Peve_00041128	FUN_032014-T1
OG0014242	Peve_00041126	FUN_032015-T1
OG0014243	Peve_00041130	FUN_032018-T1
OG0014244	Peve_00041125	FUN_032019-T1
OG0014245	Peve_00041120	FUN_032021-T1
OG0014246	Peve_00001041	FUN_032024-T1
OG0014247	Peve_00001044	FUN_032025-T1
OG0014248	Peve_00043001, Peve_00031057	FUN_032028-T1
OG0014249	Peve_00013548	FUN_032038-T1
OG0014250	Peve_00013552	FUN_032040-T1
OG0014251	Peve_00013570	FUN_032043-T1
OG0014252	Peve_00013568	FUN_032044-T1
OG0014253	Peve_00013564	FUN_032045-T1
OG0014254	Peve_00024067	FUN_032046-T1
OG0014255	Peve_00013563	FUN_032048-T1
OG0014256	Peve_00012448	FUN_032049-T1
OG0014257	Peve_00012447	FUN_032050-T1
OG0014258	Peve_00012446	FUN_032051-T1
OG0014259	Peve_00012445	FUN_032052-T1
OG0014260	Peve_00012451	FUN_032053-T1
OG0014261	Peve_00012450	FUN_032054-T1
OG0014262	Peve_00012449	FUN_032055-T1
OG0014263	Peve_00011274	FUN_032056-T1
OG0014264	Peve_00011276	FUN_032057-T1
OG0014265	Peve_00000264, Peve_00043203	FUN_032060-T1
OG0014266	Peve_00024739	FUN_032063-T1
OG0014267	Peve_00024743	FUN_032064-T1
OG0014268	Peve_00024742	FUN_032065-T1
OG0014269	Peve_00024741	FUN_032067-T1
OG0014270	Peve_00024738	FUN_032069-T1
OG0014271	Peve_00028534	FUN_032075-T1
OG0014272	Peve_00011634	FUN_032076-T1
OG0014273	Peve_00039910	FUN_032081-T1
OG0014274	Peve_00039909	FUN_032082-T1
OG0014275	Peve_00026035	FUN_032085-T1
OG0014276	Peve_00026034	FUN_032087-T1
OG0014277	Peve_00026033	FUN_032088-T1
OG0014278	Peve_00012820	FUN_032092-T1
OG0014279	Peve_00035673	FUN_032096-T1
OG0014280	Peve_00035672	FUN_032097-T1
OG0014281	Peve_00035667	FUN_032098-T1
OG0014282	Peve_00035662	FUN_032099-T1
OG0014283	Peve_00018056	FUN_032101-T1
OG0014284	Peve_00011283	FUN_032102-T1
OG0014285	Peve_00011281	FUN_032103-T1
OG0014286	Peve_00011277	FUN_032104-T1
OG0014287	Peve_00030223	FUN_032105-T1
OG0014288	Peve_00030222	FUN_032106-T1
OG0014289	Peve_00030224	FUN_032108-T1
OG0014290	Peve_00030225	FUN_032109-T1
OG0014291	Peve_00030226	FUN_032110-T1
OG0014292	Peve_00030228	FUN_032111-T1
OG0014293	Peve_00030229	FUN_032112-T1
OG0014294	Peve_00030230	FUN_032113-T1
OG0014295	Peve_00030231	FUN_032115-T1
OG0014296	Peve_00030232	FUN_032117-T1
OG0014297	Peve_00030238	FUN_032118-T1
OG0014298	Peve_00040721	FUN_032123-T1
OG0014299	Peve_00040714	FUN_032124-T1
OG0014300	Peve_00040713	FUN_032125-T1
OG0014301	Peve_00040720	FUN_032127-T1
OG0014302	Peve_00040717	FUN_032128-T1
OG0014303	Peve_00040715	FUN_032129-T1
OG0014304	Peve_00040711	FUN_032130-T1
OG0014305	Peve_00033983	FUN_032132-T1
OG0014306	Peve_00007914	FUN_032137-T1
OG0014307	Peve_00007913	FUN_032139-T1
OG0014308	Peve_00007911	FUN_032140-T1
OG0014309	Peve_00007909	FUN_032143-T1
OG0014310	Peve_00007915	FUN_032146-T1
OG0014311	Peve_00007908	FUN_032147-T1
OG0014312	Peve_00033080	FUN_032148-T1
OG0014313	Peve_00003236	FUN_032151-T1
OG0014314	Peve_00003240	FUN_032155-T1
OG0014315	Peve_00003241	FUN_032156-T1
OG0014316	Peve_00003243	FUN_032157-T1
OG0014317	Peve_00013926	FUN_032158-T1
OG0014318	Peve_00005389	FUN_032160-T1
OG0014319	Peve_00038631	FUN_032162-T1
OG0014320	Peve_00038632	FUN_032163-T1
OG0014321	Peve_00013928	FUN_032165-T1
OG0014322	Peve_00012811	FUN_032167-T1
OG0014323	Peve_00020048	FUN_032191-T1
OG0014324	Peve_00020047	FUN_032192-T1
OG0014325	Peve_00020046	FUN_032193-T1
OG0014326	Peve_00017482	FUN_032194-T1
OG0014327	Peve_00017484	FUN_032195-T1
OG0014328	Peve_00017492	FUN_032201-T1
OG0014329	Peve_00013799	FUN_032204-T1
OG0014330	Peve_00013800	FUN_032205-T1
OG0014332	Peve_00015531	FUN_032215-T1
OG0014333	Peve_00015500	FUN_032217-T1
OG0014334	Peve_00015505	FUN_032218-T1
OG0014335	Peve_00015512	FUN_032219-T1
OG0014336	Peve_00015518	FUN_032220-T1
OG0014337	Peve_00015532	FUN_032221-T1
OG0014338	Peve_00015538	FUN_032222-T1
OG0014339	Peve_00015541	FUN_032223-T1
OG0014340	Peve_00043436	FUN_032225-T1
OG0014341	Peve_00030501	FUN_032229-T1
OG0014342	Peve_00043435	FUN_032231-T1
OG0014343	Peve_00043486	FUN_032235-T1
OG0014344	Peve_00020221, Peve_00027546	FUN_032237-T1
OG0014345	Peve_00019318, Peve_00028072	FUN_032239-T1
OG0014346	Peve_00023299	FUN_032240-T1
OG0014347	Peve_00023301	FUN_032241-T1
OG0014348	Peve_00012762	FUN_032245-T1
OG0014349	Peve_00036304	FUN_032247-T1
OG0014350	Peve_00042108	FUN_032249-T1
OG0014351	Peve_00042109	FUN_032251-T1
OG0014352	Peve_00035220	FUN_032252-T1
OG0014353	Peve_00014265	FUN_032253-T1
OG0014354	Peve_00014264	FUN_032255-T1
OG0014355	Peve_00014263	FUN_032270-T1
OG0014356	Peve_00030007	FUN_032272-T1
OG0014357	Peve_00011763	FUN_032274-T1
OG0014358	Peve_00011761	FUN_032276-T1
OG0014359	Peve_00011760	FUN_032277-T1
OG0014360	Peve_00011758	FUN_032278-T1
OG0014362	Peve_00015549	FUN_032281-T1
OG0014363	Peve_00015548	FUN_032282-T1
OG0014365	Peve_00015547	FUN_032284-T1
OG0014366	Peve_00015515	FUN_032285-T1
OG0014367	Peve_00015514	FUN_032286-T1
OG0014368	Peve_00015513	FUN_032287-T1
OG0014369	Peve_00015511	FUN_032288-T1
OG0014370	Peve_00015509	FUN_032290-T1
OG0014371	Peve_00015504	FUN_032291-T1
OG0014373	Peve_00015545	FUN_032297-T1
OG0014374	Peve_00020128	FUN_032299-T1
OG0014375	Peve_00005300	FUN_032300-T1
OG0014376	Peve_00005298	FUN_032301-T1
OG0014377	Peve_00029762	FUN_032304-T1
OG0014378	Peve_00027302	FUN_032305-T1
OG0014379	Peve_00027300, Peve_00027301	FUN_032306-T1
OG0014380	Peve_00001538	FUN_032307-T1
OG0014381	Peve_00001530	FUN_032310-T1
OG0014382	Peve_00002570	FUN_032313-T1
OG0014383	Peve_00031926	FUN_032314-T1
OG0014384	Peve_00002571	FUN_032315-T1
OG0014385	Peve_00031925	FUN_032317-T1
OG0014386	Peve_00017288	FUN_032323-T1
OG0014387	Peve_00017290	FUN_032325-T1
OG0014388	Peve_00017292	FUN_032326-T1
OG0014389	Peve_00043851	FUN_032343-T1
OG0014390	Peve_00021405	FUN_032345-T1
OG0014391	Peve_00021402	FUN_032346-T1
OG0014392	Peve_00012753	FUN_032348-T1
OG0014393	Peve_00012757	FUN_032349-T1
OG0014394	Peve_00012758	FUN_032350-T1
OG0014395	Peve_00024032	FUN_032352-T1
OG0014396	Peve_00026256	FUN_032353-T1
OG0014397	Peve_00026257	FUN_032354-T1
OG0014398	Peve_00001953	FUN_032355-T1
OG0014399	Peve_00001943	FUN_032356-T1
OG0014400	Peve_00045034	FUN_032357-T1
OG0014401	Peve_00045028	FUN_032361-T1
OG0014402	Peve_00045030	FUN_032363-T1
OG0014403	Peve_00017545	FUN_032370-T1
OG0014404	Peve_00036465	FUN_032371-T1
OG0014405	Peve_00036459	FUN_032372-T1
OG0014406	Peve_00036458	FUN_032374-T1
OG0014407	Peve_00041774	FUN_032375-T1
OG0014408	Peve_00041775	FUN_032377-T1
OG0014409	Peve_00041776	FUN_032378-T1
OG0014410	Peve_00041779	FUN_032379-T1
OG0014411	Peve_00041789	FUN_032384-T1
OG0014412	Peve_00007850	FUN_032385-T1
OG0014413	Peve_00034319	FUN_032389-T1
OG0014414	Peve_00023249	FUN_032391-T1
OG0014415	Peve_00023247	FUN_032392-T1
OG0014416	Peve_00018856	FUN_032394-T1
OG0014417	Peve_00036447	FUN_032395-T1
OG0014418	Peve_00009163	FUN_032417-T1
OG0014419	Peve_00009160	FUN_032421-T1
OG0014420	Peve_00009161	FUN_032422-T1
OG0014421	Peve_00007846	FUN_032426-T1
OG0014422	Peve_00007849	FUN_032428-T1
OG0014423	Peve_00027369	FUN_032429-T1
OG0014424	Peve_00038720	FUN_032431-T1
OG0014425	Peve_00038723	FUN_032432-T1
OG0014426	Peve_00038721	FUN_032433-T1
OG0014427	Peve_00020056	FUN_032435-T1
OG0014428	Peve_00009149	FUN_032459-T1
OG0014429	Peve_00009148	FUN_032460-T1
OG0014430	Peve_00009147	FUN_032461-T2, FUN_032461-T1
OG0014431	Peve_00009182	FUN_032462-T1
OG0014432	Peve_00009181	FUN_032463-T1
OG0014433	Peve_00009180	FUN_032464-T1
OG0014434	Peve_00009179	FUN_032467-T1
OG0014435	Peve_00006862	FUN_032468-T1
OG0014436	Peve_00009178	FUN_032469-T1
OG0014437	Peve_00009176	FUN_032470-T1
OG0014438	Peve_00009174	FUN_032475-T1
OG0014439	Peve_00041760	FUN_032477-T1
OG0014440	Peve_00041790	FUN_032481-T1
OG0014441	Peve_00045330	FUN_032489-T1
OG0014442	Peve_00000679	FUN_032520-T1
OG0014443	Peve_00000684	FUN_032525-T1
OG0014444	Peve_00000682	FUN_032526-T1
OG0014445	Peve_00000687	FUN_032530-T1
OG0014446	Peve_00000688	FUN_032532-T1
OG0014447	Peve_00000693	FUN_032533-T1
OG0014448	Peve_00000696	FUN_032535-T1
OG0014449	Peve_00000698	FUN_032542-T1
OG0014450	Peve_00000699	FUN_032568-T1
OG0014451	Peve_00000700	FUN_032569-T1
OG0014452	Peve_00000701	FUN_032571-T1
OG0014453	Peve_00020059	FUN_032574-T1
OG0014454	Peve_00020060	FUN_032575-T1
OG0014455	Peve_00024132	FUN_032584-T1
OG0014457	Peve_00001527	FUN_032602-T1
OG0014458	Peve_00021803	FUN_032604-T1
OG0014459	Peve_00030641	FUN_032607-T1
OG0014460	Peve_00030642	FUN_032609-T1
OG0014461	Peve_00030643	FUN_032610-T1
OG0014462	Peve_00026810	FUN_032611-T1
OG0014463	Peve_00026811	FUN_032613-T1
OG0014464	Peve_00033688	FUN_032616-T1
OG0014465	Peve_00030350, Peve_00014823	FUN_032624-T1
OG0014466	Peve_00033703	FUN_032628-T1
OG0014467	Peve_00033684	FUN_032629-T1
OG0014468	Peve_00033698	FUN_032633-T1
OG0014469	Peve_00033699	FUN_032636-T1
OG0014470	Peve_00033700	FUN_032637-T1
OG0014471	Peve_00015960	FUN_032676-T1
OG0014472	Peve_00015961	FUN_032677-T1
OG0014473	Peve_00015962	FUN_032678-T1
OG0014474	Peve_00015963	FUN_032679-T1
OG0014475	Peve_00015965	FUN_032681-T1
OG0014476	Peve_00015966	FUN_032683-T1
OG0014477	Peve_00006289	FUN_032690-T1
OG0014478	Peve_00017799	FUN_032692-T1
OG0014479	Peve_00006287	FUN_032701-T1
OG0014480	Peve_00014081	FUN_032704-T1
OG0014481	Peve_00029923	FUN_032706-T1
OG0014482	Peve_00029922	FUN_032708-T1
OG0014483	Peve_00029921	FUN_032709-T2
OG0014484	Peve_00029920	FUN_032734-T1
OG0014485	Peve_00029919	FUN_032737-T1
OG0014486	Peve_00029918	FUN_032738-T1
OG0014487	Peve_00029924	FUN_032750-T1
OG0014488	Peve_00023819	FUN_032753-T1
OG0014489	Peve_00023820	FUN_032755-T1
OG0014490	Peve_00017712	FUN_032772-T1
OG0014491	Peve_00017713	FUN_032773-T1
OG0014492	Peve_00010354	FUN_032774-T1
OG0014493	Peve_00010377	FUN_032781-T1
OG0014494	Peve_00010376	FUN_032782-T1
OG0014495	Peve_00010374	FUN_032785-T1
OG0014497	Peve_00014570	FUN_032815-T1
OG0014498	Peve_00014521	FUN_032817-T1
OG0014499	Peve_00014559	FUN_032831-T1
OG0014500	Peve_00014560	FUN_032832-T1
OG0014501	Peve_00002558	FUN_032843-T1, FUN_032843-T2
OG0014502	Peve_00021602, Peve_00009424	FUN_032864-T1
OG0014503	Peve_00014572	FUN_032873-T1
OG0014504	Peve_00014576	FUN_032874-T1
OG0014505	Peve_00014524	FUN_032903-T1
OG0014506	Peve_00014528	FUN_032905-T1
OG0014507	Peve_00014529	FUN_032906-T1
OG0014508	Peve_00014530	FUN_032907-T1
OG0014509	Peve_00014533	FUN_032908-T1
OG0014510	Peve_00014534	FUN_032909-T1
OG0014511	Peve_00014535	FUN_032910-T1
OG0014514	Peve_00014537	FUN_032958-T1
OG0014515	Peve_00024948	FUN_032970-T1
OG0014516	Peve_00017817	FUN_032971-T1
OG0014517	Peve_00017816	FUN_032972-T1
OG0014518	Peve_00015586	FUN_032973-T1
OG0014519	Peve_00017818	FUN_032974-T1
OG0014520	Peve_00014556	FUN_032975-T1
OG0014521	Peve_00014554	FUN_032980-T2
OG0014522	Peve_00014553	FUN_032981-T1
OG0014523	Peve_00014540	FUN_032992-T1
OG0014524	Peve_00014539	FUN_032993-T1
OG0014525	Peve_00002447	FUN_033000-T1, FUN_033004-T1
OG0014526	Peve_00015572	FUN_033012-T1
OG0014527	Peve_00015570	FUN_033014-T1
OG0014528	Peve_00015569	FUN_033016-T1
OG0014529	Peve_00017509	FUN_033021-T1
OG0014530	Peve_00017508	FUN_033022-T1
OG0014531	Peve_00017506	FUN_033023-T1
OG0014532	Peve_00017505	FUN_033024-T1
OG0014533	Peve_00017504	FUN_033025-T1
OG0014534	Peve_00017503	FUN_033035-T1
OG0014535	Peve_00017502	FUN_033036-T1
OG0014536	Peve_00001493	FUN_033037-T1
OG0014537	Peve_00017501	FUN_033038-T1
OG0014538	Peve_00017500	FUN_033039-T1
OG0014539	Peve_00009410, Peve_00027887	FUN_033073-T1
OG0014540	Peve_00027701	FUN_033076-T1, FUN_033122-T1
OG0014542	Peve_00019518	FUN_033114-T1
OG0014543	Peve_00013204	FUN_033119-T1
OG0014544	Peve_00043512	FUN_033125-T1
OG0014545	Peve_00043509	FUN_033126-T1
OG0014546	Peve_00043508	FUN_033127-T1
OG0014548	Peve_00002312	FUN_033176-T1, FUN_033206-T1
