Orthogroup	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1.genes.pep
OG0020864	Peve_00013550	Pocillopora_meandrina_HIv1___RNAseq.g5929.t1
OG0020870	Peve_00041140	Pocillopora_meandrina_HIv1___RNAseq.g19151.t1
OG0020871	Peve_00023474	Pocillopora_meandrina_HIv1___TS.g16544.t1
OG0020874	Peve_00021479	Pocillopora_meandrina_HIv1___RNAseq.g13979.t1
OG0020878	Peve_00000040	Pocillopora_meandrina_HIv1___RNAseq.g28269.t1
OG0020879	Peve_00014299	Pocillopora_meandrina_HIv1___RNAseq.g22210.t1
OG0020880	Peve_00022903	Pocillopora_meandrina_HIv1___RNAseq.g9733.t1b
OG0020881	Peve_00013569	Pocillopora_meandrina_HIv1___RNAseq.g5942.t1
OG0020883	Peve_00038087	Pocillopora_meandrina_HIv1___RNAseq.g14422.t1
OG0020884	Peve_00029336	Pocillopora_meandrina_HIv1___RNAseq.g29335.t1
OG0020888	Peve_00014483	Pocillopora_meandrina_HIv1___RNAseq.g5703.t1
OG0020889	Peve_00038125	Pocillopora_meandrina_HIv1___RNAseq.g7733.t1
OG0020890	Peve_00038107	Pocillopora_meandrina_HIv1___RNAseq.g7731.t1
OG0020892	Peve_00030838	Pocillopora_meandrina_HIv1___TS.g9691.t1
OG0020893	Peve_00025906	Pocillopora_meandrina_HIv1___RNAseq.g25903.t1
OG0020894	Peve_00040143	Pocillopora_meandrina_HIv1___RNAseq.g27064.t1
OG0020895	Peve_00010059	Pocillopora_meandrina_HIv1___RNAseq.g29505.t1
OG0020896	Peve_00036960	Pocillopora_meandrina_HIv1___RNAseq.g2266.t1
OG0020897	Peve_00010330	Pocillopora_meandrina_HIv1___TS.g18049.t1
OG0020898	Peve_00043294	Pocillopora_meandrina_HIv1___RNAseq.g28387.t1
OG0020899	Peve_00000885	Pocillopora_meandrina_HIv1___TS.g10137.t1a
OG0020900	Peve_00004906	Pocillopora_meandrina_HIv1___RNAseq.g8982.t1
OG0020901	Peve_00021708	Pocillopora_meandrina_HIv1___RNAseq.g7935.t1
OG0020903	Peve_00016725	Pocillopora_meandrina_HIv1___RNAseq.g8304.t1
OG0020904	Peve_00002286	Pocillopora_meandrina_HIv1___TS.g271.t1
OG0020906	Peve_00014027	Pocillopora_meandrina_HIv1___RNAseq.g28842.t1
OG0020907	Peve_00031190	Pocillopora_meandrina_HIv1___RNAseq.g18146.t1
OG0020908	Peve_00036987	Pocillopora_meandrina_HIv1___RNAseq.g2246.t1
OG0020909	Peve_00011079	Pocillopora_meandrina_HIv1___RNAseq.g13148.t1
OG0020910	Peve_00031192	Pocillopora_meandrina_HIv1___RNAseq.g18144.t1
OG0020912	Peve_00042878	Pocillopora_meandrina_HIv1___TS.g27520.t1
OG0020913	Peve_00001192	Pocillopora_meandrina_HIv1___RNAseq.g13341.t1
OG0020914	Peve_00039806	Pocillopora_meandrina_HIv1___RNAseq.g2379.t1
OG0020915	Peve_00012752	Pocillopora_meandrina_HIv1___RNAseq.g17566.t1
OG0020918	Peve_00010480	Pocillopora_meandrina_HIv1___RNAseq.g15070.t1
OG0020919	Peve_00041992	Pocillopora_meandrina_HIv1___TS.g2169.t1
OG0020920	Peve_00045190	Pocillopora_meandrina_HIv1___RNAseq.g6987.t2
OG0020921	Peve_00033140	Pocillopora_meandrina_HIv1___RNAseq.g23133.t1
OG0020923	Peve_00031623	Pocillopora_meandrina_HIv1___RNAseq.g3469.t1
OG0020924	Peve_00000049	Pocillopora_meandrina_HIv1___RNAseq.g28263.t2
OG0020926	Peve_00038560	Pocillopora_meandrina_HIv1___RNAseq.g28128.t1
OG0020928	Peve_00020461	Pocillopora_meandrina_HIv1___RNAseq.g28096.t1
OG0020931	Peve_00024314	Pocillopora_meandrina_HIv1___RNAseq.g5042.t1
OG0020934	Peve_00001161	Pocillopora_meandrina_HIv1___RNAseq.g10455.t1
OG0020936	Peve_00020071	Pocillopora_meandrina_HIv1___RNAseq.g24646.t1
OG0020937	Peve_00008361	Pocillopora_meandrina_HIv1___RNAseq.g29032.t1
OG0020939	Peve_00039062	Pocillopora_meandrina_HIv1___RNAseq.g7497.t1
OG0020940	Peve_00031739	Pocillopora_meandrina_HIv1___RNAseq.g6125.t1
OG0020941	Peve_00024627	Pocillopora_meandrina_HIv1___RNAseq.g27761.t1a
OG0020944	Peve_00027836	Pocillopora_meandrina_HIv1___TS.g16293.t1
OG0020946	Peve_00011113	Pocillopora_meandrina_HIv1___RNAseq.g27233.t1
OG0020947	Peve_00007633	Pocillopora_meandrina_HIv1___RNAseq.g27571.t1
OG0020950	Peve_00019242	Pocillopora_meandrina_HIv1___RNAseq.g17638.t1
OG0020951	Peve_00022445	Pocillopora_meandrina_HIv1___RNAseq.g12982.t1
OG0020952	Peve_00009944	Pocillopora_meandrina_HIv1___RNAseq.g20727.t1
OG0020955	Peve_00009912	Pocillopora_meandrina_HIv1___RNAseq.g19834.t1
OG0020956	Peve_00039042	Pocillopora_meandrina_HIv1___RNAseq.g7109.t1
OG0020957	Peve_00020330	Pocillopora_meandrina_HIv1___RNAseq.g11668.t1
OG0020960	Peve_00024684	Pocillopora_meandrina_HIv1___RNAseq.g18440.t1
OG0020961	Peve_00013034	Pocillopora_meandrina_HIv1___RNAseq.g22679.t1
OG0020962	Peve_00000785	Pocillopora_meandrina_HIv1___RNAseq.g4013.t1
OG0020963	Peve_00029364	Pocillopora_meandrina_HIv1___RNAseq.g29356.t1
OG0020965	Peve_00034677	Pocillopora_meandrina_HIv1___RNAseq.g21160.t1
OG0020967	Peve_00014363	Pocillopora_meandrina_HIv1___RNAseq.g5894.t1a
OG0020968	Peve_00044710	Pocillopora_meandrina_HIv1___RNAseq.g65.t1
OG0020969	Peve_00020936	Pocillopora_meandrina_HIv1___TS.g16110.t1
OG0020970	Peve_00039077	Pocillopora_meandrina_HIv1___RNAseq.g13561.t1
OG0020971	Peve_00013620	Pocillopora_meandrina_HIv1___TS.g28274.t1
OG0020973	Peve_00023988	Pocillopora_meandrina_HIv1___RNAseq.g21721.t1
OG0020974	Peve_00026399	Pocillopora_meandrina_HIv1___RNAseq.g18559.t1
OG0020975	Peve_00030164	Pocillopora_meandrina_HIv1___RNAseq.g2385.t1b
OG0020977	Peve_00036177	Pocillopora_meandrina_HIv1___TS.g15260.t1
OG0020978	Peve_00009735	Pocillopora_meandrina_HIv1___RNAseq.g4095.t1
OG0020979	Peve_00040800	Pocillopora_meandrina_HIv1___RNAseq.g12592.t1
OG0020980	Peve_00009177	Pocillopora_meandrina_HIv1___RNAseq.g24171.t1
OG0020981	Peve_00037057	Pocillopora_meandrina_HIv1___TS.g18675.t1
OG0020982	Peve_00028295	Pocillopora_meandrina_HIv1___RNAseq.g25122.t1
OG0020984	Peve_00016548	Pocillopora_meandrina_HIv1___RNAseq.g12527.t1
OG0020986	Peve_00002427	Pocillopora_meandrina_HIv1___RNAseq.g22795.t1
OG0020988	Peve_00043162	Pocillopora_meandrina_HIv1___RNAseq.g500.t1
OG0020989	Peve_00040172	Pocillopora_meandrina_HIv1___RNAseq.g14216.t1
OG0020990	Peve_00045241	Pocillopora_meandrina_HIv1___RNAseq.g23943.t1
OG0020991	Peve_00036044	Pocillopora_meandrina_HIv1___RNAseq.g19924.t1
OG0020992	Peve_00001631	Pocillopora_meandrina_HIv1___RNAseq.g26886.t1
OG0020993	Peve_00001296	Pocillopora_meandrina_HIv1___RNAseq.g16517.t1
OG0020995	Peve_00026721	Pocillopora_meandrina_HIv1___RNAseq.g10494.t1
OG0020997	Peve_00016544	Pocillopora_meandrina_HIv1___RNAseq.g12525.t1
OG0020999	Peve_00044967	Pocillopora_meandrina_HIv1___RNAseq.g29473.t1
OG0021001	Peve_00005420	Pocillopora_meandrina_HIv1___RNAseq.g2031.t1
OG0021002	Peve_00023824	Pocillopora_meandrina_HIv1___TS.g27971.t1
OG0021003	Peve_00030044	Pocillopora_meandrina_HIv1___RNAseq.g11520.t1
OG0021004	Peve_00005399	Pocillopora_meandrina_HIv1___RNAseq.g991.t1
OG0021005	Peve_00032750	Pocillopora_meandrina_HIv1___RNAseq.g16290.t1
OG0021007	Peve_00010058	Pocillopora_meandrina_HIv1___RNAseq.g29504.t1
OG0021008	Peve_00036538	Pocillopora_meandrina_HIv1___RNAseq.g10655.t1
OG0021009	Peve_00028129	Pocillopora_meandrina_HIv1___RNAseq.g12078.t1
OG0021011	Peve_00026375	Pocillopora_meandrina_HIv1___RNAseq.g20931.t1
OG0021014	Peve_00001127	Pocillopora_meandrina_HIv1___RNAseq.g10453.t1
OG0021015	Peve_00037953	Pocillopora_meandrina_HIv1___RNAseq.g11537.t1
OG0021016	Peve_00034108	Pocillopora_meandrina_HIv1___RNAseq.g23890.t1
OG0021017	Peve_00028168	Pocillopora_meandrina_HIv1___RNAseq.g19615.t1
OG0021019	Peve_00004766	Pocillopora_meandrina_HIv1___RNAseq.g11099.t1
OG0021020	Peve_00034406	Pocillopora_meandrina_HIv1___RNAseq.g25346.t1
OG0021021	Peve_00039825	Pocillopora_meandrina_HIv1___RNAseq.g2364.t1
OG0021022	Peve_00011282	Pocillopora_meandrina_HIv1___RNAseq.g5998.t1
OG0021023	Peve_00042238	Pocillopora_meandrina_HIv1___RNAseq.g27897.t1
OG0021025	Peve_00010341	Pocillopora_meandrina_HIv1___RNAseq.g22411.t1
OG0021027	Peve_00004240	Pocillopora_meandrina_HIv1___RNAseq.g18235.t1
OG0021028	Peve_00029294	Pocillopora_meandrina_HIv1___RNAseq.g25596.t1
OG0021029	Peve_00019345	Pocillopora_meandrina_HIv1___RNAseq.g2131.t1
OG0021030	Peve_00016027	Pocillopora_meandrina_HIv1___RNAseq.g3736.t1
OG0021031	Peve_00024530	Pocillopora_meandrina_HIv1___TS.g22813.t1
OG0021032	Peve_00002971	Pocillopora_meandrina_HIv1___RNAseq.g15478.t1
OG0021036	Peve_00007728	Pocillopora_meandrina_HIv1___RNAseq.g10405.t1
OG0021039	Peve_00028634	Pocillopora_meandrina_HIv1___RNAseq.g18031.t1
OG0021040	Peve_00032922	Pocillopora_meandrina_HIv1___RNAseq.g14860.t1
OG0021041	Peve_00041792	Pocillopora_meandrina_HIv1___RNAseq.g24378.t1
OG0021042	Peve_00024023	Pocillopora_meandrina_HIv1___RNAseq.g12615.t1
OG0021043	Peve_00019229	Pocillopora_meandrina_HIv1___RNAseq.g4452.t1
OG0021045	Peve_00005071	Pocillopora_meandrina_HIv1___RNAseq.g29871.t1
OG0021050	Peve_00001597	Pocillopora_meandrina_HIv1___RNAseq.g391.t1
OG0021053	Peve_00019565	Pocillopora_meandrina_HIv1___RNAseq.g7435.t2
OG0021054	Peve_00019568	Pocillopora_meandrina_HIv1___RNAseq.g7437.t2
OG0021055	Peve_00044414	Pocillopora_meandrina_HIv1___TS.g29234.t1
OG0021058	Peve_00013275	Pocillopora_meandrina_HIv1___RNAseq.g10432.t1
OG0021060	Peve_00033600	Pocillopora_meandrina_HIv1___RNAseq.g29127.t1
OG0021066	Peve_00038256	Pocillopora_meandrina_HIv1___RNAseq.g12577.t1
OG0021069	Peve_00008540	Pocillopora_meandrina_HIv1___RNAseq.26297_t
OG0021070	Peve_00019098	Pocillopora_meandrina_HIv1___TS.g19025.t1
OG0021072	Peve_00044047	Pocillopora_meandrina_HIv1___RNAseq.g28997.t1
OG0021073	Peve_00044045	Pocillopora_meandrina_HIv1___RNAseq.g28995.t2
OG0021074	Peve_00023283	Pocillopora_meandrina_HIv1___RNAseq.g7233.t1
OG0021075	Peve_00010876	Pocillopora_meandrina_HIv1___TS.g18603.t1
OG0021076	Peve_00026404	Pocillopora_meandrina_HIv1___RNAseq.g24698.t1
OG0021077	Peve_00042964	Pocillopora_meandrina_HIv1___RNAseq.g8080.t1
OG0021078	Peve_00026445	Pocillopora_meandrina_HIv1___RNAseq.g4253.t1
OG0021079	Peve_00024906	Pocillopora_meandrina_HIv1___RNAseq.g7965.t1
OG0021080	Peve_00019899	Pocillopora_meandrina_HIv1___RNAseq.g20085.t1
OG0021081	Peve_00013883	Pocillopora_meandrina_HIv1___RNAseq.g22639.t1
OG0021084	Peve_00025428	Pocillopora_meandrina_HIv1___TS.g8958.t1
OG0021085	Peve_00038120	Pocillopora_meandrina_HIv1___RNAseq.g6682.t1
OG0021089	Peve_00000596	Pocillopora_meandrina_HIv1___TS.g10888.t1
OG0021090	Peve_00004767	Pocillopora_meandrina_HIv1___RNAseq.g11100.t1
OG0021091	Peve_00023618	Pocillopora_meandrina_HIv1___RNAseq.g1056.t1
OG0021092	Peve_00006517	Pocillopora_meandrina_HIv1___RNAseq.g20906.t1
OG0021095	Peve_00036651	Pocillopora_meandrina_HIv1___TS.g28328.t1b
OG0021100	Peve_00007375	Pocillopora_meandrina_HIv1___RNAseq.g20334.t1
OG0021102	Peve_00020987	Pocillopora_meandrina_HIv1___RNAseq.g26591.t1
OG0021107	Peve_00043693	Pocillopora_meandrina_HIv1___RNAseq.g18312.t1
OG0021108	Peve_00037200	Pocillopora_meandrina_HIv1___RNAseq.g7608.t1
OG0021109	Peve_00006152	Pocillopora_meandrina_HIv1___RNAseq.g10708.t1
OG0021110	Peve_00003763	Pocillopora_meandrina_HIv1___RNAseq.g25483.t1
OG0021111	Peve_00033532	Pocillopora_meandrina_HIv1___RNAseq.g29130.t1
OG0021114	Peve_00036352	Pocillopora_meandrina_HIv1___TS.g16713.t1
OG0021116	Peve_00017795	Pocillopora_meandrina_HIv1___RNAseq.g29443.t1
OG0021117	Peve_00012559	Pocillopora_meandrina_HIv1___RNAseq.g10365.t1
OG0021119	Peve_00041148	Pocillopora_meandrina_HIv1___RNAseq.g18850.t1
OG0021120	Peve_00007883	Pocillopora_meandrina_HIv1___RNAseq.g15644.t1
OG0021121	Peve_00009105	Pocillopora_meandrina_HIv1___RNAseq.g9029.t1
OG0021122	Peve_00023365	Pocillopora_meandrina_HIv1___RNAseq.g17298.t1
OG0021123	Peve_00001830	Pocillopora_meandrina_HIv1___RNAseq.g3707.t1
OG0021127	Peve_00043959	Pocillopora_meandrina_HIv1___RNAseq.g1046.t1b
OG0021128	Peve_00001490	Pocillopora_meandrina_HIv1___RNAseq.g22724.t1
OG0021129	Peve_00037609	Pocillopora_meandrina_HIv1___RNAseq.g4336.t1
OG0021130	Peve_00014280	Pocillopora_meandrina_HIv1___RNAseq.g16211.t1
OG0021131	Peve_00032414	Pocillopora_meandrina_HIv1___RNAseq.g2944.t1
OG0021132	Peve_00034935	Pocillopora_meandrina_HIv1___RNAseq.g15025.t1
OG0021133	Peve_00011044	Pocillopora_meandrina_HIv1___RNAseq.g11216.t1
OG0021134	Peve_00029362	Pocillopora_meandrina_HIv1___RNAseq.g29358.t1
OG0021137	Peve_00010855	Pocillopora_meandrina_HIv1___RNAseq.g30003.t1
OG0021140	Peve_00030579	Pocillopora_meandrina_HIv1___RNAseq.g13313.t1
OG0021141	Peve_00022414	Pocillopora_meandrina_HIv1___TS.g9659.t1
OG0021142	Peve_00018385	Pocillopora_meandrina_HIv1___RNAseq.g10794.t1
OG0021144	Peve_00035498	Pocillopora_meandrina_HIv1___RNAseq.g8127.t1
OG0021145	Peve_00001797	Pocillopora_meandrina_HIv1___RNAseq.g9170.t1
OG0021146	Peve_00025144	Pocillopora_meandrina_HIv1___RNAseq.g23823.t1
OG0021147	Peve_00008960	Pocillopora_meandrina_HIv1___RNAseq.g11547.t1
OG0021149	Peve_00004914	Pocillopora_meandrina_HIv1___RNAseq.g28748.t1
OG0021150	Peve_00009591	Pocillopora_meandrina_HIv1___TS.g194.t2
OG0021154	Peve_00024416	Pocillopora_meandrina_HIv1___RNAseq.g6775.t1
OG0021155	Peve_00033577	Pocillopora_meandrina_HIv1___RNAseq.g2537.t1
OG0021159	Peve_00021261	Pocillopora_meandrina_HIv1___RNAseq.g24865.t1
OG0021163	Peve_00000174	Pocillopora_meandrina_HIv1___RNAseq.g19046.t1
OG0021164	Peve_00023594	Pocillopora_meandrina_HIv1___TS.g10663.t1
OG0021165	Peve_00005804	Pocillopora_meandrina_HIv1___RNAseq.g27700.t1
OG0021167	Peve_00036455	Pocillopora_meandrina_HIv1___TS.g12183.t1
OG0021168	Peve_00002426	Pocillopora_meandrina_HIv1___RNAseq.g22794.t1
OG0021169	Peve_00004497	Pocillopora_meandrina_HIv1___TS.g25959.t1
OG0021170	Peve_00021684	Pocillopora_meandrina_HIv1___RNAseq.g4622.t1
OG0021171	Peve_00012828	Pocillopora_meandrina_HIv1___RNAseq.g5750.t1
OG0021173	Peve_00039802	Pocillopora_meandrina_HIv1___RNAseq.g2376.t1
OG0021174	Peve_00044964	Pocillopora_meandrina_HIv1___RNAseq.g29475.t1
OG0021175	Peve_00021698	Pocillopora_meandrina_HIv1___RNAseq.g4637.t1
OG0021177	Peve_00001477	Pocillopora_meandrina_HIv1___RNAseq.g13975.t1
OG0021178	Peve_00017686	Pocillopora_meandrina_HIv1___RNAseq.g25202.t1
OG0021180	Peve_00007014	Pocillopora_meandrina_HIv1___RNAseq.g26081.t1
OG0021182	Peve_00010779	Pocillopora_meandrina_HIv1___RNAseq.g21583.t1
OG0021183	Peve_00017053	Pocillopora_meandrina_HIv1___RNAseq.g12886.t1
OG0021185	Peve_00030394	Pocillopora_meandrina_HIv1___RNAseq.g23613.t1
OG0021186	Peve_00013223	Pocillopora_meandrina_HIv1___RNAseq.g9306.t1
OG0021187	Peve_00042912	Pocillopora_meandrina_HIv1___RNAseq.g24517.t1
OG0021189	Peve_00001495	Pocillopora_meandrina_HIv1___TS.g27482.t1
OG0021190	Peve_00036792	Pocillopora_meandrina_HIv1___RNAseq.g16123.t2
OG0021191	Peve_00018845	Pocillopora_meandrina_HIv1___RNAseq.g23395.t1
OG0021192	Peve_00034679	Pocillopora_meandrina_HIv1___RNAseq.g21251.t1b
OG0021194	Peve_00012004	Pocillopora_meandrina_HIv1___RNAseq.g11911.t1
OG0021195	Peve_00016212	Pocillopora_meandrina_HIv1___RNAseq.g12224.t1
OG0021196	Peve_00009792	Pocillopora_meandrina_HIv1___RNAseq.g18047.t1
OG0021197	Peve_00039967	Pocillopora_meandrina_HIv1___RNAseq.g30196.t1
OG0021198	Peve_00043645	Pocillopora_meandrina_HIv1___RNAseq.g7053.t1
OG0021201	Peve_00028096	Pocillopora_meandrina_HIv1___RNAseq.g22947.t1
OG0021203	Peve_00036495	Pocillopora_meandrina_HIv1___RNAseq.g13907.t1
OG0021205	Peve_00000125	Pocillopora_meandrina_HIv1___RNAseq.g19207.t1
OG0021207	Peve_00034881	Pocillopora_meandrina_HIv1___RNAseq.g20019.t1
OG0021210	Peve_00043253	Pocillopora_meandrina_HIv1___RNAseq.g25802.t1a
OG0021211	Peve_00039267	Pocillopora_meandrina_HIv1___RNAseq.g7600.t1
OG0021214	Peve_00044436	Pocillopora_meandrina_HIv1___RNAseq.g6253.t2
OG0021215	Peve_00039650	Pocillopora_meandrina_HIv1___RNAseq.g23098.t1
OG0021216	Peve_00007599	Pocillopora_meandrina_HIv1___RNAseq.g13652.t1
OG0021217	Peve_00006890	Pocillopora_meandrina_HIv1___RNAseq.g4813.t1
OG0021218	Peve_00036810	Pocillopora_meandrina_HIv1___RNAseq.g3022.t1
OG0021219	Peve_00026880	Pocillopora_meandrina_HIv1___RNAseq.g15000.t1
OG0021223	Peve_00013402	Pocillopora_meandrina_HIv1___RNAseq.g21960.t1
OG0021224	Peve_00010315	Pocillopora_meandrina_HIv1___RNAseq.g18576.t1
OG0021227	Peve_00044962	Pocillopora_meandrina_HIv1___RNAseq.g29479.t1
OG0021229	Peve_00013235	Pocillopora_meandrina_HIv1___RNAseq.g9294.t1
OG0021230	Peve_00024527	Pocillopora_meandrina_HIv1___RNAseq.g1413.t1
OG0021231	Peve_00041045	Pocillopora_meandrina_HIv1___TS.g6381.t1
OG0021232	Peve_00034747	Pocillopora_meandrina_HIv1___TS.g23263.t1
OG0021234	Peve_00013431	Pocillopora_meandrina_HIv1___RNAseq.g21482.t1
OG0021237	Peve_00014021	Pocillopora_meandrina_HIv1___RNAseq.g4601.t1
OG0021238	Peve_00030745	Pocillopora_meandrina_HIv1___RNAseq.g15034.t1
OG0021240	Peve_00002964	Pocillopora_meandrina_HIv1___RNAseq.g20877.t1
OG0021241	Peve_00004080	Pocillopora_meandrina_HIv1___RNAseq.g15667.t1
OG0021244	Peve_00036372	Pocillopora_meandrina_HIv1___RNAseq.g23539.t1
OG0021245	Peve_00012652	Pocillopora_meandrina_HIv1___RNAseq.g26238.t1
OG0021246	Peve_00016335	Pocillopora_meandrina_HIv1___RNAseq.g2918.t1
OG0021247	Peve_00029263	Pocillopora_meandrina_HIv1___RNAseq.g18648.t1
OG0021248	Peve_00021857	Pocillopora_meandrina_HIv1___RNAseq.g7366.t1
OG0021250	Peve_00026977	Pocillopora_meandrina_HIv1___RNAseq.g7074.t1
OG0021252	Peve_00021926	Pocillopora_meandrina_HIv1___RNAseq.g21613.t1
OG0021253	Peve_00024495	Pocillopora_meandrina_HIv1___RNAseq.g18687.t1
OG0021257	Peve_00032179	Pocillopora_meandrina_HIv1___RNAseq.g15776.t2
OG0021258	Peve_00026084	Pocillopora_meandrina_HIv1___RNAseq.g18780.t1
OG0021259	Peve_00019765	Pocillopora_meandrina_HIv1___RNAseq.g2556.t1
OG0021264	Peve_00000872	Pocillopora_meandrina_HIv1___TS.g11553.t1
OG0021266	Peve_00004149	Pocillopora_meandrina_HIv1___TS.g4491.t1
OG0021268	Peve_00031558	Pocillopora_meandrina_HIv1___RNAseq.g16769.t1
OG0021269	Peve_00007764	Pocillopora_meandrina_HIv1___RNAseq.g8818.t1
OG0021270	Peve_00005553	Pocillopora_meandrina_HIv1___RNAseq.g26974.t1
OG0021271	Peve_00013734	Pocillopora_meandrina_HIv1___RNAseq.g24063.t1
OG0021273	Peve_00031879	Pocillopora_meandrina_HIv1___RNAseq.g18900.t1
OG0021274	Peve_00020343	Pocillopora_meandrina_HIv1___RNAseq.g19268.t1a
OG0021276	Peve_00037698	Pocillopora_meandrina_HIv1___RNAseq.g30043.t1
OG0021280	Peve_00011560	Pocillopora_meandrina_HIv1___TS.g1765.t1
OG0021281	Peve_00001486	Pocillopora_meandrina_HIv1___RNAseq.g22719.t1
OG0021284	Peve_00010378	Pocillopora_meandrina_HIv1___RNAseq.g29727.t1
OG0021287	Peve_00006917	Pocillopora_meandrina_HIv1___RNAseq.g27462.t1
OG0021288	Peve_00001088	Pocillopora_meandrina_HIv1___TS.g25859.t1
OG0021289	Peve_00029324	Pocillopora_meandrina_HIv1___RNAseq.g29437.t2a
OG0021290	Peve_00040862	Pocillopora_meandrina_HIv1___RNAseq.g20505.t1
OG0021292	Peve_00010302	Pocillopora_meandrina_HIv1___RNAseq.g15533.t1
OG0021293	Peve_00032222	Pocillopora_meandrina_HIv1___RNAseq.g1626.t1
OG0021294	Peve_00020600	Pocillopora_meandrina_HIv1___RNAseq.g14466.t1
OG0021296	Peve_00006198	Pocillopora_meandrina_HIv1___TS.g13503.t1
OG0021298	Peve_00034925	Pocillopora_meandrina_HIv1___RNAseq.g17025.t1
OG0021299	Peve_00034926	Pocillopora_meandrina_HIv1___RNAseq.g17027.t1
OG0021300	Peve_00022887	Pocillopora_meandrina_HIv1___RNAseq.g6133.t1
OG0021302	Peve_00030155	Pocillopora_meandrina_HIv1___TS.g25775.t2
OG0021303	Peve_00010678	Pocillopora_meandrina_HIv1___RNAseq.g17106.t1
OG0021304	Peve_00038583	Pocillopora_meandrina_HIv1___RNAseq.g10673.t1
OG0021305	Peve_00011463	Pocillopora_meandrina_HIv1___RNAseq.g20270.t2
OG0021306	Peve_00041124	Pocillopora_meandrina_HIv1___RNAseq.g30278.t1
OG0021308	Peve_00034356	Pocillopora_meandrina_HIv1___RNAseq.g28732.t1
OG0021312	Peve_00015448	Pocillopora_meandrina_HIv1___RNAseq.26738_t
OG0021313	Peve_00036696	Pocillopora_meandrina_HIv1___RNAseq.g12063.t1
OG0021314	Peve_00000852	Pocillopora_meandrina_HIv1___TS.g28707.t1
OG0021315	Peve_00021001	Pocillopora_meandrina_HIv1___RNAseq.g29776.t1
OG0021317	Peve_00007452	Pocillopora_meandrina_HIv1___TS.g20595.t1a
OG0021318	Peve_00012645	Pocillopora_meandrina_HIv1___RNAseq.g5649.t1
OG0021319	Peve_00012720	Pocillopora_meandrina_HIv1___TS.g28342.t1
OG0021320	Peve_00006177	Pocillopora_meandrina_HIv1___RNAseq.g10995.t1
OG0021321	Peve_00027986	Pocillopora_meandrina_HIv1___RNAseq.g28490.t1
OG0021322	Peve_00004962	Pocillopora_meandrina_HIv1___RNAseq.g8429.t1a
OG0021323	Peve_00004961	Pocillopora_meandrina_HIv1___RNAseq.g8429.t1b
OG0021324	Peve_00032582	Pocillopora_meandrina_HIv1___RNAseq.g12964.t1
OG0021325	Peve_00008331	Pocillopora_meandrina_HIv1___RNAseq.g16215.t1
OG0021326	Peve_00031732	Pocillopora_meandrina_HIv1___RNAseq.g11905.t1
OG0021330	Peve_00039834	Pocillopora_meandrina_HIv1___RNAseq.g27565.t1
OG0021331	Peve_00007894	Pocillopora_meandrina_HIv1___RNAseq.g15369.t1
OG0021332	Peve_00004781	Pocillopora_meandrina_HIv1___RNAseq.g21177.t1
OG0021333	Peve_00037097	Pocillopora_meandrina_HIv1___RNAseq.g29842.t1
OG0021334	Peve_00037745	Pocillopora_meandrina_HIv1___RNAseq.g6692.t1
OG0021336	Peve_00038425	Pocillopora_meandrina_HIv1___RNAseq.g20303.t1
OG0021337	Peve_00040574	Pocillopora_meandrina_HIv1___RNAseq.g15108.t1
OG0021339	Peve_00024642	Pocillopora_meandrina_HIv1___RNAseq.g27772.t1
OG0021340	Peve_00040553	Pocillopora_meandrina_HIv1___RNAseq.g18906.t1
OG0021341	Peve_00034486	Pocillopora_meandrina_HIv1___TS.g15477.t1b
OG0021342	Peve_00030721	Pocillopora_meandrina_HIv1___TS.g22287.t1
OG0021343	Peve_00006922	Pocillopora_meandrina_HIv1___RNAseq.g27464.t1
OG0021344	Peve_00024034	Pocillopora_meandrina_HIv1___RNAseq.g24832.t1
OG0021345	Peve_00006649	Pocillopora_meandrina_HIv1___RNAseq.g18151.t1
OG0021346	Peve_00006660	Pocillopora_meandrina_HIv1___RNAseq.g17236.t1
OG0021347	Peve_00036997	Pocillopora_meandrina_HIv1___RNAseq.g2234.t1
OG0021349	Peve_00035151	Pocillopora_meandrina_HIv1___RNAseq.g1742.t1
OG0021350	Peve_00020432	Pocillopora_meandrina_HIv1___RNAseq.g1392.t1
OG0021351	Peve_00037898	Pocillopora_meandrina_HIv1___RNAseq.g17247.t1
OG0021352	Peve_00037929	Pocillopora_meandrina_HIv1___RNAseq.g23308.t1
OG0021354	Peve_00040206	Pocillopora_meandrina_HIv1___RNAseq.g4209.t1
OG0021355	Peve_00027602	Pocillopora_meandrina_HIv1___RNAseq.g26100.t1
OG0021357	Peve_00036102	Pocillopora_meandrina_HIv1___RNAseq.g12085.t1
OG0021358	Peve_00004236	Pocillopora_meandrina_HIv1___RNAseq.g18239.t1
OG0021359	Peve_00045096	Pocillopora_meandrina_HIv1___RNAseq.g12294.t1
OG0021360	Peve_00037709	Pocillopora_meandrina_HIv1___RNAseq.g17913.t1
OG0021361	Peve_00000818	Pocillopora_meandrina_HIv1___RNAseq.g3206.t1
OG0021362	Peve_00005060	Pocillopora_meandrina_HIv1___TS.g9341.t1
OG0021364	Peve_00004548	Pocillopora_meandrina_HIv1___RNAseq.g25283.t1
OG0021365	Peve_00044971	Pocillopora_meandrina_HIv1___RNAseq.g29468.t1
OG0021366	Peve_00018368	Pocillopora_meandrina_HIv1___RNAseq.g10804.t1
