# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/17-Ptuh-lncRNA/Ptuh-lncRNA.gtf" "-o" "../output/18-Ptuh-lncRNA-matrix/Ptuh-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-47.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-48.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-50.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-53.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-57.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/18-Ptuh-lncRNA-matrix/RNA-POC-47.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-48.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-50.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-53.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-57.sorted.bam
lncRNA_14792	Pocillopora_meandrina_HIv1___Sc0000037	1443536	1444468	+	933	0	0	0	0	0
lncRNA_14793	Pocillopora_meandrina_HIv1___Sc0000037	1495346	1503646	+	8301	6	77	52	54	10
lncRNA_14794	Pocillopora_meandrina_HIv1___Sc0000037	1699977	1701230	+	1254	249	288	411	226	156
lncRNA_14795	Pocillopora_meandrina_HIv1___Sc0000037	2286662	2287688	+	1027	0	0	0	0	39
lncRNA_14796	Pocillopora_meandrina_HIv1___Sc0000037	2308213	2308563	+	351	4	0	26	3	0
lncRNA_14797	Pocillopora_meandrina_HIv1___Sc0000037	2711443	2712532	+	1090	14	19	35	18	2
lncRNA_14798	Pocillopora_meandrina_HIv1___Sc0000037	1488	2150	+	663	43	66	29	72	52
lncRNA_14799	Pocillopora_meandrina_HIv1___Sc0000037	16529	17842	+	1314	21	15	35	48	15
lncRNA_14800	Pocillopora_meandrina_HIv1___Sc0000037	21935	22158	+	224	19	0	18	0	22
lncRNA_14801	Pocillopora_meandrina_HIv1___Sc0000037	96712	97249	+	538	14	75	0	40	9
lncRNA_14802	Pocillopora_meandrina_HIv1___Sc0000037	165569	166389	+	821	16	24	70	33	51
lncRNA_14803	Pocillopora_meandrina_HIv1___Sc0000037	167138	167402	+	265	0	0	0	0	15
lncRNA_14804	Pocillopora_meandrina_HIv1___Sc0000037	201914	202367	+	454	0	34	26	40	0
lncRNA_14805	Pocillopora_meandrina_HIv1___Sc0000037	227899	229064	+	1166	18	74	126	91	9
lncRNA_14806	Pocillopora_meandrina_HIv1___Sc0000037	229680	230177	+	498	0	31	65	31	0
lncRNA_14807	Pocillopora_meandrina_HIv1___Sc0000037	236314	237156	+	843	26	15	17	35	51
lncRNA_14808	Pocillopora_meandrina_HIv1___Sc0000037	237442	237866	+	425	0	23	26	47	24
lncRNA_14809	Pocillopora_meandrina_HIv1___Sc0000037	311895	312819	+	925	0	17	16	77	2
lncRNA_14810	Pocillopora_meandrina_HIv1___Sc0000037	542134	542419	+	286	0	0	10	20	0
lncRNA_14811	Pocillopora_meandrina_HIv1___Sc0000037	543478	543801	+	324	10	30	2	38	0
lncRNA_14812	Pocillopora_meandrina_HIv1___Sc0000037	740799	741601	+	803	7	40	93	54	0
lncRNA_14813	Pocillopora_meandrina_HIv1___Sc0000037	825943	826147	+	205	5	15	10	4	20
lncRNA_14814	Pocillopora_meandrina_HIv1___Sc0000037	906975	907214	+	240	12	0	764	0	0
lncRNA_14815	Pocillopora_meandrina_HIv1___Sc0000037	948692	949685	+	994	102	22	27	16	8
lncRNA_14816	Pocillopora_meandrina_HIv1___Sc0000037	960765	961053	+	289	15	8	30	4	0
lncRNA_14817	Pocillopora_meandrina_HIv1___Sc0000037	970129	971188	+	1060	73	26	25	80	31
lncRNA_14818	Pocillopora_meandrina_HIv1___Sc0000037	976549	976821	+	273	0	0	48	16	0
lncRNA_14819	Pocillopora_meandrina_HIv1___Sc0000037	1001493	1001929	+	437	0	32	22	37	0
lncRNA_14820	Pocillopora_meandrina_HIv1___Sc0000037	1009826	1010567	+	742	0	0	0	0	52
lncRNA_14821	Pocillopora_meandrina_HIv1___Sc0000037	1012331	1013655	+	1325	17	53	77	24	157
lncRNA_14822	Pocillopora_meandrina_HIv1___Sc0000037	1042808	1043858	+	1051	62	144	133	218	115
lncRNA_14823	Pocillopora_meandrina_HIv1___Sc0000037	1045257	1046192	+	936	50	8	23	38	0
lncRNA_14824	Pocillopora_meandrina_HIv1___Sc0000037	1174250	1174595	+	346	18	18	13	4	28
lncRNA_14825	Pocillopora_meandrina_HIv1___Sc0000037	1234532	1234829	+	298	0	0	0	0	0
lncRNA_14826	Pocillopora_meandrina_HIv1___Sc0000037	1255689	1256468	+	780	12	21	31	56	1
lncRNA_14827	Pocillopora_meandrina_HIv1___Sc0000037	1271974	1272817	+	844	0	0	0	0	0
lncRNA_14828	Pocillopora_meandrina_HIv1___Sc0000037	1388123	1388895	+	773	56	123	20	89	104
lncRNA_14829	Pocillopora_meandrina_HIv1___Sc0000037	1487984	1488265	+	282	1	15	12	0	18
lncRNA_14830	Pocillopora_meandrina_HIv1___Sc0000037	1489879	1490161	+	283	2	10	0	0	22
lncRNA_14831	Pocillopora_meandrina_HIv1___Sc0000037	1490907	1491475	+	569	8	74	38	50	0
lncRNA_14832	Pocillopora_meandrina_HIv1___Sc0000037	1541165	1541616	+	452	0	14	22	59	0
lncRNA_14833	Pocillopora_meandrina_HIv1___Sc0000037	1581059	1581272	+	214	0	9	31	0	2
lncRNA_14834	Pocillopora_meandrina_HIv1___Sc0000037	1582071	1582515	+	445	39	33	19	10	0
lncRNA_14835	Pocillopora_meandrina_HIv1___Sc0000037	1615591	1615983	+	393	9	0	25	8	6
lncRNA_14836	Pocillopora_meandrina_HIv1___Sc0000037	1662879	1663122	+	244	12	0	24	0	9
lncRNA_14837	Pocillopora_meandrina_HIv1___Sc0000037	1936030	1936402	+	373	0	0	2	0	12
lncRNA_14838	Pocillopora_meandrina_HIv1___Sc0000037	1948192	1948427	+	236	4	31	23	0	0
lncRNA_14839	Pocillopora_meandrina_HIv1___Sc0000037	1966525	1967193	+	669	0	0	0	59	108
lncRNA_14840	Pocillopora_meandrina_HIv1___Sc0000037	1982167	1982399	+	233	33	7	2	36	21
lncRNA_14841	Pocillopora_meandrina_HIv1___Sc0000037	2057059	2057286	+	228	0	6	26	28	3
lncRNA_14842	Pocillopora_meandrina_HIv1___Sc0000037	2079343	2080057	+	715	0	3	68	0	0
lncRNA_14843	Pocillopora_meandrina_HIv1___Sc0000037	2244003	2244287	+	285	0	0	36	17	0
lncRNA_14844	Pocillopora_meandrina_HIv1___Sc0000037	2335070	2335742	+	673	467	727	990	587	528
lncRNA_14845	Pocillopora_meandrina_HIv1___Sc0000037	2434121	2434555	+	435	0	40	77	32	0
lncRNA_14846	Pocillopora_meandrina_HIv1___Sc0000037	2456752	2457010	+	259	2	12	5	37	0
lncRNA_14847	Pocillopora_meandrina_HIv1___Sc0000037	2460093	2460777	+	685	213	2	15	25	3
lncRNA_14848	Pocillopora_meandrina_HIv1___Sc0000037	2484110	2484425	+	316	6	7	58	1	8
lncRNA_14849	Pocillopora_meandrina_HIv1___Sc0000037	2489407	2489613	+	207	0	0	12	0	12
lncRNA_14850	Pocillopora_meandrina_HIv1___Sc0000037	2566905	2567361	+	457	150	4	23	34	0
lncRNA_14851	Pocillopora_meandrina_HIv1___Sc0000037	2615060	2615442	+	383	8	22	53	85	0
lncRNA_14852	Pocillopora_meandrina_HIv1___Sc0000037	2633576	2633963	+	388	14	15	23	31	30
lncRNA_14853	Pocillopora_meandrina_HIv1___Sc0000037	2634255	2634512	+	258	19	15	2	17	18
lncRNA_14854	Pocillopora_meandrina_HIv1___Sc0000037	2647198	2647445	+	248	19	0	17	0	10
lncRNA_14855	Pocillopora_meandrina_HIv1___Sc0000037	2652331	2652613	+	283	7	20	2	0	0
lncRNA_14856	Pocillopora_meandrina_HIv1___Sc0000037	2666545	2667158	+	614	8	10	46	8	20
lncRNA_14857	Pocillopora_meandrina_HIv1___Sc0000037	2670771	2671063	+	293	0	7	0	29	0
lncRNA_14858	Pocillopora_meandrina_HIv1___Sc0000037	2676888	2677102	+	215	20	0	0	0	27
lncRNA_14859	Pocillopora_meandrina_HIv1___Sc0000037	2724227	2724654	+	428	0	0	10	54	0
lncRNA_14860	Pocillopora_meandrina_HIv1___Sc0000037	2753560	2754433	+	874	0	0	27	63	0
lncRNA_14861	Pocillopora_meandrina_HIv1___Sc0000037	2756969	2757210	+	242	25	21	0	19	5
lncRNA_14862	Pocillopora_meandrina_HIv1___Sc0000037	2764725	2765721	+	997	30	15	12	112	26
lncRNA_14863	Pocillopora_meandrina_HIv1___Sc0000037	2795796	2796049	+	254	2	0	23	0	0
lncRNA_14864	Pocillopora_meandrina_HIv1___Sc0000038	91700	107606	+	15907	32	6	2	2	9
lncRNA_14865	Pocillopora_meandrina_HIv1___Sc0000038	105505	126000	+	20496	203	220	246	239	189
lncRNA_14866	Pocillopora_meandrina_HIv1___Sc0000038	348702	351055	+	2354	69	253	22	40	600
lncRNA_14867	Pocillopora_meandrina_HIv1___Sc0000038	447383	449350	+	1968	667	875	957	846	857
lncRNA_14868	Pocillopora_meandrina_HIv1___Sc0000038	723200	723612	+	413	0	0	115	0	0
lncRNA_14869	Pocillopora_meandrina_HIv1___Sc0000038	734640	735662	+	1023	68	30	81	43	471
lncRNA_14870	Pocillopora_meandrina_HIv1___Sc0000038	938783	939020	+	238	0	40	9	16	16
lncRNA_14871	Pocillopora_meandrina_HIv1___Sc0000038	956155	978978	+	22824	1	0	3	15	0
lncRNA_14872	Pocillopora_meandrina_HIv1___Sc0000038	958139	981212	+	23074	88	102	79	68	874
lncRNA_14873	Pocillopora_meandrina_HIv1___Sc0000038	1069880	1070625	+	746	95	72	133	242	3
lncRNA_14874	Pocillopora_meandrina_HIv1___Sc0000038	1703571	1710744	+	7174	867	671	497	748	1080
lncRNA_14875	Pocillopora_meandrina_HIv1___Sc0000038	1711447	1711827	+	381	0	5	0	0	27
lncRNA_14876	Pocillopora_meandrina_HIv1___Sc0000038	1779746	1813526	+	33781	70	26	85	312	6
lncRNA_14877	Pocillopora_meandrina_HIv1___Sc0000038	1813596	1814560	+	965	0	0	3	21	0
lncRNA_14878	Pocillopora_meandrina_HIv1___Sc0000038	1825530	1826826	+	1297	15	3	31	29	2
lncRNA_14879	Pocillopora_meandrina_HIv1___Sc0000038	2088597	2089121	+	525	0	0	7	20	287
lncRNA_14880	Pocillopora_meandrina_HIv1___Sc0000038	2127816	2128514	+	699	11	6	5	10	8
lncRNA_14881	Pocillopora_meandrina_HIv1___Sc0000038	2130325	2130767	+	443	19	22	6	10	6
lncRNA_14882	Pocillopora_meandrina_HIv1___Sc0000038	2430517	2430727	+	211	11	57	105	14	84
lncRNA_14883	Pocillopora_meandrina_HIv1___Sc0000038	2433433	2434338	+	906	8	58	7	83	274
lncRNA_14884	Pocillopora_meandrina_HIv1___Sc0000038	2535360	2538432	+	3073	75	0	125	157	73
lncRNA_14885	Pocillopora_meandrina_HIv1___Sc0000038	2600982	2601475	+	494	30	24	67	33	48
lncRNA_14886	Pocillopora_meandrina_HIv1___Sc0000038	242687	243127	+	441	16	28	56	51	24
lncRNA_14887	Pocillopora_meandrina_HIv1___Sc0000038	317363	318506	+	1144	26	25	52	38	2
lncRNA_14888	Pocillopora_meandrina_HIv1___Sc0000038	570861	571404	+	544	25	95	82	35	103
lncRNA_14889	Pocillopora_meandrina_HIv1___Sc0000038	631966	632920	+	955	475	1032	1863	1168	161
lncRNA_14890	Pocillopora_meandrina_HIv1___Sc0000038	636803	637606	+	804	5	159	27	210	21
lncRNA_14891	Pocillopora_meandrina_HIv1___Sc0000038	651351	655570	+	4220	210	263	194	317	241
lncRNA_14892	Pocillopora_meandrina_HIv1___Sc0000038	719778	723112	+	3335	10	0	292	0	4
lncRNA_14893	Pocillopora_meandrina_HIv1___Sc0000038	944551	945633	+	1083	0	15	4	12	18
lncRNA_14894	Pocillopora_meandrina_HIv1___Sc0000038	955792	956970	+	1179	0	18	24	12	21
lncRNA_14895	Pocillopora_meandrina_HIv1___Sc0000038	987424	988056	+	633	7	11	10	13	6
lncRNA_14896	Pocillopora_meandrina_HIv1___Sc0000038	1132527	1138873	+	6347	5	291	33	87	43
lncRNA_14897	Pocillopora_meandrina_HIv1___Sc0000038	1209079	1209516	+	438	172	50	178	93	54
lncRNA_14898	Pocillopora_meandrina_HIv1___Sc0000038	1250380	1250789	+	410	0	39	36	5	3
lncRNA_14899	Pocillopora_meandrina_HIv1___Sc0000038	1254103	1254892	+	790	0	0	0	0	0
lncRNA_14900	Pocillopora_meandrina_HIv1___Sc0000038	1254171	1255589	+	1419	0	0	0	0	0
lncRNA_14901	Pocillopora_meandrina_HIv1___Sc0000038	1254171	1255589	+	1419	0	0	0	0	0
lncRNA_14902	Pocillopora_meandrina_HIv1___Sc0000038	1352820	1353492	+	673	0	2	90	76	2
lncRNA_14903	Pocillopora_meandrina_HIv1___Sc0000038	1392562	1393382	+	821	4	0	6	18	25
lncRNA_14904	Pocillopora_meandrina_HIv1___Sc0000038	1445450	1450504	+	5055	1577	1003	1607	1662	1269
lncRNA_14905	Pocillopora_meandrina_HIv1___Sc0000038	1528024	1529374	+	1351	42	122	151	156	254
lncRNA_14906	Pocillopora_meandrina_HIv1___Sc0000038	1540037	1542263	+	2227	430	632	1	76	279
lncRNA_14907	Pocillopora_meandrina_HIv1___Sc0000038	1605535	1614048	+	8514	150	232	781	73	37
lncRNA_14908	Pocillopora_meandrina_HIv1___Sc0000038	1619034	1625821	+	6788	134	147	196	72	258
lncRNA_14909	Pocillopora_meandrina_HIv1___Sc0000038	1619995	1627419	+	7425	0	4	19	0	8
lncRNA_14910	Pocillopora_meandrina_HIv1___Sc0000038	1804774	1805076	+	303	0	0	0	0	0
lncRNA_14911	Pocillopora_meandrina_HIv1___Sc0000038	1804774	1805076	+	303	0	0	0	0	0
lncRNA_14912	Pocillopora_meandrina_HIv1___Sc0000038	1805508	1807057	+	1550	0	0	0	0	0
lncRNA_14913	Pocillopora_meandrina_HIv1___Sc0000038	1817005	1817492	+	488	0	0	0	39	0
lncRNA_14914	Pocillopora_meandrina_HIv1___Sc0000038	1871537	1873427	+	1891	168	222	360	146	350
lncRNA_14915	Pocillopora_meandrina_HIv1___Sc0000038	1877229	1877477	+	249	201	118	81	98	133
lncRNA_14916	Pocillopora_meandrina_HIv1___Sc0000038	1888217	1891601	+	3385	50	10	75	135	60
lncRNA_14917	Pocillopora_meandrina_HIv1___Sc0000038	1911223	1913945	+	2723	1083	104	331	751	245
lncRNA_14918	Pocillopora_meandrina_HIv1___Sc0000038	1959611	1961375	+	1765	21	11	34	66	12
lncRNA_14919	Pocillopora_meandrina_HIv1___Sc0000038	2023358	2023838	+	481	16	43	44	57	139
lncRNA_14920	Pocillopora_meandrina_HIv1___Sc0000038	2177154	2177847	+	694	3	4	11	52	11
lncRNA_14921	Pocillopora_meandrina_HIv1___Sc0000038	2205374	2206335	+	962	3	0	27	40	4
lncRNA_14922	Pocillopora_meandrina_HIv1___Sc0000038	2549635	2552170	+	2536	0	0	0	0	0
lncRNA_14923	Pocillopora_meandrina_HIv1___Sc0000038	2549655	2552170	+	2516	0	0	0	0	0
lncRNA_14924	Pocillopora_meandrina_HIv1___Sc0000038	2690136	2692313	+	2178	280	125	377	485	132
lncRNA_14925	Pocillopora_meandrina_HIv1___Sc0000038	33690	33972	+	283	2	0	4	29	6
lncRNA_14926	Pocillopora_meandrina_HIv1___Sc0000038	40508	40729	+	222	0	8	14	22	0
lncRNA_14927	Pocillopora_meandrina_HIv1___Sc0000038	157143	157700	+	558	0	19	18	64	0
lncRNA_14928	Pocillopora_meandrina_HIv1___Sc0000038	241444	241690	+	247	0	0	14	0	22
lncRNA_14929	Pocillopora_meandrina_HIv1___Sc0000038	295008	295616	+	609	14	64	23	74	0
lncRNA_14930	Pocillopora_meandrina_HIv1___Sc0000038	567408	568857	+	1450	162	68	52	350	36
lncRNA_14931	Pocillopora_meandrina_HIv1___Sc0000038	677552	677793	+	242	0	0	0	11	375
lncRNA_14932	Pocillopora_meandrina_HIv1___Sc0000038	690906	691226	+	321	0	1	0	0	19
lncRNA_14933	Pocillopora_meandrina_HIv1___Sc0000038	698948	699817	+	870	0	117	50	26	0
lncRNA_14934	Pocillopora_meandrina_HIv1___Sc0000038	857634	858045	+	412	0	28	21	25	0
lncRNA_14935	Pocillopora_meandrina_HIv1___Sc0000038	862711	863104	+	394	0	0	0	0	22
lncRNA_14936	Pocillopora_meandrina_HIv1___Sc0000038	916921	917308	+	388	0	10	43	53	0
lncRNA_14937	Pocillopora_meandrina_HIv1___Sc0000038	919850	920060	+	211	0	19	0	0	0
lncRNA_14938	Pocillopora_meandrina_HIv1___Sc0000038	1010880	1011770	+	891	0	0	22	8	58
lncRNA_14939	Pocillopora_meandrina_HIv1___Sc0000038	1102060	1103632	+	1573	48	111	16	28	125
lncRNA_14940	Pocillopora_meandrina_HIv1___Sc0000038	1125456	1125929	+	474	0	37	0	0	8
lncRNA_14941	Pocillopora_meandrina_HIv1___Sc0000038	1145700	1145912	+	213	0	0	0	0	27
lncRNA_14942	Pocillopora_meandrina_HIv1___Sc0000038	1147239	1147475	+	237	0	18	0	12	0
lncRNA_14943	Pocillopora_meandrina_HIv1___Sc0000038	1162072	1162560	+	489	0	14	34	29	0
lncRNA_14944	Pocillopora_meandrina_HIv1___Sc0000038	1257810	1258086	+	277	0	2	10	8	26
lncRNA_14945	Pocillopora_meandrina_HIv1___Sc0000038	1398809	1399114	+	306	13	3	14	34	0
lncRNA_14946	Pocillopora_meandrina_HIv1___Sc0000038	1513690	1513894	+	205	5	4	1	62	0
lncRNA_14947	Pocillopora_meandrina_HIv1___Sc0000038	1515469	1515700	+	232	3	0	3	4	6
lncRNA_14948	Pocillopora_meandrina_HIv1___Sc0000038	1548682	1548976	+	295	23	24	6	24	9
lncRNA_14949	Pocillopora_meandrina_HIv1___Sc0000038	1553862	1554802	+	941	128	149	24	37	17
lncRNA_14950	Pocillopora_meandrina_HIv1___Sc0000038	1558002	1558932	+	931	67	76	22	20	56
lncRNA_14951	Pocillopora_meandrina_HIv1___Sc0000038	1583385	1583784	+	400	17	7	7	37	37
lncRNA_14952	Pocillopora_meandrina_HIv1___Sc0000038	1636233	1636748	+	516	20	10	20	6	38
lncRNA_14953	Pocillopora_meandrina_HIv1___Sc0000038	1747518	1747829	+	312	19	6	0	8	23
lncRNA_14954	Pocillopora_meandrina_HIv1___Sc0000038	1777079	1777413	+	335	0	0	26	2	0
lncRNA_14955	Pocillopora_meandrina_HIv1___Sc0000038	1814955	1815195	+	241	0	0	0	13	0
lncRNA_14956	Pocillopora_meandrina_HIv1___Sc0000038	1827491	1827790	+	300	1	0	31	3	8
lncRNA_14957	Pocillopora_meandrina_HIv1___Sc0000039	359904	361070	+	1167	0	0	0	0	0
lncRNA_14958	Pocillopora_meandrina_HIv1___Sc0000039	359977	361070	+	1094	0	0	0	0	0
lncRNA_14959	Pocillopora_meandrina_HIv1___Sc0000039	473512	475182	+	1671	48	15	29	34	0
lncRNA_14960	Pocillopora_meandrina_HIv1___Sc0000039	542359	542923	+	565	0	2	16	8	3
lncRNA_14961	Pocillopora_meandrina_HIv1___Sc0000039	583765	583987	+	223	2	13	11	11	0
lncRNA_14962	Pocillopora_meandrina_HIv1___Sc0000039	636990	645103	+	8114	7	17	29	130	18
lncRNA_14963	Pocillopora_meandrina_HIv1___Sc0000039	680810	681999	+	1190	0	0	0	0	0
lncRNA_14964	Pocillopora_meandrina_HIv1___Sc0000039	680810	681999	+	1190	0	0	0	0	0
lncRNA_14965	Pocillopora_meandrina_HIv1___Sc0000039	737994	739096	+	1103	0	0	0	0	0
lncRNA_14966	Pocillopora_meandrina_HIv1___Sc0000039	738002	739096	+	1095	0	0	0	0	0
lncRNA_14967	Pocillopora_meandrina_HIv1___Sc0000039	1115800	1117465	+	1666	16	150	122	69	114
lncRNA_14968	Pocillopora_meandrina_HIv1___Sc0000039	1910811	1911554	+	744	0	71	1	22	0
lncRNA_14969	Pocillopora_meandrina_HIv1___Sc0000039	2419202	2438332	+	19131	438	514	538	203	328
lncRNA_14970	Pocillopora_meandrina_HIv1___Sc0000039	2302615	2303666	+	1052	33	258	12	2	131
lncRNA_14971	Pocillopora_meandrina_HIv1___Sc0000039	2308412	2310273	+	1862	9	82	84	75	69
lncRNA_14972	Pocillopora_meandrina_HIv1___Sc0000039	2316371	2319757	+	3387	10	98	6	0	53
lncRNA_14973	Pocillopora_meandrina_HIv1___Sc0000039	2329489	2330828	+	1340	3	20	5	0	4
lncRNA_14974	Pocillopora_meandrina_HIv1___Sc0000039	2330124	2330828	+	705	0	0	0	0	0
lncRNA_14975	Pocillopora_meandrina_HIv1___Sc0000039	2383753	2418492	+	34740	0	0	0	0	0
lncRNA_14976	Pocillopora_meandrina_HIv1___Sc0000039	2349834	2350694	+	861	68	23	77	3	17
lncRNA_14977	Pocillopora_meandrina_HIv1___Sc0000039	2390687	2393889	+	3203	0	0	0	0	0
lncRNA_14978	Pocillopora_meandrina_HIv1___Sc0000039	2394036	2394801	+	766	0	0	0	0	0
lncRNA_14979	Pocillopora_meandrina_HIv1___Sc0000039	2446088	2447563	+	1476	0	12	0	0	0
lncRNA_14980	Pocillopora_meandrina_HIv1___Sc0000039	2446323	2447563	+	1241	0	0	0	0	0
lncRNA_14981	Pocillopora_meandrina_HIv1___Sc0000039	2456488	2458614	+	2127	3	37	6	1	46
lncRNA_14982	Pocillopora_meandrina_HIv1___Sc0000039	2460382	2461269	+	888	151	217	209	9	110
lncRNA_14983	Pocillopora_meandrina_HIv1___Sc0000039	2509063	2510238	+	1176	0	21	53	125	1
lncRNA_14984	Pocillopora_meandrina_HIv1___Sc0000039	2568652	2569137	+	486	3	116	0	0	0
lncRNA_14985	Pocillopora_meandrina_HIv1___Sc0000039	227189	228214	+	1026	0	20	34	26	0
lncRNA_14986	Pocillopora_meandrina_HIv1___Sc0000039	343077	343432	+	356	4	31	35	35	19
lncRNA_14987	Pocillopora_meandrina_HIv1___Sc0000039	344006	344299	+	294	5	13	10	12	9
lncRNA_14988	Pocillopora_meandrina_HIv1___Sc0000039	449028	449667	+	640	0	23	22	19	83
lncRNA_14989	Pocillopora_meandrina_HIv1___Sc0000039	550940	552201	+	1262	6	32	35	29	5
lncRNA_14990	Pocillopora_meandrina_HIv1___Sc0000039	773809	774877	+	1069	23	44	21	18	9
lncRNA_14991	Pocillopora_meandrina_HIv1___Sc0000039	814999	815593	+	595	38	9	3	20	17
lncRNA_14992	Pocillopora_meandrina_HIv1___Sc0000039	815982	816458	+	477	0	10	3	3	4
lncRNA_14993	Pocillopora_meandrina_HIv1___Sc0000039	870120	872478	+	2359	268	21	357	154	58
lncRNA_14994	Pocillopora_meandrina_HIv1___Sc0000039	888716	890402	+	1687	2254	1352	2670	2570	1993
lncRNA_14995	Pocillopora_meandrina_HIv1___Sc0000039	898624	900654	+	2031	0	0	0	0	0
lncRNA_14996	Pocillopora_meandrina_HIv1___Sc0000039	898625	900654	+	2030	0	0	0	0	0
lncRNA_14997	Pocillopora_meandrina_HIv1___Sc0000039	1175880	1176692	+	813	255	174	205	4	288
lncRNA_14998	Pocillopora_meandrina_HIv1___Sc0000039	1182476	1208952	+	26477	162	136	173	234	178
lncRNA_14999	Pocillopora_meandrina_HIv1___Sc0000039	1185450	1186113	+	664	0	0	0	0	0
lncRNA_15000	Pocillopora_meandrina_HIv1___Sc0000039	1447091	1448648	+	1558	4725	6171	4525	6336	6226
lncRNA_15001	Pocillopora_meandrina_HIv1___Sc0000039	2245866	2247031	+	1166	56	84	61	26	2
lncRNA_15002	Pocillopora_meandrina_HIv1___Sc0000039	2312436	2313122	+	687	0	1	27	0	29
lncRNA_15003	Pocillopora_meandrina_HIv1___Sc0000039	2322954	2323607	+	654	43	387	93	4	13
lncRNA_15004	Pocillopora_meandrina_HIv1___Sc0000039	2332916	2333211	+	296	67	230	13	16	275
lncRNA_15005	Pocillopora_meandrina_HIv1___Sc0000039	2383791	2435226	+	51436	0	0	0	0	0
lncRNA_15006	Pocillopora_meandrina_HIv1___Sc0000039	2397809	2435226	+	37418	0	0	0	0	0
lncRNA_15007	Pocillopora_meandrina_HIv1___Sc0000039	2384308	2420115	+	35808	0	0	0	0	0
lncRNA_15008	Pocillopora_meandrina_HIv1___Sc0000039	2427044	2427420	+	377	0	0	0	0	0
lncRNA_15009	Pocillopora_meandrina_HIv1___Sc0000039	2459765	2460160	+	396	5	38	26	59	31
lncRNA_15010	Pocillopora_meandrina_HIv1___Sc0000039	36541	36868	+	328	0	0	1	23	2
lncRNA_15011	Pocillopora_meandrina_HIv1___Sc0000039	129604	129836	+	233	0	7	6	31	5
lncRNA_15012	Pocillopora_meandrina_HIv1___Sc0000039	186723	186988	+	266	16	3	13	4	46
lncRNA_15013	Pocillopora_meandrina_HIv1___Sc0000039	227758	228056	+	299	0	0	0	0	0
lncRNA_15014	Pocillopora_meandrina_HIv1___Sc0000039	237395	237694	+	300	0	0	27	0	0
lncRNA_15015	Pocillopora_meandrina_HIv1___Sc0000039	297720	298151	+	432	0	64	36	86	4
lncRNA_15016	Pocillopora_meandrina_HIv1___Sc0000039	308371	308592	+	222	1	22	14	30	0
lncRNA_15017	Pocillopora_meandrina_HIv1___Sc0000039	310539	310830	+	292	0	0	0	16	0
lncRNA_15018	Pocillopora_meandrina_HIv1___Sc0000039	493908	494427	+	520	0	8	80	56	12
lncRNA_15019	Pocillopora_meandrina_HIv1___Sc0000039	589394	590212	+	819	0	13	4	23	10
lncRNA_15020	Pocillopora_meandrina_HIv1___Sc0000039	593828	594084	+	257	0	1	15	3	1
lncRNA_15021	Pocillopora_meandrina_HIv1___Sc0000039	651101	651531	+	431	5	33	1	37	120
lncRNA_15022	Pocillopora_meandrina_HIv1___Sc0000039	655606	655956	+	351	4	2	25	17	0
lncRNA_15023	Pocillopora_meandrina_HIv1___Sc0000039	677010	677476	+	467	0	2	0	2	30
lncRNA_15024	Pocillopora_meandrina_HIv1___Sc0000039	682229	682677	+	449	35	15	1	38	41
lncRNA_15025	Pocillopora_meandrina_HIv1___Sc0000039	817694	818168	+	475	0	2	0	10	20
lncRNA_15026	Pocillopora_meandrina_HIv1___Sc0000039	818886	819266	+	381	0	15	0	9	27
lncRNA_15027	Pocillopora_meandrina_HIv1___Sc0000039	836685	837392	+	708	0	30	11	12	25
lncRNA_15028	Pocillopora_meandrina_HIv1___Sc0000039	864802	865767	+	966	89	18	70	79	40
lncRNA_15029	Pocillopora_meandrina_HIv1___Sc0000039	866130	866553	+	424	11	22	18	50	1
lncRNA_15030	Pocillopora_meandrina_HIv1___Sc0000039	867957	868173	+	217	2	0	17	3	28
lncRNA_15031	Pocillopora_meandrina_HIv1___Sc0000039	1067620	1068004	+	385	0	9	47	15	0
lncRNA_15032	Pocillopora_meandrina_HIv1___Sc0000039	1112972	1113565	+	594	26	58	0	64	20
lncRNA_15033	Pocillopora_meandrina_HIv1___Sc0000039	1119258	1119766	+	509	59	2	23	0	4
lncRNA_15034	Pocillopora_meandrina_HIv1___Sc0000039	1134194	1134404	+	211	0	0	0	0	18
lncRNA_15035	Pocillopora_meandrina_HIv1___Sc0000039	1138059	1138333	+	275	0	5	34	27	0
lncRNA_15036	Pocillopora_meandrina_HIv1___Sc0000039	1254256	1254548	+	293	23	20	10	21	0
lncRNA_15037	Pocillopora_meandrina_HIv1___Sc0000039	1307559	1307960	+	402	26	100	57	15	80
