# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/19-Apul-lncRNA-matrix/Apul-lncRNAs.gtf" "-o" "../output/19-Apul-lncRNA-matrix/Apul-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/07-Apul-Hisat/RNA-ACR-140.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-145.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-150.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-173.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-178.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/07-Apul-Hisat/RNA-ACR-140.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-145.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-150.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-173.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-178.sorted.bam
lncRNA_19973	ptg000027l	14586640	14587246	+	607	0	0	14	1	54
lncRNA_19974	ptg000027l	14590690	14590962	+	273	1	0	4	19	1
lncRNA_19975	ptg000027l	14622336	14622628	+	293	5	12	0	0	23
lncRNA_19976	ptg000027l	14622964	14623269	+	306	6	8	2	5	27
lncRNA_19977	ptg000027l	14636775	14637516	+	742	0	14	46	6	125
lncRNA_19978	ptg000027l	14697204	14697769	+	566	1	0	4	0	42
lncRNA_19979	ptg000027l	14712820	14713466	+	647	15	0	2	1	11
lncRNA_19980	ptg000027l	14753953	14754791	+	839	70	0	25	0	103
lncRNA_19981	ptg000027l	14807975	14808463	+	489	0	0	13	0	4
lncRNA_19982	ptg000027l	14847437	14847737	+	301	0	0	0	0	5
lncRNA_19983	ptg000027l	14909555	14910364	+	810	46	5	26	0	36
lncRNA_19984	ptg000027l	14930622	14931267	+	646	5	0	227	4	336
lncRNA_19985	ptg000027l	14944332	14944585	+	254	8	0	12	0	0
lncRNA_19986	ptg000027l	14957935	14959033	+	1099	34	0	26	0	24
lncRNA_19987	ptg000027l	14959913	14960332	+	420	0	0	3	0	7
lncRNA_19988	ptg000027l	15102849	15103212	+	364	648	492	23	64	405
lncRNA_19989	ptg000027l	15124407	15125313	+	907	13	7	2	6	4
lncRNA_19990	ptg000027l	15159630	15159940	+	311	20	0	12	0	5
lncRNA_19991	ptg000027l	15174312	15175881	+	1570	60	3	12	8	112
lncRNA_19992	ptg000027l	15184119	15184683	+	565	66	5	64	0	9
lncRNA_19993	ptg000027l	15542751	15543283	+	533	54	5	81	29	333
lncRNA_19994	ptg000027l	15570494	15570874	+	381	0	3	7	7	36
lncRNA_19995	ptg000027l	15575199	15575452	+	254	0	0	13	0	25
lncRNA_19996	ptg000027l	15618117	15619530	+	1414	23	0	8	0	16
lncRNA_19997	ptg000027l	15620341	15620549	+	209	0	0	0	0	24
lncRNA_19998	ptg000027l	15643910	15644733	+	824	0	0	7	0	12
lncRNA_19999	ptg000027l	15645837	15646375	+	539	1	0	2	0	49
lncRNA_20000	ptg000027l	15648905	15649554	+	650	1	2	15	3	15
lncRNA_20001	ptg000027l	15658562	15659382	+	821	6	0	24	2	32
lncRNA_20002	ptg000027l	15668797	15669116	+	320	4	0	4	0	15
lncRNA_20003	ptg000027l	15697373	15697622	+	250	0	0	21	0	25
lncRNA_20004	ptg000027l	15700328	15701384	+	1057	15	0	21	0	24
lncRNA_20005	ptg000027l	15725682	15726773	+	1092	18	1	32	9	62
lncRNA_20006	ptg000027l	15746325	15746571	+	247	1	0	0	2	32
lncRNA_20007	ptg000027l	15768407	15768646	+	240	0	0	8	0	9
lncRNA_20008	ptg000027l	15769102	15769892	+	791	17	1	61	1	172
lncRNA_20009	ptg000027l	15771362	15771710	+	349	0	0	0	20	0
lncRNA_20010	ptg000027l	15773902	15774615	+	714	24	0	20	0	74
lncRNA_20011	ptg000027l	15792250	15793132	+	883	10	0	60	5	87
lncRNA_20012	ptg000027l	15817677	15817888	+	212	0	0	0	9	5
lncRNA_20013	ptg000027l	15819863	15820307	+	445	5	49	0	4	0
lncRNA_20014	ptg000027l	15821829	15822728	+	900	29	5	187	10	688
lncRNA_20015	ptg000027l	15829585	15830126	+	542	63	4	78	7	269
lncRNA_20016	ptg000027l	15875305	15876360	+	1056	3	0	10	2	14
lncRNA_20017	ptg000027l	15885946	15886637	+	692	60	0	85	0	0
lncRNA_20018	ptg000027l	15895305	15895581	+	277	0	0	22	0	13
lncRNA_20019	ptg000027l	15899909	15900948	+	1040	1	0	0	0	87
lncRNA_20020	ptg000027l	15908459	15908713	+	255	0	0	2	0	4
lncRNA_20021	ptg000027l	15919833	15920313	+	481	0	0	15	0	1
lncRNA_20022	ptg000027l	15921558	15922377	+	820	17	0	58	0	40
lncRNA_20023	ptg000027l	15924692	15925482	+	791	6	2	19	15	47
lncRNA_20024	ptg000027l	15929702	15931205	+	1504	0	0	6	2	28
lncRNA_20025	ptg000027l	15934485	15935255	+	771	9	0	83	1	64
lncRNA_20026	ptg000027l	15944720	15945249	+	530	4	0	4	0	15
lncRNA_20027	ptg000027l	15976463	15977835	+	1373	51	2	56	10	237
lncRNA_20028	ptg000027l	16012515	16013260	+	746	56	1	50	8	194
lncRNA_20029	ptg000027l	16041506	16041727	+	222	0	0	8	0	0
lncRNA_20030	ptg000027l	16055239	16055531	+	293	3	1	3	0	0
lncRNA_20031	ptg000027l	16055974	16056619	+	646	3	0	14	0	16
lncRNA_20032	ptg000027l	16119465	16120686	+	1222	85	14	45	18	366
lncRNA_20033	ptg000027l	16123806	16124843	+	1038	67	0	75	2	105
lncRNA_20034	ptg000027l	16127012	16127648	+	637	74	3	20	1	131
lncRNA_20035	ptg000027l	16149691	16150181	+	491	55	0	0	0	0
lncRNA_20036	ptg000027l	16159373	16160393	+	1021	50	0	44	3	119
lncRNA_20037	ptg000027l	16183532	16184419	+	888	45	0	47	25	109
lncRNA_20038	ptg000027l	16192004	16193412	+	1409	54	16	114	0	166
lncRNA_20039	ptg000028l	32418	35705	+	3288	0	0	0	0	0
lncRNA_20040	ptg000028l	32523	35705	+	3183	0	0	0	0	0
lncRNA_20041	ptg000028l	33128	35705	+	2578	0	0	0	0	0
lncRNA_20042	ptg000028l	153935	155515	+	1581	23	72	42	146	60
lncRNA_20043	ptg000028l	160069	161404	+	1336	1	0	20	85	8
lncRNA_20044	ptg000028l	209939	219441	+	9503	282	141	13	162	294
lncRNA_20045	ptg000028l	282863	283186	+	324	26	13	0	29	1
lncRNA_20046	ptg000028l	450521	453739	+	3219	13	41	16	91	10
lncRNA_20047	ptg000028l	494165	495036	+	872	21	58	36	25	238
lncRNA_20048	ptg000028l	155594	157559	+	1966	15	101	10	56	10
lncRNA_20049	ptg000028l	156250	157559	+	1310	0	0	0	0	0
lncRNA_20050	ptg000028l	451583	453763	+	2181	0	0	0	0	0
lncRNA_20051	ptg000028l	122493	122728	+	236	0	0	0	0	20
lncRNA_20052	ptg000028l	158886	159643	+	758	4	1	32	21	25
lncRNA_20053	ptg000028l	269185	269970	+	786	4	4	0	14	56
lncRNA_20054	ptg000028l	271825	272077	+	253	24	4	0	0	0
lncRNA_20055	ptg000028l	449042	449257	+	216	2	0	0	2	12
lncRNA_20056	ptg000028l	497894	498165	+	272	8	0	0	4	38
lncRNA_20057	ptg000028l	498508	499155	+	648	30	0	0	0	184
lncRNA_20058	ptg000028l	510308	510537	+	230	23	12	4	14	5
lncRNA_20059	ptg000028l	512019	512247	+	229	26	0	14	0	3
lncRNA_20060	ptg000028l	513815	514261	+	447	36	3	0	14	66
lncRNA_20061	ptg000028l	543217	544054	+	838	287	6	97	179	63
lncRNA_20062	ptg000028l	545208	545796	+	589	19	50	6	22	39
lncRNA_20063	ptg000028l	556203	556421	+	219	8	1	0	0	23
lncRNA_20064	ptg000028l	585716	586265	+	550	0	0	35	0	67
lncRNA_20065	ptg000029c	51224	52644	+	1421	344	191	77	197	1
lncRNA_20066	ptg000029c	124865	127824	+	2960	17	0	7	0	25
lncRNA_20067	ptg000029c	125422	127824	+	2403	0	0	0	0	0
lncRNA_20068	ptg000029c	286851	291792	+	4942	35	9	129	11	201
lncRNA_20069	ptg000029c	364402	365570	+	1169	66	29	0	38	9
lncRNA_20070	ptg000029c	374720	375375	+	656	7	26	38	3	13
lncRNA_20071	ptg000029c	653393	659019	+	5627	4	0	7	33	8
lncRNA_20072	ptg000029c	657093	659019	+	1927	0	0	0	0	0
lncRNA_20073	ptg000029c	823101	834880	+	11780	91	15	18	12	37
lncRNA_20074	ptg000029c	824949	826606	+	1658	0	0	0	0	0
lncRNA_20075	ptg000029c	899661	900915	+	1255	0	54	0	28	0
lncRNA_20076	ptg000029c	1029227	1033299	+	4073	89	18	55	14	107
lncRNA_20077	ptg000029c	1114069	1114305	+	237	19	0	7	2	62
lncRNA_20078	ptg000029c	1127602	1127962	+	361	20	6	0	16	0
lncRNA_20079	ptg000029c	1290339	1292076	+	1738	79	105	50	165	15
lncRNA_20080	ptg000029c	1307824	1308272	+	449	21	5	38	8	64
lncRNA_20081	ptg000029c	1329989	1330699	+	711	16	0	0	12	74
lncRNA_20082	ptg000029c	1340073	1342456	+	2384	13	0	1	0	268
lncRNA_20083	ptg000029c	1343723	1344606	+	884	0	0	0	0	53
lncRNA_20084	ptg000029c	1357909	1359256	+	1348	0	0	1	0	0
lncRNA_20085	ptg000029c	1624325	1637498	+	13174	164	40	0	156	0
lncRNA_20086	ptg000029c	1632844	1637498	+	4655	0	0	0	0	0
lncRNA_20087	ptg000029c	1639237	1642019	+	2783	171	34	48	1094	7
lncRNA_20088	ptg000029c	1723723	1724806	+	1084	0	1	12	0	45
lncRNA_20089	ptg000029c	102876	105501	+	2626	967	79	55	522	570
lncRNA_20090	ptg000029c	448554	450001	+	1448	8	8	1	2	17
lncRNA_20091	ptg000029c	487821	488490	+	670	138	17	101	264	65
lncRNA_20092	ptg000029c	520318	520914	+	597	5	9	25	0	43
lncRNA_20093	ptg000029c	630229	630572	+	344	75	3	52	58	7
lncRNA_20094	ptg000029c	637549	650400	+	12852	136	61	90	92	207
lncRNA_20095	ptg000029c	736399	736615	+	217	21	0	68	2	1
lncRNA_20096	ptg000029c	801888	803913	+	2026	53	16	10	14	9
lncRNA_20097	ptg000029c	769508	769768	+	261	91	0	31	30	24
lncRNA_20098	ptg000029c	787581	787956	+	376	2	17	0	0	1
lncRNA_20099	ptg000029c	820006	820323	+	318	0	3	9	0	22
lncRNA_20100	ptg000029c	832786	836457	+	3672	0	27	0	14	3
lncRNA_20101	ptg000029c	877319	878315	+	997	0	0	0	34	4
lncRNA_20102	ptg000029c	884940	888174	+	3235	30	22	8	19	115
lncRNA_20103	ptg000029c	895331	897816	+	2486	0	13	0	24	0
lncRNA_20104	ptg000029c	1248627	1254431	+	5805	209	173	46	247	92
lncRNA_20105	ptg000029c	1253201	1254274	+	1074	0	0	0	0	0
lncRNA_20106	ptg000029c	1358071	1359288	+	1218	0	0	0	0	0
lncRNA_20107	ptg000029c	1431736	1433274	+	1539	116	20	34	39	91
lncRNA_20108	ptg000029c	1471627	1473061	+	1435	2	0	0	0	3
lncRNA_20109	ptg000029c	1471875	1473061	+	1187	0	0	0	0	0
lncRNA_20110	ptg000029c	1473515	1475330	+	1816	65	0	93	12	120
lncRNA_20111	ptg000029c	1760387	1761957	+	1571	88	0	126	6	51
lncRNA_20112	ptg000029c	29195	29500	+	306	0	0	16	0	9
lncRNA_20113	ptg000029c	30377	30679	+	303	1	17	4	21	1
lncRNA_20114	ptg000029c	44695	44897	+	203	0	0	5	0	13
lncRNA_20115	ptg000029c	90285	90527	+	243	36	12	9	11	66
lncRNA_20116	ptg000029c	122067	122993	+	927	50	18	8	80	9
lncRNA_20117	ptg000029c	128175	128409	+	235	0	1	8	0	41
lncRNA_20118	ptg000029c	135933	136742	+	810	12	2	276	3	285
lncRNA_20119	ptg000029c	138326	138631	+	306	9	10	23	18	7
lncRNA_20120	ptg000029c	189263	189512	+	250	57	0	15	85	5
lncRNA_20121	ptg000029c	196436	197150	+	715	10	36	20	39	21
lncRNA_20122	ptg000029c	244248	244455	+	208	0	0	0	0	69
lncRNA_20123	ptg000029c	270441	270647	+	207	1	6	8	0	22
lncRNA_20124	ptg000029c	272782	273001	+	220	0	20	0	0	4
lncRNA_20125	ptg000029c	275256	275589	+	334	0	4	1	24	11
lncRNA_20126	ptg000029c	277548	278182	+	635	8	9	17	19	36
lncRNA_20127	ptg000029c	285433	286010	+	578	1	0	9	0	92
lncRNA_20128	ptg000029c	305530	306289	+	760	21	2	0	6	45
lncRNA_20129	ptg000029c	306620	307159	+	540	22	0	5	0	60
lncRNA_20130	ptg000029c	317525	318012	+	488	8	66	0	3	4
lncRNA_20131	ptg000029c	414641	415204	+	564	123	1	2	42	0
lncRNA_20132	ptg000029c	659593	660319	+	727	60	0	3	21	1
lncRNA_20133	ptg000029c	734223	734516	+	294	9	20	0	15	3
lncRNA_20134	ptg000029c	770662	771326	+	665	134	4	56	68	8
lncRNA_20135	ptg000029c	795137	795634	+	498	0	5	0	32	11
lncRNA_20136	ptg000029c	806203	806653	+	451	0	0	5	0	13
lncRNA_20137	ptg000029c	817946	818301	+	356	28	4	0	0	1
lncRNA_20138	ptg000029c	818898	819125	+	228	0	0	18	0	26
lncRNA_20139	ptg000029c	881001	881240	+	240	5	0	0	0	1
lncRNA_20140	ptg000029c	889573	889775	+	203	3	0	0	0	9
lncRNA_20141	ptg000029c	1076879	1077085	+	207	46	0	7	0	0
lncRNA_20142	ptg000029c	1107619	1108215	+	597	43	21	30	6	11
lncRNA_20143	ptg000029c	1112074	1112431	+	358	25	0	4	0	0
lncRNA_20144	ptg000029c	1115123	1115790	+	668	0	24	17	0	24
lncRNA_20145	ptg000029c	1129606	1131560	+	1955	76	25	115	26	332
lncRNA_20146	ptg000029c	1133830	1134356	+	527	85	0	0	0	0
lncRNA_20147	ptg000029c	1136395	1136748	+	354	99	43	31	59	13
lncRNA_20148	ptg000029c	1142497	1142776	+	280	26	0	0	0	0
lncRNA_20149	ptg000029c	1152806	1153351	+	546	88	10	0	33	0
lncRNA_20150	ptg000029c	1204098	1205454	+	1357	281	103	7	65	14
lncRNA_20151	ptg000029c	1223827	1224083	+	257	6	275	0	2	2
lncRNA_20152	ptg000029c	1263750	1264217	+	468	8	0	0	6	44
lncRNA_20153	ptg000029c	1266611	1267759	+	1149	23	13	12	0	103
lncRNA_20154	ptg000029c	1268670	1269103	+	434	0	2	0	0	2
lncRNA_20155	ptg000029c	1270401	1271290	+	890	78	7	12	81	5
lncRNA_20156	ptg000029c	1279322	1279531	+	210	5	26	2	2	1
lncRNA_20157	ptg000029c	1281097	1281738	+	642	8	3	0	35	8
lncRNA_20158	ptg000029c	1286068	1286644	+	577	10	0	8	9	92
lncRNA_20159	ptg000029c	1349704	1350542	+	839	143	45	210	523	36
lncRNA_20160	ptg000029c	1376089	1376483	+	395	16	11	14	5	38
lncRNA_20161	ptg000029c	1449522	1449932	+	411	5	20	10	0	39
lncRNA_20162	ptg000029c	1451276	1451610	+	335	8	10	32	8	66
lncRNA_20163	ptg000029c	1469963	1470425	+	463	30	31	59	2	143
lncRNA_20164	ptg000029c	1589076	1589374	+	299	5	20	7	46	16
lncRNA_20165	ptg000029c	1608766	1609275	+	510	46	2	83	11	28
lncRNA_20166	ptg000029c	1639901	1640136	+	236	0	0	0	0	0
lncRNA_20167	ptg000029c	1675016	1675313	+	298	0	6	9	0	20
lncRNA_20168	ptg000029c	1680657	1681146	+	490	0	56	0	0	4
lncRNA_20169	ptg000029c	1683459	1683803	+	345	0	0	0	0	49
lncRNA_20170	ptg000029c	1688868	1689077	+	210	0	0	8	0	24
lncRNA_20171	ptg000029c	1730326	1730571	+	246	41	11	1	1	37
lncRNA_20172	ptg000029c	1745379	1745630	+	252	0	0	18	0	21
lncRNA_20173	ptg000029c	1757652	1758889	+	1238	74	30	35	1	105
lncRNA_20174	ptg000029c	1762234	1762532	+	299	3	0	8	0	4
lncRNA_20175	ptg000029c	1763699	1764200	+	502	8	0	40	7	11
lncRNA_20176	ptg000029c	1801905	1802659	+	755	78	0	0	1	0
lncRNA_20177	ptg000030l	190894	191343	+	450	7	2	35	1	24
lncRNA_20178	ptg000030l	557716	558261	+	546	37	0	0	0	47
lncRNA_20179	ptg000030l	749789	751225	+	1437	55	36	116	43	36
lncRNA_20180	ptg000030l	830793	837997	+	7205	12	0	8	1	24
lncRNA_20181	ptg000030l	891227	894003	+	2777	3	0	0	0	12
lncRNA_20182	ptg000030l	1094314	1095963	+	1650	0	0	0	0	0
lncRNA_20183	ptg000030l	1096950	1114698	+	17749	195	68	98	78	260
lncRNA_20184	ptg000030l	1107326	1114698	+	7373	0	0	0	0	0
lncRNA_20185	ptg000030l	1106675	1107288	+	614	0	0	0	0	0
lncRNA_20186	ptg000030l	1211919	1214610	+	2692	190	246	123	144	174
lncRNA_20187	ptg000030l	1241360	1244655	+	3296	50	20	40	89	126
lncRNA_20188	ptg000030l	1454521	1456035	+	1515	0	0	0	0	0
lncRNA_20189	ptg000030l	1454522	1456035	+	1514	0	0	0	0	0
lncRNA_20190	ptg000030l	1489299	1489582	+	284	0	0	0	0	0
lncRNA_20191	ptg000030l	1575262	1576339	+	1078	4	0	0	13	0
lncRNA_20192	ptg000030l	1588179	1589354	+	1176	18	1	1	18	17
lncRNA_20193	ptg000030l	1635124	1635551	+	428	13	41	17	0	0
lncRNA_20194	ptg000030l	1758028	1764328	+	6301	36	0	1	0	72
lncRNA_20195	ptg000030l	2043335	2045795	+	2461	151	125	42	7	19
lncRNA_20196	ptg000030l	2442590	2443793	+	1204	0	2	0	71	2
lncRNA_20197	ptg000030l	2756302	2763401	+	7100	42	86	37	37	68
lncRNA_20198	ptg000030l	3009137	3010369	+	1233	3	0	1	0	24
lncRNA_20199	ptg000030l	3021115	3024284	+	3170	13	10	190	1	61
lncRNA_20200	ptg000030l	3099374	3100277	+	904	0	0	0	0	0
lncRNA_20201	ptg000030l	3099378	3100553	+	1176	0	0	30	0	14
lncRNA_20202	ptg000030l	9928	11673	+	1746	0	0	0	0	0
lncRNA_20203	ptg000030l	9928	17968	+	8041	52	2	31	1	82
lncRNA_20204	ptg000030l	147593	148264	+	672	0	0	0	0	0
lncRNA_20205	ptg000030l	147593	148264	+	672	0	0	0	0	0
lncRNA_20206	ptg000030l	147714	148264	+	551	0	0	0	0	0
lncRNA_20207	ptg000030l	636510	641470	+	4961	90	2	0	0	6
lncRNA_20208	ptg000030l	728426	730829	+	2404	109	16	173	118	428
lncRNA_20209	ptg000030l	750957	752644	+	1688	11	29	35	50	35
lncRNA_20210	ptg000030l	1094356	1096444	+	2089	14	3	14	15	12
lncRNA_20211	ptg000030l	1107339	1114673	+	7335	0	0	0	0	0
lncRNA_20212	ptg000030l	1447578	1461153	+	13576	38	70	11	66	146
lncRNA_20213	ptg000030l	1453269	1456084	+	2816	0	0	0	0	0
lncRNA_20214	ptg000030l	1459745	1462333	+	2589	5	12	26	48	115
lncRNA_20215	ptg000030l	1484791	1486954	+	2164	0	0	0	0	0
lncRNA_20216	ptg000030l	1484795	1486954	+	2160	0	0	0	0	0
lncRNA_20217	ptg000030l	1489305	1490677	+	1373	16	3	0	5	9
lncRNA_20218	ptg000030l	1570239	1575841	+	5603	1	0	0	6	0
lncRNA_20219	ptg000030l	1588922	1590756	+	1835	0	0	0	0	0
lncRNA_20220	ptg000030l	1589084	1590756	+	1673	0	0	0	0	0
lncRNA_20221	ptg000030l	1989628	1991880	+	2253	0	0	0	0	0
lncRNA_20222	ptg000030l	1989632	1992364	+	2733	0	11	10	27	48
lncRNA_20223	ptg000030l	1995583	1998070	+	2488	56	107	86	54	147
lncRNA_20224	ptg000030l	2485643	2487132	+	1490	7	18	67	2	229
lncRNA_20225	ptg000030l	2835222	2837203	+	1982	0	148	3	0	65
lncRNA_20226	ptg000030l	2840598	2841042	+	445	0	12	0	0	3
lncRNA_20227	ptg000030l	2916336	2916706	+	371	0	59	0	8	1
lncRNA_20228	ptg000030l	2929709	2933433	+	3725	143	125	210	2	193
lncRNA_20229	ptg000030l	3015892	3018099	+	2208	0	1	90	0	60
lncRNA_20230	ptg000030l	1368	1654	+	287	1	0	1	0	16
lncRNA_20231	ptg000030l	2104	2440	+	337	63	0	11	23	3
lncRNA_20232	ptg000030l	4168	4480	+	313	5	0	3	1	3
lncRNA_20233	ptg000030l	8223	8479	+	257	0	0	14	0	0
lncRNA_20234	ptg000030l	10096	10308	+	213	0	0	0	0	0
lncRNA_20235	ptg000030l	19768	20209	+	442	62	0	12	3	17
lncRNA_20236	ptg000030l	21610	22365	+	756	1	0	4	0	3
lncRNA_20237	ptg000030l	23349	23646	+	298	8	0	3	0	0
lncRNA_20238	ptg000030l	24708	25059	+	352	3	1	3	0	2
lncRNA_20239	ptg000030l	28777	29137	+	361	14	0	5	1	0
lncRNA_20240	ptg000030l	32113	32385	+	273	0	0	1	0	8
lncRNA_20241	ptg000030l	41668	41928	+	261	7	0	4	0	1
lncRNA_20242	ptg000030l	42360	42733	+	374	4	0	0	0	2
lncRNA_20243	ptg000030l	45128	45400	+	273	10	0	2	0	1
lncRNA_20244	ptg000030l	50493	50753	+	261	7	0	2	0	0
lncRNA_20245	ptg000030l	53966	54264	+	299	2	0	7	0	4
lncRNA_20246	ptg000030l	57372	57595	+	224	3	0	2	0	0
lncRNA_20247	ptg000030l	59423	59804	+	382	4	0	2	2	0
lncRNA_20248	ptg000030l	62100	62391	+	292	9	0	2	0	2
lncRNA_20249	ptg000030l	63555	63760	+	206	4	0	3	1	2
lncRNA_20250	ptg000030l	64854	65250	+	397	6	0	2	0	3
lncRNA_20251	ptg000030l	68253	68474	+	222	6	0	1	1	1
lncRNA_20252	ptg000030l	69681	69886	+	206	6	0	2	0	0
lncRNA_20253	ptg000030l	88807	90259	+	1453	29	0	65	8	268
lncRNA_20254	ptg000030l	91257	91516	+	260	0	0	9	0	93
lncRNA_20255	ptg000030l	97847	98066	+	220	28	0	8	0	18
lncRNA_20256	ptg000030l	99240	100131	+	892	108	2	53	49	118
lncRNA_20257	ptg000030l	103213	103948	+	736	35	0	38	27	162
lncRNA_20258	ptg000030l	130511	130864	+	354	12	0	12	0	37
lncRNA_20259	ptg000030l	157798	159367	+	1570	13	6	55	29	212
lncRNA_20260	ptg000030l	165907	166783	+	877	12	0	20	13	130
lncRNA_20261	ptg000030l	224370	225503	+	1134	0	0	7	0	16
lncRNA_20262	ptg000030l	250609	251285	+	677	0	2	8	0	18
lncRNA_20263	ptg000030l	257214	258276	+	1063	2	0	19	0	94
lncRNA_20264	ptg000030l	308812	309033	+	222	2	7	0	2	0
lncRNA_20265	ptg000030l	316984	318808	+	1825	0	2	0	0	182
lncRNA_20266	ptg000030l	322939	323492	+	554	0	0	24	0	146
lncRNA_20267	ptg000030l	362373	363364	+	992	14	0	4	0	26
lncRNA_20268	ptg000030l	364143	365198	+	1056	6	0	10	0	110
lncRNA_20269	ptg000030l	402133	402743	+	611	0	2	10	1	85
lncRNA_20270	ptg000030l	403350	403864	+	515	0	0	30	0	150
lncRNA_20271	ptg000030l	408536	408785	+	250	0	0	12	0	45
lncRNA_20272	ptg000030l	413262	414126	+	865	0	0	32	0	232
lncRNA_20273	ptg000030l	428422	428844	+	423	0	0	6	0	29
lncRNA_20274	ptg000030l	463710	464856	+	1147	38	39	39	52	113
lncRNA_20275	ptg000030l	466580	467082	+	503	0	0	0	0	118
lncRNA_20276	ptg000030l	469761	470429	+	669	0	5	0	0	83
lncRNA_20277	ptg000030l	509937	510397	+	461	8	2	18	0	75
lncRNA_20278	ptg000030l	538091	538479	+	389	9	0	0	1	38
lncRNA_20279	ptg000030l	543118	543405	+	288	4	0	0	3	24
lncRNA_20280	ptg000030l	562497	563169	+	673	3	11	13	26	63
lncRNA_20281	ptg000030l	596779	597646	+	868	0	0	7	2	88
lncRNA_20282	ptg000030l	613983	614643	+	661	0	0	22	0	106
lncRNA_20283	ptg000030l	646906	647506	+	601	0	10	46	0	203
lncRNA_20284	ptg000030l	657699	658228	+	530	4	0	0	16	0
lncRNA_20285	ptg000030l	742696	743530	+	835	0	2	73	0	527
lncRNA_20286	ptg000030l	744927	745292	+	366	16	0	0	0	37
lncRNA_20287	ptg000030l	755108	755376	+	269	0	0	10	0	29
lncRNA_20288	ptg000030l	780580	780950	+	371	5	33	2	43	8
lncRNA_20289	ptg000030l	783713	784593	+	881	4	0	30	2	66
lncRNA_20290	ptg000030l	808386	808974	+	589	2	0	6	0	74
lncRNA_20291	ptg000030l	813226	814340	+	1115	2	0	15	0	134
lncRNA_20292	ptg000030l	822500	823246	+	747	9	0	9	2	117
lncRNA_20293	ptg000030l	830851	831085	+	235	0	0	0	0	0
lncRNA_20294	ptg000030l	845518	845749	+	232	2	0	3	0	26
lncRNA_20295	ptg000030l	859465	860526	+	1062	15	2	82	0	462
lncRNA_20296	ptg000030l	860806	861122	+	317	0	0	0	0	0
lncRNA_20297	ptg000030l	895427	895816	+	390	0	0	0	0	10
lncRNA_20298	ptg000030l	897380	897670	+	291	0	0	0	0	22
lncRNA_20299	ptg000030l	913884	914488	+	605	40	0	34	0	16
lncRNA_20300	ptg000030l	917278	917607	+	330	10	0	12	0	258
lncRNA_20301	ptg000030l	926317	926650	+	334	0	3	8	10	38
lncRNA_20302	ptg000030l	940016	940648	+	633	0	0	4	0	71
lncRNA_20303	ptg000030l	942509	944773	+	2265	29	0	33	0	213
lncRNA_20304	ptg000030l	945129	945826	+	698	0	0	11	0	97
lncRNA_20305	ptg000030l	946353	947487	+	1135	6	0	44	0	147
lncRNA_20306	ptg000030l	982413	983299	+	887	7	0	22	6	191
lncRNA_20307	ptg000030l	1016145	1016617	+	473	15	0	20	6	27
lncRNA_20308	ptg000030l	1019081	1019993	+	913	5	0	2	0	104
lncRNA_20309	ptg000030l	1168741	1169643	+	903	38	0	28	0	99
lncRNA_20310	ptg000030l	1173907	1175019	+	1113	0	0	38	0	243
lncRNA_20311	ptg000030l	1198095	1199293	+	1199	37	7	47	2	274
lncRNA_20312	ptg000030l	1211233	1211601	+	369	0	1	0	4	44
lncRNA_20313	ptg000030l	1272502	1272708	+	207	0	0	0	0	1
lncRNA_20314	ptg000030l	1283859	1284219	+	361	2	0	21	0	201
lncRNA_20315	ptg000030l	1284598	1284865	+	268	0	10	21	0	16
lncRNA_20316	ptg000030l	1287041	1287333	+	293	0	0	8	0	30
lncRNA_20317	ptg000030l	1288191	1288906	+	716	0	0	10	0	71
lncRNA_20318	ptg000030l	1300838	1302262	+	1425	0	2	31	0	307
lncRNA_20319	ptg000030l	1303839	1305104	+	1266	14	0	23	0	195
lncRNA_20320	ptg000030l	1308473	1309183	+	711	0	2	27	1	76
lncRNA_20321	ptg000030l	1319184	1319419	+	236	18	0	0	0	0
lncRNA_20322	ptg000030l	1324196	1325483	+	1288	0	0	33	0	127
lncRNA_20323	ptg000030l	1340549	1340932	+	384	0	0	37	0	39
lncRNA_20324	ptg000030l	1426091	1427897	+	1807	2	44	4	4	199
lncRNA_20325	ptg000030l	1429760	1430220	+	461	0	2	2	0	58
lncRNA_20326	ptg000030l	1450005	1451685	+	1681	0	0	0	0	0
lncRNA_20327	ptg000030l	1463137	1463504	+	368	2	5	4	9	14
lncRNA_20328	ptg000030l	1476460	1476847	+	388	8	8	1	2	13
lncRNA_20329	ptg000030l	1479417	1480160	+	744	24	1	6	1	78
lncRNA_20330	ptg000030l	1503928	1504724	+	797	7	6	24	0	163
lncRNA_20331	ptg000030l	1510141	1510964	+	824	123	6	27	22	62
lncRNA_20332	ptg000030l	1521136	1521563	+	428	3	0	0	0	33
lncRNA_20333	ptg000030l	1529996	1530973	+	978	2	14	52	2	207
