"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"2952","Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g10673.t1",-0.354505637835888,0.558270429884546,0.973839008969304,163,-22.81,"2 20","908 926",18,"83.33%","88.89%"
"2953","Cluster_4039","Pocillopora_meandrina_HIv1___TS.g8928.t3",0.769925349412237,0.127805653213845,0.872016522451324,172,-24.07,"2 21","630 651",19,"73.68%","89.47%"
"2954","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g4165.t1",0.145979273536811,0.814795677112624,0.993614113248201,156,-20.26,"2 21","418 439",19,"63.16%","78.95%"
"2955","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g4165.t1",-0.898970372332829,0.0379588995558022,0.760878962620332,162,-22.98,"2 20","456 479",19,"68.42%","89.47%"
"2956","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g13681.t1",0.509861838968488,0.380164046951425,0.967903306776112,148,-21.25,"2 15","313 333",13,"76.92%","92.31%"
"2957","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g22698.t1",-0.288748318487303,0.63752887877154,0.977982859683049,146,-21.49,"2 16","99 121",15,"66.67%","86.67%"
"2958","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g11733.t1",-0.507301379297335,0.382971018106961,0.967903306776112,167,-22.2,"2 21","948 971",21,"71.43%","85.71%"
"2959","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g22070.t1",0.952042879008931,0.0125159694031778,0.674410729954476,163,-22.72,"2 21","382 404",20,"70.00%","85.00%"
"2960","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g6129.t1",-0.729368980142309,0.161969389961388,0.885790980156003,147,-20.9,"2 18","783 807",19,"73.68%","73.68%"
"2961","Cluster_925","Pocillopora_meandrina_HIv1___RNAseq.g5899.t1",0.569672335504955,0.316076317904405,0.95581419598346,154,-20.21,"2 20","540 566",23,"65.22%","73.91%"
"2962","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g4778.t1",0.890600154597405,0.0427169961077345,0.770865983437085,155,-23.29,"2 20","811 832",18,"66.67%","77.78%"
"2963","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g4767.t1",0.564458762898231,0.321543948068166,0.95753614032904,158,-21.76,"2 21","739 759",19,"73.68%","78.95%"
"2964","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g25439.t1",0.223798228464143,0.717448083971784,0.982185628634329,150,-20.63,"2 20","769 794",22,"63.64%","72.73%"
"2965","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g302.t1",-0.309894799106678,0.611839349062231,0.976732732570472,143,-22.01,"2 21","962 984",20,"65.00%","65.00%"
"2966","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g17329.t1",0.238099735607688,0.699731279246081,0.982185628634329,158,-21.71,"2 20","429 451",19,"73.68%","78.95%"
"2967","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g5573.t1",-0.0852374306395737,0.891603892717057,0.997033432013061,159,-20.96,"2 21","217 241",22,"72.73%","72.73%"
"2968","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g5573.t1",-0.0852374306395737,0.891603892717057,0.997033432013061,159,-20.96,"2 21","36 60",22,"72.73%","72.73%"
"2969","Cluster_36","Pocillopora_meandrina_HIv1___RNAseq.g20196.t1",-0.373734473880522,0.535468684962994,0.973552982047016,173,-22.74,"2 18","723 743",16,"87.50%","93.75%"
"2970","Cluster_925","Pocillopora_meandrina_HIv1___RNAseq.g27898.t1",0.116976260698443,0.8514015656794,0.99571744464625,159,-20.23,"2 19","583 602",17,"82.35%","82.35%"
"2971","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g18095.t1",0.631336952369108,0.253319342060794,0.937614485067671,162,-23.5,"2 21","399 423",22,"68.18%","86.36%"
"2972","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g29553.t1",0.438076910154106,0.460616243249445,0.97024921967979,153,-22.91,"2 15","453 477",16,"81.25%","81.25%"
"2973","Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g19256.t1",0.140965723631433,0.821113078983479,0.994770429144229,167,-20.53,"2 20","412 432",18,"72.22%","88.89%"
"2974","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g8676.t1",-0.794586810213339,0.108248129433486,0.861432060661154,160,-20.12,"2 17","670 691",15,"80.00%","86.67%"
"2975","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g16067.t1",0.181660849258904,0.76998075913896,0.987293955905966,152,-21.06,"2 20","32 55",21,"71.43%","76.19%"
"2976","Cluster_4039","Pocillopora_meandrina_HIv1___RNAseq.g16067.t1",-0.0288704673778228,0.963246086362641,0.999610930147471,155,-21.49,"2 21","57 81",22,"63.64%","77.27%"
"2977","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g1870.t1",-0.763872346090843,0.132751665333385,0.876805058669263,162,-23.73,"2 21","633 654",19,"73.68%","84.21%"
"2978","Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g13368.t1",0.44133362937265,0.456892024289531,0.97024921967979,157,-20.35,"2 21","701 720",19,"73.68%","78.95%"
"2979","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g6162.t1a",0.951315168814306,0.0128005069263182,0.674410729954476,159,-21.62,"2 21","328 350",20,"70.00%","80.00%"
"2980","Cluster_360","Pocillopora_meandrina_HIv1___TS.g10238.t1",0.683505429865209,0.203285707132982,0.916420776581405,148,-20.26,"2 21","418 438",20,"65.00%","80.00%"
"2981","Cluster_757","Pocillopora_meandrina_HIv1___RNAseq.g4876.t1",-0.364125860011164,0.546839667127987,0.973552982047016,161,-23.95,"2 21","365 388",22,"77.27%","77.27%"
"2982","Cluster_2793","Pocillopora_meandrina_HIv1___RNAseq.g4795.t1",-0.426830637518247,0.473527133561235,0.97024921967979,168,-20.13,"2 17","28 48",15,"86.67%","93.33%"
"2983","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g22608.t1",0.587826871670418,0.297226438371191,0.951935410360257,154,-21.86,"2 22","504 524",20,"70.00%","75.00%"
"2984","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g14719.t1c",-0.993229105062834,0.000668130648396527,0.667107103030161,165,-21.45,"2 21","598 619",20,"75.00%","90.00%"
"2985","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g11722.t1",-0.572804116132497,0.312803437704594,0.954577993109768,162,-24.95,"2 16","312 335",16,"87.50%","87.50%"
"2986","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g17180.t1",-0.28027433326196,0.647872357683919,0.977982859683049,162,-22.87,"2 17","852 875",17,"88.24%","88.24%"
"2987","Cluster_1938","Pocillopora_meandrina_HIv1___TS.g14495.t1c",0.398728264262592,0.506116067783249,0.973552982047016,155,-21.18,"2 22","122 147",23,"65.22%","78.26%"
"2988","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g22309.t1",-0.624262640522145,0.260330353082771,0.94038270248135,156,-21.25,"2 19","741 761",17,"76.47%","82.35%"
"2989","Cluster_2837","Pocillopora_meandrina_HIv1___RNAseq.g15557.t2",-0.785116895811508,0.115642752238912,0.86545548976814,158,-24.86,"2 21","541 564",21,"76.19%","76.19%"
"2990","Cluster_2859","Pocillopora_meandrina_HIv1___RNAseq.g245.t1",-0.0120151703537893,0.98470217806226,0.999610930147471,164,-22.73,"2 20","165 184",18,"83.33%","83.33%"
"2991","Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g9938.t1",0.746265079621353,0.147449077864362,0.882057511812075,166,-24.47,"2 21","827 847",19,"68.42%","94.74%"
"2992","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g9938.t1",-0.316604992667077,0.603725681318729,0.976732732570472,158,-23.11,"2 21","827 847",19,"68.42%","84.21%"
"2993","Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g17989.t1",-0.572839148167031,0.312766876555088,0.954554794261118,162,-20.01,"2 17","199 221",17,"88.24%","88.24%"
"2994","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g4489.t1",-0.673461009648251,0.21268053975342,0.918173754844027,169,-22.02,"2 18","11 32",16,"81.25%","93.75%"
"2995","Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g4489.t1",0.138643582073262,0.824040683882995,0.994770429144229,173,-22.53,"2 18","12 32",16,"87.50%","93.75%"
"2996","Cluster_1289","Pocillopora_meandrina_HIv1___RNAseq.g4451.t1",-0.310222588677193,0.611442562735876,0.976732732570472,172,-21.58,"2 17","846 868",15,"93.33%","93.33%"
"2997","Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g26163.t1",0.149177092181905,0.81076867205092,0.993462403963329,155,-20.68,"2 12","653 673",10,"100.00%","100.00%"
"2998","Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g23452.t1",0.464009608579934,0.431148431395565,0.97024921967979,173,-21,"2 19","449 471",18,"83.33%","94.44%"
"2999","Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g12764.t1",-0.785780477810813,0.115119821783218,0.86545548976814,165,-23.69,"2 20","872 895",21,"76.19%","85.71%"
"3000","Cluster_4435","Pocillopora_meandrina_HIv1___TS.g24596.t1",0.721257713548928,0.169079007903693,0.892746841961801,151,-20.86,"2 20","673 694",18,"66.67%","72.22%"
"3001","Cluster_4438","Pocillopora_meandrina_HIv1___TS.g24596.t1",0.00203905409751797,0.997403797488245,0.999732361114967,157,-24.33,"2 21","675 694",19,"73.68%","78.95%"
"3002","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g6427.t1",0.00212437274322065,0.997295166650044,0.999715194379551,144,-22.38,"2 19","507 534",23,"65.22%","69.57%"
"3003","Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g14582.t1",-0.804410924168858,0.100734940732653,0.84977039981791,163,-20.44,"2 16","586 607",14,"78.57%","100.00%"
"3004","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g3744.t1",-0.373021261576049,0.536311101377557,0.973552982047016,168,-22.48,"2 20","746 765",18,"83.33%","88.89%"
"3005","Cluster_4439","Pocillopora_meandrina_HIv1___TS.g9499.t1",0.757420414336447,0.138084421306791,0.877209926618692,149,-20.76,"2 14","128 149",12,"83.33%","83.33%"
"3006","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g5215.t1",0.202851681531563,0.743503624950017,0.985299898442082,172,-20.64,"2 21","560 581",19,"78.95%","84.21%"
"3007","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g17813.t1",0.576731079408017,0.308711888802779,0.953095941815672,158,-20.42,"2 19","685 706",17,"64.71%","88.24%"
"3008","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g17813.t1",0.576731079408017,0.308711888802779,0.953095941815672,160,-21.6,"2 21","167 188",19,"68.42%","78.95%"
"3009","Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g28721.t1",-0.293707126235361,0.631488813377857,0.977982859683049,158,-20.2,"2 16","541 563",16,"81.25%","87.50%"
"3010","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g9552.t1",-0.762016998798653,0.134278806477858,0.876805058669263,144,-21.83,"2 21","450 470",20,"70.00%","70.00%"
"3011","Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g5845.t1",-0.0164539513581329,0.979051123801715,0.999610930147471,174,-24.12,"2 20","347 369",19,"84.21%","89.47%"
"3012","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g943.t1",0.805609940720819,0.0998292485207033,0.84977039981791,146,-20.71,"2 19","752 773",17,"58.82%","76.47%"
"3013","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g13574.t1",0.985997914465537,0.00198476314732131,0.667107103030161,148,-20.37,"2 18","136 160",18,"61.11%","83.33%"
"3014","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g8041.t1",-0.757234268917924,0.138239195740525,0.877408347801128,162,-20.2,"2 21","395 415",19,"73.68%","84.21%"
"3015","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g26073.t1",0.494879737029247,0.396657709226397,0.967903306776112,154,-25.27,"2 20","39 61",19,"73.68%","73.68%"
"3016","Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g911.t1",-0.7899699665192,0.111834837941515,0.862035429936847,160,-21.43,"2 20","630 655",22,"77.27%","81.82%"
"3017","Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g26367.t1",-0.272298480562453,0.657632211905497,0.978622467559393,157,-27.65,"2 14","17 38",12,"91.67%","91.67%"
"3018","Cluster_1068","Pocillopora_meandrina_HIv1___TS.g25349.t1",-0.454536785831015,0.441862247141728,0.97024921967979,156,-22.17,"2 17","223 244",15,"80.00%","80.00%"
"3019","Cluster_5253","Pocillopora_meandrina_HIv1___RNAseq.g26452.t1",-0.595596349526705,0.289251725183104,0.948219804380135,159,-20.51,"2 17","910 933",17,"76.47%","88.24%"
"3020","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g29750.t1",-0.377782053371056,0.530692814164316,0.973552982047016,154,-20.01,"2 20","230 252",19,"68.42%","78.95%"
"3021","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g2495.t1",0.887252571551935,0.0446693110650477,0.777300842504466,162,-23.34,"2 19","232 253",17,"70.59%","88.24%"
"3022","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g3145.t1",-0.0164535222532575,0.979051670081051,0.999610930147471,155,-21,"2 17","52 76",18,"72.22%","83.33%"
"3023","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g25034.t1",-0.58299811507886,0.302210962463396,0.952219926110793,153,-24.18,"2 18","832 853",16,"75.00%","75.00%"
"3024","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g25034.t1",0.495394394087191,0.396088390733647,0.967903306776112,166,-21.82,"2 21","508 532",22,"77.27%","81.82%"
"3025","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g26069.t1",-0.779373521507186,0.120198302725051,0.870408096312887,158,-21.34,"2 16","631 653",15,"86.67%","86.67%"
"3026","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g29879.t1",-0.845946268222749,0.0708831456248809,0.814935726530995,164,-22.13,"2 17","648 669",15,"86.67%","86.67%"
"3027","Cluster_2973","Pocillopora_meandrina_HIv1___TS.g20086.t1",0.445214050446132,0.452463248080618,0.97024921967979,153,-20.23,"2 21","812 833",20,"70.00%","80.00%"
"3028","Cluster_4823","Pocillopora_meandrina_HIv1___TS.g15160.t1",0.282933556645842,0.644623552451424,0.977982859683049,146,-20.61,"2 21","701 721",19,"63.16%","73.68%"
"3029","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g28969.t1",-0.302903887137345,0.620312317712194,0.977460109028891,155,-20.32,"2 21","880 902",20,"65.00%","80.00%"
"3030","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g21284.t1",0.913752612928791,0.030009103073011,0.730836067117548,162,-21.02,"2 16","580 602",15,"86.67%","93.33%"
"3031","Cluster_2839","Pocillopora_meandrina_HIv1___TS.g21755.t1",-0.399469609622904,0.505250589095515,0.973552982047016,166,-20.43,"2 21","917 937",19,"78.95%","84.21%"
"3032","Cluster_2837","Pocillopora_meandrina_HIv1___TS.g6955.t1",0.197531330465977,0.750140568648949,0.985466733303337,147,-22.8,"2 20","636 658",20,"75.00%","75.00%"
"3033","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g15813.t1",0.302434228654762,0.620882257270244,0.977588070839524,159,-20.57,"2 17","237 260",17,"82.35%","82.35%"
"3034","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g25934.t1",0.944276647979206,0.0156576285678091,0.674410729954476,153,-20.44,"2 20","801 821",18,"72.22%","77.78%"
"3035","Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g21286.t1",-0.26144417811059,0.670951037188684,0.978872410042939,180,-22.64,"2 21","627 648",19,"78.95%","94.74%"
"3036","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g27749.t1",-0.854800841418569,0.0649512551351568,0.811505854351988,166,-23.33,"2 21","442 465",21,"80.95%","80.95%"
"3037","Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g10079.t1",-0.26144417811059,0.670951037188684,0.978872410042939,159,-20.12,"2 21","42 64",20,"65.00%","85.00%"
"3038","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g27056.t1",-0.591201929305239,0.293755299217103,0.950429021539995,166,-24.27,"2 20","638 661",20,"75.00%","85.00%"
"3039","Cluster_925","Pocillopora_meandrina_HIv1___TS.g27528.t1",0.347050923675017,0.567158927525236,0.974973459600175,166,-23.51,"2 20","637 659",19,"78.95%","84.21%"
"3040","Cluster_2973","Pocillopora_meandrina_HIv1___TS.g7762.t1b",-0.072392099769009,0.907908086019737,0.997318387458855,155,-22.49,"2 21","149 171",20,"65.00%","80.00%"
"3041","Cluster_3661","Pocillopora_meandrina_HIv1___TS.g7762.t1b",0.498001372632735,0.393207486580572,0.967903306776112,171,-22.71,"2 20","222 243",18,"77.78%","88.89%"
"3042","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g22428.t1",0.672086690276313,0.213975153724403,0.91922063856526,155,-24.38,"2 12","905 926",10,"100.00%","100.00%"
"3043","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g2742.t1",0.131469641753203,0.83309112015925,0.994770429144229,145,-20.66,"2 10","628 649",8,"100.00%","100.00%"
"3044","Cluster_1068","Pocillopora_meandrina_HIv1___RNAseq.g24726.t1",-0.324630149456207,0.594047185031545,0.976732732570472,150,-20.13,"2 17","38 58",15,"80.00%","80.00%"
"3045","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g24726.t1",-0.357841167624499,0.554302017955392,0.973839008969304,156,-21.63,"2 21","746 765",19,"78.95%","78.95%"
"3046","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g21773.t1",0.00758820262211151,0.990338493069336,0.999610930147471,159,-20.37,"2 21","739 761",20,"70.00%","80.00%"
"3047","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g16453.t1",-0.289649985053338,0.636429898132059,0.977982859683049,173,-27.05,"2 21","15 36",20,"85.00%","90.00%"
"3048","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g7186.t1",-0.0791943632214276,0.899272104665568,0.997033432013061,156,-20.83,"2 19","499 524",21,"76.19%","76.19%"
"3049","Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g669.t1",0.682305541028564,0.204401735587401,0.916420776581405,151,-20.94,"2 20","586 606",18,"66.67%","72.22%"
"3050","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g29514.t2b",-0.0437485019542832,0.944315450797797,0.999610930147471,151,-20.05,"2 20","889 910",18,"61.11%","77.78%"
"3051","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g7322.t1",-0.574633287086399,0.310895887515358,0.953772835919384,163,-21.89,"2 21","572 595",21,"71.43%","80.95%"
"3052","Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g27164.t1b",-0.269417617450334,0.661163125836304,0.97885429743388,171,-27.35,"2 21","368 391",21,"76.19%","85.71%"
"3053","Cluster_4039","Pocillopora_meandrina_HIv1___RNAseq.g19446.t2",-0.592347061902742,0.292579977724269,0.949901912990508,165,-20.87,"2 18","277 298",16,"81.25%","87.50%"
"3054","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g28497.t1",-0.339504590579587,0.576183331750271,0.97542458317668,159,-21.14,"2 21","418 440",20,"65.00%","85.00%"
"3055","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g17750.t1",0.617835203659853,0.266744451080614,0.943141135294288,158,-21.53,"2 20","975 999",21,"66.67%","80.95%"
"3056","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g7074.t1",0.0288300129801125,0.96329757306105,0.999610930147471,166,-21.15,"2 20","640 662",19,"78.95%","84.21%"
"3057","Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g7074.t1",-0.382813928575052,0.524767420156,0.973552982047016,166,-20.75,"2 20","641 662",19,"78.95%","84.21%"
"3058","Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.17971_t",0.440339030755562,0.458028695186711,0.97024921967979,160,-23.09,"2 21","752 772",20,"80.00%","80.00%"
"3059","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g4275.t1",0.757595842143593,0.137938605094013,0.877209926618692,145,-22.08,"2 10","860 881",8,"100.00%","100.00%"
"3060","Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g17969.t1",-0.631985972331534,0.252678712816009,0.937291240675275,175,-21.82,"2 20","779 800",18,"77.78%","94.44%"
"3061","Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g3230.t1",0.7901801620893,0.111670778470158,0.86186377950889,156,-20.1,"2 13","567 587",11,"90.91%","100.00%"
"3062","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g5894.t1a",0.484341391854781,0.408357181467905,0.968518703350278,164,-23.99,"2 18","257 281",18,"77.78%","88.89%"
"3063","Cluster_2859","Pocillopora_meandrina_HIv1___RNAseq.g5894.t1b",0.737944565272104,0.154549968729506,0.885790980156003,179,-22.1,"2 21","777 800",21,"85.71%","85.71%"
"3064","Cluster_5253","Pocillopora_meandrina_HIv1___TS.g11202.t1",-0.75100698883825,0.14344629096809,0.879595031355626,169,-23.27,"2 19","928 951",19,"78.95%","89.47%"
"3065","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g28081.t1",-0.152694294319632,0.806341738184114,0.992493464144779,162,-20.29,"2 21","603 623",19,"68.42%","89.47%"
"3066","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g28083.t1",-0.284385581510228,0.642850715521182,0.977982859683049,150,-20.03,"2 21","358 381",21,"66.67%","76.19%"
"3067","Cluster_360","Pocillopora_meandrina_HIv1___TS.g5561.t1",0.663250852422585,0.222350325655652,0.925437659936773,169,-26.22,"2 20","414 437",20,"85.00%","85.00%"
"3068","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g9781.t1",-0.414266875126045,0.488040298770147,0.973294075405479,155,-21.72,"2 17","52 75",16,"75.00%","87.50%"
"3069","Cluster_1289","Pocillopora_meandrina_HIv1___TS.g23531.t1",-0.31979415090968,0.599876173751139,0.976732732570472,180,-26.04,"2 22","832 856",22,"81.82%","86.36%"
"3070","Cluster_5740","Pocillopora_meandrina_HIv1___RNAseq.g16751.t1",-0.362354572425471,0.548940894889894,0.973552982047016,173,-23.93,"2 21","501 520",19,"84.21%","89.47%"
"3071","Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g6443.t2",-0.3883108172774,0.518309714437966,0.973552982047016,157,-20.89,"2 16","336 356",14,"85.71%","92.86%"
"3072","Cluster_2793","Pocillopora_meandrina_HIv1___RNAseq.g1997.t2",0.415889112789888,0.486161139034086,0.972825843096356,165,-21.38,"2 20","500 524",22,"77.27%","81.82%"
"3073","Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g14520.t1",-0.0243271194931307,0.969028804861827,0.999610930147471,147,-20.25,"2 21","260 284",22,"59.09%","72.73%"
"3074","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g14520.t1",0.00212437274322065,0.997295166650044,0.999715194379551,149,-20.94,"2 20","264 284",18,"66.67%","77.78%"
"3075","Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g25212.t1",-0.0234061385109467,0.970201100205017,0.999610930147471,151,-20.92,"2 21","693 715",20,"60.00%","80.00%"
"3076","Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g1495.t2c",0.300755813357016,0.622919773556737,0.977982859683049,153,-22.25,"2 14","229 250",12,"83.33%","91.67%"
"3077","Cluster_925","Pocillopora_meandrina_HIv1___TS.g20847.t1",-0.020499456693743,0.97390110924814,0.999610930147471,151,-21.33,"2 21","311 339",26,"61.54%","69.23%"
"3078","Cluster_1938","Pocillopora_meandrina_HIv1___TS.g20847.t1",0.219207688686297,0.723147747215033,0.982767436579116,159,-20.05,"2 20","624 646",18,"66.67%","83.33%"
"3079","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g24084.t1",0.705501169105657,0.183137311289354,0.901685913322223,150,-21.01,"2 16","493 515",15,"73.33%","86.67%"
"3080","Cluster_1068","Pocillopora_meandrina_HIv1___RNAseq.g2228.t1",0.036991677361793,0.95291147741139,0.999610930147471,145,-25.49,"2 14","256 277",12,"75.00%","83.33%"
"3081","Cluster_1953","Pocillopora_meandrina_HIv1___TS.g18243.t1",0.0152868071919842,0.980536990666863,0.999610930147471,151,-20.42,"2 14","831 851",12,"91.67%","91.67%"
"3082","Cluster_1080","Pocillopora_meandrina_HIv1___RNAseq.g13887.t1",0.0703590971509634,0.910489982955364,0.997799271111701,158,-20.45,"2 20","963 985",19,"68.42%","84.21%"
"3083","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g18707.t1",-0.131557355022166,0.832980410166725,0.994770429144229,176,-30.41,"2 21","666 687",19,"84.21%","84.21%"
"3084","Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g18707.t1",0.305841922779429,0.616748987105313,0.976732732570472,165,-25.18,"2 19","138 159",18,"83.33%","83.33%"
"3085","Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g27856.t1",-0.509019405147291,0.381087042693086,0.967903306776112,159,-24.05,"2 21","3 26",21,"66.67%","80.95%"
"3086","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g1699.t1",-0.156535268851996,0.801510069486528,0.991823933489209,148,-20.85,"2 13","572 593",11,"81.82%","90.91%"
"3087","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g12099.t1",-0.245009700654209,0.691193792271664,0.980872548384998,151,-21.42,"2 22","501 527",24,"66.67%","70.83%"
"3088","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g28225.t1",0.293013033934897,0.632333676094263,0.977982859683049,179,-27.78,"2 21","10 32",20,"85.00%","90.00%"
"3089","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g14233.t1",0.324372405875772,0.594357595551365,0.976732732570472,147,-21.34,"2 21","220 242",20,"60.00%","75.00%"
"3090","Cluster_4039","Pocillopora_meandrina_HIv1___TS.g12666.t1",0.295153555352692,0.629728797768335,0.977982859683049,166,-21.98,"2 21","170 190",19,"78.95%","84.21%"
"3091","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g25782.t1",0.0152525731971507,0.980580573660988,0.999610930147471,164,-22.61,"2 20","662 681",18,"77.78%","88.89%"
"3092","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g29232.t1",-0.27715476433178,0.651686921521075,0.977982859683049,171,-23.25,"2 21","749 771",20,"80.00%","85.00%"
"3093","Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g11372.t1",-0.215550151377383,0.727693305974881,0.983488024952819,157,-20.86,"2 18","286 306",16,"75.00%","81.25%"
"3094","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g23332.t1",0.616403327519823,0.268179009560125,0.943767000219535,149,-20.92,"2 18","310 331",16,"68.75%","75.00%"
"3095","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g16740.t1",0.526878185393462,0.361636743799685,0.96559797226043,170,-20.82,"2 20","711 733",19,"78.95%","89.47%"
