gene_name	GeneOntologyIDs
Peve_00032910	GO:0005509; GO:0005737; GO:0005856; GO:0008017; GO:0045104
Peve_00032911	GO:0000398; GO:0003729; GO:0005634; GO:0005654; GO:0005829; GO:0035196; GO:0043124; GO:0071005; GO:0140416
Peve_00032912	GO:0003341; GO:0005634; GO:0005737; GO:0005879; GO:0007368; GO:0035082; GO:0061966
Peve_00032913	GO:0007015; GO:0007294; GO:0008290; GO:0010591; GO:0016324; GO:0030018; GO:0030036; GO:0030837; GO:0030863; GO:0035220; GO:0046329; GO:0046982; GO:0051015; GO:0051016; GO:0051489; GO:0051490; GO:0051491; GO:0071203; GO:0140591
Peve_00032914	GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0005829; GO:0005912; GO:0005923; GO:0006884; GO:0007231; GO:0010765; GO:0010766; GO:0010800; GO:0018107; GO:0019870; GO:0032414; GO:0035556; GO:0035633; GO:0043066; GO:0046777; GO:0050801; GO:0051928; GO:0071474; GO:0072659; GO:0090188; GO:0090279; GO:0106310; GO:0140693; GO:0140694; GO:1903077; GO:1903078; GO:1903288; GO:1904062; GO:2000651
Peve_00032915	GO:0005096; GO:0005776; GO:0006914; GO:0031410; GO:1901096
Peve_00032917	GO:0005777; GO:0005778; GO:0005829; GO:0016558; GO:0022615; GO:0043495; GO:0044877; GO:0045046; GO:0051117
Peve_00032918	GO:0000242; GO:0000278; GO:0000922; GO:0001650; GO:0005654; GO:0005814; GO:0005829; GO:0007020; GO:0036064; GO:0043015; GO:0045177; GO:0051301
Peve_00032921	GO:0005886; GO:0005929; GO:0007186; GO:0008188; GO:0032870; GO:0042277
Peve_00032922	GO:0006508; GO:0008237; GO:0046872
Peve_00032923	GO:0005654; GO:0005768; GO:0007032; GO:0015031; GO:0016197; GO:0031901; GO:0034315; GO:0071203; GO:0140591
Peve_00032925	GO:0003333; GO:0005886; GO:0006809; GO:0015171; GO:0015174; GO:0015179; GO:0015804; GO:0015820; GO:0015822; GO:0031460; GO:0034618; GO:0061459; GO:0106439; GO:1903826
Peve_00032926	GO:0001676; GO:0004601; GO:0006631; GO:0006633; GO:0006979; GO:0010150; GO:0020037; GO:0031408; GO:0046872; GO:0051213
Peve_00032929	GO:0005737; GO:0031514
Peve_00032930	GO:0006355; GO:0070176
Peve_00032931	GO:0004491; GO:0005739; GO:0006210; GO:0006573; GO:0006574; GO:0016790; GO:0018478; GO:0019484; GO:0019859; GO:0050873
Peve_00032932	GO:0006355; GO:0070176
Peve_00032933	GO:0001525; GO:0001654; GO:0004601; GO:0005152; GO:0005201; GO:0005576; GO:0005604; GO:0005615; GO:0005783; GO:0006955; GO:0006979; GO:0007155; GO:0009986; GO:0016684; GO:0020037; GO:0030198; GO:0030199; GO:0031012; GO:0042744; GO:0043237; GO:0046872; GO:0051260; GO:0062023; GO:0070062; GO:0070207; GO:0070831; GO:0071711; GO:0140825
Peve_00032934	GO:0000978; GO:0003677; GO:0003682; GO:0003917; GO:0005634; GO:0005654; GO:0005694; GO:0005730; GO:0006260; GO:0006265; GO:0006338; GO:0007059; GO:0032922
Peve_00032935	GO:0005737; GO:0005929; GO:0035082; GO:0060271; GO:1905515
Peve_00032936	GO:0002412; GO:0005615; GO:0005768; GO:0009897; GO:0009986; GO:0016324; GO:0042589; GO:0045087; GO:0045121; GO:1990266
Peve_00032937	GO:0000122; GO:0004989; GO:0004993; GO:0005886; GO:0006874; GO:0006979; GO:0007187; GO:0007200; GO:0007268; GO:0007612; GO:0008049; GO:0010841; GO:0016020; GO:0030425; GO:0030594; GO:0030728; GO:0042594; GO:0045202; GO:0060278; GO:0060279; GO:0090328; GO:1904068; GO:1905050
Peve_00032938	GO:0004937; GO:0005886; GO:0007200; GO:0007204; GO:0007267; GO:0071880
Peve_00032939	GO:0005576; GO:0030246; GO:0090729
Peve_00032940	GO:0005007; GO:0005524; GO:0005794; GO:0005886; GO:0006915; GO:0008284; GO:0017134; GO:0031410; GO:0043235
Peve_00032943	GO:0004252; GO:0005576; GO:0006508
Peve_00032944	GO:0003779; GO:0004721; GO:0005737; GO:0005856; GO:0005925; GO:0007044; GO:0009986; GO:0010761; GO:0030055; GO:0046872
Peve_00032945	GO:0000122; GO:0000902; GO:0000977; GO:0001708; GO:0001827; GO:0003723; GO:0005634; GO:0005654; GO:0006357; GO:0007281; GO:0007566; GO:0008168; GO:0008543; GO:0009566; GO:0030718; GO:0031490; GO:0032259; GO:0040029; GO:0040037; GO:0043231; GO:0046872; GO:0048873; GO:1902093; GO:1902459
Peve_00032946	GO:0000166; GO:0008767
Peve_00032947	GO:0004557; GO:0005737; GO:0005764; GO:0006629; GO:0008456; GO:0009311; GO:0016139
Peve_00032948	GO:0004557; GO:0005737; GO:0005764; GO:0006629; GO:0008456; GO:0009311; GO:0016139
Peve_00032949	GO:0005730; GO:0005737; GO:0030154
Peve_00032950	GO:0005576
Peve_00032951	GO:0005576
Peve_00032952	GO:0000922; GO:0005737; GO:0005813; GO:0005814; GO:0005929
Peve_00032954	GO:0005576
Peve_00032956	GO:0005576
Peve_00032957	GO:0003274; GO:0003924; GO:0005525; GO:0005737; GO:0005814; GO:0006887; GO:0007224; GO:0008104; GO:0008589; GO:0015031; GO:0016485; GO:0017157; GO:0031338; GO:0035082; GO:0035869; GO:0036064; GO:0060173; GO:0060271; GO:0097546; GO:1904888
Peve_00032958	GO:0005615; GO:0016020; GO:0031012
Peve_00032959	GO:0005737; GO:0007165
Peve_00032960	GO:0000255; GO:0005524; GO:0005737; GO:0005829; GO:0006202; GO:0006204; GO:0008253; GO:0042802; GO:0043605; GO:0046037; GO:0046038; GO:0046040; GO:0046054; GO:0046055; GO:0046085; GO:0046872; GO:0050146; GO:0050483; GO:0050484; GO:0050689; GO:0061630; GO:0070936
Peve_00032961	GO:0008757; GO:0009102; GO:0010340; GO:0032259; GO:0102130
Peve_00032962	GO:0003779; GO:0004842; GO:0005737; GO:0005802; GO:0005829; GO:0006895; GO:0015031; GO:0016567; GO:0016605; GO:0019964; GO:0030424; GO:0030425; GO:0031463; GO:0043066; GO:0043161; GO:0048471; GO:1990390
Peve_00032963	GO:0001726; GO:0003779; GO:0005737; GO:0005829; GO:0015629; GO:0016567; GO:0030027; GO:0031463; GO:0042802; GO:1990756
Peve_00032964	GO:0003779; GO:0005737; GO:0005802; GO:0005829; GO:0006895; GO:0015031; GO:0016567; GO:0016605; GO:0019964; GO:0030424; GO:0030425; GO:0031463; GO:0043066; GO:0043161; GO:0048471; GO:1990390
Peve_00032965	GO:0003779; GO:0005737; GO:0005802; GO:0005829; GO:0006895; GO:0015031; GO:0016567; GO:0016605; GO:0019964; GO:0030424; GO:0030425; GO:0031463; GO:0043066; GO:0043161; GO:0048471; GO:1990390
Peve_00032966	GO:0005576; GO:0005614; GO:0010811; GO:0021510; GO:0030198
Peve_00032967	GO:0004873; GO:0005537; GO:0006897; GO:0009897; GO:0031668; GO:0042802; GO:0042806; GO:0046872
Peve_00032969	GO:0001525; GO:0001654; GO:0004601; GO:0005152; GO:0005201; GO:0005576; GO:0005604; GO:0005615; GO:0005783; GO:0006955; GO:0006979; GO:0007155; GO:0009986; GO:0016684; GO:0020037; GO:0030198; GO:0030199; GO:0031012; GO:0042744; GO:0043237; GO:0046872; GO:0051260; GO:0062023; GO:0070062; GO:0070207; GO:0070831; GO:0071711; GO:0140825
Peve_00032970	GO:0001525; GO:0005576; GO:0005604; GO:0005783; GO:0006979; GO:0007155; GO:0009986; GO:0016684; GO:0020037; GO:0031012; GO:0042744; GO:0046872; GO:0051260; GO:0070207; GO:0070831; GO:0071711; GO:0140825
Peve_00032972	GO:0000165; GO:0001659; GO:0002227; GO:0002250; GO:0002253; GO:0002606; GO:0002710; GO:0002720; GO:0002732; GO:0002815; GO:0002830; GO:0002862; GO:0002925; GO:0003779; GO:0005524; GO:0005737; GO:0005739; GO:0005794; GO:0005829; GO:0005856; GO:0005886; GO:0006909; GO:0006952; GO:0006954; GO:0006963; GO:0006965; GO:0007165; GO:0007254; GO:0007584; GO:0008284; GO:0009595; GO:0009986; GO:0010508; GO:0010936; GO:0016045; GO:0016323; GO:0019897; GO:0019899; GO:0019901; GO:0030277; GO:0030544; GO:0031398; GO:0031982; GO:0032098; GO:0032494; GO:0032495; GO:0032496; GO:0032498; GO:0032500; GO:0032689; GO:0032695; GO:0032701; GO:0032703; GO:0032720; GO:0032731; GO:0032733; GO:0032735; GO:0032740; GO:0032755; GO:0032757; GO:0032760; GO:0032874; GO:0032991; GO:0034134; GO:0034136; GO:0034976; GO:0035556; GO:0036335; GO:0038187; GO:0042742; GO:0042834; GO:0043123; GO:0043130; GO:0043330; GO:0043410; GO:0043531; GO:0044877; GO:0045087; GO:0045089; GO:0045335; GO:0045747; GO:0045944; GO:0046330; GO:0048874; GO:0050679; GO:0050700; GO:0050727; GO:0050731; GO:0050766; GO:0050830; GO:0050871; GO:0051092; GO:0051403; GO:0051649; GO:0051770; GO:0051879; GO:0060907; GO:0070371; GO:0070374; GO:0070431; GO:0071222; GO:0071224; GO:0071225; GO:0071407; GO:0071639; GO:0090022; GO:0098792; GO:0140367; GO:1900017; GO:1901224; GO:1901526; GO:1902523; GO:1904417; GO:2000110
Peve_00032976	GO:0005737; GO:0005764; GO:0005765; GO:0006914; GO:0006915; GO:0010506
Peve_00032977	GO:0005765; GO:0006914; GO:0006915; GO:0010506
Peve_00032978	GO:0004601; GO:0005615; GO:0006909; GO:0006979; GO:0016684; GO:0020037; GO:0030198; GO:0030199; GO:0042744; GO:0046872; GO:0062023; GO:0070831; GO:0140825
Peve_00032981	GO:0004601; GO:0005604; GO:0005615; GO:0006979; GO:0007411; GO:0010172; GO:0016203; GO:0020037; GO:0046872; GO:0048681; GO:0071711; GO:0110011; GO:0140825
Peve_00032982	GO:0004601; GO:0005604; GO:0005615; GO:0006979; GO:0007411; GO:0010172; GO:0016203; GO:0020037; GO:0046872; GO:0048681; GO:0071711; GO:0110011; GO:0140825
Peve_00032985	GO:0004601; GO:0005604; GO:0005615; GO:0006979; GO:0007411; GO:0010172; GO:0016203; GO:0020037; GO:0046872; GO:0048681; GO:0071711; GO:0110011; GO:0140825
Peve_00032986	GO:0001525; GO:0001654; GO:0004601; GO:0005152; GO:0005201; GO:0005576; GO:0005604; GO:0005615; GO:0005783; GO:0006955; GO:0006979; GO:0007155; GO:0009986; GO:0016684; GO:0020037; GO:0030198; GO:0030199; GO:0031012; GO:0042744; GO:0043237; GO:0046872; GO:0051260; GO:0062023; GO:0070062; GO:0070207; GO:0070831; GO:0071711; GO:0140825
Peve_00032987	GO:0004601; GO:0005604; GO:0005615; GO:0006979; GO:0007411; GO:0010172; GO:0016203; GO:0020037; GO:0046872; GO:0048681; GO:0071711; GO:0110011; GO:0140825
Peve_00032988	GO:0005524; GO:0005777; GO:0009611; GO:0009617; GO:0009695; GO:0009753; GO:0016405; GO:0102391
Peve_00032989	GO:0001669; GO:0005516; GO:0005879; GO:0017124; GO:0031514
Peve_00033002	GO:0003723; GO:0003735; GO:0022625
Peve_00033003	GO:0002011; GO:0005524; GO:0005794; GO:0005886; GO:0005912; GO:0005923; GO:0016324; GO:0016332; GO:0017015; GO:0021954; GO:0021987; GO:0030424; GO:0043204; GO:0045197; GO:0048699; GO:0072659
Peve_00033005	GO:0046872
Peve_00033006	GO:0005635; GO:0005886; GO:0006820; GO:0008514; GO:0015293; GO:0016324
Peve_00033008	
Peve_00033015	GO:0002181; GO:0003735; GO:0005737; GO:0006414; GO:0006417; GO:0022625; GO:0022626; GO:0030295; GO:0043021; GO:0045202; GO:0045727; GO:0071320; GO:1904401
Peve_00033016	GO:0000120; GO:0003677; GO:0005654; GO:0005668; GO:0006360; GO:0015630
Peve_00033017	GO:0000226; GO:0000242; GO:0000278; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007098
Peve_00033018	GO:0000139; GO:0001772; GO:0002115; GO:0002250; GO:0003924; GO:0005509; GO:0005525; GO:0005576; GO:0005737; GO:0005815; GO:0005886; GO:0016020; GO:0016197; GO:0031982; GO:0032237; GO:0032588; GO:0033093; GO:0034776; GO:0035580; GO:0045063; GO:0046330; GO:0051928
Peve_00033021	GO:0000978; GO:0000981; GO:0005634; GO:0006355; GO:0046872
Peve_00033022	GO:0005794; GO:0006890; GO:0032580; GO:0042802
Peve_00033024	GO:0000922; GO:0005737; GO:0005813; GO:0007346; GO:0019900; GO:0030496; GO:0051301
Peve_00033025	GO:0000272; GO:0000325; GO:0000427; GO:0003677; GO:0003723; GO:0003729; GO:0005576; GO:0005777; GO:0005829; GO:0005840; GO:0005996; GO:0006364; GO:0007623; GO:0009409; GO:0009506; GO:0009507; GO:0009570; GO:0009611; GO:0009658; GO:0009941; GO:0010287; GO:0010297; GO:0010319; GO:0010468; GO:0019843; GO:0032544; GO:0042631; GO:0045727; GO:0045893; GO:0048046
Peve_00033029	GO:0000045; GO:0000407; GO:0005829; GO:0009267; GO:0019898; GO:0032266; GO:0034045; GO:0034497; GO:0044804; GO:0080025; GO:1901981; GO:2000786
Peve_00033031	GO:0004860; GO:0005085; GO:0005737; GO:0005886; GO:0007301; GO:0007498; GO:0007517; GO:0009952; GO:0017124; GO:0030292; GO:0035556; GO:0042694; GO:0048644
Peve_00033032	GO:0005484; GO:0005886; GO:0006887; GO:0014069; GO:0016020; GO:0016082; GO:0019905; GO:0030425; GO:0030672; GO:0031083; GO:0031201; GO:0031629; GO:0032279; GO:0043025; GO:0048471; GO:0048786; GO:0060291; GO:0098686; GO:0098967; GO:0098978; GO:0099003
Peve_00033034	GO:0000149; GO:0001701; GO:0005789; GO:0005829; GO:0006886; GO:0006888; GO:0008270; GO:0012507; GO:0030127; GO:0070971; GO:0090110
Peve_00033035	GO:0000118; GO:0000209; GO:0000978; GO:0001222; GO:0001975; GO:0003779; GO:0004407; GO:0005634; GO:0005737; GO:0005813; GO:0005829; GO:0005874; GO:0005875; GO:0005901; GO:0006511; GO:0006515; GO:0007015; GO:0007026; GO:0008013; GO:0008017; GO:0008270; GO:0010634; GO:0010821; GO:0015630; GO:0016235; GO:0019896; GO:0030424; GO:0030425; GO:0031252; GO:0031333; GO:0031593; GO:0031625; GO:0031648; GO:0032418; GO:0032984; GO:0032991; GO:0033138; GO:0034983; GO:0035902; GO:0036064; GO:0040029; GO:0042826; GO:0042903; GO:0043005; GO:0043014; GO:0043025; GO:0043130; GO:0043131; GO:0043162; GO:0043204; GO:0045598; GO:0045814; GO:0045861; GO:0048156; GO:0048471; GO:0048487; GO:0048668; GO:0048843; GO:0050775; GO:0051412; GO:0051646; GO:0051879; GO:0051968; GO:0060997; GO:0061523; GO:0061734; GO:0070201; GO:0070301; GO:0070840; GO:0070842; GO:0070845; GO:0070848; GO:0071218; GO:0071374; GO:0071548; GO:0090042; GO:0090044; GO:0098779; GO:1900409; GO:1901984; GO:1904056; GO:1904115; GO:1905336
Peve_00033036	GO:0002037; GO:0005789; GO:0005856; GO:0005886; GO:0006749; GO:0007611; GO:0008631; GO:0010917; GO:0015031; GO:0015813; GO:0016020; GO:0032874; GO:0034599; GO:0043065; GO:0051051; GO:0071407; GO:0072659; GO:0098712; GO:0099523
Peve_00033037	GO:0004046; GO:0005737; GO:0006520; GO:0030163; GO:0042802; GO:0046872; GO:0070062
Peve_00033042	GO:0000165; GO:0001657; GO:0001755; GO:0001838; GO:0004714; GO:0005509; GO:0005524; GO:0005769; GO:0005886; GO:0007156; GO:0007158; GO:0007169; GO:0007399; GO:0009410; GO:0009653; GO:0010008; GO:0010628; GO:0010976; GO:0014042; GO:0030182; GO:0030335; GO:0030424; GO:0030425; GO:0033141; GO:0033619; GO:0033630; GO:0035799; GO:0035860; GO:0042551; GO:0043025; GO:0043235; GO:0043410; GO:0045793; GO:0045893; GO:0048265; GO:0048484; GO:0050770; GO:0051897; GO:0060041; GO:0060384; GO:0061146; GO:0071300; GO:0072300; GO:0098797
Peve_00033043	GO:0005007; GO:0005524; GO:0005886; GO:0017134; GO:0043235
Peve_00033045	GO:0005007; GO:0005524; GO:0005886; GO:0017134; GO:0043235
Peve_00033047	GO:0000287; GO:0008375; GO:0009247; GO:0010125; GO:0046506; GO:0046510; GO:0102710
Peve_00033048	GO:0000077; GO:0000425; GO:0000723; GO:0002331; GO:0003677; GO:0003735; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005782; GO:0005813; GO:0005840; GO:0006302; GO:0006412; GO:0006468; GO:0007094; GO:0008630; GO:0010212; GO:0016303; GO:0031410; GO:0035861; GO:0035979; GO:0042770; GO:0046777; GO:0071044; GO:0080090; GO:0106310; GO:1904262
Peve_00033049	GO:0003779; GO:0016055; GO:0021516; GO:0030036; GO:0031267; GO:0048715; GO:0060828; GO:0090263; GO:2000050
Peve_00033050	GO:0005886; GO:0034632; GO:0034633; GO:0038023; GO:0051649; GO:0071939
Peve_00033052	GO:0005764; GO:0005765; GO:0005770; GO:0006914; GO:0021680; GO:0030425; GO:0030902; GO:0031902; GO:0035091; GO:0080025; GO:0097352
Peve_00033053	GO:0005737; GO:0005856; GO:0016012; GO:0042383; GO:0046716; GO:0048738; GO:0055001; GO:0060047; GO:0061024
Peve_00033054	GO:0005739; GO:0005789; GO:0005886; GO:0006487; GO:0008250; GO:0015095; GO:0015693; GO:0018279; GO:0050890; GO:0055085
Peve_00033056	GO:0004930; GO:0004983; GO:0005886; GO:0007186; GO:0016020; GO:0032870; GO:0042277
Peve_00033057	GO:0008376; GO:0030206; GO:0032580; GO:0033842; GO:0047238
Peve_00033058	GO:0004222; GO:0006508; GO:0008270
Peve_00033059	GO:0001822; GO:0003279; GO:0004222; GO:0005576; GO:0006508; GO:0008237; GO:0030198; GO:0031012; GO:0035904; GO:0046872; GO:0060976
Peve_00033060	GO:0001822; GO:0003279; GO:0004222; GO:0005576; GO:0006508; GO:0008237; GO:0030198; GO:0031012; GO:0035904; GO:0046872; GO:0060976
Peve_00033061	GO:0005302; GO:0005886; GO:0008028; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0070327
Peve_00033062	GO:0005302; GO:0005886; GO:0008028; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0070327
Peve_00033064	GO:0005886; GO:0007601; GO:0007602; GO:0008020; GO:0071482
Peve_00033065	GO:0003777; GO:0005524; GO:0005634; GO:0005737; GO:0005814; GO:0007018; GO:0008017; GO:0008289; GO:0051225
Peve_00033067	GO:0005886; GO:0007155
Peve_00033068	GO:0005576; GO:0006953; GO:0009897
Peve_00033070	GO:0004497; GO:0005506; GO:0044875
Peve_00033071	GO:0005886; GO:0016497; GO:0061827; GO:0070472; GO:0097225; GO:1902093
Peve_00033072	GO:0004930; GO:0005886; GO:0042562; GO:0042923
Peve_00033073	GO:0005739; GO:0005840; GO:0006417; GO:0019843; GO:0032543; GO:0043024; GO:1990904
Peve_00033074	GO:0002092; GO:0004842; GO:0005112; GO:0005737; GO:0005886; GO:0006511; GO:0007219; GO:0007411; GO:0007528; GO:0008586; GO:0016199; GO:0016567; GO:0017022; GO:0019871; GO:0019904; GO:0031623; GO:0045732; GO:0045746; GO:0045807; GO:0045879; GO:0048814; GO:0051965; GO:0061630; GO:0071212; GO:1905062; GO:1905306
Peve_00033075	GO:0002028; GO:0003085; GO:0004842; GO:0005737; GO:0005771; GO:0005794; GO:0006511; GO:0006513; GO:0006814; GO:0009651; GO:0010765; GO:0010766; GO:0016567; GO:0019870; GO:0019871; GO:0030154; GO:0031647; GO:0045732; GO:0048814; GO:0051649; GO:0061630; GO:0086005; GO:0098794; GO:0098978; GO:0099149; GO:0140252; GO:1902305; GO:2000810; GO:2001288
Peve_00033078	GO:0005802; GO:0005829; GO:0005886; GO:0008104; GO:0012505; GO:0016020; GO:0019901
Peve_00033080	GO:0004222; GO:0005615; GO:0006508; GO:0008270; GO:0030198; GO:0030334; GO:0030574; GO:0031012
Peve_00033081	GO:0000922; GO:0005737; GO:0005813; GO:0007346; GO:0019900; GO:0030496; GO:0051301
Peve_00033083	GO:0004090; GO:0005634; GO:0005737; GO:0016491; GO:0016616
Peve_00033084	GO:0004090; GO:0005634; GO:0005737; GO:0016491; GO:0016616
Peve_00033088	GO:0001666; GO:0004144; GO:0005886; GO:0006071; GO:0019432; GO:0071731
Peve_00033089	GO:0005452; GO:0005739; GO:0005743; GO:0015698; GO:0022857
Peve_00033090	GO:0000307; GO:0005634; GO:0005737; GO:0005813; GO:0016538; GO:0044772; GO:0051301
Peve_00033091	GO:0005351; GO:0005764; GO:0005765; GO:0005829; GO:0005886; GO:0006811; GO:0006820; GO:0006865; GO:0009617; GO:0015136; GO:0015538; GO:0015739; GO:0016020; GO:0016323; GO:0030672; GO:0042880
Peve_00033096	GO:0005765; GO:0006820; GO:0015293; GO:0016323; GO:0030672
Peve_00033098	GO:0005634; GO:0005737
Peve_00033099	GO:0001504; GO:0003407; GO:0005254; GO:0005313; GO:0005326; GO:0005436; GO:0005769; GO:0005886; GO:0006817; GO:0006820; GO:0008021; GO:0015386; GO:0015813; GO:0021766; GO:0030672; GO:0034707; GO:0035249; GO:0043005; GO:0044341; GO:0050803; GO:0051938; GO:0055062; GO:0060076; GO:0098700; GO:0098793; GO:0140787; GO:0140788; GO:1990030; GO:1990384
Peve_00033100	GO:0001965; GO:0004930; GO:0004979; GO:0005245; GO:0005768; GO:0005886; GO:0007197; GO:0007200; GO:0019233; GO:0030424; GO:0030425; GO:0031681; GO:0038003; GO:0038047; GO:0042923; GO:0043204; GO:0043951; GO:0045019; GO:0045202; GO:0050769; GO:0051481; GO:0061358; GO:0070374; GO:2000310
Peve_00033102	GO:0004962; GO:0005886; GO:0008217; GO:0042310; GO:0048066; GO:0048484; GO:0086100
Peve_00033104	GO:0004966; GO:0005886; GO:0005929; GO:0007186; GO:0007188; GO:0007189; GO:0007200; GO:0007204; GO:0007218; GO:0017046; GO:0031175; GO:0042923; GO:0043647; GO:0045944; GO:0046488; GO:0090663
Peve_00033105	GO:0000922; GO:0005737; GO:0005813; GO:0007346; GO:0019900; GO:0030496; GO:0051301
Peve_00033106	GO:0005634; GO:0005654; GO:0005737; GO:0006457; GO:0030544; GO:0045087; GO:0051607; GO:0051879
Peve_00033107	GO:0007186; GO:0016020; GO:0019236
Peve_00033109	GO:0000307; GO:0006355; GO:0007346; GO:0019005; GO:0019901; GO:0042393; GO:0043130; GO:0044772; GO:0048144; GO:0051301; GO:0061575
Peve_00033110	GO:0007186; GO:0016020; GO:0019236
Peve_00033111	GO:0000122; GO:0000977; GO:0000981; GO:0003682; GO:0005634; GO:0006357; GO:0006366; GO:0007420; GO:0007612; GO:0007613; GO:0032991; GO:0035176; GO:0045892; GO:0048286
Peve_00033115	GO:0000502; GO:0004843; GO:0005634; GO:0005829; GO:0006511; GO:0006955; GO:0006979; GO:0016071; GO:0031098; GO:0031647; GO:0032183; GO:0097400
Peve_00033117	GO:0001953; GO:0004385; GO:0004674; GO:0005102; GO:0005516; GO:0005524; GO:0005604; GO:0005652; GO:0005730; GO:0005737; GO:0005829; GO:0005886; GO:0005911; GO:0005925; GO:0007155; GO:0008104; GO:0010839; GO:0015629; GO:0016323; GO:0016363; GO:0031982; GO:0042043; GO:0042734; GO:0045944; GO:0046928; GO:0051649; GO:0060170; GO:0061045; GO:0070509; GO:0090280; GO:0090288; GO:0098685; GO:0106310; GO:2000300
Peve_00033119	GO:0005634; GO:0005654; GO:0005737; GO:0006457; GO:0030544; GO:0045087; GO:0051607; GO:0051879
Peve_00033121	GO:0000922; GO:0005737; GO:0005813; GO:0007346; GO:0019900; GO:0030496; GO:0051301
Peve_00033123	GO:0000398; GO:0005681; GO:0016607; GO:0030628; GO:0046872; GO:0089701
Peve_00033124	GO:0005789; GO:0007219; GO:0007220; GO:0016020; GO:0032580; GO:0034205; GO:0042982; GO:0070765
Peve_00033125	GO:0000209; GO:0005654; GO:0006281; GO:0006511; GO:0008270; GO:0033696; GO:0045995; GO:0061630; GO:0140861
Peve_00033126	GO:0000132; GO:0000922; GO:0001958; GO:0002376; GO:0003779; GO:0004445; GO:0005634; GO:0005794; GO:0005829; GO:0006006; GO:0006661; GO:0006897; GO:0006915; GO:0007015; GO:0007155; GO:0008285; GO:0009791; GO:0009925; GO:0010467; GO:0010629; GO:0016607; GO:0017124; GO:0030027; GO:0030175; GO:0032868; GO:0032880; GO:0034485; GO:0042169; GO:0043491; GO:0043569; GO:0046856; GO:0050776; GO:0070371; GO:0097178; GO:0110053
Peve_00033130	GO:0000122; GO:0001764; GO:0004197; GO:0004843; GO:0005634; GO:0005737; GO:0005813; GO:0005829; GO:0005929; GO:0006307; GO:0007059; GO:0007179; GO:0007292; GO:0008104; GO:0008234; GO:0016020; GO:0016477; GO:0016562; GO:0016567; GO:0016579; GO:0030426; GO:0030509; GO:0032092; GO:0032435; GO:0035520; GO:0042752; GO:0048511; GO:0048675; GO:0050821; GO:0051301; GO:0060271; GO:0061578; GO:0061824; GO:0070410; GO:0070536; GO:0071947; GO:0101005; GO:0140313; GO:0180017; GO:1904515; GO:1990000; GO:1990380
Peve_00033131	GO:0005005; GO:0005524; GO:0005886; GO:0007411; GO:0030010; GO:0030425; GO:0031589; GO:0031901; GO:0046328; GO:0046777; GO:0048013; GO:0051965; GO:0060326; GO:0060996; GO:0060997; GO:0070372
Peve_00033132	GO:0005509; GO:0005576; GO:0005604; GO:0005886; GO:0005938; GO:0007156; GO:0008046; GO:0030054; GO:0030424; GO:0032154; GO:0043025; GO:0050808; GO:0062023
Peve_00033134	GO:0003677; GO:0004519; GO:0004527; GO:0030430; GO:0042025
Peve_00033136	GO:0005509; GO:0005576; GO:0005604; GO:0005886; GO:0005938; GO:0007156; GO:0008046; GO:0030054; GO:0030424; GO:0032154; GO:0043025; GO:0050808; GO:0062023
Peve_00033137	GO:0005576; GO:0005615; GO:0006979; GO:0042802; GO:0062023; GO:1901346; GO:1903053
Peve_00033138	GO:0005509; GO:0005576; GO:0007155; GO:0010811
Peve_00033139	GO:0005003; GO:0005004; GO:0005005; GO:0005524; GO:0005769; GO:0005886; GO:0007411; GO:0010717; GO:0016477; GO:0030425; GO:0032956; GO:0043087; GO:0048013; GO:0051893; GO:0070507; GO:0097155; GO:0097156
Peve_00033140	GO:0004714; GO:0005004; GO:0005524; GO:0005769; GO:0005886; GO:0010717; GO:0016477; GO:0032956; GO:0043087; GO:0043235; GO:0048013; GO:0051893; GO:0070507; GO:0097155; GO:0097156
Peve_00033143	GO:0001503; GO:0004930; GO:0005518; GO:0005886; GO:0007005; GO:0007166; GO:0007186; GO:0007189; GO:0007507; GO:0014037; GO:0019933; GO:0022011; GO:0032290; GO:0042552; GO:0043236; GO:0043583; GO:0048932; GO:0050840; GO:0060347; GO:0060879; GO:1903670
Peve_00033145	GO:0001503; GO:0004930; GO:0005518; GO:0005886; GO:0007005; GO:0007166; GO:0007186; GO:0007189; GO:0007507; GO:0014037; GO:0019933; GO:0022011; GO:0032290; GO:0042552; GO:0043236; GO:0043583; GO:0048932; GO:0050840; GO:0060347; GO:0060879; GO:1903670
Peve_00033147	GO:0001503; GO:0004930; GO:0005518; GO:0005886; GO:0007005; GO:0007166; GO:0007186; GO:0007189; GO:0007507; GO:0014037; GO:0019933; GO:0022011; GO:0032290; GO:0042552; GO:0043236; GO:0043583; GO:0048932; GO:0050840; GO:0060347; GO:0060879; GO:1903670
Peve_00033148	GO:0005886; GO:0007155; GO:0007411; GO:0007420; GO:0007605; GO:0030424; GO:0042734; GO:0098552; GO:0098609; GO:0098632; GO:0098982; GO:0099054
Peve_00033149	GO:0007155; GO:0016020
Peve_00033151	GO:0004989; GO:0005886; GO:0007189; GO:0008226; GO:0016020; GO:0071418; GO:0071880; GO:0071927; GO:0071928
