"miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region"
"Cluster_796","Peve_00037461",0.999848047205772,0.0110982618086229,0.650685374622803,151,-33.18,"2 21","1335 1365",28,"64.29%","64.29%","CDS"
"Cluster_796","Peve_00037461",0.999848047205772,0.0110982618086229,0.650685374622803,151,-33.18,"2 21","1611 1641",28,"64.29%","64.29%","CDS"
"Cluster_796","Peve_00037461",0.999848047205772,0.0110982618086229,0.650685374622803,151,-35.19,"2 21","1197 1227",28,"64.29%","64.29%","CDS"
"Cluster_796","Peve_00037461",0.999848047205772,0.0110982618086229,0.650685374622803,158,-23.1,"2 21","1489 1512",21,"71.43%","80.95%","CDS"
"Cluster_796","Peve_00037461",0.999848047205772,0.0110982618086229,0.650685374622803,159,-23.44,"2 21","382 405",21,"71.43%","76.19%","CDS"
"Cluster_796","Peve_00037461",0.999848047205772,0.0110982618086229,0.650685374622803,162,-26.61,"2 21","253 276",21,"76.19%","80.95%","CDS"
"Cluster_796","Peve_00037776",0.999479239377096,0.0205462722495551,0.812435710552529,153,-20.62,"2 20","4257 4284",24,"70.83%","70.83%","CDS"
"Cluster_796","Peve_00037776",0.999479239377096,0.0205462722495551,0.812435710552529,153,-20.62,"2 20","5618 5645",24,"70.83%","70.83%","CDS"
"Cluster_796","Peve_00038086",0.99928607481456,0.0240573237932185,0.856569794819485,155,-24.7,"2 20","7701 7722",18,"66.67%","77.78%","CDS"
"Cluster_796","Peve_00038655",0.997432993613974,0.0456248597186151,0.93332862243605,152,-20.99,"2 20","5725 5750",22,"72.73%","77.27%","CDS"
"Cluster_796","Peve_00038764",0.999984165927141,0.00358254796236332,0.524089804097317,162,-25.28,"2 21","17511 17534",21,"76.19%","80.95%","CDS"
"Cluster_796","Peve_00036964",0.997077513398696,0.0486829862370013,0.94805481250488,153,-21.1,"2 19","18208 18232",20,"70.00%","75.00%","CDS"
"Cluster_796","Peve_00038927",0.999994129428633,0.00218140105711895,0.379078774249685,152,-20.95,"2 21","18204 18225",19,"63.16%","73.68%","CDS"
"Cluster_796","Peve_00038927",0.999994129428633,0.00218140105711895,0.379078774249685,152,-20.95,"2 21","21996 22017",19,"63.16%","73.68%","CDS"
"Cluster_796","Peve_00039069",0.997317016749437,0.0466445867445898,0.938976395895687,151,-20.66,"2 21","8777 8799",20,"70.00%","70.00%","CDS"
"Cluster_796","Peve_00039735",0.99924851937578,0.0246820492900172,0.864470993738875,155,-22.05,"2 21","35431 35453",20,"70.00%","75.00%","CDS"
"Cluster_796","Peve_00039588",0.999983457432514,0.0036618215569645,0.529730745706329,157,-24.38,"2 21","33361 33386",23,"73.91%","78.26%","CDS"
"Cluster_796","Peve_00040059",0.999626870838226,0.0173915472885537,0.782669382293497,161,-20.69,"2 18","322 343",16,"81.25%","81.25%","CDS"
"Cluster_796","Peve_00040756",0.999742717620937,0.0144414052132105,0.731897665835973,154,-21.19,"2 21","13954 13978",22,"68.18%","77.27%","CDS"
"Cluster_796","Peve_00040912",-0.999920563539171,0.00802431444871135,0.573710369894872,176,-22.4,"2 21","5226 5247",19,"84.21%","84.21%","CDS"
"Cluster_796","Peve_00041095",0.999868996931266,0.0103048244251447,0.629647545468991,170,-21,"2 21","14717 14737",19,"84.21%","84.21%","CDS"
"Cluster_796","Peve_00041750",0.99983472343522,0.0115746199867111,0.663496317927119,151,-22.39,"2 21","12668 12685",19,"73.68%","73.68%","CDS"
"Cluster_796","Peve_00041750",0.99983472343522,0.0115746199867111,0.663496317927119,159,-21.09,"2 21","11059 11081",20,"75.00%","75.00%","CDS"
"Cluster_796","Peve_00042419",0.998150011594241,0.0387299200197762,0.909359886114279,157,-20.95,"2 21","8844 8868",22,"77.27%","77.27%","CDS"
"Cluster_796","Peve_00042649",0.999999352596528,0.000724407029937386,0.239778920002343,155,-25.28,"2 21","129 151",20,"70.00%","75.00%","CDS"
"Cluster_796","Peve_00042940",0.999893013165731,0.00931245444676547,0.600139271338457,175,-28.05,"2 21","22514 22536",20,"85.00%","85.00%","CDS"
"Cluster_796","Peve_00043040",0.997958237792955,0.0406884946615009,0.909359886114279,163,-22.61,"2 17","9183 9205",16,"87.50%","87.50%","CDS"
"Cluster_796","Peve_00043455",0.999999734253511,0.000464118519054011,0.239778920002343,148,-20.7,"2 21","16364 16385",19,"63.16%","68.42%","CDS"
"Cluster_796","Peve_00044008",0.997859048240646,0.0416654499063484,0.909359886114279,160,-21.65,"2 21","7820 7842",21,"80.95%","80.95%","CDS"
"Cluster_796","Peve_00043688",0.997883962349723,0.0414222254288143,0.909359886114279,149,-21.34,"2 19","2694 2718",20,"70.00%","70.00%","CDS"
"Cluster_796","Peve_00044304",0.999409654250644,0.0218760903670763,0.830089015811238,155,-22.5,"2 17","1510 1532",16,"81.25%","81.25%","CDS"
"Cluster_796","Peve_00044304",0.999409654250644,0.0218760903670763,0.830089015811238,155,-22.5,"2 17","2313 2335",16,"81.25%","81.25%","CDS"
"Cluster_10060","Peve_00029974",0.999736312730338,0.0146200630686234,0.734958779208245,167,-21.66,"2 21","359 381",20,"75.00%","85.00%","5UTR"
"Cluster_10060","Peve_00040742",-0.999019150266648,0.0281988803309955,0.902129556693968,166,-20.16,"2 21","204 224",19,"73.68%","89.47%","5UTR"
"Cluster_10934","Peve_00008185",0.99960187302587,0.0179647150151243,0.782669382293497,146,-23.41,"2 21","504 521",19,"68.42%","78.95%","5UTR"
"Cluster_10934","Peve_00009398",0.998758250045998,0.0317290557481573,0.903929377050813,155,-23.23,"2 21","51 75",22,"63.64%","77.27%","5UTR"
"Cluster_10934","Peve_00019390",0.998758250045999,0.0317290557481559,0.903929377050813,162,-21.88,"2 20","405 427",19,"73.68%","84.21%","5UTR"
"Cluster_10934","Peve_00025441",0.999999242056246,0.00078381512101461,0.239778920002343,147,-20.08,"2 17","882 904",16,"75.00%","75.00%","5UTR"
"Cluster_10934","Peve_00025440",0.999990991243872,0.00270226453852998,0.439065053827702,147,-20.08,"2 17","882 904",16,"75.00%","75.00%","5UTR"
"Cluster_10934","Peve_00040130",0.998758250045998,0.0317290557481573,0.903929377050813,160,-20.06,"2 20","942 961",18,"77.78%","83.33%","5UTR"
"Cluster_11134","Peve_00001620",0.999331428228842,0.0232805554536455,0.848115847217852,162,-25.57,"2 21","114 140",24,"70.83%","79.17%","5UTR"
"Cluster_11134","Peve_00002001",0.997882460106254,0.0414369314993325,0.909359886114279,160,-20.3,"2 17","930 951",15,"73.33%","93.33%","5UTR"
"Cluster_11134","Peve_00004498",-0.997520581789295,0.0448393995312029,0.929559323183572,150,-20.56,"2 17","909 929",15,"73.33%","86.67%","5UTR"
"Cluster_11135","Peve_00016052",0.999263211767585,0.024439545782064,0.861227763182295,162,-23.61,"2 20","111 133",19,"73.68%","84.21%","5UTR"
"Cluster_11135","Peve_00016434",0.99900571383746,0.0283914000687859,0.903496866948401,170,-20.86,"2 21","918 938",19,"78.95%","89.47%","5UTR"
"Cluster_11135","Peve_00020772",0.998797404481802,0.0312247122096777,0.903929377050813,146,-20.94,"2 21","264 290",24,"62.50%","70.83%","5UTR"
"Cluster_11135","Peve_00023991",0.999999420671888,0.000685263252555419,0.239778920002343,160,-22.38,"2 18","538 560",17,"82.35%","82.35%","5UTR"
"Cluster_11135","Peve_00030840",0.999931466060162,0.00745333172287407,0.573710369894872,151,-22.1,"2 21","619 643",22,"63.64%","72.73%","5UTR"
"Cluster_1167","Peve_00001485",0.999909726776791,0.00855416971793915,0.573710369894872,155,-21.98,"2 16","285 306",14,"78.57%","85.71%","5UTR"
"Cluster_1167","Peve_00001544",0.999909726776791,0.00855416971793915,0.573710369894872,154,-23.08,"2 21","464 484",19,"63.16%","84.21%","5UTR"
"Cluster_1167","Peve_00003269",0.999909726776791,0.00855416971793915,0.573710369894872,150,-21.09,"2 21","46 69",21,"66.67%","76.19%","5UTR"
"Cluster_1167","Peve_00005255",0.999909726776791,0.00855416971793915,0.573710369894872,150,-25.11,"2 19","455 476",17,"64.71%","76.47%","5UTR"
"Cluster_1167","Peve_00005406",0.999909726776791,0.00855416971793389,0.573710369894872,147,-20.88,"2 21","126 148",20,"65.00%","70.00%","5UTR"
"Cluster_1167","Peve_00007142",0.999909726776791,0.00855416971793389,0.573710369894872,156,-22.04,"2 18","665 687",17,"76.47%","82.35%","5UTR"
"Cluster_1167","Peve_00007689",0.999909726776791,0.00855416971793915,0.573710369894872,150,-25.62,"2 19","312 333",17,"64.71%","76.47%","5UTR"
"Cluster_1167","Peve_00010286",0.999909726776791,0.00855416971793915,0.573710369894872,153,-20.95,"2 16","104 124",14,"85.71%","85.71%","5UTR"
"Cluster_1167","Peve_00014260",0.999909726776791,0.00855416971793915,0.573710369894872,159,-23.98,"2 21","696 718",20,"75.00%","75.00%","5UTR"
"Cluster_1167","Peve_00015576",0.999909726776791,0.00855416971793915,0.573710369894872,152,-23.21,"2 13","745 766",11,"90.91%","90.91%","5UTR"
"Cluster_1167","Peve_00015940",0.998461753312847,0.0353153733346753,0.909359886114279,140,-24.8,"2 9","385 406",7,"100.00%","100.00%","5UTR"
"Cluster_1167","Peve_00016445",0.999909726776791,0.00855416971793915,0.573710369894872,143,-23.75,"2 17","332 359",21,"61.90%","71.43%","5UTR"
"Cluster_1167","Peve_00017626",0.999909726776791,0.00855416971793915,0.573710369894872,144,-21.59,"2 13","859 880",11,"81.82%","81.82%","5UTR"
"Cluster_1167","Peve_00018177",0.999909726776791,0.00855416971793915,0.573710369894872,151,-24.56,"2 19","16 35",17,"76.47%","76.47%","5UTR"
"Cluster_1167","Peve_00018177",0.999909726776791,0.00855416971793915,0.573710369894872,151,-24.56,"2 19","246 265",17,"76.47%","76.47%","5UTR"
"Cluster_1167","Peve_00019541",0.998816193083452,0.0309797857569469,0.903929377050813,160,-27.23,"2 21","579 600",19,"68.42%","78.95%","5UTR"
"Cluster_1167","Peve_00021333",0.999909726776791,0.00855416971793915,0.573710369894872,160,-25.15,"2 21","389 410",19,"68.42%","78.95%","5UTR"
"Cluster_1167","Peve_00021330",0.999909726776791,0.00855416971793915,0.573710369894872,156,-24.35,"2 21","392 413",19,"63.16%","78.95%","5UTR"
"Cluster_1167","Peve_00021718",0.999909726776791,0.00855416971793389,0.573710369894872,144,-22.08,"2 21","817 838",19,"57.89%","68.42%","5UTR"
"Cluster_1167","Peve_00021718",0.999909726776791,0.00855416971793389,0.573710369894872,146,-24.73,"2 21","693 718",23,"60.87%","73.91%","5UTR"
"Cluster_1167","Peve_00026489",0.999909726776791,0.00855416971793389,0.573710369894872,147,-23.25,"2 21","781 803",20,"65.00%","70.00%","5UTR"
"Cluster_1167","Peve_00029605",0.999850651123434,0.011002756609976,0.648044327003451,153,-25.03,"2 21","120 145",23,"73.91%","73.91%","5UTR"
"Cluster_1167","Peve_00029642",0.999990221588804,0.00281533203902639,0.450074017033431,155,-21.97,"2 16","869 890",14,"78.57%","85.71%","5UTR"
"Cluster_1167","Peve_00034549",0.998849404223647,0.0305420482403264,0.903929377050813,146,-22.61,"2 13","211 231",11,"90.91%","90.91%","5UTR"
"Cluster_1167","Peve_00035161",0.999909726776791,0.00855416971793915,0.573710369894872,146,-22.6,"2 21","673 697",22,"68.18%","68.18%","5UTR"
"Cluster_1167","Peve_00036721",0.999909726776791,0.00855416971793915,0.573710369894872,142,-20.46,"2 16","658 680",15,"73.33%","73.33%","5UTR"
"Cluster_1167","Peve_00036723",0.999909726776791,0.00855416971793389,0.573710369894872,142,-20.46,"2 16","658 680",15,"73.33%","73.33%","5UTR"
"Cluster_1167","Peve_00037343",0.999909726776791,0.00855416971793915,0.573710369894872,153,-26.24,"2 20","219 242",20,"70.00%","80.00%","5UTR"
"Cluster_1167","Peve_00040549",0.999909726776791,0.00855416971793389,0.573710369894872,152,-23.21,"2 13","59 80",11,"90.91%","90.91%","5UTR"
"Cluster_1167","Peve_00041552",0.999909726776791,0.00855416971793915,0.573710369894872,152,-20.28,"2 21","91 112",19,"63.16%","73.68%","5UTR"
"Cluster_1167","Peve_00042134",0.999909726776791,0.00855416971793915,0.573710369894872,142,-20.81,"2 20","363 386",20,"65.00%","65.00%","5UTR"
"Cluster_1167","Peve_00042228",0.999990792524351,0.00273190594675139,0.442041167784887,146,-21.74,"2 11","153 174",9,"88.89%","100.00%","5UTR"
"Cluster_1167","Peve_00043379",0.999909726776791,0.00855416971793389,0.573710369894872,149,-21.78,"2 14","403 424",12,"83.33%","83.33%","5UTR"
"Cluster_1167","Peve_00045222",0.998907226375474,0.0297645814333626,0.903929377050813,155,-26.85,"2 17","756 778",16,"81.25%","81.25%","5UTR"
"Cluster_13502","Peve_00001711",0.997844556977271,0.0418062711782376,0.909359886114279,159,-22.48,"2 18","500 520",16,"75.00%","93.75%","5UTR"
"Cluster_13502","Peve_00003720",0.997844556977271,0.0418062711782387,0.909359886114279,192,-35.54,"2 21","283 304",19,"89.47%","100.00%","5UTR"
"Cluster_13502","Peve_00015657",0.997844556977271,0.0418062711782397,0.909359886114279,165,-20.12,"2 20","920 943",20,"80.00%","85.00%","5UTR"
"Cluster_13502","Peve_00033788",0.997844556977271,0.0418062711782387,0.909359886114279,154,-21.17,"2 20","540 562",19,"68.42%","78.95%","5UTR"
"Cluster_13502","Peve_00043584",0.999808930883123,0.0124450682944078,0.68680754891219,169,-20.45,"2 19","198 220",18,"83.33%","88.89%","5UTR"
"Cluster_14999","Peve_00001876",0.999298315087297,0.0238501759994235,0.854711273077389,162,-20.06,"2 15","614 635",13,"92.31%","92.31%","5UTR"
"Cluster_14999","Peve_00006544",-0.999322492966855,0.0234356254044225,0.849930477652765,160,-20.25,"2 17","644 665",15,"80.00%","86.67%","5UTR"
"Cluster_14999","Peve_00022361",0.999976158554056,0.00439604651623863,0.54328949385489,157,-21.9,"2 19","173 197",20,"75.00%","75.00%","5UTR"
"Cluster_14999","Peve_00035813",0.999446977031752,0.0211732108231167,0.821343827072112,154,-20.38,"2 21","30 58",26,"69.23%","69.23%","5UTR"
"Cluster_14999","Peve_00039396",0.998919516701524,0.0295966980402007,0.903929377050813,174,-21.61,"2 19","50 71",17,"82.35%","94.12%","5UTR"
"Cluster_14999","Peve_00042650",0.997296425206163,0.0468233205724549,0.939470798087631,146,-22.06,"2 21","305 333",26,"61.54%","69.23%","5UTR"
"Cluster_15726","Peve_00011436",-0.999947726180961,0.00650937254330571,0.573710369894872,159,-21.33,"2 19","411 430",17,"82.35%","82.35%","5UTR"
"Cluster_15726","Peve_00012489",1,0,0,147,-20.21,"2 21","881 898",19,"68.42%","73.68%","5UTR"
"Cluster_15726","Peve_00013682",0.999429765887112,0.0215001929584108,0.825175158091499,147,-20.04,"2 20","688 709",18,"61.11%","72.22%","5UTR"
"Cluster_15726","Peve_00015888",1,1.34157585525081e-08,8.89340150118664e-06,160,-23.08,"2 21","885 906",19,"73.68%","73.68%","5UTR"
"Cluster_15726","Peve_00016106",1,9.48637384723993e-09,6.86838308108347e-06,165,-21.29,"2 14","849 870",12,"100.00%","100.00%","5UTR"
"Cluster_15726","Peve_00016876",1,1.34157585525081e-08,8.89340150118664e-06,160,-20.05,"2 21","302 323",19,"68.42%","78.95%","5UTR"
"Cluster_15726","Peve_00021185",-0.999137171835302,0.0264477364816598,0.885091958128636,160,-24.78,"2 21","609 630",19,"73.68%","73.68%","5UTR"
"Cluster_15726","Peve_00025028",-0.998577868479122,0.0339559968102885,0.909359886114279,151,-20.82,"2 17","399 421",16,"75.00%","81.25%","5UTR"
"Cluster_15726","Peve_00028583",1,9.48637384723993e-09,6.86838308108347e-06,157,-20.54,"2 19","657 680",19,"73.68%","78.95%","5UTR"
"Cluster_15726","Peve_00031471",-0.999762972739619,0.0138612644080488,0.719823225073345,158,-22.99,"2 21","226 251",23,"69.57%","78.26%","5UTR"
"Cluster_15726","Peve_00034900",-0.997904126995256,0.0412243184290208,0.909359886114279,149,-21.02,"2 21","71 98",25,"68.00%","72.00%","5UTR"
"Cluster_15726","Peve_00037737",-0.999593925615707,0.0181431468379987,0.782669382293497,146,-20.27,"2 11","800 821",9,"88.89%","100.00%","5UTR"
"Cluster_15726","Peve_00045142",1,1.34157585525081e-08,8.89340150118664e-06,158,-20.18,"2 19","287 308",17,"70.59%","82.35%","5UTR"
"Cluster_15890","Peve_00008072",-0.998282282435782,0.0373192738625068,0.909359886114279,176,-20.71,"2 21","307 328",19,"78.95%","89.47%","5UTR"
"Cluster_16738","Peve_00007806",0.999974190676381,0.00457387578917121,0.54328949385489,161,-20.31,"2 14","320 341",12,"91.67%","100.00%","5UTR"
"Cluster_2787","Peve_00014228",0.997036573432838,0.0490229581666764,0.949574829383869,154,-21.98,"2 21","447 467",19,"68.42%","78.95%","5UTR"
"Cluster_2787","Peve_00014228",0.997036573432838,0.0490229581666764,0.949574829383869,161,-20.26,"2 19","825 847",18,"77.78%","83.33%","5UTR"
"Cluster_2787","Peve_00019695",0.998742428996946,0.0319305869438654,0.905632568744263,163,-21.71,"2 21","199 221",20,"75.00%","80.00%","5UTR"
"Cluster_2787","Peve_00023931",0.997268981044785,0.0470604815083167,0.940685113548625,148,-21,"2 20","696 720",22,"68.18%","72.73%","5UTR"
"Cluster_2787","Peve_00025086",-0.999963153550721,0.00546505171493988,0.551398425649056,152,-21.52,"2 21","585 604",19,"73.68%","78.95%","5UTR"
"Cluster_2787","Peve_00036122",0.998020559760609,0.0400624940598234,0.909359886114279,158,-23.01,"2 21","595 615",19,"73.68%","78.95%","5UTR"
"Cluster_2787","Peve_00037061",-0.999649545771953,0.0168547943103946,0.778328904052462,150,-21.21,"2 21","349 373",22,"68.18%","72.73%","5UTR"
"Cluster_2787","Peve_00039122",0.997623736355649,0.0438963560597039,0.922643131738102,158,-21.8,"2 21","666 691",23,"69.57%","78.26%","5UTR"
"Cluster_2787","Peve_00042177",0.999318127749319,0.0235110112931456,0.850665296699579,152,-21.18,"2 21","347 368",19,"68.42%","68.42%","5UTR"
"Cluster_2854","Peve_00000377",0.997896558563532,0.0412987102322654,0.909359886114279,148,-20.88,"2 14","173 196",14,"78.57%","85.71%","5UTR"
"Cluster_2854","Peve_00001268",0.999962448044095,0.00551712420276981,0.551398425649056,159,-21.31,"2 20","162 183",18,"72.22%","77.78%","5UTR"
"Cluster_2854","Peve_00004417",0.998804655877086,0.031130411862649,0.903929377050813,160,-20.55,"2 19","748 771",19,"78.95%","84.21%","5UTR"
"Cluster_2854","Peve_00011018",-0.999898831254468,0.00905569870901151,0.591707940755134,146,-20.55,"2 21","100 126",24,"66.67%","66.67%","5UTR"
"Cluster_2854","Peve_00011155",0.999983740199231,0.00363039030884399,0.527140119669662,153,-21.61,"2 14","478 499",12,"83.33%","91.67%","5UTR"
"Cluster_2854","Peve_00013972",0.999962448044095,0.00551712420276981,0.551398425649056,166,-20.5,"2 21","65 85",19,"73.68%","89.47%","5UTR"
"Cluster_2854","Peve_00018828",0.998059288344699,0.0396685101306057,0.909359886114279,163,-21.24,"2 21","889 912",21,"76.19%","76.19%","5UTR"
"Cluster_2854","Peve_00023071",0.999962448044095,0.00551712420276166,0.551398425649056,167,-20.56,"2 20","420 441",18,"77.78%","83.33%","5UTR"
"Cluster_2854","Peve_00024587",-0.997501684128481,0.0450100248602691,0.930633997430282,159,-20.29,"2 20","562 583",18,"61.11%","88.89%","5UTR"
"Cluster_2854","Peve_00035329",0.998029698096393,0.0399698798387951,0.909359886114279,150,-20.22,"2 15","853 874",13,"76.92%","84.62%","5UTR"
"Cluster_2854","Peve_00039198",-0.997118363096831,0.0483413856135186,0.946447951505117,149,-22.41,"2 21","76 98",21,"66.67%","76.19%","5UTR"
"Cluster_2882","Peve_00010433",-0.99813899500858,0.0388451018771475,0.909359886114279,147,-21.44,"2 21","121 147",24,"62.50%","66.67%","5UTR"
"Cluster_2882","Peve_00012142",-0.997089131731783,0.0485860732748588,0.947668828184205,169,-23.55,"2 19","372 395",19,"78.95%","89.47%","5UTR"
"Cluster_2882","Peve_00023391",-0.999656503413255,0.0166866349892639,0.775337211553618,162,-24.47,"2 15","257 278",13,"84.62%","100.00%","5UTR"
"Cluster_2882","Peve_00031436",-0.998016621951657,0.0401023366876437,0.909359886114279,166,-22.51,"2 21","763 788",23,"73.91%","82.61%","5UTR"
"Cluster_29","Peve_00013718",0.999652457614836,0.0167846228939752,0.776954707475336,155,-20.25,"2 20","449 467",18,"72.22%","83.33%","5UTR"
"Cluster_29","Peve_00020075",-0.99757215116682,0.0443704514965721,0.926335665692565,159,-20.95,"2 21","842 864",20,"65.00%","85.00%","5UTR"
"Cluster_4079","Peve_00013396",-0.999820977218369,0.0120463575804017,0.676535186799302,156,-20.02,"2 21","84 105",19,"63.16%","78.95%","5UTR"
"Cluster_4079","Peve_00015748",-0.999044377811527,0.0278338206502373,0.899469696283718,171,-21.11,"2 20","653 674",18,"83.33%","83.33%","5UTR"
"Cluster_4079","Peve_00022789",0.999909031516669,0.0085870479919059,0.575101679046124,154,-21.51,"2 20","62 85",20,"60.00%","85.00%","5UTR"
"Cluster_4079","Peve_00035192",-0.998775289031826,0.03151056991983,0.903929377050813,158,-20.23,"2 20","417 439",19,"68.42%","84.21%","5UTR"
"Cluster_4079","Peve_00038009",-0.999936297068816,0.00718583323943983,0.573710369894872,146,-20.12,"2 20","13 35",19,"63.16%","73.68%","5UTR"
"Cluster_4080","Peve_00006985",-0.998052429938545,0.0397385645947719,0.909359886114279,165,-20.75,"2 20","758 781",20,"75.00%","90.00%","5UTR"
"Cluster_4080","Peve_00011705",0.998232761629708,0.037853554466726,0.909359886114279,161,-21.13,"2 21","615 638",22,"77.27%","77.27%","5UTR"
"Cluster_4080","Peve_00013087",-0.999999672229045,0.000515442667547547,0.239778920002343,162,-20.91,"2 15","566 587",13,"84.62%","100.00%","5UTR"
"Cluster_4080","Peve_00035886",-0.999981340367671,0.00388908412218857,0.54328949385489,161,-20.29,"2 21","329 350",20,"75.00%","85.00%","5UTR"
"Cluster_4080","Peve_00037697",-0.999168966643069,0.0259558006313078,0.879507868160642,172,-21.91,"2 19","957 977",17,"88.24%","94.12%","5UTR"
"Cluster_4080","Peve_00036963",0.999351594621176,0.0229267182870592,0.843538272975541,167,-21.47,"2 20","777 798",18,"77.78%","83.33%","5UTR"
"Cluster_4080","Peve_00043526",0.998465344822469,0.0352741113828147,0.909359886114279,161,-20.29,"2 18","577 598",16,"75.00%","87.50%","5UTR"
"Cluster_4629","Peve_00001326",-0.997041811903654,0.0489795884758296,0.949444666171571,150,-20.45,"2 21","296 316",19,"68.42%","73.68%","5UTR"
"Cluster_4629","Peve_00002365",0.997938030915672,0.0408894104551393,0.909359886114279,140,-21.96,"2 9","1 17",7,"100.00%","100.00%","5UTR"
"Cluster_4629","Peve_00002477",0.997938030915672,0.0408894104551393,0.909359886114279,161,-23.63,"2 21","861 885",22,"77.27%","81.82%","5UTR"
"Cluster_4629","Peve_00005452",0.997938030915672,0.0408894104551393,0.909359886114279,172,-30.34,"2 21","633 654",19,"73.68%","89.47%","5UTR"
"Cluster_4629","Peve_00009813",0.997938030915672,0.0408894104551393,0.909359886114279,161,-21.15,"2 18","183 204",16,"75.00%","87.50%","5UTR"
"Cluster_4629","Peve_00015601",0.997938030915672,0.0408894104551393,0.909359886114279,147,-22.68,"2 21","251 276",23,"60.87%","69.57%","5UTR"
"Cluster_4629","Peve_00019915",0.997938030915672,0.0408894104551393,0.909359886114279,152,-22.41,"2 21","816 837",19,"57.89%","78.95%","5UTR"
"Cluster_4629","Peve_00024444",-0.999839766742431,0.0113966510517457,0.658396521887265,146,-20.47,"2 19","197 215",17,"70.59%","76.47%","5UTR"
"Cluster_4629","Peve_00027295",-0.998044922586829,0.0398151065215797,0.909359886114279,167,-25.95,"2 21","449 472",21,"71.43%","85.71%","5UTR"
"Cluster_4629","Peve_00030606",0.99730289693183,0.0467672197087773,0.939470798087631,158,-24.39,"2 20","967 989",19,"68.42%","84.21%","5UTR"
"Cluster_4629","Peve_00035367",0.997938030915672,0.0408894104551393,0.909359886114279,162,-24.89,"2 20","50 72",19,"78.95%","78.95%","5UTR"
"Cluster_4629","Peve_00036785",0.997938030915672,0.0408894104551393,0.909359886114279,162,-24.92,"2 21","572 597",23,"73.91%","78.26%","5UTR"
"Cluster_4629","Peve_00036947",0.99868990037373,0.0325907764753561,0.909359886114279,164,-26.7,"2 21","765 786",19,"73.68%","78.95%","5UTR"
"Cluster_4629","Peve_00042151",0.997938030915672,0.0408894104551393,0.909359886114279,157,-24.55,"2 14","624 645",12,"91.67%","91.67%","5UTR"
"Cluster_4629","Peve_00042435",0.997262417278732,0.0471170262500777,0.94113497813925,157,-21.66,"2 21","660 679",19,"73.68%","78.95%","5UTR"
"Cluster_4629","Peve_00043768",0.997938030915673,0.0408894104551382,0.909359886114279,146,-20.9,"2 20","932 955",20,"60.00%","75.00%","5UTR"
"Cluster_4629","Peve_00043615",0.999186729228898,0.0256768734393112,0.876415971818516,152,-21.26,"2 19","146 170",20,"70.00%","80.00%","5UTR"
"Cluster_4735","Peve_00004731",-0.999783900702665,0.0132351729066914,0.705702184467113,165,-23.35,"2 20","440 460",18,"83.33%","83.33%","5UTR"
"Cluster_4735","Peve_00006174",-0.998701518193497,0.032445917538854,0.909359886114279,163,-22.3,"2 20","64 85",18,"72.22%","83.33%","5UTR"
"Cluster_4735","Peve_00025044",-0.999885283611896,0.00964299640621119,0.610514562090407,151,-20.32,"2 21","710 727",19,"73.68%","73.68%","5UTR"
"Cluster_4735","Peve_00033287",-0.998878569589875,0.0301523995600735,0.903929377050813,147,-20.12,"2 12","895 916",10,"90.00%","90.00%","5UTR"
"Cluster_4735","Peve_00034069",0.99999940598563,0.000693894776259953,0.239778920002343,148,-20.37,"2 20","547 571",22,"63.64%","77.27%","5UTR"
"Cluster_4735","Peve_00034189",-0.999325369433971,0.0233858169858483,0.84919156053953,159,-25.02,"2 16","457 478",14,"78.57%","92.86%","5UTR"
"Cluster_4735","Peve_00035232",0.99999940598563,0.000693894776195108,0.239778920002343,156,-21.28,"2 21","707 728",19,"63.16%","78.95%","5UTR"
"Cluster_4735","Peve_00042498",0.999891079350943,0.00939624156020117,0.602954859488328,150,-21.28,"2 19","563 584",17,"64.71%","76.47%","5UTR"
"Cluster_5882","Peve_00036264",0.997786572068102,0.0423650724088565,0.91271866035762,167,-20.17,"2 21","518 540",20,"75.00%","85.00%","5UTR"
"Cluster_589","Peve_00008377",-0.999957293079344,0.00588363598502496,0.570680688799154,155,-20.03,"2 21","84 106",20,"70.00%","75.00%","5UTR"
"Cluster_589","Peve_00009458",-0.998175220682579,0.0384650550931703,0.909359886114279,160,-23.47,"2 19","629 649",17,"76.47%","88.24%","5UTR"
"Cluster_589","Peve_00015066",-0.999604063448837,0.0179152242682217,0.782669382293497,155,-23.55,"2 12","597 618",10,"100.00%","100.00%","5UTR"
"Cluster_589","Peve_00021093",-0.999211152128301,0.025288338918848,0.871601074988914,160,-21.67,"2 21","304 325",19,"68.42%","78.95%","5UTR"
"Cluster_589","Peve_00028238",-0.999566973841129,0.0187356109725696,0.784805430107369,156,-21.84,"2 18","536 558",17,"76.47%","82.35%","5UTR"
"Cluster_589","Peve_00029556",-0.997545167599482,0.0446164413451834,0.928064198164883,162,-23.25,"2 21","60 80",19,"73.68%","84.21%","5UTR"
"Cluster_589","Peve_00030695",0.99896776402964,0.0289282378876426,0.903929377050813,156,-20.29,"2 19","914 934",17,"76.47%","82.35%","5UTR"
"Cluster_589","Peve_00033813",-0.999435010130582,0.0214010903728724,0.824328633796369,152,-21.27,"2 20","103 127",22,"68.18%","77.27%","5UTR"
