# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "24" "-M" "-O" "--fraction" "-a" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/Peve-lncRNA.gtf" "-o" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-lncRNA-pipeline/Peve-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-71.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-73.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-76.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-79.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-82.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-71.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-73.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-76.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-79.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-82.sorted.bam
lncRNA_9245	Porites_evermani_scaffold_78	568515	585128	+	16614	157.09	44.72	128.92	55.50	158.71
lncRNA_9246	Porites_evermani_scaffold_78	568755	585128	+	16374	153.63	41.67	128.92	48.38	151.96
lncRNA_9247	Porites_evermani_scaffold_78	77977	78205	+	229	0	0	22	0	0
lncRNA_9248	Porites_evermani_scaffold_78	152521	153401	+	881	175	57.20	235.50	143.07	264.60
lncRNA_9249	Porites_evermani_scaffold_78	432641	432942	+	302	6	0	51	0	0
lncRNA_9250	Porites_evermani_scaffold_78	511328	511540	+	213	0	0	11	0	28.50
lncRNA_9251	Porites_evermani_scaffold_780	38549	57080	+	18532	4144.70	1371.27	8908.18	710.11	5702.86
lncRNA_9252	Porites_evermani_scaffold_780	44825	58261	+	13437	806.37	146.11	1277.85	118.19	781.53
lncRNA_9253	Porites_evermani_scaffold_780	44825	58261	+	13437	806.37	146.11	1277.85	118.19	781.53
lncRNA_9254	Porites_evermani_scaffold_780	166267	172317	+	6051	476.17	213.25	286.50	177.50	535.75
lncRNA_9255	Porites_evermani_scaffold_780	166262	167918	+	1657	173.50	3.75	0.50	3.00	16.25
lncRNA_9256	Porites_evermani_scaffold_780	97082	97315	+	234	6	3	26	3	6
lncRNA_9257	Porites_evermani_scaffold_780	151703	151950	+	248	6	5	43	0	3
lncRNA_9258	Porites_evermani_scaffold_781	37909	38939	+	1031	11.00	139.50	0	62.00	64.80
lncRNA_9259	Porites_evermani_scaffold_781	87583	92064	+	4482	6727.49	2070.00	5382.49	2807.99	9477.98
lncRNA_9260	Porites_evermani_scaffold_781	87583	92064	+	4482	6727.49	2070.00	5382.49	2807.99	9477.98
lncRNA_9261	Porites_evermani_scaffold_7814	862	1537	+	676	113	392	635	82	1228
lncRNA_9262	Porites_evermani_scaffold_7817	48	842	+	795	2	1	2	12	27
lncRNA_9263	Porites_evermani_scaffold_782	39172	41370	+	2199	303.33	95.27	283.33	103.33	388.40
lncRNA_9264	Porites_evermani_scaffold_782	134343	138253	+	3911	242.50	86	96.50	793.50	384.50
lncRNA_9265	Porites_evermani_scaffold_782	134646	138253	+	3608	232.50	86	96.50	793.50	381.50
lncRNA_9266	Porites_evermani_scaffold_7827	286	539	+	254	0	61	0	6.50	16
lncRNA_9267	Porites_evermani_scaffold_7828	48	351	+	304	5	3	126	10	55.50
lncRNA_9268	Porites_evermani_scaffold_7828	824	1045	+	222	15	3.50	42.50	6.50	37.50
lncRNA_9269	Porites_evermani_scaffold_783	86775	87050	+	276	1	0	30	3	6
lncRNA_9270	Porites_evermani_scaffold_783	179394	179841	+	448	13	2	77	0	5
lncRNA_9271	Porites_evermani_scaffold_784	126458	126672	+	215	1	0	0	0	22
lncRNA_9272	Porites_evermani_scaffold_784	173406	175379	+	1974	188.50	132.83	163.50	112	232
lncRNA_9273	Porites_evermani_scaffold_784	183559	183846	+	288	5	0	91	10	9
lncRNA_9274	Porites_evermani_scaffold_7843	431	1595	+	1165	65	26.50	84	52	82.50
lncRNA_9275	Porites_evermani_scaffold_7848	317	1302	+	986	169	193	161	80	163
lncRNA_9276	Porites_evermani_scaffold_785	28498	28810	+	313	0	0	44	0	5
lncRNA_9277	Porites_evermani_scaffold_786	178105	179063	+	959	0	29.85	35.53	40.65	499.45
lncRNA_9278	Porites_evermani_scaffold_786	45897	46099	+	203	0	0	26	0	0
lncRNA_9279	Porites_evermani_scaffold_786	173197	173507	+	311	0	2	0	0	132.33
lncRNA_9280	Porites_evermani_scaffold_7869	69	2132	+	2064	47.50	0	14	5	0
lncRNA_9281	Porites_evermani_scaffold_787	6256	7891	+	1636	192	0	0	14	2
lncRNA_9282	Porites_evermani_scaffold_787	64676	72206	+	7531	26.42	9.75	261.00	27.75	14.25
lncRNA_9283	Porites_evermani_scaffold_787	115502	125993	+	10492	91.40	50.40	253	30.60	18.60
lncRNA_9284	Porites_evermani_scaffold_787	126535	128781	+	2247	12	0	48	7	13
lncRNA_9285	Porites_evermani_scaffold_7881	1027	2041	+	1015	373	417	4	390	3.50
lncRNA_9286	Porites_evermani_scaffold_789	147456	147915	+	460	21.07	0.40	24.37	0	61.03
lncRNA_9287	Porites_evermani_scaffold_789	189847	190216	+	370	2	0	52	4	0
lncRNA_9288	Porites_evermani_scaffold_79	568518	571289	+	2772	2255.17	878.50	1985	1131.50	4232
lncRNA_9289	Porites_evermani_scaffold_79	2777	7038	+	4262	227	172	428	211	435
lncRNA_9290	Porites_evermani_scaffold_79	464871	469787	+	4917	163.22	136.87	283.50	35	65.80
lncRNA_9291	Porites_evermani_scaffold_79	507747	509875	+	2129	552	303	1333	409	1093
lncRNA_9292	Porites_evermani_scaffold_79	527938	537077	+	9140	2	0	28	2	25
lncRNA_9293	Porites_evermani_scaffold_79	1838	2423	+	586	35	2	95	21	46
lncRNA_9294	Porites_evermani_scaffold_79	20695	20897	+	203	8	4	60	0	11
lncRNA_9295	Porites_evermani_scaffold_790	100151	100674	+	524	22.00	17.00	36	8	5
lncRNA_9296	Porites_evermani_scaffold_790	66156	76048	+	9893	5.65	610.35	48.50	563.68	2086.77
lncRNA_9297	Porites_evermani_scaffold_790	68426	76048	+	7623	0.25	370.50	4.50	353.50	1661.83
lncRNA_9298	Porites_evermani_scaffold_790	109348	109635	+	288	23	0	35	3	0
lncRNA_9299	Porites_evermani_scaffold_790	134263	134493	+	231	0	0	34	8	2
lncRNA_9300	Porites_evermani_scaffold_790	187766	188116	+	351	2.40	0	38.10	0.67	0
lncRNA_9301	Porites_evermani_scaffold_7900	28	1000	+	973	1.50	16	34	3	0
lncRNA_9302	Porites_evermani_scaffold_7903	128	938	+	811	85.50	45	112	88	91
lncRNA_9303	Porites_evermani_scaffold_791	76053	77183	+	1131	0	0.50	102	43	187.50
lncRNA_9304	Porites_evermani_scaffold_791	76076	77183	+	1108	0	0.50	102	43	187.50
lncRNA_9305	Porites_evermani_scaffold_791	123678	123970	+	293	32.93	33.55	17	1	90.40
lncRNA_9306	Porites_evermani_scaffold_791	183532	189475	+	5944	4	8	517	37	76.50
lncRNA_9307	Porites_evermani_scaffold_7918	607	841	+	235	0	0	24	0	0
lncRNA_9308	Porites_evermani_scaffold_792	89079	89383	+	305	12	0	26	0	0
lncRNA_9309	Porites_evermani_scaffold_792	103920	104143	+	224	1	0	24	0	0
lncRNA_9310	Porites_evermani_scaffold_792	185662	186346	+	685	141.60	3.92	16.50	80.53	0
lncRNA_9311	Porites_evermani_scaffold_7922	1	2110	+	2110	586	281.50	72	161	291
lncRNA_9312	Porites_evermani_scaffold_7925	720	2107	+	1388	24	5	20	11	40
lncRNA_9313	Porites_evermani_scaffold_793	16730	16981	+	252	0	0	30	0	0
lncRNA_9314	Porites_evermani_scaffold_7935	1556	1877	+	322	0	0	36	4	0
lncRNA_9315	Porites_evermani_scaffold_794	185553	186243	+	691	214	96	429	107	225
lncRNA_9316	Porites_evermani_scaffold_7946	1742	2056	+	315	14	14	71	0	11
lncRNA_9317	Porites_evermani_scaffold_795	48836	49042	+	207	3	0	39	0.50	0
lncRNA_9318	Porites_evermani_scaffold_795	49870	50083	+	214	0	0	36	0	0
lncRNA_9319	Porites_evermani_scaffold_7951	1	1250	+	1250	127	75	1283	170	348
lncRNA_9320	Porites_evermani_scaffold_7956	10	2042	+	2033	30	3	40	6	9
lncRNA_9321	Porites_evermani_scaffold_7959	864	1592	+	729	11	6	85	8	29
lncRNA_9322	Porites_evermani_scaffold_796	9241	32341	+	23101	98.70	66.83	331.20	81.55	172.70
lncRNA_9323	Porites_evermani_scaffold_796	114404	115609	+	1206	53.40	23.33	2	43.25	122
lncRNA_9324	Porites_evermani_scaffold_796	39892	41446	+	1555	169.03	83	49	145	124.87
lncRNA_9325	Porites_evermani_scaffold_796	54148	54368	+	221	2	0	26	0	12
lncRNA_9326	Porites_evermani_scaffold_7971	256	985	+	730	18	2	34	15	16
lncRNA_9327	Porites_evermani_scaffold_798	184795	187787	+	2993	275	58	67	33	114
lncRNA_9328	Porites_evermani_scaffold_798	183197	184363	+	1167	183	0	0	18.33	44
lncRNA_9329	Porites_evermani_scaffold_7995	863	1541	+	679	7	11	46	0	27
lncRNA_9330	Porites_evermani_scaffold_8	847422	848120	+	699	17	39	50	6	19
lncRNA_9331	Porites_evermani_scaffold_8	81768	86627	+	4860	4.00	5	114	0	36
lncRNA_9332	Porites_evermani_scaffold_8	120671	121330	+	660	6	24	68	2	11
lncRNA_9333	Porites_evermani_scaffold_8	143402	149303	+	5902	51.50	33	224	77	64
lncRNA_9334	Porites_evermani_scaffold_8	519172	521120	+	1949	1648	865	2033	801	1388
lncRNA_9335	Porites_evermani_scaffold_8	521265	522402	+	1138	209	29	30	53	212
lncRNA_9336	Porites_evermani_scaffold_8	867802	868068	+	267	0	0	31	0	6
lncRNA_9337	Porites_evermani_scaffold_8	159487	159941	+	455	3	2	62	0	0
lncRNA_9338	Porites_evermani_scaffold_8	329453	329941	+	489	4	2	90	0	6
lncRNA_9339	Porites_evermani_scaffold_8	360388	361250	+	863	83	28	233	54	16
lncRNA_9340	Porites_evermani_scaffold_8	413355	413587	+	233	0	0	54	0	0
lncRNA_9341	Porites_evermani_scaffold_80	106882	111288	+	4407	6377	817	203	13	44
lncRNA_9342	Porites_evermani_scaffold_80	461631	464456	+	2826	2530	715	859	12	10208
lncRNA_9343	Porites_evermani_scaffold_80	568800	570939	+	2140	394.50	78	35	215.50	346.83
lncRNA_9344	Porites_evermani_scaffold_80	534800	535177	+	378	40	6	45	3	65
lncRNA_9345	Porites_evermani_scaffold_80	577568	577945	+	378	4	1	68	11	72
lncRNA_9346	Porites_evermani_scaffold_80	54782	55012	+	231	2	0	28	1	0
lncRNA_9347	Porites_evermani_scaffold_80	188015	189442	+	1428	63.43	24.60	169.33	36.50	72.10
lncRNA_9348	Porites_evermani_scaffold_80	281089	281925	+	837	92	55	109	32	225
lncRNA_9349	Porites_evermani_scaffold_80	326350	327075	+	726	6	3.33	81.92	4.67	12
lncRNA_9350	Porites_evermani_scaffold_80	518793	523294	+	4502	280.50	710	393	124	1190.50
lncRNA_9351	Porites_evermani_scaffold_80	528818	529674	+	857	16877	9139	11735	7202	20272.50
lncRNA_9352	Porites_evermani_scaffold_80	539997	540640	+	644	67	2	97	59	59
lncRNA_9353	Porites_evermani_scaffold_800	168472	180411	+	11940	185.50	1	378	29.67	0.70
lncRNA_9354	Porites_evermani_scaffold_800	42765	43984	+	1220	1171	1191	786	500	1306
lncRNA_9355	Porites_evermani_scaffold_800	181451	183105	+	1655	100	0	353	8	0
lncRNA_9356	Porites_evermani_scaffold_800	183698	184095	+	398	6	0	46	0	0
lncRNA_9357	Porites_evermani_scaffold_801	7578	7838	+	261	18.73	19.40	59.67	2.67	11.40
lncRNA_9358	Porites_evermani_scaffold_801	30483	30711	+	229	0	0	26	0	0
lncRNA_9359	Porites_evermani_scaffold_801	101595	101901	+	307	0	0	28	0	0
lncRNA_9360	Porites_evermani_scaffold_8014	538	753	+	216	346	18.50	5.50	77.50	237
lncRNA_9361	Porites_evermani_scaffold_8017	1108	1935	+	828	661	252	2454	265	729
lncRNA_9362	Porites_evermani_scaffold_802	130317	132430	+	2114	47	24	0	59	53
lncRNA_9363	Porites_evermani_scaffold_802	175348	181629	+	6282	154	49	109	54	238
lncRNA_9364	Porites_evermani_scaffold_802	128297	128582	+	286	19.62	16.15	0	35.37	12.90
lncRNA_9365	Porites_evermani_scaffold_8021	1153	1792	+	640	0	0	118	0	111
lncRNA_9366	Porites_evermani_scaffold_8022	851	1344	+	494	54	37	81	47	60
lncRNA_9367	Porites_evermani_scaffold_803	5879	7583	+	1705	274	77.50	163	105	714.50
lncRNA_9368	Porites_evermani_scaffold_803	8360	9187	+	828	307	125	125	218	800
lncRNA_9369	Porites_evermani_scaffold_803	18671	21495	+	2825	184.50	78	95	112.50	620.00
lncRNA_9370	Porites_evermani_scaffold_803	35312	42038	+	6727	96	46	83	26	158
lncRNA_9371	Porites_evermani_scaffold_803	167262	167663	+	402	27.50	11.80	24.15	0.60	71.40
lncRNA_9372	Porites_evermani_scaffold_803	5879	7730	+	1852	284	77.50	171	109	753.50
lncRNA_9373	Porites_evermani_scaffold_803	45166	46218	+	1053	162	111	28	39	242
lncRNA_9374	Porites_evermani_scaffold_8033	472	1752	+	1281	1944.50	509	661.50	1667	9442
lncRNA_9375	Porites_evermani_scaffold_8036	107	1633	+	1527	69.50	53	210.50	78	88.50
lncRNA_9376	Porites_evermani_scaffold_804	39832	45041	+	5210	462	85.50	814.50	58.50	349.00
lncRNA_9377	Porites_evermani_scaffold_804	35684	36586	+	903	371.00	171.50	470.50	183.50	410.00
lncRNA_9378	Porites_evermani_scaffold_805	28921	30442	+	1522	39	14	8	130.50	13.00
lncRNA_9379	Porites_evermani_scaffold_805	37933	40080	+	2148	8	0	308	123	48
lncRNA_9380	Porites_evermani_scaffold_805	185104	185356	+	253	0	0	38	0	0
lncRNA_9381	Porites_evermani_scaffold_8056	11	1505	+	1495	68	7	66	39.50	53
lncRNA_9382	Porites_evermani_scaffold_806	42791	45133	+	2343	16	22	58	1	9
lncRNA_9383	Porites_evermani_scaffold_806	114767	115092	+	326	16.50	1	0	0	40.50
lncRNA_9384	Porites_evermani_scaffold_8062	59	1659	+	1601	31.50	35	54.50	7.50	128.50
lncRNA_9385	Porites_evermani_scaffold_8063	318	687	+	370	9	0	49	0	4
lncRNA_9386	Porites_evermani_scaffold_8078	1392	1663	+	272	2	0	32	0	1
lncRNA_9387	Porites_evermani_scaffold_8079	87	313	+	227	59.00	0	0	1	8
lncRNA_9388	Porites_evermani_scaffold_808	173230	174028	+	799	0	24	0	0.50	43
lncRNA_9389	Porites_evermani_scaffold_808	153169	156984	+	3816	0	5.00	36.00	1	0
lncRNA_9390	Porites_evermani_scaffold_808	80918	81135	+	218	54	0	20	0	0
lncRNA_9391	Porites_evermani_scaffold_808	159897	160348	+	452	56	16	2	17	18
lncRNA_9392	Porites_evermani_scaffold_8089	1800	2033	+	234	3.33	0	104	21	0
lncRNA_9393	Porites_evermani_scaffold_809	129534	129814	+	281	0	0	80	0	2
lncRNA_9394	Porites_evermani_scaffold_81	244317	249334	+	5018	15	14	54	0	8
lncRNA_9395	Porites_evermani_scaffold_81	50677	50902	+	226	2	0	30	0	2
lncRNA_9396	Porites_evermani_scaffold_810	112159	113403	+	1245	493.61	184.46	399.84	250.80	457.64
lncRNA_9397	Porites_evermani_scaffold_8100	657	1909	+	1253	46	51	18	38	88.50
lncRNA_9398	Porites_evermani_scaffold_8108	1259	2028	+	770	80	28.50	135	6.50	137.50
lncRNA_9399	Porites_evermani_scaffold_811	144528	145098	+	571	4	0	0	0	41.67
lncRNA_9400	Porites_evermani_scaffold_811	21306	26879	+	5574	46.20	16	86	27	56
lncRNA_9401	Porites_evermani_scaffold_811	131053	135010	+	3958	0	0	0	0	42
lncRNA_9402	Porites_evermani_scaffold_811	81760	82507	+	748	14	0	96	14	17
lncRNA_9403	Porites_evermani_scaffold_8115	1	816	+	816	108	62	0	144	3
lncRNA_9404	Porites_evermani_scaffold_8117	1	874	+	874	6	100	2	224	359
lncRNA_9405	Porites_evermani_scaffold_8117	1741	1957	+	217	0	2	40	1	7
lncRNA_9406	Porites_evermani_scaffold_812	29046	33403	+	4358	39.97	4.52	64.38	4.70	21.03
lncRNA_9407	Porites_evermani_scaffold_812	29046	33403	+	4358	39.97	4.52	64.38	4.70	21.03
lncRNA_9408	Porites_evermani_scaffold_812	15831	16310	+	480	40	37	80	23	112
lncRNA_9409	Porites_evermani_scaffold_812	81682	81966	+	285	34.02	10.03	6.20	10.48	42.68
lncRNA_9410	Porites_evermani_scaffold_8125	643	1153	+	511	53	34	168	6	63
lncRNA_9411	Porites_evermani_scaffold_813	182694	185691	+	2998	0	22	0	32	124
lncRNA_9412	Porites_evermani_scaffold_8130	14	2000	+	1987	391.50	78.50	331.50	111.50	397.50
lncRNA_9413	Porites_evermani_scaffold_814	87314	93681	+	6368	851.50	283	492.50	410	666.50
lncRNA_9414	Porites_evermani_scaffold_814	130116	130396	+	281	0	0	24	7	0
lncRNA_9415	Porites_evermani_scaffold_8141	19	1118	+	1100	30.50	8.50	24.83	30	97
lncRNA_9416	Porites_evermani_scaffold_815	1	526	+	526	346.20	3475.80	572	362	1313.60
lncRNA_9417	Porites_evermani_scaffold_815	123034	123295	+	262	0	0	26	0	9
lncRNA_9418	Porites_evermani_scaffold_816	88520	90162	+	1643	325.00	45.00	113.00	142.00	162.00
lncRNA_9419	Porites_evermani_scaffold_816	183830	184507	+	678	184.00	31.00	66.00	82.00	273.00
lncRNA_9420	Porites_evermani_scaffold_816	46589	51470	+	4882	39331.50	694.50	413	6483.33	19799.83
lncRNA_9421	Porites_evermani_scaffold_8165	3	1630	+	1628	66	36	134	0	0
lncRNA_9422	Porites_evermani_scaffold_8168	73	2006	+	1934	0	35.50	57	14	85.50
lncRNA_9423	Porites_evermani_scaffold_8168	73	2006	+	1934	0	35.50	57	14	85.50
lncRNA_9424	Porites_evermani_scaffold_817	37025	40199	+	3175	51	24.20	107.50	37.20	43
lncRNA_9425	Porites_evermani_scaffold_817	110204	115604	+	5401	26.20	10.80	51.20	3.40	11.60
lncRNA_9426	Porites_evermani_scaffold_817	31679	31892	+	214	26	30	44	4	25.33
lncRNA_9427	Porites_evermani_scaffold_817	64239	65293	+	1055	85	6	44	6	40
lncRNA_9428	Porites_evermani_scaffold_817	65768	66080	+	313	21	6	56	4	4
lncRNA_9429	Porites_evermani_scaffold_817	175052	175371	+	320	0	0	74	2	2
lncRNA_9430	Porites_evermani_scaffold_8173	84	2005	+	1922	55	183.50	82	122	332
lncRNA_9431	Porites_evermani_scaffold_8178	1	1997	+	1997	51	30	97.50	45.50	62.50
lncRNA_9432	Porites_evermani_scaffold_8186	1421	1659	+	239	26	10	53	8	17
lncRNA_9433	Porites_evermani_scaffold_819	6411	10476	+	4066	542.59	437.93	288.74	76.02	729.88
lncRNA_9434	Porites_evermani_scaffold_819	6941	10476	+	3536	484.34	396.78	267.89	66.22	660.92
lncRNA_9435	Porites_evermani_scaffold_819	7071	10476	+	3406	483.84	396.78	267.27	66.22	659.25
lncRNA_9436	Porites_evermani_scaffold_819	181224	183621	+	2398	58	34	113	85	84
lncRNA_9437	Porites_evermani_scaffold_819	115926	119127	+	3202	710	709	1331	614	1202
lncRNA_9438	Porites_evermani_scaffold_82	99744	100896	+	1153	244.37	12.07	20	54.73	13.30
lncRNA_9439	Porites_evermani_scaffold_82	326111	326948	+	838	31.00	21.20	83.20	36.90	40.40
lncRNA_9440	Porites_evermani_scaffold_82	328233	328440	+	208	1.50	6	35	1	1
lncRNA_9441	Porites_evermani_scaffold_82	582295	583321	+	1027	467.60	175.40	174	59.60	23.20
lncRNA_9442	Porites_evermani_scaffold_820	30153	30401	+	249	0	0	28	0	0
lncRNA_9443	Porites_evermani_scaffold_820	71509	71745	+	237	0	0	26	0	6
lncRNA_9444	Porites_evermani_scaffold_821	124401	124781	+	381	30	2	119	19	51.50
lncRNA_9445	Porites_evermani_scaffold_822	71774	72185	+	412	38	9	6.70	16.50	68.75
lncRNA_9446	Porites_evermani_scaffold_822	130433	131455	+	1023	89.90	2.30	30.00	4.00	28.95
lncRNA_9447	Porites_evermani_scaffold_822	18	537	+	520	49	2	8	12	14
lncRNA_9448	Porites_evermani_scaffold_822	41749	42033	+	285	8	2	47	0	4
lncRNA_9449	Porites_evermani_scaffold_822	143924	144536	+	613	231.22	0.50	1	38.72	8
lncRNA_9450	Porites_evermani_scaffold_823	141385	141621	+	237	17.80	125.20	3.40	16.40	55.00
lncRNA_9451	Porites_evermani_scaffold_823	143424	143680	+	257	2	0	46	0	0
lncRNA_9452	Porites_evermani_scaffold_824	23906	24141	+	236	8	4	24	0	0
lncRNA_9453	Porites_evermani_scaffold_824	105727	105936	+	210	4	0	27	0	0.20
lncRNA_9454	Porites_evermani_scaffold_825	81721	85660	+	3940	24.50	12.00	264.25	24.00	48.50
lncRNA_9455	Porites_evermani_scaffold_825	49722	49987	+	266	0	0	30	0	0
lncRNA_9456	Porites_evermani_scaffold_826	117836	121443	+	3608	181.71	134.75	230.07	88.11	179.04
lncRNA_9457	Porites_evermani_scaffold_826	117846	121443	+	3598	181.71	134.75	230.07	88.11	179.04
lncRNA_9458	Porites_evermani_scaffold_826	118743	121443	+	2701	165.05	119.25	218.50	75.78	162.50
lncRNA_9459	Porites_evermani_scaffold_826	179543	182423	+	2881	89	9	64	92	120
lncRNA_9460	Porites_evermani_scaffold_827	11275	11726	+	452	18	0	101	40	69
lncRNA_9461	Porites_evermani_scaffold_827	62745	63076	+	332	0	0	0	4	54
lncRNA_9462	Porites_evermani_scaffold_828	75937	76233	+	297	0	0	28	0	0
lncRNA_9463	Porites_evermani_scaffold_829	38250	38499	+	250	0	0	26	0	0
lncRNA_9464	Porites_evermani_scaffold_829	52400	52700	+	301	13	1	28	0	5
lncRNA_9465	Porites_evermani_scaffold_829	75373	75647	+	275	0	0	36	0	0
lncRNA_9466	Porites_evermani_scaffold_829	142371	142584	+	214	0	0	0	1	20
lncRNA_9467	Porites_evermani_scaffold_829	181592	181798	+	207	15.23	0.20	0	0	34.60
lncRNA_9468	Porites_evermani_scaffold_83	336463	337294	+	832	3	4	0	18	278
lncRNA_9469	Porites_evermani_scaffold_83	439048	442030	+	2983	136.65	69.33	258.50	96.83	185.66
lncRNA_9470	Porites_evermani_scaffold_83	7405	10361	+	2957	28.83	25.50	218.50	70.17	36.00
lncRNA_9471	Porites_evermani_scaffold_83	206374	207997	+	1624	35	0	36	25	9
lncRNA_9472	Porites_evermani_scaffold_83	485614	485815	+	202	0	0	28	0	0
lncRNA_9473	Porites_evermani_scaffold_83	494600	494913	+	314	26.87	1	0	0.25	1.50
lncRNA_9474	Porites_evermani_scaffold_830	12204	13376	+	1173	34	4	115	4	30
lncRNA_9475	Porites_evermani_scaffold_830	115727	117483	+	1757	52.50	10	161.00	33.50	26
lncRNA_9476	Porites_evermani_scaffold_830	148678	149500	+	823	5	0	168	7	0
lncRNA_9477	Porites_evermani_scaffold_830	2244	2583	+	340	0	3	39.83	12	3
lncRNA_9478	Porites_evermani_scaffold_830	4246	4727	+	482	25.83	0	94	4	11
lncRNA_9479	Porites_evermani_scaffold_830	5787	6305	+	519	15	10	79	2	23.20
lncRNA_9480	Porites_evermani_scaffold_830	6868	7731	+	864	37.08	13	161.35	17.33	27
lncRNA_9481	Porites_evermani_scaffold_830	8026	8295	+	270	39	17	39	18	30
lncRNA_9482	Porites_evermani_scaffold_830	9478	9860	+	383	13.67	8.50	39.33	1	45.00
lncRNA_9483	Porites_evermani_scaffold_830	13714	13921	+	208	27	3	20	2	8
lncRNA_9484	Porites_evermani_scaffold_830	97988	98238	+	251	2	0	54	0	4
lncRNA_9485	Porites_evermani_scaffold_830	121815	124873	+	3059	322.05	96.00	120.05	119.90	509.93
lncRNA_9486	Porites_evermani_scaffold_831	6214	10986	+	4773	243.17	77.17	408.83	224.07	165.55
lncRNA_9487	Porites_evermani_scaffold_832	52	2248	+	2197	125.17	88.50	212.00	21.67	217.08
lncRNA_9488	Porites_evermani_scaffold_832	52	12795	+	12744	542.50	253.50	895.40	279.77	795.65
lncRNA_9489	Porites_evermani_scaffold_832	54242	60525	+	6284	8	0	214	36	6
lncRNA_9490	Porites_evermani_scaffold_832	70564	76817	+	6254	36	93.00	34.50	44.50	34.50
lncRNA_9491	Porites_evermani_scaffold_832	70720	76817	+	6098	36	93.00	34.50	44.50	34.50
lncRNA_9492	Porites_evermani_scaffold_832	101519	105760	+	4242	1775	455	1958	468	1911.25
lncRNA_9493	Porites_evermani_scaffold_832	1328	2267	+	940	72.67	47.00	131.00	2.67	81.58
lncRNA_9494	Porites_evermani_scaffold_833	20485	20801	+	317	6	0	60	0	8
lncRNA_9495	Porites_evermani_scaffold_834	29468	35319	+	5852	32	4	67	17.50	17
lncRNA_9496	Porites_evermani_scaffold_834	83701	84027	+	327	8	0	42	4	1
lncRNA_9497	Porites_evermani_scaffold_834	144788	146288	+	1501	12	28	91	0	10
lncRNA_9498	Porites_evermani_scaffold_835	13613	17078	+	3466	5.65	66.60	181.27	116.03	462.11
lncRNA_9499	Porites_evermani_scaffold_835	20007	27327	+	7321	3.57	118.10	273.13	377.19	1053.03
lncRNA_9500	Porites_evermani_scaffold_835	22211	25854	+	3644	2.57	40.90	92.82	112.43	311.41
lncRNA_9501	Porites_evermani_scaffold_835	22477	25854	+	3378	2.47	37.00	81.36	100.38	285.36
lncRNA_9502	Porites_evermani_scaffold_835	15832	16193	+	362	0.25	8.50	30.50	6.50	40
lncRNA_9503	Porites_evermani_scaffold_835	62316	62533	+	218	0	0	0	26	6
lncRNA_9504	Porites_evermani_scaffold_835	98561	98773	+	213	0	0	48	0	0
lncRNA_9505	Porites_evermani_scaffold_835	102919	103386	+	468	0.40	0	60	3	0
lncRNA_9506	Porites_evermani_scaffold_835	106416	106625	+	210	0	0	36	0	0
lncRNA_9507	Porites_evermani_scaffold_836	8322	8975	+	654	70.00	22.20	16.80	1.20	2.60
lncRNA_9508	Porites_evermani_scaffold_836	10839	11201	+	363	0	0	40	0	0
lncRNA_9509	Porites_evermani_scaffold_837	140638	144027	+	3390	140.35	65.53	222.60	128.75	190.83
lncRNA_9510	Porites_evermani_scaffold_837	54568	54886	+	319	2	2	32	0	2
lncRNA_9511	Porites_evermani_scaffold_838	179143	179941	+	799	19.50	1	40.50	21	28
lncRNA_9512	Porites_evermani_scaffold_839	2442	2665	+	224	0	0	26	0	0
lncRNA_9513	Porites_evermani_scaffold_84	366353	371965	+	5613	0	1.50	99.50	0	1
